,Concept_ID,ko,sl
824,stöhnen::V,신음하다,stókati
825,zittern::V,저뉼하다,drgetáti
826,leben::V,살다,živéti
827,geboren werden::V,태어난,rodíti se
828,atmen::V,숨쉬다,díhati
829,trinken::V,마시다,píti
830,essen::V,먹다,jésti
831,schlucken::V,들이켜다,požírati
832,einschlafen::V,잠들다,zaspáti
833,schlafen::V,자다,spáti
834,aufwachen::V,눈트다,zbudíti se
835,aufstehen::V,서다,vstáti
836,sich erholen::V,회복하다,oddahníti se
837,schmerzen::V,아프다,boléti
838,husten::V,잔기침하다,kášljati
839,genesen::V,낫다,okrévati
840,sterben::V,죽다,umréti
841,umkommen::V,못쓰게되다,pogíniti
842,sich bewegen::V,움직이다,zganíti se
843,sich rühren::V,움직이다,premakníti se
844,sich erheben::V,이러서다,vstájati
845,sich erheben::V,이러서다,vzdígniti se
846,sich setzen::V,앉히다,sésti
847,hinfallen::V,넘어지다,pásti dôl
848,laufen::V,걷다,hodíti
849,schreiten::V,보행하다,stópati
850,spazierengehen::V,산보하다,na sprehòd íti
851,eilen::V,서둘다,drvéti
852,sich beeilen::V,서둘게하다,hitéti
853,sausen::V,서들러 떠나다,dírkati
854,rennen::V,달리다,dírjati
855,springen::V,도약하다,skákati
856,klettern::V,갑겨오르다,plézati
857,schaukeln::V,흔들리게하다,kolébati
858,kriechen::V,기다,pláziti se
859,schwimmen::V,헤엄치다,plávati
860,tauchen::V,잠기다,potápljati se
861,rudern::V,물을헤치다,vesláti
862,fahren::V,가다,vozíti se
863,fahren::V,가다,peljáti se
864,fahren::V,나르다,vozíti se
865,fahren::V,나르다,peljáti se
866,fliegen::V,날다,létati
867,gehen::V,가다,íti
868,weggehen::V,팔리다,odíti
869,abfahren::V,출발하다,odpeljáti se
870,anhalten::V,멈추다,ustáviti se
871,hineingehen::V,(그리로)가다,íti nóter
872,eintreten::V,들러가다,vstopíti
873,kommen::V,오다,príti
874,ankommen::V,고챀하다,prispéti
875,ankommen::V,고챀하다,prihájati
876,zurückkommen::V,보기,vrníti se
877,bleiben::V,체류,ostáti
878,warten::V,기다리다,čákati
879,erwarten::V,기대하다,pričakováti
880,suchen::V,찾다,iskáti
881,suchen::V,구하다,iskáti
882,finden::V,찾아내다,nájti
883,versuchen::V,시험하다,poskúšati
884,vorbereiten::V,재비하다,pripráviti
885,lieben::V,사랑하다,ljubíti
886,mögen::V,줗아하다,márati
887,lachen::V,웃다,smejáti se
888,rühren::V,건드리다,ganíti
889,weinen::V,울다,jókati
890,weinen::V,울다,plákati
891,schimpfen::V,꾸짖다,psováti
892,schimpfen::V,꾸짖다,zmérjati
893,sich ärgern::V,화를내게 하다,jezíti se
894,sich fürchten::V,두려원하다,báti se
895,fürchten::V,두려원하다,báti se
896,fliehen::V,도망치다,bežáti
897,flüchten::V,도주하다,pobégniti
898,sehen::V,보다,vídeti
899,anschauen::V,바라보다,oglédati
900,ansehen::V,바라보다,glédati
901,hören::V,듣다,slíšati
902,zuhören::V,듣다,poslúšati
903,probieren::V,시식하다,poskúšati
904,riechen::V,내새를맡다,dúhati
905,fühlen::V,느끼다,čutíti
906,scheinen::V,...것같다,zdéti se
907,zu sehen sein::V,보이는,vídeti se
908,vernehmen::V,듣다,čúti
909,vernehmen::V,들어서일다,čúti
910,frieren::V,춥다,zébsti
911,tun::V,하다,délati
912,können::V,할주릴다,môči
913,wollen::V,바라다,hotéti
914,anfangen::V,시작하다,začéti
915,beenden::V,다하다,dokončáti
916,aufhören::V,그만두다,prenéhati
917,gelingen::V,성국하다,uspéti
918,gelingen::V,성국하다,posréčiti se
919,geraten::V,잘되어가다,obnêsti se
920,öffnen::V,열다,odpréti
921,schließen::V,추측하다,zapréti
922,stellen::V,세우다,postáviti
923,setzen::V,놓다,posadíti
924,legen::V,눕히다,položíti
925,berühren::V,대다,dotíkati se
926,verbinden::V,옝열하다,obvézati
927,bedecken::V,덮다,pokríti
928,aufhängen::V,매달다,obésiti
929,anzünden::V,점화하다,zažgáti
930,aufheben::V,위로올리다,vzdígniti
931,zurücklassen::V,튀에남기다,zapustíti
932,verlieren::V,잃다,izgubíti
933,fallen lassen::V,떨어뜨리다,navréči
934,machen::V,하다,naredíti
935,machen::V,하다,napráviti
936,herstellen::V,제조하다,izdélati
937,bauen::V,짓다,gradíti
938,reparieren::V,수셩자다,popráviti
939,verbessern::V,정정하다,izbóljšati
940,ändern::V,바꾸다,spremeníti
941,graben::V,파다,kopáti
942,graben::V,파다,grêbsti
943,beugen::V,구부리다,upogníti
944,biegen::V,굽히다,zavíjati
945,drehen::V,회전,vrtéti
946,wenden::V,회전시키다,obrníti
947,umdrehen::V,회전시키다,zasúkati
948,heben::V,일으아키다,dvígati
949,hochheben::V,틀어올리다,privzdígniti
950,ergreifen::V,잡다,zgrábiti
951,halten::V,잡다,držáti
952,drücken::V,누르다,tiščáti
953,schieben::V,밀다,ríniti
954,kratzen::V,긁다,práskati
955,lecken::V,핥다,lízati
956,beißen::V,물다,grísti
957,abschneiden::V,귾어내다,odrézati
958,binden::V,매다,vézati
959,stecken::V,찌르다,vtakníti
960,brechen::V,금,lomíti
961,klopfen::V,치다,tólči
962,hauen::V,때리다,séči
963,kleben::V,들러붙다,lépiti
964,reiben::V,문지르다,tréti
965,reiben::V,문지르다,dŕgniti
966,streichen::V,쓰다듬다,namázati
967,schleifen::V,갈다,brúsiti
968,schneiden::V,베다,rézati
969,rütteln::V,흔들다,strésti
970,schütteln::V,흔들다,majáti
971,schwenken::V,흔들다,obrníti
972,schütten::V,따르다,sípati
973,füllen::V,담다,napolníti
974,einwickeln::V,싸다,zavíti
975,tragen::V,지우다,nêsti
976,schleppen::V,끌다,vláčiti
977,ziehen::V,당기다,vléči
978,aufbewahren::V,간직하다,shranjeváti
979,werfen::V,던지다,lúčati
980,fangen::V,밥다,ujéti
981,packen::V,쥐다,prijéti
982,verstecken::V,숨기다,skríti
983,teilen::V,나누다,razdelíti
984,schicken::V,보내다,pošíljati
985,bringen::V,가겨,prinêsti
986,hinzufügen::V,부가하다,pristáviti
987,bekommen::V,얻다,dobíti
988,erhalten::V,지니다,prejéti
989,nehmen::V,잡다,vzéti
990,wählen::V,선거하다,izbírati
991,auswählen::V,선출하다,izbráti
992,bewahren::V,저장보종,ohraníti
993,behindern::V,훼방하다,ovírati
994,verderben::V,못쓰게 되다,pokváriti
995,beschädigen::V,상하게하다,poškodováti
996,zerbrechen::V,깨뜨리다,razlomíti
997,zerreißen::V,잡아쫓다,raztŕgati
998,zerstören::V,파괴하다,razrúšiti
999,verbrennen::V,소실하다,sežgáti
1000,geben::V,주다,dáti
1001,reichen::V,내일다,séči
1002,reichen::V,내일다,molíti
1003,schenken::V,주다,podáriti
1004,versprechen::V,약속하다,obljubíti
1005,wünschen::V,바라다,vóščiti
1006,loben::V,칭찬하다,hváliti
1007,küssen::V,키스하다,poljubováti
1008,wiegen::V,어르다,zíbati
1009,zudecken::V,뚜꺼을하다,pokríti
1010,wecken::V,깨우다,zbudíti
1011,zeigen::V,보이다,pokázati
1012,führen::V,가게하다,vêsti
1013,lehren::V,가르치다,učíti
1014,unterrichten::V,가르지다,poučeváti
1015,aufziehen::V,사육하다,vzgojíti
1016,leiten::V,이끌다,uprávljati
1017,antreiben::V,몰다,goníti
1018,lassen::V,내버려두다,povzročíti
1019,einladen::V,초청하다,povábiti
1020,vereinigen::V,하나로하다,zdrúžiti
1021,besuchen::V,방문하다,obiskáti
1022,treffen::V,만나다,pogodíti
1023,sich versammeln::V,조립하다,zbráti se
1024,spielen::V,눌다,igráti se
1025,singen::V,노래하다,péti
1026,tanzen::V,춤추하다,plésati
1027,sich trennen::V,가르다,ločíti se
1028,verlassen::V,버림받은,zapustíti
1029,retten::V,구조하다,réšiti
1030,bewachen::V,치키다,strážiti
1031,schützen::V,보호하다,sčítiti
1032,verteidigen::V,막다,braníti
1033,sich schlagen::V,치다,têpsti se
1034,schießen::V,쏘다,stréljati
1035,siegen::V,이기다,zmágati
1036,ärgern::V,성을내게하다,jezíti
1037,ärgern::V,성을내게하다,razbúriti
1038,schlagen::V,치다,têpsti
1039,schlagen::V,치다,udáriti
1040,treten::V,디디다,teptáti
1041,stechen::V,찌르다,ubôsti
1042,stoßen::V,찌르다,peháti
1043,stoßen::V,찌르다,drégniti
1044,stehlen::V,훔치다,ukrásti
1045,stehlen::V,훔치다,pokrásti
1046,stören::V,움직이다,motíti
1047,belästigen::V,괴롭히다,nadlegováti
1048,verbergen::V,숨기다,skríti
1049,täuschen::V,속이다,slepíti
1050,betrügen::V,속이다,várati
1051,betrügen::V,속이다,ogoljufáti
1052,töten::V,죽이다,ubíti
1053,wohnen::V,실다,prebívati
1054,arbeiten::V,일하다,délati
1055,sammeln::V,모으다,zbráti
1056,pflücken::V,꿔다,obráti
1057,jagen::V,사냥하다,lovíti
1058,fischen::V,고기를잡다,ribáriti
1059,fassen::V,움켜쥐다,zajéti
1060,hüten::V,망보다,pásti
1061,treiben::V,몰아세우다,pogánjati
1062,anbinden::V,묶다,privézati
1063,füttern::V,사료를주다,kŕmiti
1064,melken::V,젖을짜다,mólsti
1065,hacken::V,자르다,sékati
1066,gießen::V,물을대다,ulíti
1067,reifen::V,성숙하다,zoréti
1068,zubereiten::V,조제하다,pripráviti
1069,kochen::V,요리하다,kúhati
1070,backen::V,쿱다,cvréti
1071,braten::V,굽다,pêči
1072,umrühren::V,교반하다,preméšati
1073,stricken::V,뜨개질하다,plêsti
1074,nähen::V,꿰매다,šívati
1075,färben::V,채색하다,bárvati
1076,reinigen::V,청소하다,očístiti
1077,waschen::V,씻다,opráti
1078,abwischen::V,닦다,obrísati
1079,spülen::V,씻다,splakováti
1080,fegen::V,소체하다,pométati
1081,kehren::V,청소하다,mésti
1082,baden::V,감다,kópati se
1083,sich waschen::V,모믈 씻다,umíti se
1084,ausziehen::V,벗다,izvléči
1085,anziehen::V,끌어움직이다,obléči
1086,kämmen::V,빗다,česáti
1087,schmücken::V,치레하다,okrasíti
1088,sagen::V,말하다,dejáti
1089,sprechen::V,말하다,govoríti
1090,reden::V,이야기하다,rêči
1091,fragen::V,질문하다,vprášati
1092,bitten::V,원하다,prosíti
1093,erzählen::V,이야기하다,práviti
1094,mitteilen::V,이야기하다,naznániti
1095,nennen::V,부르다,imenováti
1096,rufen::V,불러내다,klícati
1097,prahlen::V,자랑하다,baháti se
1098,übersetzen::V,번역하다,prevêsti
1099,denken::V,생각하다,mísliti
1100,glauben::V,믿다,verjéti
1101,bemerken::V,인자하다,opáziti
1102,erkennen::V,인식하다,spoznáti
1103,begreifen::V,파악하다,pôjmiti
1104,verstehen::V,이해하다,razuméti
1105,lernen::V,배우다,učíti se
1106,wissen::V,알다,znáti
1107,wissen::V,알다,védeti
1108,sich erinnern an::V,상기하다,spómniti se
1109,vergessen::V,잊다,pozábiti
1110,messen::V,측정하다,mériti
1111,zählen::V,세다,štéti
1112,rechnen::V,게산하다,račúnati
1113,lesen::V,읽다,bráti
1114,lesen::V,읽다,čítati
1115,malen::V,그리다,slíkati
1116,zeichnen::V,소묘하다,rísati
1117,schreiben::V,쓰다,písati
1118,besitzen::V,소유하다,iméti
1119,kaufen::V,사다,kupíti
1120,verkaufen::V,팔다,prodáti
1121,bezahlen::V,지불하다,pláčati
1122,zahlen::V,치르다,plačeváti
1123,beherrschen::V,지배하다,obvládati
1124,ertragen::V,참다,prenêsti
1125,Raureif::N,,ívje
1126,Raureif::N,,slána
1127,Grube::N,,jáma
1128,Lust::N,,poželênje
1129,Nachricht::N,,sporočílo
1130,klug::A,,pámeten
1131,von hier::ADV,,od tú
1132,müde werden::V,,péšati
1133,müde werden::V,,utrúditi se
1134,krank werden::V,,oboléti
1135,krank sein::V,,bíti bolán
1136,abreißen::V,,odtŕgati
1137,sich anziehen::V,,obléči se
1138,sich unterhalten::V,,razgovárjati se
