,Concept_ID,es,sq
821,hier::ADV,aquí,këtu
822,hierhin::ADV,acá,knej
823,von hier::ADV,desde aquí,që këtej
824,von hier::ADV,desde aquí,prej këtej
825,dort::ADV,ahí,aty
826,dort::ADV,ahí,atje
827,dort::ADV,allí,aty
828,dort::ADV,allí,atje
829,dorthin::ADV,allí,anej
830,dorthin::ADV,hacia allí,anej
831,geradeaus::ADV,todo derecho,drejt
832,vorwärts::ADV,adelante,mbroth
833,vorwärts::ADV,adelante,përpara
834,rückwärts::ADV,hacia atrás,mbrapsht
835,zurück::ADV,atrás,prapa
836,zurück::ADV,atrás,mbrapsht
837,unten::ADV,abajo,poshtë
838,hinab::ADV,hacia abajo,përposh
839,oben::ADV,arriba,lart
840,oben::ADV,arriba,sipër
841,hinauf::ADV,hacia arriba,lart
842,hinauf::ADV,hacia arriba,përpjetë
843,überall::ADV,por todas partes,kudo
844,nicht::ADV,no,s'
845,nicht::ADV,no,nuk
846,ein wenig::ADV,un poco,një tis
847,kaum::ADV,apenas,mezi
848,sehr::ADV,muy,fort
849,sehr::ADV,muy,shumë
850,sehr::ADV,mucho,fort
851,sehr::ADV,mucho,shumë
852,so::ADV,tan,ashtu
853,so::ADV,tan,kështu
854,noch::ADV,aún,ende
855,noch::ADV,aún,akoma
856,noch::ADV,todavía,ende
857,noch::ADV,todavía,akoma
858,nur::ADV,solamente,vetëm
859,schon::ADV,ya,tashmë
860,wieder::ADV,de nuevo,përsëri
861,vergebens::ADV,en vano,kot
862,vor::PRP,antes de,para
863,vor::PRP,delante de,para
864,hinter::PRP,tras,prapa
865,hinter::PRP,tras,mbrapa
866,hinter::PRP,detrás de,prapa
867,hinter::PRP,detrás de,mbrapa
868,unter::PRP,bajo,nën
869,unter::PRP,debajo de,nën
870,durch::PRP,por,nëpër
871,durch::PRP,a través de,nëpër
872,neben::PRP,al lado de,pranë
873,neben::PRP,al lado de,përbri
874,zwischen::PRP,entre,midis
875,zwischen::PRP,entre,ndërmjet
876,wegen::PRP,por,për
877,wegen::PRP,a causa de,për
878,dies::PRN,esto,ky
879,das::PRN,eso,ky
880,das::PRN,esto,ky
881,alles::PRN,todo,gjithçka
882,ich::PRN,yo,unë
883,du::PRN,tú,ti
884,er::PRN,él,ai
885,wir::PRN,nosotros,ne
886,ihr::PRN,vosotros,ju
887,sie::PRN,ellos,ata
888,was::FPRN,qué,ç'
889,was::FPRN,qué,çfarë
890,wer::FPRN,quién,kush
891,wo::FADV,dónde,ku
892,wohin::FADV,adónde,për ku
893,wohin::FADV,hacia dónde,për ku
894,wie::FADV,cómo,si
895,warum::FADV,por qué,pse
896,warum::FADV,por qué,përse
897,wieviel::FNUM,cuánto,sa
898,eins::NUM,uno,një
899,zwei::NUM,dos,dy
900,drei::NUM,tres,tre
901,vier::NUM,cuatro,katër
902,fünf::NUM,cinco,pesë
903,sechs::NUM,seis,gjashtë
904,sieben::NUM,siete,shtatë
905,acht::NUM,ocho,tetë
906,neun::NUM,nueve,nëntë
907,zehn::NUM,diez,dhjetë
908,elf::NUM,once,njëmbëdhjetë
909,zwölf::NUM,doce,dymbëdhjetë
910,zwanzig::NUM,veinte,njëzet
911,dreißig::NUM,treinta,tridhjetë
912,vierzig::NUM,cuarenta,dyzet
913,fünfzig::NUM,cincuenta,pesëdhjetë
914,sechzig::NUM,sesenta,gjashtëdhjetë
915,siebzig::NUM,setenta,shtatëdhjetë
916,achtzig::NUM,ochenta,tetëdhjetë
917,neunzig::NUM,noventa,nëntëdhjetë
918,hundert::NUM,cien,qind
919,hundert::NUM,ciento,qind
920,tausend::NUM,mil,mijë
921,und::CNJ,y,e
922,und::CNJ,y,dhe
923,oder::CNJ,o,a
924,oder::CNJ,o,apo
925,stehen::V,estar de pie,rri
926,sitzen::V,estar sentado,rri
927,liegen::V,yacer,rri shtrirë
928,liegen::V,estar acostado,rri shtrirë
929,hängen::V,pender,varem
930,werden::V,hacerse,bëhem
931,passieren::V,suceder,ndodh
932,beginnen::V,iniciarse,filloj
933,beginnen::V,principiar,filloj
934,enden::V,acabar,përfundoj
935,enden::V,terminar,përfundoj
936,wechseln::V,variar,ndërroj
937,wechseln::V,alternar,ndërroj
938,aufgehen[Sonne]::V,salir,hapem
939,untergehen[Sonne]::V,ponerse,hyj
940,untergehen[Sonne]::V,ponerse,perëndoj
941,untergehen[Sonne]::V,descender,hyj
942,untergehen[Sonne]::V,descender,perëndoj
943,scheinen[Sonne]::V,brillar,ndriçoj
944,donnern::V,tronar,gjëmoj
945,donnern::V,tronar,bubulloj
946,wehen::V,soplar,fryj
947,strömen::V,afluir,derdh
948,fließen::V,fluir,rrjedh
949,fließen::V,correr,rrjedh
950,sich drehen::V,girar,rrotullohem
951,schwanken::V,vacilar,dyzoj
952,schwingen::V,oscilar,dridhem
953,fallen::V,caer,bie
954,brennen::V,arder,digjem
955,brennen::V,quemar,digjem
956,rauchen::V,humear,nxjerr tym
957,rauchen::V,echar humo,nxjerr tym
958,regnen::V,llover,bie shi
959,gefrieren::V,helarse,ngrij
960,tauen::V,deshelarse,shkrij
961,schmelzen::V,fundirse,shkrij
962,schmelzen::V,derretirse,shkrij
963,trocknen::V,secarse,thaj
964,sieden::V,hervir,ziej
965,faulen::V,pudrirse,kalbem
966,faulen::V,pudrirse,prishem
967,verfaulen::V,pudrirse,kalbem
968,reißen::V,romperse,grisem
969,reißen::V,romperse,shqyhem
970,versinken::V,hundirse,humboj
971,vergehen::V,pasar,kaloj
972,erscheinen::V,aparecer,dukem
973,verschwinden::V,desaparecer,zhdukem
974,sinken::V,bajar,ulem
975,abnehmen::V,decrecer,pakësohem
976,abnehmen::V,decrecer,zvogëlohem
977,abnehmen::V,disminuir,pakësohem
978,abnehmen::V,disminuir,zvogëlohem
979,zunehmen::V,crecer,shtohem
980,zunehmen::V,aumentar,shtohem
981,steigen::V,subir,rritem
982,steigen::V,ascender,rritem
983,wachsen::V,crecer,rritem
984,glänzen::V,brillar,vezulloj
985,glänzen::V,resplandecer,vezulloj
986,funkeln::V,chispear,xixoj
987,funkeln::V,chispear,xixëlloj
988,lärmen::V,hacer ruido,oshtij
989,lärmen::V,hacer ruido,zhurmoj
990,läuten::V,sonar,bie
991,läuten::V,repicar,bie
992,klingeln::V,tocar el timbre,i bie ziles
993,klirren::V,tintinear,kërcëlloj
994,brausen::V,zumbar,gjëmoj
995,rauschen::V,murmurar,fëshfërij
996,klingen::V,sonar,tingëlloj
997,bellen::V,ladrar,leh
998,heulen::V,ulular,ulërij
999,blasen::V,soplar,fryj
1000,pfeifen::V,silbar,fishkëllej
1001,schreien::V,gritar,bërtas
1002,stöhnen::V,gemir,rënkoj
1003,zittern::V,temblar,trembem
1004,leben::V,vivir,rroj
1005,leben::V,vivir,jetoj
1006,geboren werden::V,nacer,lind
1007,atmen::V,respirar,marr frymë
1008,trinken::V,beber,pi
1009,essen::V,comer,ha
1010,schlucken::V,tragar,gëlltis
1011,schlucken::V,tragar,kapërdij
1012,müde werden::V,cansarse,lodhem
1013,müde werden::V,fatigarse,lodhem
1014,einschlafen::V,dormirse,bie të fle
1015,schlafen::V,dormir,fle
1016,aufwachen::V,despertarse,zgjohem
1017,aufstehen::V,levantarse,çohem
1018,aufstehen::V,levantarse,ngrihem
1019,sich erholen::V,reposar,qetësohem
1020,sich erholen::V,reposar,shtendosem
1021,sich erholen::V,descansar,qetësohem
1022,sich erholen::V,descansar,shtendosem
1023,krank werden::V,caer enfermo,bie i sëmurë
1024,krank sein::V,estar enfermo,jam i sëmurë
1025,schmerzen::V,doler,dhemb
1026,husten::V,toser,kollitem
1027,genesen::V,convalecer,shërohem
1028,genesen::V,restablecerse,shërohem
1029,sterben::V,morir,vdes
1030,umkommen::V,perecer,vdes
1031,umkommen::V,perecer,mbaroj
1032,sich bewegen::V,moverse,shkundem
1033,sich rühren::V,rebullir,lëviz
1034,sich erheben::V,levantarse,ngrihem
1035,sich setzen::V,sentarse,ulem
1036,hinfallen::V,caerse,gremisem
1037,laufen::V,andar,eci
1038,schreiten::V,proceder,çapem
1039,spazierengehen::V,pasear,shëtis
1040,spazierengehen::V,pasearse,shëtis
1041,eilen::V,correr prisa,ngas
1042,sich beeilen::V,darse prisa,nxitoj
1043,sausen::V,correr,eci shpejt
1044,rennen::V,correr,vrapoj
1045,springen::V,saltar,kërcej
1046,klettern::V,trepar,hipi
1047,klettern::V,escalar,hipi
1048,schaukeln::V,bambolearse,kolovitem
1049,kriechen::V,reptar,zvarritem
1050,kriechen::V,arrastrarse,zvarritem
1051,schwimmen::V,nadar,notoj
1052,tauchen::V,bucear,zhytem
1053,tauchen::V,sumergirse,zhytem
1054,rudern::V,remar,vozis
1055,fahren::V,ir,shkoj
1056,fliegen::V,volar,fluturoj
1057,gehen::V,ir,eci
1058,gehen::V,ir,shkoj
1059,gehen::V,andar,eci
1060,gehen::V,andar,shkoj
1061,weggehen::V,irse,vete
1062,weggehen::V,marcharse,vete
1063,abfahren::V,salir,nisem
1064,abfahren::V,partir,nisem
1065,anhalten::V,parar,ndalem
1066,anhalten::V,pararse,ndalem
1067,hineingehen::V,entrar,futem
1068,eintreten::V,entrar,hyj
1069,kommen::V,venir,vij
1070,ankommen::V,llegar,arrij
1071,ankommen::V,llegar,mbërrij
1072,zurückkommen::V,volver,kthehem
1073,zurückkommen::V,regresar,kthehem
1074,bleiben::V,quedarse,mbetem
1075,bleiben::V,quedarse,qëndroj
1076,warten::V,esperar,pres
1077,erwarten::V,esperar,pres
1078,suchen::V,buscar,kërkoj
1079,finden::V,hallar,gjej
1080,finden::V,encontrar,gjej
1081,versuchen::V,intentar,mundohem
1082,vorbereiten::V,preparar,përgatis
1083,lieben::V,amar,dashuroj
1084,lieben::V,querer,dashuroj
1085,mögen::V,querer,dua
1086,lachen::V,reír,qesh
1087,rühren::V,conmover,mallëngjej
1088,weinen::V,llorar,qaj
1089,schimpfen::V,regañar,shaj
1090,sich ärgern::V,enfadarse,bëhem verem
1091,sich fürchten::V,tener miedo,kam frikë
1092,sich fürchten::V,tener miedo,frikësohem
1093,fürchten::V,temer,kam frikë nga
1094,fürchten::V,tener miedo a,kam frikë nga
1095,fliehen::V,huir,arratisem
1096,flüchten::V,escaparse,iki
1097,sehen::V,ver,shoh
1098,anschauen::V,mirar,shikoj
1099,ansehen::V,mirar,shikoj
1100,hören::V,oír,dëgjoj
1101,zuhören::V,escuchar,veshtoj
1102,probieren::V,probar,provoj
1103,probieren::V,degustar,provoj
1104,riechen::V,oler,nuhas
1105,fühlen::V,sentir,ndiej
1106,scheinen::V,parecer,ndriçoj
1107,zu sehen sein::V,poder verse,dukem
1108,vernehmen::V,oír,dëgjoj
1109,vernehmen::V,percibir,dëgjoj
1110,frieren::V,tener frío,mërdhij
1111,tun::V,hacer,bëj
1112,können::V,poder,mund
1113,wollen::V,querer,dua
1114,wollen::V,querer,dëshiroj
1115,anfangen::V,iniciar,filloj
1116,beenden::V,acabar,kryej
1117,beenden::V,acabar,mbaroj
1118,beenden::V,terminar,kryej
1119,beenden::V,terminar,mbaroj
1120,aufhören::V,cesar,pushoj
1121,gelingen::V,salir bien,më shkon mbarë
1122,geraten::V,salir,del
1123,geraten::V,dar resultado,del
1124,öffnen::V,abrir,hap
1125,schließen::V,cerrar,mbyll
1126,stellen::V,poner,vë
1127,stellen::V,colocar,vë
1128,setzen::V,poner,vë
1129,setzen::V,colocar,vë
1130,legen::V,poner,vë
1131,berühren::V,tocar,rrok
1132,verbinden::V,unir,bashkoj
1133,verbinden::V,juntar,bashkoj
1134,bedecken::V,tapar,mbuloj
1135,bedecken::V,cubrir,mbuloj
1136,aufhängen::V,colgar,var
1137,anzünden::V,encender,ndez
1138,aufheben::V,recoger,ngre
1139,zurücklassen::V,dejar,lë pas
1140,verlieren::V,perder,humb
1141,fallen lassen::V,dejar caer,lëshoj
1142,machen::V,hacer,bëj
1143,herstellen::V,fabricar,prodhoj
1144,bauen::V,construir,ndërtoj
1145,reparieren::V,reparar,ndreq
1146,reparieren::V,reparar,meremetoj
1147,verbessern::V,mejorar,përmirësoj
1148,ändern::V,mudar,ndërroj
1149,ändern::V,modificar,ndërroj
1150,graben::V,cavar,gërmoj
1151,beugen::V,doblar,kërrus
1152,beugen::V,inclinar,kërrus
1153,biegen::V,doblar,përkul
1154,drehen::V,volver,dredh
1155,drehen::V,volver,rrotulloj
1156,drehen::V,hacer girar,dredh
1157,drehen::V,hacer girar,rrotulloj
1158,wenden::V,volver,kthej
1159,umdrehen::V,revolver,kthej
1160,heben::V,levantar,ngre
1161,hochheben::V,alzar,ngre
1162,ergreifen::V,coger,rrëmbej
1163,halten::V,tener,mbaj
1164,drücken::V,apretar,shtyp
1165,schieben::V,empujar,shtyj
1166,kratzen::V,rascar,kruaj
1167,kratzen::V,rascar,gërvisht
1168,lecken::V,lamer,lëpij
1169,beißen::V,morder,kafshoj
1170,abreißen::V,arrancar,shkëpus
1171,abschneiden::V,cortar,cungoj
1172,binden::V,atar,lidh
1173,stecken::V,meter,fus
1174,stecken::V,meter,ngul
1175,brechen::V,romper,thyej
1176,brechen::V,quebrar,thyej
1177,klopfen::V,golpear,trokas
1178,hauen::V,pegar,godas
1179,kleben::V,pegar,ngjis
1180,kleben::V,encolar,ngjis
1181,reiben::V,frotar,fërkoj
1182,streichen::V,untar,lyej
1183,streichen::V,recubrir,lyej
1184,schleifen::V,afilar,mpreh
1185,schneiden::V,cortar,pres
1186,rütteln::V,agitar,shkund
1187,schütteln::V,agitar,lëkund
1188,schütteln::V,sacudir,lëkund
1189,schwenken::V,menear,valëvit
1190,schütten::V,verter,mbush
1191,füllen::V,llenar,mbush
1192,einwickeln::V,envolver,mbështjell
1193,tragen::V,llevar,mbaj
1194,tragen::V,llevar,mbart
1195,schleppen::V,arrastrar,heq
1196,schleppen::V,arrastrar,zhgërryej
1197,ziehen::V,tirar,tërheq
1198,aufbewahren::V,conservar,ruaj
1199,werfen::V,echar,hedh
1200,werfen::V,lanzar,hedh
1201,fangen::V,coger,kap
1202,packen::V,agarrar,rrëmbej
1203,verstecken::V,esconder,fsheh
1204,teilen::V,partir,ndaj
1205,teilen::V,dividir,ndaj
1206,schicken::V,enviar,dërgoj
1207,bringen::V,traer,sjell
1208,hinzufügen::V,añadir,shtoj
1209,bekommen::V,obtener,kap
1210,bekommen::V,conseguir,kap
1211,erhalten::V,recibir,marr
1212,nehmen::V,tomar,marr
1213,wählen::V,elegir,zgjedh
1214,auswählen::V,escoger,përzgjedh
1215,auswählen::V,seleccionar,përzgjedh
1216,bewahren::V,guardar,ruaj
1217,bewahren::V,preservar,ruaj
1218,behindern::V,estorbar,pengoj
1219,behindern::V,obstaculizar,pengoj
1220,verderben::V,estropear,prish
1221,beschädigen::V,deteriorar,dëmtoj
1222,zerbrechen::V,romper,thyej
1223,zerbrechen::V,quebrar,thyej
1224,zerreißen::V,desgarrar,çjerr
1225,zerreißen::V,desgarrar,zheloj
1226,zerreißen::V,despedazar,çjerr
1227,zerreißen::V,despedazar,zheloj
1228,zerstören::V,destruir,prish
1229,zerstören::V,destruir,shkatërroj
1230,zerstören::V,destrozar,prish
1231,zerstören::V,destrozar,shkatërroj
1232,verbrennen::V,quemar,djeg
1233,geben::V,dar,jap
1234,reichen::V,pasar,jap
1235,schenken::V,regalar,fal
1236,schenken::V,regalar,dhuroj
1237,versprechen::V,prometer,premtoj
1238,wünschen::V,desear,uroj
1239,loben::V,alabar,lëvdoj
1240,loben::V,alabar,lavdëroj
1241,küssen::V,besar,puth
1242,wiegen::V,mecer,tund
1243,zudecken::V,tapar,mbuloj
1244,zudecken::V,cubrir,mbuloj
1245,wecken::V,despertar,zgjoj
1246,zeigen::V,mostrar,dëftej
1247,führen::V,guiar,çoj
1248,führen::V,conducir,çoj
1249,lehren::V,enseñar,arsej
1250,lehren::V,instruir,arsej
1251,unterrichten::V,enseñar,arsimoj
1252,aufziehen::V,criar,rris
1253,leiten::V,guiar,udhëheq
1254,leiten::V,dirigir,udhëheq
1255,antreiben::V,impeler,nxis
1256,antreiben::V,impulsar,nxis
1257,lassen::V,hacer,detyroj
1258,einladen::V,invitar,ftoj
1259,vereinigen::V,unir,bashkoj
1260,besuchen::V,visitar,vizitoj
1261,besuchen::V,ir a ver,vizitoj
1262,treffen::V,encontrar,ndesh
1263,sich versammeln::V,reunirse,tubohem
1264,sich versammeln::V,congregarse,tubohem
1265,spielen::V,jugar,loz
1266,spielen::V,jugar,luaj
1267,singen::V,cantar,këndoj
1268,tanzen::V,bailar,kërcej
1269,tanzen::V,bailar,vallëzoj
1270,sich trennen::V,separarse,ndahem
1271,verlassen::V,dejar,braktis
1272,verlassen::V,abandonar,braktis
1273,retten::V,salvar,shpëtoj
1274,bewachen::V,vigilar,ruaj
1275,schützen::V,proteger,ruaj
1276,schützen::V,proteger,mbroj
1277,verteidigen::V,defender,mbroj
1278,sich schlagen::V,batirse,zihem
1279,schießen::V,tirar,shtie
1280,schießen::V,disparar,shtie
1281,siegen::V,vencer,fitoj
1282,siegen::V,vencer,ngadhënjej
1283,ärgern::V,enojar,zemëroj
1284,ärgern::V,enfadar,zemëroj
1285,schlagen::V,pegar,rrah
1286,schlagen::V,pegar,godas
1287,schlagen::V,golpear,rrah
1288,schlagen::V,golpear,godas
1289,treten::V,dar una patada a,shtyj
1290,treten::V,dar una patada a,shtyj më këmbë
1291,stechen::V,pinchar,ther
1292,stechen::V,pinchar,shpoj
1293,stoßen::V,empujar,shtyj
1294,stehlen::V,robar,vjedh
1295,stehlen::V,hurtar,vjedh
1296,stören::V,molestar,pengoj
1297,belästigen::V,molestar,bezdis
1298,belästigen::V,importunar,bezdis
1299,verbergen::V,ocultar,fsheh
1300,verbergen::V,esconder,fsheh
1301,täuschen::V,engañar,mashtroj
1302,betrügen::V,engañar,kobis
1303,töten::V,matar,vras
1304,wohnen::V,vivir,banoj
1305,wohnen::V,habitar,banoj
1306,arbeiten::V,trabajar,punoj
1307,arbeiten::V,trabajar,vardoj
1308,sammeln::V,recoger,mbledh
1309,sammeln::V,recoger,grumbulloj
1310,sammeln::V,coleccionar,mbledh
1311,sammeln::V,coleccionar,grumbulloj
1312,pflücken::V,coger,vjel
1313,pflücken::V,coger,mbledh
1314,jagen::V,cazar,gjuaj
1315,fischen::V,pescar,peshkoj
1316,fischen::V,pescar,gjuaj peshk
1317,fassen::V,atrapar,zë
1318,fassen::V,capturar,zë
1319,hüten::V,guardar,kullos
1320,treiben::V,aballar,vë përpara
1321,anbinden::V,atar,lidh
1322,füttern::V,echar de comer,grazhdoj
1323,melken::V,ordeñar,mjel
1324,hacken::V,picar,grij
1325,hacken::V,cortar,grij
1326,gießen::V,regar,ujis
1327,reifen::V,madurar,piqem
1328,zubereiten::V,preparar,gatuaj
1329,kochen::V,cocer,ziej
1330,kochen::V,guisar,ziej
1331,backen::V,hornear,pjek
1332,backen::V,hornear,furroj
1333,backen::V,cocer al horno,pjek
1334,backen::V,cocer al horno,furroj
1335,braten::V,asar,fërgoj
1336,braten::V,asar,tiganis
1337,braten::V,freír,fërgoj
1338,braten::V,freír,tiganis
1339,umrühren::V,remover,trazoj
1340,stricken::V,hacer punto,thur
1341,stricken::V,hacer calceta,thur
1342,nähen::V,coser,qep
1343,färben::V,teñir,ngjyej
1344,färben::V,teñir,bojatis
1345,färben::V,colorear,ngjyej
1346,färben::V,colorear,bojatis
1347,reinigen::V,limpiar,qëroj
1348,reinigen::V,limpiar,pastroj
1349,waschen::V,lavar,laj
1350,waschen::V,lavar,finjos
1351,abwischen::V,fregar,fshij
1352,abwischen::V,limpiar,fshij
1353,spülen::V,aclarar,kulloj
1354,spülen::V,enjuagar,kulloj
1355,fegen::V,barrer,fshij
1356,fegen::V,pasar la escoba,fshij
1357,kehren::V,barrer,fshij
1358,baden::V,bañarse,lahem
1359,sich waschen::V,lavarse,lahem
1360,ausziehen::V,quitar,heq
1361,ausziehen::V,quitar,zbath
1362,ausziehen::V,quitarse,heq
1363,ausziehen::V,quitarse,zbath
1364,anziehen::V,ponerse,vesh
1365,anziehen::V,ponerse,mbath
1366,sich anziehen::V,vestirse,vishem
1367,kämmen::V,peinar,kreh
1368,schmücken::V,adornar,hijeshoj
1369,sagen::V,decir,them
1370,sprechen::V,hablar,flas
1371,reden::V,hablar,fjalos
1372,reden::V,hablar,fjalëtoj
1373,reden::V,conversar,fjalos
1374,reden::V,conversar,fjalëtoj
1375,sich unterhalten::V,charlar,bisedoj
1376,sich unterhalten::V,conversar,bisedoj
1377,fragen::V,preguntar,pyes
1378,bitten::V,rogar,lus
1379,bitten::V,rogar,lutem
1380,erzählen::V,contar,rrëfej
1381,mitteilen::V,comunicar,kumtoj
1382,mitteilen::V,participar,kumtoj
1383,nennen::V,llamar,quaj
1384,nennen::V,nombrar,quaj
1385,rufen::V,llamar,thërras
1386,prahlen::V,jactarse,mburrem
1387,prahlen::V,jactarse,kapardisem
1388,übersetzen::V,traducir,përkthej
1389,denken::V,pensar,mendoj
1390,glauben::V,creer,besoj
1391,bemerken::V,notar,vërej
1392,erkennen::V,reconocer,njoh
1393,erkennen::V,reconocer,shquaj
1394,begreifen::V,concebir,marr vesh
1395,verstehen::V,entender,marr vesh
1396,verstehen::V,comprender,marr vesh
1397,lernen::V,aprender,mësoj
1398,wissen::V,saber,di
1399,sich erinnern an::V,recordar,kujtoj
1400,sich erinnern an::V,acordarse de,kujtoj
1401,vergessen::V,olvidar,harroj
1402,messen::V,medir,mas
1403,zählen::V,contar,njeh
1404,rechnen::V,contar,llogaris
1405,rechnen::V,calcular,llogaris
1406,lesen::V,leer,lexoj
1407,lesen::V,leer,këndoj
1408,malen::V,pintar,lyej
1409,zeichnen::V,dibujar,vizatoj
1410,schreiben::V,escribir,shkruaj
1411,besitzen::V,poseer,kam
1412,kaufen::V,comprar,blej
1413,verkaufen::V,vender,shes
1414,bezahlen::V,pagar,paguaj
1415,zahlen::V,pagar,paguaj
1416,beherrschen::V,dominar,zotëroj
1417,ertragen::V,soportar,duroj
