,Concept_ID,mn,mn
776,Kampf::N,байлдаан,байлдаан
777,Bogen[Waffe]::N,нум,нум
778,Pfeil::N,годил,годил
779,Pfeil::N,годил,сум
780,Pfeil::N,сум,годил
781,Pfeil::N,сум,сум
782,Gewehr::N,буу,буу
783,Fehler::N,эндэл,эндэл
784,Fehler::N,эндэл,алдаа
785,Fehler::N,алдаа,эндэл
786,Fehler::N,алдаа,алдаа
787,Lüge::N,худал,худал
788,Schaden::N,хор,хор
789,Schaden::N,хор,хөнөөл
790,Schaden::N,хөнөөл,хор
791,Schaden::N,хөнөөл,хөнөөл
792,Unglück::N,гай,гай
793,Unglück::N,гай,гамшиг
794,Unglück::N,гамшиг,гай
795,Unglück::N,гамшиг,гамшиг
796,Schuld::N,гэм,гэм
797,Schuld::N,гэм,буруу
798,Schuld::N,буруу,гэм
799,Schuld::N,буруу,буруу
800,Alter::N,нас,нас
801,Schluss::N,эцэс,эцэс
802,Schluss::N,эцэс,төгсгөл
803,Schluss::N,төгсгөл,эцэс
804,Schluss::N,төгсгөл,төгсгөл
805,Zeit::N,цаг,цаг
806,Tag::N,өдөр,өдөр
807,Morgen::N,өглөө,өглөө
808,Mittag::N,үд,үд
809,Abend::N,үдэш,үдэш
810,Nacht::N,шөнө,шөнө
811,Woche::N,долоо хоног,долоо хоног
812,Monat::N,сар,сар
813,Jahr::N,жил,жил
814,Frühling::N,хавар,хавар
815,Sommer::N,зун,зун
816,Herbst::N,намар,намар
817,Winter::N,өвөл,өвөл
818,Januar::N,нэгдүгээр сар,нэгдүгээр сар
819,Februar::N,хоёрдугаар сар,хоёрдугаар сар
820,März::N,гуравдугаар сар,гуравдугаар сар
821,April::N,дөрөвдүгээр сар,дөрөвдүгээр сар
822,Mai::N,тавдугаар сар,тавдугаар сар
823,Juni::N,зургаадугаар сар,зургаадугаар сар
824,Juli::N,долдугаар сар,долдугаар сар
825,August::N,наймдугаар сар,наймдугаар сар
826,September::N,есдүгээр сар,есдүгээр сар
827,Oktober::N,аравдугаар сар,аравдугаар сар
828,November::N,арван нэгдүгээр сар,арван нэгдүгээр сар
829,Dezember::N,арван хоёрдугаар сар,арван хоёрдугаар сар
830,Montag::N,даваа,даваа
831,Dienstag::N,мягмар,мягмар
832,Mittwoch::N,лхагва,лхагва
833,Donnerstag::N,пүрэв,пүрэв
834,Freitag::N,баасан,баасан
835,Samstag::N,бямба,бямба
836,Sonntag::N,ням,ням
837,groß::A,их,их
838,groß::A,их,том
839,groß::A,том,их
840,groß::A,том,том
841,klein::A,бага,бага
842,klein::A,бага,жаахан
843,klein::A,жаахан,бага
844,klein::A,жаахан,жаахан
845,lang::A,урт,урт
846,kurz::A,охор,охор
847,kurz::A,охор,богино
848,kurz::A,богино,охор
849,kurz::A,богино,богино
850,breit::A,өргөн,өргөн
851,schmal::A,уйтан,уйтан
852,schmal::A,уйтан,нарийн
853,schmal::A,нарийн,уйтан
854,schmal::A,нарийн,нарийн
855,dicht::A,нягт,нягт
856,dicht::A,нягт,чигжүү
857,dicht::A,чигжүү,нягт
858,dicht::A,чигжүү,чигжүү
859,dick[Gegenstand]::A,зузаан,зузаан
860,dünn::A,нимгэн,нимгэн
861,fein::A,нарийн,нарийн
862,fest::A,бөх,бөх
863,fest::A,бөх,хатуу
864,fest::A,хатуу,бөх
865,fest::A,хатуу,хатуу
866,flach::A,хавтгай,хавтгай
867,glatt::A,цагаан,цагаан
868,hart::A,хатуу,хатуу
869,weich::A,зөөлөн,зөөлөн
870,rund::A,дугуй,дугуй
871,rund::A,дугуй,дугариг
872,rund::A,дугариг,дугуй
873,rund::A,дугариг,дугариг
874,spitz::A,шовх,шовх
875,spitz::A,шовх,шовгор
876,spitz::A,шовгор,шовх
877,spitz::A,шовгор,шовгор
878,scharf::A,хурц,хурц
879,scharf::A,хурц,иртэй
880,scharf::A,иртэй,хурц
881,scharf::A,иртэй,иртэй
882,stumpf::A,мохоо,мохоо
883,schwer::A,хүнд,хүнд
884,schön::A,гуа,гуа
885,schön::A,гуа,сайхан
886,schön::A,сайхан,гуа
887,schön::A,сайхан,сайхан
888,heiß::A,халуун,халуун
889,warm::A,дулаан,дулаан
890,kalt::A,хүйтэн,хүйтэн
891,kühl::A,сэрүүн,сэрүүн
892,frisch::A,эрүүл,эрүүл
893,frisch::A,эрүүл,жихүүн
894,frisch::A,жихүүн,эрүүл
895,frisch::A,жихүүн,жихүүн
896,feucht::A,чийгтэй,чийгтэй
897,nass::A,нойтон,нойтон
898,trocken::A,хатсан,хатсан
899,voll::A,дүүрэн,дүүрэн
900,leer::A,хоосон,хоосон
901,offen::A,онгорхой,онгорхой
902,geschlossen::A,битүү,битүү
903,geschlossen::A,битүү,хаалтай
904,geschlossen::A,хаалтай,битүү
905,geschlossen::A,хаалтай,хаалтай
906,sauber::A,цэвэр,цэвэр
907,sauber::A,цэвэр,хиргүй
908,sauber::A,хиргүй,цэвэр
909,sauber::A,хиргүй,хиргүй
910,schmutzig::A,бохир,бохир
911,schmutzig::A,бохир,хиртэй
912,schmutzig::A,хиртэй,бохир
913,schmutzig::A,хиртэй,хиртэй
914,roh::A,түүхий,түүхий
915,reif::A,болсон,болсон
916,lecker::A,амттай,амттай
917,süß::A,амттай,амттай
918,süß::A,амттай,чихэрлэг
919,süß::A,чихэрлэг,амттай
920,süß::A,чихэрлэг,чихэрлэг
921,bitter::A,гашуун,гашуун
922,sauer::A,эсгэлэн,эсгэлэн
923,hell::A,гэгээн,гэгээн
924,hell::A,гэгээн,гэрэлтэй
925,hell::A,гэрэлтэй,гэгээн
926,hell::A,гэрэлтэй,гэрэлтэй
927,dunkel::A,бараан,бараан
928,dunkel::A,бараан,харанхуй
929,dunkel::A,харанхуй,бараан
930,dunkel::A,харанхуй,харанхуй
931,schwarz::A,хар,хар
932,weiß::A,цагаан,цагаан
933,rot::A,улаан,улаан
934,gelb::A,шар,шар
935,blau::A,хөх,хөх
936,blau::A,хөх,цэнхэр
937,blau::A,цэнхэр,хөх
938,blau::A,цэнхэр,цэнхэр
939,grün::A,ногоон,ногоон
940,grau::A,орог,орог
941,grau::A,орог,саарал
942,grau::A,саарал,орог
943,grau::A,саарал,саарал
944,bunt::A,эрээн,эрээн
945,billig::A,хямд,хямд
946,teuer::A,үнэтэй,үнэтэй
947,wertvoll::A,үнэт,үнэт
948,blind::A,сохор,сохор
949,taub::A,чих хатуу,чих хатуу
950,kräftig::A,чийрэг,чийрэг
951,stark::A,хүчтэй,хүчтэй
952,stark::A,хүчтэй,чадалтай
953,stark::A,чадалтай,хүчтэй
954,stark::A,чадалтай,чадалтай
955,schwach::A,сул,сул
956,fett::A,тарган,тарган
957,fett::A,тарган,голигор
958,fett::A,голигор,тарган
959,fett::A,голигор,голигор
960,schlank::A,голшиг,голшиг
961,hübsch::A,сайхан,сайхан
962,hübsch::A,сайхан,хөөрхөн
963,hübsch::A,хөөрхөн,сайхан
964,hübsch::A,хөөрхөн,хөөрхөн
965,böse::A,муу,муу
966,böse::A,муу,хортой
967,böse::A,хортой,муу
968,böse::A,хортой,хортой
969,dumm::A,тэнэг,тэнэг
970,faul::A,залхуу,залхуу
971,fleißig::A,чармайлтгай,чармайлтгай
972,geizig::A,харамч,харамч
973,klug::A,цэцэн,цэцэн
974,geschickt::A,дүйтэй,дүйтэй
975,lieb::A,хайрт,хайрт
976,lustig::A,цэнгэлтэй,цэнгэлтэй
977,sanft::A,наалинхай,наалинхай
978,hungrig::A,өлөн,өлөн
979,hungrig::A,өлөн,өлссөн
980,hungrig::A,өлссөн,өлөн
981,hungrig::A,өлссөн,өлссөн
982,krank::A,өвчтэй,өвчтэй
983,nackt::A,нүцгэн,нүцгэн
984,traurig::A,гунигт,гунигт
985,lebendig::A,амьд,амьд
986,lebendig::A,амьд,амьтай
987,lebendig::A,амьтай,амьд
988,lebendig::A,амьтай,амьтай
989,gut::A,сайн,сайн
990,schlecht::A,муу,муу
991,schlecht::A,муу,өөдгүй
992,schlecht::A,өөдгүй,муу
993,schlecht::A,өөдгүй,өөдгүй
994,richtig::A,зөв,зөв
995,richtig::A,зөв,зүйтэй
996,richtig::A,зүйтэй,зөв
997,richtig::A,зүйтэй,зүйтэй
998,schlimm::A,муухай,муухай
999,wahr::A,үнэн,үнэн
1000,wahr::A,үнэн,жинхэнэ
1001,wahr::A,жинхэнэ,үнэн
1002,wahr::A,жинхэнэ,жинхэнэ
1003,alt::A,хуучин,хуучин
1004,neu::A,шинэ,шинэ
1005,ehemalig::A,агсан,агсан
1006,ehemalig::A,агсан,байсан
1007,ehemalig::A,байсан,агсан
1008,ehemalig::A,байсан,байсан
1009,alt[Lebewesen]::A,өвгөн,өвгөн
1010,alt[Lebewesen]::A,өвгөн,хижээл
1011,alt[Lebewesen]::A,хижээл,өвгөн
1012,alt[Lebewesen]::A,хижээл,хижээл
1013,jung::A,залуу,залуу
1014,arm::A,ядуу,ядуу
1015,reich::A,баян,баян
1016,reich::A,баян,баялаг
1017,reich::A,баялаг,баян
1018,reich::A,баялаг,баялаг
1019,bekannt::A,танил,танил
1020,berühmt::A,цуутай,цуутай
1021,berühmt::A,цуутай,алдартай
1022,berühmt::A,алдартай,цуутай
1023,berühmt::A,алдартай,алдартай
1024,fremd::A,харь,харь
1025,fremd::A,харь,гадаад
1026,fremd::A,гадаад,харь
1027,fremd::A,гадаад,гадаад
1028,verschieden::A,ондоо,ондоо
1029,verschieden::A,ондоо,янз янзын
1030,verschieden::A,янз янзын,ондоо
1031,verschieden::A,янз янзын,янз янзын
1032,nah::A,ойрын,ойрын
1033,nah::A,ойрын,дөтийн
1034,nah::A,дөтийн,ойрын
1035,nah::A,дөтийн,дөтийн
1036,fern::A,холын,холын
1037,linker::A,буруу,буруу
1038,rechter::A,баруун,баруун
1039,anderer::A,өөр,өөр
1040,anderer::A,өөр,нөгөө
1041,anderer::A,нөгөө,өөр
1042,anderer::A,нөгөө,нөгөө
1043,erster::A,нэгдэх,нэгдэх
1044,erster::A,нэгдэх,нэгдүгээр
1045,erster::A,нэгдүгээр,нэгдэх
1046,erster::A,нэгдүгээр,нэгдүгээр
1047,zweiter::A,хоёрдугаар,хоёрдугаар
1048,dritter::A,гуравдугаар,гуравдугаар
1049,letzter::A,сүүлийн,сүүлийн
1050,allein::ADV,ганцаараа,ганцаараа
1051,auf einmal::ADV,нэгмөсөн,нэгмөсөн
1052,zusammen::ADV,цуг,цуг
1053,zusammen::ADV,цуг,хамт
1054,zusammen::ADV,хамт,цуг
1055,zusammen::ADV,хамт,хамт
1056,lange::ADV,удаан,удаан
1057,plötzlich::ADV,гэнэт,гэнэт
1058,sofort::ADV,дороо,дороо
1059,später::ADV,дараа,дараа
1060,jetzt::ADV,өнөө,өнөө
1061,heute::ADV,өнөө,өнөө
1062,heute::ADV,өнөө,өнөөдөр
1063,heute::ADV,өнөөдөр,өнөө
1064,heute::ADV,өнөөдөр,өнөөдөр
1065,morgen::ADV,маргааш,маргааш
1066,morgen::ADV,маргааш,маргаадар
1067,morgen::ADV,маргаадар,маргааш
1068,morgen::ADV,маргаадар,маргаадар
1069,bald::ADV,түргэн,түргэн
1070,bald::ADV,түргэн,удахгүй
1071,bald::ADV,удахгүй,түргэн
1072,bald::ADV,удахгүй,удахгүй
1073,dann::ADV,хожим,хожим
1074,dann::ADV,хожим,тэгээд
1075,dann::ADV,тэгээд,хожим
1076,dann::ADV,тэгээд,тэгээд
1077,gestern::ADV,өчигдөр,өчигдөр
1078,einst::ADV,нэг,нэг
1079,damals::ADV,тэгэхэд,тэгэхэд
1080,danach::ADV,тэгээд,тэгээд
1081,danach::ADV,тэгээд,дараа нь
1082,danach::ADV,дараа нь,тэгээд
1083,danach::ADV,дараа нь,дараа нь
1084,vorher::ADV,урьд,урьд
1085,zuerst::ADV,анх,анх
1086,zuerst::ADV,анх,эхлээд
1087,zuerst::ADV,эхлээд,анх
1088,zuerst::ADV,эхлээд,эхлээд
1089,einmal::ADV,нэг удаа,нэг удаа
1090,manchmal::ADV,хааяа,хааяа
1091,manchmal::ADV,хааяа,заримдаа
1092,manchmal::ADV,заримдаа,хааяа
1093,manchmal::ADV,заримдаа,заримдаа
1094,oft::ADV,олонтоо,олонтоо
1095,immer::ADV,байнга,байнга
1096,niemals::ADV,хэзээ ч,хэзээ ч
1097,niemals::ADV,хэзээ ч,хэдийд ч
1098,niemals::ADV,хэдийд ч,хэзээ ч
1099,niemals::ADV,хэдийд ч,хэдийд ч
1100,hier::ADV,энд,энд
1101,hierhin::ADV,нааш,нааш
1102,von hier::ADV,эндээс,эндээс
1103,dort::ADV,тэнд,тэнд
1104,dorthin::ADV,тийш,тийш
1105,geradeaus::ADV,шулуун,шулуун
1106,vorwärts::ADV,урагшаа,урагшаа
1107,rückwärts::ADV,буцаан,буцаан
1108,rückwärts::ADV,буцаан,сөөргөө
1109,rückwärts::ADV,сөөргөө,буцаан
1110,rückwärts::ADV,сөөргөө,сөөргөө
1111,zurück::ADV,буцаж,буцаж
1112,zurück::ADV,буцаж,гэдрэг
1113,zurück::ADV,гэдрэг,буцаж
1114,zurück::ADV,гэдрэг,гэдрэг
1115,unten::ADV,дор,дор
1116,hinab::ADV,уруу,уруу
1117,oben::ADV,дээр,дээр
1118,hinauf::ADV,өөд,өөд
1119,hinauf::ADV,өөд,дээш
1120,hinauf::ADV,дээш,өөд
1121,hinauf::ADV,дээш,дээш
1122,überall::ADV,хааяагүй,хааяагүй
1123,überall::ADV,хааяагүй,энд тэндгүй
1124,überall::ADV,энд тэндгүй,хааяагүй
1125,überall::ADV,энд тэндгүй,энд тэндгүй
1126,nicht::ADV,эс,эс
1127,nicht::ADV,эс,-гүй
1128,nicht::ADV,-гүй,эс
1129,nicht::ADV,-гүй,-гүй
1130,ein wenig::ADV,жаахан,жаахан
1131,kaum::ADV,арай,арай
1132,kaum::ADV,арай,арай гэж
1133,kaum::ADV,арай гэж,арай
1134,kaum::ADV,арай гэж,арай гэж
1135,sehr::ADV,тун,тун
1136,so::ADV,тэгж,тэгж
1137,so::ADV,тэгж,ингээд
1138,so::ADV,ингээд,тэгж
1139,so::ADV,ингээд,ингээд
1140,noch::ADV,дахин,дахин
1141,noch::ADV,дахин,дахиад
1142,noch::ADV,дахиад,дахин
1143,noch::ADV,дахиад,дахиад
1144,nur::ADV,зөвхөн,зөвхөн
1145,nur::ADV,зөвхөн,гагцхүү
1146,nur::ADV,гагцхүү,зөвхөн
1147,nur::ADV,гагцхүү,гагцхүү
1148,schon::ADV,нэгэнт,нэгэнт
1149,wieder::ADV,дахин,дахин
1150,wieder::ADV,дахин,дахиад
1151,wieder::ADV,дахиад,дахин
1152,wieder::ADV,дахиад,дахиад
1153,vergebens::ADV,хий,хий
1154,vor::PRP,өмнө,өмнө
1155,hinter::PRP,ард,ард
1156,unter::PRP,доор,доор
1157,durch::PRP,дундуур,дундуур
1158,neben::PRP,хажууд,хажууд
1159,zwischen::PRP,завсар,завсар
1160,zwischen::PRP,завсар,хооронд
1161,zwischen::PRP,хооронд,завсар
1162,zwischen::PRP,хооронд,хооронд
1163,wegen::PRP,төлөө,төлөө
1164,wegen::PRP,төлөө,дээрээс
1165,wegen::PRP,дээрээс,төлөө
1166,wegen::PRP,дээрээс,дээрээс
1167,dies::PRN,энэ,энэ
1168,das::PRN,тэр,тэр
1169,alles::PRN,цөм,цөм
1170,alles::PRN,цөм,бүгд
1171,alles::PRN,бүгд,цөм
1172,alles::PRN,бүгд,бүгд
1173,ich::PRN,би,би
1174,du::PRN,чи,чи
1175,er::PRN,тэр,тэр
1176,er::PRN,тэр,тэр хүн
1177,er::PRN,тэр хүн,тэр
1178,er::PRN,тэр хүн,тэр хүн
1179,wir::PRN,бид,бид
1180,ihr::PRN,та нар,та нар
1181,sie::PRN,тэд,тэд
1182,was::FPRN,юу,юу
1183,wer::FPRN,хэн,хэн
1184,wo::FADV,хаа,хаа
1185,wo::FADV,хаа,хаана
1186,wo::FADV,хаана,хаа
1187,wo::FADV,хаана,хаана
1188,wohin::FADV,хааш,хааш
1189,wohin::FADV,хааш,хаана
1190,wohin::FADV,хаана,хааш
1191,wohin::FADV,хаана,хаана
1192,wie::FADV,яаж,яаж
1193,wie::FADV,яаж,хэрхэн
1194,wie::FADV,хэрхэн,яаж
1195,wie::FADV,хэрхэн,хэрхэн
1196,warum::FADV,юунд,юунд
1197,warum::FADV,юунд,яагаад
1198,warum::FADV,яагаад,юунд
1199,warum::FADV,яагаад,яагаад
1200,wieviel::FNUM,хэдий,хэдий
1201,wieviel::FNUM,хэдий,хэд
1202,wieviel::FNUM,хэд,хэдий
1203,wieviel::FNUM,хэд,хэд
1204,eins::NUM,нэг,нэг
1205,zwei::NUM,хоёр,хоёр
1206,drei::NUM,гурав,гурав
1207,vier::NUM,дөрөв,дөрөв
1208,fünf::NUM,тав,тав
1209,sechs::NUM,зургаа,зургаа
1210,sieben::NUM,долоо,долоо
1211,acht::NUM,найм,найм
1212,neun::NUM,ес,ес
1213,zehn::NUM,арав,арав
1214,elf::NUM,арван нэг,арван нэг
1215,zwölf::NUM,арван хоёр,арван хоёр
1216,zwanzig::NUM,хорь,хорь
1217,dreißig::NUM,гуч,гуч
1218,vierzig::NUM,дөч,дөч
1219,fünfzig::NUM,тавь,тавь
1220,sechzig::NUM,жар,жар
1221,siebzig::NUM,дал,дал
1222,achtzig::NUM,ная,ная
1223,neunzig::NUM,ер,ер
1224,hundert::NUM,зуу,зуу
1225,tausend::NUM,мянга,мянга
1226,und::CNJ,ч,ч
1227,und::CNJ,ч,болон
1228,und::CNJ,болон,ч
1229,und::CNJ,болон,болон
1230,oder::CNJ,буюу,буюу
1231,stehen::V,зогсох,зогсох
1232,sitzen::V,суух,суух
1233,liegen::V,хэвтэх,хэвтэх
1234,hängen::V,өлгөөтэй байх,өлгөөтэй байх
1235,hängen::V,өлгөөтэй байх,дүүжлээтэй байх
1236,hängen::V,дүүжлээтэй байх,өлгөөтэй байх
1237,hängen::V,дүүжлээтэй байх,дүүжлээтэй байх
1238,werden::V,болох,болох
1239,passieren::V,тохиох,тохиох
1240,beginnen::V,эхлэх,эхлэх
1241,enden::V,дүүрэх,дүүрэх
1242,wechseln::V,хувирах,хувирах
1243,aufgehen[Sonne]::V,мандах,мандах
1244,untergehen[Sonne]::V,жаргах,жаргах
1245,scheinen[Sonne]::V,гэрэлтэх,гэрэлтэх
1246,donnern::V,дуугарах,дуугарах
1247,wehen::V,салхилах,салхилах
1248,wehen::V,салхилах,хөөрөгдөх
1249,wehen::V,хөөрөгдөх,салхилах
1250,wehen::V,хөөрөгдөх,хөөрөгдөх
1251,strömen::V,гүйх,гүйх
1252,strömen::V,гүйх,урсах
1253,strömen::V,урсах,гүйх
1254,strömen::V,урсах,урсах
1255,fließen::V,урсах,урсах
1256,sich drehen::V,эргэлдэх,эргэлдэх
1257,schwanken::V,хэлбэлзэх,хэлбэлзэх
1258,schwingen::V,ганхах,ганхах
1259,schwingen::V,ганхах,хэлбэлзэх
1260,schwingen::V,хэлбэлзэх,ганхах
1261,schwingen::V,хэлбэлзэх,хэлбэлзэх
1262,fallen::V,унах,унах
1263,brennen::V,шатах,шатах
1264,rauchen::V,баагих,баагих
1265,regnen::V,бороо орно,бороо орно
1266,gefrieren::V,хөлдөх,хөлдөх
1267,tauen::V,хайлах,хайлах
1268,schmelzen::V,уярах,уярах
1269,trocknen::V,хатах,хатах
1270,sieden::V,буцлах,буцлах
1271,sieden::V,буцлах,даргилах
1272,sieden::V,даргилах,буцлах
1273,sieden::V,даргилах,даргилах
1274,faulen::V,үжрэх,үжрэх
1275,faulen::V,үжрэх,өмхийрөх
1276,faulen::V,өмхийрөх,үжрэх
1277,faulen::V,өмхийрөх,өмхийрөх
1278,verfaulen::V,бээх,бээх
1279,verfaulen::V,бээх,өгрөх
1280,verfaulen::V,өгрөх,бээх
1281,verfaulen::V,өгрөх,өгрөх
1282,reißen::V,цуурах,цуурах
1283,versinken::V,живэх,живэх
1284,vergehen::V,нөгчих,нөгчих
1285,vergehen::V,нөгчих,өнгөрөх
1286,vergehen::V,өнгөрөх,нөгчих
1287,vergehen::V,өнгөрөх,өнгөрөх
1288,erscheinen::V,гарах,гарах
1289,erscheinen::V,гарах,бултайх
1290,erscheinen::V,бултайх,гарах
1291,erscheinen::V,бултайх,бултайх
1292,verschwinden::V,далд орох,далд орох
1293,verschwinden::V,далд орох,алга болох
1294,verschwinden::V,алга болох,далд орох
1295,verschwinden::V,алга болох,алга болох
1296,sinken::V,татрах,татрах
1297,sinken::V,татрах,доошлох
1298,sinken::V,доошлох,татрах
1299,sinken::V,доошлох,доошлох
1300,abnehmen::V,багасах,багасах
1301,abnehmen::V,багасах,хорогдох
1302,abnehmen::V,хорогдох,багасах
1303,abnehmen::V,хорогдох,хорогдох
1304,zunehmen::V,ихсэх,ихсэх
1305,steigen::V,нэмэгдэх,нэмэгдэх
1306,wachsen::V,өсөх,өсөх
1307,wachsen::V,өсөх,ургах
1308,wachsen::V,ургах,өсөх
1309,wachsen::V,ургах,ургах
1310,glänzen::V,гилгэнэх,гилгэнэх
1311,glänzen::V,гилгэнэх,гилбэгнэх
1312,glänzen::V,гилбэгнэх,гилгэнэх
1313,glänzen::V,гилбэгнэх,гилбэгнэх
1314,funkeln::V,гялжах,гялжах
1315,funkeln::V,гялжах,гялалзах
1316,funkeln::V,гялалзах,гялжах
1317,funkeln::V,гялалзах,гялалзах
1318,lärmen::V,шуугих,шуугих
1319,läuten::V,цохих,цохих
1320,klingeln::V,хонхдох,хонхдох
1321,klingeln::V,хонхдох,дуугарах
1322,klingeln::V,дуугарах,хонхдох
1323,klingeln::V,дуугарах,дуугарах
1324,klirren::V,хангир жингэр хийх,хангир жингэр хийх
1325,brausen::V,бургилах,бургилах
1326,rauschen::V,сэржигнэх,сэржигнэх
1327,klingen::V,хангинах,хангинах
1328,bellen::V,хуцах,хуцах
1329,heulen::V,улих,улих
1330,blasen::V,үлзэх,үлзэх
1331,pfeifen::V,исгэрэх,исгэрэх
1332,schreien::V,хашгирах,хашгирах
1333,stöhnen::V,ёолох,ёолох
1334,stöhnen::V,ёолох,гэнгэнэх
1335,stöhnen::V,гэнгэнэх,ёолох
1336,stöhnen::V,гэнгэнэх,гэнгэнэх
1337,zittern::V,дагжих,дагжих
1338,leben::V,амьдрах,амьдрах
1339,geboren werden::V,төрөх,төрөх
1340,atmen::V,амьсгалах,амьсгалах
1341,trinken::V,уух,уух
1342,essen::V,идэх,идэх
1343,schlucken::V,залгих,залгих
1344,müde werden::V,ядрах,ядрах
1345,einschlafen::V,унтчих,унтчих
1346,schlafen::V,унтах,унтах
1347,aufwachen::V,сэрэх,сэрэх
1348,aufstehen::V,босох,босох
1349,sich erholen::V,амрах,амрах
1350,krank werden::V,өвдөж эхлэх,өвдөж эхлэх
1351,krank sein::V,өвдөх,өвдөх
1352,schmerzen::V,өвдөх,өвдөх
1353,schmerzen::V,өвдөх,шархирах
1354,schmerzen::V,шархирах,өвдөх
1355,schmerzen::V,шархирах,шархирах
1356,husten::V,ханиах,ханиах
1357,genesen::V,засрах,засрах
1358,sterben::V,үхэх,үхэх
1359,sterben::V,үхэх,нас барах
1360,sterben::V,нас барах,үхэх
1361,sterben::V,нас барах,нас барах
1362,umkommen::V,үхэх,үхэх
1363,sich bewegen::V,хөдлөх,хөдлөх
1364,sich rühren::V,хөдлөх,хөдлөх
1365,sich erheben::V,босох,босох
1366,sich setzen::V,суух,суух
1367,hinfallen::V,ойчих,ойчих
1368,laufen::V,явган явах,явган явах
1369,schreiten::V,алхах,алхах
1370,spazierengehen::V,зугаалах,зугаалах
1371,eilen::V,хурдлах,хурдлах
1372,sich beeilen::V,яарах,яарах
1373,sich beeilen::V,яарах,шамдах
1374,sich beeilen::V,шамдах,яарах
1375,sich beeilen::V,шамдах,шамдах
1376,sausen::V,давхих,давхих
1377,rennen::V,гүйх,гүйх
1378,springen::V,харайх,харайх
1379,springen::V,харайх,дэвхрэх
1380,springen::V,дэвхрэх,харайх
1381,springen::V,дэвхрэх,дэвхрэх
1382,klettern::V,авирах,авирах
1383,schaukeln::V,ганхалзах,ганхалзах
1384,kriechen::V,мөлхөх,мөлхөх
1385,schwimmen::V,сэлэх,сэлэх
1386,tauchen::V,шунгах,шунгах
1387,rudern::V,сэлүүрдэх,сэлүүрдэх
1388,fahren::V,явах,явах
1389,fliegen::V,нисэх,нисэх
1390,gehen::V,явах,явах
1391,weggehen::V,явах,явах
1392,abfahren::V,одох,одох
1393,abfahren::V,одох,хөдлөх
1394,abfahren::V,хөдлөх,одох
1395,abfahren::V,хөдлөх,хөдлөх
1396,anhalten::V,зогсох,зогсох
1397,hineingehen::V,орох,орох
1398,eintreten::V,орох,орох
1399,kommen::V,ирэх,ирэх
1400,ankommen::V,хүрэх,хүрэх
1401,zurückkommen::V,харих,харих
1402,zurückkommen::V,харих,буцаж ирэх
1403,zurückkommen::V,буцаж ирэх,харих
1404,zurückkommen::V,буцаж ирэх,буцаж ирэх
1405,bleiben::V,үлдэх,үлдэх
1406,warten::V,хүлээх,хүлээх
1407,erwarten::V,хүлээх,хүлээх
1408,suchen::V,эрэх,эрэх
1409,suchen::V,эрэх,бэдрэх
1410,suchen::V,бэдрэх,эрэх
1411,suchen::V,бэдрэх,бэдрэх
1412,finden::V,олох,олох
1413,versuchen::V,оролдох,оролдох
1414,vorbereiten::V,бэлтгэх,бэлтгэх
1415,lieben::V,янаглах,янаглах
1416,mögen::V,таалах,таалах
1417,lachen::V,инээх,инээх
1418,rühren::V,сэтгэл уяруулах,сэтгэл уяруулах
1419,weinen::V,уйлах,уйлах
1420,schimpfen::V,хараах,хараах
1421,sich ärgern::V,уурлах,уурлах
1422,sich fürchten::V,айх,айх
1423,fürchten::V,айх,айх
1424,fliehen::V,зугтах,зугтах
1425,fliehen::V,зугтах,гүйж очих
1426,fliehen::V,гүйж очих,зугтах
1427,fliehen::V,гүйж очих,гүйж очих
1428,flüchten::V,оргох,оргох
1429,sehen::V,үзэх,үзэх
1430,anschauen::V,харах,харах
1431,ansehen::V,харах,харах
1432,hören::V,дуулах,дуулах
1433,zuhören::V,чагнах,чагнах
1434,probieren::V,амсаж үзэх,амсаж үзэх
1435,riechen::V,үнэрлэх,үнэрлэх
1436,fühlen::V,мэдрэх,мэдрэх
1437,scheinen::V,шиг үзэгдэх,шиг үзэгдэх
1438,zu sehen sein::V,үзэгдэх,үзэгдэх
1439,zu sehen sein::V,үзэгдэх,харагдах
1440,zu sehen sein::V,харагдах,үзэгдэх
1441,zu sehen sein::V,харагдах,харагдах
1442,vernehmen::V,дуулах,дуулах
1443,frieren::V,даарах,даарах
1444,tun::V,хийх,хийх
1445,tun::V,хийх,үйлдэх
1446,tun::V,үйлдэх,хийх
1447,tun::V,үйлдэх,үйлдэх
1448,können::V,болох,болох
1449,wollen::V,хүсэх,хүсэх
1450,anfangen::V,эхлэх,эхлэх
1451,beenden::V,дуусгах,дуусгах
1452,aufhören::V,болих,болих
1453,aufhören::V,болих,зогсох
1454,aufhören::V,зогсох,болих
1455,aufhören::V,зогсох,зогсох
1456,gelingen::V,бүтэх,бүтэх
1457,geraten::V,илрэх,илрэх
1458,öffnen::V,нээх,нээх
1459,öffnen::V,нээх,тайлах
1460,öffnen::V,тайлах,нээх
1461,öffnen::V,тайлах,тайлах
1462,schließen::V,хаах,хаах
1463,stellen::V,тавих,тавих
1464,stellen::V,тавих,босгох
1465,stellen::V,босгох,тавих
1466,stellen::V,босгох,босгох
1467,setzen::V,суулгах,суулгах
1468,legen::V,хийх,хийх
1469,legen::V,хийх,тавих
1470,legen::V,тавих,хийх
1471,legen::V,тавих,тавих
1472,berühren::V,шүргэх,шүргэх
1473,verbinden::V,залгах,залгах
