,Concept_ID,ba,sah
720,von hier::ADV,ошонан,мантан
721,dort::ADV,шунда,онно
722,dort::ADV,тегендә,онно
723,dorthin::ADV,шунда,онно
724,dorthin::ADV,тегеләй,онно
725,geradeaus::ADV,тура,быһа
726,geradeaus::ADV,тура,быһаччы
727,vorwärts::ADV,алға,инники
728,rückwärts::ADV,кирегә,төттөру
729,zurück::ADV,кирегә,төттөрү
730,unten::ADV,түбәндә,аллара
731,hinab::ADV,түбәнгә,аллара
732,oben::ADV,юғарыла,үөһэ
733,hinauf::ADV,юғарыға,өрө
734,hinauf::ADV,юғарыға,үөһэ
735,überall::ADV,бөтә урында,бэйдиэ
736,nicht::ADV,тугел,буолбатах
737,ein wenig::ADV,аҙ,кыратык
738,kaum::ADV,көскә,нэһиилэ
739,kaum::ADV,саҡ-саҡ,нэһиилэ
740,sehr::ADV,ифат,бэрт
741,sehr::ADV,ифат,наһаа
742,so::ADV,шулай,оччо
743,so::ADV,шулай,оннук
744,noch::ADV,йәнә,өссө
745,nur::ADV,бары,эрэ
746,nur::ADV,бары,сыччах
747,schon::ADV,инде,бэлиэр
748,wieder::ADV,тағы,эмиэ
749,vergebens::ADV,бушҡа,таак
750,vor::PRP,алдында,иннигэр
751,hinter::PRP,артында,кэлин
752,unter::PRP,аҫтында,-ҕа
753,unter::PRP,аҫтында,оһох түгэҕэ
754,durch::PRP,үтә,курдары
755,neben::PRP,эргәһендә,аттыгар
756,zwischen::PRP,араһында,ыккардынан
757,wegen::PRP,өсөн,уҥуортан
758,wegen::PRP,сәбәпле,уҥуортан
759,dies::PRN,был,ити
760,dies::PRN,был,бу
761,dies::PRN,ошо,ити
762,dies::PRN,ошо,бу
763,das::PRN,ул,били
764,alles::PRN,бөтә,барыта
765,ich::PRN,мин,мин
766,du::PRN,һин,эн
767,er::PRN,ул,кнни
768,wir::PRN,беҙ,биһиги
769,ihr::PRN,һеҙ,эһиги
770,sie::PRN,улар,кинилэр
771,was::FPRN,ә,туох
772,was::FPRN,ни,туох
773,was::FPRN,нәмә,туох
774,wer::FPRN,ҡем,ким
775,wo::FADV,ҡайҙа,ханна
776,wohin::FADV,ҡайҙа,ханна
777,wie::FADV,инидәй,хайдах
778,warum::FADV,ин өсөн,тоҕо
779,wieviel::FNUM,күпме,төһө
780,eins::NUM,бер,биир
781,zwei::NUM,ике,икки
782,zwei::NUM,икәү,икки
783,drei::NUM,өс,үс
784,vier::NUM,дүрт,түөрт
785,fünf::NUM,биш,биэс
786,sechs::NUM,алты,алта
787,sieben::NUM,ете,сэттэ
788,acht::NUM,һигеҙ,аҕыс
789,neun::NUM,туғыҙ,тоҕус
790,zehn::NUM,ун,уон
791,elf::NUM,ун бер,уон биир
792,zwölf::NUM,ун ике,уон икки
793,zwanzig::NUM,егерме,сүүрбэ
794,dreißig::NUM,утыҙ,отут
795,vierzig::NUM,ҡырҡ,түөрт уон
796,fünfzig::NUM,илле,биэс уон
797,sechzig::NUM,алтмыш,алта уон
798,siebzig::NUM,етмеш,сэттэ уон
799,achtzig::NUM,һикһән,аҕыс уон
800,neunzig::NUM,туҡһан,тоҕус уонус
801,hundert::NUM,йөҙ,сүүс
802,tausend::NUM,мең,тыһыынча
803,und::CNJ,да,да
804,und::CNJ,да,уонна
805,und::CNJ,да,итиэннэ
806,oder::CNJ,йәки,эбэтэр
807,stehen::V,тороу,тур
808,sitzen::V,ултырыу,олор
809,liegen::V,ятыу,сыт
810,hängen::V,аҫылынып тороу,санньылый
811,werden::V,булыу,буол
812,passieren::V,булыу,буол
813,beginnen::V,башлау,саҕалан
814,enden::V,бөтөү,бүт
815,enden::V,тамамланыү,бүт
816,wechseln::V,үҙгәреү,уларый
817,aufgehen[Sonne]::V,ҡалҡыу,ой
818,untergehen[Sonne]::V,байыу,киир
819,scheinen[Sonne]::V,яҡтыртып тороу,сырдат
820,donnern::V,күкрәү,эт
821,wehen::V,иҫеү,үр
822,strömen::V,ташыу,кутулун
823,fließen::V,ағыу,сүүр
824,sich drehen::V,әйләнеү,эргий
825,schwanken::V,тирбәлеү,биэтэҥнээ
826,schwingen::V,бәүетеү,эйэҥнээ
827,fallen::V,йығылыу,оҕут
828,brennen::V,яныу,умай
829,rauchen::V,төтәү,буруолаа
830,regnen::V,ямғыр яуа,самыырдаа
831,gefrieren::V,туңыү,тоҥ
832,tauen::V,иреү,ир
833,schmelzen::V,иреү,уулун
834,trocknen::V,кибеү,куур
835,sieden::V,ҡайнау,оргуй
836,faulen::V,сереу,сытый
837,verfaulen::V,сереу,сытыйан_хаал
838,reißen::V,өҙөү,хайыт
839,reißen::V,өҙөү,быһытталан
840,reißen::V,йыртылыу,хайыт
841,reißen::V,йыртылыу,быһытталан
842,versinken::V,батыу,тимир
843,versinken::V,батыу,батылын
844,vergehen::V,үтеү,дьай
845,erscheinen::V,килеп сығыу,көһүн
846,verschwinden::V,юғалыу,сүт
847,sinken::V,түбәнәйеү,намтаа
848,abnehmen::V,кәметеү,аччаа
849,zunehmen::V,артыу,элбээ
850,steigen::V,күтәрелеү,үрдээ
851,wachsen::V,үҫеү,үүн
852,glänzen::V,ялтырау,кылбай
853,funkeln::V,баҙлау,күлүмнээ
854,funkeln::V,баҙлау,күлүмүрдээ
855,lärmen::V,шаулау,тыаһаа
856,läuten::V,ҡағыу,собуоннаа
857,klingeln::V,ҡағыу,линкинээ
858,klingeln::V,шылтыратыу,линкинээ
859,klirren::V,шылтыратыу,айгырат
860,brausen::V,ҡотороноу,сирилээ
861,rauschen::V,шыптырлау,суугунаа
862,klingen::V,яңғырау,доргуй
863,bellen::V,өрөү,үр
864,heulen::V,олоу,улуй
865,blasen::V,өрөү,үр
866,pfeifen::V,һызғырып ебәреү,иһиир
867,schreien::V,ҡысҡырыу,кылан
868,schreien::V,ҡысҡырыу,хаһыытаа
869,stöhnen::V,уңғырашыу,ынчыктаа
870,zittern::V,ҡалтырау,титирээ
871,zittern::V,ҡалтырау,дьигиһий
872,leben::V,йәшәү,олор
873,geboren werden::V,тыуыу,төрөө
874,atmen::V,тын алыү,тыын
875,trinken::V,эсеү,ис
876,essen::V,ашау,аһаа
877,schlucken::V,йотоу,ыйыһын
878,müde werden::V,арыу,сылай
879,einschlafen::V,йоҡлап китеү,утуйан хаал
880,schlafen::V,йоҡлау,утуй
881,schlafen::V,йоҡлау,утуйа сыт
882,aufwachen::V,уяныу,уһугун
883,aufstehen::V,тороу,тур
884,sich erholen::V,ял итеү,сынньан
885,krank werden::V,сирләү,ыарый
886,krank sein::V,сирләү,ыарый
887,krank sein::V,сирләү,ыарыт
888,schmerzen::V,ауыртыу,ыарыт
889,husten::V,йүтәлләү,сөтөлүн
890,genesen::V,һауығыу,көн
891,sterben::V,үлеү,өл
892,umkommen::V,һәләк булыу,өл
893,umkommen::V,һәләк булыу,оҕут
894,sich bewegen::V,хәрәкәт итеү,хамсаа
895,sich rühren::V,ҡуҙғалыу,хамсаа
896,sich erheben::V,тороу,тур
897,sich setzen::V,ултырыу,олор
898,hinfallen::V,ҡолау,оҕут
899,laufen::V,йөрөү,хаам
900,schreiten::V,атлау,атыллаа
901,spazierengehen::V,ял итеп йороү,дьаарбай
902,eilen::V,ашығыу,тиэтэй
903,eilen::V,ҡабаланыу,тиэтэй
904,sich beeilen::V,ашығыу,ыксаа
905,sich beeilen::V,ҡабаланыу,ыксаа
906,sausen::V,елеү,элээр
907,rennen::V,йүгеп йөрөү,сүүрэкэлээ
908,springen::V,һикереү,ой
909,springen::V,һикереү,ыстан
910,klettern::V,үрмәләү,ытын
911,klettern::V,үрмәләп менеү,ытын
912,schaukeln::V,сайҡалыу,эйэҥнээ
913,schaukeln::V,сайҡалыу,биэрэҥнээ
914,kriechen::V,шыуышыу,сыыл
915,schwimmen::V,йоҙөү,уһун
916,schwimmen::V,йоҙөү,харбаа
917,tauchen::V,сумыу,умус
918,rudern::V,ишеү,эрт
919,fahren::V,йөрөү,айаннаа
920,fliegen::V,осоу,көт
921,gehen::V,барыу,бар
922,weggehen::V,китеү,бар
923,abfahren::V,сығыу,бар
924,anhalten::V,тукталыу,тохтоо
925,hineingehen::V,инеү,киир
926,eintreten::V,инеү,киир
927,kommen::V,килеү,кэл
928,ankommen::V,килеү,кэл
929,ankommen::V,килеү,тиий
930,zurückkommen::V,ҡайтыу,төнүн
931,bleiben::V,ҡалыу,хаал
932,warten::V,көтөп тороу,көһүт
933,erwarten::V,көтөү,күүт
934,erwarten::V,көтөү,көһүт
935,suchen::V,эҙләү,ирдээ
936,suchen::V,эҙләү,көрдөө
937,finden::V,табыу,бул
938,versuchen::V,тырышып ҡарау,сорун
939,vorbereiten::V,әҙерләү,бэлэмнээ
940,lieben::V,яратыу,таптаа
941,mögen::V,һөйөү,сөбүл
942,mögen::V,яратыу,сөбүл
943,lachen::V,көлөү,күл
944,rühren::V,ҡағылыу,долгут
945,weinen::V,илау,ытаа
946,schimpfen::V,һүгенеү,үөҕүс
947,schimpfen::V,тиргәнеү,үөҕүс
948,schimpfen::V,һуҡраныу,үөҕүс
949,sich ärgern::V,асыуланыу,кыыһыр
950,sich ärgern::V,асыуланыу,кыйахан
951,sich fürchten::V,ҡурҡыу,куттан
952,sich fürchten::V,ҡурҡыу,дьиксин
953,fürchten::V,ҡурҡыу,дьиксин
954,fürchten::V,ҡурҡыу,куттан
955,fliehen::V,ҡасыу,күрээ
956,flüchten::V,ҡасыу,күрээ
957,sehen::V,күреү,көр
958,anschauen::V,ҡарау,көр
959,ansehen::V,ҡарау,көр
960,ansehen::V,тикшереү,көр
961,hören::V,ишетеү,бил
962,hören::V,ишетеү,иһит
963,zuhören::V,тыңлау,иһит
964,probieren::V,татыу,боруобалаан көр
965,probieren::V,татыу,амсайан көр
966,riechen::V,еҫкәү,сытырҕаа
967,fühlen::V,тойоу,бил
968,scheinen::V,кеүек күренеү,көһүн
969,scheinen::V,тойолоу,көһүн
970,zu sehen sein::V,күренеү,көһүн
971,vernehmen::V,ишетеү,иһит
972,frieren::V,туңыү,тоҥ
973,frieren::V,туңыү,үлүй
974,tun::V,яһау,гын
975,tun::V,әшләү,гын
976,können::V,алыу,кыай
977,können::V,мөмкин булыу,кыай
978,wollen::V,теләү,баҕар
979,anfangen::V,башлау,саҕалаа
980,beenden::V,бөтөрөү,бүтэр
981,beenden::V,тамамлау,бүтэр
982,aufhören::V,туктау,уурай
983,gelingen::V,уңышлы булыу,сатан
984,geraten::V,булып сығыу,баар буолан биэр
985,geraten::V,булып сығыу,баар буола тус
986,geraten::V,булып сығыу,буолан таҕыс
987,öffnen::V,асыу,ас
988,schließen::V,йомоу,сап
989,schließen::V,йомоу,хатаа
990,stellen::V,ҡуйыу,уур
991,stellen::V,ҡуйыу,туруор
992,setzen::V,урынлаштырыу,туруор
993,setzen::V,урынлаштырыу,уур
994,legen::V,һалыу,уур
995,berühren::V,тейеү,тыыт
996,berühren::V,тейеү,таарый
997,berühren::V,ҡағылыу,тыыт
998,berühren::V,ҡағылыу,таарый
999,verbinden::V,ҡушыу,кэлгий
1000,verbinden::V,бәйләү,кэлгий
1001,bedecken::V,ҡаплау,бүрүй
1002,aufhängen::V,элеү,ыйаа
1003,anzünden::V,тоҡандырыу,умат
1004,aufheben::V,мендереү,өрө тарт
1005,zurücklassen::V,ҡалдырыу,бырах
1006,verlieren::V,юғалтыу,сүтэр
1007,fallen lassen::V,төшөрөп ебәреү,түһэр
1008,fallen lassen::V,төшөрөп ебәреү,мүлчү тут
1009,machen::V,яһау,оҥор
1010,machen::V,яһау,оҥоһун
1011,machen::V,эшләү,оҥор
1012,machen::V,эшләү,оҥоһун
1013,herstellen::V,эшләп сығарыу,оҥор
1014,bauen::V,төҙөү,тут
1015,reparieren::V,төҙәтеү,абырахтаа
1016,verbessern::V,яҡшыртыу,тупсар
1017,ändern::V,үҙгәртеү,уларыт
1018,graben::V,ҡаҙыу,хас
1019,beugen::V,бөгөү,бокут
1020,beugen::V,бөгөү,токурут
1021,beugen::V,бөгөү,бүк баттаа
1022,biegen::V,бөгөү,иэх
1023,biegen::V,бөгөү,өҕүлүннэр
1024,drehen::V,өйрөлтөү,эргит
1025,drehen::V,өйрөлтөү,эргичит
1026,drehen::V,әйләндереү,эргит
1027,drehen::V,әйләндереү,эргичит
1028,wenden::V,әйләндереү,эргилин
1029,umdrehen::V,түңкәреү,түҥнэр
1030,heben::V,күтәреү,көтөх
1031,heben::V,мендереү,көтөх
1032,hochheben::V,күтәреү,таһаар
1033,ergreifen::V,тотоп алыу,тут
1034,halten::V,тотоу,тут
1035,drücken::V,ҡыҫыу,ык
1036,schieben::V,этеү,ас
1037,schieben::V,төртөү,ас
1038,kratzen::V,ҡырыу,кыһыы
1039,lecken::V,ялау,салаа
1040,beißen::V,тешләү,ытыр
1041,abreißen::V,өҙөү,быһа тарт
1042,abreißen::V,өҙөү,туура тарт
1043,abschneiden::V,ҡырҡыу,быс
1044,abschneiden::V,ҡырҡыу,быһан ыл
1045,abschneiden::V,ҡырҡыу,быһа баттаа
1046,binden::V,бәйләү,кэлгий
1047,stecken::V,ҡаҙау,батары ас
1048,brechen::V,боҙоу,тоһут
1049,klopfen::V,шаҡылдау,тоҥсуй
1050,hauen::V,туҡмау,оҕус
1051,kleben::V,йәбештереү,силимнээ
1052,reiben::V,ыуыу,аал
1053,reiben::V,ышҡыу,аал
1054,streichen::V,яғыу,сыбаа
1055,schleifen::V,үткерләү,чочуй
1056,schneiden::V,ҡырҡыу,быс
1057,rütteln::V,һелкетеү,иэҕэҥнэт
1058,schütteln::V,һелкетеү,сахсый
1059,schwenken::V,болғау,дайбаа
1060,schütten::V,ҡойоу,кут
1061,füllen::V,тултырыу,толор
1062,einwickeln::V,төрөү,суулаа
1063,tragen::V,алып барыу,ит
1064,schleppen::V,һөйрәү,сос
1065,ziehen::V,тартыу,тарт
1066,aufbewahren::V,һаҡлау,уур
1067,aufbewahren::V,һаҡлау,харай
1068,werfen::V,ырғытыу,бырах
1069,fangen::V,тотоу,хап
1070,packen::V,етеү,тут
1071,packen::V,тотоп алыу,тут
1072,verstecken::V,йәшереү,саһыар
1073,teilen::V,бүлеү,үллэр
1074,schicken::V,ебәреү,ыыт
1075,bringen::V,килтереү,аҕал
1076,hinzufügen::V,өтәү,эп
1077,bekommen::V,алыу,ыл
1078,bekommen::V,алыу,булун
1079,erhalten::V,алыу,ыл
1080,nehmen::V,алыу,ыл
1081,wählen::V,һайлаү,быыбардаа
1082,auswählen::V,һайлап алыу,тал
1083,bewahren::V,һаҡлау,харай
1084,behindern::V,тотҡарлыҡ яһау,мэһэйдээ
1085,verderben::V,боҙоу,буорту гын
1086,beschädigen::V,боҙоу,алдьат
1087,zerbrechen::V,ҡыйратыу,үлтүрүт
1088,zerreißen::V,йыртыу,хайыта тарт
1089,zerstören::V,емереү,алдьат
1090,verbrennen::V,үртәү,уоттаа
1091,geben::V,биреү,биэр
1092,reichen::V,биреү,аҕал
1093,schenken::V,бүләк итеү,бэлэхтээ
1094,versprechen::V,вәғәҙә биреү,эрэннэр
1095,wünschen::V,теләу,баҕар
1096,loben::V,маҡтау,хайҕаа
1097,küssen::V,үбеү,уураа
1098,wiegen::V,бәүетеү,бигээ
1099,wiegen::V,тирбәтеү,бигээ
1100,zudecken::V,ҡаплау,сап
1101,zudecken::V,ҡаплау,бүрүй
1102,wecken::V,уятыу,уһугуннар
1103,zeigen::V,күрһәтеү,көрдөр
1104,führen::V,етәкләү,салай
1105,lehren::V,уҡытыу,үөрэт
1106,lehren::V,өйрәтеү,үөрэт
1107,unterrichten::V,уҡытыу,үөрэт
1108,aufziehen::V,тәрбиәле,иит
1109,leiten::V,етәкләү,салай
1110,leiten::V,етәкселек итеү,салай
1111,antreiben::V,ашыҡтырыу,кыһай
1112,lassen::V,мәжбүр итеү,күһэй
1113,einladen::V,саҡырыу,ыҥыр
1114,vereinigen::V,берләштереү,холбоо
1115,vereinigen::V,берләштереү,түм
1116,besuchen::V,килеп сығыу,сырыт
1117,besuchen::V,килеп сығыу,билсэ сырыт
1118,treffen::V,тойоү,көрүс
1119,treffen::V,осратыу,көрүс
1120,treffen::V,ҡаршылау,көрүс
1121,sich versammeln::V,йыйылыу,мүһүн
1122,sich versammeln::V,йыйылыу,түмүс
1123,spielen::V,тартыу,оонньоо
1124,singen::V,йырлау,ыллаа
1125,tanzen::V,бейеү,үҥкүүлээ
1126,sich trennen::V,айырылышыу,араҕыс
1127,verlassen::V,ташлау,хааллар
1128,verlassen::V,ташлап китеү,хааллар
1129,retten::V,ҡотҡарыу,өрүһүй
1130,bewachen::V,һаҡлау,араҥаччылаа
1131,schützen::V,һаҡлау,көмүскээ
1132,verteidigen::V,яҡлау,көмүскээ
1133,sich schlagen::V,һуғышыу,охсус
1134,schießen::V,атыу,ытыалаа
1135,siegen::V,еңеү,хот
1136,siegen::V,еңеү,кыай
1137,ärgern::V,асыуландырыу,кыыһырт
1138,schlagen::V,бәреү,оҕус
1139,schlagen::V,туҡмау,оҕус
1140,treten::V,тибеү,тэп
1141,treten::V,типкеләү,тэп
1142,stechen::V,сәнсеү,кэй
1143,stoßen::V,этеү,кэп
1144,stoßen::V,этеү,үтүрүй
1145,stoßen::V,төртөү,кэп
1146,stoßen::V,төртөү,үтүрүй
1147,stehlen::V,урлау,уор
1148,stören::V,ҡамасаулау,мэһэйдээ
1149,belästigen::V,бимазалау,батар
1150,belästigen::V,ҡамасаулау,батар
1151,verbergen::V,йәшереү,кистээ
1152,täuschen::V,ултыртыу,албыннаа
1153,betrügen::V,алдау,албыннаа
1154,töten::V,үлтереү,өлөр
1155,wohnen::V,йәшәү,олор
1156,arbeiten::V,эшләү,үлэлээ
1157,sammeln::V,йыйыу,мус
1158,sammeln::V,йыйыу,хомуй
1159,pflücken::V,өҙөү,үргээ
1160,jagen::V,аулау,бултаа
1161,fischen::V,аулау,балыктаа
1162,fassen::V,тотоу,тут
1163,hüten::V,көтөү,манаа
1164,treiben::V,ҡыуыу,үүр
1165,anbinden::V,бәйләү,баай
1166,füttern::V,ашатыу,аһат
1167,melken::V,һауыү,ыа
1168,hacken::V,турау,кэрт
1169,hacken::V,тапау,кэрт
1170,gießen::V,ҡойоу,сиигирт
1171,reifen::V,өлғөрөү,бус
1172,zubereiten::V,бешереү,бэлэмнээ
1173,kochen::V,бешереү,буһар
1174,backen::V,бешереү,буһар
1175,braten::V,ҡурыу,хооруй
1176,braten::V,ҡурыу,ыһаарылаа
1177,braten::V,ҡурыу,соркуойдаа
1178,umrühren::V,ҡатнаштырыу,былаа
1179,stricken::V,бәйләү,өр
1180,nähen::V,тегеү,иистэн
1181,färben::V,буяу,кырааскалаа
1182,reinigen::V,таҙартыу,ыраастаа
1183,waschen::V,йыуыу,сууй
1184,abwischen::V,һөртөү,сот
1185,spülen::V,сайҡау,сайҕаа
1186,fegen::V,һепереү,сиппий
1187,kehren::V,һепереү,харбаа
1188,baden::V,һыу инеү,сөтүөлээ
1189,sich waschen::V,йыуыныу,суун
1190,ausziehen::V,сисеү,уһул
1191,anziehen::V,кейеү,кэтэрт
1192,sich anziehen::V,кейенеү,таҥын
1193,kämmen::V,тарау,тараа
1194,schmücken::V,биҙәү,симээ
1195,sagen::V,әйтеү,диэ
1196,sprechen::V,әйтеү,эт
1197,sprechen::V,әйтеү,саҥар
1198,sprechen::V,һөйләшеү,эт
1199,sprechen::V,һөйләшеү,саҥар
1200,reden::V,һөйләшеү,кэпсэт
1201,sich unterhalten::V,әңгәмәләшеү,кэпсэт
1202,fragen::V,һорау,ыйыт
1203,bitten::V,үтенеү,көрдөс
1204,erzählen::V,һөйләү,кэпсээ
1205,erzählen::V,һөйләү,сэһэргээ
1206,mitteilen::V,әйтеү,биллэр
1207,nennen::V,атау,ааттаа
1208,nennen::V,исемләү,ааттаа
1209,rufen::V,саҡырыу,ыҥыр
1210,prahlen::V,маҡтаныу,чабылан
1211,prahlen::V,маҡтаныу,киһиргээ
1212,prahlen::V,шапырыныу,чабылан
1213,prahlen::V,шапырыныу,киһиргээ
1214,übersetzen::V,тәржемә итеү,тылбаастаа
1215,denken::V,уйлау,санаа
1216,denken::V,уйлау,толкуйдаа
1217,glauben::V,ышаныу,итэҕэй
1218,bemerken::V,күреү,бэлиэтээ
1219,erkennen::V,таныу,бил
1220,begreifen::V,аңлау,өйдөө
1221,verstehen::V,аңлау,өйдөө
1222,lernen::V,өйрәнеү,үөрэн
1223,wissen::V,белеү,бил
1224,sich erinnern an::V,хәтергә алыу,аҕын
1225,vergessen::V,онотоу,умун
1226,messen::V,үлсәү,кэмнээ
1227,messen::V,үлсәү,кээмэйдээ
1228,zählen::V,һанау,аах
1229,rechnen::V,һанау,аах
1230,lesen::V,уҡыу,аах
1231,malen::V,һүрәт яһау,уруһуйдаа
1232,malen::V,рәсем төшөрөү,уруһуйдаа
1233,zeichnen::V,һүрәт яһау,уруһуйдаа
1234,zeichnen::V,рәсем төшөрөү,уруһуйдаа
1235,schreiben::V,яҙыу,суруй
1236,besitzen::V,биләү,баһылаа
1237,kaufen::V,һатып алыу,атыылас
1238,verkaufen::V,һатыу,атыылаа
1239,bezahlen::V,түләү,төлөө
1240,zahlen::V,түләү,төлөө
1241,beherrschen::V,биләү,баһылаа
1242,ertragen::V,түҙеү,тулуй
