,Concept_ID,mdf,en
842,klirren::V,ка́нзеркшнемс,tinkle
843,brausen::V,жоледемс,roar
844,rauschen::V,вжнамс,rustle
845,rauschen::V,гамнамс,rustle
846,klingen::V,кайгомс,sound
847,bellen::V,ува́мс,bark
848,heulen::V,сувомс,howl
849,heulen::V,урнамс,howl
850,blasen::V,уфа́мс,blow
851,pfeifen::V,вяшкомс,whistle
852,schreien::V,пешкодомс,shout
853,stöhnen::V,куфцемс,groan
854,zittern::V,таромс,tremble
855,leben::V,эрямс,be alive
856,geboren werden::V,шачемс,be born
857,atmen::V,ажнамс,breathe
858,trinken::V,симомс,drink
859,essen::V,ярхцамс,eat
860,schlucken::V,нилемс,swallow
861,müde werden::V,сиземс,get tired
862,einschlafen::V,матодовомс,fall asleep
863,schlafen::V,удомс,sleep
864,aufwachen::V,съргоземс,wake up
865,aufstehen::V,стямс,get up
866,sich erholen::V,ваймосемс,relax
867,krank werden::V,сярядькстомс,fall ill
868,krank sein::V,сярядемс,be ill
869,schmerzen::V,сярядемс,ache
870,husten::V,козомс,cough
871,genesen::V,пъ́чкамс,recover
872,sterben::V,куломс,die
873,umkommen::V,юма́мс,perish
874,sich bewegen::V,шаштомс,move
875,sich rühren::V,сърхка́мс,budge
876,sich erheben::V,стямс,stand up
877,sich setzen::V,озамс,sit down
878,hinfallen::V,прамс,tumble
879,hinfallen::V,сяворемс,tumble
880,laufen::V,якамс,walk
881,schreiten::V,молемс,pace
882,schreiten::V,аськолямс,pace
883,spazierengehen::V,якамс,go for a walk
884,eilen::V,эряскодомс,rush
885,sich beeilen::V,эряскодомс,hurry
886,sausen::V,лиемс,dash
887,rennen::V,арнемс,run
888,springen::V,комотнемс,jump
889,klettern::V,ку́цемс,climb
890,schaukeln::V,нюрямс,seesaw
891,kriechen::V,шаштомс комада,creep
892,schwimmen::V,уемс,swim
893,tauchen::V,юпиемс,dive
894,tauchen::V,чёпафнемс,dive
895,rudern::V,па́немс ве́неж,row
896,fahren::V,ардомс,drive
897,fliegen::V,лиемс,fly
898,gehen::V,молемс,go
899,weggehen::V,тумс,go away
900,abfahren::V,тумс,depart
901,anhalten::V,лоткамс,stop
902,hineingehen::V,сува́мс,go in
903,eintreten::V,сува́мс,enter
904,kommen::V,самс,come
905,ankommen::V,самс,arrive
906,ankommen::V,пачкодемс,arrive
907,zurückkommen::V,мърдамс,come back
908,bleiben::V,иля́домс,stay
909,warten::V,учемс,wait
910,erwarten::V,учемс,wait for
911,suchen::V,вешемс,seek
912,suchen::V,вешемс,look for
913,finden::V,мумс,find
914,versuchen::V,варчсемс,try
915,vorbereiten::V,анокламс,prepare
916,lieben::V,кельгомс,love
917,mögen::V,кельгомс,like
918,lachen::V,рахамс,laugh
919,lachen::V,рахсемс,laugh
920,rühren::V,токамс седи,move
921,weinen::V,авардемс,weep
922,schimpfen::V,сюцемс,grumble
923,sich ärgern::V,кяжиямс,be annoyed
924,sich fürchten::V,пелемс,be afraid
925,fürchten::V,пелемс,be afraid of
926,fliehen::V,ворьгодемс,flee
927,flüchten::V,ша́домс,escape
928,flüchten::V,во́рьгодемс,escape
929,sehen::V,няемс,see
930,anschauen::V,ваномс,look at
931,ansehen::V,ваномс,watch
932,hören::V,марямс,hear
933,zuhören::V,ку́лхдоньомс,listen
934,probieren::V,варжамс,taste
935,riechen::V,никса́мс,smell
936,fühlen::V,марямс,feel
937,scheinen::V,ня́евомс,seem
938,zu sehen sein::V,ня́евомс,show
939,vernehmen::V,марямс,hear
940,frieren::V,паломс,be cold
941,frieren::V,кельмомс,be cold
942,tun::V,тиемс,do
943,können::V,маштомс,can
944,wollen::V,-не-,want
945,anfangen::V,ушедомс,start
946,beenden::V,аде́ламс,finish
947,aufhören::V,лоткамс,stop
948,gelingen::V,удалакшнемс,succeed
949,geraten::V,лисемс,turn out
950,öffnen::V,панжемс,open
951,schließen::V,сёлгомс,close
952,stellen::V,путомс,put
953,setzen::V,озафнемс,place
954,setzen::V,озавтнемс,place
955,legen::V,путомс,lay
956,berühren::V,токамс,touch
957,verbinden::V,сотомс,connect
958,bedecken::V,комачамс,cover
959,bedecken::V,вельхтямс,cover
960,aufhängen::V,повфтамс,hang up
961,anzünden::V,крьвя́стемс,light
962,aufheben::V,кеподемс,pick up
963,aufheben::V,касфтомс,pick up
964,zurücklassen::V,ка́домс,leave
965,verlieren::V,юма́фтомс,lose
966,fallen lassen::V,прафтомс,drop
967,machen::V,тиемс,make
968,herstellen::V,анокламс,produce
969,bauen::V,путомс,build
970,reparieren::V,петемс,mend
971,verbessern::V,цебярьгофтомс,improve
972,ändern::V,полафтомс,alter
973,graben::V,шу́вомс,dig
974,graben::V,та́ргамс,dig
975,beugen::V,мяндемс,bow
976,biegen::V,комафтомс,bend
977,drehen::V,шо́вамс,spin
978,drehen::V,ша́рфнемс,spin
979,wenden::V,ша́рфтомс,turn
980,umdrehen::V,шарфтомс,turn around
981,heben::V,ке́подемс,raise
982,hochheben::V,ке́подемс,lift
983,hochheben::V,ка́сфтомс,lift
984,ergreifen::V,фатямс,seize
985,halten::V,кирдемс,hold
986,drücken::V,люпшта́мс,press
987,schieben::V,шашфтомс,push
988,kratzen::V,а́нгорямс,scrape
989,kratzen::V,киськоря́мс,scrape
990,lecken::V,нолсемс,lick
991,beißen::V,сускомс,bite
992,abreißen::V,сяземс,tear off
993,abschneiden::V,керомс,cut off
994,binden::V,сотомс,tie
995,stecken::V,сялгомс,stick
996,brechen::V,си́ннемс,break
997,brechen::V,ка́лафтомс,break
998,klopfen::V,чакамс,knock
999,klopfen::V,чакиемс,knock
1000,hauen::V,шавомс,hit
1001,hauen::V,пиксомс,hit
1002,kleben::V,пе́тфнемс,glue
1003,reiben::V,шо́вамс,rub
1004,streichen::V,вадемс,spread
1005,schleifen::V,шо́вамс,grind
1006,schneiden::V,керомс,cut
1007,rütteln::V,та́рфтомс,jolt
1008,schütteln::V,шука́демс,shake
1009,schwenken::V,яфодемс,swing
1010,schütten::V,каямс,pour
1011,schütten::V,нюрьхтя́мс,pour
1012,füllen::V,пяшкодемс,fill
1013,einwickeln::V,тапардамс,wrap
1014,tragen::V,кандомс,carry
1015,schleppen::V,ускомс,drag
1016,ziehen::V,ускомс,pull
1017,aufbewahren::V,ванфтомс,keep
1018,werfen::V,ёрямс,throw
1019,fangen::V,кунда́мс,catch
1020,packen::V,фатямс,grab
1021,verstecken::V,кяшемс,hide
1022,teilen::V,явомс,divide
1023,schicken::V,кучемс,send
1024,bringen::V,кандомс,bring
1025,bringen::V,пачфтемс,bring
1026,hinzufügen::V,пу́томс та́га,add
1027,hinzufügen::V,ма́ксомс та́га,add
1028,bekommen::V,сявомс,get
1029,erhalten::V,сявомс,receive
1030,nehmen::V,сявомс,take
1031,wählen::V,ко́чкамс,choose
1032,auswählen::V,кочкамс,select
1033,bewahren::V,ванфтомс,preserve
1034,behindern::V,шорямс,hinder
1035,verderben::V,коламс,spoil
1036,verderben::V,гастямс,spoil
1037,beschädigen::V,тиендемс зиян,damage
1038,zerbrechen::V,тапамс,break
1039,zerreißen::V,сяземс,tear
1040,zerstören::V,ка́лафтомс,destroy
1041,verbrennen::V,пълхта́мс,burn
1042,geben::V,ма́ксомс,give
1043,reichen::V,максомс,hand
1044,schenken::V,каземс,give
1045,versprechen::V,ма́ксомс вал,promise
1046,wünschen::V,арьсемс,wish
1047,loben::V,шна́мс,praise
1048,küssen::V,палсемс,kiss
1049,wiegen::V,нюря́фтомс,rock
1050,zudecken::V,вельхтямс,cover
1051,wecken::V,стя́фтомс,wake
1052,wecken::V,съ́ргозьфтемс,wake
1053,zeigen::V,няфтемс,show
1054,führen::V,вятемс,guide
1055,lehren::V,тонафтомс,teach
1056,unterrichten::V,тонафтомс,instruct
1057,aufziehen::V,касфтомс,bring up
1058,leiten::V,вятемс,lead
1059,antreiben::V,вятемс,urge
1060,lassen::V,кошардомс,let
1061,einladen::V,тердемс,invite
1062,einladen::V,серьгядемс,invite
1063,vereinigen::V,пуроптомс,unite
1064,vereinigen::V,кочкамс марса,unite
1065,besuchen::V,варжамс,visit
1066,treffen::V,васьфтомс,meet
1067,sich versammeln::V,кочкавомс,assemble
1068,spielen::V,налхксемс,play
1069,singen::V,морамс,sing
1070,tanzen::V,кштимс,dance
1071,sich trennen::V,явомс,separate
1072,verlassen::V,кадондомс,leave
1073,retten::V,идемс,rescue
1074,retten::V,араламс,rescue
1075,bewachen::V,ваномс,guard
1076,schützen::V,а́раламс,protect
1077,verteidigen::V,а́раламс,defend
1078,sich schlagen::V,тюремс,brawl
1079,schießen::V,ляцемс,shoot
1080,siegen::V,сяськомс,win
1081,ärgern::V,кяжияфтомс,annoy
1082,schlagen::V,токамс,beat
1083,treten::V,тапамс,kick
1084,stechen::V,пупамс,sting
1085,stechen::V,сялгомс,sting
1086,stoßen::V,тостядемс,shove
1087,stehlen::V,саламс,steal
1088,stören::V,шорсемс,disturb
1089,belästigen::V,токсамс,bother
1090,belästigen::V,аф кадомс ваймама,bother
1091,verbergen::V,кяшемс,conceal
1092,täuschen::V,васькафтомс,deceive
1093,täuschen::V,кяльготнемс,deceive
1094,betrügen::V,васькафнемс,cheat
1095,töten::V,шавомс,kill
1096,töten::V,аде́ламс,kill
1097,wohnen::V,эрямс,dwell
1098,arbeiten::V,покодемс,work
1099,sammeln::V,кочкамс,gather
1100,sammeln::V,пу́роптомс,gather
1101,pflücken::V,фатнемс,pick
1102,pflücken::V,нотфнемс,pick
1103,jagen::V,кунда́мс,hunt
1104,fischen::V,калонь кунда́мс,fish
1105,fassen::V,кунда́мс,catch
1106,hüten::V,ваномс,herd
1107,treiben::V,панемс,drive
1108,anbinden::V,сотомс,tie up
1109,füttern::V,трямс,feed
1110,füttern::V,а́ндомс,feed
1111,melken::V,потямс,milk
1112,hacken::V,лазондомс,chop
1113,gießen::V,валомс,water
1114,reifen::V,кенеремс,ripen
1115,zubereiten::V,анокламс,cook
1116,kochen::V,пидемс,boil
1117,backen::V,пидемс,bake
1118,braten::V,пуштомс,fry
1119,umrühren::V,шорямс,stir
1120,stricken::V,кодамс,knit
1121,nähen::V,стамс,sew
1122,färben::V,а́рхтомс,dye
1123,reinigen::V,ва́ткамс,clean
1124,reinigen::V,а́роптомс,clean
1125,waschen::V,муськомс,wash
1126,abwischen::V,нардамс,wipe
1127,spülen::V,оргалдомс,rinse
1128,fegen::V,тяемс,sweep
1129,kehren::V,тяемс,sweep
1130,baden::V,э́шелямс,bath
1131,sich waschen::V,штамс,wash
1132,ausziehen::V,кайсефтемс,take off
1133,anziehen::V,ща́фтомс,put on
1134,sich anziehen::V,щамс,get dressed
1135,kämmen::V,се́ендемс,comb
1136,schmücken::V,на́ряжамс,decorate
1137,schmücken::V,ма́зоптомс,decorate
1138,sagen::V,азомс,say
1139,sagen::V,мярьгомс,say
1140,sprechen::V,корхтамс,speak
1141,reden::V,корхнемс,talk
1142,sich unterhalten::V,корхнемс,chat
1143,fragen::V,ки́зефтемс,ask
1144,bitten::V,а́намс,request
1145,bitten::V,ве́шемс,request
1146,erzählen::V,а́зондомс,tell
1147,mitteilen::V,азомс,convey
1148,nennen::V,лемдемс,name
1149,nennen::V,путомс лем,name
1150,rufen::V,серьгядемс,call
1151,prahlen::V,шна́фтомс пря́,brag
1152,übersetzen::V,ётафтомс,translate
1153,denken::V,арьсемс,think
1154,glauben::V,кемамс,believe
1155,bemerken::V,ня́емс,notice
1156,erkennen::V,содамс,recognize
1157,begreifen::V,сатомс,grasp
1158,verstehen::V,шарьхкодемс,understand
1159,lernen::V,тонафнемс,learn
1160,wissen::V,со́дамс,know
1161,sich erinnern an::V,лятфтамс,remember
1162,vergessen::V,юкстамс,forget
1163,messen::V,ункснемс,measure
1164,zählen::V,лу́вомс,count
1165,zählen::V,а́рьсемс,count
1166,rechnen::V,лувомс,calculate
1167,lesen::V,лувомс,read
1168,lesen::V,морафтомс,read
1169,malen::V,рисова́ндамс,paint
1170,zeichnen::V,рисова́ндамс,draw
1171,schreiben::V,сёрмадомс,write
1172,besitzen::V,улемс азоркс,own
1173,kaufen::V,рамамс,buy
1174,verkaufen::V,мимс,sell
1175,bezahlen::V,пандомс,pay for
1176,zahlen::V,па́ндомс,pay
1177,beherrschen::V,азорондамс,rule
1178,ertragen::V,кирдемс,endure
1179,Netz::N,,net
