,Concept_ID,bn,mrj
668,erster::A,প্রথম,икшӹ
669,erster::A,প্রথম,икӹмшӹ
670,zweiter::A,দ্বিতীয়,кокшы
671,dritter::A,তৃতীয়,кымшы
672,letzter::A,সর্বশেষ,остатка
673,allein::ADV,একক,иктӹ
674,allein::ADV,একক,иктӹт
675,auf einmal::ADV,জলদি,тöрöк
676,zusammen::ADV,একসঙ্গে,икараш
677,zusammen::ADV,একসঙ্গে,цымырын
678,lange::ADV,লম্বা,кужын
679,plötzlich::ADV,হঠাৎ,трӱк
680,sofort::ADV,মুহ্ণর্তমধ্যে,полт
681,sofort::ADV,মুহ্ণর্তমধ্যে,тöрöк
682,sofort::ADV,মুহ্ণর্তমধ্যে,тӹшӓкок
683,später::ADV,পশ্চাতে,вара
684,jetzt::ADV,এখন,
685,heute::ADV,আজ,тагачы
686,morgen::ADV,আগামিকাল,иргод
687,morgen::ADV,আগামিকাল,иргодым
688,bald::ADV,অস্পকালমধ্যে,чӹнь
689,bald::ADV,অস্পকালমধ্যে,вӓшке
690,bald::ADV,অস্পকালমধ্যে,выртышты
691,dann::ADV,তখন,пакыла
692,gestern::ADV,গতকাল,тенгечӹ
693,einst::ADV,একবার মাত্র,икӓнӓ
694,damals::ADV,তখন,тӹнӓм
695,danach::ADV,পরে,пакыла
696,vorher::ADV,আগে,перви
697,zuerst::ADV,আগে,андак
698,einmal::ADV,একবার,гӓнӓк
699,einmal::ADV,একবার,гӓнӓ
700,manchmal::ADV,কখনও কখনও,кынамжы
701,oft::ADV,ঘনঘন,чӹчкӹдӹн
702,immer::ADV,সর্বদা,со
703,immer::ADV,সর্বদা,соок
704,niemals::ADV,কখলও নহে,нинам
705,niemals::ADV,কখলও নহে,нигынам
706,niemals::ADV,কখলও নহে,нигынамат
707,hier::ADV,এখানে,тиштӹ
708,hierhin::ADV,এখানে,тишкӹ
709,von hier::ADV,ত্রই স্তান হইতে,тишец
710,von hier::ADV,ত্রই স্তান হইতে,тишецӹн
711,dort::ADV,ওখানে,тӹштӹ
712,dorthin::ADV,ওখানে,тӹшкӹ
713,dorthin::ADV,ওখানে,тӹшкӹлӓ
714,geradeaus::ADV,অগ্রগামী,вик
715,geradeaus::ADV,অগ্রগামী,тура
716,vorwärts::ADV,সন্মুখিকে,анзыкы
717,rückwärts::ADV,খিরিয়া,мӹнгеш
718,zurück::ADV,পিঠ,мӹнгеш
719,unten::ADV,নীচে,ӱлнӹ
720,unten::ADV,নীচে,лӹвӓлнӹ
721,hinab::ADV,নিম্নগামী,ӱлӹкӹ
722,hinab::ADV,নিম্নগামী,лӹвӓкӹ
723,oben::ADV,উপরে,вӹлнӹ
724,hinauf::ADV,উচ্চতর অংশে,кӱшкӹлӓ
725,hinauf::ADV,উচ্চতর অংশে,кӱш
726,überall::ADV,সর্বত্র,йӹлт
727,überall::ADV,সর্বত্র,цилӓ вӓре
728,nicht::ADV,না,уке
729,ein wenig::ADV,অল্প,изиш
730,ein wenig::ADV,অল্প,иклаштык
731,kaum::ADV,কষ্টসহকাবে,цылик
732,kaum::ADV,কষ্টসহকাবে,чучок-чучок
733,sehr::ADV,খুব,чоте
734,so::ADV,তত,тенге
735,so::ADV,তত,тенгелӓ
736,noch::ADV,এখন পর্যস্ত,мол
737,noch::ADV,এখন পর্যস্ত,моло
738,nur::ADV,শুধু,веле
739,schon::ADV,ইতঃপুর্বে,уже
740,schon::ADV,ইতঃপুর্বে,ӹнде
741,wieder::ADV,আবার,уэш
742,vergebens::ADV,বিফলে,зря
743,vergebens::ADV,বিফলে,ӹзрӓ
744,vergebens::ADV,বিফলে,ӹзӹрӓ
745,vor::PRP,সম্মুখে,анзыц
746,vor::PRP,সম্মুখে,анзыцын
747,hinter::PRP,পশ্চাতে,шайылан
748,hinter::PRP,পশ্চাতে,шайылный
749,unter::PRP,নীচে,лӹвӓкӹ
750,durch::PRP,দ্বারা,вашт
751,neben::PRP,কাছে,сага
752,zwischen::PRP,মধ্যে,лош
753,zwischen::PRP,মধ্যে,лошкы
754,wegen::PRP,জন্য,мычыц
755,dies::PRN,এটা,тидӹ
756,dies::PRN,এটা,ти
757,das::PRN,ওটা,тидӹ
758,das::PRN,ওটা,ти
759,alles::PRN,সব,цилӓ
760,ich::PRN,আমি,мый
761,du::PRN,তুমি,тӹнь
762,er::PRN,উনি,тӹдӹ
763,wir::PRN,আমরা,мӓ
764,ihr::PRN,তোমরা,вӓ
765,sie::PRN,তারা,нӹнӹ
766,was::FPRN,কি,ма
767,wer::FPRN,কে,кӱ
768,wo::FADV,কোথায়,кышан
769,wo::FADV,কোথায়,кыштакен
770,wohin::FADV,কোথায়,кышкы
771,wie::FADV,কেমন,кыце
772,warum::FADV,কেন,малын
773,wieviel::FNUM,কত,кынар
774,wieviel::FNUM,কত,кынары
775,wieviel::FNUM,কত,кынаркы
776,eins::NUM,অক,иктӹ
777,eins::NUM,অক,иктӹт
778,zwei::NUM,দুই,кок
779,zwei::NUM,দুই,кокты
780,drei::NUM,তিন,кым
781,drei::NUM,তিন,кымыт
782,vier::NUM,চার,нӹл
783,fünf::NUM,পাঁচ,вӹц
784,sechs::NUM,ছয়,куд
785,sechs::NUM,ছয়,кудытмозн
786,sieben::NUM,সাত,шӹм
787,sieben::NUM,সাত,шӹмӹт
788,acht::NUM,আট,кӓндӓкш
789,acht::NUM,আট,кӓндӓкшӹ
790,neun::NUM,নয়,ӹндекшшӱдӹ
791,zehn::NUM,দশ,лу
792,elf::NUM,এগারো,луатик
793,elf::NUM,এগারো,луатиктӹ
794,zwölf::NUM,দ্বাদশ,луаткок
795,zwölf::NUM,দ্বাদশ,луаткокты
796,zwanzig::NUM,বিশ,коклы
797,dreißig::NUM,ত্রিশ,кымлы
798,vierzig::NUM,চল্লিশ,нӹллӹ
799,fünfzig::NUM,পঞ্চাশ,вӹцлӹ
800,sechzig::NUM,ষাট,кудлу
801,siebzig::NUM,সত্তর,шӹмлу
802,achtzig::NUM,আশি,кӓндӓкшлу
803,neunzig::NUM,নব্বুই,ӹндекшлу
804,hundert::NUM,শত,шӱдӹ
805,tausend::NUM,হাজার,тӹжем
806,und::CNJ,আর,дöн
807,und::CNJ,এবং,дöн
808,oder::CNJ,বা,льывы
809,stehen::V,দাঁড়ানো,шалшаг
810,sitzen::V,বসা,шӹнзӓш
811,liegen::V,শোয়া,киӓш
812,hängen::V,ঝোলা,кечӓш
813,werden::V,হইয়া উঠা,шагалаш
814,passieren::V,ঘটা,ӹштӓ́лтӓш
815,beginnen::V,আরম্ভ হওয়া,тӹнгӓлӓлтӓш
816,enden::V,শেষ হওয়া,пӹтӓш
817,wechseln::V,রূপাস্তর করা,весемӓш
818,wechseln::V,রূপাস্তর করা,весемӓлтӓш
819,aufgehen[Sonne]::V,উদিত হওয়া,авараш
820,untergehen[Sonne]::V,অস্ত যাওয়া,шӹ́нзӓш
821,scheinen[Sonne]::V,আলো দেওয়া,сотемдӓрӓш
822,donnern::V,বজ্রধ্বনি করা,хӹдӹртӓш
823,wehen::V,প্রবাহিত হওয়া,ӹфӹлӓш
824,strömen::V,প্রবাহিত হওয়া,йогащ
825,fließen::V,ছুটা,йогащ
826,sich drehen::V,পাক খাওয়া,пöрдӓш
827,schwanken::V,দোলা,лыпшалташ
828,schwingen::V,দোলা,кӓчӓйӓш
829,fallen::V,পড়া,кенвазаш
830,fallen::V,পড়া,шынгалташ
831,brennen::V,সেঁকা,йылаш
832,rauchen::V,ধোঁয়া ছড়ান,шыпшаш
833,regnen::V,বর্ষণ_করা,юраш
834,gefrieren::V,হিমায়িত হওয়া,гӓш
835,gefrieren::V,হিমায়িত হওয়া,кӹлмаш
836,tauen::V,গলা,шылаш
837,schmelzen::V,গলা,шӹрӓнӓш
838,trocknen::V,শুষ্ক করা,кошкаш
839,sieden::V,ফোঁড়া,шолаш
840,faulen::V,ক্ষয় হওয়া,шӱӓш
841,verfaulen::V,ক্ষয় হওয়া ,йӓнгӓрӓлтӓш
842,reißen::V,ছিঁড়া,кышкедӓлтӓш
843,versinken::V,ডুবা,ва́лаш
844,vergehen::V,যাওয়া,эртӓш
845,erscheinen::V,আসা,каяш
846,verschwinden::V,অদৃশ্য হওয়া,ямаш
847,sinken::V,হ্রাস হওয়া,пычаш
848,abnehmen::V,হ্রাস হওয়া,чӹдемӓш
849,abnehmen::V,হ্রাস হওয়া,кöтӹргӓш
850,zunehmen::V,বৃদ্ধি পাওয়া,когоэмӓш
851,steigen::V,ওঠা,лӱлта́лташ
852,wachsen::V,বড় হওয়া,кушкаш
853,glänzen::V,জ্বলা,йӹлгӹжӓш
854,funkeln::V,জ্বল্জ্বল করা,валгалташ
855,läuten::V,রুসুঝুসু করা,цоргаш
856,klingeln::V,বাজা,цоргаш
857,klirren::V,টুংটাং-শব্দ করা,цонгырталгаш
858,brausen::V,গর্জন করা,ышдымыла́наш
859,rauschen::V,মর্মরধ্বনি করা,шу́жгаш
860,klingen::V,শব্দ করা,йо́нгаш
861,bellen::V,ঘেউ ঘেউ করা,опташ
862,heulen::V,গর্জন করা,урмыжаш
863,blasen::V,ফুঁ দেওয়া,ӹфӹлӓш
864,pfeifen::V,শিস্ দেওয়া,ши́шкаш
865,schreien::V,চিৎকার করা,уташ
866,schreien::V,চিৎকার করা,саслаш
867,schreien::V,চিৎকার করা,варгынзаш
868,stöhnen::V,গোঁ-গো করা,ӹнгӹрӓш
869,zittern::V,কাঁপা,цӹтӹрӓш
870,leben::V,বাঁচা,ӹлӓш
871,geboren werden::V,জন্মানো,шачаш
872,atmen::V,শ্বাস ফেলা,шӱлӓш
873,trinken::V,পান করা,йӱӓш
874,essen::V,ভক্ষণ করা,качкаш
875,schlucken::V,গেলা,нелӓш
876,müde werden::V,পরিশ্রান্ত হওয়া,янгылаш
877,einschlafen::V,নিদ্রামগ্ন হওয়া,амален кеӓш
878,schlafen::V,নিদ্রা যাওয়া,амалаш
879,aufwachen::V,জাগা,понгыжалташ
880,aufstehen::V,জাগা,кӹньӹл шагалаш
881,sich erholen::V,আরাম করা,кӓнаш
882,krank werden::V,অসুস্থ হত্তয়া,церлӓнен вазаш
883,krank sein::V,রূগ্ণ হত্তয়া,церлӓнӓш
884,krank sein::V,রূগ্ণ হত্তয়া,ясланаш
885,krank sein::V,রূগ্ণ হত্তয়া,ясыланаш
886,schmerzen::V,কন্কন করা,каршташ
887,husten::V,কাশা,кахыраш
888,genesen::V,আরোগ্য হওয়া,паремӓш
889,genesen::V,আরোগ্য হওয়া,тöрлӓнӓш
890,sterben::V,মারা যাওয়া,вазын колаш
891,umkommen::V,মারা যাওয়া,пӹтӓш
892,sich bewegen::V,চলা,кашташ
893,sich rühren::V,নড়া,тӓрвӓнӓш
894,sich erheben::V,উদিত হওয়া,кӹньӹлӓш
895,sich setzen::V,বসা,шӹнзӓш
896,hinfallen::V,পড়া,кенвазаш
897,hinfallen::V,পড়া,шынгалташ
898,laufen::V,হাঁটা,кашташ
899,schreiten::V,হাঁটা,ашкедӓш
900,spazierengehen::V,পায়চারি করা,мадын кашташ
901,eilen::V,ত্বরাম্বিত করা,вӓшкӓш
902,sich beeilen::V,ত্বরাম্বিত করা,вӓшкӓш
903,sich beeilen::V,ত্বরাম্বিত করা,талашаш
904,sausen::V,ধেয়ে যাওয়া,хойхаланаш
905,sausen::V,ধেয়ে যাওয়া,хояш
906,rennen::V,চলা,кыргыжаш
907,springen::V,লাফানো,тӹршештӓш
908,klettern::V,আরোহণ করা,ку́заш
909,schaukeln::V,দোলা,лыпшалташ
910,kriechen::V,হামাগুড়ি দেওয়া,авалянаш
911,kriechen::V,হামাগুড়ি দেওয়া,ньыжиклӓш
912,schwimmen::V,সাঁতার কাটা,илӓш
913,tauchen::V,ডোবা,цымаш
914,rudern::V,দাঁড় টানা,шуалташ
915,fahren::V,চালান,кеӓш
916,fliegen::V,ওড়া,чонгештӓш
917,gehen::V,যাওয়া,кеӓш
918,weggehen::V,প্রস্থান করা,кеӓш
919,abfahren::V,প্রস্থান করা,кеӓш
920,anhalten::V,থামা,цӓрнӓш
921,hineingehen::V,ঢোকা,пыраш
922,eintreten::V,ঢোকা,пыраш
923,kommen::V,আসা,толаш
924,ankommen::V,আসা,шоаш
925,zurückkommen::V,ফিরা,пöртӹлӓш
926,bleiben::V,থাকা,кодаш
927,warten::V,অপেক্ষা করা,вычаш
928,erwarten::V,অপেক্ষা করা,вычаш
929,suchen::V,খোঁজ করা,кӹчӓлӓш
930,finden::V,পাওয়া,моаш
931,versuchen::V,পরখ করা,путаяш
932,versuchen::V,পরখ করা,цацаш
933,vorbereiten::V,প্রস্তুত করা,поспейӹктӓш
934,lieben::V,ভালবাসা,яраташ
935,mögen::V,পছন্দ করা,яраташ
936,lachen::V,হাসা,ваштылаш
937,rühren::V,হৃদয়ম্পর্শ করা,тӓрвӓтӓш
938,weinen::V,কাঁদা,мӓгӹрӓш
939,schimpfen::V,নালিশ করা,свырседӓлӓш
940,sich ärgern::V,রাগ হত্তয়া,шӹдешкӓш
941,sich fürchten::V,ভয় করা,лӱдӓш
942,fürchten::V,ডরা,лӱдӓш
943,fliehen::V,পালানো,кыргыжаш
944,flüchten::V,পালানো,кыргыж шӹлӓш
945,sehen::V,দেখা,ужаш
946,anschauen::V,দেখা,анжалаш
947,ansehen::V,দেখা,анжаш
948,hören::V,শোনা,колаш
949,zuhören::V,শোনা,колышташ
950,probieren::V,পরখ করা,тотештӓш
951,probieren::V,পরখ করা,подыл анжаш
952,riechen::V,শুঁকা,ӱпшӹнзӓш
953,fühlen::V,অনুভব করা,шижӓш
954,scheinen::V,মনে হত্তয়া,каяш
955,zu sehen sein::V,দেখা দেত্তয়া,каяш
956,vernehmen::V,শোনা,колын колташ
957,frieren::V,শীত লাগা,кӹлмаш
958,frieren::V,শীত লাগা,тӹнгӹргӓш
959,tun::V,করা,ӹштӓш
960,können::V,পারা,кердӓш
961,wollen::V,ইচ্ছা করা,жалаяш
962,anfangen::V,আরম্ভ করা,тӹнгӓлӓш
963,beenden::V,শেষ করা,пӹтӓрӓш
964,aufhören::V,থামা,цӓрнӓш
965,gelingen::V,সিদ্ধিলাভ করা,цӓш лиӓш
966,geraten::V,পরিণত হত্তয়া,лиӓш
967,öffnen::V,খোলা,пачаш
968,schließen::V,বন্ধ করা,чӱчӓш
969,stellen::V,স্থাপন করা,шӹндӓш
970,setzen::V,স্থাপন করা,шӹндӓш
971,legen::V,স্থাপন করা,опташ
972,legen::V,স্থাপন করা,пиштӓш
973,berühren::V,স্পর্শ করা,тӹкӓлӓш
974,verbinden::V,সংযুক্ত করা,пидӓш
975,bedecken::V,ঢাকা,леведӓш
976,aufhängen::V,ঝুলানো,сӓкӓш
977,anzünden::V,জ্বালান,чӱктӓш
978,aufheben::V,কুড়াইয়া তোলা,кузыкташ
979,zurücklassen::V,পরিত্যাগ করা,кодаш
980,verlieren::V,হারান,ямдаш
981,fallen lassen::V,ফেলা,кенвацтараш
982,machen::V,গঠন করা,ӹштӓш
983,herstellen::V,সৃষ্টি করা,йӓмдӹлӓш
984,bauen::V,নির্মাণ করা,ӹштӓш
985,reparieren::V,মেরামত করা,чиняш
986,reparieren::V,মেরামত করা,алалаш
987,verbessern::V,উন্নতিলাভ করা,яжоэмден шӹндӓш
988,ändern::V,পরিবর্তিত করা,вашталташ
989,graben::V,খনন করা,капаяш
990,beugen::V,নোয়া,лывырташ
991,beugen::V,নোয়া,каклярташ
992,biegen::V,নোয়া,лывырташ
993,drehen::V,ঘোরান,сӓрӓш
994,drehen::V,ঘোরান,сӓрӹкӓлӓш
995,wenden::V,উলটাইয়া দেত্তয়া,сӓрӓлӓш
996,umdrehen::V,উলটানো,сӓрӓлӓш
997,heben::V,উত্তোলন করা,лӱктӓш
998,hochheben::V,উঁচু করা,кузыкташ
999,ergreifen::V,দখল করা,хватяш
1000,halten::V,ধরা,кычаш
1001,drücken::V,টেপা,темдӓш
1002,schieben::V,ঠেলা,шӹкӓш
1003,kratzen::V,চাঁচা,нӹжӓш
1004,lecken::V,চাটা,нылаш
1005,beißen::V,দংশন করা,пыралаш
1006,abreißen::V,বিচ্ছিন্ন করা,кӹрӓш
1007,abreißen::V,বিচ্ছিন্ন করা,кышкед нӓлӓш
1008,abschneiden::V,বিচ্ছিন্ন করা,шулаш
1009,abschneiden::V,বিচ্ছিন্ন করা,лаштыклаш
1010,binden::V,বন্ধন করা,пидӓш
1011,stecken::V,বিদ্ধ করা,шыралаш
1012,brechen::V,ভাঙা,тодылаш
1013,brechen::V,ভাঙা,пыдырташ
1014,klopfen::V,আঘাত করা,рушткаш
1015,hauen::V,আঘাত করা,шелӹштӓш
1016,kleben::V,সাঁটা,клейӓш
1017,reiben::V,ঘষা,нӹжӓш
1018,streichen::V,ছড়াইয়া,шӹрӓш
1019,schleifen::V,ধার দেওয়া,шымаш
1020,schneiden::V,কাটা,пӹчкӓш
1021,rütteln::V,নাড়ান,мыльгыкташ
1022,schütteln::V,নড়া,цӹтӹртӓш
1023,schütteln::V,নড়া,мыльгыкташ
1024,schwenken::V,দোলা,машыяш
1025,schütten::V,বর্ষণ করা,опталаш
1026,füllen::V,পরিপূর্ণ করা,темӓш
1027,einwickeln::V,মুড়া,пӹтӹрӓ́лӓш
1028,tragen::V,বহন করা,намалаш
1029,schleppen::V,টানা,шӹдӹрӓш
1030,ziehen::V,টানা,шыпшаш
1031,aufbewahren::V,রাখা,перегӓш
1032,werfen::V,ছুড়া,кӹшкӓш
1033,fangen::V,লোফা,кычаш
1034,packen::V,ধরা,хватяш
1035,verstecken::V,গোপন করা,шӹлтӓш
1036,teilen::V,বিভক্ত করা,пайылаш
1037,schicken::V,প্রেরণ করা,колташ
1038,bringen::V,আনা,кандаш
1039,hinzufügen::V,একত্র করা,
1040,bekommen::V,পাওয়া,лыкташ
1041,erhalten::V,পাওয়া,получаяш
1042,nehmen::V,নেওয়া,налаш
1043,wählen::V,বাছা,айыраш
1044,auswählen::V,বাছা,айыраш
1045,bewahren::V,বাঁচাইয়া রাখা,перегӓш
1046,behindern::V,বাধা দেওয়া,мешӓйӓш
1047,verderben::V,নষ্ট করা,портяш
1048,beschädigen::V,ক্ষতি করা,шушырташ
1049,zerbrechen::V,ভাঙ্গিয়া যাওয়া,пыдырташ
1050,zerreißen::V,ছিঁড়া,кӹрӓш
1051,zerstören::V,বিনাশ করা,шӓлӓтӓш
1052,verbrennen::V,দহন করা,йылаташ
1053,verbrennen::V,দহন করা,йылалташ
1054,geben::V,দেওয়া,пуаш
1055,reichen::V,দেওয়া,пуаш
1056,schenken::V,উপহার দেত্তয়া,подараш
1057,versprechen::V,প্রতিশ্রুতি দেওয়া,сöрӓш
1058,wünschen::V,আকাঙ্ক্ষা করা,жалаяш
1059,loben::V,প্রশংসা করা,хваляш
1060,küssen::V,চুম্বন করা,шышшалаш
1061,wiegen::V,দুলানো,лӱнгӓлтӓш
1062,zudecken::V,ঢাকা,пиштӓш
1063,wecken::V,জাগানো,понгыжалтараш
1064,zeigen::V,দেখানো,анжыкташ
1065,führen::V,পথ দেখানো,видӓш
1066,lehren::V,শেখানো,тымдаш
1067,unterrichten::V,শিক্ষা দেওয়া,тымдаш
1068,aufziehen::V,পালন করা,кушташ
1069,leiten::V,পরিচালনা করা,видӓш
1070,leiten::V,পরিচালনা করা,вуйлаташ
1071,leiten::V,পরিচালনা করা,вуйлалташ
1072,antreiben::V,চালনা করা,талаштараш
1073,lassen::V,অনুমতি দেওয়া,-ыкт
1074,einladen::V,নিমন্ত্রণ করা,ӱжӓш
1075,vereinigen::V,এক করা,иктештӓш
1076,besuchen::V,দেখিতে যাওয়া,толаш
1077,treffen::V,সন্মুখীন হওয়া,вӓшлиӓш
1078,treffen::V,সন্মুখীন হওয়া,вӓшлиӓлтӓш
1079,sich versammeln::V,জড়ো হওয়া,цымыргаш
1080,spielen::V,খেলা,мадаш
1081,singen::V,গাওয়া,мыраш
1082,tanzen::V,নাচা,кушташ
1083,sich trennen::V,পৃথক করা,айырлаш
1084,verlassen::V,পরিত্যাগ করা,шуаш
1085,retten::V,উদ্ধার করা,ытараш
1086,bewachen::V,পাহারা দেওয়া,оролаш
1087,schützen::V,রক্ষা করা,перегӓш
1088,verteidigen::V,রক্ষা করা,перегӓш
1089,sich schlagen::V,লড়াই করা,шидӓлӓш
1090,sich schlagen::V,লড়াই করা,шиэдӓлӓш
1091,schießen::V,তীরবেগে ছোটা,лӱӓш
1092,siegen::V,জেতা,сӹнгӓш
1093,ärgern::V,বিরক্ত করা,шӹдештӓрӓш
1094,schlagen::V,আঘাত করা,пӓрен колташ
1095,schlagen::V,আঘাত করা,хӹрӹктен колташ
1096,treten::V,লাথি মারা,чымаш
1097,stechen::V,দংশন করা,пышкылаш
1098,stoßen::V,ঠেলা,шыркедӓш
1099,stehlen::V,অপহরণ করা,шолышт толаш
1100,stören::V,ঘাঁটান,ӓрештӹлӓш
1101,belästigen::V,বিরক্ত করা,кӓньӹсӹрлӓндӓрӓш
1102,belästigen::V,বিরক্ত করা,шытырланыкташ
1103,verbergen::V,গোপন করা,шӹлтӓш
1104,täuschen::V,প্রবঞ্চনা করা,алталаш
1105,täuschen::V,প্রবঞ্চনা করা,аталаш
1106,betrügen::V,প্রতারণা করা,мошеньӹчӓйӓш
1107,töten::V,হত্যা করা,пуштын шуаш
1108,wohnen::V,বাস করা,ӹлӓш
1109,arbeiten::V,কাজ করা,пӓшӓлӓш
1110,arbeiten::V,কাজ করা,ровотаяш
1111,sammeln::V,সংগ্রহ করা,погаш
1112,pflücken::V,চয়ন করা,кӹрӓш
1113,jagen::V,শিকার করা,охотничӓйӓш
1114,fischen::V,মাছ ধরা,кол кычаш
1115,fassen::V,ধরা,кычаш
1116,hüten::V,যুথভুক্ত করা,кӹтӓш
1117,treiben::V,চালনা করা,шуруяш
1118,anbinden::V,বন্ধন করা,ялшташ
1119,anbinden::V,বন্ধন করা,ялышташ
1120,füttern::V,ভোজন করানো,пукшаш
1121,melken::V,দুগ্ধ দোহন করা,шыпшылаш
1122,hacken::V,কাটা,роаш
1123,gießen::V,বর্ষণ করা,шӓвӓш
1124,reifen::V,পাকা,кӱӓш
1125,reifen::V,পাকা,поспейӓш
1126,zubereiten::V,রন্ধন করা,йӓмдӹлӓш
1127,kochen::V,রন্ধন করা,шолташ
1128,backen::V,সেকা,кӱктӓш
1129,braten::V,ভাজা,жӓрӓш
1130,umrühren::V,নড়ানো,намалаш
1131,stricken::V,বোনা,пидӓш
1132,nähen::V,সেলাই করা,ыргаш
1133,färben::V,রঞ্জিত করা,пидӓш
1134,reinigen::V,পরিষ্কার করা,чиӓлтӓш
1135,waschen::V,পরিষ্কার করা,мышкаш
1136,abwischen::V,মুছা,ӹштӓш
1137,spülen::V,পরিষ্কার করা,шӱӓлтӓш
1138,fegen::V,ঝাঁট দেওয়া,ӹштӓш
1139,kehren::V,ঝাঁট দেওয়া,ӹштӓш
1140,baden::V,অবগাহন করা,нӱштӹлӓш
1141,sich waschen::V,ধোয়া,мышкылташ
1142,ausziehen::V,খুলা,кыдашаш
1143,anziehen::V,গায়ে দেত্তয়া,чиӓш
1144,sich anziehen::V,পোশাক পরা,чиӓш
1145,kämmen::V,আঁচড়ানো,шерӓш
1146,schmücken::V,সাজান করা,цеверемдӓш
1147,sagen::V,উচ্চারণ করা,манаш
1148,sagen::V,উচ্চারণ করা,келесӓш
1149,sprechen::V,বলা,манаш
1150,reden::V,আলাপ করা,шайышташ
1151,sich unterhalten::V,আড্ডা দেওয়া,хытыраш
1152,sich unterhalten::V,আড্ডা দেওয়া,хытыргаш
1153,fragen::V,জিজ্ঞাসা করা,ядаш
1154,bitten::V,প্রার্থনা করা,ядаш
1155,erzählen::V,বর্ণনা করা,келесӓш
1156,mitteilen::V,বলা,попаш
1157,mitteilen::V,বলা,увертӓш
1158,mitteilen::V,বলা,увертӓрӓш
1159,nennen::V,নাম দেওয়া,лӹмдӓш
1160,rufen::V,আমন্ত্রণ করা,ӱжӓш
1161,prahlen::V,বড়াই করা,хайзаш
1162,prahlen::V,বড়াই করা,шаргаланаш
1163,übersetzen::V,ভাষাস্তরিত করা,вашташ
1164,denken::V,ভাবা,машанаш
1165,glauben::V,বিশ্বাস করা,ӹнянӓш
1166,bemerken::V,লক্ষ্য করা,цаклаш
1167,erkennen::V,চিনিতে পারা,пӓлӓш
1168,begreifen::V,উপলব্ধি করা,ынгылаш
1169,verstehen::V,উপলব্ধি করা,ынгылаш
1170,lernen::V,শেখা,тыменяш
1171,wissen::V,জানা,пӓлӓш
1172,sich erinnern an::V,মনে করা,ышештӓрӓш
1173,vergessen::V,বিস্মৃত হওয়া,монден кодаш
1174,messen::V,মাপা,висӓш
1175,zählen::V,গণনা করা,шотаяш
1176,rechnen::V,হিসাব করা,шотаяш
1177,lesen::V,পাঠ করা,лыдаш
1178,malen::V,আঁকা,рисуяш
1179,zeichnen::V,ছকা,ыдырка́лаш
1180,schreiben::V,লেখা,вазаш
1181,besitzen::V,অধিকার করা,кы́чаш
1182,kaufen::V,ক্রয় করা,нӓлӓш
1183,verkaufen::V,বেচা,выжалаш
1184,bezahlen::V,প্রদান করা,тӱлӓш
1185,zahlen::V,প্রদান করা,тӱлӓш
1186,beherrschen::V,শাসন করা,кы́чаш
1187,ertragen::V,বহন করা,цӹтӓш
1188,lärmen::V,,юкланаш
