,Concept_ID,ba,fi
762,damals::ADV,ул саҡта,siihen aikaan
763,danach::ADV,һуңынан,sen jälkeen
764,vorher::ADV,элек,ennen
765,zuerst::ADV,башта,ensin
766,zuerst::ADV,башта,ensiksi
767,einmal::ADV,бер,kerran
768,manchmal::ADV,ҡайһы берҙә,joskus
769,oft::ADV,йыш,usein
770,immer::ADV,һәр ҡасан,aina
771,niemals::ADV,бер ҡасан да,ei koskaan
772,niemals::ADV,бер ваҡытта ла,ei koskaan
773,hier::ADV,бында,tässä
774,hier::ADV,бында,täällä
775,hierhin::ADV,бында,tähän
776,von hier::ADV,бынан,tästä
777,von hier::ADV,бынан,täältä
778,von hier::ADV,ошонан,tästä
779,von hier::ADV,ошонан,täältä
780,dort::ADV,шунда,siinä
781,dort::ADV,шунда,siellä
782,dort::ADV,тегендә,siinä
783,dort::ADV,тегендә,siellä
784,dorthin::ADV,шунда,sinne
785,dorthin::ADV,шунда,tuonne
786,dorthin::ADV,тегеләй,sinne
787,dorthin::ADV,тегеләй,tuonne
788,geradeaus::ADV,тура,suoraan
789,vorwärts::ADV,алға,eteenpäin
790,rückwärts::ADV,кирегә,taaksepäin
791,zurück::ADV,кирегә,takaisin
792,unten::ADV,түбәндә,alhaalla
793,hinab::ADV,түбәнгә,alas
794,oben::ADV,юғарыла,ylhäällä
795,hinauf::ADV,юғарыға,ylös
796,überall::ADV,бөтә урында,kaikkialla
797,nicht::ADV,тугел,ei
798,ein wenig::ADV,аҙ,vähän
799,kaum::ADV,көскә,tuskin
800,kaum::ADV,саҡ-саҡ,tuskin
801,sehr::ADV,ифат,kovin
802,sehr::ADV,ифат,oikein
803,so::ADV,шулай,näin
804,noch::ADV,йәнә,vielä
805,nur::ADV,бары,vain
806,nur::ADV,бары,ainoastaan
807,schon::ADV,инде,jo
808,wieder::ADV,тағы,taas
809,wieder::ADV,тағы,jälleen
810,vergebens::ADV,бушҡа,turhaan
811,vor::PRP,алдында,edessä
812,hinter::PRP,артында,takana
813,unter::PRP,аҫтында,alla
814,durch::PRP,үтә,läpi
815,durch::PRP,үтә,kautta
816,neben::PRP,эргәһендә,vieressä
817,zwischen::PRP,араһында,välillä
818,wegen::PRP,өсөн,takia
819,wegen::PRP,өсөн,vuoksi
820,wegen::PRP,сәбәпле,takia
821,wegen::PRP,сәбәпле,vuoksi
822,dies::PRN,был,tämä
823,dies::PRN,ошо,tämä
824,das::PRN,ул,se
825,alles::PRN,бөтә,kaikki
826,ich::PRN,мин,minä
827,du::PRN,һин,sinä
828,er::PRN,ул,hän
829,wir::PRN,беҙ,me
830,ihr::PRN,һеҙ,te
831,sie::PRN,улар,he
832,was::FPRN,ә,mikä
833,was::FPRN,ни,mikä
834,was::FPRN,нәмә,mikä
835,wer::FPRN,ҡем,ken
836,wer::FPRN,ҡем,kuka
837,wo::FADV,ҡайҙа,missä
838,wohin::FADV,ҡайҙа,mihin
839,wie::FADV,инидәй,miten
840,wie::FADV,инидәй,kuinka
841,warum::FADV,ин өсөн,miksi
842,wieviel::FNUM,күпме,paljonko
843,wieviel::FNUM,күпме,kuinka paljon
844,eins::NUM,бер,yksi
845,zwei::NUM,ике,kaksi
846,zwei::NUM,икәү,kaksi
847,drei::NUM,өс,kolme
848,vier::NUM,дүрт,neljä
849,fünf::NUM,биш,viisi
850,sechs::NUM,алты,kuusi
851,sieben::NUM,ете,seitsemän
852,acht::NUM,һигеҙ,kahdeksan
853,neun::NUM,туғыҙ,yhdeksän
854,zehn::NUM,ун,kymmenen
855,elf::NUM,ун бер,yksitoista
856,zwölf::NUM,ун ике,kaksitoista
857,zwanzig::NUM,егерме,kaksikymmentä
858,dreißig::NUM,утыҙ,kolmekymmentä
859,vierzig::NUM,ҡырҡ,neljäkymmentä
860,fünfzig::NUM,илле,viisikymmentä
861,sechzig::NUM,алтмыш,kuusikymmentä
862,siebzig::NUM,етмеш,seitsemänkymmentä
863,achtzig::NUM,һикһән,kahdeksankymmentä
864,neunzig::NUM,туҡһан,yhdeksänkymmentä
865,hundert::NUM,йөҙ,sata
866,tausend::NUM,мең,tuhat
867,und::CNJ,да,ja
868,oder::CNJ,йәки,tai
869,stehen::V,тороу,seisoa
870,sitzen::V,ултырыу,istua
871,liegen::V,ятыу,maata
872,hängen::V,аҫылынып тороу,riippua
873,werden::V,булыу,tulla
874,werden::V,булыу,joutua
875,passieren::V,булыу,sattua
876,passieren::V,булыу,tapahtua
877,beginnen::V,башлау,alkaa
878,enden::V,бөтөү,loppua
879,enden::V,бөтөү,päättyä
880,enden::V,тамамланыү,loppua
881,enden::V,тамамланыү,päättyä
882,wechseln::V,үҙгәреү,vaihtua
883,wechseln::V,үҙгәреү,vaihdella
884,aufgehen[Sonne]::V,ҡалҡыу,nousta
885,untergehen[Sonne]::V,байыу,laskea
886,scheinen[Sonne]::V,яҡтыртып тороу,paistaa
887,donnern::V,күкрәү,jyristä
888,wehen::V,иҫеү,tuulla
889,wehen::V,иҫеү,puhaltaa
890,strömen::V,ташыу,virrata
891,fließen::V,ағыу,valua
892,fließen::V,ағыу,juosta
893,sich drehen::V,әйләнеү,pyöriä
894,schwanken::V,тирбәлеү,horjua
895,schwingen::V,бәүетеү,heilua
896,schwingen::V,бәүетеү,värähdellä
897,fallen::V,йығылыу,pudota
898,fallen::V,йығылыу,langeta
899,brennen::V,яныу,palaa
900,rauchen::V,төтәү,savuta
901,regnen::V,ямғыр яуа,sataa
902,gefrieren::V,туңыү,jäätyä
903,tauen::V,иреү,sulaa
904,schmelzen::V,иреү,sulaa
905,trocknen::V,кибеү,kuivua
906,sieden::V,ҡайнау,kiehua
907,faulen::V,сереу,mädätä
908,verfaulen::V,сереу,mädätä
909,verfaulen::V,сереу,mädäntyä
910,reißen::V,өҙөү,revetä
911,reißen::V,йыртылыу,revetä
912,versinken::V,батыу,upota
913,versinken::V,батыу,vajota
914,vergehen::V,үтеү,kulua
915,erscheinen::V,килеп сығыу,ilmestyä
916,verschwinden::V,юғалыу,kadota
917,sinken::V,түбәнәйеү,vajota
918,abnehmen::V,кәметеү,vähetä
919,zunehmen::V,артыу,kasvaa
920,zunehmen::V,артыу,lisääntyä
921,steigen::V,күтәрелеү,nousta
922,wachsen::V,үҫеү,kasvaa
923,glänzen::V,ялтырау,kiiltää
924,funkeln::V,баҙлау,kipinöidä
925,lärmen::V,шаулау,meluta
926,läuten::V,ҡағыу,soida
927,klingeln::V,ҡағыу,soida
928,klingeln::V,шылтыратыу,soida
929,klirren::V,шылтыратыу,kalista
930,brausen::V,ҡотороноу,kohista
931,rauschen::V,шыптырлау,kohista
932,klingen::V,яңғырау,soida
933,bellen::V,өрөү,haukkua
934,heulen::V,олоу,ulvoa
935,blasen::V,өрөү,puhaltaa
936,pfeifen::V,һызғырып ебәреү,viheltää
937,schreien::V,ҡысҡырыу,kirkua
938,stöhnen::V,уңғырашыу,voihkia
939,zittern::V,ҡалтырау,vapista
940,leben::V,йәшәү,elää
941,geboren werden::V,тыуыу,syntyä
942,atmen::V,тын алыү,hengittää
943,trinken::V,эсеү,juoda
944,essen::V,ашау,syödä
945,schlucken::V,йотоу,niellä
946,müde werden::V,арыу,uupua
947,einschlafen::V,йоҡлап китеү,uinahtaa
948,schlafen::V,йоҡлау,maata
949,schlafen::V,йоҡлау,nukkua
950,aufwachen::V,уяныу,herätä
951,aufstehen::V,тороу,nousta
952,aufstehen::V,тороу,nousta ylös
953,sich erholen::V,ял итеү,levätä
954,krank werden::V,сирләү,sairastua
955,krank sein::V,сирләү,potea
956,krank sein::V,сирләү,sairastaa
957,schmerzen::V,ауыртыу,särkeä
958,schmerzen::V,ауыртыу,kivistää
959,husten::V,йүтәлләү,yskiä
960,genesen::V,һауығыу,toipua
961,sterben::V,үлеү,kuolla
962,umkommen::V,һәләк булыу,saada surmansa
963,umkommen::V,һәләк булыу,kuolla
964,sich bewegen::V,хәрәкәт итеү,liikkua
965,sich rühren::V,ҡуҙғалыу,liikahtaa
966,sich erheben::V,тороу,nousta
967,sich setzen::V,ултырыу,istuutua
968,hinfallen::V,ҡолау,kaatua
969,laufen::V,йөрөү,kävellä
970,schreiten::V,атлау,astua
971,schreiten::V,атлау,astella
972,spazierengehen::V,ял итеп йороү,kävellä
973,eilen::V,ашығыу,kiirehtiä
974,eilen::V,ҡабаланыу,kiirehtiä
975,sich beeilen::V,ашығыу,kiirehtiä
976,sich beeilen::V,ашығыу,olla kiireissään
977,sich beeilen::V,ҡабаланыу,kiirehtiä
978,sich beeilen::V,ҡабаланыу,olla kiireissään
979,sausen::V,елеү,rynnätä
980,sausen::V,елеү,viilettää
981,rennen::V,йүгеп йөрөү,juosta
982,springen::V,һикереү,hypätä
983,klettern::V,үрмәләү,kiivetä
984,klettern::V,үрмәләп менеү,kiivetä
985,schaukeln::V,сайҡалыу,kiikkua
986,kriechen::V,шыуышыу,ryömiä
987,schwimmen::V,йоҙөү,uida
988,tauchen::V,сумыу,sukeltaa
989,rudern::V,ишеү,soutaa
990,fahren::V,йөрөү,ajaa
991,fahren::V,йөрөү,kulkea
992,fliegen::V,осоу,lentää
993,gehen::V,барыу,käydä
994,weggehen::V,китеү,lähteä
995,weggehen::V,китеү,poistua
996,abfahren::V,сығыу,lähteä
997,anhalten::V,тукталыу,pysähtyä
998,anhalten::V,тукталыу,seisahtua
999,hineingehen::V,инеү,mennä sisään
1000,eintreten::V,инеү,astua sisään
1001,kommen::V,килеү,tulla
1002,ankommen::V,килеү,saapua
1003,zurückkommen::V,ҡайтыу,palata
1004,bleiben::V,ҡалыу,jäädä
1005,bleiben::V,ҡалыу,viipyä
1006,warten::V,көтөп тороу,odottaa
1007,erwarten::V,көтөү,odottaa
1008,suchen::V,эҙләү,etsiä
1009,finden::V,табыу,löytää
1010,versuchen::V,тырышып ҡарау,yrittää
1011,vorbereiten::V,әҙерләү,valmistaa
1012,lieben::V,яратыу,pitää
1013,lieben::V,яратыу,rakastaa
1014,mögen::V,һөйөү,pitää
1015,mögen::V,һөйөү,tykätä
1016,mögen::V,яратыу,pitää
1017,mögen::V,яратыу,tykätä
1018,lachen::V,көлөү,nauraa
1019,rühren::V,ҡағылыу,liikuttaa
1020,weinen::V,илау,itkeä
1021,schimpfen::V,һүгенеү,haukkua
1022,schimpfen::V,тиргәнеү,haukkua
1023,schimpfen::V,һуҡраныу,haukkua
1024,sich ärgern::V,асыуланыу,suuttua
1025,sich fürchten::V,ҡурҡыу,pelätä
1026,fürchten::V,ҡурҡыу,pelätä
1027,fliehen::V,ҡасыу,paeta
1028,flüchten::V,ҡасыу,paeta
1029,sehen::V,күреү,nähdä
1030,anschauen::V,ҡарау,katsoa
1031,ansehen::V,ҡарау,katsoa
1032,ansehen::V,тикшереү,katsoa
1033,hören::V,ишетеү,kuulla
1034,zuhören::V,тыңлау,kuunnella
1035,probieren::V,татыу,maistaa
1036,riechen::V,еҫкәү,haistaa
1037,fühlen::V,тойоу,tuntea
1038,scheinen::V,кеүек күренеү,tuntua
1039,scheinen::V,тойолоу,tuntua
1040,zu sehen sein::V,күренеү,näkyä
1041,vernehmen::V,ишетеү,kuulla
1042,frieren::V,туңыү,palella
1043,tun::V,яһау,tehdä
1044,tun::V,әшләү,tehdä
1045,können::V,алыу,osata
1046,können::V,мөмкин булыу,osata
1047,wollen::V,теләү,tahtoa
1048,anfangen::V,башлау,ruveta
1049,anfangen::V,башлау,aloittaa
1050,beenden::V,бөтөрөү,lopettaa
1051,beenden::V,тамамлау,lopettaa
1052,aufhören::V,туктау,loppua
1053,gelingen::V,уңышлы булыу,onnistua
1054,geraten::V,булып сығыу,sujua
1055,geraten::V,булып сығыу,joutua
1056,öffnen::V,асыу,avata
1057,öffnen::V,асыу,aukaista
1058,schließen::V,йомоу,sulkea
1059,stellen::V,ҡуйыу,panna
1060,stellen::V,ҡуйыу,asettaa
1061,setzen::V,урынлаштырыу,panna
1062,setzen::V,урынлаштырыу,istuttaa
1063,legen::V,һалыу,panna
1064,legen::V,һалыу,asettaa
1065,berühren::V,тейеү,koskea
1066,berühren::V,тейеү,koskettaa
1067,berühren::V,ҡағылыу,koskea
1068,berühren::V,ҡағылыу,koskettaa
1069,verbinden::V,ҡушыу,liittää
1070,verbinden::V,ҡушыу,yhdistää
1071,verbinden::V,бәйләү,liittää
1072,verbinden::V,бәйләү,yhdistää
1073,bedecken::V,ҡаплау,kattaa
1074,bedecken::V,ҡаплау,peittää
1075,aufhängen::V,элеү,ripustaa
1076,anzünden::V,тоҡандырыу,sytyttää
1077,aufheben::V,мендереү,ylös nostaa
1078,aufheben::V,мендереү,nostaa
1079,zurücklassen::V,ҡалдырыу,jättää
1080,verlieren::V,юғалтыу,kadottaa
1081,fallen lassen::V,төшөрөп ебәреү,pudottaa
1082,machen::V,яһау,tehdä
1083,machen::V,эшләү,tehdä
1084,herstellen::V,эшләп сығарыу,tuottaa
1085,herstellen::V,эшләп сығарыу,valmistaa
1086,bauen::V,төҙөү,rakentaa
1087,reparieren::V,төҙәтеү,korjata
1088,verbessern::V,яҡшыртыу,parantaa
1089,ändern::V,үҙгәртеү,muuttaa
1090,graben::V,ҡаҙыу,kaivaa
1091,beugen::V,бөгөү,taivuttaa
1092,biegen::V,бөгөү,taivuttaa
1093,drehen::V,өйрөлтөү,kääntää
1094,drehen::V,әйләндереү,kääntää
1095,wenden::V,әйләндереү,kääntää
1096,umdrehen::V,түңкәреү,kääntää
1097,heben::V,күтәреү,nostaa
1098,heben::V,күтәреү,kohottaa
1099,heben::V,мендереү,nostaa
1100,heben::V,мендереү,kohottaa
1101,hochheben::V,күтәреү,nostaa
1102,ergreifen::V,тотоп алыу,tarttua
1103,halten::V,тотоу,pitää
1104,drücken::V,ҡыҫыу,painaa
1105,drücken::V,ҡыҫыу,puristaa
1106,schieben::V,этеү,työntää
1107,schieben::V,төртөү,työntää
1108,kratzen::V,ҡырыу,raapia
1109,lecken::V,ялау,nuolla
1110,beißen::V,тешләү,purra
1111,abreißen::V,өҙөү,repiä
1112,abschneiden::V,ҡырҡыу,leikata poikki
1113,abschneiden::V,ҡырҡыу,leikata
1114,binden::V,бәйләү,sitoa
1115,stecken::V,ҡаҙау,pistää
1116,brechen::V,боҙоу,murtaa
1117,klopfen::V,шаҡылдау,koputtaa
1118,klopfen::V,шаҡылдау,kolkuttaa
1119,hauen::V,туҡмау,lyödä
1120,kleben::V,йәбештереү,liimata
1121,reiben::V,ыуыу,hieroa
1122,reiben::V,ыуыу,hangata
1123,reiben::V,ышҡыу,hieroa
1124,reiben::V,ышҡыу,hangata
1125,streichen::V,яғыу,sivellä
1126,schleifen::V,үткерләү,hioa
1127,schneiden::V,ҡырҡыу,leikata
1128,rütteln::V,һелкетеү,ravistaa
1129,schütteln::V,һелкетеү,pudistaa
1130,schwenken::V,болғау,heiluttaa
1131,schütten::V,ҡойоу,kaataa
1132,füllen::V,тултырыу,täyttää
1133,einwickeln::V,төрөү,kääriä
1134,tragen::V,алып барыу,kantaa
1135,schleppen::V,һөйрәү,raahata
1136,ziehen::V,тартыу,vetää
1137,aufbewahren::V,һаҡлау,säilyttää
1138,werfen::V,ырғытыу,viskata
1139,fangen::V,тотоу,napata
1140,fangen::V,тотоу,ottaa kiinni
1141,packen::V,етеү,tarttua
1142,packen::V,тотоп алыу,tarttua
1143,verstecken::V,йәшереү,kätkeä
1144,verstecken::V,йәшереү,piilottaa
1145,teilen::V,бүлеү,jakaa
1146,schicken::V,ебәреү,lähettää
1147,bringen::V,килтереү,viedä
1148,hinzufügen::V,өтәү,lisätä
1149,bekommen::V,алыу,saada
1150,erhalten::V,алыу,saada
1151,nehmen::V,алыу,ottaa
1152,wählen::V,һайлаү,valita
1153,auswählen::V,һайлап алыу,valikoida
1154,bewahren::V,һаҡлау,säilyttää
1155,behindern::V,тотҡарлыҡ яһау,estää
1156,verderben::V,боҙоу,pilata
1157,verderben::V,боҙоу,turmella
1158,beschädigen::V,боҙоу,vioittaa
1159,beschädigen::V,боҙоу,vahingoittaa
1160,zerbrechen::V,ҡыйратыу,rikkoa
1161,zerreißen::V,йыртыу,repiä rikki
1162,zerreißen::V,йыртыу,repiä palasiksi
1163,zerstören::V,емереү,hävittää
1164,verbrennen::V,үртәү,polttaa
1165,geben::V,биреү,antaa
1166,reichen::V,биреү,ojentaa
1167,schenken::V,бүләк итеү,lahjoittaa
1168,versprechen::V,вәғәҙә биреү,luvata
1169,wünschen::V,теләу,toivottaa
1170,loben::V,маҡтау,ylistää
1171,küssen::V,үбеү,suudella
1172,wiegen::V,бәүетеү,tuudittaa
1173,wiegen::V,бәүетеү,keinuttaa
1174,wiegen::V,тирбәтеү,tuudittaa
1175,wiegen::V,тирбәтеү,keinuttaa
1176,zudecken::V,ҡаплау,peittää
1177,wecken::V,уятыу,herättää
1178,zeigen::V,күрһәтеү,näyttää
1179,zeigen::V,күрһәтеү,osoittaa
1180,führen::V,етәкләү,johdattaa
1181,lehren::V,уҡытыу,opettaa
1182,lehren::V,өйрәтеү,opettaa
1183,unterrichten::V,уҡытыу,opettaa
1184,aufziehen::V,тәрбиәле,kasvattaa
1185,leiten::V,етәкләү,johtaa
1186,leiten::V,етәкселек итеү,johtaa
1187,antreiben::V,ашыҡтырыу,hoputtaa
1188,lassen::V,мәжбүр итеү,antaa
1189,einladen::V,саҡырыу,kutsua
1190,vereinigen::V,берләштереү,yhdistää
1191,besuchen::V,килеп сығыу,vierailla
1192,treffen::V,тойоү,tavata
1193,treffen::V,осратыу,tavata
1194,treffen::V,ҡаршылау,tavata
1195,sich versammeln::V,йыйылыу,kokoontua
1196,spielen::V,тартыу,pelata
1197,spielen::V,тартыу,leikkiä
1198,singen::V,йырлау,laulaa
1199,tanzen::V,бейеү,tanssia
1200,sich trennen::V,айырылышыу,erota
1201,verlassen::V,ташлау,jättää
1202,verlassen::V,ташлап китеү,jättää
1203,retten::V,ҡотҡарыу,pelastaa
1204,bewachen::V,һаҡлау,vartioida
1205,schützen::V,һаҡлау,suojella
1206,verteidigen::V,яҡлау,puolustaa
1207,sich schlagen::V,һуғышыу,tapella
1208,schießen::V,атыу,ampua
1209,siegen::V,еңеү,voittaa
1210,ärgern::V,асыуландырыу,ärsyttää
1211,schlagen::V,бәреү,lyödä
1212,schlagen::V,туҡмау,lyödä
1213,treten::V,тибеү,potkaista
1214,treten::V,типкеләү,potkaista
1215,stechen::V,сәнсеү,pistää
1216,stoßen::V,этеү,sysätä
1217,stoßen::V,этеү,työntää
1218,stoßen::V,төртөү,sysätä
1219,stoßen::V,төртөү,työntää
1220,stehlen::V,урлау,varastaa
1221,stören::V,ҡамасаулау,häiritä
1222,belästigen::V,бимазалау,häiritä
1223,belästigen::V,ҡамасаулау,häiritä
1224,verbergen::V,йәшереү,kätkeä
1225,täuschen::V,ултыртыу,harhauttaa
1226,betrügen::V,алдау,pettää
1227,betrügen::V,алдау,petkuttaa
1228,töten::V,үлтереү,tappaa
1229,wohnen::V,йәшәү,asua
1230,arbeiten::V,эшләү,tehdä työtä
1231,arbeiten::V,эшләү,työskennellä
1232,sammeln::V,йыйыу,koota
1233,sammeln::V,йыйыу,kerätä
1234,pflücken::V,өҙөү,poimia
1235,jagen::V,аулау,metsästää
1236,fischen::V,аулау,kalastaa
1237,fassen::V,тотоу,pyydystää
1238,fassen::V,тотоу,saalistaa
1239,hüten::V,көтөү,paimentaa
1240,treiben::V,ҡыуыу,ajaa
1241,anbinden::V,бәйләү,kytkeä
1242,füttern::V,ашатыу,ruokkia
1243,melken::V,һауыү,lypsää
1244,hacken::V,турау,hakata
1245,hacken::V,тапау,hakata
1246,gießen::V,ҡойоу,kastella
1247,reifen::V,өлғөрөү,kypsyä
1248,zubereiten::V,бешереү,valmistaa
1249,kochen::V,бешереү,keittää
1250,backen::V,бешереү,leipoa
1251,braten::V,ҡурыу,paistaa
1252,umrühren::V,ҡатнаштырыу,hämmentää
1253,stricken::V,бәйләү,kutoa
1254,stricken::V,бәйләү,neuloa
1255,nähen::V,тегеү,ommella
1256,färben::V,буяу,värjätä
1257,färben::V,буяу,värittää
1258,reinigen::V,таҙартыу,puhdistaa
1259,waschen::V,йыуыу,pestä
1260,abwischen::V,һөртөү,pyyhkiä
1261,spülen::V,сайҡау,huuhtoa
1262,fegen::V,һепереү,pyyhkäistä
1263,kehren::V,һепереү,lakaista
1264,baden::V,һыу инеү,kylpeä
1265,sich waschen::V,йыуыныу,peseytyä
1266,ausziehen::V,сисеү,riisua
1267,anziehen::V,кейеү,pukea ylleen
1268,sich anziehen::V,кейенеү,pukeutua
1269,kämmen::V,тарау,kammata
1270,schmücken::V,биҙәү,koristaa
1271,schmücken::V,биҙәү,kaunistaa
1272,sagen::V,әйтеү,sanoa
1273,sprechen::V,әйтеү,puhua
1274,sprechen::V,һөйләшеү,puhua
1275,reden::V,һөйләшеү,keskustella
1276,sich unterhalten::V,әңгәмәләшеү,jutella
1277,fragen::V,һорау,kysyä
1278,bitten::V,үтенеү,pyytää
1279,erzählen::V,һөйләү,kertoa
1280,mitteilen::V,әйтеү,ilmoittaa
1281,nennen::V,атау,kutsua
1282,nennen::V,атау,nimittää
1283,nennen::V,исемләү,kutsua
1284,nennen::V,исемләү,nimittää
1285,rufen::V,саҡырыу,kutsua
1286,prahlen::V,маҡтаныу,kerskailla
1287,prahlen::V,шапырыныу,kerskailla
1288,übersetzen::V,тәржемә итеү,kääntää
1289,denken::V,уйлау,miettiä
1290,denken::V,уйлау,ajatella
1291,glauben::V,ышаныу,uskoa
1292,bemerken::V,күреү,huomata
1293,erkennen::V,таныу,tunnistaa
1294,begreifen::V,аңлау,ymmärtää
1295,verstehen::V,аңлау,ymmärtää
1296,lernen::V,өйрәнеү,oppia
1297,wissen::V,белеү,tietää
1298,sich erinnern an::V,хәтергә алыу,muistaa
1299,vergessen::V,онотоу,unohtaa
1300,messen::V,үлсәү,mitata
1301,zählen::V,һанау,laskea
1302,rechnen::V,һанау,laskea
1303,lesen::V,уҡыу,lukea
1304,malen::V,һүрәт яһау,maalata
1305,malen::V,рәсем төшөрөү,maalata
1306,zeichnen::V,һүрәт яһау,piirtää
1307,zeichnen::V,һүрәт яһау,piirustaa
1308,zeichnen::V,рәсем төшөрөү,piirtää
1309,zeichnen::V,рәсем төшөрөү,piirustaa
1310,schreiben::V,яҙыу,kirjoittaa
1311,besitzen::V,биләү,omistaa
1312,kaufen::V,һатып алыу,ostaa
1313,verkaufen::V,һатыу,myydä
1314,bezahlen::V,түләү,maksaa
1315,zahlen::V,түләү,maksaa
1316,beherrschen::V,биләү,hallita
1317,ertragen::V,түҙеү,kestää
