,Concept_ID,hr,eu
209,Hund::N,pseto,txakur
210,Katze::N,mačka,katu
211,Bär::N,medvjed,hartz
212,Eichhörnchen::N,vjeverica,urtxintxa
213,Elch::N,los,altze
214,Fuchs::N,lisica,azeri
215,Hase::N,zec,erbi
216,Maus::N,miš,sagu
217,Wolf::N,vuk,otso
218,Wolf::N,kurjak,otso
219,Vogel::N,ptica,txori
220,Vogel::N,ptica,hegazti
221,Schwarm::N,roj,aldra
222,Schwarm::N,jato,aldra
223,Huhn::N,kokoš,oilo
224,Hahn::N,kokot,oilar
225,Hahn::N,pijevac,oilar
226,Gans::N,guska,antzara
227,Adler::N,orao,arrano
228,Ente::N,patka,ahate
229,Eule::N,sova,hontza
230,Kranich::N,ždral,kurrilo
231,Krähe::N,vrana,bele
232,Kuckuck::N,kukavica,kuku
233,Schwan::N,labud,beltxarga
234,Fisch::N,riba,arrain
235,Barsch::N,grgeč,perka
236,Hecht::N,štuka,lutxo
237,Schlange[Tier]::N,guja,suge
238,Schlange[Tier]::N,zmija,suge
239,Wurm::N,crv,har
240,Spinne::N,pauk,armiarma
241,Ameise::N,mrav,inurri
242,Laus::N,uš,zorri
243,Mücke::N,komarac,eltxo
244,Fliege::N,muha,euli
245,Schmetterling::N,leptir,pinpirin
246,Schmetterling::N,leptir,tximeleta
247,Beere::N,boba,baia
248,Beere::N,bobica,baia
249,Apfel::N,jabuka,sagar
250,Pilz::N,pečurka,onddo
251,Pilz::N,pečurka,perretxiko
252,Zwiebel::N,luk,tipula
253,Zwiebel::N,kapula,tipula
254,Saat::N,sjemenje,haziak
255,Korn::N,zrno,ale
256,Korn::N,zrno,pikor
257,Heu::N,sijeno,belar ondu
258,Schale::N,kora,azal
259,Schale::N,ljuska,azal
260,Grube::N,jama,hobi
261,Falle::N,zamka,harrapagailu
262,Falle::N,klopka,harrapagailu
263,Schlinge::N,uzao,bilur
264,Schlinge::N,uzao,xedera
265,Schlinge::N,petlja,bilur
266,Schlinge::N,petlja,xedera
267,Spur::N,trag,lorratz
268,Spur::N,slijed,lorratz
269,Asche::N,pepeo,errauts
270,Dreck::N,blato,satsukeria
271,Eisen::N,željezo,burdina
272,Gold::N,zlato,urre
273,Gold::N,zlato,urregorri
274,Silber::N,srebro,zilar
275,Silber::N,srebro,urrezuri
276,Kohle::N,ugalj,ikatz
277,Kohle::N,ugljen,ikatz
278,Glas::N,staklo,beira
279,Lehm::N,glina,buztin
280,Lehm::N,ilovača,buztin
281,Sand::N,pijesak,harea
282,Sand::N,pijesak,hondar
283,Mensch::N,čovjek,gizaki
284,Mann::N,muškarac,gizon
285,Frau::N,žena,andere
286,Frau::N,žena,emakume
287,Kind::N,čedo,haur
288,Kind::N,dijete,haur
289,Junge::N,momče,mutil
290,Junge::N,dječak,mutil
291,Mädchen::N,djevojka,neska
292,Mädchen::N,djevojčica,neska
293,Familie::N,obitelj,sendi
294,Familie::N,obitelj,familia
295,Familie::N,porodica,sendi
296,Familie::N,porodica,familia
297,Großvater::N,djed,aitona
298,Großvater::N,djed,aitatxi
299,Großmutter::N,baka,amona
300,Großmutter::N,baka,amatxi
301,Eltern::N,roditelji,gurasoak
302,Vater::N,otac,aita
303,Mutter::N,majka,ama
304,Sohn::N,sin,seme
305,Tochter::N,kći,alaba
306,Tochter::N,kćerka,alaba
307,Bruder::N,brat,neba
308,Bruder::N,brat,anaia
309,Schwester::N,sestra,ahizpa
310,Onkel::N,čika,osaba
311,Onkel::N,ujak,osaba
312,Tante::N,ujna,izeba
313,Tante::N,tetka,izeba
314,Ehemann::N,muž,senar
315,Ehemann::N,suprug,senar
316,Ehefrau::N,žena,emazte
317,Ehefrau::N,supruga,emazte
318,Freude::N,radost,poz
319,Freude::N,radost,pozkari
320,Gelächter::N,grohot,barre
321,Gelächter::N,grohot,karkara
322,Glück::N,sreća,zori
323,Kummer::N,jad,xangrin
324,Kummer::N,jad,atsekabe
325,Kummer::N,briga,xangrin
326,Kummer::N,briga,atsekabe
327,Wunsch::N,želja,nahi
328,Wunsch::N,želja,nahikunde
329,Lust::N,volja,gogo
330,Geist::N,duh,gogo
331,Gedanke::N,misao,gogoeta
332,Gedächtnis::N,pamćenje,oroimen
333,Gedächtnis::N,pamćenje,gogoramen
334,Verstand::N,um,adimen
335,Verstand::N,um,ulermen
336,Verstand::N,razum,adimen
337,Verstand::N,razum,ulermen
338,Sinn::N,smisao,zentzu
339,Sinn::N,značenje,zentzu
340,Grund::N,razlog,zergati
341,Wahrheit::N,istina,egia
342,Gespräch::N,razgovor,hizketa
343,Gespräch::N,razgovor,elkarrizketa
344,Märchen::N,bajka,ipuin
345,Erzählung::N,priča,edesti
346,Erzählung::N,priča,kontakizun
347,Erzählung::N,pripovijest,edesti
348,Erzählung::N,pripovijest,kontakizun
349,Nachricht::N,vijest,albiste
350,Neuigkeit::N,novost,berri
351,Name::N,ime,izen
352,Rätsel::N,zagonetka,asmakizun
353,Rede::N,govor,hitzaldi
354,Rede::N,govor,mintzaldi
355,Rede::N,besjeda,hitzaldi
356,Rede::N,besjeda,mintzaldi
357,Sprache::N,jezik,hizkuntza
358,Stimme::N,glas,ahots
359,Wort::N,riječ,hitz
360,Zeichen::N,znak,agerbide
361,Zeichen::N,znak,agergarri
362,Ruf::N,povik,dei
363,Ruf::N,poklik,dei
364,Lärm::N,buka,zarata
365,Lärm::N,buka,harrabots
366,Lärm::N,galama,zarata
367,Lärm::N,galama,harrabots
368,Laut::N,zvuk,hots
369,Ton::N,ton,tonu
370,Ton::N,ton,soinu
371,Lied::N,pjesma,abesti
372,Ruhe::N,tišina,nasaitasun
373,Ruhe::N,počinak,nasaitasun
374,Leute::N,ljudi,jende
375,Volk::N,puk,herri
376,Volk::N,puk,populu
377,Volk::N,narod,herri
378,Volk::N,narod,populu
379,Arbeit::N,rad,lan
380,Arbeit::N,posao,lan
381,Gast::N,gost,arrotz
382,Gast::N,gost,apopilo
383,Geschenk::N,dar,opari
384,Geschenk::N,poklon,opari
385,Spiel::N,igra,jolas
386,Gesellschaft::N,društvo,gizarte
387,Gesellschaft::N,kompanija,gizarte
388,Hilfe::N,pomoć,helpide
389,Hilfe::N,pomoć,laguntza
390,Freund::N,prijatelj,lagun
391,Kamerad::N,drug,adiskide
392,Kamerad::N,drug,lagunkide
393,Kamerad::N,drugar,adiskide
394,Kamerad::N,drugar,lagunkide
395,Angelegenheit::N,posao,afera
396,Anzahl::N,broj,kopuru
397,Anzahl::N,brojnost,kopuru
398,Art::N,vid,mota
399,Art::N,vrst,mota
400,Stück::N,komad,puska
401,Teil::N,dio,atal
402,Hälfte::N,polovina,erdi
403,Kreis::N,krug,biribilki
404,Kreuz::N,križ,gurutze
405,Linie::N,crta,linea
406,Strich::N,crta,marra
407,Abstand::N,razmak,tarte
408,Abstand::N,odstojanje,tarte
409,Entfernung::N,udaljenost,urrunera
410,Gegend::N,kraj,alderdi
411,Gegend::N,kraj,eskualde
412,Gegend::N,predeo,alderdi
413,Gegend::N,predeo,eskualde
414,Platz::N,mjesto,leku
415,Ort::N,mjesto,toki
416,Seite::N,bok,albo
417,Seite::N,strana,albo
418,Mitte::N,sredina,erdi
419,Gegenstand::N,predmet,gauzaki
420,Sache::N,posao,gauza
421,Rand::N,rub,ertz
422,Rand::N,kraj,ertz
423,Kante::N,brid,ertz
424,Kante::N,ivica,ertz
425,Ecke::N,ugao,kantoi
426,Spitze::N,vrh,punta
427,Spitze::N,šiljak,punta
428,Ende::N,konac,buru
429,Ende::N,konac,mutur
430,Loch::N,rupa,zulo
431,Winkel::N,kut,zoko
432,Winkel::N,kut,bazter
433,Winkel::N,ugao,zoko
434,Winkel::N,ugao,bazter
435,Muster::N,uzor,eredu
436,Muster::N,uzor,marrazki
437,Größe::N,veličina,kaizu
438,Größe::N,veličina,tamaina
439,Länge::N,duljina,luzera
440,Höhe::N,visina,goiera
441,Höhe::N,visina,garaiera
442,Gewicht::N,težina,hazta
443,Menge::N,mnoštvo,kopuru
444,Menge::N,količina,kopuru
445,Haufen::N,hrpa,pila
446,Haufen::N,hrpa,mendoi
447,Haufen::N,gomila,pila
448,Haufen::N,gomila,mendoi
449,Reihe::N,red,ilara
450,Reihe::N,red,errenkada
451,Boot::N,čun,potin
452,Boot::N,čun,txalupa
453,Boot::N,čamac,potin
454,Boot::N,čamac,txalupa
455,Ruder::N,veslo,arraun
456,Schlitten::N,saone,lera
457,Schlitten::N,saone,narra
458,Ski::N,ski,eski
459,Ski::N,smučka,eski
460,Lagerfeuer::N,logorska vatra,su
461,Last::N,tovar,zama
462,Last::N,tovar,karga
463,Gang::N,hod,ibilera
464,Schritt::N,korak,pauso
465,Schritt::N,korak,urrats
466,Norden::N,sjever,ipar
467,Norden::N,sjever,iparralde
468,Süden::N,jug,hego
469,Süden::N,jug,hegoalde
470,Westen::N,zapad,sartalde
471,Westen::N,zapad,mendebalde
472,Osten::N,istok,ekialde
473,Osten::N,istok,sortalde
474,Holz::N,drvo,zur
475,Brett::N,daska,ohol
476,Platte::N,ploča,lauza
477,Stütze::N,potpora,irozgarri
478,Stütze::N,potpora,bermagailu
479,Stange::N,motka,haga
480,Stock::N,štap,makila
481,Stock::N,palica,makila
482,Stab::N,štap,makila
483,Stab::N,šipka,makila
484,Rohr::N,cijev,hodi
485,Haus::N,kuća,etxe
486,Heim::N,dom,etxe
487,Heim::N,dom,etxaleku
488,Ofen::N,peć,berogailu
489,Fußboden::N,pod,zoru
490,Tisch::N,stol,mahai
491,Tisch::N,trpeza,mahai
492,Stuhl::N,stolac,aulki
493,Stuhl::N,stolica,aulki
494,Wiege::N,kolijevka,kuma
495,Wiege::N,kolijevka,sehaska
496,Bett::N,krevet,ohe
497,Bett::N,krevet,ohatze
498,Bett::N,postelja,ohe
499,Bett::N,postelja,ohatze
500,Regal::N,polica,apalategi
501,Kiste::N,sanduk,kutxa
502,Fenster::N,prozor,leiho
503,Tür::N,vrata,ate
504,Tor::N,vrata,atari
505,Tor::N,kapija,atari
506,Zaun::N,plot,hesi
507,Zaun::N,ograda,hesi
508,Dach::N,krov,teilatu
509,Leiter::N,ljestve,zurubi
510,Leiter::N,ljestvice,zurubi
511,Besen::N,metla,erratz
512,Spaten::N,ašov,burdinpala
513,Schaufel::N,lopata,pala
514,Gabel::N,viljuška,sardexka
515,Löffel::N,žlica,koilara
516,Messer::N,nož,aizto
517,Nagel::N,čavao,iltze
518,Netz::N,mreža,sare
519,Haken::N,kuka,mako
520,Griff::N,držak,eskutoki
521,Griff::N,ručica,eskutoki
522,Schloss::N,brava,sarraila
523,Bild::N,slika,irudi
524,Figur::N,figura,figura
525,Puppe::N,lutka,panpina
526,Puppe::N,lutka,andrakila
527,Beutel::N,kesa,zorro
528,Bündel::N,snop,azao
529,Bündel::N,snop,espal
530,Bündel::N,svežanj,azao
531,Bündel::N,svežanj,espal
532,Tasche::N,torba,poltsa
533,Tasche::N,taška,poltsa
534,Eimer::N,kabao,treska
535,Deckel::N,poklopac,tapa
536,Deckel::N,poklopac,estalki
537,Geschirr::N,suđe,baxera
538,Geschirr::N,suđe,ontziteria
539,Geschirr::N,posuđe,baxera
540,Geschirr::N,posuđe,ontziteria
541,Sack::N,džak,zaku
542,Sack::N,vreća,zaku
543,Tasse::N,šalica,kikara
544,Topf::N,lonac,ontzi
545,Topf::N,lonac,lapiko
546,Kessel::N,kazan,pazia
547,Essen::N,obrok,janaldi
548,Nahrung::N,hrana,jan
549,Speise::N,jelo,jaki
550,Fleisch::N,meso,okela
551,Fleisch::N,meso,haragi
552,Getreide::N,žito,labore
553,Getreide::N,žitarice,labore
554,Brei::N,kaša,ahi
555,Brei::N,kaša,pure
556,Brot::N,kruh,ogi
557,Scheibe::N,kriška,xerra
558,Scheibe::N,kriška,pirripita
559,Fett::N,mast,urin
560,Fett::N,mast,koipe
561,Fett::N,salo,urin
562,Fett::N,salo,koipe
563,Butter::N,buter,gurin
564,Butter::N,maslac,gurin
565,Öl::N,ulje,olio
566,Salz::N,sol,gatz
567,Suppe::N,supa,zopa
568,Suppe::N,supa,salda
569,Honig::N,med,ezti
570,Milch::N,mlijeko,esne
571,Tee::N,čaj,te
572,Leder::N,koža,larru
573,Wolle::N,vuna,artile
574,Stoff::N,štof,ehun
575,Stoff::N,tkanina,ehun
576,Nadel::N,igla,orratz
577,Nadel::N,igla,jostorratz
578,Faden::N,nit,hari
579,Faden::N,konac,hari
580,Knopf::N,dugme,botoi
581,Knoten::N,čvor,korapilo
582,Knoten::N,uzao,korapilo
583,Farbe::N,farba,pintura
584,Kleidung::N,odjeća,arropa
585,Kleidung::N,odjeća,jantziak
586,Hemd::N,košulja,atorra
587,Hemd::N,košulja,alkandora
588,Kragen::N,ovratnik,idun
589,Ärmel::N,rukav,mahuka
590,Hose::N,hlače,prakak
591,Hose::N,hlače,galtzak
592,Gürtel::N,pas,gerriko
593,Gürtel::N,pojas,gerriko
594,Mütze::N,kapa,txano
595,Mütze::N,kapa,txapel
596,Schuh::N,cipela,oski
597,Schuh::N,cipela,oinetako
598,Stiefel::N,čizma,bota
599,Ring::N,prsten,uztai
600,Band::N,vrpca,zinta
601,Band::N,vrpca,xingola
602,Kamm::N,češalj,orrazi
603,Spiegel::N,zrcalo,mirail
604,Spiegel::N,ogledalo,mirail
605,Riemen::N,kaiš,uhal
606,Riemen::N,remen,uhal
607,Schnur::N,vrpca,lokailu
608,Leine::N,uzica,lotura
609,Decke::N,ćebe,burusi
610,Decke::N,pokrivač,burusi
611,Kissen::N,jastuk,kuxin
612,Tuch::N,rubac,zapi
613,Tuch::N,rubac,oihal
614,Tuch::N,marama,zapi
615,Tuch::N,marama,oihal
616,Handtuch::N,ručnik,eskuzapi
617,Handtuch::N,ručnik,eskuoihal
618,Kraft::N,snaga,indar
619,Stärke::N,jakost,indar
620,Gesundheit::N,zdravlje,osasun
621,Krankheit::N,bolest,eritasun
622,Krankheit::N,bolest,gaixotasun
623,Schmerz::N,bol,min
624,Wunde::N,rana,zauri
625,Fieber::N,groznica,sukar
626,Arznei::N,lijek,osagai
627,Arznei::N,lijek,sendagai
628,Brücke::N,most,zubi
629,Brücke::N,ćuprija,zubi
630,Brunnen::N,bunar,putzu
631,Brunnen::N,zdenac,putzu
632,Weide::N,paša,alha
633,Weide::N,paša,bazkaleku
634,Weide::N,pašnjak,alha
635,Weide::N,pašnjak,bazkaleku
636,Pfad::N,staza,zidor
637,Pfad::N,staza,bidexka
638,Weg::N,put,bide
639,Straße::N,drum,errepide
640,Straße::N,cesta,errepide
641,Dorf::N,selo,herri
642,Stadt::N,grad,hiri
643,Stadt::N,varoš,hiri
644,Brief::N,list,gutun
645,Brief::N,list,eskutitz
646,Brief::N,pismo,gutun
647,Brief::N,pismo,eskutitz
648,Buch::N,knjiga,liburu
649,Buchstabe::N,slovo,hizki
650,Zeitung::N,novine,egunkari
651,Leben::N,život,bizi
652,Leben::N,život,bizitza
653,Tod::N,smrt,herio
654,Tod::N,smrt,heriotza
655,Grab::N,raka,hobi
656,Grab::N,raka,hilobi
657,Kirche::N,crkva,eliza
658,Sünde::N,grijeh,hoben
659,Sünde::N,grijeh,bekatu
660,Gott::N,bog,jainko
661,Arbeiter::N,radnik,langile
662,Arbeiter::N,radnik,behargin
663,Chef::N,šef,nagusi
664,Meister::N,majstor,maisu
665,Arzt::N,liječnik,osagile
666,Arzt::N,liječnik,sendagile
667,Lehrer::N,učitelj,irakasle
668,Geld::N,novac,diru
669,Geschäft::N,posao,negozio
670,Geschäft::N,trgovina,negozio
671,Laden::N,dućan,denda
672,Laden::N,dućan,saltegi
673,Preis::N,cijena,prezio
674,Preis::N,cijena,salneurri
675,Ware::N,roba,salgai
676,Nutzen::N,korist,onura
677,Nutzen::N,korist,probetxu
678,Reichtum::N,bogatstvo,aberastasun
679,Welt::N,svijet,ludi
680,Welt::N,svijet,mundu
681,Land::N,zemlja,herrialde
682,Staat::N,država,estatu
683,König::N,kralj,errege
684,Macht::N,moć,botere
685,Macht::N,vlast,botere
686,Grenze::N,granica,muga
687,Krieg::N,rat,guda
688,Feind::N,neprijatelj,etsai
689,Feind::N,neprijatelj,arerio
690,Gewalt::N,sila,bortxa
691,Gewalt::N,sila,bortizkeria
692,Gewalt::N,nasilje,bortxa
693,Gewalt::N,nasilje,bortizkeria
694,Kampf::N,boj,gudu
695,Kampf::N,boj,auska
696,Kampf::N,borba,gudu
697,Kampf::N,borba,auska
698,Bogen[Waffe]::N,luk,arku
699,Pfeil::N,strijela,gezi
700,Gewehr::N,puška,fusil
701,Fehler::N,pogreška,huts
702,Fehler::N,pogreška,hutsegin
703,Fehler::N,griješka,huts
704,Fehler::N,griješka,hutsegin
705,Lüge::N,laž,gezur
706,Schaden::N,šteta,kalte
707,Unglück::N,nesreća,zoritxar
708,Unglück::N,nesreća,zorigaitz
709,Schuld::N,krivnja,erru
710,Alter::N,dob,adin
711,Schluss::N,kraj,bukaera
712,Schluss::N,konac,bukaera
713,Zeit::N,doba,aldi
714,Zeit::N,doba,denbora
715,Zeit::N,vrijeme,aldi
716,Zeit::N,vrijeme,denbora
717,Tag::N,dan,egun
718,Morgen::N,jutro,goiz
719,Mittag::N,podne,eguerdi
720,Abend::N,veče,arrats
721,Abend::N,večer,arrats
722,Nacht::N,noć,gau
723,Woche::N,sedmica,aste
724,Monat::N,mjesec,hil
725,Jahr::N,godina,urte
726,Frühling::N,proljeće,udalehen
727,Sommer::N,ljeto,uda
728,Herbst::N,jesen,udazken
729,Herbst::N,jesen,neguantz
730,Winter::N,zima,negu
731,Januar::N,januar,urtarril
732,Januar::N,siječanj,urtarril
733,Februar::N,veljača,otsail
734,Februar::N,februar,otsail
735,März::N,mart,martxo
736,März::N,ožujak,martxo
737,April::N,april,apiril
738,April::N,travanj,apiril
739,Mai::N,maj,maiatz
740,Mai::N,svibanj,maiatz
741,Juni::N,juni,ekain
742,Juni::N,lipanj,ekain
743,Juli::N,juli,uztail
744,Juli::N,srpanj,uztail
745,August::N,august,abuztu
746,August::N,kolovoz,abuztu
747,September::N,rujan,irail
748,September::N,septembar,irail
749,Oktober::N,oktobar,urri
750,Oktober::N,listopad,urri
751,November::N,studeni,azaro
752,November::N,novembar,azaro
753,Dezember::N,prosinac,abendu
754,Montag::N,ponedjeljak,astelehen
755,Montag::N,ponedjeljnik,astelehen
756,Dienstag::N,utorak,astearte
757,Dienstag::N,utornik,astearte
758,Mittwoch::N,srijeda,asteazken
759,Donnerstag::N,četvrtak,ostegun
760,Freitag::N,petak,ostiral
761,Samstag::N,subota,larunbat
762,Sonntag::N,nedjelja,igande
763,groß::A,velik,handi
764,klein::A,mali,txiki
765,klein::A,malen,txiki
766,lang::A,dug,luze
767,lang::A,dugačak,luze
768,kurz::A,kratak,labur
769,breit::A,širok,zabal
770,schmal::A,uski,mehar
771,schmal::A,uzak,mehar
772,dicht::A,gust,sarri
773,dicht::A,gust,trinko
774,dick[Gegenstand]::A,debeo,lodi
775,dünn::A,tanak,mehe
776,fein::A,fin,fin
777,fein::A,tanak,fin
778,fest::A,čvrst,tinko
779,flach::A,ravan,lau
780,flach::A,ravan,ordoki
781,flach::A,plosnat,lau
782,flach::A,plosnat,ordoki
783,glatt::A,gladak,leun
784,hart::A,tvrd,gogor
785,weich::A,mek,bigun
786,weich::A,mek,beratz
787,weich::A,mekan,bigun
788,weich::A,mekan,beratz
789,rund::A,okrugao,biribil
790,spitz::A,oštar,puntadun
791,spitz::A,šiljast,puntadun
792,scharf::A,oštar,zorrotz
793,scharf::A,bridak,zorrotz
794,stumpf::A,tup,kamuts
795,schwer::A,težak,astun
796,schwer::A,težak,pisutsu
797,schön::A,krasan,eder
798,heiß::A,vruć,bero
799,heiß::A,vruć,oso bero
800,warm::A,topao,bero
801,kalt::A,hladan,hotz
802,kühl::A,hladan,hotzil
803,frisch::A,svjež,fresko
804,frisch::A,svjež,hozkirri
805,feucht::A,vlažan,heze
806,nass::A,mokar,busti
807,trocken::A,suh,siku
808,trocken::A,suh,lehor
809,voll::A,pun,bete
810,leer::A,prazan,huts
811,offen::A,otvoren,ireki
812,geschlossen::A,zatvoren,itxita
813,sauber::A,čist,xahu
814,sauber::A,čist,garbi
815,schmutzig::A,nečist,lohi
816,schmutzig::A,nečist,zikin
817,schmutzig::A,blatan,lohi
818,schmutzig::A,blatan,zikin
819,roh::A,sirov,gordin
820,reif::A,zreo,umo
821,reif::A,zreo,heldu
822,lecker::A,tečan,goxo
823,lecker::A,ukusan,goxo
824,süß::A,sladak,goxo
825,bitter::A,gorak,karmin
826,bitter::A,gorak,garratz
827,sauer::A,kiseo,mingots
828,hell::A,vedar,argi
829,hell::A,svijetao,argi
830,dunkel::A,taman,ilun
831,schwarz::A,crn,beltz
832,weiß::A,bio,zuri
