,Concept_ID,fr,hr
152,Bucht::N,baie,zaliv
153,Insel::N,île,ada
154,Insel::N,île,otok
155,Blume::N,fleur,cvijet
156,Gras::N,herbe,trava
157,Wurzel::N,racine,korijen
158,Baum::N,arbre,drvo
159,Baum::N,arbre,stablo
160,Stamm::N,tronc,deblo
161,Stamm::N,tronc,stablo
162,Rinde::N,écorce,kora
163,Ast::N,branche,grana
164,Zweig::N,rameau,grana
165,Blatt::N,feuille,list
166,Birke::N,bouleau,breza
167,Kiefer[Baum]::N,pin,bor
168,Weide[Baum]::N,saule,iva
169,Weide[Baum]::N,saule,vŕba
170,Tanne::N,sapin,jela
171,Horn::N,corne,rog
172,Feder::N,plume,pero
173,Fell::N,peau,koža
174,Flügel::N,aile,krilo
175,Klaue::N,serre,papak
176,Kralle::N,ongle,pandža
177,Kralle::N,griffe,pandža
178,Schwanz::N,queue,rep
179,Ei::N,œuf,jaje
180,Nest::N,nid,gnijezdo
181,Bau::N,terrier,jazbina
182,Tier::N,animal,životinja
183,Herde::N,troupeau,krdo
184,Herde::N,troupeau,stado
185,Kuh::N,vache,krava
186,Bulle::N,taureau,bik
187,Pferd::N,cheval,konj
188,Schaf::N,mouton,ovca
189,Schwein::N,porc,svinja
190,Schwein::N,cochon,svinja
191,Hund::N,chien,pas
192,Hund::N,chien,pseto
193,Katze::N,chat,mačka
194,Bär::N,ours,medvjed
195,Eichhörnchen::N,écureuil,vjeverica
196,Elch::N,élan,los
197,Fuchs::N,renard,lisica
198,Hase::N,lièvre,zec
199,Maus::N,souris,miš
200,Wolf::N,loup,vuk
201,Wolf::N,loup,kurjak
202,Vogel::N,oiseau,ptica
203,Schwarm::N,nuée,roj
204,Schwarm::N,nuée,jato
205,Schwarm::N,volée,roj
206,Schwarm::N,volée,jato
207,Huhn::N,poule,kokoš
208,Hahn::N,coq,kokot
209,Hahn::N,coq,pijevac
210,Gans::N,oie,guska
211,Adler::N,aigle,orao
212,Ente::N,canard,patka
213,Eule::N,hibou,sova
214,Kranich::N,grue,ždral
215,Krähe::N,corneille,vrana
216,Kuckuck::N,coucou,kukavica
217,Schwan::N,cygne,labud
218,Fisch::N,poisson,riba
219,Barsch::N,perche,grgeč
220,Hecht::N,brochet,štuka
221,Schlange[Tier]::N,serpent,guja
222,Schlange[Tier]::N,serpent,zmija
223,Wurm::N,ver,crv
224,Spinne::N,araignée,pauk
225,Ameise::N,fourmi,mrav
226,Laus::N,pou,uš
227,Mücke::N,moucheron,komarac
228,Fliege::N,mouche,muha
229,Schmetterling::N,papillon,leptir
230,Beere::N,baie,boba
231,Beere::N,baie,bobica
232,Apfel::N,pomme,jabuka
233,Pilz::N,champignon,pečurka
234,Zwiebel::N,oignon,luk
235,Zwiebel::N,oignon,kapula
236,Saat::N,semence,sjemenje
237,Korn::N,grain,zrno
238,Heu::N,foin,sijeno
239,Schale::N,pelure,kora
240,Schale::N,pelure,ljuska
241,Grube::N,fosse,jama
242,Falle::N,piège,zamka
243,Falle::N,piège,klopka
244,Schlinge::N,lacs,uzao
245,Schlinge::N,lacs,petlja
246,Spur::N,trace,trag
247,Spur::N,trace,slijed
248,Asche::N,cendre,pepeo
249,Dreck::N,crotte,blato
250,Eisen::N,fer,željezo
251,Gold::N,or,zlato
252,Silber::N,argent,srebro
253,Kohle::N,charbon,ugalj
254,Kohle::N,charbon,ugljen
255,Glas::N,verre,staklo
256,Lehm::N,glaise,glina
257,Lehm::N,glaise,ilovača
258,Sand::N,sable,pijesak
259,Mensch::N,homme,čovjek
260,Mann::N,homme,muškarac
261,Frau::N,femme,žena
262,Kind::N,enfant,čedo
263,Kind::N,enfant,dijete
264,Junge::N,garçon,momče
265,Junge::N,garçon,dječak
266,Mädchen::N,fille,djevojka
267,Mädchen::N,fille,djevojčica
268,Mädchen::N,jeune fille,djevojka
269,Mädchen::N,jeune fille,djevojčica
270,Familie::N,famille,obitelj
271,Familie::N,famille,porodica
272,Großvater::N,grand-père,djed
273,Großmutter::N,grand-mère,baka
274,Eltern::N,parents,roditelji
275,Vater::N,père,otac
276,Mutter::N,mère,majka
277,Sohn::N,fils,sin
278,Tochter::N,fille,kći
279,Tochter::N,fille,kćerka
280,Bruder::N,frère,brat
281,Schwester::N,sœur,sestra
282,Onkel::N,oncle,čika
283,Onkel::N,oncle,ujak
284,Tante::N,tante,ujna
285,Tante::N,tante,tetka
286,Ehemann::N,mari,muž
287,Ehemann::N,mari,suprug
288,Ehemann::N,époux,muž
289,Ehemann::N,époux,suprug
290,Ehefrau::N,femme,žena
291,Ehefrau::N,femme,supruga
292,Ehefrau::N,épouse,žena
293,Ehefrau::N,épouse,supruga
294,Freude::N,joie,radost
295,Freude::N,plaisir,radost
296,Gelächter::N,rires,grohot
297,Glück::N,bonheur,sreća
298,Kummer::N,peine,jad
299,Kummer::N,peine,briga
300,Kummer::N,chagrin,jad
301,Kummer::N,chagrin,briga
302,Wunsch::N,désir,želja
303,Lust::N,envie,volja
304,Geist::N,esprit,duh
305,Gedanke::N,idée,misao
306,Gedanke::N,pensée,misao
307,Gedächtnis::N,mémoire,pamćenje
308,Verstand::N,raison,um
309,Verstand::N,raison,razum
310,Sinn::N,sens,smisao
311,Sinn::N,sens,značenje
312,Grund::N,cause,razlog
313,Grund::N,raison,razlog
314,Wahrheit::N,vérité,istina
315,Gespräch::N,conversation,razgovor
316,Märchen::N,conte,bajka
317,Märchen::N,conte de fées,bajka
318,Erzählung::N,conte,priča
319,Erzählung::N,conte,pripovijest
320,Erzählung::N,narration,priča
321,Erzählung::N,narration,pripovijest
322,Nachricht::N,message,vijest
323,Neuigkeit::N,nouvelle,novost
324,Name::N,nom,ime
325,Rätsel::N,énigme,zagonetka
326,Rätsel::N,devinette,zagonetka
327,Rede::N,parole,govor
328,Rede::N,parole,besjeda
329,Rede::N,discours,govor
330,Rede::N,discours,besjeda
331,Sprache::N,langue,jezik
332,Sprache::N,langage,jezik
333,Stimme::N,voix,glas
334,Wort::N,mot,riječ
335,Zeichen::N,signe,znak
336,Ruf::N,cri,povik
337,Ruf::N,cri,poklik
338,Ruf::N,appel,povik
339,Ruf::N,appel,poklik
340,Lärm::N,bruit,buka
341,Lärm::N,bruit,galama
342,Laut::N,son,zvuk
343,Ton::N,ton,ton
344,Lied::N,chant,pjesma
345,Lied::N,chanson,pjesma
346,Ruhe::N,calme,tišina
347,Ruhe::N,calme,počinak
348,Ruhe::N,tranquillité,tišina
349,Ruhe::N,tranquillité,počinak
350,Leute::N,gens,ljudi
351,Volk::N,peuple,puk
352,Volk::N,peuple,narod
353,Arbeit::N,travail,rad
354,Arbeit::N,travail,posao
355,Gast::N,hôte,gost
356,Gast::N,invité,gost
357,Geschenk::N,cadeau,dar
358,Geschenk::N,cadeau,poklon
359,Geschenk::N,présent,dar
360,Geschenk::N,présent,poklon
361,Spiel::N,jeu,igra
362,Gesellschaft::N,compagnie,društvo
363,Gesellschaft::N,compagnie,kompanija
364,Hilfe::N,aide,pomoć
365,Hilfe::N,secours,pomoć
366,Freund::N,ami,prijatelj
367,Kamerad::N,copain,drug
368,Kamerad::N,copain,drugar
369,Kamerad::N,camarade,drug
370,Kamerad::N,camarade,drugar
371,Angelegenheit::N,affaire,posao
372,Anzahl::N,nombre,broj
373,Anzahl::N,nombre,brojnost
374,Art::N,sorte,vid
375,Art::N,sorte,vrst
376,Art::N,espèce,vid
377,Art::N,espèce,vrst
378,Stück::N,morceau,komad
379,Teil::N,part,dio
380,Teil::N,partie,dio
381,Hälfte::N,moitié,polovina
382,Kreis::N,cercle,krug
383,Kreuz::N,croix,križ
384,Linie::N,ligne,crta
385,Strich::N,trait,crta
386,Abstand::N,écart,razmak
387,Abstand::N,écart,odstojanje
388,Entfernung::N,distance,udaljenost
389,Gegend::N,région,kraj
390,Gegend::N,région,predeo
391,Gegend::N,contrée,kraj
392,Gegend::N,contrée,predeo
393,Platz::N,place,mjesto
394,Ort::N,lieu,mjesto
395,Ort::N,endroit,mjesto
396,Seite::N,côté,bok
397,Seite::N,côté,strana
398,Mitte::N,milieu,sredina
399,Gegenstand::N,objet,predmet
400,Sache::N,chose,posao
401,Rand::N,bord,rub
402,Rand::N,bord,kraj
403,Kante::N,arête,brid
404,Kante::N,arête,ivica
405,Ecke::N,coin,ugao
406,Ecke::N,tournant,ugao
407,Spitze::N,cime,vrh
408,Spitze::N,cime,šiljak
409,Spitze::N,pointe,vrh
410,Spitze::N,pointe,šiljak
411,Ende::N,bout,konac
412,Loch::N,trou,rupa
413,Winkel::N,coin,kut
414,Winkel::N,coin,ugao
415,Winkel::N,réduit,kut
416,Winkel::N,réduit,ugao
417,Muster::N,dessin,uzor
418,Größe::N,grandeur,veličina
419,Länge::N,longueur,duljina
420,Höhe::N,hauteur,visina
421,Höhe::N,altitude,visina
422,Gewicht::N,poids,težina
423,Menge::N,quantité,mnoštvo
424,Menge::N,quantité,količina
425,Haufen::N,tas,hrpa
426,Haufen::N,tas,gomila
427,Reihe::N,file,red
428,Reihe::N,rangée,red
429,Boot::N,canot,čun
430,Boot::N,canot,čamac
431,Boot::N,bateau,čun
432,Boot::N,bateau,čamac
433,Ruder::N,rame,veslo
434,Ruder::N,aviron,veslo
435,Schlitten::N,traîneau,saone
436,Ski::N,ski,ski
437,Ski::N,ski,smučka
438,Lagerfeuer::N,feu de camp,logorska vatra
439,Last::N,charge,tovar
440,Last::N,fardeau,tovar
441,Gang::N,tour,hod
442,Gang::N,marche,hod
443,Schritt::N,pas,korak
444,Norden::N,nord,sjever
445,Süden::N,sud,jug
446,Westen::N,ouest,zapad
447,Westen::N,occident,zapad
448,Osten::N,est,istok
449,Osten::N,orient,istok
450,Holz::N,bois,drvo
451,Brett::N,planche,daska
452,Platte::N,plaque,ploča
453,Stütze::N,appui,potpora
454,Stütze::N,soutien,potpora
455,Stange::N,barre,motka
456,Stange::N,perche,motka
457,Stock::N,canne,štap
458,Stock::N,canne,palica
459,Stab::N,bâton,štap
460,Stab::N,bâton,šipka
461,Rohr::N,tube,cijev
462,Rohr::N,tuyau,cijev
463,Haus::N,maison,kuća
464,Heim::N,maison,dom
465,Ofen::N,poêle,peć
466,Fußboden::N,plancher,pod
467,Tisch::N,table,stol
468,Tisch::N,table,trpeza
469,Stuhl::N,chaise,stolac
470,Stuhl::N,chaise,stolica
471,Wiege::N,berceau,kolijevka
472,Bett::N,lit,krevet
473,Bett::N,lit,postelja
474,Regal::N,étagère,polica
475,Kiste::N,caisse,sanduk
476,Fenster::N,fenêtre,prozor
477,Tür::N,porte,vrata
478,Tor::N,porte,vrata
479,Tor::N,porte,kapija
480,Tor::N,portail,vrata
481,Tor::N,portail,kapija
482,Zaun::N,clôture,plot
483,Zaun::N,clôture,ograda
484,Dach::N,toit,krov
485,Leiter::N,échelle,ljestve
486,Leiter::N,échelle,ljestvice
487,Besen::N,balai,metla
488,Spaten::N,bêche,ašov
489,Schaufel::N,pelle,lopata
490,Gabel::N,fourchette,viljuška
491,Löffel::N,cuiller,žlica
492,Messer::N,couteau,nož
493,Nagel::N,clou,čavao
494,Netz::N,filet,mreža
495,Haken::N,croc,kuka
496,Haken::N,crochet,kuka
497,Griff::N,prise,držak
498,Griff::N,prise,ručica
499,Griff::N,manche,držak
500,Griff::N,manche,ručica
501,Schloss::N,serrure,brava
502,Bild::N,image,slika
503,Bild::N,tableau,slika
504,Figur::N,figure,figura
505,Puppe::N,poupée,lutka
506,Beutel::N,sac,kesa
507,Beutel::N,petit sac,kesa
508,Bündel::N,paquet,snop
509,Bündel::N,paquet,svežanj
510,Bündel::N,faisceau,snop
511,Bündel::N,faisceau,svežanj
512,Tasche::N,sac,torba
513,Tasche::N,sac,taška
514,Eimer::N,seau,kabao
515,Deckel::N,couvercle,poklopac
516,Geschirr::N,vaisselle,suđe
517,Geschirr::N,vaisselle,posuđe
518,Sack::N,sac,džak
519,Sack::N,sac,vreća
520,Tasse::N,tasse,šalica
521,Topf::N,pot,lonac
522,Topf::N,marmite,lonac
523,Kessel::N,chaudron,kazan
524,Essen::N,repas,obrok
525,Essen::N,manger,obrok
526,Nahrung::N,nourriture,hrana
527,Speise::N,plat,jelo
528,Fleisch::N,viande,meso
529,Getreide::N,blé,žito
530,Getreide::N,blé,žitarice
531,Getreide::N,céréales,žito
532,Getreide::N,céréales,žitarice
533,Brei::N,purée,kaša
534,Brei::N,bouillie,kaša
535,Brot::N,pain,kruh
536,Scheibe::N,tranche,kriška
537,Fett::N,graisse,mast
538,Fett::N,graisse,salo
539,Butter::N,beurre,buter
540,Butter::N,beurre,maslac
541,Öl::N,huile,ulje
542,Salz::N,sel,sol
543,Suppe::N,soupe,supa
544,Suppe::N,potage,supa
545,Honig::N,miel,med
546,Milch::N,lait,mlijeko
547,Tee::N,thé,čaj
548,Leder::N,cuir,koža
549,Wolle::N,laine,vuna
550,Stoff::N,tissu,štof
551,Stoff::N,tissu,tkanina
552,Stoff::N,étoffe,štof
553,Stoff::N,étoffe,tkanina
554,Nadel::N,aiguille,igla
555,Faden::N,fil,nit
556,Faden::N,fil,konac
557,Knopf::N,bouton,dugme
558,Knoten::N,nœud,čvor
559,Knoten::N,nœud,uzao
560,Farbe::N,peinture,farba
561,Kleidung::N,vêtements,odjeća
562,Kleidung::N,habillement,odjeća
563,Hemd::N,chemise,košulja
564,Kragen::N,col,ovratnik
565,Ärmel::N,manche,rukav
566,Hose::N,pantalon,hlače
567,Gürtel::N,ceinture,pas
568,Gürtel::N,ceinture,pojas
569,Mütze::N,bonnet,kapa
570,Mütze::N,casquette,kapa
571,Schuh::N,soulier,cipela
572,Schuh::N,chaussure,cipela
573,Stiefel::N,botte,čizma
574,Ring::N,bague,prsten
575,Band::N,ruban,vrpca
576,Kamm::N,peigne,češalj
577,Spiegel::N,glace,zrcalo
578,Spiegel::N,glace,ogledalo
579,Spiegel::N,miroir,zrcalo
580,Spiegel::N,miroir,ogledalo
581,Riemen::N,lanière,kaiš
582,Riemen::N,lanière,remen
583,Riemen::N,courroie,kaiš
584,Riemen::N,courroie,remen
585,Schnur::N,corde,vrpca
586,Schnur::N,ficelle,vrpca
587,Leine::N,laisse,uzica
588,Decke::N,couverture,ćebe
589,Decke::N,couverture,pokrivač
590,Kissen::N,oreiller,jastuk
591,Tuch::N,drap,rubac
592,Tuch::N,drap,marama
593,Tuch::N,fichu,rubac
594,Tuch::N,fichu,marama
595,Handtuch::N,serviette,ručnik
596,Handtuch::N,essuie-mains,ručnik
597,Kraft::N,force,snaga
598,Stärke::N,vigueur,jakost
599,Gesundheit::N,santé,zdravlje
600,Krankheit::N,maladie,bolest
601,Schmerz::N,douleur,bol
602,Wunde::N,plaie,rana
603,Wunde::N,blessure,rana
604,Fieber::N,fièvre,groznica
605,Arznei::N,remède,lijek
606,Arznei::N,médecine,lijek
607,Brücke::N,pont,most
608,Brücke::N,pont,ćuprija
609,Brunnen::N,puits,bunar
610,Brunnen::N,puits,zdenac
611,Weide::N,pâturage,paša
612,Weide::N,pâturage,pašnjak
613,Pfad::N,sentier,staza
614,Weg::N,voie,put
615,Weg::N,chemin,put
616,Straße::N,route,drum
617,Straße::N,route,cesta
618,Dorf::N,village,selo
619,Stadt::N,cité,grad
620,Stadt::N,cité,varoš
621,Stadt::N,ville,grad
622,Stadt::N,ville,varoš
623,Brief::N,lettre,list
624,Brief::N,lettre,pismo
625,Buch::N,livre,knjiga
626,Buchstabe::N,lettre,slovo
627,Buchstabe::N,caractère,slovo
628,Zeitung::N,journal,novine
629,Leben::N,vie,život
630,Tod::N,mort,smrt
631,Grab::N,tombe,raka
632,Kirche::N,église,crkva
633,Sünde::N,péché,grijeh
634,Gott::N,dieu,bog
635,Arbeiter::N,ouvrier,radnik
636,Arbeiter::N,travailleur,radnik
637,Chef::N,chef,šef
638,Chef::N,patron,šef
639,Meister::N,maître,majstor
640,Arzt::N,médecin,liječnik
641,Lehrer::N,professeur,učitelj
642,Lehrer::N,instituteur,učitelj
643,Geld::N,argent,novac
644,Geschäft::N,affaire,posao
645,Geschäft::N,affaire,trgovina
646,Geschäft::N,commerce,posao
647,Geschäft::N,commerce,trgovina
648,Laden::N,magasin,dućan
649,Laden::N,boutique,dućan
650,Preis::N,prix,cijena
651,Ware::N,marchandise,roba
652,Nutzen::N,profit,korist
653,Reichtum::N,richesse,bogatstvo
654,Welt::N,monde,svijet
655,Land::N,pays,zemlja
656,Staat::N,État,država
657,König::N,roi,kralj
658,Macht::N,pouvoir,moć
659,Macht::N,pouvoir,vlast
660,Macht::N,puissance,moć
661,Macht::N,puissance,vlast
662,Grenze::N,frontière,granica
663,Krieg::N,guerre,rat
664,Feind::N,ennemi,neprijatelj
665,Gewalt::N,violence,sila
666,Gewalt::N,violence,nasilje
667,Kampf::N,lutte,boj
668,Kampf::N,lutte,borba
669,Kampf::N,combat,boj
670,Kampf::N,combat,borba
671,Bogen[Waffe]::N,arc,luk
672,Pfeil::N,flèche,strijela
673,Gewehr::N,fusil,puška
674,Fehler::N,faute,pogreška
675,Fehler::N,faute,griješka
676,Fehler::N,erreur,pogreška
677,Fehler::N,erreur,griješka
678,Lüge::N,mensonge,laž
679,Schaden::N,dégât,šteta
680,Schaden::N,dommage,šteta
681,Unglück::N,malheur,nesreća
682,Schuld::N,faute,krivnja
683,Schuld::N,culpabilité,krivnja
684,Alter::N,âge,dob
685,Schluss::N,fin,kraj
686,Schluss::N,fin,konac
687,Zeit::N,temps,doba
688,Zeit::N,temps,vrijeme
689,Tag::N,jour,dan
690,Tag::N,journée,dan
691,Morgen::N,matin,jutro
692,Morgen::N,matinée,jutro
693,Mittag::N,midi,podne
694,Abend::N,soir,veče
695,Abend::N,soir,večer
696,Abend::N,soirée,veče
697,Abend::N,soirée,večer
698,Nacht::N,nuit,noć
699,Woche::N,semaine,sedmica
700,Monat::N,mois,mjesec
701,Jahr::N,an,godina
702,Jahr::N,année,godina
703,Frühling::N,printemps,proljeće
704,Sommer::N,été,ljeto
705,Herbst::N,automne,jesen
706,Winter::N,hiver,zima
707,Januar::N,janvier,januar
708,Januar::N,janvier,siječanj
709,Februar::N,février,veljača
710,Februar::N,février,februar
711,März::N,mars,mart
712,März::N,mars,ožujak
713,April::N,avril,april
714,April::N,avril,travanj
715,Mai::N,mai,maj
716,Mai::N,mai,svibanj
717,Juni::N,juin,juni
718,Juni::N,juin,lipanj
719,Juli::N,juillet,juli
720,Juli::N,juillet,srpanj
721,August::N,août,august
722,August::N,août,kolovoz
723,September::N,septembre,rujan
724,September::N,septembre,septembar
725,Oktober::N,octobre,oktobar
726,Oktober::N,octobre,listopad
727,November::N,novembre,studeni
728,November::N,novembre,novembar
729,Dezember::N,décembre,prosinac
730,Montag::N,lundi,ponedjeljak
731,Montag::N,lundi,ponedjeljnik
732,Dienstag::N,mardi,utorak
733,Dienstag::N,mardi,utornik
734,Mittwoch::N,mercredi,srijeda
735,Donnerstag::N,jeudi,četvrtak
736,Freitag::N,vendredi,petak
737,Samstag::N,samedi,subota
738,Sonntag::N,dimanche,nedjelja
739,groß::A,grand,velik
740,klein::A,petit,mali
741,klein::A,petit,malen
742,lang::A,long,dug
743,lang::A,long,dugačak
744,kurz::A,court,kratak
745,breit::A,large,širok
746,schmal::A,étroit,uski
747,schmal::A,étroit,uzak
748,dicht::A,dense,gust
749,dick[Gegenstand]::A,épais,debeo
750,dünn::A,mince,tanak
751,fein::A,fin,fin
752,fein::A,fin,tanak
753,fein::A,menu,fin
754,fein::A,menu,tanak
755,fest::A,ferme,čvrst
756,fest::A,solide,čvrst
757,flach::A,plat,ravan
758,flach::A,plat,plosnat
759,glatt::A,poli,gladak
760,glatt::A,lisse,gladak
761,hart::A,dur,tvrd
762,weich::A,mou,mek
763,weich::A,mou,mekan
764,rund::A,rond,okrugao
765,spitz::A,aigu,oštar
766,spitz::A,aigu,šiljast
767,spitz::A,pointu,oštar
768,spitz::A,pointu,šiljast
769,scharf::A,tranchant,oštar
770,scharf::A,tranchant,bridak
771,stumpf::A,mousse,tup
772,stumpf::A,émoussé,tup
773,schwer::A,lourd,težak
774,schwer::A,pesant,težak
775,schön::A,beau,krasan
776,heiß::A,chaud,vruć
777,heiß::A,très chaud,vruć
778,warm::A,chaud,topao
779,kalt::A,froid,hladan
780,kühl::A,frais,hladan
781,frisch::A,frais,svjež
782,feucht::A,humide,vlažan
783,nass::A,mouillé,mokar
784,trocken::A,sec,suh
785,voll::A,plein,pun
786,voll::A,rempli,pun
787,leer::A,vide,prazan
788,offen::A,ouvert,otvoren
789,geschlossen::A,clos,zatvoren
790,geschlossen::A,fermé,zatvoren
791,sauber::A,net,čist
792,sauber::A,propre,čist
793,schmutzig::A,sale,nečist
794,schmutzig::A,sale,blatan
795,schmutzig::A,crasseux,nečist
796,schmutzig::A,crasseux,blatan
797,roh::A,cru,sirov
798,roh::A,brut,sirov
799,reif::A,mûr,zreo
800,lecker::A,délicieux,tečan
801,lecker::A,délicieux,ukusan
802,lecker::A,appétissant,tečan
803,lecker::A,appétissant,ukusan
804,süß::A,doux,sladak
805,bitter::A,amer,gorak
806,sauer::A,aigre,kiseo
807,hell::A,clair,vedar
808,hell::A,clair,svijetao
809,dunkel::A,sombre,taman
810,schwarz::A,noir,crn
811,weiß::A,blanc,bio
812,weiß::A,blanc,bijel
813,rot::A,rouge,crven
814,gelb::A,jaune,žut
815,blau::A,bleu,plav
816,blau::A,bleu,modar
817,grün::A,vert,zelen
818,grau::A,gris,siv
819,bunt::A,multicolore,šaren
820,billig::A,bon marché,jeftin
821,teuer::A,cher,skup
822,wertvoll::A,précieux,vrijedan
823,wertvoll::A,précieux,dragocjen
824,blind::A,aveugle,slijep
825,taub::A,sourd,gluh
826,kräftig::A,fort,snažan
827,kräftig::A,vigoureux,snažan
828,stark::A,fort,jak
829,stark::A,fort,snažan
830,stark::A,puissant,jak
831,stark::A,puissant,snažan
832,schwach::A,faible,slab
833,fett::A,gras,pretio
834,schlank::A,svelte,vitak
835,hübsch::A,joli,zgodan
836,böse::A,mauvais,zao
837,böse::A,mauvais,opak
838,dumm::A,sot,glup
839,dumm::A,bête,glup
840,faul::A,fainéant,lijen
841,faul::A,paresseux,lijen
842,fleißig::A,appliqué,radin
843,fleißig::A,appliqué,marljiv
844,geizig::A,avare,škrt
845,klug::A,intelligent,razborit
846,geschickt::A,habile,vješt
847,lieb::A,cher,drag
848,lieb::A,gentil,drag
849,lustig::A,gai,veseo
850,lustig::A,joyeux,veseo
851,sanft::A,doux,blag
852,hungrig::A,affamé,gladan
853,krank::A,malade,bolestan
854,nackt::A,nu,nag
855,traurig::A,triste,tužan
856,traurig::A,triste,žalostan
857,lebendig::A,vivant,živ
858,gut::A,bon,dobar
859,schlecht::A,mauvais,loš
860,schlecht::A,mauvais,rđav
