,Concept_ID,hu,mrj
772,allein::ADV,egyedül,иктӹт
773,auf einmal::ADV,egyszerre,тöрöк
774,zusammen::ADV,együtt,икараш
775,zusammen::ADV,együtt,цымырын
776,zusammen::ADV,összesen,икараш
777,zusammen::ADV,összesen,цымырын
778,lange::ADV,sokáig,кужын
779,lange::ADV,hosszan,кужын
780,plötzlich::ADV,hirtelen,трӱк
781,plötzlich::ADV,egyszerre,трӱк
782,sofort::ADV,rögtön,полт
783,sofort::ADV,rögtön,тöрöк
784,sofort::ADV,rögtön,тӹшӓкок
785,sofort::ADV,tüstént,полт
786,sofort::ADV,tüstént,тöрöк
787,sofort::ADV,tüstént,тӹшӓкок
788,später::ADV,későn,вара
789,jetzt::ADV,most,
790,heute::ADV,ma,тагачы
791,morgen::ADV,holnap,иргод
792,morgen::ADV,holnap,иргодым
793,bald::ADV,majd,чӹнь
794,bald::ADV,majd,вӓшке
795,bald::ADV,majd,выртышты
796,bald::ADV,nemsokára,чӹнь
797,bald::ADV,nemsokára,вӓшке
798,bald::ADV,nemsokára,выртышты
799,dann::ADV,akkor,пакыла
800,gestern::ADV,tegnap,тенгечӹ
801,einst::ADV,hajdan,икӓнӓ
802,damals::ADV,akkor,тӹнӓм
803,damals::ADV,akkoriban,тӹнӓм
804,danach::ADV,azután,пакыла
805,vorher::ADV,előbb,перви
806,zuerst::ADV,először,андак
807,einmal::ADV,egyszer,гӓнӓк
808,einmal::ADV,egyszer,гӓнӓ
809,manchmal::ADV,néha,кынамжы
810,manchmal::ADV,olykor,кынамжы
811,oft::ADV,sokszor,чӹчкӹдӹн
812,immer::ADV,mindig,со
813,immer::ADV,mindig,соок
814,niemals::ADV,sohasem,нинам
815,niemals::ADV,sohasem,нигынам
816,niemals::ADV,sohasem,нигынамат
817,hier::ADV,itt,тиштӹ
818,hierhin::ADV,erre,тишкӹ
819,von hier::ADV,innen,тишец
820,von hier::ADV,innen,тишецӹн
821,dort::ADV,ott,тӹштӹ
822,dorthin::ADV,oda,тӹшкӹ
823,dorthin::ADV,oda,тӹшкӹлӓ
824,geradeaus::ADV,egyenesen,вик
825,geradeaus::ADV,egyenesen,тура
826,vorwärts::ADV,előre,анзыкы
827,rückwärts::ADV,hátrafelé,мӹнгеш
828,zurück::ADV,hátra,мӹнгеш
829,zurück::ADV,vissza,мӹнгеш
830,unten::ADV,alul,ӱлнӹ
831,unten::ADV,alul,лӹвӓлнӹ
832,hinab::ADV,le,ӱлӹкӹ
833,hinab::ADV,le,лӹвӓкӹ
834,hinab::ADV,lefelé,ӱлӹкӹ
835,hinab::ADV,lefelé,лӹвӓкӹ
836,oben::ADV,fenn,вӹлнӹ
837,oben::ADV,felül,вӹлнӹ
838,hinauf::ADV,fel,кӱшкӹлӓ
839,hinauf::ADV,fel,кӱш
840,hinauf::ADV,felfelé,кӱшкӹлӓ
841,hinauf::ADV,felfelé,кӱш
842,überall::ADV,mindenütt,йӹлт
843,überall::ADV,mindenütt,цилӓ вӓре
844,nicht::ADV,nem,уке
845,ein wenig::ADV,egy kicsit,изиш
846,ein wenig::ADV,egy kicsit,иклаштык
847,kaum::ADV,alig,цылик
848,kaum::ADV,alig,чучок-чучок
849,sehr::ADV,nagyon,чоте
850,so::ADV,úgy,тенге
851,so::ADV,úgy,тенгелӓ
852,noch::ADV,még,мол
853,noch::ADV,még,моло
854,nur::ADV,csak,веле
855,nur::ADV,csupán,веле
856,schon::ADV,már,уже
857,schon::ADV,már,ӹнде
858,wieder::ADV,ismét,уэш
859,wieder::ADV,megint,уэш
860,vergebens::ADV,hiába,зря
861,vergebens::ADV,hiába,ӹзрӓ
862,vergebens::ADV,hiába,ӹзӹрӓ
863,vor::PRP,előtt,анзыц
864,vor::PRP,előtt,анзыцын
865,hinter::PRP,mögött,шайылан
866,hinter::PRP,mögött,шайылный
867,unter::PRP,alatt,лӹвӓкӹ
868,durch::PRP,át,вашт
869,durch::PRP,keresztül,вашт
870,neben::PRP,mellett,сага
871,zwischen::PRP,között,лош
872,zwischen::PRP,között,лошкы
873,wegen::PRP,miatt,мычыц
874,wegen::PRP,végett,мычыц
875,dies::PRN,ez,тидӹ
876,dies::PRN,ez,ти
877,das::PRN,az,тидӹ
878,das::PRN,az,ти
879,alles::PRN,minden,цилӓ
880,ich::PRN,én,мый
881,du::PRN,te,тӹнь
882,er::PRN,ő,тӹдӹ
883,wir::PRN,mi,мӓ
884,ihr::PRN,ti,вӓ
885,sie::PRN,ők,нӹнӹ
886,was::FPRN,mi,ма
887,wer::FPRN,ki,кӱ
888,wo::FADV,hol,кышан
889,wo::FADV,hol,кыштакен
890,wohin::FADV,hova,кышкы
891,wie::FADV,hogy,кыце
892,wie::FADV,hogyan,кыце
893,warum::FADV,miért,малын
894,wieviel::FNUM,hány,кынар
895,wieviel::FNUM,hány,кынары
896,wieviel::FNUM,hány,кынаркы
897,wieviel::FNUM,mennyi,кынар
898,wieviel::FNUM,mennyi,кынары
899,wieviel::FNUM,mennyi,кынаркы
900,eins::NUM,egy,иктӹ
901,eins::NUM,egy,иктӹт
902,zwei::NUM,kettő,кок
903,zwei::NUM,kettő,кокты
904,drei::NUM,három,кым
905,drei::NUM,három,кымыт
906,vier::NUM,négy,нӹл
907,fünf::NUM,öt,вӹц
908,sechs::NUM,hat,куд
909,sechs::NUM,hat,кудытмозн
910,sieben::NUM,hét,шӹм
911,sieben::NUM,hét,шӹмӹт
912,acht::NUM,nyolc,кӓндӓкш
913,acht::NUM,nyolc,кӓндӓкшӹ
914,neun::NUM,kilenc,ӹндекшшӱдӹ
915,zehn::NUM,tíz,лу
916,elf::NUM,tizenegy,луатик
917,elf::NUM,tizenegy,луатиктӹ
918,zwölf::NUM,tizenkettő,луаткок
919,zwölf::NUM,tizenkettő,луаткокты
920,zwanzig::NUM,húsz,коклы
921,dreißig::NUM,harminc,кымлы
922,vierzig::NUM,negyven,нӹллӹ
923,fünfzig::NUM,ötven,вӹцлӹ
924,sechzig::NUM,hatvan,кудлу
925,siebzig::NUM,hetven,шӹмлу
926,achtzig::NUM,nyolcvan,кӓндӓкшлу
927,neunzig::NUM,kilencven,ӹндекшлу
928,hundert::NUM,száz,шӱдӹ
929,tausend::NUM,ezer,тӹжем
930,und::CNJ,és,дöн
931,und::CNJ,meg,дöн
932,oder::CNJ,vagy,льывы
933,stehen::V,áll,шалшаг
934,sitzen::V,ül,шӹнзӓш
935,liegen::V,fekszik,киӓш
936,hängen::V,függ,кечӓш
937,werden::V,lesz,шагалаш
938,passieren::V,történik,ӹштӓ́лтӓш
939,beginnen::V,kezdődik,тӹнгӓлӓлтӓш
940,enden::V,végződik,пӹтӓш
941,enden::V,befejeződik,пӹтӓш
942,wechseln::V,változik,весемӓш
943,wechseln::V,változik,весемӓлтӓш
944,aufgehen[Sonne]::V,kel,авараш
945,untergehen[Sonne]::V,lemegy,шӹ́нзӓш
946,scheinen[Sonne]::V,süt,сотемдӓрӓш
947,donnern::V,dörög,хӹдӹртӓш
948,wehen::V,fúj,ӹфӹлӓш
949,strömen::V,áramlik,йогащ
950,fließen::V,folyik,йогащ
951,sich drehen::V,forog,пöрдӓш
952,schwanken::V,inog,лыпшалташ
953,schwanken::V,ingadozik,лыпшалташ
954,schwingen::V,leng,кӓчӓйӓш
955,fallen::V,esik,кенвазаш
956,fallen::V,esik,шынгалташ
957,brennen::V,ég,йылаш
958,rauchen::V,füstöl,шыпшаш
959,regnen::V,esik,юраш
960,gefrieren::V,megfagy,гӓш
961,gefrieren::V,megfagy,кӹлмаш
962,tauen::V,olvad,шылаш
963,schmelzen::V,olvad,шӹрӓнӓш
964,schmelzen::V,elolvad,шӹрӓнӓш
965,trocknen::V,szárad,кошкаш
966,sieden::V,forr,шолаш
967,faulen::V,rothad,шӱӓш
968,verfaulen::V,elrothad,йӓнгӓрӓлтӓш
969,verfaulen::V,megrothad,йӓнгӓрӓлтӓш
970,reißen::V,szakad,кышкедӓлтӓш
971,versinken::V,süllyed,ва́лаш
972,versinken::V,elsüllyed,ва́лаш
973,vergehen::V,múlik,эртӓш
974,vergehen::V,elmúlik,эртӓш
975,erscheinen::V,feltűnik,каяш
976,erscheinen::V,megjelenik,каяш
977,verschwinden::V,letűnik,ямаш
978,sinken::V,süllyed,пычаш
979,abnehmen::V,apad,чӹдемӓш
980,abnehmen::V,apad,кöтӹргӓш
981,abnehmen::V,csökken,чӹдемӓш
982,abnehmen::V,csökken,кöтӹргӓш
983,zunehmen::V,növekszik,когоэмӓш
984,zunehmen::V,gyarapszik,когоэмӓш
985,steigen::V,emelkedik,лӱлта́лташ
986,wachsen::V,nő,кушкаш
987,wachsen::V,terem,кушкаш
988,wachsen::V,növekszik,кушкаш
989,glänzen::V,ragyog,йӹлгӹжӓш
990,glänzen::V,fénylik,йӹлгӹжӓш
991,funkeln::V,csillog,валгалташ
992,funkeln::V,tündöklik,валгалташ
993,lärmen::V,lármázik,юкланаш
994,läuten::V,cseng,цоргаш
995,klingeln::V,csenget,цоргаш
996,klirren::V,csörömpöl,цонгырталгаш
997,brausen::V,zúg,ышдымыла́наш
998,brausen::V,morajlik,ышдымыла́наш
999,rauschen::V,zúg,шу́жгаш
1000,klingen::V,hangzik,йо́нгаш
1001,bellen::V,ugat,опташ
1002,heulen::V,bőg,урмыжаш
1003,heulen::V,üvölt,урмыжаш
1004,blasen::V,fúj,ӹфӹлӓш
1005,pfeifen::V,fütyül,ши́шкаш
1006,schreien::V,kiált,уташ
1007,schreien::V,kiált,саслаш
1008,schreien::V,kiált,варгынзаш
1009,schreien::V,kiabál,уташ
1010,schreien::V,kiabál,саслаш
1011,schreien::V,kiabál,варгынзаш
1012,stöhnen::V,nyög,ӹнгӹрӓш
1013,zittern::V,remeg,цӹтӹрӓш
1014,zittern::V,reszket,цӹтӹрӓш
1015,leben::V,él,ӹлӓш
1016,geboren werden::V,születik,шачаш
1017,atmen::V,lélegzik,шӱлӓш
1018,trinken::V,iszik,йӱӓш
1019,essen::V,eszik,качкаш
1020,schlucken::V,nyel,нелӓш
1021,müde werden::V,elfárad,янгылаш
1022,müde werden::V,kifárad,янгылаш
1023,einschlafen::V,elalszik,амален кеӓш
1024,schlafen::V,alszik,амалаш
1025,aufwachen::V,felébred,понгыжалташ
1026,aufstehen::V,felkel,кӹньӹл шагалаш
1027,sich erholen::V,pihen,кӓнаш
1028,krank werden::V,megbetegedik,церлӓнен вазаш
1029,krank werden::V,belebetegszik,церлӓнен вазаш
1030,krank sein::V,betegeskedik,церлӓнӓш
1031,krank sein::V,betegeskedik,ясланаш
1032,krank sein::V,betegeskedik,ясыланаш
1033,schmerzen::V,fáj,каршташ
1034,husten::V,köhög,кахыраш
1035,genesen::V,meggyógyul,паремӓш
1036,genesen::V,meggyógyul,тöрлӓнӓш
1037,sterben::V,hal,вазын колаш
1038,umkommen::V,elpusztul,пӹтӓш
1039,sich bewegen::V,mozog,кашташ
1040,sich rühren::V,mozdul,тӓрвӓнӓш
1041,sich erheben::V,feláll,кӹньӹлӓш
1042,sich erheben::V,felemelkedik,кӹньӹлӓш
1043,sich setzen::V,ül,шӹнзӓш
1044,sich setzen::V,leül,шӹнзӓш
1045,hinfallen::V,bukik,кенвазаш
1046,hinfallen::V,bukik,шынгалташ
1047,hinfallen::V,elesik,кенвазаш
1048,hinfallen::V,elesik,шынгалташ
1049,laufen::V,jár,кашташ
1050,schreiten::V,lép,ашкедӓш
1051,spazierengehen::V,sétál,мадын кашташ
1052,eilen::V,siet,вӓшкӓш
1053,sich beeilen::V,siet,вӓшкӓш
1054,sich beeilen::V,siet,талашаш
1055,sausen::V,robog,хойхаланаш
1056,sausen::V,robog,хояш
1057,rennen::V,fut,кыргыжаш
1058,rennen::V,szalad,кыргыжаш
1059,springen::V,ugrik,тӹршештӓш
1060,klettern::V,kúszik,ку́заш
1061,schaukeln::V,hintázik,лыпшалташ
1062,kriechen::V,kúszik,авалянаш
1063,kriechen::V,kúszik,ньыжиклӓш
1064,schwimmen::V,úszik,илӓш
1065,tauchen::V,merül,цымаш
1066,rudern::V,evez,шуалташ
1067,fahren::V,jár,кеӓш
1068,fahren::V,megy,кеӓш
1069,fahren::V,utazik,кеӓш
1070,fliegen::V,száll,чонгештӓш
1071,gehen::V,megy,кеӓш
1072,weggehen::V,elmegy,кеӓш
1073,abfahren::V,indul,кеӓш
1074,anhalten::V,megáll,цӓрнӓш
1075,hineingehen::V,bemegy,пыраш
1076,eintreten::V,belép,пыраш
1077,kommen::V,jön,толаш
1078,ankommen::V,érkezik,шоаш
1079,ankommen::V,megérkezik,шоаш
1080,zurückkommen::V,visszajön,пöртӹлӓш
1081,bleiben::V,marad,кодаш
1082,bleiben::V,megmarad,кодаш
1083,warten::V,vár,вычаш
1084,warten::V,várakozik,вычаш
1085,erwarten::V,vár,вычаш
1086,erwarten::V,megvár,вычаш
1087,suchen::V,kutat,кӹчӓлӓш
1088,finden::V,talál,моаш
1089,versuchen::V,megpróbál,путаяш
1090,versuchen::V,megpróbál,цацаш
1091,versuchen::V,megkísérel,путаяш
1092,versuchen::V,megkísérel,цацаш
1093,vorbereiten::V,előkészít,поспейӹктӓш
1094,lieben::V,szeret,яраташ
1095,mögen::V,szeret,яраташ
1096,lachen::V,nevet,ваштылаш
1097,rühren::V,mozdít,тӓрвӓтӓш
1098,weinen::V,sír,мӓгӹрӓш
1099,schimpfen::V,szid,свырседӓлӓш
1100,schimpfen::V,szitkozódik,свырседӓлӓш
1101,sich ärgern::V,mérgelődik,шӹдешкӓш
1102,sich ärgern::V,bosszankodik,шӹдешкӓш
1103,sich fürchten::V,fél,лӱдӓш
1104,sich fürchten::V,retteg,лӱдӓш
1105,fürchten::V,fél,лӱдӓш
1106,fliehen::V,menekül,кыргыжаш
1107,flüchten::V,elmenekül,кыргыж шӹлӓш
1108,sehen::V,néz,ужаш
1109,anschauen::V,megnéz,анжалаш
1110,ansehen::V,néz,анжаш
1111,ansehen::V,ránéz,анжаш
1112,ansehen::V,megnéz,анжаш
1113,hören::V,hall,колаш
1114,zuhören::V,hallgat,колышташ
1115,zuhören::V,meghallgat,колышташ
1116,probieren::V,kóstol,тотештӓш
1117,probieren::V,kóstol,подыл анжаш
1118,probieren::V,megkóstol,тотештӓш
1119,probieren::V,megkóstol,подыл анжаш
1120,riechen::V,szagol,ӱпшӹнзӓш
1121,fühlen::V,érez,шижӓш
1122,scheinen::V,tűnik,каяш
1123,scheinen::V,látszik,каяш
1124,zu sehen sein::V,mutatkozik,каяш
1125,vernehmen::V,hall,колын колташ
1126,frieren::V,fázik,кӹлмаш
1127,frieren::V,fázik,тӹнгӹргӓш
1128,tun::V,csinál,ӹштӓш
1129,tun::V,cselekszik,ӹштӓш
1130,können::V,tud,кердӓш
1131,wollen::V,akar,жалаяш
1132,anfangen::V,kezd,тӹнгӓлӓш
1133,beenden::V,befejez,пӹтӓрӓш
1134,aufhören::V,megszűnik,цӓрнӓш
1135,gelingen::V,sikerül,цӓш лиӓш
1136,geraten::V,kerül,лиӓш
1137,geraten::V,jut,лиӓш
1138,öffnen::V,nyit,пачаш
1139,öffnen::V,kinyit,пачаш
1140,schließen::V,csuk,чӱчӓш
1141,schließen::V,becsuk,чӱчӓш
1142,stellen::V,állít,шӹндӓш
1143,stellen::V,helyez,шӹндӓш
1144,setzen::V,ültet,шӹндӓш
1145,setzen::V,helyez,шӹндӓш
1146,legen::V,tesz,опташ
1147,legen::V,tesz,пиштӓш
1148,legen::V,fektet,опташ
1149,legen::V,fektet,пиштӓш
1150,berühren::V,érint,тӹкӓлӓш
1151,verbinden::V,beköt,пидӓш
1152,verbinden::V,összeköt,пидӓш
1153,bedecken::V,betakar,леведӓш
1154,bedecken::V,beborít,леведӓш
1155,aufhängen::V,felakaszt,сӓкӓш
1156,anzünden::V,gyújt,чӱктӓш
1157,anzünden::V,meggyújt,чӱктӓш
1158,aufheben::V,felemel,кузыкташ
1159,zurücklassen::V,hátrahagy,кодаш
1160,verlieren::V,veszít,ямдаш
1161,verlieren::V,elveszít,ямдаш
1162,fallen lassen::V,elejt,кенвацтараш
1163,machen::V,tesz,ӹштӓш
1164,machen::V,csinál,ӹштӓш
1165,herstellen::V,gyárt,йӓмдӹлӓш
1166,herstellen::V,előállít,йӓмдӹлӓш
1167,bauen::V,épít,ӹштӓш
1168,reparieren::V,javít,чиняш
1169,reparieren::V,javít,алалаш
1170,reparieren::V,kijavít,чиняш
1171,reparieren::V,kijavít,алалаш
1172,reparieren::V,megjavít,чиняш
1173,reparieren::V,megjavít,алалаш
1174,verbessern::V,megjavít,яжоэмден шӹндӓш
1175,ändern::V,változtat,вашталташ
1176,ändern::V,megváltoztat,вашталташ
1177,graben::V,ás,капаяш
1178,beugen::V,meghajt,лывырташ
1179,beugen::V,meghajt,каклярташ
1180,biegen::V,hajlít,лывырташ
1181,drehen::V,forgat,сӓрӓш
1182,drehen::V,forgat,сӓрӹкӓлӓш
1183,wenden::V,fordít,сӓрӓлӓш
1184,wenden::V,megfordít,сӓрӓлӓш
1185,umdrehen::V,megfordít,сӓрӓлӓш
1186,umdrehen::V,megforgat,сӓрӓлӓш
1187,heben::V,emel,лӱктӓш
1188,hochheben::V,felemel,кузыкташ
1189,ergreifen::V,megfog,хватяш
1190,halten::V,tart,кычаш
1191,drücken::V,nyom,темдӓш
1192,drücken::V,megnyom,темдӓш
1193,schieben::V,tol,шӹкӓш
1194,kratzen::V,vakar,нӹжӓш
1195,lecken::V,nyal,нылаш
1196,beißen::V,harap,пыралаш
1197,abreißen::V,letép,кӹрӓш
1198,abreißen::V,letép,кышкед нӓлӓш
1199,abschneiden::V,levág,шулаш
1200,abschneiden::V,levág,лаштыклаш
1201,binden::V,köt,пидӓш
1202,binden::V,kötöz,пидӓш
1203,stecken::V,dug,шыралаш
1204,brechen::V,tör,тодылаш
1205,brechen::V,tör,пыдырташ
1206,brechen::V,eltör,тодылаш
1207,brechen::V,eltör,пыдырташ
1208,klopfen::V,kopogtat,рушткаш
1209,hauen::V,vág,шелӹштӓш
1210,hauen::V,levág,шелӹштӓш
1211,kleben::V,tapaszt,клейӓш
1212,reiben::V,dörzsöl,нӹжӓш
1213,reiben::V,súrol,нӹжӓш
1214,streichen::V,simít,шӹрӓш
1215,schleifen::V,fen,шымаш
1216,schleifen::V,csiszol,шымаш
1217,schleifen::V,köszörül,шымаш
1218,schneiden::V,vág,пӹчкӓш
1219,schneiden::V,szel,пӹчкӓш
1220,schneiden::V,metsz,пӹчкӓш
1221,rütteln::V,ráz,мыльгыкташ
1222,schütteln::V,ráz,цӹтӹртӓш
1223,schütteln::V,ráz,мыльгыкташ
1224,schütteln::V,megráz,цӹтӹртӓш
1225,schütteln::V,megráz,мыльгыкташ
1226,schwenken::V,lóbál,машыяш
1227,schwenken::V,lobogtat,машыяш
1228,schütten::V,önt,опталаш
1229,füllen::V,tölt,темӓш
1230,füllen::V,megtölt,темӓш
1231,einwickeln::V,becsavar,пӹтӹрӓ́лӓш
1232,tragen::V,hord,намалаш
1233,schleppen::V,vonszol,шӹдӹрӓш
1234,ziehen::V,húz,шыпшаш
1235,aufbewahren::V,megőriz,перегӓш
1236,werfen::V,dob,кӹшкӓш
1237,werfen::V,hajít,кӹшкӓш
1238,fangen::V,fog,кычаш
1239,packen::V,megragad,хватяш
1240,verstecken::V,eldug,шӹлтӓш
1241,verstecken::V,elrejt,шӹлтӓш
1242,teilen::V,oszt,пайылаш
1243,teilen::V,megoszt,пайылаш
1244,schicken::V,küld,колташ
1245,bringen::V,hoz,кандаш
1246,bringen::V,visz,кандаш
1247,hinzufügen::V,hozzáad,
1248,bekommen::V,kap,лыкташ
1249,bekommen::V,megkap,лыкташ
1250,erhalten::V,kap,получаяш
1251,erhalten::V,megkap,получаяш
1252,nehmen::V,vesz,налаш
1253,wählen::V,választ,айыраш
1254,auswählen::V,kiválaszt,айыраш
1255,bewahren::V,megtart,перегӓш
1256,behindern::V,akadályoz,мешӓйӓш
1257,behindern::V,gátol,мешӓйӓш
1258,verderben::V,elront,портяш
1259,beschädigen::V,rongál,шушырташ
1260,zerbrechen::V,eltör,пыдырташ
1261,zerbrechen::V,széttör,пыдырташ
1262,zerbrechen::V,kettétör,пыдырташ
1263,zerreißen::V,eltép,кӹрӓш
1264,zerreißen::V,széttép,кӹрӓш
1265,zerstören::V,elpusztít,шӓлӓтӓш
1266,verbrennen::V,éget,йылаташ
1267,verbrennen::V,éget,йылалташ
1268,verbrennen::V,eléget,йылаташ
1269,verbrennen::V,eléget,йылалташ
1270,geben::V,ad,пуаш
1271,reichen::V,nyújt,пуаш
1272,schenken::V,ajándékoz,подараш
1273,versprechen::V,ígér,сöрӓш
1274,wünschen::V,kíván,жалаяш
1275,loben::V,dicsér,хваляш
1276,küssen::V,csókol,шышшалаш
1277,wiegen::V,ringat,лӱнгӓлтӓш
1278,zudecken::V,betakar,пиштӓш
1279,wecken::V,kelt,понгыжалтараш
1280,wecken::V,ébreszt,понгыжалтараш
1281,zeigen::V,mutat,анжыкташ
1282,führen::V,visz,видӓш
1283,führen::V,vezet,видӓш
1284,lehren::V,tanít,тымдаш
1285,unterrichten::V,tanít,тымдаш
1286,aufziehen::V,felnevel,кушташ
1287,leiten::V,vezet,видӓш
1288,leiten::V,vezet,вуйлаташ
1289,leiten::V,vezet,вуйлалташ
1290,leiten::V,vezérel,видӓш
1291,leiten::V,vezérel,вуйлаташ
1292,leiten::V,vezérel,вуйлалташ
1293,antreiben::V,hajt,талаштараш
1294,lassen::V,-tat,-ыкт
1295,lassen::V,-at,-ыкт
1296,einladen::V,meghív,ӱжӓш
1297,vereinigen::V,egyesít,иктештӓш
1298,besuchen::V,látogat,толаш
1299,treffen::V,talál,вӓшлиӓш
1300,treffen::V,talál,вӓшлиӓлтӓш
1301,sich versammeln::V,gyülekezik,цымыргаш
1302,sich versammeln::V,összegyűlik,цымыргаш
1303,spielen::V,játszik,мадаш
1304,singen::V,énekel,мыраш
1305,tanzen::V,táncol,кушташ
1306,sich trennen::V,elválik,айырлаш
1307,verlassen::V,elhagy,шуаш
1308,retten::V,ment,ытараш
1309,bewachen::V,őriz,оролаш
1310,schützen::V,óv,перегӓш
1311,schützen::V,véd,перегӓш
1312,verteidigen::V,véd,перегӓш
1313,sich schlagen::V,verekszik,шидӓлӓш
1314,sich schlagen::V,verekszik,шиэдӓлӓш
1315,schießen::V,lő,лӱӓш
1316,siegen::V,győz,сӹнгӓш
1317,ärgern::V,bosszant,шӹдештӓрӓш
1318,schlagen::V,üt,пӓрен колташ
1319,schlagen::V,üt,хӹрӹктен колташ
1320,schlagen::V,ver,пӓрен колташ
1321,schlagen::V,ver,хӹрӹктен колташ
1322,treten::V,rúg,чымаш
1323,stechen::V,döf,пышкылаш
1324,stechen::V,szúr,пышкылаш
1325,stoßen::V,lök,шыркедӓш
1326,stehlen::V,lop,шолышт толаш
1327,stören::V,zavar,ӓрештӹлӓш
1328,belästigen::V,zaklat,кӓньӹсӹрлӓндӓрӓш
1329,belästigen::V,zaklat,шытырланыкташ
1330,verbergen::V,rejt,шӹлтӓш
1331,verbergen::V,elrejt,шӹлтӓш
1332,täuschen::V,megtéveszt,алталаш
1333,täuschen::V,megtéveszt,аталаш
1334,betrügen::V,csal,мошеньӹчӓйӓш
1335,töten::V,öl,пуштын шуаш
1336,wohnen::V,lakik,ӹлӓш
1337,arbeiten::V,dolgozik,пӓшӓлӓш
1338,arbeiten::V,dolgozik,ровотаяш
1339,sammeln::V,szed,погаш
1340,sammeln::V,gyűjt,погаш
1341,pflücken::V,szed,кӹрӓш
1342,jagen::V,vadászik,охотничӓйӓш
1343,fischen::V,halászik,кол кычаш
1344,fassen::V,fog,кычаш
1345,hüten::V,őriz,кӹтӓш
1346,hüten::V,legeltet,кӹтӓш
1347,treiben::V,hajt,шуруяш
1348,anbinden::V,köt,ялшташ
1349,anbinden::V,köt,ялышташ
1350,füttern::V,etet,пукшаш
1351,melken::V,fej,шыпшылаш
1352,hacken::V,vág,роаш
1353,gießen::V,öntöz,шӓвӓш
1354,reifen::V,érik,кӱӓш
1355,reifen::V,érik,поспейӓш
1356,zubereiten::V,elkészít,йӓмдӹлӓш
1357,kochen::V,főz,шолташ
1358,backen::V,süt,кӱктӓш
1359,braten::V,süt,жӓрӓш
1360,umrühren::V,megkever,намалаш
1361,stricken::V,köt,пидӓш
1362,nähen::V,varr,ыргаш
1363,färben::V,fest,пидӓш
1364,reinigen::V,tisztít,чиӓлтӓш
1365,waschen::V,mos,мышкаш
1366,abwischen::V,letöröl,ӹштӓш
1367,spülen::V,mosogat,шӱӓлтӓш
1368,fegen::V,söpör,ӹштӓш
1369,kehren::V,söpör,ӹштӓш
1370,baden::V,fürdik,нӱштӹлӓш
1371,sich waschen::V,mosdik,мышкылташ
1372,sich waschen::V,mosakszik,мышкылташ
1373,ausziehen::V,levesz,кыдашаш
1374,anziehen::V,felölt,чиӓш
1375,anziehen::V,felvesz,чиӓш
1376,sich anziehen::V,öltözik,чиӓш
1377,sich anziehen::V,felöltözik,чиӓш
1378,kämmen::V,fésül,шерӓш
1379,schmücken::V,díszít,цеверемдӓш
1380,sagen::V,mond,манаш
1381,sagen::V,mond,келесӓш
1382,sprechen::V,beszél,манаш
1383,reden::V,beszél,шайышташ
1384,sich unterhalten::V,beszélget,хытыраш
1385,sich unterhalten::V,beszélget,хытыргаш
1386,fragen::V,kérdez,ядаш
1387,bitten::V,kér,ядаш
1388,erzählen::V,mesél,келесӓш
1389,erzählen::V,elbeszél,келесӓш
1390,mitteilen::V,közöl,попаш
1391,mitteilen::V,közöl,увертӓш
1392,mitteilen::V,közöl,увертӓрӓш
1393,nennen::V,hív,лӹмдӓш
1394,nennen::V,nevez,лӹмдӓш
1395,rufen::V,hív,ӱжӓш
1396,prahlen::V,dicsekszik,хайзаш
1397,prahlen::V,dicsekszik,шаргаланаш
1398,übersetzen::V,fordít,вашташ
1399,denken::V,gondol,машанаш
1400,glauben::V,hisz,ӹнянӓш
1401,bemerken::V,észrevesz,цаклаш
1402,erkennen::V,ráismer,пӓлӓш
1403,erkennen::V,felismer,пӓлӓш
1404,begreifen::V,felfog,ынгылаш
1405,verstehen::V,ért,ынгылаш
1406,verstehen::V,megért,ынгылаш
1407,lernen::V,tanul,тыменяш
1408,lernen::V,megtanul,тыменяш
1409,wissen::V,tud,пӓлӓш
1410,sich erinnern an::V,emlékszik,ышештӓрӓш
1411,vergessen::V,felejt,монден кодаш
1412,vergessen::V,elfelejt,монден кодаш
1413,messen::V,mér,висӓш
1414,messen::V,megmér,висӓш
1415,zählen::V,számol,шотаяш
1416,zählen::V,megszámol,шотаяш
1417,rechnen::V,számít,шотаяш
1418,lesen::V,olvas,лыдаш
1419,malen::V,fest,рисуяш
1420,zeichnen::V,rajzol,ыдырка́лаш
1421,schreiben::V,ír,вазаш
1422,besitzen::V,birtokol,кы́чаш
1423,kaufen::V,vesz,нӓлӓш
1424,kaufen::V,megvesz,нӓлӓш
1425,verkaufen::V,elad,выжалаш
1426,bezahlen::V,fizet,тӱлӓш
1427,bezahlen::V,kifizet,тӱлӓш
1428,zahlen::V,fizet,тӱлӓш
1429,zahlen::V,megfizet,тӱлӓш
1430,beherrschen::V,ural,кы́чаш
1431,ertragen::V,elbír,цӹтӓш
1432,ertragen::V,elvisel,цӹтӓш
