,Concept_ID,be,lbe
181,Krähe::N,варона,хъатӏу
182,Kuckuck::N,зязюля,ччикку
183,Schwan::N,лебедзь,урттил къаз
184,Fisch::N,рыба,чавахъ
185,Barsch::N,акунь,
186,Hecht::N,шчупак,
187,Schlange[Tier]::N,змяя,шатта
188,Wurm::N,чарвяк,кьюнукьай шатта
189,Spinne::N,павук,ххялцу
190,Ameise::N,мурашка,митӏикьукьу
191,Laus::N,вош,
192,Mücke::N,камар,мичӏак
193,Fliege::N,муха,зимиз
194,Schmetterling::N,матыль,чӏимучӏали
195,Beere::N,ягада,хӏаллил ахъулсса
196,Apfel::N,яблык,гьивч
197,Pilz::N,грыб,ттуккул иис
198,Zwiebel::N,цыбуля,лаччул чсмусул бакӏ
199,Saat::N,семя,гьанна
200,Korn::N,зерне,къама
201,Heu::N,сена,ххулув
202,Schale::N,шалупінне,ккиртту
203,Grube::N,яма,кӏаланг
204,Falle::N,пастка,къатӏа
205,Schlinge::N,сіло,хӏатӏ
206,Spur::N,след,ша
207,Asche::N,попел,лах
208,Dreck::N,бруд,кьяркьи
209,Dreck::N,бруд,венп
210,Eisen::N,жалеза,мах
211,Gold::N,золата,муси
212,Silber::N,сребра,арцу
213,Kohle::N,вугаль,кӏалаш
214,Kohle::N,вугаль,хъуручӏ
215,Glas::N,шкло,пюрун
216,Lehm::N,гліна,сина аьрщи
217,Sand::N,пясок,къун
218,Mensch::N,чалавек,инсан
219,Mann::N,мужчына,чув
220,Mann::N,мужчына,адимина
221,Frau::N,жанчына,щарсса
222,Frau::N,жанчына,хъамитайпа
223,Kind::N,дзіця,чӏиви оьрчӏ
224,Junge::N,хлопчык,оьрчӏ
225,Junge::N,хлопчык,бурхьин оьрчӏ
226,Mädchen::N,дзяўчынка,душ
227,Familie::N,сямʼя,кулпат
228,Großvater::N,дзядуля,ттатта
229,Großvater::N,дзядуля,ниттил ппу
230,Großmutter::N,бабуля,буттал нину
231,Eltern::N,бацькі,нину-ппу
232,Vater::N,бацька,ппу
233,Mutter::N,маці,нину
234,Sohn::N,сын,арс
235,Tochter::N,дачка,душ
236,Bruder::N,брат,уссу
237,Schwester::N,сястра,ссу
238,Onkel::N,дзядзька,буттауссу
239,Tante::N,цётка,буттал ссу
240,Ehemann::N,муж,лас
241,Ehefrau::N,жонка,щар
242,Ehefrau::N,жонка,щарсса
243,Freude::N,радасць,шадшиву
244,Freude::N,радасць,ххаришиву
245,Gelächter::N,смех,хъяхъаву
246,Glück::N,шчасце,талихӏ
247,Kummer::N,гора,дард
248,Wunsch::N,жаданне,мурад
249,Lust::N,цяга,гьавас
250,Lust::N,цяга,ччаву
251,Geist::N,дух,рухӏ
252,Gedanke::N,думка,пикри
253,Gedächtnis::N,памяць,дакӏний личӏаву
254,Verstand::N,розум,аькьлу
255,Sinn::N,сэнс,мяъна
256,Grund::N,зачэпка,багьана
257,Wahrheit::N,праўда,тӏайламур
258,Wahrheit::N,праўда,хӏакьмур
259,Gespräch::N,размова,ихтилат
260,Märchen::N,казка,магьа
261,Erzählung::N,расказ,хавар
262,Erzählung::N,апавяданне,хавар
263,Nachricht::N,вестка,хавар
264,Nachricht::N,паведамленне,хавар
265,Neuigkeit::N,навіна,хавар
266,Name::N,імя,цӏа
267,Rätsel::N,загадка,ссигьа
268,Rede::N,прамова,гъалгъа
269,Sprache::N,мова,маз
270,Stimme::N,голас,чӏу
271,Stimme::N,голас,чӏукӏа
272,Wort::N,слова,махъ
273,Zeichen::N,знак,лишан
274,Ruf::N,кліч,
275,Lärm::N,шум,чӏу
276,Laut::N,гук,чӏу
277,Ton::N,гучанне,чӏу
278,Lied::N,песня,балай
279,Ruhe::N,спакой,дигьалагру
280,Leute::N,людзі,инсантал
281,Volk::N,народ,ил
282,Volk::N,народ,халкь
283,Arbeit::N,праца,заву
284,Arbeit::N,работа,заву
285,Gast::N,госць,хъамаличу
286,Geschenk::N,падарунак,бухчакарши
287,Geschenk::N,падарунак,лажинккакку
288,Spiel::N,гульня,тӏуркӏу
289,Gesellschaft::N,таварыства,жямат
290,Gesellschaft::N,таварыства,ккуран
291,Hilfe::N,дапамога,кумаг
292,Freund::N,друг,дус
293,Freund::N,сябар,дус
294,Kamerad::N,прыяцель,хӏаласу
295,Angelegenheit::N,справа,иш
296,Anzahl::N,колькасць,аьдад
297,Art::N,від,жинс
298,Stück::N,кусок,касак
299,Stück::N,кавалак,касак
300,Teil::N,частка,бутӏа
301,Hälfte::N,палова,дачӏи
302,Hälfte::N,палавіна,дачӏи
303,Kreis::N,круг,кюрщан
304,Kreuz::N,крыж,ххач
305,Linie::N,лінія,щва
306,Strich::N,рыса,щва
307,Abstand::N,прамежак,манзил
308,Entfernung::N,адлегласць,манзил
309,Gegend::N,мясцовасць,кӏану
310,Platz::N,месца,
311,Ort::N,месца,кӏану
312,Seite::N,бок,чул
313,Seite::N,бок,чулухалу
314,Mitte::N,сярэдзіна,дя
315,Gegenstand::N,прадмет,зат
316,Sache::N,рэч,зат
317,Rand::N,край,зума
318,Kante::N,руб,
319,Kante::N,кант,
320,Ecke::N,вугал,мурцӏу
321,Spitze::N,кончык,мицӏ
322,Ende::N,канец,зума
323,Loch::N,дзірка,ккутӏ
324,Winkel::N,вугал,мурцӏу
325,Muster::N,узор,накьич
326,Größe::N,памер,
327,Länge::N,даўжыня,лахъишиву
328,Höhe::N,вышыня,лахъшиву
329,Gewicht::N,вага,дуццин
330,Gewicht::N,вага,кӏушиву
331,Menge::N,колькасць,
332,Haufen::N,куча,бакӏу
333,Reihe::N,рад,кьюкьа
334,Boot::N,лодка,луткка
335,Ruder::N,вясло,весло
336,Ruder::N,вясло,чӏатӏа
337,Schlitten::N,сані,чана
338,Schlitten::N,сані,санкка
339,Ski::N,лыжа,лижарду
340,Lagerfeuer::N,вогнішча,къавтӏн
341,Last::N,цяжар,гьиву
342,Gang::N,ход,нанаву
343,Schritt::N,шаг,ша
344,Schritt::N,крок,ша
345,Norden::N,поўнач,ухссав
346,Norden::N,поўнач,ухссавнил чулухалу
347,Süden::N,поўдзень,кьилва
348,Westen::N,захад,баргълагавал
349,Westen::N,захад,баргълагавал чул
350,Osten::N,усход,баргъбуккай чулухалу
351,Holz::N,дрэва,тӏама
352,Holz::N,драўніна,тӏама
353,Brett::N,дошка,тахта
354,Platte::N,пліта,гъуни
355,Stütze::N,падпорка,гьалакӏу
356,Stange::N,жэрдка,къазихъ
357,Stock::N,палка,ттархь
358,Stab::N,шост,ччантӏакъу
359,Rohr::N,труба,бургъу
360,Haus::N,дом,къатта
361,Heim::N,дом,къатта
362,Heim::N,хата,къатта
363,Ofen::N,печ,пач
364,Fußboden::N,падлога,чӏанкъатта
365,Tisch::N,стол,усттул
366,Stuhl::N,стул,кӏану
367,Stuhl::N,крэсла,кӏану
368,Wiege::N,калыска,оьрчӏал кӏану
369,Bett::N,ложак,тах
370,Bett::N,пасцель,тах
371,Regal::N,паліца,чӏаму
372,Kiste::N,скрынка,яшикӏ
373,Kiste::N,скрынка,къурши
374,Fenster::N,акно,чӏавахьулу
375,Tür::N,дзверы,нуз
376,Tür::N,дзверы,нузкьун
377,Tor::N,вароты,къапу
378,Tor::N,вароты,дарваза
379,Zaun::N,агароджа,дайгьузанну
380,Dach::N,дах,магъи
381,Dach::N,дах,цӏиялу
382,Leiter::N,лесвіца,чуртту
383,Besen::N,мятла,чӏатлу
384,Spaten::N,лапата,бил
385,Spaten::N,жалязняк,бил
386,Schaufel::N,шуфлік,чӏатӏа
387,Schaufel::N,лапатка,чӏатӏа
388,Gabel::N,відэлец,гьиссилу
389,Löffel::N,лыжка,къуса
390,Messer::N,нож,чӏила
391,Nagel::N,цвік,мяр
392,Netz::N,сетка,къери
393,Haken::N,крук,къича
394,Griff::N,ручка,куяму
395,Schloss::N,замок,кьункьула
396,Bild::N,карціна,сурат
397,Figur::N,фігура,
398,Puppe::N,лялька,ссихьу
399,Beutel::N,мяшок,чантай
400,Bündel::N,вязка,гьи
401,Bündel::N,вязка,къар
402,Tasche::N,торба,
403,Eimer::N,вядро,бадра
404,Deckel::N,накрыўка,къапаза
405,Geschirr::N,пасуда,пюрунчӏул
406,Geschirr::N,пасуда,тӏахӏникӏичӏу
407,Sack::N,мех,къап
408,Sack::N,мех,дарваг
409,Tasse::N,кубак,пижан
410,Tasse::N,кубак,пинжан
411,Tasse::N,кубак,инкираччатӏи
412,Tasse::N,кубак,цинцилттал бушкъап
413,Topf::N,каструля,кӏункӏур
414,Kessel::N,кацёл,чаг
415,Kessel::N,кацёл,кӏункӏур
416,Essen::N,ежа,дукия
417,Essen::N,ежа,дукин
418,Nahrung::N,харч,дукра
419,Speise::N,страва,дукра
420,Fleisch::N,мяса,дикӏ
421,Getreide::N,збожжа,къама
422,Brei::N,каша,ккурч
423,Brot::N,хлеб,ччатӏ
424,Scheibe::N,луста,парча
425,Scheibe::N,скібка,парча
426,Fett::N,тлушч,аьгъушиву
427,Butter::N,масла,нагь
428,Butter::N,масла,лагаву
429,Öl::N,алей,
430,Salz::N,соль,цӏву
431,Suppe::N,суп,накь
432,Honig::N,мёд,ницӏ
433,Milch::N,малако,накӏ
434,Tee::N,чай,чяй
435,Tee::N,гарбата,чяй
436,Leder::N,скура,бурчу
437,Wolle::N,воўна,ппал
438,Stoff::N,тканіна,янна
439,Nadel::N,іголка,ххалаххи
440,Faden::N,нітка,ххал
441,Knopf::N,гузік,банд
442,Knoten::N,вузел,къурхъ
443,Farbe::N,фарба,сир
444,Kleidung::N,адзенне,янна
445,Kleidung::N,адзенне,лаххия
446,Hemd::N,кашуля,гьухъа
447,Kragen::N,каўнер,дарвач
448,Ärmel::N,рукаў,кахха
449,Hose::N,штаны,хӏажак
450,Gürtel::N,пояс,мухӏлу
451,Mütze::N,шапка,кьяпа
452,Schuh::N,чаравік,
453,Stiefel::N,бот,чакма
454,Ring::N,кольца,кӏисса
455,Band::N,стужка,линт
456,Kamm::N,расчоска,ттарал
457,Spiegel::N,люстра,дагьани
458,Riemen::N,рэмень,эн
459,Schnur::N,вяроўка,хьхьа
460,Leine::N,павадок,
461,Decke::N,коўдра,виргъан
462,Kissen::N,падушка,кӏаралу
463,Tuch::N,хустка,карщи
464,Handtuch::N,ручнік,калихьу
465,Handtuch::N,ручнік,лажинлихьу
466,Kraft::N,сіла,эллаж
467,Stärke::N,моц,гуж
468,Gesundheit::N,здароўе,цӏуллу-сагъшиву
469,Krankheit::N,хвароба,къашайшиву
470,Schmerz::N,боль,къюву
471,Wunde::N,рана,щаву
472,Fieber::N,гарачка,кӏиришиву
473,Fieber::N,ліхаманка,кӏиришиву
474,Arznei::N,лекі,дару
475,Brücke::N,мост,ламу
476,Brunnen::N,калодзеж,къуй
477,Weide::N,паша,бизантту
478,Pfad::N,сцежка,жегъир ххуллу
479,Weg::N,шлях,ххуллу
480,Weg::N,дарога,ххуллу
481,Straße::N,вуліца,ххуллу
482,Dorf::N,вёска,щар
483,Dorf::N,вёска,шяравалу
484,Stadt::N,горад,шагьру
485,Brief::N,ліст,чагъар
486,Brief::N,пісьмо,чагъар
487,Buch::N,кніга,лу
488,Buchstabe::N,літара,хӏарп
489,Zeitung::N,газета,кказит
490,Leben::N,жыццё,оьрму
491,Tod::N,смерць,ажал
492,Tod::N,смерць,бивкӏу
493,Tod::N,смерць,ивчӏаву
494,Grab::N,магіла,гьав
495,Kirche::N,касцёл,килиса
496,Kirche::N,царква,килиса
497,Sünde::N,грэх,бунагъ
498,Gott::N,бог,зал
499,Arbeiter::N,рабочы,зузала
500,Chef::N,начальнік,ялувма
501,Meister::N,майстар,усттар
502,Arzt::N,урач,хӏакин
503,Lehrer::N,настаўнік,учитель
504,Geld::N,грошы,арцу
505,Geschäft::N,заняцце,даву
506,Laden::N,крама,ттучан
507,Laden::N,магазін,ттучан
508,Preis::N,цана,багъа
509,Ware::N,тавар,хъус
510,Nutzen::N,выгада,хайр
511,Nutzen::N,выгада,мюнпат
512,Reichtum::N,багацце,давлат
513,Reichtum::N,багацце,аваданшиву
514,Welt::N,свет,дуниял
515,Land::N,краіна,билаят
516,Staat::N,дзяржава,паччахӏлугъ
517,König::N,кароль,
518,Macht::N,улада,власть
519,Grenze::N,граніца,дазу
520,Krieg::N,вайна,дяъви
521,Feind::N,вораг,душман
522,Gewalt::N,насілле,къия
523,Kampf::N,барацьба,лачӏуи уккаву
524,Bogen[Waffe]::N,лук,ккуртта
525,Pfeil::N,страла,чӏатӏаракӏ
526,Gewehr::N,ружжо,ттупанг
527,Fehler::N,памылка,гъалатӏ
528,Lüge::N,хлусня,щялмахъ
529,Schaden::N,шкода,зарал
530,Unglück::N,ліха,бала
531,Unglück::N,бядота,бала
532,Schuld::N,віна,тахсир
533,Alter::N,узрост,оьрму
534,Schluss::N,канец,ахир
535,Zeit::N,час,чӏун
536,Tag::N,дзень,кьини
537,Morgen::N,ранак,кӏюрх
538,Morgen::N,раніца,кӏюрх
539,Mittag::N,паўдня,ахттайн
540,Mittag::N,паўдня,дяахттайн
541,Mittag::N,паўдня,ахттайн чӏун
542,Mittag::N,поўдзень,ахттайн
543,Mittag::N,поўдзень,дяахттайн
544,Mittag::N,поўдзень,ахттайн чӏун
545,Abend::N,вечар,маркӏачӏан
546,Nacht::N,ноч,хьхьу
547,Woche::N,тыдзень,нюжмар
548,Monat::N,месяц,барз
549,Jahr::N,год,шин
550,Frühling::N,вясна,инт
551,Sommer::N,лета,гъи
552,Herbst::N,восень,ссут
553,Winter::N,зіма,кӏи
554,Januar::N,студзень,цалчинмур барз
555,Februar::N,люты,кӏилчинмур барз
556,März::N,сакавік,шамилчинмур барз
557,April::N,красавік,апрель
558,April::N,красавік,мукьилчинмур барз
559,Mai::N,май,май
560,Mai::N,май,ххюлчинмур барз
561,Mai::N,травень,май
562,Mai::N,травень,ххюлчинмур барз
563,Juni::N,чэрвень,июнь
564,Juni::N,чэрвень,ряххилчинмур барз
565,Juli::N,ліпень,июль
566,Juli::N,ліпень,Арулчинмур барз
567,August::N,жнівень,мяйлчинмур барз
568,September::N,верасень,урчӏилчинмур барз
569,Oktober::N,кастрычнік,ацӏилчинмур барз
570,November::N,лістапад,ацӏния цалчинмур барз
571,Dezember::N,снежань,ацӏния кӏилчинмур барз
572,Montag::N,панядзелак,итин
573,Montag::N,панядзелак,итин кьини
574,Dienstag::N,аўторак,тталат
575,Dienstag::N,аўторак,тталат кьини
576,Mittwoch::N,серада,арвахӏ
577,Donnerstag::N,чацвер,хамис
578,Freitag::N,пятніца,нюжмар
579,Freitag::N,пятніца,нюжмар кьини
580,Samstag::N,субота,ххуллун
581,Samstag::N,субота,ххуллун кьини
582,Sonntag::N,нядзеля,алхӏат
583,Sonntag::N,нядзеля,алхӏат кьини
584,groß::A,вялікі,бугъарасса
585,klein::A,маленькі,чӏивисса
586,lang::A,доўгі,лахъисса
587,kurz::A,кароткі,кутӏасса
588,breit::A,шырокі,уттасса
589,schmal::A,вузкі,уттакӏюласса
590,dicht::A,густы,ццунсса
591,dick[Gegenstand]::A,тоўсты,ганзсса
592,dünn::A,тонкі,кӏюласса
593,fein::A,тонкі,
594,fest::A,моцны,цӏакьсса
595,fest::A,моцны,кьянкьасса
596,flach::A,плоскі,баягъисса
597,flach::A,плоскі,цӏубакъасса
598,flach::A,плоскі,куртӏ дакъасса
599,glatt::A,гладкі,дюрчӏусса
600,hart::A,цвёрды,кьянкьасса
601,weich::A,мяккі,кӏукӏлусса
602,rund::A,круглы,ккурккисса
603,spitz::A,спічасты,ярксса
604,spitz::A,спічасты,дайлсса
605,spitz::A,спічасты,мицӏ бусса
606,spitz::A,востраканцовы,ярксса
607,spitz::A,востраканцовы,дайлсса
608,spitz::A,востраканцовы,мицӏ бусса
609,scharf::A,востры,ярксса
610,scharf::A,востры,дайлсса
611,scharf::A,востры,мицӏ бусса
612,stumpf::A,тупы,къуркъасса
613,schwer::A,цяжкі,кӏусса
614,schön::A,прыгожы,аьнтӏикӏасса
615,heiß::A,гарачы,кӏирисса
616,warm::A,цёплы,гъелисса
617,kalt::A,холадны,дяркъусса
618,kühl::A,халаднаваты,дюхлулсса
619,frisch::A,свежы,цӏусса
620,feucht::A,вільготны,атилсса
621,feucht::A,вільготны,хъавтусса
622,nass::A,мокры,атилсса
623,nass::A,мокры,хъавтусса
624,trocken::A,сухі,кьавкьсса
625,trocken::A,сухі,кьакьан бувсса
626,voll::A,поўны,бувцӏусса
627,leer::A,пусты,бачӏвасса
628,offen::A,адкрыты,тӏивтӏусса
629,offen::A,адчынены,тӏивтӏусса
630,geschlossen::A,закрыты,лавкьусса
631,geschlossen::A,зачынены,лавкьусса
632,sauber::A,чысты,марцӏсса
633,schmutzig::A,брудны,чапалсса
634,roh::A,сыры,шакъавхьсса
635,reif::A,спелы,дирсса
636,lecker::A,смачны,нахӏусса
637,lecker::A,смачны,тӏааьнсса
638,süß::A,салодкі,нацӏусса
639,bitter::A,горкі,кьурчӏисса
640,sauer::A,кіслы,туршсса
641,hell::A,светлы,чаннасса
642,dunkel::A,цёмны,цӏансса
643,schwarz::A,чорны,лухӏисса
644,weiß::A,белы,кӏяласса
645,rot::A,чырвоны,ятӏулсса
646,gelb::A,жоўты,хъахъисса
647,blau::A,сіні,някӏсса
648,grün::A,зялёны,щюлисса
649,grau::A,шэры,оьрусса
650,bunt::A,пяресты,оьрчӏикӏурисса
651,billig::A,танны,кьювкьусса
652,teuer::A,дарагі,ххирасса
653,wertvoll::A,цэнны,багьасса
654,wertvoll::A,каштоўны,багьасса
655,blind::A,сляпы,мурчӏисса
656,taub::A,глухі,къюкӏсса
657,kräftig::A,магутны,гужсса
658,stark::A,сільны,кьянкьасса
659,schwach::A,слабы,заэвсса
660,fett::A,тлусты,бучсса
661,schlank::A,стройны,бювхъусса
662,hübsch::A,чароўны,янусса
663,böse::A,злы,оьсса
664,dumm::A,дурны,ахӏмакьсса
665,faul::A,лянівы,танмалсса
666,faul::A,лянівы,курчӏилсса
667,fleißig::A,руплівы,хӏарачат бусса
668,geizig::A,прагны,янттарцӏансса
669,klug::A,разумны,аькьлу бусса
670,geschickt::A,умелы,паргалсса
671,lieb::A,мілы,аьзизсса
672,lustig::A,вясёлы,тяхъасса
673,sanft::A,ласкавы,иминсса
674,hungrig::A,галодны,ккашилсса
675,krank::A,хворы,къашавайсса
676,nackt::A,голы,кӏачӏасса
677,traurig::A,сумны,пашмансса
678,lebendig::A,жывы,уттавасса
679,gut::A,добры,ххуйсса
680,schlecht::A,кепскі,оьккисса
681,richtig::A,правільны,саргъунсса
682,schlimm::A,агідны,оьккисса
683,wahr::A,сапраўдны,хӏакьсса
684,alt::A,стары,кугьнасса
685,neu::A,новы,цӏусса
686,ehemalig::A,былы,хъхъичӏвасса
687,alt[Lebewesen]::A,стары,агьилсса
688,jung::A,малады,чӏавасса
689,jung::A,малады,жагьилсса
690,arm::A,бедны,мискинсса
691,reich::A,багаты,авадансса
692,bekannt::A,знаёмы,дусъсса
693,berühmt::A,славуты,машгьурсса
694,fremd::A,чужы,чил
695,verschieden::A,розны,личӏи-личӏисса
696,nah::A,блізкі,гъансса
697,fern::A,далёкі,архсса
698,linker::A,левы,кияхсса
699,linker::A,левы,кюччахсса
700,rechter::A,правы,урчӏахсса
701,anderer::A,іншы,цамур
702,anderer::A,другі,цамур
703,erster::A,першы,цалчинмур
704,erster::A,першы,цалчиннсса
705,zweiter::A,другі,кӏилчиимур
706,dritter::A,трэці,шамулчинмур
707,letzter::A,апошні,махъва-махъмур
708,allein::ADV,сам,ялгъузну
709,allein::ADV,адзін,ялгъузну
710,auf einmal::ADV,адразу,
711,zusammen::ADV,разам,цачӏу
712,zusammen::ADV,разам,архӏал
713,lange::ADV,доўга,батӏи къабуклай
714,lange::ADV,доўга,хъунмасса хӏаллай
715,plötzlich::ADV,раптам,цакуну
716,sofort::ADV,зараз,мугьлат бакъа
717,später::ADV,пазней,махъ
718,jetzt::ADV,цяпер,утти
719,jetzt::ADV,цяпер,цӏана
720,heute::ADV,сёння,хӏакьину
721,morgen::ADV,заўтра,гьуит
722,morgen::ADV,заўтра,гьунттий
723,bald::ADV,хутка,
724,bald::ADV,неўзабаве,
725,dann::ADV,потым,яла
726,gestern::ADV,учора,лахьхьу
727,einst::ADV,аднойчы,
728,damals::ADV,тады,та чӏумал
729,danach::ADV,затым,яла
730,vorher::ADV,раней,хьхьнчӏ
731,vorher::ADV,раней,хьхьичӏва
732,zuerst::ADV,спярша,бакӏрай
733,zuerst::ADV,спярша,цӏу бутӏуй
734,zuerst::ADV,спачатку,бакӏрай
735,zuerst::ADV,спачатку,цӏу бутӏуй
736,einmal::ADV,адзін раз,цал
737,manchmal::ADV,часам,ваксса-таксса
738,oft::ADV,часта,чӏявуну
739,immer::ADV,заўсёды,мудан
740,immer::ADV,заўсёды,даиман
741,niemals::ADV,ніколі,тачӏав
742,hier::ADV,тут,шикку
743,hierhin::ADV,сюды,шиккун
744,von hier::ADV,адсюль,шичча
745,von hier::ADV,адгэтуль,шичча
746,dort::ADV,там,гикку
747,dorthin::ADV,туды,тиккун
748,geradeaus::ADV,прама,тӏайланм
