,Concept_ID,hi,uz
263,Kuckuck::N,कोयल,kakku
264,Kuckuck::N,कोकिल,kakku
265,Schwan::N,हंस,oqkush
266,Schwan::N,मराल,oqkush
267,Fisch::N,मछली,baliq
268,Fisch::N,मत्स्य,baliq
269,Barsch::N,पर्च,olabug'a
270,Hecht::N,पाइक,cho'rtan
271,Schlange[Tier]::N,सर्प,ilon
272,Wurm::N,कृमि,qurt
273,Wurm::N,कीड़ा,qurt
274,Spinne::N,लूता,o'rgimchak
275,Spinne::N,मकड़ी,o'rgimchak
276,Ameise::N,चींटी,chumoli
277,Laus::N,जूँ,bit
278,Mücke::N,डाँस,chivin
279,Fliege::N,मक्खी,pashsha
280,Fliege::N,मक्षिका,pashsha
281,Schmetterling::N,तितली,kapalak
282,Beere::N,बेरी,meva
283,Apfel::N,सेब,olma
284,Pilz::N,खुंबी,qo'ziqorin
285,Zwiebel::N,प्याज़,piyoz
286,Saat::N,बीज,äkin
287,Korn::N,दाना,zarra
288,Heu::N,मूखी घास,xashak
289,Schale::N,बकला,po'choq
290,Schale::N,छिलका,po'choq
291,Grube::N,गड्ढा,co'ra
292,Falle::N,जाल,qopqon
293,Falle::N,फँदा,qopqon
294,Schlinge::N,फँदा,sirtmoq
295,Spur::N,सुराग़,iz
296,Spur::N,पद-चिह्न,iz
297,Asche::N,राख,kul
298,Dreck::N,मैल,kir
299,Dreck::N,गंदगी,kir
300,Eisen::N,लोहा,temir
301,Gold::N,सोना,tilla
302,Gold::N,स्वर्ण,tilla
303,Silber::N,रजत,kumush
304,Silber::N,चाँदी,kumush
305,Kohle::N,कोयला,ko'mir
306,Glas::N,काँच,oyna
307,Lehm::N,चिकनी मिट्टी,loy
308,Sand::N,रेत,qum
309,Sand::N,बालू,qum
310,Mensch::N,मानव,odam
311,Mensch::N,इनसान,odam
312,Mensch::N,मनुष्य,odam
313,Mann::N,आदमी,ärkak
314,Mann::N,पुरुष,ärkak
315,Frau::N,औरत,ayol
316,Frau::N,महिला,ayol
317,Frau::N,स्त्री,ayol
318,Kind::N,बाल,bola
319,Kind::N,बाल,kichkintoy
320,Kind::N,बच्चा,bola
321,Kind::N,बच्चा,kichkintoy
322,Junge::N,लड़का,bola
323,Mädchen::N,लड़की,qiz
324,Mädchen::N,कुमारी,qiz
325,Familie::N,परिवार,oila
326,Großvater::N,दादा,buva
327,Großvater::N,दादा,katta ota
328,Großmutter::N,नानी,buvi
329,Großmutter::N,नानी,katta oyi
330,Eltern::N,माँ-बाप,ota-ona
331,Eltern::N,माता-पिता,ota-ona
332,Vater::N,बाप,ota
333,Vater::N,पिता,ota
334,Mutter::N,माँ,ona
335,Mutter::N,माता,ona
336,Sohn::N,बेटा,o'g'il
337,Sohn::N,पुत्र,o'g'il
338,Tochter::N,बेटी,qiz
339,Tochter::N,पुत्री,qiz
340,Bruder::N,भाई,og'a
341,Bruder::N,भाई,uka
342,Bruder::N,भ्राता,og'a
343,Bruder::N,भ्राता,uka
344,Schwester::N,बहन,opa
345,Schwester::N,बहन,singil
346,Schwester::N,भगिनी,opa
347,Schwester::N,भगिनी,singil
348,Onkel::N,ताऊ,amaki
349,Onkel::N,काका,amaki
350,Tante::N,बूआ,amma
351,Tante::N,बूआ,xola
352,Tante::N,फूफी,amma
353,Tante::N,फूफी,xola
354,Tante::N,ख़ाला,amma
355,Tante::N,ख़ाला,xola
356,Ehemann::N,पति,är
357,Ehemann::N,शौहर,är
358,Ehefrau::N,बीवी,rafiqa
359,Freude::N,आनंद,ayish
360,Freude::N,प्रसन्नता,ayish
361,Gelächter::N,हँसी,kulgi
362,Gelächter::N,क़हक़हा,kulgi
363,Glück::N,आनंद,saodat
364,Glück::N,ख़ुशी,saodat
365,Kummer::N,शोक,g'am
366,Kummer::N,दुःख,g'am
367,Wunsch::N,इच्छा,orzu
368,Wunsch::N,अभिलाषा,orzu
369,Lust::N,चाह,rag'bat
370,Lust::N,कामना,rag'bat
371,Geist::N,जान,ruh
372,Geist::N,प्राण,ruh
373,Gedanke::N,विचार,fikr
374,Gedächtnis::N,याददाश्त,äs
375,Gedächtnis::N,स्मरण-शक्ति,äs
376,Verstand::N,समझ,aql
377,Verstand::N,अक़्ल,aql
378,Verstand::N,बुद्धि,aql
379,Sinn::N,अर्थ,ma'ni
380,Grund::N,वजह,sabab
381,Grund::N,कारण,sabab
382,Wahrheit::N,सत्य,haq
383,Wahrheit::N,सच्चाई,haq
384,Gespräch::N,चर्चा,gap
385,Gespräch::N,वार्ता,gap
386,Gespräch::N,बात-चीत,gap
387,Märchen::N,क़िस्सा,ärtak
388,Erzählung::N,कथा,rivoyat
389,Erzählung::N,कहानी,rivoyat
390,Nachricht::N,सूचना,xabar
391,Nachricht::N,समाचार,xabar
392,Neuigkeit::N,ख़बर,yangilik
393,Neuigkeit::N,समाचार,yangilik
394,Name::N,नाम,ot
395,Rätsel::N,पहेली,topishmoq
396,Rede::N,वचन,nutq
397,Rede::N,भाषण,nutq
398,Sprache::N,भाषा,til
399,Sprache::N,ज़बान,til
400,Stimme::N,स्वर,ovoz
401,Stimme::N,आवाज़,ovoz
402,Wort::N,शब्द,so'z
403,Wort::N,लफ़्ज़,so'z
404,Zeichen::N,निशान,alomat
405,Ruf::N,पुकार,chaqiriq
406,Ruf::N,आह्वान,chaqiriq
407,Lärm::N,शोर,taraq
408,Lärm::N,हुल्लड़,taraq
409,Laut::N,स्वर,tovush
410,Laut::N,ध्वनि,tovush
411,Ton::N,सुर,un
412,Ton::N,स्वर,un
413,Lied::N,गीत,ashula
414,Ruhe::N,आराम,tinchlik
415,Ruhe::N,ख़ामोशी,tinchlik
416,Leute::N,लोग,xaloyiq
417,Volk::N,क़ौम,xalq
418,Volk::N,प्रजा,xalq
419,Arbeit::N,काम,ish
420,Gast::N,अतिथि,mehmon
421,Gast::N,मेहमान,mehmon
422,Geschenk::N,उपहार,hadya
423,Geschenk::N,तोहफ़ा,hadya
424,Spiel::N,खेल,o'yin
425,Spiel::N,क्रीड़ा,o'yin
426,Gesellschaft::N,साथ,jamiyat
427,Hilfe::N,मदद,yordam
428,Hilfe::N,सहायता,yordam
429,Freund::N,मित्र,do'st
430,Kamerad::N,साथी,yo'ldosh
431,Kamerad::N,कामरेड,yo'ldosh
432,Angelegenheit::N,बात,daxl
433,Angelegenheit::N,मामला,daxl
434,Anzahl::N,तादाद,son
435,Anzahl::N,संख्या,son
436,Art::N,तरह,tur
437,Art::N,क़िस्म,tur
438,Stück::N,फाँक,parcha
439,Stück::N,टुकड़ा,parcha
440,Teil::N,भाग,bo'lak
441,Teil::N,हिस्सा,bo'lak
442,Hälfte::N,अर्धभाग,yarim
443,Kreis::N,चक्कर,aylana
444,Kreuz::N,सलीब,xoch
445,Kreuz::N,क्रूस,xoch
446,Linie::N,लाइन,liniya
447,Strich::N,लकीर,chiziq
448,Abstand::N,अंतर,oralik
449,Abstand::N,फ़ासला,oralik
450,Entfernung::N,दूरी,uzoqlik
451,Entfernung::N,फ़ासला,uzoqlik
452,Gegend::N,इलाक़ा,yer
453,Platz::N,जगह,oralig
454,Platz::N,स्थान,oralig
455,Ort::N,स्थल,joy
456,Ort::N,स्थान,joy
457,Seite::N,ओर,yon
458,Seite::N,तरफ़,yon
459,Mitte::N,बीच,o'rta
460,Mitte::N,मध्य,o'rta
461,Gegenstand::N,चीज़,ashyo
462,Gegenstand::N,पदार्थ,ashyo
463,Sache::N,चीज़,buyum
464,Sache::N,वस्तु,buyum
465,Rand::N,छोर,chek
466,Rand::N,उपांत,chek
467,Kante::N,कोर,tig'
468,Kante::N,किनारा,tig'
469,Ecke::N,कोना,burchak
470,Ecke::N,नुक्कड़,burchak
471,Spitze::N,नोक,uch
472,Ende::N,छोर,oxir
473,Ende::N,सिरा,oxir
474,Loch::N,छेद,teshik
475,Loch::N,सूराख़,teshik
476,Winkel::N,कोण,go'sha
477,Winkel::N,कोना,go'sha
478,Muster::N,नमूना,nusha
479,Muster::N,डिज़ाइन,nusha
480,Größe::N,परिमाण,kattalik
481,Größe::N,विस्तार,kattalik
482,Länge::N,लंबाई,uzunlik
483,Höhe::N,ऊँचाई,yuksaklik
484,Höhe::N,उच्चता,yuksaklik
485,Gewicht::N,भार,solmoq
486,Gewicht::N,वज़न,solmoq
487,Menge::N,मात्रा,miqdor
488,Haufen::N,ढेर,uyum
489,Haufen::N,अंबार,uyum
490,Reihe::N,क़तार,saf
491,Reihe::N,पंक्ति,saf
492,Boot::N,नाव,qayiq
493,Boot::N,नौका,qayiq
494,Ruder::N,चप्पू,äshkak
495,Schlitten::N,बर्फ़-गाड़ी,chana
496,Ski::N,स्की,chang'i
497,Lagerfeuer::N,अलाव,gulxan
498,Lagerfeuer::N,कैंप-फ़ायर,gulxan
499,Last::N,भार,yuk
500,Gang::N,चाल,yurish
501,Schritt::N,डग,qadam
502,Schritt::N,क़दम,qadam
503,Norden::N,उत्तर,shimol
504,Süden::N,दक्खिन,janub
505,Westen::N,पश्चिम,g'arb
506,Osten::N,पूरब,sharq
507,Holz::N,काठ,yog'och
508,Holz::N,काष्ठ,yog'och
509,Brett::N,पटरा,taxta
510,Brett::N,तख़्ता,taxta
511,Platte::N,फलक,tabaqa
512,Platte::N,तख़्ता,tabaqa
513,Stütze::N,टेक,tayanchi
514,Stütze::N,थूनी,tayanchi
515,Stange::N,छड़,qo'noq
516,Stange::N,बाँस,qo'noq
517,Stock::N,लाठी,tayoq
518,Stab::N,लग्गा,gavron
519,Rohr::N,नल,tarnov
520,Haus::N,घर,uy
521,Haus::N,मकान,uy
522,Heim::N,घर,makon
523,Heim::N,गृह,makon
524,Ofen::N,चूल्हा,pechka
525,Fußboden::N,फ़र्श,pol
526,Tisch::N,मेज़,mosa
527,Stuhl::N,कुरसी,o'rindiq
528,Wiege::N,पालना,beshik
529,Wiege::N,हिंडोला,beshik
530,Bett::N,खाट,yotoq
531,Bett::N,पलंग,yotoq
532,Regal::N,शेल्फ़,tokcha
533,Kiste::N,पेटी,sandiq
534,Kiste::N,डिब्बा,sandiq
535,Fenster::N,खिड़की,deraza
536,Tür::N,द्वार,äshik
537,Tür::N,दरवाज़ा,äshik
538,Tor::N,फाटक,darvoza
539,Zaun::N,बाड़ा,panjara
540,Dach::N,छत,tom
541,Dach::N,छप्पर,tom
542,Leiter::N,सीढ़ी,narvon
543,Besen::N,झाड़ू,supurgi
544,Besen::N,बुहारी,supurgi
545,Spaten::N,कुदाल,bel
546,Schaufel::N,बेलचा,kurak
547,Schaufel::N,फावड़ा,kurak
548,Gabel::N,काँटा,bilka
549,Löffel::N,चम्मच,qoshiq
550,Messer::N,छुरा,pichoq
551,Messer::N,चाक़ू,pichoq
552,Nagel::N,कील,mix
553,Nagel::N,मेख़,mix
554,Netz::N,जाल,to'r
555,Haken::N,अंकुश,ilgak
556,Griff::N,मूठ,sop
557,Griff::N,मूठ,tutqich
558,Griff::N,हत्था,sop
559,Griff::N,हत्था,tutqich
560,Schloss::N,ताला,qulf
561,Bild::N,चित्र,rasm
562,Figur::N,मूर्ति,shakl
563,Puppe::N,पुतली,ko'g'irchoq
564,Puppe::N,गुड़िया,ko'g'irchoq
565,Beutel::N,झोला,to'rva
566,Bündel::N,पुलिंदा,bog'lam
567,Tasche::N,बेग,kissa
568,Tasche::N,बस्ता,kissa
569,Eimer::N,बाल्टी,chelak
570,Deckel::N,ढक्कन,qopqoq
571,Geschirr::N,बरतन-भाँड़े,idish
572,Sack::N,बोरा,qop
573,Tasse::N,प्याला,piyola
574,Topf::N,देग़चा,tuvak
575,Kessel::N,देग़,qozon
576,Kessel::N,बटलोई,qozon
577,Essen::N,खाना,tomoq
578,Nahrung::N,भोजन,emak
579,Speise::N,खाना,taom
580,Speise::N,व्यंजन,taom
581,Fleisch::N,मांस,go'sht
582,Fleisch::N,गोश्त,go'sht
583,Getreide::N,अनाज,g'alla
584,Brei::N,भरता,bo'tqa
585,Brei::N,दलिया,bo'tqa
586,Brot::N,रोटी,non
587,Scheibe::N,कतला,disk
588,Fett::N,वसा,moy
589,Fett::N,चरबी,moy
590,Butter::N,मक्खन,yog'
591,Öl::N,तेल,moy
592,Salz::N,नमक,tuz
593,Suppe::N,सूप,sho'rva
594,Suppe::N,शोरबा,sho'rva
595,Honig::N,शहद,asal
596,Milch::N,दूध,sut
597,Tee::N,चाय,choy
598,Leder::N,चमड़ा,charm
599,Wolle::N,ऊन,jun
600,Stoff::N,कपड़ा,mato
601,Nadel::N,सूई,igna
602,Faden::N,डोरा,ip
603,Knopf::N,बटन,tugma
604,Knopf::N,घुंडी,tugma
605,Knoten::N,गाँठ,tugun
606,Knoten::N,गुत्थी,tugun
607,Farbe::N,रंग,bo'yok
608,Farbe::N,वर्ण,bo'yok
609,Kleidung::N,पहनावा,kiyim
610,Hemd::N,कुरता,ko'ylak
611,Hemd::N,क़मीज़,ko'ylak
612,Kragen::N,गरदनी,yoqa
613,Kragen::N,गरेबान,yoqa
614,Ärmel::N,आस्तीन,yeng
615,Hose::N,पैंट,shim
616,Hose::N,पतलून,shim
617,Gürtel::N,पेटी,tasma
618,Gürtel::N,मेखला,tasma
619,Mütze::N,टोपी,shapka
620,Schuh::N,जूता,but
621,Stiefel::N,बूट,botinka
622,Ring::N,अँगूठी,yuzuk
623,Band::N,पट्टी,rishta
624,Kamm::N,कंघी,taroq
625,Spiegel::N,आईना,ko'zgu
626,Spiegel::N,दर्पण,ko'zgu
627,Riemen::N,तसमा,qayish
628,Riemen::N,पट्टा,qayish
629,Schnur::N,डोरी,bog'ich
630,Schnur::N,सुतली,bog'ich
631,Leine::N,रस्सी,etak
632,Decke::N,रज़ाई,odyol
633,Kissen::N,तकिया,yostiq
634,Kissen::N,गाद्दा,yostiq
635,Tuch::N,रूमाल,gazlama
636,Tuch::N,वस्त्र,gazlama
637,Handtuch::N,अँगोछा,sochiq
638,Kraft::N,ज़ोर,kuch
639,Kraft::N,शक्ति,kuch
640,Stärke::N,बल,quvvat
641,Stärke::N,ताक़त,quvvat
642,Gesundheit::N,स्वास्थ्य,sog'lik
643,Gesundheit::N,तंदुरुस्ती,sog'lik
644,Krankheit::N,रोग,kasallik
645,Krankheit::N,बीमारी,kasallik
646,Schmerz::N,दर्द,og'riq
647,Schmerz::N,पीड़ा,og'riq
648,Wunde::N,घाव,yara
649,Wunde::N,ज़ख़्म,yara
650,Fieber::N,ज्वर,bezgak
651,Fieber::N,बुख़ार,bezgak
652,Arznei::N,दवा,dori
653,Arznei::N,औषाधि,dori
654,Brücke::N,पुल,ko'prik
655,Brücke::N,सेतु,ko'prik
656,Brunnen::N,कुआँ,buloq
657,Weide::N,चरागाह,yaylov
658,Pfad::N,पथ,dorojka
659,Pfad::N,पगडंडी,dorojka
660,Weg::N,मार्ग,yo'l
661,Straße::N,राह,ko'cha
662,Straße::N,रास्ता,ko'cha
663,Dorf::N,गाँव,ovul
664,Dorf::N,ग्राम,ovul
665,Stadt::N,शहर,shahar
666,Brief::N,ख़त,maktub
667,Brief::N,पत्र,maktub
668,Brief::N,चिट्ठी,maktub
669,Buch::N,किताब,kitob
670,Buch::N,पुस्तक,kitob
671,Buchstabe::N,अक्षर,harf
672,Zeitung::N,अख़बार,gazet
673,Zeitung::N,समाचार-पत्र,gazet
674,Leben::N,जीवन,hayot
675,Leben::N,ज़िंदगी,hayot
676,Tod::N,मौत,o'lim
677,Tod::N,मृत्यु,o'lim
678,Grab::N,क़ब्र,go'r
679,Kirche::N,चर्च,cherkov
680,Kirche::N,गिरजा,cherkov
681,Sünde::N,पाप,gunoh
682,Sünde::N,गुनाह,gunoh
683,Gott::N,देव,olloh
684,Gott::N,ईश्वर,olloh
685,Arbeiter::N,मज़दूर,ishchi
686,Chef::N,अध्यक्ष,rais
687,Meister::N,शिल्पज्ञ,usta
688,Arzt::N,वैद्य,hakim
689,Arzt::N,डॉक्टर,hakim
690,Arzt::N,चिकित्सक,hakim
691,Lehrer::N,शिक्षक,muallim
692,Lehrer::N,अध्यापक,muallim
693,Geld::N,धन,pul
694,Geld::N,पैसा,pul
695,Geschäft::N,सौदा,savdo
696,Geschäft::N,व्यापार,savdo
697,Laden::N,दुकान,do'kon
698,Preis::N,दाम,baho
699,Preis::N,मूल्य,baho
700,Ware::N,माल,mol
701,Ware::N,पण्य,mol
702,Nutzen::N,लाभ,foyda
703,Nutzen::N,फ़ायदा,foyda
704,Reichtum::N,धन,boylik
705,Reichtum::N,दौलत,boylik
706,Welt::N,विश्व,olam
707,Welt::N,दुनिया,olam
708,Land::N,देश,o'lka
709,Land::N,मुल्क,o'lka
710,Staat::N,राज्य,davlat
711,Staat::N,राष्ट्र,davlat
712,König::N,राजा,qirol
713,König::N,बादशाह,qirol
714,Macht::N,शासन,iqtidor
715,Macht::N,सत्ता,iqtidor
716,Grenze::N,सरहद,chegara
717,Krieg::N,जंग,harb
718,Krieg::N,युद्ध,harb
719,Feind::N,शत्रु,dushman
720,Feind::N,दुश्मन,dushman
721,Gewalt::N,हिंसा,zo'rlik
722,Kampf::N,लड़ाई,kurash
723,Kampf::N,संघर्ष,kurash
724,Bogen[Waffe]::N,कमान,yoy
725,Pfeil::N,बान,o'q
726,Gewehr::N,बंदूक़,vintovka
727,Fehler::N,भूल,xato
728,Fehler::N,ग़लती,xato
729,Lüge::N,झूठ,yolg'on
730,Lüge::N,असत्य,yolg'on
731,Schaden::N,हानि,ziyon
732,Schaden::N,नुक़सान,ziyon
733,Unglück::N,मुसीबत,balo
734,Unglück::N,विपात्ति,balo
735,Schuld::N,दोष,ayb
736,Schuld::N,क़सूर,ayb
737,Alter::N,आयु,yosh
738,Alter::N,उम्र,yosh
739,Schluss::N,अंत,tamom
740,Schluss::N,समाप्ति,tamom
741,Zeit::N,काल,vaqt
742,Zeit::N,वक़्त,vaqt
743,Tag::N,दिन,kun
744,Tag::N,रोज़,kun
745,Morgen::N,सुबह,saboh
746,Mittag::N,दोपहर,kun tushlik
747,Mittag::N,मध्याह्न,kun tushlik
748,Abend::N,शाम,oqshom
749,Abend::N,संध्या,oqshom
750,Nacht::N,रात,tun
