,Concept_ID,bg,ka
248,Junge::N,момче,ვაჟი
249,Mädchen::N,момиче,გოგო
250,Familie::N,фамилия,ოჯახი
251,Familie::N,семейство,ოჯახი
252,Großvater::N,дядо,პაპა
253,Großvater::N,дядо,ბაბუა
254,Großmutter::N,баба,ბებია
255,Großmutter::N,баба,დიდედა
256,Eltern::N,родители,მშობლები
257,Vater::N,баща,მამა
258,Mutter::N,майка,დედა
259,Sohn::N,син,ვაჟიშვილი
260,Tochter::N,дъщеря,ქალიშვილი
261,Bruder::N,брат,ძმა
262,Schwester::N,сестра,და
263,Onkel::N,чичо,ბიძა
264,Onkel::N,вуйчо,ბიძა
265,Tante::N,леля,დეიდა
266,Tante::N,леля,მამიდა
267,Ehemann::N,съпруг,ქმარი
268,Ehefrau::N,съпруга,ცოლი
269,Freude::N,радост,სიხარული
270,Gelächter::N,смях,სიცილი
271,Glück::N,щастие,ბედნიერება
272,Kummer::N,тъга,მწუხარება
273,Wunsch::N,желание,წადილი
274,Wunsch::N,желание,სურვილი
275,Lust::N,желание,წადილი
276,Geist::N,дух,სული
277,Gedanke::N,мисъл,ფიქრი
278,Gedächtnis::N,памет,მეხსიერება
279,Verstand::N,ум,ჭკუა
280,Verstand::N,ум,გონება
281,Verstand::N,разум,ჭკუა
282,Verstand::N,разум,გონება
283,Sinn::N,смисъл,მნიშვნელობა
284,Grund::N,причина,მიზეზი
285,Wahrheit::N,правда,სიმართლე
286,Wahrheit::N,правда,ჭეშმარიტება
287,Gespräch::N,разговор,ბაასი
288,Gespräch::N,разговор,საუბარი
289,Märchen::N,приказка,არაკი
290,Märchen::N,приказка,ზღაპარი
291,Erzählung::N,разказ,თქმულება
292,Nachricht::N,вест,ცნობა
293,Nachricht::N,вест,ამბავი
294,Nachricht::N,известие,ცნობა
295,Nachricht::N,известие,ამბავი
296,Neuigkeit::N,новина,სიახლე
297,Name::N,име,სახელი
298,Rätsel::N,гатанка,გამოცანა
299,Rede::N,реч,სიტყვა
300,Rede::N,слово,სიტყვა
301,Sprache::N,език,ენა
302,Stimme::N,глас,ხმა
303,Wort::N,дума,სიტყვა
304,Zeichen::N,знак,ნიშანი
305,Ruf::N,зов,ძახილი
306,Lärm::N,шум,ხმაური
307,Lärm::N,глъчка,ხმაური
308,Laut::N,звук,ხმა
309,Laut::N,звук,ბგერა
310,Ton::N,тон,ტონი
311,Lied::N,песен,სიმღერა
312,Ruhe::N,тишина,სიწყნარე
313,Ruhe::N,спокойствие,სიწყნარე
314,Leute::N,хора,ადამიანები
315,Volk::N,народ,ერი
316,Volk::N,народ,ხალხი
317,Arbeit::N,труд,მუშაობა
318,Arbeit::N,работа,მუშაობა
319,Gast::N,гост,სტუმარი
320,Geschenk::N,дар,საჩუქარი
321,Geschenk::N,подарък,საჩუქარი
322,Spiel::N,игра,თამაში
323,Gesellschaft::N,общество,საზოგადოება
324,Hilfe::N,помощ,შველა
325,Hilfe::N,помощ,დახმარება
326,Freund::N,приятел,მეგობარი
327,Kamerad::N,другар,ამხანაგი
328,Angelegenheit::N,работа,საქმე
329,Anzahl::N,брой,ოდენობა
330,Anzahl::N,количество,ოდენობა
331,Art::N,вид,სახეობა
332,Stück::N,къс,ნატეხი
333,Stück::N,парче,ნატეხი
334,Teil::N,дял,წილი
335,Teil::N,част,წილი
336,Hälfte::N,половина,ნახევარი
337,Kreis::N,кръг,წრე
338,Kreuz::N,кръст,ჯვარი
339,Linie::N,черта,ხაზი
340,Strich::N,щрих,შტრიხი
341,Strich::N,черта,შტრიხი
342,Abstand::N,дистанция,მანძილი
343,Abstand::N,разстояние,მანძილი
344,Entfernung::N,разстояние,სიშორე
345,Gegend::N,местност,არე
346,Gegend::N,местност,მხარე
347,Platz::N,място,ფართობი
348,Ort::N,място,ადგილი
349,Seite::N,страна,მხარე
350,Mitte::N,среда,შუა
351,Gegenstand::N,предмет,საგანი
352,Sache::N,вещ,ნივთი
353,Rand::N,ръб,კიდე
354,Kante::N,ръб,ნაწიბული
355,Kante::N,кант,ნაწიბული
356,Ecke::N,ъгъл,კუთხე
357,Spitze::N,връх,წვეტი
358,Spitze::N,острие,წვეტი
359,Ende::N,край,ბოლო
360,Loch::N,дупка,ხვრელი
361,Winkel::N,кът,კუთხე
362,Winkel::N,ъгъл,კუთხე
363,Muster::N,десен,მოხატულობა
364,Muster::N,образец,მოხატულობა
365,Größe::N,големина,ზომა
366,Größe::N,големина,სიდიდე
367,Länge::N,дължина,სიგრძე
368,Höhe::N,висота,სიმაღლე
369,Höhe::N,височина,სიმაღლე
370,Gewicht::N,тегло,წონა
371,Gewicht::N,тежест,წონა
372,Menge::N,количество,რაოდენობა
373,Haufen::N,куп,გროვა
374,Haufen::N,грамада,გროვა
375,Reihe::N,ред,რიგი
376,Reihe::N,ред,წყება
377,Reihe::N,редица,რიგი
378,Reihe::N,редица,წყება
379,Boot::N,лодка,გემი
380,Ruder::N,весло,ხოფი
381,Ruder::N,весло,ნიჩაბი
382,Ruder::N,гребло,ხოფი
383,Ruder::N,гребло,ნიჩაბი
384,Schlitten::N,шейна,მარხილი
385,Ski::N,ски,თხილამური
386,Lagerfeuer::N,огнище,კოცონი
387,Last::N,товар,ტვირთი
388,Gang::N,ход,სვლა
389,Gang::N,вървеж,სვლა
390,Schritt::N,стъпка,ბიჯი
391,Norden::N,север,ჩრდილოეთი
392,Süden::N,юг,სამხრეთი
393,Westen::N,запад,დასავლეთი
394,Osten::N,изток,აღმოსავლეთი
395,Holz::N,дърво,ხე
396,Brett::N,дъска,დაფა
397,Brett::N,дъска,ფიცარი
398,Stange::N,прът,ჭოკი
399,Stange::N,върлина,ჭოკი
400,Stock::N,прът,კეტი
401,Stock::N,тояга,კეტი
402,Stab::N,прът,ლატანი
403,Rohr::N,цев,მილაკი
404,Rohr::N,тръба,მილაკი
405,Haus::N,къща,სახლი
406,Heim::N,дом,ოჯახის კერა
407,Ofen::N,печка,ღუმელი
408,Fußboden::N,под,იატაკი
409,Tisch::N,маса,სუფრა
410,Tisch::N,маса,მაგიდა
411,Stuhl::N,стол,სკამი
412,Wiege::N,люлка,აკვანი
413,Bett::N,легло,საწოლი
414,Bett::N,легло,სარეცელი
415,Bett::N,креват,საწოლი
416,Bett::N,креват,სარეცელი
417,Regal::N,рафт,თაროები
418,Regal::N,етажерка,თაროები
419,Kiste::N,кутия,ყუთი
420,Kiste::N,кутия,სკივრი
421,Kiste::N,сандък,ყუთი
422,Kiste::N,сандък,სკივრი
423,Fenster::N,прозорец,ფანჯარა
424,Fenster::N,прозорец,სარკმელი
425,Tür::N,врата,ბჭე
426,Tür::N,врата,კარი
427,Tor::N,врата,ჭიშკარი
428,Zaun::N,ограда,ღობე
429,Zaun::N,ограда,გალავანი
430,Dach::N,покрив,სახურავი
431,Leiter::N,стълба,კიბე
432,Besen::N,метла,ცოცხი
433,Spaten::N,лопата,ნიჩაბი
434,Schaufel::N,лопата,ბარი
435,Gabel::N,вилица,ჩანგალი
436,Löffel::N,лъжица,კოვზი
437,Messer::N,нож,დანა
438,Nagel::N,гвоздей,ლურსმანი
439,Netz::N,мрежа,ბადე
440,Haken::N,кука,კავი
441,Haken::N,кука,კაუჭი
442,Haken::N,закачалка,კავი
443,Haken::N,закачалка,კაუჭი
444,Griff::N,ръчка,ტარი
445,Griff::N,дръжка,ტარი
446,Schloss::N,брава,კლიტე
447,Schloss::N,брава,საკეტი
448,Schloss::N,ключалка,კლიტე
449,Schloss::N,ключалка,საკეტი
450,Bild::N,картина,სურათი
451,Figur::N,фигура,ფიგურა
452,Puppe::N,кукла,თოჯინა
453,Beutel::N,кесия,პარკი
454,Bündel::N,връзка,გალა
455,Bündel::N,връзка,ასხმა
456,Tasche::N,чанта,ჩანთა
457,Eimer::N,кофа,ჩამჩა
458,Deckel::N,капак,ხუფი
459,Deckel::N,капак,სარქველი
460,Deckel::N,похлупак,ხუფი
461,Deckel::N,похлупак,სარქველი
462,Geschirr::N,съдове,ჭურჭელი
463,Sack::N,чувал,ტომარა
464,Tasse::N,чаша,ფინჯანი
465,Topf::N,гърне,ქოთანი
466,Topf::N,тенджера,ქოთანი
467,Kessel::N,котел,ქვაბი
468,Essen::N,ядене,ჭამა
469,Nahrung::N,храна,საზრდო
470,Nahrung::N,храна,საკვები
471,Speise::N,ястие,საჭმელი
472,Fleisch::N,месо,ხორცი
473,Getreide::N,зърнено храни,მარცვლოვანი
474,Brei::N,каша,ფაფა
475,Brot::N,хляб,პური
476,Scheibe::N,резен,ნაჭერი
477,Fett::N,мазнина,ქონი
478,Fett::N,мазнина,ცხიმი
479,Butter::N,масло,კარაქი
480,Öl::N,олио,ზეთი
481,Öl::N,оливия,ზეთი
482,Salz::N,сол,მარილი
483,Suppe::N,супа,სუფი
484,Honig::N,мед,თაფლი
485,Milch::N,мляко,რძე
486,Tee::N,чай,ჩაი
487,Leder::N,кожа,ტყავი
488,Wolle::N,вълна,მატყლი
489,Stoff::N,плат,ქსოვილი
490,Stoff::N,материал,ქსოვილი
491,Nadel::N,игла,ნემსი
492,Faden::N,конец,ძაფი
493,Faden::N,конец,მკედი
494,Knopf::N,копче,ღილი
495,Knoten::N,възел,ნასკვი
496,Farbe::N,боя,საღებავი
497,Kleidung::N,дрехи,ტანსაცმელი
498,Kleidung::N,облекло,ტანსაცმელი
499,Hemd::N,риза,ხალათი
500,Hemd::N,риза,პერანგი
501,Kragen::N,яка,საყელო
502,Ärmel::N,ръкав,სახელო
503,Hose::N,панталони,შარვალი
504,Gürtel::N,пояс,ქამარი
505,Gürtel::N,колан,ქამარი
506,Mütze::N,каскет,ქუდი
507,Mütze::N,фуражка,ქუდი
508,Schuh::N,обувка,ფეხსაცმელი
509,Stiefel::N,ботуш,ჩექმა
510,Ring::N,пръстен,ბეჭედი
511,Band::N,лента,ბაფთი
512,Band::N,връзка,ბაფთი
513,Kamm::N,гребен,სავარცხელი
514,Spiegel::N,огледало,სარკე
515,Riemen::N,каиш,ღვედი
516,Riemen::N,ремък,ღვედი
517,Schnur::N,връв,ლარი
518,Leine::N,връв,ჯაჭვი
519,Leine::N,въже,ჯაჭვი
520,Decke::N,покривка,საბანი
521,Kissen::N,възглавница,ბალიში
522,Tuch::N,сукно,მაუდი
523,Tuch::N,сукно,თავშალი
524,Handtuch::N,пешкир,ხელსახოცი
525,Handtuch::N,кърпа за лице,ხელსახოცი
526,Kraft::N,мощ,ძალა
527,Kraft::N,сила,ძალა
528,Stärke::N,сила,ღონე
529,Gesundheit::N,здраве,ჯანმრთელობა
530,Krankheit::N,болест,სენი
531,Krankheit::N,болест,ავადმყოფობა
532,Schmerz::N,болка,ტკივილი
533,Wunde::N,рана,იარი
534,Wunde::N,рана,ჭრილობა
535,Fieber::N,треска,ციება
536,Fieber::N,температура,ციება
537,Arznei::N,лек,წამალი
538,Arznei::N,лекарство,წამალი
539,Brücke::N,мост,ხიდი
540,Brunnen::N,чешма,ჭა
541,Brunnen::N,кладенец,ჭა
542,Weide::N,паша,საძოვარი
543,Weide::N,пасище,საძოვარი
544,Pfad::N,пътека,ბილიკი
545,Weg::N,път,გზა
546,Straße::N,шосе,შარაგზა
547,Dorf::N,село,დაბა
548,Dorf::N,село,სოფელი
549,Stadt::N,град,ქალაქი
550,Brief::N,писмо,წერილი
551,Buch::N,книга,წიგნი
552,Buchstabe::N,буква,ასო
553,Zeitung::N,вестник,გაზეთი
554,Leben::N,живот,სიცოცხლე
555,Tod::N,смърт,სიკვდილი
556,Grab::N,гроб,სამარე
557,Grab::N,гроб,საფლავი
558,Kirche::N,църква,ეკლესია
559,Sünde::N,грях,ცოდვა
560,Gott::N,бог,ღმერთი
561,Arbeiter::N,работник,მუშა
562,Chef::N,шеф,გამგე
563,Chef::N,началник,გამგე
564,Meister::N,майстор,ოსტატი
565,Arzt::N,лекар,ექიმი
566,Arzt::N,лекар,მკურნალი
567,Lehrer::N,учител,მასწავლებელი
568,Geld::N,пари,ფული
569,Geschäft::N,сделка,საქმე
570,Geschäft::N,сделка,ბიზნესი
571,Laden::N,дюкян,დუქანი
572,Laden::N,дюкян,მაღაზია
573,Laden::N,магазин,დუქანი
574,Laden::N,магазин,მაღაზია
575,Preis::N,цена,ფასი
576,Ware::N,стока,საქონელი
577,Nutzen::N,полза,ხეირი
578,Nutzen::N,облага,ხეირი
579,Reichtum::N,богатство,სიმდიდრე
580,Welt::N,свят,მსოფლიო
581,Land::N,страна,მხარე
582,Land::N,страна,ქვეყანა
583,Staat::N,щат,სახელმწიფო
584,Staat::N,държава,სახელმწიფო
585,König::N,крал,მეფე
586,Macht::N,мощ,ძლიერება
587,Macht::N,власт,ძლიერება
588,Grenze::N,граница,ზღვარი
589,Krieg::N,война,ომი
590,Feind::N,враг,მტერი
591,Feind::N,неприятел,მტერი
592,Gewalt::N,сила,სისასტიკე
593,Gewalt::N,насилие,სისასტიკე
594,Kampf::N,борба,ბრძოლა
595,Kampf::N,сражение,ბრძოლა
596,Bogen[Waffe]::N,лък,მშვილდი
597,Pfeil::N,стрела,ისარი
598,Pfeil::N,стрела,მახვილი
599,Gewehr::N,пушка,თოფი
600,Gewehr::N,пушка,შაშხანა
601,Fehler::N,грешка,შეცდომა
602,Lüge::N,лъжа,სიცრუე
603,Schaden::N,повреда,ვნება
604,Unglück::N,нещастие,ხიფათი
605,Unglück::N,нещастие,უბედურება
606,Schuld::N,вина,ბრალი
607,Alter::N,възраст,ასაკი
608,Schluss::N,край,ბოლო
609,Schluss::N,край,დასასრული
610,Zeit::N,време,დრო
611,Tag::N,ден,დღე
612,Morgen::N,утро,დილა
613,Morgen::N,сутрин,დილა
614,Mittag::N,обед,შუადღე
615,Mittag::N,пладне,შუადღე
616,Abend::N,вечер,საღამო
617,Nacht::N,нощ,ღამე
618,Woche::N,седмица,კვირა
619,Monat::N,месец,თვე
620,Jahr::N,година,წელი
621,Frühling::N,пролет,გაზაფხული
622,Sommer::N,лято,ზაფხული
623,Herbst::N,есен,შემოდგომა
624,Winter::N,зима,ზამთარი
625,Januar::N,януари,იანვარი
626,Februar::N,февруари,თებერვალი
627,März::N,март,მარტი
628,April::N,април,აპრილი
629,Mai::N,май,მაისი
630,Juni::N,юни,ივნისი
631,Juli::N,юли,ივლისი
632,August::N,август,აგვისტო
633,September::N,септември,სექტემბერი
634,Oktober::N,октомври,ოქტომბერი
635,November::N,ноември,ნოემბერი
636,Dezember::N,декември,დეკემბერი
637,Montag::N,понеделник,ორშაბათი
638,Dienstag::N,вторник,სამშაბათი
639,Mittwoch::N,сряда,ოთხშაბათი
640,Donnerstag::N,четвъртък,ხუთშაბათი
641,Freitag::N,петък,პარასკევი
642,Samstag::N,събота,შაბათი
643,Sonntag::N,неделя,კვირა
644,groß::A,едър,დიდი
645,groß::A,голям,დიდი
646,klein::A,малък,მცირე
647,klein::A,малък,პატარა
648,klein::A,дребен,მცირე
649,klein::A,дребен,პატარა
650,lang::A,дълъг,გრძელი
651,kurz::A,къс,მოკლე
652,breit::A,широк,ფართო
653,breit::A,широк,განიერი
654,schmal::A,тесен,ვიწრო
655,schmal::A,тесен,წვრილი
656,dicht::A,гъст,მჭიდრო
657,dick[Gegenstand]::A,дебел,სქელი
658,dünn::A,тънък,წვრილი
659,fein::A,фин,თხელი
660,fein::A,тънък,თხელი
661,fest::A,твърд,მყარი
662,fest::A,плътен,მყარი
663,flach::A,равен,ბრტყელი
664,flach::A,плосък,ბრტყელი
665,glatt::A,гладък,გლუ
666,hart::A,твърд,მაგარი
667,hart::A,корав,მაგარი
668,weich::A,мек,რბილი
669,rund::A,кръгъл,მრგვალი
670,spitz::A,островръх,წვეტიანი
671,scharf::A,остър,მჭრელი
672,stumpf::A,тъп,ბლაგვი
673,schwer::A,тежък,მძიმე
674,schön::A,хубав,ლამაზი
675,schön::A,красив,ლამაზი
676,heiß::A,жарък,ცხელი
677,warm::A,топъл,თბილი
678,kalt::A,студен,ცივი
679,kühl::A,хладен,გრილი
680,frisch::A,свеж,სუფთა
681,feucht::A,влажен,ნოტიო
682,nass::A,мокър,სველი
683,trocken::A,сух,მშრალი
684,voll::A,пълен,სავსე
685,leer::A,празен,ცარიელი
686,offen::A,откровен,ღია
687,offen::A,откровен,გაშლილი
688,geschlossen::A,закрит,დახურული
689,geschlossen::A,затворен,დახურული
690,sauber::A,чист,სუფთა
691,sauber::A,чист,წმინდა
692,schmutzig::A,мръсен,ტალახიანი
693,roh::A,суров,უმი
694,reif::A,зрял,მწიფე
695,lecker::A,вкусен,გემრიელი
696,süß::A,сладък,ტკბილი
697,bitter::A,горчив,მწარე
698,sauer::A,кисел,მჟავე
699,hell::A,ясен,ნათელი
700,hell::A,светъл,ნათელი
701,dunkel::A,тъмен,ბნელი
702,schwarz::A,черен,შავი
703,weiß::A,бял,თეთრი
704,rot::A,червен,წითელი
705,gelb::A,жълт,ყვითელი
706,blau::A,син,ლურჯი
707,blau::A,син,ცისფერი
708,grün::A,зелен,მწვანე
709,grau::A,сив,რუხი
710,grau::A,сив,ნაცრისფერი
711,bunt::A,шарен,ჭრელი
712,bunt::A,шарен,ფერადი
713,bunt::A,пъстър,ჭრელი
714,bunt::A,пъстър,ფერადი
715,billig::A,евтин,იაფი
716,teuer::A,скъп,ძვირი
717,wertvoll::A,ценен,ღირსიანი
718,blind::A,сляп,ბრმა
719,taub::A,глух,ყრუ
720,kräftig::A,силен,ძალავანი
721,stark::A,здрав,ძლიერი
722,stark::A,здрав,ღონიერი
723,stark::A,силен,ძლიერი
724,stark::A,силен,ღონიერი
725,schwach::A,слаб,სუსტი
726,fett::A,тлъст,სქელი
727,schlank::A,тънък,გამხდარი
728,schlank::A,строен,გამხდარი
729,hübsch::A,хубав,ეშხიანი
730,hübsch::A,хубав,მშვენიერი
731,böse::A,зъл,ავი
732,böse::A,зъл,ბოროტი
733,dumm::A,глупав,ბოთე
734,dumm::A,глупав,სულელი
735,faul::A,ленив,ზანტი
736,faul::A,ленив,ზარმაცი
737,faul::A,мързелив,ზანტი
738,faul::A,мързелив,ზარმაცი
739,fleißig::A,прилежен,ბეჯითი
740,fleißig::A,прилежен,მუყაითი
741,geizig::A,скъпернически,ძუნწი
742,klug::A,умен,ჭკვიანი
743,klug::A,разумен,ჭკვიანი
744,geschickt::A,умел,მარჯვე
745,geschickt::A,умел,გაწაფული
746,geschickt::A,сръчен,მარჯვე
747,geschickt::A,сръчен,გაწაფული
748,lieb::A,мил,სატრფიალო
749,lieb::A,драг,სატრფიალო
750,lustig::A,весел,მხიარული
751,sanft::A,нежен,ალერსიანი
752,sanft::A,нежен,გრძნობიერი
753,sanft::A,кротък,ალერსიანი
754,sanft::A,кротък,გრძნობიერი
