,Concept_ID,ta,sk
695,später::ADV,பிறகு,neskoršie
696,jetzt::ADV,இப்பொழது,teraz
697,heute::ADV,இன்று,dnes
698,morgen::ADV,நாளைக்கு,zajtra
699,bald::ADV,சீக்கிரம்,skoro
700,dann::ADV,அப்பொழுது,nato
701,dann::ADV,அப்பொழுது,potom
702,gestern::ADV,நேற்று,včera
703,einst::ADV,ஒரே முறை,kedysi
704,einst::ADV,ஒரே முறை,niekedy
705,damals::ADV,அப்பொழுது,vtedy
706,danach::ADV,பிற்பாடு,potom
707,danach::ADV,பிற்பாடு,podľa toho
708,vorher::ADV,முன்பாக,napred
709,vorher::ADV,முன்பாக,predtým
710,zuerst::ADV,முதலில்,najprv
711,einmal::ADV,ஒரே முறை,raz
712,einmal::ADV,ஒரே முறை,jedenkrát
713,manchmal::ADV,சில நேரங்களில்,občas
714,manchmal::ADV,சில நேரங்களில்,niekedy
715,oft::ADV,அடிக்கடி,často
716,immer::ADV,எப்பொழுதும்,vždy
717,immer::ADV,எப்பொழுதும்,ustavične
718,niemals::ADV,ஒருபோதும் இல்லை,nikdy
719,hier::ADV,இங்கே,tu
720,hierhin::ADV,இவ்விடத்திற்கு,sem
721,hierhin::ADV,இவ்விடத்திற்கு,tade
722,von hier::ADV,இனி,odtiaľto
723,dort::ADV,அங்கே,tam
724,dorthin::ADV,அவ்விடத்திற்கு,ta
725,dorthin::ADV,அவ்விடத்திற்கு,tam
726,geradeaus::ADV,முன்னாலிருக்கும்,rovno
727,geradeaus::ADV,முன்னாலிருக்கும்,priamo
728,vorwärts::ADV,முன்புறமாக,napred
729,rückwärts::ADV,பின்னோக்கி,nazad
730,zurück::ADV,பின்பக்கம்,späť
731,zurück::ADV,பின்பக்கம்,naspäť
732,unten::ADV,கீழாக,dolu
733,unten::ADV,கீழாக,naspodku
734,hinab::ADV,கீழ் நோக்கி,dolu
735,oben::ADV,மேலே,hore
736,oben::ADV,மேலே,navrchu
737,hinauf::ADV,மேலே,hore
738,hinauf::ADV,மேலே,navrch
739,überall::ADV,எல்லா இடத்திலும்,všade
740,nicht::ADV,இல்லை,nie
741,ein wenig::ADV,கொஞ்சம்,trocha
742,kaum::ADV,அரிதாக,ledva
743,sehr::ADV,மிக்க,veľmi
744,so::ADV,மிகவும்,tak
745,so::ADV,மிகவும்,takto
746,noch::ADV,இப்பொழுதும்,ešte
747,nur::ADV,மட்டும்,len
748,schon::ADV,ஏற்கனவே,už
749,wieder::ADV,மறுபடியும்,zasa
750,vergebens::ADV,வீண்,márne
751,vergebens::ADV,வீண்,nadarmo
752,vor::PRP,முன்,pred
753,hinter::PRP,பின்பக்கம்,za
754,unter::PRP,கீழே,pod
755,durch::PRP,ஊடே,cez
756,neben::PRP,அடுத்து,pri
757,neben::PRP,அடுத்து,vedľa
758,zwischen::PRP,இடையில்,medzi
759,wegen::PRP,ஏனெனில்,pre
760,wegen::PRP,ஏனெனில்,kvôli
761,dies::PRN,இது,to
762,dies::PRN,இது,táto
763,das::PRN,அது,to
764,alles::PRN,ஒவ்வொன்றும்,všetko
765,ich::PRN,நான்,ja
766,du::PRN,நீ,ty
767,er::PRN,அவன்,on
768,wir::PRN,நாம்,my
769,wir::PRN,நாங்கள்,my
770,ihr::PRN,நீங்கள்,vy
771,sie::PRN,அவர்கள்,oni
772,was::FPRN,என்ன,čo
773,wer::FPRN,யார்,kto
774,wo::FADV,எங்கே,kde
775,wohin::FADV,எதற்கு,kam
776,wie::FADV,எப்படி,ako
777,warum::FADV,ஏன்,prečo
778,wieviel::FNUM,எவ்வளவு,koľko
779,eins::NUM,ஒன்று,jeden
780,zwei::NUM,இரண்டு,dva
781,drei::NUM,மூன்று,tri
782,vier::NUM,நான்கு,štyri
783,fünf::NUM,ஐந்து,päť
784,sechs::NUM,ஆறு,šesť
785,sieben::NUM,ஏழு,sedem
786,acht::NUM,எட்டு,osem
787,neun::NUM,ஒன்பது,deväť
788,zehn::NUM,பத்து,desať
789,elf::NUM,பதினொன்று,jedenásť
790,zwölf::NUM,பன்னிரண்டு,dvanásť
791,zwanzig::NUM,இருபது,dvadsať
792,dreißig::NUM,முப்பது,tridsať
793,vierzig::NUM,நாற்பது,štyridsať
794,fünfzig::NUM,ஐமபது,päťdesiat
795,sechzig::NUM,அறுபது,šesťdesiat
796,siebzig::NUM,எழுபது,sedemdesiat
797,achtzig::NUM,எண்பது,osemdesiat
798,neunzig::NUM,தொன்னூறு,deväťdesiat
799,hundert::NUM,நூறு,sto
800,tausend::NUM,ஆயிரம்,tisíc
801,und::CNJ,மற்றும்,i
802,oder::CNJ,அல்லது,alebo
803,stehen::V,நில்,stáť
804,sitzen::V,உட்கார்,sedieť
805,liegen::V,படு,ležať
806,hängen::V,தொங்கச் செய்,visieť
807,werden::V,ஆகு,stať sa
808,passieren::V,நிகழ்,stať sa
809,beginnen::V,ஆரம்பி,začať sa
810,enden::V,முடி,končiť sa
811,wechseln::V,மாற்று,meniť sa
812,aufgehen[Sonne]::V,உயர எழு,vychádzať
813,untergehen[Sonne]::V,பொறுத்து,zapadnúť
814,scheinen[Sonne]::V,பிரகாசி,svietiť
815,donnern::V,இடி,hrmieť
816,wehen::V,வீசு,viať
817,strömen::V,பாயதல்,prúdiť
818,fließen::V,நீரோட்டம் போக்கில் போ,tiecť
819,sich drehen::V,சுழல்,točiť sa
820,sich drehen::V,சுழல்,krútiť sa
821,schwanken::V,தள்ளாடு,kolísať
822,schwanken::V,தள்ளாடு,klátiť sa
823,schwingen::V,ஆடு,kývať sa
824,schwingen::V,ஆடு,chvieť sa
825,fallen::V,விழு,padať
826,brennen::V,எரி,páliť
827,brennen::V,எரி,horieť
828,rauchen::V,பகை பிடி,dymiť sa
829,regnen::V,மழை பெய்,pršať
830,gefrieren::V,உறைந்துவிடு,zamrznút
831,tauen::V,உருகு,taviť sa
832,schmelzen::V,உருகு,taviť sa
833,trocknen::V,உலர்த்து,schnúť
834,sieden::V,கொதிக்க வை,vrieť
835,faulen::V,அழுகச் செய்,hniť
836,verfaulen::V,அழுகச் செய்,zhniť
837,reißen::V,திடீரென அறு,pretrhnúť sa
838,versinken::V,மூழ்கு,zapadnúť
839,versinken::V,மூழ்கு,potopiť sa
840,vergehen::V,கடந்துசெல்,plynúť
841,erscheinen::V,தோன்றச்,objaviť sa
842,verschwinden::V,மறைந்து போ,zmiznúť
843,sinken::V,பதைவுறு,klesať
844,abnehmen::V,குறை,ubúdať
845,zunehmen::V,உயர்த்து,pribúdať
846,steigen::V,உயர எழு,stúpať
847,wachsen::V,வளர்,rásť
848,glänzen::V,மிளிர்,jagať sa
849,glänzen::V,மிளிர்,lesknúť sa
850,funkeln::V,பிரகாசி,iskriť sa
851,lärmen::V,கொம்பு,lomoziť
852,läuten::V,மணியொலியிசை,cengať
853,klingeln::V,மணி அடி,zvoniť
854,klirren::V,கிலுங்கு,rinčať
855,brausen::V,இரைதல்,hučať
856,rauschen::V,சலசலப்பு,šumieť
857,klingen::V,சிலம்புதல்,znieť
858,klingen::V,சிலம்புதல்,zvoniť
859,bellen::V,குரை,štekať
860,bellen::V,குரை,brechať
861,heulen::V,ஊளையிடு,vyť
862,blasen::V,ஊது,duť
863,blasen::V,ஊது,fúkať
864,pfeifen::V,சீழ்க்கை எழப்பு,pískať
865,pfeifen::V,சீழ்க்கை எழப்பு,hvízdať
866,schreien::V,கூச்சலிடு,kričať
867,stöhnen::V,வேதனை,stenať
868,zittern::V,நடுங்கு,triasť sa
869,leben::V,உயிருடனிரு,žiť
870,geboren werden::V,பிற,narodiť sa
871,atmen::V,சுவாசி,dýchať
872,trinken::V,குடி,piť
873,essen::V,சாப்பிடு,jesť
874,schlucken::V,முழுங்கு,zhltnuť
875,müde werden::V,கையயர்தல்,unaviť sa
876,einschlafen::V,தூங்க,usnúť
877,einschlafen::V,தூங்க,zaspať
878,schlafen::V,தூங்கு,spať
879,aufwachen::V,எழுப்பு,zobudiť sa
880,aufstehen::V,எழுந்திரு,vstať
881,sich erholen::V,இளைப்பாறு,zotavovať sa
882,sich erholen::V,இளைப்பாறு,oddýchovať si
883,krank werden::V,விழுதல்,ochorieť
884,krank sein::V,நருக்கலாயிருக்க,chorieť
885,krank sein::V,நருக்கலாயிருக்க,byť chorý
886,schmerzen::V,நோவுறு,bolieť
887,husten::V,இருமு,kašľať
888,genesen::V,குணம் அடை,uzdraviť sa
889,sterben::V,மரணமடை,umrieť
890,sterben::V,மரணமடை,zomrieť
891,umkommen::V,நசி,zahynúť
892,sich bewegen::V,நகர்த்து,pohybovať sa
893,sich rühren::V,அசை,hnúť sa
894,sich erheben::V,எழுந்து நில்,zdvihnúť sa
895,sich setzen::V,உட்கார்,sadnúť si
896,hinfallen::V,விழு,spadnúť
897,laufen::V,நட,bežať
898,schreiten::V,கவடுவைத்தல்,kráčať
899,spazierengehen::V,உலவு,prechádzať sa
900,eilen::V,விரைந்து,súriť
901,sich beeilen::V,அவசரப்படுத்து,ponáhľať sa
902,sausen::V,விரைந்து செல்,hučať
903,rennen::V,ஓடு,bežať
904,springen::V,குதி,skákať
905,klettern::V,ஏறு,liezť
906,schaukeln::V,தள்ளாடு,húpať
907,schaukeln::V,தள்ளாடு,hojdať
908,kriechen::V,மெதுவாக நடந்து செல்,liezť
909,kriechen::V,மெதுவாக நடந்து செல்,plaziť sa
910,schwimmen::V,நீந்து,plávať
911,tauchen::V,மூழ்கி நீச்சலடி,ponoriť sa
912,rudern::V,துடுப்புப் போடு,veslovať
913,fahren::V,ஓட்டு,ísť
914,fahren::V,ஓட்டு,jazdiť
915,fliegen::V,பற,letieť
916,gehen::V,போ,ísť
917,weggehen::V,விலகிச் செல்,odísť
918,weggehen::V,விலகிச் செல்,odchádzať
919,abfahren::V,புறப்பட்டுச் செல்,odcestovať
920,anhalten::V,நின்றுவிடு,zadržať sa
921,anhalten::V,நின்றுவிடு,zastaviť sa
922,hineingehen::V,மறையச் செய்,vchádzať
923,eintreten::V,நுழை,vojsť
924,eintreten::V,நுழை,vstúpiť
925,kommen::V,வா,prísť
926,ankommen::V,வநது சேர்,prísť
927,ankommen::V,வநது சேர்,doraziť
928,zurückkommen::V,திரும்பி வா,vrátiť sa
929,bleiben::V,இரு,ostať
930,bleiben::V,இரு,zostať
931,warten::V,தாமதி,čakať
932,erwarten::V,எதிர்நோக்கு,očakávať
933,suchen::V,தேடு,hľadať
934,finden::V,கண்டுபிடி,nájsť
935,versuchen::V,முயற்சி செய்,skúsiť
936,versuchen::V,முயற்சி செய்,pokúsiť sa
937,vorbereiten::V,ஆயத்தம் செய்,pripraviť
938,lieben::V,அன்பு செலுத்து,ľúbiť
939,lieben::V,அன்பு செலுத்து,milovať
940,mögen::V,விரும்பு,mať rád
941,lachen::V,சிரி,smiať sa
942,rühren::V,இதயத்தைத் தொடு,dojať
943,weinen::V,அழு,plakať
944,schimpfen::V,சாபமிடு,nadávať
945,sich ärgern::V,கோப்பபடு,hnevať sa
946,sich ärgern::V,கோப்பபடு,zlostiť sa
947,sich fürchten::V,பயப்படு,báť sa
948,fürchten::V,பயப்படுத்து,báť sa
949,fliehen::V,ஓடு,utekať
950,flüchten::V,தப்பிவிடு,utiecť
951,sehen::V,பார்,vidieť
952,anschauen::V,கூர்ந்து கவனி,pozrieť sa na
953,ansehen::V,கவனி,pozrieť
954,hören::V,கேள்,počúvať
955,zuhören::V,சுவைத்துப் பார்,počúvať
956,probieren::V,ருசி,ochutnať
957,riechen::V,முகர்ந்து பார்,ňuchať
958,fühlen::V,தொட்டுணர்,cítiť
959,fühlen::V,தொட்டுணர்,pociťovať
960,scheinen::V,காணப்படு,zdať sa
961,zu sehen sein::V,தோன்றுதல்,byť vidieť
962,vernehmen::V,கேள்,počuť
963,frieren::V,குதுகுதுகு,mrznúť
964,frieren::V,குதுகுதுகு,oziabať
965,tun::V,செய்,robiť
966,können::V,இயல்வது,môcť
967,wollen::V,விரும்பு,chcieť
968,anfangen::V,தொடங்கு,začať
969,beenden::V,முடி,skončiť
970,aufhören::V,நிறுத்து,prestať
971,gelingen::V,வெற்றி,podariť sa
972,geraten::V,ஏற்படுத்து,dariť sa
973,öffnen::V,திற,otvoriť
974,schließen::V,மூடு,zavrieť
975,stellen::V,வை,postaviť
976,setzen::V,வை,posadiť
977,legen::V,பரப்பி வை,klásť
978,legen::V,பரப்பி வை,položiť
979,berühren::V,பதி,dotykať sa
980,verbinden::V,சேர்,spojiť
981,bedecken::V,உறைபோடு,pokryť
982,aufhängen::V,தொங்கவிடு,zavesiť
983,anzünden::V,எரியூட்டு,zapáliť
984,aufheben::V,பொறுக்கி எடு,zdvihnúť
985,zurücklassen::V,விட்டுச் செல்,zanechať
986,verlieren::V,இழ,stratiť
987,fallen lassen::V,அளவில் குறைவு,pustiť
988,machen::V,தயார்செய்,robiť
989,herstellen::V,உற்பத்தி செய்,vyrobiť
990,bauen::V,கட்டு,stavať
991,bauen::V,கட்டு,budovať
992,reparieren::V,பழுது பார்,opraviť
993,verbessern::V,மேம்படுத்து,zlepšiť
994,ändern::V,மாற்றி அமை,zmeniť
995,ändern::V,மாற்றி அமை,preinačiť
996,graben::V,குழி வெட்டு,ryť
997,graben::V,குழி வெட்டு,kopať
998,beugen::V,வனை,ohnúť
999,biegen::V,வனை,ohnúť
1000,drehen::V,சுழல்,točiť
1001,drehen::V,சுழல்,krútiť
1002,wenden::V,குடைகவிழு,obrátiť
1003,wenden::V,குடைகவிழு,prevrátiť
1004,umdrehen::V,சுற்றும் முற்றும் பார்,otočiť
1005,umdrehen::V,சுற்றும் முற்றும் பார்,obrátiť
1006,heben::V,தூக்கு,dvíhať
1007,heben::V,தூக்கு,povzniesť
1008,hochheben::V,தூக்கு,zdvihnúť
1009,ergreifen::V,பறி,uchopiť sa
1010,halten::V,பிடித்துக் கொள்,držať
1011,drücken::V,அழுத்து,tisnúť
1012,schieben::V,தள்ளு,posunovať
1013,kratzen::V,கீறு,škrabať
1014,lecken::V,நக்கு,lízať
1015,beißen::V,கடி,kúsať
1016,abreißen::V,கிழி,odtrhnúť
1017,abschneiden::V,வெட்டி எடு,odrezať
1018,abschneiden::V,வெட்டி எடு,odkrojiť
1019,binden::V,கட்டு,zaviazať
1020,binden::V,கட்டு,priviazať
1021,stecken::V,பதிய வை,strčiť
1022,brechen::V,உடை,zlomiť
1023,klopfen::V,தட்டு,tĺcť
1024,klopfen::V,தட்டு,klopať
1025,hauen::V,அடி,nabiť
1026,kleben::V,ஒட்டு,lepiť
1027,kleben::V,ஒட்டு,nalepiť
1028,reiben::V,தேய்,trieť
1029,streichen::V,பரவச்செய்,namazať
1030,schleifen::V,அரை,ostríť
1031,schneiden::V,துண்டாக்கு,rezať
1032,schneiden::V,துண்டாக்கு,strihať
1033,rütteln::V,மெல்ல தள்ளு,triasť
1034,rütteln::V,மெல்ல தள்ளு,lomcovať
1035,schütteln::V,குலுக்கு,triasť
1036,schütteln::V,குலுக்கு,potriasť
1037,schwenken::V,ஊஞ்சலாடு,mávať
1038,schütten::V,ஊற்று,sypať
1039,füllen::V,நிரப்பு,plniť
1040,einwickeln::V,சுற்று,zabaliť
1041,tragen::V,எடுத்துச் செல்,niesť
1042,schleppen::V,இழுத்துச் செல்,vliecť
1043,ziehen::V,இழு,ťahať
1044,aufbewahren::V,வைத்துக் கொள்,uložiť
1045,aufbewahren::V,வைத்துக் கொள்,uschovať
1046,werfen::V,வீசி எறி,hodiť
1047,werfen::V,வீசி எறி,vrhnúť
1048,fangen::V,பிடி,chytať
1049,packen::V,பிடித்துக்கொள்,baliť
1050,packen::V,பிடித்துக்கொள்,chytiť
1051,verstecken::V,மறை,skryť
1052,verstecken::V,மறை,schovať
1053,teilen::V,பாகங்களாகப் பிரி,podeliť
1054,teilen::V,பாகங்களாகப் பிரி,rozdeliť
1055,schicken::V,அனுப்பு,posielať
1056,bringen::V,கொண்டு வா,priniesť
1057,hinzufügen::V,சேர்,pripojiť
1058,bekommen::V,பெறு,dostať
1059,erhalten::V,பெறு,prijať
1060,nehmen::V,எடு,vziať
1061,wählen::V,தேர்ந்தெடு,voliť
1062,auswählen::V,தேர்ல்தெடு,vybrať
1063,auswählen::V,தேர்ல்தெடு,vyvoliť
1064,bewahren::V,கெடாது பேணு,zachovať
1065,behindern::V,தடங்கல் செய்,zavadzať
1066,behindern::V,தடங்கல் செய்,byť v ceste
1067,verderben::V,நாசமாக்கு,skaziť
1068,beschädigen::V,சேதப்படுத்து,ublížiť
1069,beschädigen::V,சேதப்படுத்து,poškodiť
1070,zerbrechen::V,உடை,rozbiť
1071,zerbrechen::V,உடை,prelomiť
1072,zerreißen::V,கிழி,pretrhnúť
1073,zerstören::V,அழி,zničiť
1074,verbrennen::V,எரியூட்டு,spáliť
1075,geben::V,கொடு,dať
1076,reichen::V,வழங்கு,podať
1077,schenken::V,மொயத்தல்,darovať
1078,versprechen::V,உறுதியளி,sľúbiť
1079,wünschen::V,ஆசைப்படு,želať
1080,loben::V,புகழ்ச்சி கூறு,chváliť
1081,küssen::V,முத்தமிடு,bozkať
1082,wiegen::V,ஆட்டுத்தல்,kolísať
1083,zudecken::V,உறைபோடு,prikryť
1084,wecken::V,எழுப்பு,zobudiť
1085,zeigen::V,காட்டு,ukázať
1086,führen::V,வழிகாட்டி,viesť
1087,lehren::V,சொல்லிக் கொடு,učiť
1088,unterrichten::V,அறிவுரை கூறு,vyučovať
1089,aufziehen::V,வளர்,vychovať
1090,leiten::V,அழைத்துச் செல்,viesť
1091,antreiben::V,தூண்டு,popudiť
1092,lassen::V,விடு,dať
1093,einladen::V,அழை,pozvať
1094,einladen::V,அழை,povolať
1095,vereinigen::V,ஒன்றாகச் சேர்,spojiť
1096,vereinigen::V,ஒன்றாகச் சேர்,zjednotiť
1097,besuchen::V,வருகை புரி,navštíviť
1098,treffen::V,சந்தி,stretnúť
1099,sich versammeln::V,தொகுப்பு,zhromaždiť sa
1100,spielen::V,விளையாடு,hrať
1101,singen::V,பாடு,spievať
1102,tanzen::V,நடனமாடு,tancovať
1103,sich trennen::V,தனிப்படடுத்து,rozísť sa
1104,verlassen::V,கைவிடு,opustiť
1105,retten::V,காப்பாற்று,zachrániť
1106,bewachen::V,காவல் செய்,strážiť
1107,schützen::V,பாதுகாப்பு செய்,chrániť
1108,verteidigen::V,எதிர்த்து நில்,brániť
1109,sich schlagen::V,பூசலிடு,biť sa
1110,schießen::V,சுட்டுக் கொல்,streliť
1111,schießen::V,சுட்டுக் கொல்,strieľať
1112,siegen::V,வெற்றி பெறு,zvíťaziť
1113,ärgern::V,எரிச்சலூட்டு,hnevať
1114,ärgern::V,எரிச்சலூட்டு,zlostiť
1115,schlagen::V,அடி,biť
1116,schlagen::V,அடி,udrieť
1117,treten::V,உதை,kopnúť
1118,stechen::V,கொட்டு,bodnúť
1119,stechen::V,கொட்டு,pichnúť
1120,stoßen::V,நெருக்கு,udrieť
1121,stehlen::V,திருடு,kradnúť
1122,stören::V,தொல்லைகொடு,vyrušiť
1123,belästigen::V,தொல்லை கொடு,obťažovať
1124,verbergen::V,மறை,skryť
1125,täuschen::V,ஏமாற்று,sklamať
1126,betrügen::V,ஏமாற்று,klamať
1127,betrügen::V,ஏமாற்று,podvádzať
1128,töten::V,கொல்,zabiť
1129,töten::V,கொல்,usmrtiť
1130,wohnen::V,தங்கியிரு,bývať
1131,arbeiten::V,வேலை செய்,pracovať
1132,sammeln::V,ஒன்றுசேர்,zbierať
1133,pflücken::V,கொய்து எடு,trhať
1134,pflücken::V,கொய்து எடு,oberať
1135,jagen::V,வேட்டையாடு,poľovať
1136,fischen::V,மீன் பிடி,loviť ryby
1137,fischen::V,மீன் பிடி,chytať ryby
1138,fassen::V,பிடி,uloviť
1139,hüten::V,காவல் செய்,pásť
1140,treiben::V,ஓட்டு,hnať
1141,anbinden::V,கட்டு,priviazať
1142,füttern::V,உணவளி,kŕmiť
1143,melken::V,பால் கற,dojiť
1144,hacken::V,வெட்டி எடு,seknúť
1145,gießen::V,நீர்ப் பாய்ச்சு,polievať
1146,reifen::V,பழு,dozrieť
1147,zubereiten::V,சமையல் செய்,pripraviť
1148,kochen::V,வேகவை,variť
1149,backen::V,வெப்பத்தில் வாட்டு,piecť
1150,backen::V,வெப்பத்தில் வாட்டு,smažiť
1151,braten::V,பொரியச் செய்,piecť
1152,braten::V,பொரியச் செய்,pražiť
1153,umrühren::V,கலக்கு,pomiešať
1154,stricken::V,பின்னியிழை,pliesť
1155,nähen::V,தையல் வேலை செய்,šiť
1156,färben::V,வண்ணம் பெறச் செய்,zafarbiť
1157,reinigen::V,சுத்தம் செய்,čistiť
1158,waschen::V,கழுவு,myť
1159,abwischen::V,துடை,utrieť
1160,spülen::V,அலசு,vyplachovať
1161,fegen::V,பெறுக்கு,zametať
1162,kehren::V,பெறுக்கு,zametať
1163,baden::V,குளி,kúpať sa
1164,sich waschen::V,கழுவு,umývať sa
1165,ausziehen::V,கழற்று,zobliecť
1166,anziehen::V,புனைதல்,obliecť
1167,sich anziehen::V,உடுத்துதல்,obliecť sa
1168,kämmen::V,தலை வாரிக் கொள்,česať
1169,schmücken::V,அழகுபடுத்து,ozdobiť
1170,sagen::V,சொல்,povedať
1171,sprechen::V,பேசு,hovoriť
1172,reden::V,பெசு,rozprávať
1173,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,rozprávať sa
1174,fragen::V,கேள்,spýtať sa
1175,bitten::V,வேண்டு,prosiť
1176,erzählen::V,சொல்,rozprávať
1177,mitteilen::V,சொல்,oznámiť
1178,nennen::V,பெயரிடுதல்,nazvať
1179,nennen::V,பெயரிடுதல்,menovať
1180,rufen::V,கூச்சலிடு,volať
1181,rufen::V,கூச்சலிடு,zavolať
1182,prahlen::V,தற்பெருமை பேசு,vystatovať sa
1183,übersetzen::V,மொழிபெயர்ப்பு செய்,preložiť
1184,denken::V,யோசி,myslieť
1185,glauben::V,நம்பு,veriť
1186,bemerken::V,கவனி,podotknuť
1187,bemerken::V,கவனி,spozorovať
1188,erkennen::V,அடையாளம் கண்டுகொள்,poznať
1189,begreifen::V,பற்றிக்கொள்,pochopiť
1190,begreifen::V,பற்றிக்கொள்,porozumieť
1191,verstehen::V,புரிந்து கொள்,rozumieť
1192,lernen::V,கற்றுக்கொள்,učiť sa
1193,wissen::V,தெரிந்திரு,vedieť
1194,sich erinnern an::V,நினைவு கூர்,pamätať si na
1195,vergessen::V,மற,zabudnuť
1196,messen::V,அளவிடு,merať
1197,zählen::V,எண்ணு,počítať
1198,rechnen::V,கணக்கிடு,rátať
1199,rechnen::V,கணக்கிடு,počítať
1200,lesen::V,படி,čítať
1201,malen::V,வண்ணச்சித்திரம்,maľovať
1202,zeichnen::V,வரை,kresliť
1203,schreiben::V,எழுது,písať
1204,besitzen::V,உடைமையாகக் கொண்டிரு,mať
1205,besitzen::V,உடைமையாகக் கொண்டிரு,vlastniť
1206,kaufen::V,வாங்கு,kúpiť
1207,verkaufen::V,விற்பனை செய்,predať
1208,bezahlen::V,இறுத்தல்,zaplatiť
1209,zahlen::V,பணம் செலுத்து,platiť
1210,beherrschen::V,ஆட்சிசெய்,ovládať
1211,ertragen::V,தாங்கு,znášať
1212,ertragen::V,தாங்கு,vydržať
