,Concept_ID,be,vep
521,Bogen[Waffe]::N,лук,taug
522,Pfeil::N,страла,nol
523,Gewehr::N,ружжо,oružj
524,Fehler::N,памылка,viga
525,Lüge::N,хлусня,kelastuz
526,Schaden::N,шкода,pahuz'
527,Unglück::N,ліха,bed
528,Unglück::N,ліха,gor'a
529,Unglück::N,бядота,bed
530,Unglück::N,бядота,gor'a
531,Schuld::N,віна,värhuz'
532,Alter::N,узрост,igä
533,Schluss::N,канец,lop
534,Zeit::N,час,aig
535,Tag::N,дзень,päiv
536,Morgen::N,ранак,homendez
537,Morgen::N,раніца,homendez
538,Mittag::N,паўдня,keskpäiv
539,Mittag::N,поўдзень,keskpäiv
540,Abend::N,вечар,eht
541,Nacht::N,ноч,ö
542,Woche::N,тыдзень,nedal'
543,Monat::N,месяц,ku
544,Jahr::N,год,voz'
545,Frühling::N,вясна,keväz'
546,Sommer::N,лета,keza
547,Herbst::N,восень,sügüz'
548,Winter::N,зіма,tal'v
549,Januar::N,студзень,viluku
550,Februar::N,люты,uhoku
551,März::N,сакавік,keväz'ku
552,April::N,красавік,sulaku
553,Mai::N,май,semendku
554,Mai::N,травень,semendku
555,Juni::N,чэрвень,kezaku
556,Juli::N,ліпень,heinku
557,August::N,жнівень,eloku
558,September::N,верасень,sügüz'ku
559,Oktober::N,кастрычнік,reduku
560,November::N,лістапад,kül'mku
561,Dezember::N,снежань,tal'vku
562,Montag::N,панядзелак,ezmärg
563,Dienstag::N,аўторак,tožnarg
564,Mittwoch::N,серада,koumanz'päiv
565,Donnerstag::N,чацвер,nellänz'päiv
566,Freitag::N,пятніца,pätnič
567,Freitag::N,пятніца,videnz'päiv
568,Samstag::N,субота,sobat
569,Sonntag::N,нядзеля,pühäpäiv
570,groß::A,вялікі,sur'
571,groß::A,вялікі,järed
572,klein::A,маленькі,pen'
573,klein::A,маленькі,pičuine
574,lang::A,доўгі,pit'k
575,kurz::A,кароткі,lühüd
576,breit::A,шырокі,leved
577,schmal::A,вузкі,kaid
578,dicht::A,густы,tihed
579,dick[Gegenstand]::A,тоўсты,paks
580,dünn::A,тонкі,hoik
581,fein::A,тонкі,hen
582,fest::A,моцны,luja
583,fest::A,моцны,ninev
584,flach::A,плоскі,lapak
585,glatt::A,гладкі,siled
586,hart::A,цвёрды,kova
587,weich::A,мяккі,pehmed
588,rund::A,круглы,kehker
589,spitz::A,спічасты,nügu
590,spitz::A,спічасты,terav
591,spitz::A,востраканцовы,nügu
592,spitz::A,востраканцовы,terav
593,scharf::A,востры,terav
594,stumpf::A,тупы,tül'c
595,schwer::A,цяжкі,jüged
596,schön::A,прыгожы,čoma
597,heiß::A,гарачы,räk
598,warm::A,цёплы,läm'
599,kalt::A,холадны,vilu
600,kühl::A,халаднаваты,raibak
601,kühl::A,халаднаваты,viluhk
602,frisch::A,свежы,lahed
603,feucht::A,вільготны,neps
604,feucht::A,вільготны,toreh
605,nass::A,мокры,märg
606,trocken::A,сухі,kuiv
607,voll::A,поўны,täuz'
608,leer::A,пусты,joudai
609,offen::A,адкрыты,avoin
610,offen::A,адкрыты,avol'jaine
611,offen::A,адчынены,avoin
612,offen::A,адчынены,avol'jaine
613,geschlossen::A,закрыты,saubaline
614,geschlossen::A,зачынены,saubaline
615,sauber::A,чысты,puhtaz
616,schmutzig::A,брудны,redukaz
617,roh::A,сыры,rohk
618,roh::A,сыры,toreh
619,reif::A,спелы,küps
620,lecker::A,смачны,magukaz
621,süß::A,салодкі,maged
622,bitter::A,горкі,karged
623,sauer::A,кіслы,muiged
624,hell::A,светлы,kirkas
625,hell::A,светлы,valgei
626,dunkel::A,цёмны,pimed
627,schwarz::A,чорны,must
628,weiß::A,белы,vauged
629,rot::A,чырвоны,rusked
630,gelb::A,жоўты,pakuine
631,blau::A,сіні,sinine
632,grün::A,зялёны,vihand
633,grau::A,шэры,hahk
634,bunt::A,пяресты,kirjav
635,billig::A,танны,odav
636,teuer::A,дарагі,kalliž
637,wertvoll::A,цэнны,arvokas
638,wertvoll::A,каштоўны,arvokas
639,blind::A,сляпы,soged
640,taub::A,глухі,kurdiž
641,kräftig::A,магутны,vägev
642,stark::A,сільны,vahv
643,stark::A,сільны,vägekaz
644,schwach::A,слабы,väll'
645,fett::A,тлусты,razvakaz
646,schlank::A,стройны,kapos
647,hübsch::A,чароўны,čoma
648,böse::A,злы,äred
649,böse::A,злы,käred
650,dumm::A,дурны,el'getoi
651,faul::A,лянівы,lašk
652,fleißig::A,руплівы,radonnavedii
653,geizig::A,прагны,ažlak
654,klug::A,разумны,melev
655,klug::A,разумны,melekaz
656,geschickt::A,умелы,mahtokaz
657,lieb::A,мілы,izo
658,lieb::A,мілы,sula
659,lustig::A,вясёлы,ilokaz
660,sanft::A,ласкавы,laskav
661,hungrig::A,галодны,näl'ghine
662,krank::A,хворы,läžui
663,nackt::A,голы,alastoi
664,traurig::A,сумны,opalahine
665,lebendig::A,жывы,eläb
666,gut::A,добры,hüvä
667,schlecht::A,кепскі,huba
668,richtig::A,правільны,oiged
669,schlimm::A,агідны,paha
670,wahr::A,сапраўдны,todesine
671,alt::A,стары,vanh
672,neu::A,новы,uz'
673,ehemalig::A,былы,edeline
674,alt[Lebewesen]::A,стары,ravaz
675,jung::A,малады,nor'
676,arm::A,бедны,gol'l'
677,reich::A,багаты,elokaz
678,bekannt::A,знаёмы,tutab
679,berühmt::A,славуты,tetab
680,fremd::A,чужы,veraz
681,verschieden::A,розны,erazvuitte
682,nah::A,блізкі,läheline
683,fern::A,далёкі,edahaine
684,linker::A,левы,hura
685,rechter::A,правы,oiged
686,anderer::A,іншы,toine
687,anderer::A,другі,toine
688,erster::A,першы,ezmäine
689,zweiter::A,другі,toine
690,dritter::A,трэці,koumanz'
691,letzter::A,апошні,jäl'gmäine
692,allein::ADV,сам,üksnäze
693,allein::ADV,адзін,üksnäze
694,auf einmal::ADV,адразу,ühten aigan
695,zusammen::ADV,разам,ühtes
696,lange::ADV,доўга,hätken
697,plötzlich::ADV,раптам,äkkid
698,sofort::ADV,зараз,kerdalaz
699,später::ADV,пазней,möhemba
700,jetzt::ADV,цяпер,nügüd'
701,heute::ADV,сёння,tämbei
702,morgen::ADV,заўтра,homen
703,bald::ADV,хутка,pigai
704,bald::ADV,неўзабаве,pigai
705,dann::ADV,потым,sid'
706,gestern::ADV,учора,eglai
707,einst::ADV,аднойчы,ende
708,einst::ADV,аднойчы,kerdan
709,damals::ADV,тады,siloi
710,danach::ADV,затым,sid'
711,vorher::ADV,раней,ende
712,zuerst::ADV,спярша,ezmäi
713,zuerst::ADV,спачатку,ezmäi
714,einmal::ADV,адзін раз,kerdan
715,manchmal::ADV,часам,erašti
716,oft::ADV,часта,paksus
717,immer::ADV,заўсёды,kaiken
718,niemals::ADV,ніколі,ei nikonz
719,hier::ADV,тут,täs
720,hier::ADV,тут,tägä
721,hierhin::ADV,сюды,tänna
722,von hier::ADV,адсюль,täspäi
723,von hier::ADV,адсюль,sid'päi
724,von hier::ADV,адгэтуль,täspäi
725,von hier::ADV,адгэтуль,sid'päi
726,dort::ADV,там,sigä
727,dorthin::ADV,туды,sinna
728,dorthin::ADV,туды,nakkale
729,geradeaus::ADV,прама,kohtha
730,vorwärts::ADV,наперад,edehe
731,rückwärts::ADV,назад,sel'gin
732,zurück::ADV,назад,tagaze
733,unten::ADV,унізе,alahan
734,hinab::ADV,уніз,alaz
735,hinab::ADV,уніз,alahaks
736,oben::ADV,угары,ülähän
737,oben::ADV,наверсе,ülähän
738,hinauf::ADV,угару,ülez
739,hinauf::ADV,угару,ülähäks
740,überall::ADV,усюды,kaikjal
741,nicht::ADV,не,ei
742,ein wenig::ADV,трошкі,vähän
743,kaum::ADV,ледзьве,habi
744,sehr::ADV,вельмі,lujas
745,so::ADV,так,muga
746,so::ADV,так,ninga
747,noch::ADV,яшчэ,völ
748,nur::ADV,толькі,järg
749,nur::ADV,толькі,vaiše
750,schon::ADV,ужо,jo
751,wieder::ADV,зноў,möst
752,vergebens::ADV,дарма,uhtei
753,vergebens::ADV,дарэмна,uhtei
754,vor::PRP,перад,edes
755,hinter::PRP,за,taga
756,hinter::PRP,ззаду,taga
757,unter::PRP,пад,al
758,durch::PRP,праз,läbi
759,durch::PRP,праз,kal't
760,neben::PRP,каля,rindal
761,zwischen::PRP,між,keskes
762,zwischen::PRP,паміж,keskes
763,wegen::PRP,з-за,tagut
764,dies::PRN,гэта,nece
765,das::PRN,тое,se
766,alles::PRN,усё,kaik
767,ich::PRN,я,minä
768,du::PRN,ты,sinä
769,er::PRN,ён,hän
770,wir::PRN,мы,mö
771,ihr::PRN,вы,tö
772,sie::PRN,яны,hö
773,was::FPRN,што,mi
774,wer::FPRN,хто,ken
775,wo::FADV,дзе,kus
776,wohin::FADV,куды,kuna
777,wie::FADV,як,kut
778,wie::FADV,як,mit'
779,warum::FADV,чаму,mikš
780,wieviel::FNUM,колькі,äjak
781,wieviel::FNUM,колькі,kuverz'
782,eins::NUM,адзін,üks'
783,zwei::NUM,два,kaks'
784,drei::NUM,тры,koume
785,vier::NUM,чатыры,nel'l'
786,fünf::NUM,пяць,viž
787,sechs::NUM,шесць,kuz'
788,sieben::NUM,сем,seičeme
789,acht::NUM,восем,kahesa
790,neun::NUM,дзевяць,ühesa
791,zehn::NUM,дзесяць,kümne
792,elf::NUM,адзінаццаць,üks'toštkümne
793,zwölf::NUM,дванаццаць,kaks'toštkümne
794,zwanzig::NUM,дваццаць,kaks'kümne
795,dreißig::NUM,трыццаць,koumekümne
796,vierzig::NUM,сорак,nel'l'kümne
797,fünfzig::NUM,пядзесят,vižkümne
798,sechzig::NUM,шесдзесят,kuz'kümne
799,siebzig::NUM,семдзесят,seičemekümne
800,achtzig::NUM,восемдзесят,kahesakümne
801,neunzig::NUM,дзевяноста,ühesakümne
802,hundert::NUM,сто,sada
803,tausend::NUM,тысяча,tuha
804,und::CNJ,і,i
805,und::CNJ,і,da
806,und::CNJ,ды,i
807,und::CNJ,ды,da
808,oder::CNJ,або,vai
809,stehen::V,стаяць,seišta
810,sitzen::V,сядзець,ištta
811,liegen::V,ляжаць,venuda
812,hängen::V,вісець,ripta
813,werden::V,стаць,lindä
814,werden::V,стаць,tehtas
815,werden::V,зрабіцца,lindä
