,Concept_ID,br,ta
681,fünf::NUM,pemp,ஐந்து
682,sechs::NUM,c'hwec'h,ஆறு
683,sieben::NUM,seizh,ஏழு
684,acht::NUM,eizh,எட்டு
685,neun::NUM,nav,ஒன்பது
686,zehn::NUM,dek,பத்து
687,elf::NUM,unnek,பதினொன்று
688,zwölf::NUM,daouzek,பன்னிரண்டு
689,zwanzig::NUM,ugent,இருபது
690,dreißig::NUM,tregont,முப்பது
691,vierzig::NUM,daou-ugent,நாற்பது
692,fünfzig::NUM,hanter-kant,ஐமபது
693,sechzig::NUM,tri-ugent,அறுபது
694,siebzig::NUM,dek ha tri-ugent,எழுபது
695,achtzig::NUM,pevar-ugent,எண்பது
696,neunzig::NUM,dek ha pevar-ugent,தொன்னூறு
697,hundert::NUM,kant,நூறு
698,tausend::NUM,mil,ஆயிரம்
699,und::CNJ,ha,மற்றும்
700,oder::CNJ,pe,அல்லது
701,stehen::V,bezañ a-sav,நில்
702,sitzen::V,azezañ,உட்கார்
703,sitzen::V,bezañ en e goazez,உட்கார்
704,liegen::V,bezañ en e c'hourvez,படு
705,hängen::V,krougañ,தொங்கச் செய்
706,werden::V,dazonet,ஆகு
707,passieren::V,c'hoarvezout,நிகழ்
708,beginnen::V,stagañ,ஆரம்பி
709,enden::V,achuiñ,முடி
710,wechseln::V,cheñch,மாற்று
711,aufgehen[Sonne]::V,dirouzañ,உயர எழு
712,scheinen[Sonne]::V,lugernañ,பிரகாசி
713,donnern::V,taranal,இடி
714,wehen::V,c'hwezhañ,வீசு
715,strömen::V,deredek,பாயதல்
716,fließen::V,redek,நீரோட்டம் போக்கில் போ
717,sich drehen::V,troiñ,சுழல்
718,schwanken::V,trantellat,தள்ளாடு
719,schwingen::V,froumal,ஆடு
720,fallen::V,kouezhañ,விழு
721,brennen::V,deviñ,எரி
722,rauchen::V,divogedañ,பகை பிடி
723,regnen::V,glavañ,மழை பெய்
724,gefrieren::V,reviñ,உறைந்துவிடு
725,tauen::V,diskornañ,உருகு
726,schmelzen::V,teuziñ,உருகு
727,trocknen::V,sec'hañ,உலர்த்து
728,sieden::V,berviñ,கொதிக்க வை
729,faulen::V,breinañ,அழுகச் செய்
730,verfaulen::V,breinañ,அழுகச் செய்
731,reißen::V,darnaouiñ,திடீரென அறு
732,versinken::V,sodellañ,மூழ்கு
733,vergehen::V,tremen,கடந்துசெல்
734,erscheinen::V,donet war-wel,தோன்றச்
735,verschwinden::V,monet diwar wel,மறைந்து போ
736,sinken::V,en em izelat,பதைவுறு
737,abnehmen::V,nebeutaat,குறை
738,zunehmen::V,kreskiñ,உயர்த்து
739,steigen::V,sevel,உயர எழு
740,wachsen::V,kreskiñ,வளர்
741,glänzen::V,lugernañ,மிளிர்
742,funkeln::V,elieniñ,பிரகாசி
743,lärmen::V,rabotat,கொம்பு
744,klirren::V,diridignat,கிலுங்கு
745,klirren::V,sterlinkañ,கிலுங்கு
746,brausen::V,gwegal,இரைதல்
747,rauschen::V,trouzal,சலசலப்பு
748,klingen::V,seniñ,சிலம்புதல்
749,bellen::V,harzhal,குரை
750,heulen::V,yudal,ஊளையிடு
751,blasen::V,c'hwezhañ,ஊது
752,pfeifen::V,c'hwitellat,சீழ்க்கை எழப்பு
753,schreien::V,huchal,கூச்சலிடு
754,stöhnen::V,hirvoudiñ,வேதனை
755,zittern::V,krenañ,நடுங்கு
756,leben::V,bevañ,உயிருடனிரு
757,geboren werden::V,genel,பிற
758,atmen::V,tennañ e anal,சுவாசி
759,trinken::V,evañ,குடி
760,essen::V,debriñ,சாப்பிடு
761,schlucken::V,lonkañ,முழுங்கு
762,müde werden::V,skuizhañ,கையயர்தல்
763,einschlafen::V,menel kousket,தூங்க
764,schlafen::V,kousket,தூங்கு
765,aufwachen::V,dihuniñ,எழுப்பு
766,aufstehen::V,sevel,எழுந்திரு
767,sich erholen::V,diskuizhañ,இளைப்பாறு
768,krank werden::V,klañviñ,விழுதல்
769,krank sein::V,bezañ klañv,நருக்கலாயிருக்க
770,schmerzen::V,skourjezañ,நோவுறு
771,husten::V,pasaat,இருமு
772,husten::V,peudal,இருமு
773,genesen::V,pareañ,குணம் அடை
774,sterben::V,mervel,மரணமடை
775,umkommen::V,perisañ,நசி
776,sich bewegen::V,bouljal,நகர்த்து
777,sich rühren::V,fiñval,அசை
778,sich erheben::V,sevel,எழுந்து நில்
779,sich setzen::V,azezañ,உட்கார்
780,sich setzen::V,mont en e goazez,உட்கார்
781,hinfallen::V,kouezhañ,விழு
782,laufen::V,redek,நட
783,schreiten::V,kerzhet,கவடுவைத்தல்
784,spazierengehen::V,pourmen,உலவு
785,eilen::V,hastañ,விரைந்து
786,sich beeilen::V,hastañ,அவசரப்படுத்து
787,sausen::V,karzhañ,விரைந்து செல்
788,rennen::V,redek,ஓடு
789,springen::V,lammat,குதி
790,klettern::V,krimpat,ஏறு
791,schaukeln::V,brañsellat,தள்ளாடு
792,kriechen::V,skrampañ,மெதுவாக நடந்து செல்
793,schwimmen::V,neuial,நீந்து
794,tauchen::V,splujañ,மூழ்கி நீச்சலடி
795,rudern::V,roeñvat,துடுப்புப் போடு
796,fahren::V,kas,ஓட்டு
797,fahren::V,bleniañ,ஓட்டு
798,fliegen::V,nijal,பற
799,gehen::V,mont,போ
800,weggehen::V,mont kuit,விலகிச் செல்
801,abfahren::V,mont kuit,புறப்பட்டுச் செல்
802,anhalten::V,chom a-sav,நின்றுவிடு
803,hineingehen::V,monet e-barzh,மறையச் செய்
804,eintreten::V,monet e-barzh,நுழை
805,kommen::V,dont,வா
806,ankommen::V,erruout,வநது சேர்
807,zurückkommen::V,addonet,திரும்பி வா
808,bleiben::V,chom,இரு
809,warten::V,gortoz,தாமதி
810,erwarten::V,gortoz,எதிர்நோக்கு
811,suchen::V,klask,தேடு
812,finden::V,kavout,கண்டுபிடி
813,versuchen::V,klask,முயற்சி செய்
814,vorbereiten::V,aozañ,ஆயத்தம் செய்
815,lieben::V,karout,அன்பு செலுத்து
816,mögen::V,karout,விரும்பு
817,lachen::V,c'hoarzin,சிரி
818,rühren::V,tenerañ,இதயத்தைத் தொடு
819,weinen::V,gouelañ,அழு
820,schimpfen::V,krozal,சாபமிடு
821,sich ärgern::V,fachañ,கோப்பபடு
822,sich ärgern::V,en em fachañ,கோப்பபடு
823,fliehen::V,tec'het,ஓடு
824,flüchten::V,tuzañ,தப்பிவிடு
825,sehen::V,gwelet,பார்
826,anschauen::V,sellout ouzh,கூர்ந்து கவனி
827,ansehen::V,sellout ouzh,கவனி
828,hören::V,klevet,கேள்
829,zuhören::V,selaou,சுவைத்துப் பார்
830,probieren::V,blasa,ருசி
831,riechen::V,klevet,முகர்ந்து பார்
832,fühlen::V,santout,தொட்டுணர்
833,scheinen::V,diskouez bezañ,காணப்படு
834,zu sehen sein::V,bezañ gwelus,தோன்றுதல்
835,vernehmen::V,merzhañ,கேள்
836,frieren::V,anoued,குதுகுதுகு
837,tun::V,ober,செய்
838,können::V,gouzout,இயல்வது
839,wollen::V,fellout da,விரும்பு
840,wollen::V,kaout c'hoant da,விரும்பு
841,anfangen::V,kregiñ,தொடங்கு
842,beenden::V,achuiñ,முடி
843,aufhören::V,paouez,நிறுத்து
844,öffnen::V,digeriñ,திற
845,schließen::V,serriñ,மூடு
846,stellen::V,lakaat,வை
847,setzen::V,lakaat,வை
848,legen::V,lakaat,பரப்பி வை
849,berühren::V,touch,பதி
850,verbinden::V,eren,சேர்
851,bedecken::V,goloiñ,உறைபோடு
852,aufhängen::V,istribilhañ,தொங்கவிடு
853,anzünden::V,alumiñ,எரியூட்டு
854,anzünden::V,c'hwezzañ,எரியூட்டு
855,aufheben::V,dastum,பொறுக்கி எடு
856,zurücklassen::V,lezel,விட்டுச் செல்
857,verlieren::V,koll,இழ
858,fallen lassen::V,laoskel,அளவில் குறைவு
859,fallen lassen::V,lezel da gouezhel,அளவில் குறைவு
860,machen::V,ober,தயார்செய்
861,herstellen::V,fardañ,உற்பத்தி செய்
862,bauen::V,sevel,கட்டு
863,reparieren::V,adaozañ,பழுது பார்
864,verbessern::V,gwellaat,மேம்படுத்து
865,ändern::V,cheñch,மாற்றி அமை
866,graben::V,kleuzañ,குழி வெட்டு
867,beugen::V,plegañ,வனை
868,biegen::V,krommañ,வனை
869,drehen::V,treiñ,சுழல்
870,wenden::V,treiñ,குடைகவிழு
871,umdrehen::V,treiñ,சுற்றும் முற்றும் பார்
872,heben::V,sevel,தூக்கு
873,hochheben::V,sevel,தூக்கு
874,ergreifen::V,kemer,பறி
875,halten::V,dalc'hen,பிடித்துக் கொள்
876,drücken::V,bountañ,அழுத்து
877,schieben::V,poulzañ,தள்ளு
878,kratzen::V,skrabat,கீறு
879,lecken::V,lipat,நக்கு
880,beißen::V,kregiñ,கடி
881,abreißen::V,diframmañ,கிழி
882,abschneiden::V,troc'hañ,வெட்டி எடு
883,binden::V,stagañ,கட்டு
884,stecken::V,sankañ,பதிய வை
885,brechen::V,darnaouiñ,உடை
886,klopfen::V,skoiñ,தட்டு
887,hauen::V,dornañ,அடி
888,kleben::V,pegañ,ஒட்டு
889,reiben::V,taravat,தேய்
890,reiben::V,trekiñ,தேய்
891,streichen::V,toazañ,பரவச்செய்
892,schleifen::V,lemmañ,அரை
893,schneiden::V,troc'hañ,துண்டாக்கு
894,rütteln::V,tordorosañ,மெல்ல தள்ளு
895,schütteln::V,hejañ,குலுக்கு
896,schütten::V,diskargañ,ஊற்று
897,füllen::V,kargañ,நிரப்பு
898,einwickeln::V,gronnañ,சுற்று
899,tragen::V,dougen,எடுத்துச் செல்
900,schleppen::V,stlejal,இழுத்துச் செல்
901,ziehen::V,sachañ,இழு
902,aufbewahren::V,miret,வைத்துக் கொள்
903,werfen::V,teuler,வீசி எறி
904,fangen::V,tapañ,பிடி
905,packen::V,krapat,பிடித்துக்கொள்
906,verstecken::V,kuzhat,மறை
907,teilen::V,rannañ,பாகங்களாகப் பிரி
908,schicken::V,kas,அனுப்பு
909,bringen::V,degas,கொண்டு வா
910,hinzufügen::V,lakat ouzhpenn,சேர்
911,bekommen::V,kaout,பெறு
912,erhalten::V,kaout,பெறு
913,nehmen::V,kemer,எடு
914,wählen::V,choaz,தேர்ந்தெடு
915,auswählen::V,dibab,தேர்ல்தெடு
916,bewahren::V,mirout,கெடாது பேணு
917,behindern::V,diaezañ,தடங்கல் செய்
918,verderben::V,lovrañ,நாசமாக்கு
919,beschädigen::V,gwallegañ,சேதப்படுத்து
920,zerbrechen::V,torriñ,உடை
921,zerreißen::V,diroegiñ,கிழி
922,zerstören::V,distrujañ,அழி
923,verbrennen::V,deviñ,எரியூட்டு
924,geben::V,reiñ,கொடு
925,schenken::V,donezonañ,மொயத்தல்
926,versprechen::V,prometiñ,உறுதியளி
927,wünschen::V,hetiñ,ஆசைப்படு
928,loben::V,feurmiñ,புகழ்ச்சி கூறு
929,küssen::V,pokat,முத்தமிடு
930,wiegen::V,pouezañ,ஆட்டுத்தல்
931,zudecken::V,goloiñ,உறைபோடு
932,wecken::V,dihuniñ,எழுப்பு
933,zeigen::V,diskouez,காட்டு
934,führen::V,kas,வழிகாட்டி
935,lehren::V,deskiñ,சொல்லிக் கொடு
936,unterrichten::V,kelenn,அறிவுரை கூறு
937,leiten::V,bleinañ,அழைத்துச் செல்
938,antreiben::V,poulzañ,தூண்டு
939,lassen::V,leuskel,விடு
940,einladen::V,pediñ,அழை
941,vereinigen::V,unisañ,ஒன்றாகச் சேர்
942,besuchen::V,gweladenniñ,வருகை புரி
943,treffen::V,kejal,சந்தி
944,treffen::V,ankontrañ,சந்தி
945,sich versammeln::V,bodennañ,தொகுப்பு
946,spielen::V,c'hoari,விளையாடு
947,singen::V,kanañ,பாடு
948,tanzen::V,dañsal,நடனமாடு
949,sich trennen::V,dispartiañ,தனிப்படடுத்து
950,verlassen::V,lezel,கைவிடு
951,retten::V,saveteiñ,காப்பாற்று
952,bewachen::V,mesa,காவல் செய்
953,schützen::V,diwall,பாதுகாப்பு செய்
954,verteidigen::V,difenn,எதிர்த்து நில்
955,sich schlagen::V,lopañ,பூசலிடு
956,siegen::V,trec'hiñ,வெற்றி பெறு
957,ärgern::V,hegasiñ,எரிச்சலூட்டு
958,schlagen::V,skeiñ,அடி
959,treten::V,botaouiñ,உதை
960,stechen::V,pikat,கொட்டு
961,stoßen::V,stokañ,நெருக்கு
962,stehlen::V,laerezh,திருடு
963,stören::V,direnkañ,தொல்லைகொடு
964,belästigen::V,dregasiñ,தொல்லை கொடு
965,verbergen::V,skoachañ,மறை
966,täuschen::V,tromplañ,ஏமாற்று
967,betrügen::V,lorbañ,ஏமாற்று
968,töten::V,lazhañ,கொல்
969,wohnen::V,bezañ o chom,தங்கியிரு
970,arbeiten::V,labourat,வேலை செய்
971,sammeln::V,dastum,ஒன்றுசேர்
972,pflücken::V,kuntuilhañ,கொய்து எடு
973,jagen::V,chaseal,வேட்டையாடு
974,fischen::V,pesketa,மீன் பிடி
975,fassen::V,pakañ,பிடி
976,hüten::V,geota,காவல் செய்
977,anbinden::V,stagañ,கட்டு
978,füttern::V,boueta,உணவளி
979,melken::V,goro,பால் கற
980,hacken::V,difrakal,வெட்டி எடு
981,gießen::V,dourañ,நீர்ப் பாய்ச்சு
982,reifen::V,azviñ,பழு
983,zubereiten::V,keginañ,சமையல் செய்
984,kochen::V,poazhañ,வேகவை
985,backen::V,fritañ,வெப்பத்தில் வாட்டு
986,braten::V,rostañ,பொரியச் செய்
987,stricken::V,stammañ,பின்னியிழை
988,nähen::V,gwriat,தையல் வேலை செய்
989,färben::V,livañ,வண்ணம் பெறச் செய்
990,reinigen::V,naetañ,சுத்தம் செய்
991,waschen::V,gwalc'hiñ,கழுவு
992,abwischen::V,torchañ,துடை
993,spülen::V,disgwalc'hiñ,அலசு
994,fegen::V,skubañ,பெறுக்கு
995,kehren::V,skubañ,பெறுக்கு
996,baden::V,kouronkañ,குளி
997,sich waschen::V,en em walc'hiñ,கழுவு
998,sich anziehen::V,gwiskañ,உடுத்துதல்
999,kämmen::V,kribat,தலை வாரிக் கொள்
1000,schmücken::V,kinklañ,அழகுபடுத்து
1001,sagen::V,larêt,சொல்
1002,sagen::V,lavaret,சொல்
1003,sprechen::V,komz,பேசு
1004,reden::V,kaozeal,பெசு
1005,sich unterhalten::V,balbotal,இயல்பாக பேசிக்கொண்டிரு
1006,fragen::V,goulenn,கேள்
1007,bitten::V,goulenn,வேண்டு
1008,erzählen::V,kontañ,சொல்
1009,mitteilen::V,kemenn,சொல்
1010,nennen::V,anviñ,பெயரிடுதல்
1011,rufen::V,gelver,கூச்சலிடு
1012,prahlen::V,fougeal,தற்பெருமை பேசு
1013,übersetzen::V,treiñ,மொழிபெயர்ப்பு செய்
1014,denken::V,soñjal,யோசி
1015,glauben::V,krediñ,நம்பு
1016,bemerken::V,apresevañ,கவனி
1017,erkennen::V,anavout,அடையாளம் கண்டுகொள்
1018,begreifen::V,meizañ,பற்றிக்கொள்
1019,verstehen::V,kompren,புரிந்து கொள்
1020,lernen::V,deskiñ,கற்றுக்கொள்
1021,wissen::V,gouzout,தெரிந்திரு
1022,sich erinnern an::V,kaout soñj e,நினைவு கூர்
1023,vergessen::V,ankouaat,மற
1024,messen::V,muzuliañ,அளவிடு
1025,zählen::V,kontañ,எண்ணு
1026,rechnen::V,jedañ,கணக்கிடு
1027,lesen::V,lenn,படி
1028,malen::V,livañ,வண்ணச்சித்திரம்
1029,zeichnen::V,tresañ,வரை
1030,schreiben::V,skrivañ,எழுது
1031,besitzen::V,kaout,உடைமையாகக் கொண்டிரு
1032,kaufen::V,prenañ,வாங்கு
1033,verkaufen::V,gwerzhañ,விற்பனை செய்
1034,bezahlen::V,paeañ,இறுத்தல்
1035,zahlen::V,paeañ,பணம் செலுத்து
1036,beherrschen::V,mestroniañ,ஆட்சிசெய்
1037,ertragen::V,anduriñ,தாங்கு
1038,Grube::N,,குழி
1039,Spur::N,,சுவடு
1040,Lehm::N,,களிமண்
1041,Laut::N,,ஒலி
1042,Winkel::N,,கோணம்
1043,Lagerfeuer::N,,மூட்டம்
1044,vergebens::ADV,,வீண்
1045,untergehen[Sonne]::V,,பொறுத்து
1046,läuten::V,,மணியொலியிசை
1047,klingeln::V,,மணி அடி
1048,sich fürchten::V,,பயப்படு
1049,fürchten::V,,பயப்படுத்து
1050,gelingen::V,,வெற்றி
1051,geraten::V,,ஏற்படுத்து
1052,schwenken::V,,ஊஞ்சலாடு
1053,reichen::V,,வழங்கு
1054,aufziehen::V,,வளர்
1055,schießen::V,,சுட்டுக் கொல்
1056,treiben::V,,ஓட்டு
1057,umrühren::V,,கலக்கு
1058,ausziehen::V,,கழற்று
1059,anziehen::V,,புனைதல்
