,Concept_ID,az,uk
818,passieren::V,baş vermək,трапитися
819,beginnen::V,başlamaq,початися
820,enden::V,bitmək,кінчитися
821,wechseln::V,dəyişmək,мінятися
822,aufgehen[Sonne]::V,doğmaq,зійти
823,untergehen[Sonne]::V,batmaq,зайти
824,scheinen[Sonne]::V,parlamaq,світити
825,donnern::V,guruldamaq,гриміти
826,wehen::V,əsmək,віяти
827,strömen::V,axmaq,литися
828,fließen::V,axmaq,текти
829,sich drehen::V,dönmək,обертатися
830,schwanken::V,yellənmək,коливатися
831,schwingen::V,yellənmək,хитатися
832,schwingen::V,yellənmək,гойдатися
833,fallen::V,düşmek,падати
834,brennen::V,yanmaq,горіти
835,rauchen::V,tüstüləmək,диміти
836,regnen::V,yağmaq,дощити
837,gefrieren::V,donmaq,змерзнути
838,tauen::V,ərimək,танути
839,schmelzen::V,ərimək,плавитися
840,trocknen::V,qurumaq,сохнути
841,sieden::V,qaynamaq,кипіти
842,faulen::V,çürümək,гнити
843,verfaulen::V,çürümək,згнити
844,reißen::V,yırtılmaq,рватися
845,versinken::V,batmaq,тонути
846,vergehen::V,ötmək,проходити
847,erscheinen::V,görünmək,з’явитися
848,verschwinden::V,yox olmaq,щезнути
849,verschwinden::V,yox olmaq,зникнути
850,sinken::V,enmək,спадати
851,abnehmen::V,azalmaq,поменшитися
852,zunehmen::V,artmaq,збільшуватися
853,steigen::V,yüksəlmək,підніматися
854,wachsen::V,böyümək,рости
855,glänzen::V,parlamaq,блищати
856,funkeln::V,parıldamaq,блискати
857,lärmen::V,səs-küy etmək,шуміти
858,läuten::V,çalmaq,дзвонити
859,klingeln::V,zəng etmək,дзвонити
860,klirren::V,cingildəmək,дзвякати
861,brausen::V,gurlamaq,бушувати
862,rauschen::V,xışıldamaq,шелестіти
863,klingen::V,səslənmək,лунати
864,klingen::V,səslənmək,звучати
865,bellen::V,hürmək,гавкати
866,heulen::V,ulamaq,вити
867,blasen::V,üfləmək,дунути
868,pfeifen::V,fit vermek,свистіти
869,schreien::V,bağırmaq,кричати
870,schreien::V,qışqırmaq,кричати
871,stöhnen::V,inləmək,стогнати
872,zittern::V,titrəmək,тремтіти
873,leben::V,yaşamaq,жити
874,geboren werden::V,doğmaq,народитися
875,atmen::V,nəfəs almaq,дихати
876,trinken::V,içmek,пити
877,essen::V,yemək,їсти
878,schlucken::V,udmaq,ковтати
879,müde werden::V,yorulmaq,втомитися
880,einschlafen::V,yuxuya getmək,заснути
881,schlafen::V,uyumaq,спати
882,aufwachen::V,oyanmaq,прокинутися
883,aufstehen::V,yuxudan durmaq,встати
884,sich erholen::V,dincəlmək,відпочивати
885,krank werden::V,xəstə olmaq,захворіти
886,krank sein::V,azarlanmaq,хворіти
887,krank sein::V,xəstələnmək,хворіти
888,schmerzen::V,ağrimaq,боліти
889,husten::V,öksürmək,кашляти
890,genesen::V,sağalmaq,одужати
891,genesen::V,sağalmaq,видужати
892,sterben::V,ölmək,померти
893,sterben::V,vəfat etmək,померти
894,umkommen::V,həlak olmaq,згинути
895,sich bewegen::V,hərəkət etmək,рухатися
896,sich rühren::V,tərpənmək,ворушитися
897,sich erheben::V,qalxmaq,встати
898,sich setzen::V,oturmaq,сісти
899,hinfallen::V,yıxılmaq,упасти
900,laufen::V,yerimək,ходити
901,schreiten::V,addım atmaq,крокувати
902,spazierengehen::V,gəzmək,гуляти
903,eilen::V,atılmaq,спішити
904,sich beeilen::V,tələsmək,поспішати
905,sausen::V,çırpmaq,мчатися
906,rennen::V,qaçmaq,бігати
907,springen::V,sıçramaq,скакати
908,springen::V,sıçramaq,стрибати
909,klettern::V,dırmanmaq,лазити
910,schaukeln::V,sallanmaq,гойдатися
911,kriechen::V,sürünmək,повзати
912,schwimmen::V,üzmek,пливти
913,schwimmen::V,üzmek,плавати
914,tauchen::V,dalmaq,пірнати
915,rudern::V,avarlamaq,гребти
916,rudern::V,avarlamaq,веслувати
917,fahren::V,sürmək,їхати
918,fliegen::V,uçmaq,літати
919,gehen::V,getmək,іти
920,weggehen::V,getmək,піти
921,abfahren::V,yola düşmək,від’їхати
922,abfahren::V,yola düşmək,відправитися
923,anhalten::V,saxlamaq,зупинитися
924,hineingehen::V,girmək,входити
925,eintreten::V,girmək,увійти
926,eintreten::V,daxil olmaq,увійти
927,kommen::V,gəlmək,прийти
928,ankommen::V,gəlib çatmaq,прибути
929,zurückkommen::V,qayıtmaq,повернутися
930,bleiben::V,qalmaq,залишитися
931,warten::V,gözləmək,чекати
932,erwarten::V,bəkləmək,чекати
933,suchen::V,aramaq,шукати
934,suchen::V,axtarmaq,шукати
935,finden::V,tapmaq,знайти
936,versuchen::V,çalışmaq,випробовувати
937,vorbereiten::V,hazırlamaq,підготувати
938,lieben::V,sevmək,любити
939,mögen::V,xoşlamaq,любити
940,mögen::V,xoşlamaq,подобатися
941,lachen::V,gülmək,сміятися
942,rühren::V,həyəcanlandırmaq,розчулити
943,weinen::V,ağlamaq,плакати
944,schimpfen::V,küfr etmək,лаятися
945,sich ärgern::V,acıqlanmaq,сердитися
946,sich fürchten::V,qorxmaq,боятися
947,fürchten::V,qorxmaq,боятися
948,fliehen::V,qaçmaq,тікати
949,flüchten::V,qaçmaq,утекти
950,sehen::V,görmək,бачити
951,anschauen::V,baxmaq,поглянути
952,ansehen::V,baxmaq,дивитися на
953,hören::V,duymaq,чути
954,hören::V,eşitmək,чути
955,zuhören::V,dinləmək,слухати
956,probieren::V,dadına baxmaq,покуштувати
957,riechen::V,qoxlamaq,нюхати
958,fühlen::V,duymaq,відчувати
959,scheinen::V,görünmək,здаватися
960,zu sehen sein::V,görünmək,виднітися
961,vernehmen::V,eşitmək,почути
962,frieren::V,üşümək,мерзнути
963,tun::V,etmək,робити
964,können::V,bilmək,могти
965,können::V,bacarmaq,могти
966,wollen::V,istəmək,хотіти
967,anfangen::V,başlamaq,почати
968,beenden::V,bitirmək,закінчити
969,aufhören::V,bitmək,перестати
970,aufhören::V,qurtarmaq,перестати
971,gelingen::V,müvəffəq olmaq,вдатися
972,geraten::V,düşmək,опинитися
973,öffnen::V,açmaq,відкрити
974,schließen::V,qapamaq,закрити
975,stellen::V,qoymaq,поставити
976,setzen::V,oturtmaq,посадити
977,legen::V,qoymaq,класти
978,berühren::V,toxunmaq,чіпати
979,verbinden::V,bağlamaq,зв’язати
980,bedecken::V,örtmək,покрити
981,aufhängen::V,asmaq,повісити
982,anzünden::V,yandırmaq,запалити
983,aufheben::V,qaldırmaq,підняти
984,zurücklassen::V,buraxmaq,залишити
985,verlieren::V,itirmək,загубити
986,fallen lassen::V,düşürmək,упустити
987,machen::V,etmək,зробити
988,herstellen::V,istehsal etmək,виготовити
989,bauen::V,tikmək,будувати
990,reparieren::V,təmir etmək,лагодити
991,verbessern::V,düzəltmək,поліпшити
992,ändern::V,dəyişdirmək,змінити
993,graben::V,qazımaq,копати
994,beugen::V,əymək,зігнути
995,biegen::V,bükmək,погнути
996,drehen::V,döndərmək,вертіти
997,wenden::V,çevirmək,повернути
998,umdrehen::V,çevirmək,перевернути
999,heben::V,qaldırmaq,піднімати
1000,hochheben::V,qaldırmaq,підняти
1001,ergreifen::V,tutmaq,схопити
1002,halten::V,saxlamaq,тримати
1003,drücken::V,sıxmaq,натискати
1004,schieben::V,sürmək,пхати
1005,schieben::V,sürmək,штовхати
1006,kratzen::V,qaşımaq,шкребти
1007,lecken::V,yalamaq,лизати
1008,beißen::V,dişləmək,кусати
1009,abreißen::V,qoparmaq,відірвати
1010,abschneiden::V,ayırmaq,відрізати
1011,binden::V,bağlamaq,в’язати
1012,stecken::V,soxmaq,увіткнути
1013,brechen::V,qırmaq,зламати
1014,klopfen::V,sındırmaq,стукати
1015,hauen::V,vurmaq,бити
1016,kleben::V,apışdırmaq,клеїти
1017,reiben::V,ovmaq,терти
1018,streichen::V,sürtmək,намазати
1019,schleifen::V,bülövləmək,точити
1020,schneiden::V,kəsmək,різати
1021,rütteln::V,sirkələmək,хитати
1022,schütteln::V,çalxalamaq,трясти
1023,schwenken::V,yelləmək,махати
1024,schütten::V,tökmək,налити
1025,füllen::V,doldurmaq,наповнити
1026,einwickeln::V,sarımaq,загорнути
1027,tragen::V,daşımaq,нести
1028,schleppen::V,sürükləmək,тягти
1029,ziehen::V,çəkmək,тягнути
1030,aufbewahren::V,gizlətmək,зберігати
1031,werfen::V,atmaq,кидати
1032,fangen::V,tutmaq,ловити
1033,packen::V,yaxalamaq,схопити
1034,verstecken::V,gizlətmək,сховати
1035,teilen::V,bölmək,розділити
1036,schicken::V,yollamaq,посилати
1037,schicken::V,göndərmək,посилати
1038,bringen::V,gətirmək,принести
1039,hinzufügen::V,əlavə etmək,додати
1040,bekommen::V,almaq,дістати
1041,bekommen::V,əldə etmək,дістати
1042,erhalten::V,almaq,одержати
1043,nehmen::V,almaq,взяти
1044,wählen::V,seçmək,вибрати
1045,auswählen::V,arımaq,відібрати
1046,bewahren::V,qorumaq,зберегти
1047,behindern::V,mane olmaq,перешкоджати
1048,verderben::V,pozmaq,зіпсувати
1049,beschädigen::V,zədələmək,зашкодити
1050,zerbrechen::V,qırmaq,розбити
1051,zerbrechen::V,sındırmaq,розбити
1052,zerreißen::V,yırtmaq,розірвати
1053,zerstören::V,dağıtmaq,зруйнувати
1054,verbrennen::V,yandırmaq,спалити
1055,geben::V,vermək,дати
1056,reichen::V,uzatmaq,передати
1057,schenken::V,vermək,дарувати
1058,versprechen::V,vəd vermək,обіцяти
1059,wünschen::V,arzulamaq,бажати
1060,loben::V,tərifləmək,хвалити
1061,küssen::V,öpmək,цілувати
1062,wiegen::V,tərpətmək,качати
1063,zudecken::V,örtmək,накрити
1064,wecken::V,oyatmaq,розбудити
1065,zeigen::V,göstərmək,показати
1066,führen::V,rəhbərlik etmək,вести
1067,lehren::V,öyrətmək,вчити
1068,unterrichten::V,öyrətmək,викладати
1069,unterrichten::V,dərs vermək,викладати
1070,aufziehen::V,tərbiyə etmək,виховати
1071,leiten::V,idarə etmək,керувати
1072,antreiben::V,bizləmək,підганяти
1073,lassen::V,-tırmaq,змусити
1074,einladen::V,dəvət etmək,запросити
1075,vereinigen::V,birləşdirmək,об’єднати
1076,besuchen::V,baş çəkmək,завітати
1077,besuchen::V,baş çəkmək,відвідати
1078,besuchen::V,ziyarət etmək,завітати
1079,besuchen::V,ziyarət etmək,відвідати
1080,treffen::V,rastlaşmaq,зустріти
1081,treffen::V,rast gəlmək,зустріти
1082,sich versammeln::V,toplanmaq,зібратися
1083,spielen::V,oynamaq,грати
1084,singen::V,oxumaq,співати
1085,tanzen::V,oynamaq,танцювати
1086,tanzen::V,rəqs etmək,танцювати
1087,sich trennen::V,ayrılmaq,розлучитися
1088,verlassen::V,tərk etmək,покинути
1089,retten::V,xilas etmək,врятувати
1090,bewachen::V,gözətmək,охороняти
1091,schützen::V,qorumaq,уберігати
1092,verteidigen::V,qorumaq,захистити
1093,sich schlagen::V,döyüşmək,битися
1094,sich schlagen::V,döyüşmək,дратися
1095,schießen::V,atmaq,стріляти
1096,schießen::V,atəş açmaq,стріляти
1097,siegen::V,yenmək,перемогти
1098,ärgern::V,acışdırmaq,сердити
1099,schlagen::V,döymək,ударити
1100,treten::V,təpmək,штовхати
1101,stechen::V,soxmaq,вколоти
1102,stoßen::V,itələmək,штовхнути
1103,stehlen::V,çalmaq,украсти
1104,stehlen::V,oğurlamaq,украсти
1105,stören::V,pozmaq,перешкодити
1106,belästigen::V,narahat etmək,докучати
1107,verbergen::V,gizləmək,сховати
1108,täuschen::V,aldatmaq,обдурити
1109,betrügen::V,aldatmaq,зшахраювати
1110,töten::V,öldürmək,убити
1111,wohnen::V,yaşamaq,жити
1112,wohnen::V,yaşamaq,мешкати
1113,arbeiten::V,işləmək,працювати
1114,arbeiten::V,çalışmaq,працювати
1115,sammeln::V,yığmaq,зібрати
1116,sammeln::V,toplamaq,зібрати
1117,pflücken::V,qoparmaq,зривати
1118,jagen::V,ovlamaq,полювати
1119,fischen::V,balıq tutmaq,рибалити
1120,fassen::V,tutmaq,піймати
1121,hüten::V,güdmək,пасти
1122,treiben::V,haylamaq,гнати
1123,anbinden::V,bağlamaq,прив’язати
1124,füttern::V,bəsləmək,годувати
1125,füttern::V,bəsləmək,харчувати
1126,melken::V,sağmaq,доїти
1127,hacken::V,yarmaq,рубати
1128,gießen::V,sulamaq,полити
1129,reifen::V,dəymək,дозріти
1130,zubereiten::V,bişirmək,зготовити
1131,zubereiten::V,bişirmək,приготувати
1132,kochen::V,qaynatmaq,варити
1133,kochen::V,qaynatmaq,готувати
1134,backen::V,bişirmək,пекти
1135,braten::V,qızartmaq,смажити
1136,umrühren::V,qarışdırmaq,переміщати
1137,stricken::V,hörmək,в’язати
1138,nähen::V,tikmək,шити
1139,färben::V,boyamaq,пофарбувати
1140,reinigen::V,təmizləmək,очистити
1141,waschen::V,yumaq,мити
1142,abwischen::V,silmək,витерти
1143,spülen::V,çalxamaq,полоскати
1144,fegen::V,süpürmək,підмітати
1145,kehren::V,süpürmək,мести
1146,baden::V,çimmək,купатися
1147,sich waschen::V,yuyunmaq,митися
1148,ausziehen::V,soyunmaq,зняти
1149,anziehen::V,geymək,надіти
1150,sich anziehen::V,geyinmək,одягтися
1151,sich anziehen::V,geyinmək,одягнутися
1152,kämmen::V,daramaq,зачесати
1153,schmücken::V,bəzəmək,оздобити
1154,sagen::V,demək,сказати
1155,sagen::V,söymek,сказати
1156,sprechen::V,danışmaq,говорити
1157,reden::V,danışmaq,розмовляти
1158,sich unterhalten::V,söhbət etmək,бесідувати
1159,fragen::V,soruşmaq,запитати
1160,bitten::V,diləmək,просити
1161,bitten::V,xahiş etmək,просити
1162,erzählen::V,bəhs etmək,розповісти
1163,mitteilen::V,bildirmək,повідомити
1164,nennen::V,adlandırmaq,назвати
1165,rufen::V,çağırmaq,кликати
1166,prahlen::V,öyünmək,хвалитися
1167,übersetzen::V,tərcümə etmək,перекласти
1168,denken::V,düşünmək,думати
1169,denken::V,düşünmək,мислити
1170,denken::V,fikirləşmək,думати
1171,denken::V,fikirləşmək,мислити
1172,glauben::V,inanmaq,вірити
1173,bemerken::V,qeyd etmək,помітити
1174,erkennen::V,tanımaq,пізнати
1175,begreifen::V,anlamaq,осягнути
1176,verstehen::V,duymaq,почути
1177,lernen::V,öyrənmək,навчатися
1178,wissen::V,bilmək,знати
1179,sich erinnern an::V,xatırlamaq,пам’ятати
1180,vergessen::V,unutmaq,забути
1181,messen::V,ölçmək,міряти
1182,zählen::V,saymaq,лічити
1183,rechnen::V,hesablamaq,рахувати
1184,lesen::V,oxumaq,читати
1185,malen::V,şəkil çəkmək,малювати
1186,zeichnen::V,cızmaq,рисувати
1187,schreiben::V,yazmaq,писати
1188,besitzen::V,yiyələnmək,мати
1189,besitzen::V,malik olmaq,мати
1190,kaufen::V,satın almaq,купити
1191,verkaufen::V,satmaq,продати
1192,bezahlen::V,ödəmək,заплатити
1193,zahlen::V,ödəmək,платити
1194,beherrschen::V,idarə etmək,володіти
1195,ertragen::V,dözmək,витерпіти
