,Concept_ID,hy,tr
0,Auge::N,աչք,göz
1,Ohr::N,ականջ,kulak
2,Nase::N,քիթ,burun
3,Mund::N,բերան,ağız
4,Zahn::N,ատամ,diş
5,Zunge::N,լեզու,dil
6,Lippe::N,շրթունք,dudak
7,Wange::N,այտ,yanak
8,Wange::N,թուշ,yanak
9,Gesicht::N,դեմք,yüz
10,Stirn::N,ճակատ,alın
11,Haar::N,մազ,saç
12,Schnurrbart::N,բեղ,bıyık
13,Bart::N,մորուք,sakal
14,Kinn::N,կզակ,çene
15,Kiefer[Anatomie]::N,ծնոտ,çene
16,Kehle::N,կոկորդ,boğaz
17,Hals::N,վիզ,boyun
18,Hals::N,վիզ,gerdan
19,Hals::N,պարանոց,boyun
20,Hals::N,պարանոց,gerdan
21,Genick::N,ծոծրակ,ense
22,Kopf::N,գլուխ,baş
23,Kopf::N,գլուխ,kafa
24,Rücken::N,մեջք,arka
25,Bauch::N,փոր,karın
26,Bauch::N,որովայն,karın
27,Nabel::N,պորտ,göbek
28,Busen::N,ծոց,koyun
29,Brust::N,կուրծք,göğüs
30,Schulter::N,ուս,omuz
31,Arm::N,թեւ,kol
32,Arm::N,բազուկ,kol
33,Ellenbogen::N,արմունկ,dirsek
34,Hand::N,ձեռք,el
35,Handfläche::N,ափ,avuç
36,Handfläche::N,ափ,el ayası
37,Finger::N,մատ,parmak
38,Fingernagel::N,եղունգ,el tırnağı
39,Nagel[Anatomie]::N,եղունգ,tırnak
40,Zeh::N,ոտքի մատ,ayak parmağı
41,Fuß::N,ոտք,ayak
42,Ferse::N,գարշապար,topuk
43,Knie::N,ծունկ,diz
44,Oberschenkel::N,ազդր,uyluk
45,Bein::N,ոտք,bacak
46,Körper::N,մարմին,vücut
47,Haut::N,մաշկ,cilt
48,Blut::N,արյուն,kan
49,Ader::N,երակ,damar
50,Sehne::N,ջիղ,kiriş
51,Sehne::N,ձգտան,kiriş
52,Knochen::N,ոսկոր,kemik
53,Gehirn::N,խելք,beyin
54,Herz::N,սիրտ,kalp
55,Herz::N,սիրտ,yürek
56,Magen::N,ստամոքս,mide
57,Leber::N,լյարդ,karaciğer
58,Atem::N,շունչ,nefes
59,Hunger::N,քաղց,açlık
60,Träne::N,արտասուք,gözyaşı
61,Geschmack::N,համ,tat
62,Geschmack::N,համ,lezzet
63,Geschmack::N,բուրմունք,tat
64,Geschmack::N,բուրմունք,lezzet
65,Geruch::N,հոտ,koku
66,Geruch::N,բուրում,koku
67,Schlaf::N,քուն,uyku
68,Traum::N,երազ,düş
69,Traum::N,երազ,rüya
70,Himmel::N,երկինք,gök
71,Sonne::N,արեւ,güneş
72,Mond::N,լուսին,ay
73,Stern::N,աստղ,yıldız
74,Luft::N,օդ,hava
75,Wind::N,քամի,yel
76,Wind::N,քամի,rüzgâr
77,Welle::N,ալիք,dalga
78,Wasser::N,ջուր,su
79,Stein::N,քար,taş
80,Boden::N,գետին,yer
81,Boden::N,գետին,zemin
82,Erde::N,հող,toprak
83,Staub::N,փոշի,toz
84,Rauch::N,ծուխ,duman
85,Funke::N,կայծ,kıvılcım
86,Feuer::N,կրակ,ateş
87,Feuer::N,հրդեհ,ateş
88,Licht::N,լույս,ışık
89,Schatten::N,ստվեր,gölge
90,Wetter::N,եղանակ,hava
91,Nebel::N,մեգ,pus
92,Nebel::N,մառախուղ,pus
93,Wolke::N,ամպ,bulut
94,Regen::N,անձրև,yağmur
95,Schnee::N,ձյուն,kar
96,Eis::N,սառույց,buz
97,Frost::N,սառնամանիք,don
98,Kälte::N,դող,soğukluk
99,Hitze::N,շոգ,sıcaklık
100,Raureif::N,ցօղեղեամ,kırç
101,Regenbogen::N,ծիածան,gökkuşağı
102,Donner::N,որոտ,gök gürlemesi
103,Strömung::N,հոսանք,akıntı
104,Strömung::N,հոսանք,cereyan
105,Tropfen::N,կաթիլ,damla
106,Schaum::N,փրփուր,köpük
107,Schmutz::N,կեղտ,çamur
108,Schmutz::N,կեղտ,pislik
109,See::N,լիճ,göl
110,Sumpf::N,ճահիճ,batak
111,Moor::N,ճահիճ,cılgıt
112,Wiese::N,մարգագետին,çimen
113,Wald::N,անտառ,koru
114,Wald::N,անտառ,orman
115,Hügel::N,բլուր,tepe
116,Anhöhe::N,բարձունք,tümsek
117,Anhöhe::N,բարձունք,yükseklik
118,Berg::N,լեռ,dağ
119,Gipfel::N,գագաթ,zirve
120,Gipfel::N,կատար,zirve
121,Höhle::N,քարայր,in
122,Höhle::N,քարայր,mağara
123,Abhang::N,լանջ,bayır
124,Abhang::N,զառիվայր,bayır
125,Quelle::N,աղբյուր,pınar
126,Quelle::N,աղբյուր,kaynak
127,Bach::N,վտակ,çay
128,Bach::N,վտակ,dere
129,Fluss::N,գետ,nehir
130,Ufer::N,ծովափ,kıyı
131,Ufer::N,ծովափ,sahil
132,Küste::N,ափ,kıyı
133,Küste::N,ափ,sahil
134,Küste::N,ծովափ,kıyı
135,Küste::N,ծովափ,sahil
136,Festland::N,ցամաք,kara
137,Meer::N,ծով,deniz
138,Bucht::N,հաչիւն,koy
139,Bucht::N,հաչիւն,körfez
140,Insel::N,վղզի,ada
141,Blume::N,ծաղիկ,çiçek
142,Gras::N,խոտ,ot
143,Gras::N,խոտ,çim
144,Wurzel::N,արմատ,kök
145,Baum::N,ծառ,ağaç
146,Stamm::N,իրան,gövde
147,Rinde::N,կեղեւ,kabuk
148,Rinde::N,հաչոց,kabuk
149,Ast::N,ճյուղ,dal
150,Ast::N,ճյուղ,budak
151,Zweig::N,ճյուղ,dal
152,Blatt::N,տերեւ,yaprak
153,Birke::N,ցարասի,huş
154,Kiefer[Baum]::N,սոճի,çam
155,Weide[Baum]::N,ուռենի,söğüt
156,Tanne::N,եղեւին,çam
157,Tanne::N,եղեւին,köknar
158,Feder::N,փետուր,tüy
159,Fell::N,մորթի,post
160,Flügel::N,թեւ,kanat
161,Klaue::N,չանչ,pençe
162,Kralle::N,ճանկ,tırnak
163,Schwanz::N,պոչ,kuyruk
164,Ei::N,ձու,yumurta
165,Nest::N,բույն,yuva
166,Bau::N,որջ,in
167,Bau::N,բայոց,in
168,Tier::N,կենդանի,hayvan
169,Herde::N,հոտ,sürü
170,Kuh::N,կով,inek
171,Bulle::N,ցուլ,boğa
172,Pferd::N,ձի,at
173,Pferd::N,ձի,beygir
174,Schaf::N,ոչխար,koyun
175,Schwein::N,խոզ,domuz
176,Hund::N,շուն,it
177,Hund::N,շուն,köpek
178,Katze::N,կատու,kedi
179,Bär::N,արջ,ayı
180,Eichhörnchen::N,սկյուռ,sincap
181,Elch::N,հիւսիսային եղջերու,büyük kuzey geyiği
182,Fuchs::N,աղվես,tilki
183,Hase::N,նապաստակ,tavşan
184,Maus::N,մուկ,fare
185,Maus::N,մուկ,sıçan
186,Wolf::N,գայլ,kurt
187,Vogel::N,թռչուն,kuş
188,Schwarm::N,երամ,sürü
189,Huhn::N,հավ,tavuk
190,Hahn::N,աքաղաղ,horoz
191,Gans::N,սագ,kaz
192,Adler::N,արծիվ,kartal
193,Adler::N,արծիվ,karakuş
194,Ente::N,բադ,ördek
195,Eule::N,բու,baykuş
196,Kranich::N,կռունկ,turna
197,Krähe::N,ագռավ,karga
198,Kuckuck::N,կուկու,guguk
199,Schwan::N,կարապ,kuğu
200,Fisch::N,ձուկ,balık
201,Barsch::N,պերկես,hani
202,Barsch::N,պերկես,levrek
203,Hecht::N,գայլաձուկ,turnabalığı
204,Schlange[Tier]::N,օձ,yılan
205,Wurm::N,որդ,kurt
206,Wurm::N,որդ,solucan
207,Wurm::N,ճիճու,kurt
208,Wurm::N,ճիճու,solucan
209,Spinne::N,սարդ,örümcek
210,Ameise::N,միջյուն,karınca
211,Laus::N,ոջիլ,bit
212,Mücke::N,մժղուկ,sivrisinek
213,Fliege::N,ճանճ,sinek
214,Schmetterling::N,թիթեռ,kelebek
215,Beere::N,հատապտուղ,tane
216,Apfel::N,խնձոր,elma
217,Pilz::N,սունկ,mantar
218,Zwiebel::N,սոխ,soğan
219,Saat::N,սերմ,ekin
220,Korn::N,հատիկ,tane
221,Heu::N,խոտ,kuru ot
222,Schale::N,կեղեւ,kabuk
223,Grube::N,փոս,çukur
224,Falle::N,ծուղակ,tuzak
225,Schlinge::N,խեղդան,ilmik
226,Spur::N,հետք,iz
227,Asche::N,մոխիր,kül
228,Dreck::N,աղտ,pislik
229,Eisen::N,երկաթ,demir
230,Gold::N,ոսկի,altın
231,Silber::N,արծաթ,gümüş
232,Kohle::N,քարածուխ,kömür
233,Glas::N,ապակի,cam
234,Lehm::N,կավ,balçık
235,Sand::N,ավազ,kum
236,Mensch::N,մարդ,insan
237,Mann::N,մարդ,adam
238,Mann::N,մարդ,erkek
239,Mann::N,տղամարդ,adam
240,Mann::N,տղամարդ,erkek
241,Frau::N,կին,bayan
242,Kind::N,զավակ,çocuk
243,Junge::N,տղա,erkek çocuk
244,Mädchen::N,աղջիկ,kız
245,Familie::N,ընտանիք,aile
246,Großvater::N,պապ,dede
247,Großvater::N,պապ,büyükbaba
248,Großmutter::N,տատ,nine
249,Großmutter::N,տատ,büyükanne
250,Eltern::N,ծնողներ,ebeveyn
251,Eltern::N,ծնողներ,ana baba
252,Vater::N,հայր,ata
253,Vater::N,հայր,baba
254,Mutter::N,մայր,ana
255,Mutter::N,մայր,anne
256,Sohn::N,որդի,oğul
257,Tochter::N,աղջիկ,kız
258,Tochter::N,աղջիկ,kız evlât
259,Tochter::N,դուստր,kız
260,Tochter::N,դուստր,kız evlât
261,Bruder::N,եղբայր,abi
262,Bruder::N,եղբայր,erkek kardeş
263,Schwester::N,քույր,abla
264,Schwester::N,քույր,kız kardeş
265,Onkel::N,քեռի,dayı
266,Onkel::N,հորեղբայր,dayı
267,Tante::N,մորաքույր,hala
268,Tante::N,մորաքույր,teyze
269,Ehemann::N,մարդ,koca
270,Ehemann::N,ամուսին,koca
271,Ehefrau::N,կին ամուսին,karı
272,Freude::N,ուրախություն,neşe
273,Freude::N,ուրախություն,sevinç
274,Gelächter::N,ծիծաղ,gülme
275,Gelächter::N,ծիծաղ,kahkaha
276,Glück::N,երջանկություն,mutluluk
277,Kummer::N,վիշտ,dert
278,Kummer::N,վիշտ,keder
279,Wunsch::N,ցանկություն,arzu
280,Wunsch::N,ցանկություն,istek
281,Lust::N,փափագ,arzu
282,Lust::N,փափագ,heves
283,Lust::N,իղձ,arzu
284,Lust::N,իղձ,heves
285,Geist::N,ոգի,tin
286,Gedanke::N,միտք,fikir
287,Gedanke::N,միտք,düşünce
288,Gedächtnis::N,հիշողություն,bellek
289,Verstand::N,խելք,zekâ
290,Sinn::N,իմաստ,anlam
291,Grund::N,պատճառ,sebep
292,Wahrheit::N,ճշմարտություն,doğruluk
293,Wahrheit::N,ճշմարտություն,gerçeklik
294,Gespräch::N,զրույց,görüşme
295,Märchen::N,պայիկի պատմություն,masal
296,Erzählung::N,պատմվածք,öykü
297,Erzählung::N,պատմվածք,hikâye
298,Erzählung::N,պատմություն,öykü
299,Erzählung::N,պատմություն,hikâye
300,Nachricht::N,հաղորդագրություն,haber
301,Neuigkeit::N,լուր,haber
302,Neuigkeit::N,նորություն,haber
303,Name::N,անուն,ad
304,Name::N,անուն,isim
305,Rätsel::N,բարդ խնդիր,bilmece
306,Rede::N,ճառ,söylev
307,Rede::N,ճառ,konuşma
308,Rede::N,ելույթ,söylev
309,Rede::N,ելույթ,konuşma
310,Sprache::N,լեզու,dil
311,Sprache::N,լեզու,lisan
312,Stimme::N,ձայն,ses
313,Wort::N,բառ,kelime
314,Zeichen::N,նշան,işaret
315,Ruf::N,կոչ,çağırma
316,Ruf::N,կանչ,çağırma
317,Lärm::N,աղմուկ,şamata
318,Lärm::N,աղմուկ,gürültü
319,Laut::N,հնչյուն,ses
320,Laut::N,ձայն,ses
321,Ton::N,տոն,ses
322,Lied::N,երգ,türkü
323,Ruhe::N,անդորրություն,sakinlik
324,Leute::N,մարդիկ,halk
325,Leute::N,մարդիկ,insanlar
326,Volk::N,ազգ,ulus
327,Volk::N,ազգ,millet
328,Arbeit::N,գործ,iş
329,Arbeit::N,գործ,çalışma
330,Arbeit::N,աշխատանք,iş
331,Arbeit::N,աշխատանք,çalışma
332,Gast::N,հյուր,konuk
333,Gast::N,հյուր,misafir
334,Geschenk::N,նվեր,hediye
335,Geschenk::N,նվեր,armağan
336,Spiel::N,խաղ,oyun
337,Gesellschaft::N,ընկերություն,çevre
338,Gesellschaft::N,ընկերություն,arkadaşlık
339,Hilfe::N,օգնությթուն,yardım
340,Freund::N,ընկեր,dost
341,Freund::N,ընկեր,arkadaş
342,Freund::N,բարեկամ,dost
343,Freund::N,բարեկամ,arkadaş
344,Kamerad::N,ուղեկից,arkadaş
345,Angelegenheit::N,բան,iş
346,Angelegenheit::N,բան,husus
347,Angelegenheit::N,գործ,iş
348,Angelegenheit::N,գործ,husus
349,Anzahl::N,քանակ,sayı
350,Anzahl::N,գումար,sayı
351,Art::N,տեսակ,çeşit
352,Stück::N,կտոր,tane
353,Stück::N,կտոր,parça
354,Teil::N,մաս,kısım
355,Hälfte::N,կես,yarı
356,Kreis::N,շիջանակ,daire
357,Kreuz::N,խաչ,haç
358,Linie::N,գիծ,hat
359,Linie::N,գիծ,çizgi
360,Strich::N,գիծ,çizgi
361,Abstand::N,անջրպետ,aralık
362,Entfernung::N,հեռավորություն,mesafe
363,Entfernung::N,հեռավորություն,uzaklık
364,Gegend::N,շրջան,yöre
365,Platz::N,տարածություն,yer
366,Ort::N,տեղ,yer
367,Ort::N,վայր,yer
368,Seite::N,կողմ,yan
369,Seite::N,կողմ,taraf
370,Mitte::N,մեջտեղ,orta
371,Mitte::N,մեջտեղ,merkez
372,Gegenstand::N,առարկա,şey
373,Sache::N,բան,iş
374,Sache::N,բան,şey
375,Rand::N,վերջք,kenar
376,Kante::N,եզր,kenar
377,Ecke::N,անկյուն,köşe
378,Spitze::N,ծայր,uç
379,Spitze::N,ծայր,baş
380,Ende::N,ծայր,uç
381,Loch::N,անցք,oyuk
382,Loch::N,անցք,delik
383,Winkel::N,անկյուն,köşe
384,Muster::N,օրինակ,örnek
385,Größe::N,մեծություն,büyüklük
386,Länge::N,երկարություն,uzunluk
387,Höhe::N,բարձրություն,yükseklik
388,Gewicht::N,կշիռ,ağırlık
389,Menge::N,քանակ,miktar
390,Haufen::N,դեզ,küme
391,Haufen::N,դեզ,yığın
392,Haufen::N,կույտ,küme
393,Haufen::N,կույտ,yığın
394,Reihe::N,շարք,sıra
395,Reihe::N,կարգ,sıra
396,Boot::N,նավակ,kayık
397,Boot::N,նավակ,sandal
398,Ruder::N,թի,kürek
399,Ruder::N,թիակ,kürek
400,Schlitten::N,բալխիր,kızak
401,Ski::N,դահուկ,kayak
402,Lagerfeuer::N,բացօդեայ կրակ,kamp ateşi
403,Last::N,բեռ,yük
404,Gang::N,զբոսանք,gidiş
405,Gang::N,զբոսանք,yürüyüş
406,Schritt::N,քայլ,adım
407,Norden::N,հյուսիս,kuzey
408,Süden::N,հարավ,güney
409,Westen::N,արեւմուտք,batı
410,Osten::N,արեւելք,doğu
411,Holz::N,փայտ,ağaç
412,Holz::N,փայտ,tahta
413,Brett::N,տախտակ,tahta
414,Platte::N,թիթեղ,levha
415,Stütze::N,նեցուկ,dayak
416,Stütze::N,նեցուկ,destek
417,Stange::N,ձող,çubuk
418,Stock::N,փայտ,sopa
419,Stock::N,փայտ,değnek
420,Stab::N,ցուպ,sırık
421,Stab::N,ցուպ,baston
422,Stab::N,գավազան,sırık
423,Stab::N,գավազան,baston
424,Rohr::N,խողովակ,boru
425,Haus::N,տուն,ev
426,Heim::N,տուն,ev
427,Heim::N,տուն,yurt
428,Ofen::N,վառարան,soba
429,Fußboden::N,հատակ,taban
430,Fußboden::N,հատակ,döşeme
431,Tisch::N,սեղան,masa
432,Stuhl::N,աթոռ,iskemle
433,Stuhl::N,աթոռ,sandalye
434,Wiege::N,օրորոց,beşik
435,Bett::N,անկողին,yatak
436,Regal::N,դարակ,raf
437,Kiste::N,տուփ,sandık
438,Fenster::N,պատուհան,pencere
439,Tür::N,դուռ,kapı
440,Tor::N,դարպաս,kapı
441,Zaun::N,ցանկապատ,çit
442,Dach::N,տանիք,dam
443,Dach::N,տանիք,çatı
444,Dach::N,կտուր,dam
445,Dach::N,կտուր,çatı
446,Leiter::N,սանդուղք,merdiven
447,Besen::N,ավել,süpürge
448,Spaten::N,բահ,bel
449,Schaufel::N,թի,kürek
450,Gabel::N,պատառաքաղ,çatal
451,Löffel::N,գդալ,kaşık
452,Messer::N,դանակ,bıçak
453,Nagel::N,մեխ,çivi
454,Netz::N,ցանց,ağ
455,Haken::N,կարթ,çengel
456,Griff::N,կոթ,kulp
457,Griff::N,կոթ,tutamak
458,Griff::N,բռնակ,kulp
459,Griff::N,բռնակ,tutamak
460,Schloss::N,կողպեք,kilit
461,Bild::N,նկար,imaj
462,Bild::N,նկար,resim
463,Bild::N,պատկեր,imaj
464,Bild::N,պատկեր,resim
465,Figur::N,քանդակ,şekil
466,Figur::N,քանդակ,heykel
467,Figur::N,պատկեր,şekil
468,Figur::N,պատկեր,heykel
469,Puppe::N,տիկնիկ,kukla
470,Beutel::N,տոպրակ,kese
471,Beutel::N,տոպրակ,torba
472,Bündel::N,կապոց,deste
473,Tasche::N,պայուսակ,çanta
474,Eimer::N,դույլ,kova
475,Deckel::N,կափարիչ,kapak
476,Geschirr::N,ամանեղեն,kap kacak
477,Sack::N,պարկ,torba
478,Sack::N,տոպրակ,torba
479,Tasse::N,թաս,fincan
480,Tasse::N,գավաթ,fincan
481,Topf::N,անոթ,tencere
482,Kessel::N,կաթսա,kazan
483,Essen::N,կերակուր,yemek
484,Nahrung::N,ուտելիք,gıda
485,Nahrung::N,ուտելիք,besin
486,Speise::N,խորտիկ,yemek
487,Speise::N,կերակուր,yemek
488,Fleisch::N,միս,et
489,Getreide::N,հացահատիկ,tahıl
490,Getreide::N,հացահատիկ,hububat
491,Brei::N,լանդակ,ezme
492,Brot::N,հաց,ekmek
493,Scheibe::N,կտոր,dilim
494,Scheibe::N,պատառ,dilim
495,Fett::N,ճարպ,yağ
496,Butter::N,կարագ,tereyağı
497,Öl::N,ձեթ,yağ
498,Öl::N,ձեթ,akar yağ
499,Salz::N,աղ,tuz
500,Suppe::N,սուպ,çorba
501,Suppe::N,ապուր,çorba
502,Honig::N,մեղր,bal
503,Milch::N,կաթ,süt
504,Tee::N,թեյ,çay
505,Leder::N,կաշի,deri
506,Leder::N,կաշի,meşin
507,Wolle::N,բուրդ,yün
508,Stoff::N,գործվածք,kumaş
509,Nadel::N,ասեղ,iğne
510,Faden::N,թել,tire
511,Faden::N,թել,iplik
512,Knopf::N,կոճակ,düğme
513,Knoten::N,հանգույց,düğüm
514,Farbe::N,ներկ,boya
515,Kleidung::N,հագուստ,giyim
516,Hemd::N,վերնաշապիկ,gömlek
517,Kragen::N,օձիք,yaka
518,Ärmel::N,թեւք,yen
519,Ärmel::N,թեւք,elbise kolu
520,Hose::N,շալվար,pantolon
521,Gürtel::N,գոտի,kuşak
522,Mütze::N,կեպի,bere
523,Mütze::N,կեպի,kasket
524,Schuh::N,կոշիկ,kundura
525,Schuh::N,կոշիկ,ayakkabı
526,Stiefel::N,երկարաճիթ կոշիկ,çizme
527,Ring::N,զնգալ,yüzük
528,Band::N,ժապավեն,bağ
529,Band::N,ժապավեն,şerit
530,Kamm::N,սանր,tarak
531,Spiegel::N,հայելի,ayna
532,Riemen::N,փոկ,kayış
533,Schnur::N,լար,ip
534,Schnur::N,լար,sicim
535,Leine::N,փոկ,kayış
536,Decke::N,վերմակ,örtü
537,Decke::N,վերմակ,yorgan
538,Kissen::N,բարձ,yastık
539,Tuch::N,թաշկինակ,bez
540,Handtuch::N,սրբիչ,havlu
541,Kraft::N,ուժ,güç
