,Concept_ID,hy,tr
542,Kraft::N,ուժ,kuvvet
543,Stärke::N,պնդություն,kuvvet
544,Stärke::N,ամրություն,kuvvet
545,Gesundheit::N,առողջություն,sağlık
546,Krankheit::N,ախտ,hastalık
547,Krankheit::N,հիվանդություն,hastalık
548,Schmerz::N,ցավ,ağrı
549,Schmerz::N,ցավ,sancı
550,Schmerz::N,տանջանք,ağrı
551,Schmerz::N,տանջանք,sancı
552,Wunde::N,վերք,yara
553,Fieber::N,տենդ,ateş
554,Arznei::N,դեղ,ilâç
555,Brücke::N,կամուրջ,köprü
556,Brunnen::N,հոր,kuyu
557,Brunnen::N,հոր,çeşme
558,Brunnen::N,ջրհոր,kuyu
559,Brunnen::N,ջրհոր,çeşme
560,Weide::N,արոտավայր,otlak
561,Pfad::N,արահետ,patika
562,Pfad::N,արահետ,keçiyolu
563,Weg::N,ուղի,yol
564,Straße::N,ճանապարհ,yol
565,Straße::N,ճանապարհ,cadde
566,Dorf::N,գյուղ,köy
567,Stadt::N,քաղաք,kent
568,Stadt::N,քաղաք,şehir
569,Brief::N,նամակ,mektup
570,Buch::N,գիրք,kitap
571,Buchstabe::N,տառ,harf
572,Buchstabe::N,գիր,harf
573,Zeitung::N,լրագիր,gazete
574,Leben::N,կյանք,hayat
575,Tod::N,մահ,ölüm
576,Grab::N,գերեզման,kabir
577,Kirche::N,եկեղեցի,kilise
578,Sünde::N,մեղք,günah
579,Gott::N,աստված,tanrı
580,Arbeiter::N,բանվոր,işçi
581,Arbeiter::N,աշխատող,işçi
582,Chef::N,տեր,şef
583,Chef::N,տեր,müdür
584,Meister::N,վարպետ,usta
585,Arzt::N,բժիշկ,hekim
586,Arzt::N,բժիշկ,doktor
587,Lehrer::N,ուսուցիչ,hoca
588,Lehrer::N,ուսուցիչ,öğretmen
589,Geld::N,փող,para
590,Geschäft::N,գործ,ticaret
591,Geschäft::N,աշխատանք,ticaret
592,Laden::N,կրպակ,dükkân
593,Laden::N,խանութ,dükkân
594,Preis::N,գին,fiyat
595,Ware::N,ապրանք,mal
596,Nutzen::N,օգուտ,fayda
597,Reichtum::N,հարստություն,servet
598,Reichtum::N,հարստություն,zenginlik
599,Welt::N,աշխարհ,dünya
600,Land::N,երկիր,ülke
601,Staat::N,պետություն,devlet
602,König::N,արքա,kral
603,König::N,թագավոր,kral
604,Macht::N,իշխանություն,kudret
605,Macht::N,իշխանություն,iktidar
606,Grenze::N,սահման,had
607,Grenze::N,սահման,sınır
608,Krieg::N,պատերազմ,savaş
609,Feind::N,թշնամի,düşman
610,Gewalt::N,բռնություն,zor
611,Gewalt::N,բռնություն,cebir
612,Gewalt::N,սաստկություն,zor
613,Gewalt::N,սաստկություն,cebir
614,Kampf::N,մարտ,savaş
615,Bogen[Waffe]::N,աղեղ,yay
616,Pfeil::N,նետ,ok
617,Gewehr::N,հրացան,tüfek
618,Fehler::N,սխալ,hata
619,Fehler::N,սխալ,yanlış
620,Lüge::N,սուտ,yalan
621,Schaden::N,վնաս,zarar
622,Unglück::N,դժբախտություն,felâket
623,Unglück::N,դժբախտություն,talihsizlik
624,Schuld::N,պակասություն,suç
625,Schuld::N,պակասություն,kabahat
626,Alter::N,հասակ,yaş
627,Schluss::N,վերջ,son
628,Schluss::N,վախճան,son
629,Zeit::N,ժամանակ,zaman
630,Tag::N,օր,gün
631,Morgen::N,առավոտ,sabah
632,Mittag::N,կեսօր,öğle
633,Abend::N,երեկո,akşam
634,Nacht::N,գիշեր,gece
635,Woche::N,շաբաթ,hafta
636,Monat::N,ամիս,ay
637,Jahr::N,տարի,yıl
638,Jahr::N,տարի,sene
639,Frühling::N,գարուն,ilkbahar
640,Sommer::N,ամառ,yaz
641,Herbst::N,աշուն,güz
642,Herbst::N,աշուն,sonbahar
643,Winter::N,ձմեռ,kış
644,Januar::N,հունվար,ocak
645,Februar::N,փետրվար,şubat
646,März::N,մարտ,mart
647,April::N,ապրիլ,nisan
648,Mai::N,մայիս,mayıs
649,Juni::N,հունիս,haziran
650,Juli::N,հուլիս,temmuz
651,August::N,օգոստոս,ağustos
652,September::N,սեպտեմբեր,eylül
653,Oktober::N,հոկտեմբեր,ekim
654,November::N,նոյեմբեր,kasım
655,Dezember::N,դեկտեմբեր,aralık
656,Montag::N,երկուշաբթի,pazartesi
657,Dienstag::N,երեքշաբթի,salı
658,Mittwoch::N,չորեքշաբթի,çarşamba
659,Donnerstag::N,հինգշաբթի,perşembe
660,Freitag::N,ուրբաթ,cuma
661,Samstag::N,շաբաթ,cumartesi
662,Sonntag::N,կիրակի,pazar
663,groß::A,մեծ,büyük
664,groß::A,խոշոր,büyük
665,klein::A,պստիկ,ufak
666,klein::A,պստիկ,küçük
667,klein::A,փոքրիկ,ufak
668,klein::A,փոքրիկ,küçük
669,lang::A,երկար,uzun
670,kurz::A,կարճ,kısa
671,breit::A,լայն,enli
672,breit::A,լայն,geniş
673,schmal::A,նեղ,dar
674,dicht::A,խիտ,sık
675,dicht::A,խիտ,yoğun
676,dick[Gegenstand]::A,հաստ,kalın
677,dick[Gegenstand]::A,հաստ,iri
678,dünn::A,բարակ,ince
679,fein::A,նուրբ,ince
680,fein::A,նուրբ,narin
681,fest::A,ամուր,sabit
682,fest::A,ամուր,sağlam
683,fest::A,պինդ,sabit
684,fest::A,պինդ,sağlam
685,flach::A,տափակ,düz
686,flach::A,տափակ,yassı
687,glatt::A,հարթ,düz
688,hart::A,կարծր,katı
689,weich::A,մեղմ,yumuşak
690,weich::A,փափուկ,yumuşak
691,rund::A,կլոր,yuvarlak
692,spitz::A,սրածայր,sivri
693,scharf::A,սուր,keskin
694,stumpf::A,գուլ,kör
695,schwer::A,ծանր,ağır
696,schön::A,սիրուն,güzel
697,schön::A,գեղեցիկ,güzel
698,heiß::A,թեժ,kızgın
699,warm::A,տաք,sıcak
700,warm::A,ջերմ,sıcak
701,kalt::A,ցուրտ,soğuk
702,kühl::A,զով,serin
703,frisch::A,թարմ,taze
704,feucht::A,ղոնավ,nemli
705,feucht::A,ղոնավ,rutubetli
706,nass::A,թաց,yaş
707,nass::A,թաց,ıslak
708,trocken::A,ցամաք,kuru
709,voll::A,լի,dolu
710,voll::A,լի,dolmuş
711,voll::A,լիքը,dolu
712,voll::A,լիքը,dolmuş
713,leer::A,դատարկ,boş
714,offen::A,բաց,açık
715,geschlossen::A,գոց,kapalı
716,sauber::A,մաքուր,pak
717,sauber::A,մաքուր,temiz
718,schmutzig::A,կեղտոտ,pis
719,schmutzig::A,կեղտոտ,kirli
720,roh::A,հում,çiğ
721,reif::A,հասած,olgun
722,reif::A,հասուն,olgun
723,lecker::A,համեղ,lezzetli
724,süß::A,անուշ,tatlı
725,süß::A,անուշ,şekerli
726,bitter::A,կծու,acı
727,sauer::A,թթու,ekşi
728,sauer::A,թթված,ekşi
729,hell::A,պայծառ,aydınlık
730,hell::A,խելամիտ,aydınlık
731,dunkel::A,մութ,karanlık
732,schwarz::A,սեւ,kara
733,schwarz::A,սեւ,siyah
734,weiß::A,սպիտակ,ak
735,weiß::A,սպիտակ,beyaz
736,rot::A,կարմիր,kırmızı
737,gelb::A,դեղին,sarı
738,blau::A,կապույտ,mavi
739,grün::A,կանաչ,yeşil
740,grau::A,գորշ,boz
741,bunt::A,գոյնզգոյն,renkli
742,billig::A,էժան,ucuz
743,teuer::A,թանկ,pahalı
744,wertvoll::A,թանկարժեք,değerli
745,blind::A,կույր,kör
746,taub::A,խուլ,sağır
747,kräftig::A,հզոր,dinç
748,kräftig::A,հզոր,kuvvetli
749,stark::A,ուժեղ,güçlü
750,stark::A,ուժեղ,kuvvetli
751,schwach::A,տկար,zayıf
752,schwach::A,տկար,güçsüz
753,schwach::A,թույլ,zayıf
754,schwach::A,թույլ,güçsüz
755,fett::A,գեր,şişman
756,schlank::A,նիհար,narin
757,hübsch::A,գրավիչ,güzel
758,hübsch::A,գրավիչ,sevimli
