,Concept_ID,kk,eu
184,Tier::N,жануар,piztia
185,Herde::N,пада,saldo
186,Herde::N,пада,abere talde
187,Kuh::N,сиыр,behi
188,Bulle::N,өгіз,zezen
189,Pferd::N,жылқы,zaldi
190,Schaf::N,қой,ardi
191,Schwein::N,шошқа,urde
192,Schwein::N,шошқа,txerri
193,Hund::N,ит,txakur
194,Katze::N,мысық,katu
195,Bär::N,аю,hartz
196,Eichhörnchen::N,тиін,urtxintxa
197,Elch::N,бұғы,altze
198,Fuchs::N,түлкі,azeri
199,Hase::N,қоян,erbi
200,Maus::N,қаптесер,sagu
201,Wolf::N,бөрі,otso
202,Wolf::N,қасқыр,otso
203,Vogel::N,құс,txori
204,Vogel::N,құс,hegazti
205,Schwarm::N,топ,aldra
206,Schwarm::N,үйір,aldra
207,Huhn::N,тауық,oilo
208,Huhn::N,мекиен,oilo
209,Hahn::N,әтеш,oilar
210,Hahn::N,қораз,oilar
211,Gans::N,қаз,antzara
212,Adler::N,бүркіт,arrano
213,Ente::N,үйрек,ahate
214,Eule::N,жапалақ,hontza
215,Kranich::N,тырна,kurrilo
216,Krähe::N,қарға,bele
217,Kuckuck::N,көкек,kuku
218,Schwan::N,аққу,beltxarga
219,Fisch::N,балық,arrain
220,Barsch::N,алабұға,perka
221,Hecht::N,шортан,lutxo
222,Schlange[Tier]::N,жылан,suge
223,Wurm::N,шұбалшаң,har
224,Spinne::N,өрмекші,armiarma
225,Ameise::N,қүмырска,inurri
226,Laus::N,бит,zorri
227,Mücke::N,маса,eltxo
228,Fliege::N,шыбын,euli
229,Schmetterling::N,көбелек,pinpirin
230,Schmetterling::N,көбелек,tximeleta
231,Beere::N,жидек,baia
232,Apfel::N,алма,sagar
233,Pilz::N,қозықұйрық,onddo
234,Pilz::N,қозықұйрық,perretxiko
235,Pilz::N,саңыраукулақ,onddo
236,Pilz::N,саңыраукулақ,perretxiko
237,Zwiebel::N,жуа,tipula
238,Saat::N,тұқым,haziak
239,Korn::N,дән,ale
240,Korn::N,дән,pikor
241,Heu::N,шөп,belar ondu
242,Schale::N,қабық,azal
243,Schale::N,қабығы,azal
244,Grube::N,ор,hobi
245,Falle::N,дұзақ,harrapagailu
246,Falle::N,қақпан,harrapagailu
247,Schlinge::N,ілмек,bilur
248,Schlinge::N,ілмек,xedera
249,Spur::N,із,lorratz
250,Asche::N,күл,errauts
251,Dreck::N,былғаныш,satsukeria
252,Eisen::N,темір,burdina
253,Gold::N,алтын,urre
254,Gold::N,алтын,urregorri
255,Silber::N,күміс,zilar
256,Silber::N,күміс,urrezuri
257,Kohle::N,көмір,ikatz
258,Glas::N,шыны,beira
259,Lehm::N,балшық,buztin
260,Sand::N,құм,harea
261,Sand::N,құм,hondar
262,Mensch::N,адам,gizaki
263,Mann::N,еркек,gizon
264,Mann::N,ер адам,gizon
265,Frau::N,бике,andere
266,Frau::N,бике,emakume
267,Frau::N,қатын,andere
268,Frau::N,қатын,emakume
269,Kind::N,бала,haur
270,Kind::N,перзент,haur
271,Junge::N,бала,mutil
272,Junge::N,ер бала,mutil
273,Mädchen::N,қыз,neska
274,Familie::N,жанұя,sendi
275,Familie::N,жанұя,familia
276,Großvater::N,ата,aitona
277,Großvater::N,ата,aitatxi
278,Großmutter::N,әже,amona
279,Großmutter::N,әже,amatxi
280,Großmutter::N,әжей,amona
281,Großmutter::N,әжей,amatxi
282,Eltern::N,ата-аналар,gurasoak
283,Vater::N,әке,aita
284,Mutter::N,ана,ama
285,Sohn::N,ұл,seme
286,Tochter::N,қызым,alaba
287,Bruder::N,бауырым,neba
288,Bruder::N,бауырым,anaia
289,Schwester::N,әпке,ahizpa
290,Onkel::N,көке,osaba
291,Tante::N,тәте,izeba
292,Ehemann::N,ер,senar
293,Ehefrau::N,зайып,emazte
294,Freude::N,қуаныш,poz
295,Freude::N,қуаныш,pozkari
296,Freude::N,сүйініш,poz
297,Freude::N,сүйініш,pozkari
298,Freude::N,шат-думан,poz
299,Freude::N,шат-думан,pozkari
300,Freude::N,қуаныштылық,poz
301,Freude::N,қуаныштылық,pozkari
302,Gelächter::N,күлу,barre
303,Gelächter::N,күлу,karkara
304,Glück::N,бақыт,zori
305,Glück::N,бақыттылық,zori
306,Kummer::N,аза,xangrin
307,Kummer::N,аза,atsekabe
308,Kummer::N,қайғы,xangrin
309,Kummer::N,қайғы,atsekabe
310,Kummer::N,қасырет,xangrin
311,Kummer::N,қасырет,atsekabe
312,Wunsch::N,мүдде,nahi
313,Wunsch::N,мүдде,nahikunde
314,Lust::N,тәбет,gogo
315,Lust::N,ынтызар,gogo
316,Lust::N,құштарлық,gogo
317,Geist::N,рух,gogo
318,Gedanke::N,ой,gogoeta
319,Gedächtnis::N,ес,oroimen
320,Gedächtnis::N,ес,gogoramen
321,Gedächtnis::N,жады,oroimen
322,Gedächtnis::N,жады,gogoramen
323,Gedächtnis::N,ақыл-ес,oroimen
324,Gedächtnis::N,ақыл-ес,gogoramen
325,Verstand::N,ақыл,adimen
326,Verstand::N,ақыл,ulermen
327,Verstand::N,парасат,adimen
328,Verstand::N,парасат,ulermen
329,Sinn::N,мән,zentzu
330,Sinn::N,маныз,zentzu
331,Sinn::N,мағына,zentzu
332,Sinn::N,мән-мағына,zentzu
333,Grund::N,себеп,zergati
334,Wahrheit::N,рас,egia
335,Gespräch::N,әңгіме,hizketa
336,Gespräch::N,әңгіме,elkarrizketa
337,Märchen::N,ертеп,ipuin
338,Märchen::N,ертек,ipuin
339,Erzählung::N,әңгіме,edesti
340,Erzählung::N,әңгіме,kontakizun
341,Nachricht::N,хабар,albiste
342,Neuigkeit::N,жаңалық,berri
343,Name::N,ат,izen
344,Name::N,атау,izen
345,Rätsel::N,жұмбақ,asmakizun
346,Rede::N,сөз,hitzaldi
347,Rede::N,сөз,mintzaldi
348,Sprache::N,тіл,hizkuntza
349,Stimme::N,үн,ahots
350,Stimme::N,әуен,ahots
351,Stimme::N,дауыс,ahots
352,Wort::N,сөз,hitz
353,Zeichen::N,ишара,agerbide
354,Zeichen::N,ишара,agergarri
355,Ruf::N,айғай,dei
356,Lärm::N,айғай-шу,zarata
357,Lärm::N,айғай-шу,harrabots
358,Lärm::N,айғай-ұйғай,zarata
359,Lärm::N,айғай-ұйғай,harrabots
360,Laut::N,дыбыс,hots
361,Laut::N,дауыс,hots
362,Ton::N,әуен,tonu
363,Ton::N,әуен,soinu
364,Lied::N,ән,abesti
365,Lied::N,жыр,abesti
366,Lied::N,ән-жыр,abesti
367,Ruhe::N,тыныштық,nasaitasun
368,Leute::N,кісілер,jende
369,Volk::N,халық,herri
370,Volk::N,халық,populu
371,Arbeit::N,еңбек,lan
372,Gast::N,қонақ,arrotz
373,Gast::N,қонақ,apopilo
374,Gast::N,мейман,arrotz
375,Gast::N,мейман,apopilo
376,Geschenk::N,қадия,opari
377,Spiel::N,ойын,jolas
378,Gesellschaft::N,қауым,gizarte
379,Gesellschaft::N,жұртшылық,gizarte
380,Hilfe::N,жэрдем,helpide
381,Hilfe::N,жэрдем,laguntza
382,Freund::N,дос,lagun
383,Kamerad::N,дос-жар,adiskide
384,Kamerad::N,дос-жар,lagunkide
385,Angelegenheit::N,жұмыс,afera
386,Anzahl::N,сан,kopuru
387,Anzahl::N,саны,kopuru
388,Art::N,түр,mota
389,Stück::N,тілім,puska
390,Teil::N,үлес,atal
391,Teil::N,бөлшек,atal
392,Hälfte::N,жарты,erdi
393,Kreis::N,шеңбер,biribilki
394,Kreuz::N,крест,gurutze
395,Linie::N,сызық,linea
396,Strich::N,сызық,marra
397,Abstand::N,ара,tarte
398,Abstand::N,аралық,tarte
399,Entfernung::N,аралық,urrunera
400,Gegend::N,өңір,alderdi
401,Gegend::N,өңір,eskualde
402,Platz::N,орны,leku
403,Ort::N,орын,toki
404,Seite::N,жақ,albo
405,Seite::N,бүйір,albo
406,Mitte::N,ортасы,erdi
407,Gegenstand::N,зат,gauzaki
408,Gegenstand::N,нәрсе,gauzaki
409,Sache::N,бұйым,gauza
410,Rand::N,шет,ertz
411,Rand::N,шеті,ertz
412,Kante::N,қыр,ertz
413,Kante::N,қыры,ertz
414,Ecke::N,қыры,kantoi
415,Ecke::N,бұрыш,kantoi
416,Spitze::N,ұшы,punta
417,Ende::N,аяқ,buru
418,Ende::N,аяқ,mutur
419,Ende::N,соңы,buru
420,Ende::N,соңы,mutur
421,Loch::N,тесік,zulo
422,Winkel::N,мүйіс,zoko
423,Winkel::N,мүйіс,bazter
424,Muster::N,мәнер,eredu
425,Muster::N,мәнер,marrazki
426,Größe::N,ауқым,kaizu
427,Größe::N,ауқым,tamaina
428,Größe::N,көлемдік,kaizu
429,Größe::N,көлемдік,tamaina
430,Länge::N,бой,luzera
431,Länge::N,ұзындық,luzera
432,Höhe::N,жоғарылық,goiera
433,Höhe::N,жоғарылық,garaiera
434,Höhe::N,биіктік,goiera
435,Höhe::N,биіктік,garaiera
436,Gewicht::N,салмақ,hazta
437,Menge::N,мөлшер,kopuru
438,Haufen::N,үйме,pila
439,Haufen::N,үйме,mendoi
440,Haufen::N,үйінді,pila
441,Haufen::N,үйінді,mendoi
442,Reihe::N,сап,ilara
443,Reihe::N,сап,errenkada
444,Boot::N,қайық,potin
445,Boot::N,қайық,txalupa
446,Ruder::N,ескек,arraun
447,Schlitten::N,шана,lera
448,Schlitten::N,шана,narra
449,Ski::N,шаңғы,eski
450,Lagerfeuer::N,алау,su
451,Last::N,ауырлық,zama
452,Last::N,ауырлық,karga
453,Last::N,ауыр зат,zama
454,Last::N,ауыр зат,karga
455,Gang::N,жүріс,ibilera
456,Schritt::N,адым,pauso
457,Schritt::N,адым,urrats
458,Norden::N,солтүстік,ipar
459,Norden::N,солтүстік,iparralde
460,Norden::N,терістік,ipar
461,Norden::N,терістік,iparralde
462,Süden::N,оңтүстік,hego
463,Süden::N,оңтүстік,hegoalde
464,Westen::N,батыс,sartalde
465,Westen::N,батыс,mendebalde
466,Osten::N,күншығыс,ekialde
467,Osten::N,күншығыс,sortalde
468,Holz::N,ағаш,zur
469,Holz::N,сүрек,zur
470,Brett::N,тақта,ohol
471,Platte::N,тақта,lauza
472,Stütze::N,тіреу,irozgarri
473,Stütze::N,тіреу,bermagailu
474,Stange::N,қада,haga
475,Stock::N,сойыл,makila
476,Stab::N,сырық,makila
477,Rohr::N,құбыр,hodi
478,Haus::N,үй,etxe
479,Heim::N,үйлі,etxe
480,Heim::N,үйлі,etxaleku
481,Heim::N,шаңырақ,etxe
482,Heim::N,шаңырақ,etxaleku
483,Ofen::N,ошақ,berogailu
484,Ofen::N,пеш,berogailu
485,Fußboden::N,еден,zoru
486,Tisch::N,үстел,mahai
487,Stuhl::N,орындық,aulki
488,Wiege::N,бесік,kuma
489,Wiege::N,бесік,sehaska
490,Bett::N,кереует,ohe
491,Bett::N,кереует,ohatze
492,Regal::N,сөре,apalategi
493,Kiste::N,жәшік,kutxa
494,Fenster::N,терезе,leiho
495,Tür::N,есік,ate
496,Tor::N,дарбаза,atari
497,Zaun::N,дуал,hesi
498,Dach::N,шатыр,teilatu
499,Leiter::N,саты,zurubi
500,Leiter::N,басқыш,zurubi
501,Besen::N,сыпырғыш,erratz
502,Spaten::N,күрек,burdinpala
503,Schaufel::N,қалақ,pala
504,Gabel::N,аша,sardexka
505,Gabel::N,шанышқы,sardexka
506,Löffel::N,қасық,koilara
507,Messer::N,пышақ,aizto
508,Nagel::N,мық,iltze
509,Nagel::N,шеге,iltze
510,Netz::N,керегекөз,sare
511,Haken::N,ілмек,mako
512,Griff::N,сап,eskutoki
513,Griff::N,тұтқа,eskutoki
514,Schloss::N,құлып,sarraila
515,Schloss::N,бекіткіш,sarraila
516,Bild::N,сурет,irudi
517,Figur::N,тұлға,figura
518,Puppe::N,қуыршақ,panpina
519,Puppe::N,қуыршақ,andrakila
520,Beutel::N,қапшық,zorro
521,Bündel::N,байлам,azao
522,Bündel::N,байлам,espal
523,Tasche::N,дорба,poltsa
524,Eimer::N,шелек,treska
525,Deckel::N,жапқыш,tapa
526,Deckel::N,жапқыш,estalki
527,Geschirr::N,ыдыс,baxera
528,Geschirr::N,ыдыс,ontziteria
529,Sack::N,қап,zaku
530,Tasse::N,шыныаяқ,kikara
531,Topf::N,кәстрөл,ontzi
532,Topf::N,кәстрөл,lapiko
533,Kessel::N,қазан,pazia
534,Essen::N,ас,janaldi
535,Nahrung::N,ас,jan
536,Nahrung::N,тамақ,jan
537,Speise::N,тағам,jaki
538,Fleisch::N,ет,okela
539,Fleisch::N,ет,haragi
540,Getreide::N,дәнді,labore
541,Brei::N,ботқа,ahi
542,Brei::N,ботқа,pure
543,Brot::N,күлше,ogi
544,Scheibe::N,тілім,xerra
545,Scheibe::N,тілім,pirripita
546,Fett::N,май,urin
547,Fett::N,май,koipe
548,Butter::N,май,gurin
549,Öl::N,май,olio
550,Salz::N,тұз,gatz
551,Suppe::N,көже,zopa
552,Suppe::N,көже,salda
553,Honig::N,бал,ezti
554,Milch::N,сүт,esne
555,Tee::N,шай,te
556,Leder::N,көн,larru
557,Wolle::N,жүн,artile
558,Stoff::N,мата,ehun
559,Stoff::N,кездеме,ehun
560,Nadel::N,ине,orratz
561,Nadel::N,ине,jostorratz
562,Faden::N,жіп,hari
563,Knopf::N,түйме,botoi
564,Knoten::N,түйін,korapilo
565,Farbe::N,рең,pintura
566,Kleidung::N,киім,arropa
567,Kleidung::N,киім,jantziak
568,Hemd::N,жейде,atorra
569,Hemd::N,жейде,alkandora
570,Kragen::N,жаға,idun
571,Ärmel::N,жең,mahuka
572,Hose::N,шалбар,prakak
573,Hose::N,шалбар,galtzak
574,Gürtel::N,белбеу,gerriko
575,Mütze::N,қалпақ,txano
576,Mütze::N,қалпақ,txapel
577,Schuh::N,кебіс,oski
578,Schuh::N,кебіс,oinetako
579,Stiefel::N,етік,bota
580,Ring::N,жүзік,uztai
581,Band::N,таспа,zinta
582,Band::N,таспа,xingola
583,Kamm::N,тарақ,orrazi
584,Spiegel::N,айна,mirail
585,Riemen::N,қайыс,uhal
586,Schnur::N,жіп,lokailu
587,Leine::N,тізгін,lotura
588,Decke::N,көрпе,burusi
589,Kissen::N,жастық,kuxin
590,Tuch::N,орамал,zapi
591,Tuch::N,орамал,oihal
592,Handtuch::N,сүлгі,eskuzapi
593,Handtuch::N,сүлгі,eskuoihal
594,Kraft::N,қуат,indar
595,Kraft::N,қарқын,indar
596,Kraft::N,әл-шама,indar
597,Kraft::N,әл-дәрмен,indar
598,Stärke::N,әл,indar
599,Stärke::N,күш,indar
600,Gesundheit::N,денсаулык,osasun
601,Krankheit::N,ауру,eritasun
602,Krankheit::N,ауру,gaixotasun
603,Schmerz::N,ауру,min
604,Wunde::N,зақым,zauri
605,Wunde::N,жарақат,zauri
606,Fieber::N,безгек,sukar
607,Fieber::N,қалтырау,sukar
608,Fieber::N,қызу көтерілуі,sukar
609,Arznei::N,дәрі,osagai
610,Arznei::N,дәрі,sendagai
611,Arznei::N,дәрі-дәрмек,osagai
612,Arznei::N,дәрі-дәрмек,sendagai
613,Brücke::N,көпір,zubi
614,Brunnen::N,құдық,putzu
615,Weide::N,өріс,alha
616,Weide::N,өріс,bazkaleku
617,Weide::N,жайылым,alha
618,Weide::N,жайылым,bazkaleku
619,Pfad::N,жол,zidor
620,Pfad::N,жол,bidexka
621,Weg::N,жол,bide
622,Straße::N,жол,errepide
623,Dorf::N,ауыл,herri
624,Stadt::N,қала,hiri
625,Stadt::N,шаһар,hiri
626,Brief::N,хат,gutun
627,Brief::N,хат,eskutitz
628,Brief::N,жазу,gutun
629,Brief::N,жазу,eskutitz
630,Buch::N,кітап,liburu
631,Buchstabe::N,әріп,hizki
632,Buchstabe::N,қаріп,hizki
633,Zeitung::N,газет,egunkari
634,Leben::N,өмір,bizi
635,Leben::N,өмір,bizitza
636,Leben::N,тіршілік,bizi
637,Leben::N,тіршілік,bizitza
638,Tod::N,опат,herio
639,Tod::N,опат,heriotza
640,Grab::N,мола,hobi
641,Grab::N,мола,hilobi
642,Grab::N,мазар,hobi
643,Grab::N,мазар,hilobi
644,Kirche::N,шіркеу,eliza
645,Sünde::N,күнә,hoben
646,Sünde::N,күнә,bekatu
647,Gott::N,алла,jainko
648,Gott::N,құдай,jainko
649,Gott::N,тәңірі,jainko
650,Gott::N,пәруардігер,jainko
651,Gott::N,жаратқан тәңірі,jainko
652,Arbeiter::N,жүмысшы,langile
653,Arbeiter::N,жүмысшы,behargin
654,Chef::N,басшы,nagusi
655,Chef::N,жұмыс басқарушысы,nagusi
656,Meister::N,шебер,maisu
657,Meister::N,өнерпаз,maisu
658,Arzt::N,дәрігер,osagile
659,Arzt::N,дәрігер,sendagile
660,Lehrer::N,мұғалім,irakasle
661,Geld::N,пұл,diru
662,Geschäft::N,бизнес,negozio
663,Laden::N,дүкен,denda
664,Laden::N,дүкен,saltegi
665,Preis::N,ақы,prezio
666,Preis::N,ақы,salneurri
667,Preis::N,құны,prezio
668,Preis::N,құны,salneurri
669,Preis::N,нарық,prezio
670,Preis::N,нарық,salneurri
671,Ware::N,тауар,salgai
672,Nutzen::N,пайда,onura
673,Nutzen::N,пайда,probetxu
674,Reichtum::N,бақ-дәулет,aberastasun
675,Welt::N,әлем,ludi
676,Welt::N,әлем,mundu
677,Welt::N,жиһан,ludi
678,Welt::N,жиһан,mundu
679,Land::N,аймақ,herrialde
680,Staat::N,мемлекет,estatu
681,König::N,патша,errege
682,Macht::N,өкімет,botere
683,Macht::N,қожалық,botere
684,Grenze::N,шек,muga
685,Krieg::N,соғыс,guda
686,Feind::N,жау,etsai
687,Feind::N,жау,arerio
688,Feind::N,дұшпан,etsai
689,Feind::N,дұшпан,arerio
690,Gewalt::N,зорлык,bortxa
691,Gewalt::N,зорлык,bortizkeria
692,Gewalt::N,зорлық-зомбылык,bortxa
693,Gewalt::N,зорлық-зомбылык,bortizkeria
694,Kampf::N,күрес,gudu
695,Kampf::N,күрес,auska
696,Kampf::N,алыспақ,gudu
697,Kampf::N,алыспақ,auska
698,Bogen[Waffe]::N,саржа,arku
699,Pfeil::N,жебе,gezi
700,Gewehr::N,қару,fusil
701,Fehler::N,әбес,huts
702,Fehler::N,әбес,hutsegin
703,Fehler::N,қаталық,huts
704,Fehler::N,қаталық,hutsegin
705,Lüge::N,өтірік,gezur
706,Schaden::N,зиян,kalte
707,Schaden::N,зарар,kalte
708,Unglück::N,пәле,zoritxar
709,Unglück::N,пәле,zorigaitz
710,Unglück::N,қасырет,zoritxar
711,Unglück::N,қасырет,zorigaitz
712,Unglück::N,ауыртпалық,zoritxar
713,Unglück::N,ауыртпалық,zorigaitz
714,Schuld::N,айыптылық,erru
715,Alter::N,жас,adin
716,Alter::N,жас шамасы,adin
717,Schluss::N,ада,bukaera
718,Schluss::N,бітуі,bukaera
719,Zeit::N,уақыт,aldi
720,Zeit::N,уақыт,denbora
721,Tag::N,күн,egun
722,Morgen::N,таң,goiz
723,Morgen::N,таңертең,goiz
724,Mittag::N,талтүс,eguerdi
725,Abend::N,кеш,arrats
726,Nacht::N,түн,gau
727,Woche::N,апта,aste
728,Monat::N,ай,hil
729,Jahr::N,жыл,urte
730,Frühling::N,көктем,udalehen
731,Sommer::N,жаз,uda
732,Herbst::N,күз,udazken
733,Herbst::N,күз,neguantz
734,Winter::N,қыс,negu
735,Januar::N,каңтар,urtarril
736,Februar::N,ақпан,otsail
737,März::N,наурыз,martxo
738,April::N,сәуір,apiril
739,Mai::N,мамыр,maiatz
740,Juni::N,маусым,ekain
741,Juli::N,шілде,uztail
742,August::N,сүмбіле,abuztu
743,August::N,тамыз,abuztu
744,September::N,қыркүйек,irail
745,Oktober::N,ақырап,urri
746,November::N,қараша,azaro
747,Dezember::N,желтоқсан,abendu
748,Montag::N,дүйсенбі,astelehen
749,Dienstag::N,сейсенбі,astearte
750,Mittwoch::N,сәрсенбі,asteazken
751,Donnerstag::N,бейсенбі,ostegun
752,Freitag::N,жұма,ostiral
753,Samstag::N,сенбі,larunbat
754,Sonntag::N,жексембі,igande
755,groß::A,алпамсадай,handi
756,klein::A,кішкене,txiki
757,klein::A,қарғадай,txiki
758,lang::A,сопақ,luze
759,lang::A,сорайған,luze
760,kurz::A,кеспелтек,labur
761,breit::A,айдынды,zabal
762,schmal::A,қысық,mehar
763,dicht::A,жиі,sarri
764,dicht::A,жиі,trinko
765,dick[Gegenstand]::A,шомбал,lodi
766,dünn::A,жұқа,mehe
767,dünn::A,жіңішке,mehe
768,fein::A,қаңылтақ,fin
769,fest::A,берік,tinko
770,fest::A,мызғымас,tinko
771,flach::A,жалпак,lau
772,flach::A,жалпак,ordoki
773,glatt::A,типыл,leun
774,hart::A,қатты,gogor
775,weich::A,жұмсақ,bigun
776,weich::A,жұмсақ,beratz
777,rund::A,домалақ,biribil
778,spitz::A,үшкір,puntadun
779,scharf::A,сүйрік,zorrotz
780,stumpf::A,доғал,kamuts
781,stumpf::A,өтпейтін,kamuts
782,schwer::A,салмақты,astun
783,schwer::A,салмақты,pisutsu
784,schön::A,сұлу,eder
785,heiß::A,ыссы,bero
786,heiß::A,ыссы,oso bero
787,warm::A,жылы,bero
788,kalt::A,аязды,hotz
789,kühl::A,салқын,hotzil
790,frisch::A,таза,fresko
791,frisch::A,таза,hozkirri
792,frisch::A,жаңа,fresko
793,frisch::A,жаңа,hozkirri
794,feucht::A,нам,heze
