,Concept_ID,la,vep
289,Ruf::N,clamor,kida
290,Ruf::N,clamor,kucund
291,Lärm::N,strepitus,judu
292,Laut::N,sonus,kulund
293,Ton::N,sonus,kulund
294,Lied::N,carmen,pajo
295,Ruhe::N,quies,lebu
296,Leute::N,homines,rahvaz
297,Volk::N,populus,rahvaz
298,Arbeit::N,labor,tö
299,Arbeit::N,labor,rad
300,Gast::N,hospes,adiv
301,Gast::N,conviva,adiv
302,Geschenk::N,munus,lahj
303,Spiel::N,ludus,vänd
304,Gesellschaft::N,societas,sebr
305,Hilfe::N,auxilium,abu
306,Hilfe::N,subsidium,abu
307,Freund::N,amicus,sebranik
308,Kamerad::N,socius,sebranik
309,Angelegenheit::N,res,azj
310,Anzahl::N,numerus,lugu
311,Art::N,genus,rod
312,Art::N,genus,rodsugu
313,Stück::N,frustum,pala
314,Stück::N,frustum,supal
315,Stück::N,fragmentum,pala
316,Stück::N,fragmentum,supal
317,Teil::N,pars,pala
318,Hälfte::N,dimidium,pol'
319,Kreis::N,orbis,ümbruz
320,Kreis::N,orbis,kehkruz
321,Kreis::N,circus,ümbruz
322,Kreis::N,circus,kehkruz
323,Kreuz::N,crux,rist
324,Linie::N,linea,pird
325,Strich::N,lineamentum,pird
326,Abstand::N,intervallum,keskust
327,Entfernung::N,spatium,matk
328,Gegend::N,loca,taho
329,Gegend::N,regio,taho
330,Platz::N,locus,avaruz'
331,Ort::N,locus,koht
332,Seite::N,latus,pol'
333,Seite::N,latus,kül'g
334,Mitte::N,medium,kesk
335,Gegenstand::N,res,kalu
336,Sache::N,res,azj
337,Rand::N,margo,röun
338,Kante::N,angulus,röun
339,Ecke::N,angulus,saum
340,Spitze::N,cacumen,agjaine
341,Ende::N,caput,agj
342,Loch::N,foramen,reig
343,Winkel::N,angulus,čoga
344,Winkel::N,angulus,saum
345,Muster::N,exemplum,kirjam
346,Größe::N,magnitudo,suruz'
347,Länge::N,longitudo,piduz
348,Höhe::N,altitudo,korktuz'
349,Gewicht::N,pondus,jügu
350,Gewicht::N,pondus,vedäduz
351,Menge::N,copia,äjüz'
352,Haufen::N,acervus,kogo
353,Reihe::N,ordo,rivi
354,Boot::N,navicula,veneh
355,Ruder::N,remus,air
356,Schlitten::N,sclodia,regi
357,Schlitten::N,sclodia,regut
358,Ski::N,narta,suks'
359,Lagerfeuer::N,ignis,nodj
360,Lagerfeuer::N,ignis,pažag
361,Last::N,onus,jüguz
362,Gang::N,cursus,astund
363,Schritt::N,gradus,hašk
364,Norden::N,septentriones,pohjoine
365,Süden::N,meridies,suvi
366,Westen::N,occidens,päivlaskm
367,Osten::N,oriens,päivnouzm
368,Holz::N,lignum,pu
369,Brett::N,tabula,laud
370,Platte::N,lamina,keitim
371,Stütze::N,adminiculum,tugi
372,Stange::N,pertica,arz'
373,Stock::N,baculum,kalu
374,Stab::N,scipio,seibaz
375,Rohr::N,tubus,torv
376,Haus::N,aedes,pert'
377,Heim::N,domicilium,kodi
378,Ofen::N,fornax,päč
379,Fußboden::N,solum,lava
380,Tisch::N,mensa,laud
381,Tisch::N,mensa,stal'c
382,Stuhl::N,sella,ištim
383,Wiege::N,cunae,kätte
384,Bett::N,lectus,sija
385,Bett::N,lectus,magaduzsija
386,Regal::N,foruli,palič
387,Kiste::N,cista,mülütim
388,Fenster::N,fenestra,ikun
389,Tür::N,ianua,uks'
390,Tor::N,porta,verai
391,Zaun::N,saepes,aid
392,Dach::N,tectum,katuz
393,Leiter::N,scalae,pordhad
394,Besen::N,scopae,lud
395,Besen::N,scopae,vast
396,Spaten::N,pala,labid
397,Schaufel::N,pala,labid
398,Gabel::N,fuscinula,hangoine
399,Löffel::N,coclear,luzik
400,Messer::N,culter,veič
401,Nagel::N,clavus,nagl
402,Netz::N,rete,verk
403,Haken::N,hamus,kouk
404,Griff::N,manubrium,kägä
405,Griff::N,manubrium,varz'
406,Schloss::N,claustra,lukkol
407,Bild::N,tabula,kuva
408,Bild::N,pictura,kuva
409,Figur::N,statunculum,figur
410,Puppe::N,pupa,tätüine
411,Beutel::N,sacculus,havad
412,Bündel::N,fascis,toppaz
413,Bündel::N,fascis,käč
414,Tasche::N,sacculus,sumk
415,Eimer::N,situla,vädr
416,Deckel::N,operculum,katuz
417,Geschirr::N,vasa,astii
418,Sack::N,saccus,havad
419,Tasse::N,pocillum,čašk
420,Topf::N,olla,pada
421,Kessel::N,aenum,katil
422,Essen::N,cena,sönd
423,Nahrung::N,cibus,söm
424,Nahrung::N,alimenta,söm
425,Speise::N,cibus,sömine
426,Fleisch::N,caro,liha
427,Getreide::N,frumentum,vill'
428,Brei::N,puls,pudr
429,Brot::N,panis,leib
430,Scheibe::N,frustum,bibaleh
431,Scheibe::N,frustum,šlik
432,Fett::N,pingue,razv
433,Butter::N,butȳrum,voi
434,Öl::N,oleum,voi
435,Salz::N,sal,sol
436,Suppe::N,ius,lem'
437,Suppe::N,ius,keitoz
438,Honig::N,mel,mezi
439,Milch::N,lac,maid
440,Tee::N,thea,čai
441,Leder::N,corium,nahk
442,Wolle::N,lana,vill
443,Stoff::N,textum,kangaz
444,Nadel::N,acus,negl
445,Faden::N,filum,nit'
446,Knopf::N,bulla,nübl'
447,Knoten::N,nodus,sol'm
448,Farbe::N,pigmentum,muju
449,Kleidung::N,vestimenta,sobad
450,Hemd::N,tunica,paid
451,Kragen::N,collare,kagluz
452,Ärmel::N,manica,hijam
453,Hose::N,bracae,štanad
454,Gürtel::N,cingulum,vö
455,Mütze::N,pilleus,šapuk
456,Schuh::N,calceus,keng'
457,Stiefel::N,pero,sapug
458,Stiefel::N,caliga,sapug
459,Ring::N,anulus,rengaz
460,Band::N,redimiculum,lentaine
461,Kamm::N,pecten,suga
462,Spiegel::N,speculum,zerkol
463,Riemen::N,lorum,vö
464,Schnur::N,linum,nor
465,Leine::N,retinaculum,talutimnor
466,Decke::N,lodix,sijakatuz
467,Kissen::N,pulvinus,pöluz
468,Tuch::N,velum,paik
469,Handtuch::N,mantele,käzipaik
470,Kraft::N,vis,vägi
471,Stärke::N,robur,vahvuz'
472,Gesundheit::N,valetudo,tervhuz
473,Krankheit::N,morbus,läžund
474,Schmerz::N,dolor,kibu
475,Wunde::N,vulnus,čapatez
476,Fieber::N,febris,säru
477,Arznei::N,remedium,zel'l'
478,Brücke::N,pons,sild
479,Brunnen::N,puteus,kaiv
480,Weide::N,pascua,omaluine
481,Pfad::N,semita,tehut
482,Weg::N,iter,te
483,Straße::N,via,te
484,Dorf::N,vicus,külä
485,Stadt::N,urbs,lidn
486,Stadt::N,oppidum,lidn
487,Brief::N,epistula,kirjeine
488,Buch::N,liber,kirj
489,Buchstabe::N,littera,kirjam
490,Zeitung::N,diurnum,lehtez
491,Leben::N,vita,elo
492,Tod::N,mors,surm
493,Grab::N,sepulcrum,kaum
494,Kirche::N,ecclesia,jumalanpert'
495,Sünde::N,peccatum,grähk
496,Gott::N,deus,jumal
497,Arbeiter::N,operarius,radnik
498,Chef::N,praefectus,pämez'
499,Meister::N,magister,mastar
500,Arzt::N,medicus,lekar'
501,Lehrer::N,magister,opendai
502,Geld::N,aes,rahad
503,Geld::N,pecunia,rahad
504,Geschäft::N,negotium,biznes
505,Laden::N,taberna,lauk
506,Preis::N,pretium,arv
507,Ware::N,merx,tavar
508,Nutzen::N,utilitas,liža
509,Reichtum::N,opes,kodielo
510,Reichtum::N,opes,kal'huz'
511,Reichtum::N,divitiae,kodielo
512,Reichtum::N,divitiae,kal'huz'
513,Welt::N,mundus,mail'm
514,Land::N,terra,ma
515,Staat::N,res publica,valdkund
516,König::N,rex,kunigaz
517,Macht::N,potestas,vald
518,Grenze::N,limes,röun
519,Krieg::N,bellum,soda
520,Feind::N,inimicus,vihanik
521,Feind::N,inimicus,vastustai
522,Gewalt::N,vis,vägivald
523,Kampf::N,pugna,tora
524,Bogen[Waffe]::N,arcus,taug
525,Pfeil::N,sagitta,nol
526,Gewehr::N,sclopetum,oružj
527,Fehler::N,error,viga
528,Lüge::N,mendacium,kelastuz
529,Schaden::N,damnum,pahuz'
530,Schaden::N,detrimentum,pahuz'
531,Unglück::N,miseria,bed
532,Unglück::N,miseria,gor'a
533,Unglück::N,calamitas,bed
534,Unglück::N,calamitas,gor'a
535,Schuld::N,culpa,värhuz'
536,Alter::N,aetas,igä
537,Schluss::N,finis,lop
538,Zeit::N,tempus,aig
539,Tag::N,dies,päiv
540,Morgen::N,mane,homendez
541,Mittag::N,meridies,keskpäiv
542,Abend::N,vesper,eht
543,Nacht::N,nox,ö
544,Woche::N,septimana,nedal'
545,Monat::N,mensis,ku
546,Jahr::N,annus,voz'
547,Frühling::N,ver,keväz'
548,Sommer::N,aestas,keza
549,Herbst::N,autumnus,sügüz'
550,Winter::N,hiems,tal'v
551,Januar::N,Ianuarius,viluku
552,Februar::N,Februarius,uhoku
553,März::N,Martius,keväz'ku
554,April::N,Aprilis,sulaku
555,Mai::N,Maius,semendku
556,Juni::N,Iunius,kezaku
557,Juli::N,Iulius,heinku
558,August::N,Augustus,eloku
559,September::N,September,sügüz'ku
560,Oktober::N,Octobris,reduku
561,November::N,Novembris,kül'mku
562,Dezember::N,December,tal'vku
563,Montag::N,dies lunae,ezmärg
564,Dienstag::N,dies Martis ,tožnarg
565,Mittwoch::N,dies Mercurii,koumanz'päiv
566,Donnerstag::N,dies Iovis,nellänz'päiv
567,Freitag::N,dies Veneris,pätnič
568,Freitag::N,dies Veneris,videnz'päiv
569,Samstag::N,dies Saturni,sobat
570,Sonntag::N,dominicus,pühäpäiv
571,Sonntag::N,dies solis,pühäpäiv
572,groß::A,magnus,sur'
573,groß::A,magnus,järed
574,klein::A,parvus,pen'
575,klein::A,parvus,pičuine
576,lang::A,longus,pit'k
577,kurz::A,brevis,lühüd
578,breit::A,latus,leved
579,schmal::A,angustus,kaid
580,dicht::A,densus,tihed
581,dick[Gegenstand]::A,crassus,paks
582,dünn::A,tenuis,hoik
583,fein::A,subtilis,hen
584,fest::A,solidus,luja
585,fest::A,solidus,ninev
586,fest::A,stabilis,luja
587,fest::A,stabilis,ninev
588,flach::A,planus,lapak
589,glatt::A,levis,siled
590,hart::A,durus,kova
591,weich::A,mollis,pehmed
592,rund::A,rotundus,kehker
593,spitz::A,acutus,nügu
594,spitz::A,acutus,terav
595,scharf::A,acer,terav
596,stumpf::A,hebes,tül'c
597,schwer::A,gravis,jüged
598,schön::A,pulcher,čoma
599,schön::A,formosus,čoma
600,heiß::A,fervidus,räk
601,warm::A,calidus,läm'
602,kalt::A,frigidus,vilu
603,kühl::A,frigidus,raibak
604,kühl::A,frigidus,viluhk
605,frisch::A,recens,lahed
606,feucht::A,umidus,neps
607,feucht::A,umidus,toreh
608,nass::A,madidus,märg
609,trocken::A,aridus,kuiv
610,voll::A,plenus,täuz'
611,leer::A,vacuus,joudai
612,offen::A,apertus,avoin
613,offen::A,apertus,avol'jaine
614,geschlossen::A,clausus,saubaline
615,sauber::A,lautus,puhtaz
616,schmutzig::A,sordidus,redukaz
617,roh::A,crudus,rohk
618,roh::A,crudus,toreh
619,reif::A,maturus,küps
620,lecker::A,delicatus,magukaz
621,süß::A,dulcis,maged
622,bitter::A,amarus,karged
623,bitter::A,acerbus,karged
624,sauer::A,acidus,muiged
625,hell::A,clarus,kirkas
626,hell::A,clarus,valgei
627,dunkel::A,obscurus,pimed
628,schwarz::A,niger,must
629,weiß::A,albus,vauged
630,rot::A,ruber,rusked
631,gelb::A,flavus,pakuine
632,blau::A,caeruleus,sinine
633,grün::A,viridis,vihand
634,grau::A,canus,hahk
635,bunt::A,varius,kirjav
636,billig::A,vilis,odav
637,teuer::A,carus,kalliž
638,wertvoll::A,pretiosus,arvokas
639,blind::A,caecus,soged
640,taub::A,surdus,kurdiž
641,kräftig::A,robustus,vägev
642,stark::A,firmus,vahv
643,stark::A,firmus,vägekaz
644,stark::A,validus,vahv
645,stark::A,validus,vägekaz
646,schwach::A,debilis,väll'
647,schwach::A,infirmus,väll'
648,fett::A,crassus,razvakaz
649,schlank::A,procerus,kapos
650,hübsch::A,pulcher,čoma
651,böse::A,improbus,äred
652,böse::A,improbus,käred
653,dumm::A,stultus,el'getoi
654,dumm::A,stupidus,el'getoi
655,faul::A,piger,lašk
656,fleißig::A,sedulus,radonnavedii
657,geizig::A,avarus,ažlak
658,klug::A,prudens,melev
659,klug::A,prudens,melekaz
660,geschickt::A,sollers,mahtokaz
661,lieb::A,carus,izo
662,lieb::A,carus,sula
663,lustig::A,iocosus,ilokaz
664,sanft::A,clemens,laskav
665,hungrig::A,impastus,näl'ghine
666,krank::A,aeger,läžui
667,nackt::A,nudus,alastoi
668,traurig::A,maestus,opalahine
669,lebendig::A,vivus,eläb
670,gut::A,bonus,hüvä
671,schlecht::A,malus,huba
672,richtig::A,rectus,oiged
673,schlimm::A,malus,paha
674,wahr::A,verus,todesine
675,alt::A,antiquus,vanh
676,neu::A,novus,uz'
677,ehemalig::A,pristinus,edeline
678,alt[Lebewesen]::A,vetus,ravaz
679,jung::A,iuvenis,nor'
680,arm::A,pauper,gol'l'
681,reich::A,dives,elokaz
682,bekannt::A,notus,tutab
683,berühmt::A,celeber,tetab
684,berühmt::A,illustris,tetab
685,fremd::A,peregrinus,veraz
686,verschieden::A,varius,erazvuitte
687,nah::A,propinquus,läheline
688,fern::A,longinquus,edahaine
689,linker::A,sinister,hura
690,rechter::A,dexter,oiged
691,anderer::A,alius,toine
692,erster::A,primus,ezmäine
693,zweiter::A,secundus,toine
694,dritter::A,tertius,koumanz'
695,letzter::A,ultimus,jäl'gmäine
696,allein::ADV,solum,üksnäze
697,auf einmal::ADV,simul,ühten aigan
698,zusammen::ADV,una,ühtes
699,lange::ADV,diu,hätken
700,plötzlich::ADV,subito,äkkid
701,plötzlich::ADV,repente,äkkid
702,sofort::ADV,statim,kerdalaz
703,später::ADV,postea,möhemba
704,jetzt::ADV,nunc,nügüd'
705,heute::ADV,hodie,tämbei
706,morgen::ADV,cras,homen
707,bald::ADV,mox,pigai
708,dann::ADV,deinde,sid'
709,gestern::ADV,heri,eglai
710,einst::ADV,olim,ende
711,einst::ADV,olim,kerdan
712,damals::ADV,tum,siloi
713,danach::ADV,postea,sid'
714,vorher::ADV,antea,ende
715,zuerst::ADV,primo,ezmäi
716,einmal::ADV,semel,kerdan
717,manchmal::ADV,interdum,erašti
718,oft::ADV,saepe,paksus
719,immer::ADV,semper,kaiken
720,niemals::ADV,numquam,ei nikonz
721,hier::ADV,hic,täs
722,hier::ADV,hic,tägä
723,hierhin::ADV,huc,tänna
724,von hier::ADV,hinc,täspäi
725,von hier::ADV,hinc,sid'päi
726,dort::ADV,ibi,sigä
727,dorthin::ADV,eo,sinna
728,dorthin::ADV,eo,nakkale
729,geradeaus::ADV,recte,kohtha
730,vorwärts::ADV,porro,edehe
731,rückwärts::ADV,retro,sel'gin
732,zurück::ADV,retro,tagaze
733,unten::ADV,infra,alahan
734,hinab::ADV,pessum,alaz
735,hinab::ADV,pessum,alahaks
736,oben::ADV,supra,ülähän
737,hinauf::ADV,sursum,ülez
738,hinauf::ADV,sursum,ülähäks
739,überall::ADV,ubique,kaikjal
740,nicht::ADV,non,ei
741,ein wenig::ADV,paulum,vähän
742,kaum::ADV,vix,habi
743,kaum::ADV,aegre,habi
744,sehr::ADV,valde,lujas
745,sehr::ADV,magnopere,lujas
746,so::ADV,ita,muga
747,so::ADV,ita,ninga
748,noch::ADV,etiam,völ
749,nur::ADV,solum,järg
750,nur::ADV,solum,vaiše
751,nur::ADV,tantum,järg
752,nur::ADV,tantum,vaiše
753,schon::ADV,iam,jo
754,wieder::ADV,rursus,möst
755,vergebens::ADV,frustra,uhtei
756,vor::PRP,ante,edes
757,hinter::PRP,post,taga
758,unter::PRP,sub,al
759,durch::PRP,per,läbi
760,durch::PRP,per,kal't
761,neben::PRP,iuxta,rindal
762,zwischen::PRP,inter,keskes
763,wegen::PRP,propter,tagut
764,dies::PRN,hoc,nece
765,das::PRN,id,se
766,alles::PRN,omnia,kaik
767,ich::PRN,ego,minä
768,du::PRN,tu,sinä
769,er::PRN,is,hän
770,er::PRN,ille,hän
771,wir::PRN,nos,mö
772,ihr::PRN,vos,tö
773,sie::PRN,ii,hö
774,sie::PRN,illi,hö
775,was::FPRN,quid,mi
776,wer::FPRN,quis,ken
777,wo::FADV,ubi,kus
778,wohin::FADV,quo,kuna
779,wie::FADV,quomodo,kut
780,wie::FADV,quomodo,mit'
781,warum::FADV,cur,mikš
782,wieviel::FNUM,quantum,äjak
783,wieviel::FNUM,quantum,kuverz'
784,eins::NUM,unus,üks'
785,zwei::NUM,duo,kaks'
786,drei::NUM,tres,koume
787,vier::NUM,quattuor,nel'l'
788,fünf::NUM,quinque,viž
789,sechs::NUM,sex,kuz'
790,sieben::NUM,septem,seičeme
791,acht::NUM,octo,kahesa
792,neun::NUM,novem,ühesa
793,zehn::NUM,decem,kümne
794,elf::NUM,undecim,üks'toštkümne
795,zwölf::NUM,duodecim,kaks'toštkümne
796,zwanzig::NUM,viginti,kaks'kümne
797,dreißig::NUM,triginta,koumekümne
798,vierzig::NUM,quadraginta,nel'l'kümne
799,fünfzig::NUM,quinquaginta,vižkümne
800,sechzig::NUM,sexaginta,kuz'kümne
801,siebzig::NUM,septuaginta,seičemekümne
802,achtzig::NUM,octoginta,kahesakümne
803,neunzig::NUM,nonaginta,ühesakümne
804,hundert::NUM,centum,sada
805,tausend::NUM,mille,tuha
806,und::CNJ,et,i
807,und::CNJ,et,da
808,und::CNJ,-que,i
809,und::CNJ,-que,da
810,oder::CNJ,vel,vai
811,stehen::V,stare,seišta
812,sitzen::V,sedere,ištta
813,liegen::V,iacere,venuda
814,hängen::V,pendere,ripta
815,werden::V,fieri,lindä
816,werden::V,fieri,tehtas
817,passieren::V,accidere,ozaitas
818,beginnen::V,incipere,augotadas
819,enden::V,finem habere,loptas
820,wechseln::V,mutari,vajehtadas
821,aufgehen[Sonne]::V,oriri,nousta
822,untergehen[Sonne]::V,occidere,lasktas
823,scheinen[Sonne]::V,lucere,paštta
824,donnern::V,tonare,juraita
825,wehen::V,flare,dölta
826,wehen::V,flare,puhuda
