,Concept_ID,sv,ga
64,Hunger::N,hunger,ocras
65,Träne::N,tår,deoir
66,Geschmack::N,smak,blas
67,Geruch::N,lukt,boladh
68,Schlaf::N,sömn,suan
69,Schlaf::N,sömn,codladh
70,Traum::N,dröm,taibhreamh
71,Himmel::N,himmel,spéir
72,Sonne::N,sol,grian
73,Mond::N,måne,ré
74,Mond::N,måne,gealach
75,Stern::N,stjärna,rinn
76,Stern::N,stjärna,réalta
77,Luft::N,luft,aer
78,Wind::N,vind,gaoth
79,Welle::N,våg,tonn
80,Welle::N,bölja,tonn
81,Wasser::N,vatten,uisce
82,Stein::N,sten,cloch
83,Boden::N,mark,talamh
84,Erde::N,jord,cré
85,Erde::N,jord,ithir
86,Staub::N,damm,dusta
87,Staub::N,damm,deannach
88,Rauch::N,rök,toit
89,Rauch::N,rök,deatach
90,Funke::N,gnista,drithle
91,Feuer::N,eld,tine
92,Licht::N,ljus,solas
93,Schatten::N,skugga,scáth
94,Wetter::N,väder,aimsir
95,Nebel::N,dimma,ceo
96,Nebel::N,töcken,ceo
97,Wolke::N,sky,néal
98,Wolke::N,sky,scamall
99,Wolke::N,moln,néal
100,Wolke::N,moln,scamall
101,Regen::N,regn,báisteach
102,Regen::N,regn,fearthainn
103,Schnee::N,snö,sneachta
104,Eis::N,is,oighear
105,Frost::N,frost,sioc
106,Kälte::N,köld,fuacht
107,Hitze::N,hetta,teas
108,Hitze::N,hetta,teocht
109,Raureif::N,rimfrost,sioc bán
110,Regenbogen::N,regnbåge,stua ceatha
111,Regenbogen::N,regnbåge,bogha báistí
112,Donner::N,åska,toirneach
113,Donner::N,dunder,toirneach
114,Strömung::N,strömning,sruth
115,Tropfen::N,dropper,deoir
116,Schaum::N,skum,cúr
117,Schmutz::N,lort,salachar
118,Schmutz::N,smuts,salachar
119,See::N,sjö,loch
120,Sumpf::N,träsk,portach
121,Moor::N,myr,caorán
122,Moor::N,myr,móinteán
123,Moor::N,mosse,caorán
124,Moor::N,mosse,móinteán
125,Wiese::N,äng,cluain
126,Wiese::N,äng,móinéar
127,Wald::N,skog,coill
128,Wald::N,skog,foraois
129,Hügel::N,höjd,ard
130,Hügel::N,kulle,ard
131,Anhöhe::N,höjd,ard
132,Anhöhe::N,höjd,ardán
133,Anhöhe::N,backe,ard
134,Anhöhe::N,backe,ardán
135,Berg::N,berg,sliabh
136,Berg::N,fjäll,sliabh
137,Gipfel::N,topp,barr
138,Gipfel::N,topp,mullach
139,Höhle::N,håla,uaimh
140,Höhle::N,håla,pluais
141,Höhle::N,grotta,uaimh
142,Höhle::N,grotta,pluais
143,Abhang::N,slänt,fána
144,Abhang::N,sluttning,fána
145,Quelle::N,källa,foinse
146,Bach::N,bäck,sruthán
147,Fluss::N,älv,abhainn
148,Fluss::N,flod,abhainn
149,Ufer::N,strand,bruach
150,Küste::N,kust,cósta
151,Küste::N,kust,cladach
152,Festland::N,fastland,míntír
153,Meer::N,hav,muir
154,Meer::N,hav,farraige
155,Bucht::N,vik,bá
156,Bucht::N,vik,cuan
157,Bucht::N,bukt,bá
158,Bucht::N,bukt,cuan
159,Insel::N,ö,inis
160,Insel::N,ö,oileán
161,Blume::N,blomma,bláth
162,Blume::N,blomster,bláth
163,Gras::N,gräs,féar
164,Wurzel::N,rot,rúta
165,Wurzel::N,rot,fréamh
166,Baum::N,träd,crann
167,Stamm::N,stam,stoc
168,Stamm::N,stam,tamhan
169,Rinde::N,bark,coirt
170,Rinde::N,bark,craiceann
171,Ast::N,gren,géag
172,Zweig::N,kvist,géag
173,Zweig::N,kvist,craobh
174,Blatt::N,löv,duille
175,Blatt::N,löv,duilleog
176,Blatt::N,blad,duille
177,Blatt::N,blad,duilleog
178,Birke::N,björk,beith
179,Birke::N,björk,crann beithe
180,Kiefer[Baum]::N,tall,péine
181,Weide[Baum]::N,pil,saileach
182,Weide[Baum]::N,vide,saileach
183,Tanne::N,gran,giúis
184,Horn::N,horn,adharc
185,Feder::N,fjäder,cleite
186,Fell::N,fäll,clúmh
187,Fell::N,skinn,clúmh
188,Flügel::N,vinge,eite
189,Flügel::N,vinge,sciathán
190,Klaue::N,klöv,crúb
191,Klaue::N,klöv,crobh
192,Kralle::N,klo,crobh
193,Schwanz::N,svans,eireaball
194,Schwanz::N,stjärt,eireaball
195,Ei::N,ägg,ubh
196,Nest::N,rede,nead
197,Nest::N,näste,nead
198,Bau::N,bo,brocais
199,Tier::N,djur,ainmhí
200,Tier::N,djur,beithíoch
201,Herde::N,flock,tréad
202,Kuh::N,ko,bó
203,Bulle::N,tjur,tarbh
204,Pferd::N,häst,each
205,Pferd::N,häst,capall
206,Schaf::N,får,caora
207,Schwein::N,svin,muc
208,Hund::N,hund,madra
209,Katze::N,katt,cat
210,Bär::N,björn,béar
211,Eichhörnchen::N,ekorre,iora
212,Elch::N,älg,eilc
213,Fuchs::N,räv,sionnach
214,Fuchs::N,räv,madra rua
215,Hase::N,hare,giorria
216,Maus::N,mus,luch
217,Wolf::N,varg,mac tíre
218,Vogel::N,fågel,éan
219,Schwarm::N,svärm,saithe
220,Huhn::N,höns,cearc
221,Hahn::N,tupp,coileach
222,Gans::N,gås,gé
223,Adler::N,örn,iolar
224,Ente::N,anka,lacha
225,Eule::N,uggla,ulchabhán
226,Kranich::N,trana,grús
227,Krähe::N,kråka,caróg
228,Krähe::N,kråka,préachán
229,Kuckuck::N,gök,cuach
230,Schwan::N,svan,eala
231,Fisch::N,fisk,iasc
232,Barsch::N,abborre,péirse
233,Hecht::N,gädda,liús
234,Schlange[Tier]::N,orm,nathair
235,Wurm::N,mask,péist
236,Spinne::N,spindel,damhán alla
237,Ameise::N,myra,seangán
238,Laus::N,lus,míol
239,Mücke::N,mygga,muiscít
240,Mücke::N,mygga,corrmhíol
241,Fliege::N,fluga,cuil
242,Fliege::N,fluga,cuileog
243,Schmetterling::N,fjäril,féileacán
244,Beere::N,bär,caor
245,Apfel::N,äpple,úll
246,Pilz::N,svamp,beacán
247,Pilz::N,svamp,muisiriún
248,Zwiebel::N,lök,oinniún
249,Saat::N,sådd,síol
250,Korn::N,korn,gráinne
251,Heu::N,hö,féar
252,Schale::N,skal,scaimh
253,Grube::N,grop,poll
254,Falle::N,fälla,gaiste
255,Schlinge::N,snara,sealán
256,Spur::N,spår,rian
257,Asche::N,aska,luaith
258,Dreck::N,lort,salachar
259,Eisen::N,järn,iarann
260,Gold::N,guld,ór
261,Silber::N,silver,airgead
262,Kohle::N,kol,gual
263,Glas::N,glas,gloine
264,Lehm::N,lera,cré
265,Sand::N,sand,gaineamh
266,Mensch::N,människa,duine
267,Mann::N,man,fear
268,Frau::N,kvinna,bean
269,Kind::N,barn,gasúr
270,Kind::N,barn,páiste
271,Junge::N,pojke,buachaill
272,Mädchen::N,flicka,cailín
273,Familie::N,familj,teaghlach
274,Familie::N,familj,comhluadar
275,Großvater::N,morfar,seanathair
276,Großmutter::N,farmor,seanmháthair
277,Eltern::N,föräldrar,tuismitheoirí
278,Vater::N,far,athair
279,Mutter::N,mor,máthair
280,Sohn::N,son,mac
281,Tochter::N,dotter,iníon
282,Bruder::N,bror,deartháir
283,Schwester::N,syster,deirfiúr
284,Onkel::N,morbror,uncail
285,Tante::N,tant,aintín
286,Ehemann::N,äkta man,fear céile
287,Ehefrau::N,hustru,bean chéile
288,Freude::N,fröjd,áthas
289,Freude::N,glädje,áthas
290,Gelächter::N,åtlöje,gáire
291,Glück::N,lycka,séan
292,Glück::N,lycka,sonas
293,Kummer::N,sorg,brón
294,Kummer::N,sorg,buairt
295,Wunsch::N,önskan,guí
296,Wunsch::N,önskan,achainí
297,Lust::N,lust,fonn
298,Geist::N,ande,meon
299,Geist::N,ande,spiorad
300,Gedanke::N,tanke,smaoineamh
301,Gedächtnis::N,minne,cuimhne
302,Verstand::N,förstånd,ciall
303,Verstand::N,förstånd,intinn
304,Sinn::N,mening,brí
305,Sinn::N,mening,ciall
306,Sinn::N,betydelse,brí
307,Sinn::N,betydelse,ciall
308,Grund::N,skäl,fáth
309,Grund::N,grund,fáth
310,Wahrheit::N,sanning,fírinne
311,Gespräch::N,samtal,comhrá
312,Märchen::N,saga,scéal
313,Erzählung::N,berättelse,scéal
314,Nachricht::N,meddelande,teachtaireacht
315,Neuigkeit::N,nyhet,scéala
316,Name::N,namn,ainm
317,Rätsel::N,gåta,tomhas
318,Rede::N,tal,óráid
319,Rede::N,tal,aitheasc
320,Sprache::N,språk,teanga
321,Stimme::N,stämma,guth
322,Wort::N,ord,focal
323,Zeichen::N,tecken,comhartha
324,Ruf::N,rop,glaoch
325,Lärm::N,bråk,torann
326,Lärm::N,oväsen,torann
327,Laut::N,ljud,fuaim
328,Ton::N,ton,ton
329,Lied::N,sång,amhrán
330,Ruhe::N,ro,suaimhneas
331,Ruhe::N,lugn,suaimhneas
332,Leute::N,folk,muintir
333,Volk::N,folk,pobal
334,Arbeit::N,arbete,obair
335,Gast::N,gäst,aoi
336,Geschenk::N,gåva,féirín
337,Geschenk::N,gåva,bronntanas
338,Geschenk::N,present,féirín
339,Geschenk::N,present,bronntanas
340,Spiel::N,lek,cluiche
341,Spiel::N,spel,cluiche
342,Gesellschaft::N,sällskap,comhluadar
343,Hilfe::N,hjälp,cúnamh
344,Hilfe::N,hjälp,cabhair
345,Freund::N,vän,cara
346,Kamerad::N,kamrat,comrádaí
347,Angelegenheit::N,ärende,ábhar
348,Angelegenheit::N,angelägenhet,ábhar
349,Anzahl::N,antal,líon
350,Art::N,art,sórt
351,Art::N,art,saghas
352,Art::N,slag,sórt
353,Art::N,slag,saghas
354,Stück::N,stycke,píosa
355,Teil::N,del,cuid
356,Teil::N,del,páirt
357,Hälfte::N,halva,leath
358,Kreis::N,krets,ciorcal
359,Kreis::N,cirkel,ciorcal
360,Kreuz::N,kors,cros
361,Kreuz::N,kryss,cros
362,Linie::N,linje,líne
363,Strich::N,streck,stríoc
364,Abstand::N,avstånd,achar
365,Entfernung::N,avstånd,fad
366,Gegend::N,trakt,ceantar
367,Platz::N,plats,áit
368,Platz::N,plats,spás
369,Ort::N,plats,áit
370,Ort::N,ställe,áit
371,Seite::N,sida,taobh
372,Mitte::N,mitt,lár
373,Gegenstand::N,föremål,ball
374,Gegenstand::N,föremål,ábhar
375,Sache::N,sak,ní
376,Sache::N,sak,rud
377,Rand::N,rand,imeall
378,Rand::N,rand,ciumhais
379,Kante::N,kant,corr
380,Kante::N,kant,colbha
381,Ecke::N,vrå,coirnéal
382,Ecke::N,hörn,coirnéal
383,Spitze::N,spets,gob
384,Spitze::N,spets,barr
385,Ende::N,ända,ceann
386,Ende::N,ända,foirceann
387,Loch::N,hål,poll
388,Winkel::N,vinkel,cúinne
389,Winkel::N,vinkel,uillinn
390,Muster::N,mönster,patrún
391,Größe::N,storlek,méid
392,Größe::N,storlek,toise
393,Länge::N,längd,fad
394,Höhe::N,höjd,airde
395,Gewicht::N,tyngd,meáchan
396,Menge::N,mängd,méid
397,Haufen::N,hög,cnap
398,Reihe::N,rad,líne
399,Reihe::N,rad,sraith
400,Boot::N,båt,bád
401,Ruder::N,åra,rámh
402,Ruder::N,åra,maide rámha
403,Schlitten::N,släde,carr sleamhnáin
404,Ski::N,skida,scí
405,Lagerfeuer::N,lägereld,tine champa
406,Last::N,last,ualach
407,Last::N,börda,ualach
408,Gang::N,gång,siúlóid
409,Schritt::N,steg,céim
410,Schritt::N,steg,coiscéim
411,Norden::N,norr,tuaisceart
412,Süden::N,söder,deisceart
413,Westen::N,väster,iarthar
414,Osten::N,öster,oirthear
415,Holz::N,trä,adhmad
416,Brett::N,bräda,clár
417,Platte::N,platta,leac
418,Stütze::N,stöd,taca
419,Stütze::N,stötta,taca
420,Stange::N,stång,polla
421,Stange::N,stång,cuaille
422,Stock::N,käpp,bata
423,Stock::N,käpp,maide
424,Stock::N,pinne,bata
425,Stock::N,pinne,maide
426,Stab::N,stav,maide
427,Stab::N,stav,bachall
428,Rohr::N,rör,píopa
429,Haus::N,hus,teach
430,Heim::N,hem,baile
431,Ofen::N,ugn,sornóg
432,Fußboden::N,golv,urlár
433,Tisch::N,bord,bord
434,Tisch::N,bord,tábla
435,Stuhl::N,stol,cathaoir
436,Wiege::N,vagga,cliabhán
437,Bett::N,säng,leaba
438,Regal::N,hylla,seilf
439,Kiste::N,låda,bosca
440,Fenster::N,fönster,fuinneoig
441,Tür::N,dörr,doras
442,Tor::N,port,geata
443,Zaun::N,staket,fál
444,Zaun::N,staket,claí
445,Zaun::N,stängsel,fál
446,Zaun::N,stängsel,claí
447,Dach::N,tak,díon
448,Leiter::N,stege,dréimire
449,Besen::N,kvast,scuab
450,Spaten::N,spade,spád
451,Spaten::N,spade,rámhainn
452,Schaufel::N,skovel,sluasaid
453,Schaufel::N,skyffel,sluasaid
454,Gabel::N,gaffel,forc
455,Gabel::N,gaffel,gabhlóg
456,Löffel::N,sked,spúnóg
457,Messer::N,kniv,scian
458,Nagel::N,spik,tairne
459,Netz::N,nät,líon
460,Netz::N,nät,eangach
461,Haken::N,krok,croch
462,Griff::N,tag,cos
463,Griff::N,tag,hanla
464,Griff::N,handtag,cos
465,Griff::N,handtag,hanla
466,Schloss::N,las,glas
467,Bild::N,bild,pictiúr
468,Figur::N,figur,fíor
469,Puppe::N,docka,bábóg
470,Beutel::N,påse,mála
471,Beutel::N,påse,mealbhóg
472,Bündel::N,bunt,beart
473,Bündel::N,knippa,beart
474,Tasche::N,väska,mála
475,Eimer::N,hink,buicéad
476,Eimer::N,ämbar,buicéad
477,Deckel::N,lock,clár
478,Deckel::N,lock,claibín
479,Geschirr::N,servis,soithí
480,Geschirr::N,servis,gréithe
481,Geschirr::N,porslin,soithí
482,Geschirr::N,porslin,gréithe
483,Sack::N,säck,sac
484,Sack::N,säck,mála
485,Tasse::N,kopp,cupán
486,Topf::N,gryta,pota
487,Topf::N,kastrull,pota
488,Kessel::N,kittel,citeal
489,Essen::N,mål,béile
490,Nahrung::N,näring,bia
491,Speise::N,maträtt,mias
492,Fleisch::N,kött,feoil
493,Getreide::N,säd,grán
494,Getreide::N,säd,arbhar
495,Getreide::N,spannmål,grán
496,Getreide::N,spannmål,arbhar
497,Brei::N,gröt,brúitín
498,Brot::N,bröd,arán
499,Scheibe::N,skiva,píosa
500,Scheibe::N,skiva,slisne
501,Fett::N,fett,saill
502,Fett::N,fett,méathras
503,Butter::N,smör,im
504,Öl::N,olja,ola
505,Salz::N,salt,salann
506,Suppe::N,soppa,sú
507,Suppe::N,soppa,anraith
508,Honig::N,honung,mil
509,Milch::N,mjölk,bainne
510,Tee::N,te,tae
511,Leder::N,läder,leathar
512,Wolle::N,ull,olann
513,Wolle::N,ylle,olann
514,Stoff::N,tyg,éadach
515,Stoff::N,stoff,éadach
516,Nadel::N,nål,snáthaid
517,Faden::N,tråd,snáth
518,Knopf::N,knapp,cnaipe
519,Knoten::N,knut,snaidhm
520,Farbe::N,färg,péint
521,Kleidung::N,klädsel,éadaí
522,Hemd::N,skjorta,léine
523,Kragen::N,krage,bóna
524,Ärmel::N,ärm,muinchille
525,Hose::N,byxor,bríste
526,Hose::N,byxor,treabhsar
527,Gürtel::N,bälte,crios
528,Mütze::N,mössa,caipín
529,Schuh::N,sko,bróg
530,Stiefel::N,stövel,buatais
531,Ring::N,ring,fáinne
532,Band::N,band,ribín
533,Kamm::N,kam,cíor
534,Spiegel::N,spegel,scáthán
535,Riemen::N,rem,iall
536,Riemen::N,rem,strapa
537,Schnur::N,snöre,téad
538,Schnur::N,snöre,sreangán
539,Leine::N,lina,iall
540,Decke::N,täcke,pluid
541,Decke::N,täcke,blaincéad
542,Kissen::N,dyna,piliúr
543,Kissen::N,dyna,adhartán
544,Kissen::N,kudde,piliúr
545,Kissen::N,kudde,adhartán
546,Tuch::N,sjal,scaif
547,Handtuch::N,handduk,tuáille
548,Kraft::N,kraft,fórsa
549,Stärke::N,styrka,neart
550,Gesundheit::N,hälsa,sláinte
551,Krankheit::N,sjukdom,tinneas
552,Krankheit::N,sjukdom,breoiteacht
553,Schmerz::N,smärta,pian
554,Wunde::N,sår,goin
555,Fieber::N,feber,fiabhras
556,Arznei::N,medicin,cógas
557,Arznei::N,läkemedel,cógas
558,Brücke::N,bro,droichead
559,Brunnen::N,brunn,tobar
560,Weide::N,bete,féarach
561,Pfad::N,stig,cosán
562,Pfad::N,stig,conair
563,Weg::N,väg,slí
564,Weg::N,väg,bealach
565,Straße::N,gata,bóthar
566,Dorf::N,by,sráidbhaile
567,Stadt::N,stad,baile
568,Stadt::N,stad,cathair
569,Brief::N,brev,litir
570,Buch::N,bok,cín
571,Buch::N,bok,leabhar
572,Buchstabe::N,bokstav,litir
573,Zeitung::N,tidning,nuachtán
574,Leben::N,liv,saol
575,Leben::N,liv,beatha
576,Tod::N,död,bás
577,Grab::N,grav,uaigh
578,Kirche::N,kyrka,eaglais
579,Sünde::N,synd,peaca
580,Gott::N,gud,dia
581,Arbeiter::N,arbetare,oibrí
582,Chef::N,chef,saoiste
583,Chef::N,chef,ceannasaí
584,Meister::N,mästare,máistir
585,Arzt::N,läkare,lia
586,Arzt::N,läkare,dochtúir
587,Lehrer::N,lärare,oide
588,Lehrer::N,lärare,múinteoir
589,Geld::N,pengar,airgead
590,Geschäft::N,rörelse,gnó
591,Laden::N,affär,siopa
592,Preis::N,pris,praghas
593,Ware::N,vara,earra
594,Nutzen::N,gagn,tairbhe
595,Nutzen::N,nytta,tairbhe
596,Reichtum::N,rikedom,rachmas
597,Reichtum::N,rikedom,saibhreas
598,Welt::N,värld,domhan
599,Land::N,land,tír
600,Staat::N,stat,stát
601,König::N,kung,rí
602,König::N,konung,rí
603,Macht::N,makt,cumhacht
604,Grenze::N,gräns,críoch
605,Grenze::N,gräns,teorainn
606,Krieg::N,krig,cogadh
607,Feind::N,fiende,namhaid
608,Gewalt::N,våld,foréigean
609,Kampf::N,kamp,troid
610,Kampf::N,strid,troid
611,Bogen[Waffe]::N,båge,bogha
612,Pfeil::N,pil,saighead
613,Gewehr::N,gevär,gunna
614,Fehler::N,fel,botún
615,Fehler::N,fel,meancóg
616,Lüge::N,lögn,bréag
617,Lüge::N,lögn,éitheach
618,Schaden::N,skada,dochar
619,Schaden::N,skada,damáiste
620,Unglück::N,otur,drochrath
621,Unglück::N,olycka,drochrath
622,Schuld::N,skuld,locht
623,Schuld::N,skuld,milleán
624,Alter::N,ålder,aois
625,Schluss::N,slut,deireadh
626,Zeit::N,tid,am
627,Zeit::N,tid,aimsir
628,Tag::N,dag,lá
629,Morgen::N,morgon,maidin
630,Mittag::N,middag,nóin
631,Abend::N,kväll,tráthnóna
632,Nacht::N,natt,oíche
633,Woche::N,vecka,seachtain
634,Monat::N,månad,mí
635,Jahr::N,år,bliain
636,Frühling::N,vår,earrach
637,Sommer::N,sommar,samhradh
638,Herbst::N,höst,fómhar
639,Winter::N,vinter,geimhreadh
640,Januar::N,januari,Eanáir
641,Februar::N,februari,Feabhra
642,März::N,mars,Márta
643,April::N,april,Aibreán
644,Mai::N,maj,Bealtaine
645,Juni::N,juni,Meitheamh
646,Juli::N,juli,Iúil
647,August::N,augusti,Lúnasa
648,September::N,september,Meán Fómhair
649,Oktober::N,oktober,Deireadh Fómhair
650,November::N,november,Samhain
651,November::N,november,Mí na Samhna
652,Dezember::N,december,Mí na Nollag
653,Montag::N,måndag,Luan
654,Montag::N,måndag,Dé Luain
655,Dienstag::N,tisdag,Máirt
656,Dienstag::N,tisdag,Dé Máirt
657,Mittwoch::N,onsdag,Céadaoin
658,Mittwoch::N,onsdag,Dé Céadaoin
659,Donnerstag::N,torsdag,Déardaoin
660,Freitag::N,fredag,Aoine
661,Freitag::N,fredag,Dé hAoine
662,Samstag::N,lördag,Satharn
663,Samstag::N,lördag,Dé Sathairn
664,Sonntag::N,söndag,Domhnach
665,Sonntag::N,söndag,Dé Domhnaigh
666,groß::A,stor,mór
667,klein::A,liten,beag
668,lang::A,lång,fada
669,kurz::A,kort,gearr
670,kurz::A,kort,gairid
671,breit::A,bred,leathan
672,breit::A,bred,fairsing
673,schmal::A,smal,cúng
674,dicht::A,tät,dlúth
675,dick[Gegenstand]::A,tjock,tiubh
676,dünn::A,tunn,caol
677,dünn::A,tunn,tanaí
678,fein::A,fin,scáinte
679,fein::A,fin,fíneálta
680,fest::A,fast,daingean
681,flach::A,platt,cothrom
682,glatt::A,glatt,mín
683,glatt::A,glatt,sleamhain
684,hart::A,hård,crua
685,weich::A,mjuk,bog
686,rund::A,rund,cruinn
687,spitz::A,toppig,gobach
688,spitz::A,toppig,biorach
689,spitz::A,spetsig,gobach
690,spitz::A,spetsig,biorach
691,scharf::A,vass,géar
692,scharf::A,vass,faobhrach
693,scharf::A,skarp,géar
694,scharf::A,skarp,faobhrach
695,stumpf::A,slö,maol
696,schwer::A,tung,trom
697,schön::A,skön,álainn
698,schön::A,vacker,álainn
699,heiß::A,het,te
700,warm::A,varm,te
701,kalt::A,kall,fuar
702,kühl::A,sval,fionnuar
703,kühl::A,kylig,fionnuar
704,frisch::A,färsk,úr
705,frisch::A,färsk,friseáilte
706,feucht::A,fuktig,tais
707,nass::A,våt,fliuch
708,trocken::A,torr,tirim
709,voll::A,full,lán
710,leer::A,tom,folamh
711,offen::A,öppen,oscailte
712,geschlossen::A,stängd,dúnta
713,geschlossen::A,stängd,druidte
714,sauber::A,ren,glan
715,schmutzig::A,snuskig,salach
716,roh::A,rå,amh
717,reif::A,mogen,aibí
718,lecker::A,läcker,blasta
719,süß::A,söt,milis
720,bitter::A,besk,searbh
721,bitter::A,bitter,searbh
722,sauer::A,sur,géar
723,sauer::A,sur,searbh
724,hell::A,ljus,geal
725,hell::A,ljus,soilseach
726,dunkel::A,mörk,dorcha
727,schwarz::A,svart,dubh
728,weiß::A,vit,bán
729,rot::A,röd,dearg
730,gelb::A,gul,buí
731,blau::A,blå,gorm
732,grün::A,grön,glas
733,grün::A,grön,uaine
734,grau::A,grå,liath
735,bunt::A,brokig,ildathach
736,bunt::A,brokig,dathannach
737,billig::A,billig,saor
738,teuer::A,dyr,daor
739,teuer::A,dyr,costasach
740,wertvoll::A,värdefull,luachmhar
741,blind::A,blind,dall
742,blind::A,blind,caoch
743,taub::A,döv,bodhar
744,kräftig::A,kraftig,cumhachtach
745,stark::A,stark,tréan
746,stark::A,stark,láidir
747,schwach::A,svag,lag
748,schwach::A,svag,fann
749,fett::A,fet,ramhar
750,schlank::A,slank,caol
751,schlank::A,slank,seang
752,hübsch::A,snygg,álainn
753,hübsch::A,snygg,dathúil
754,hübsch::A,vacker,álainn
755,hübsch::A,vacker,dathúil
756,böse::A,ond,olc
757,böse::A,elak,olc
758,dumm::A,dum,dúr
759,dumm::A,dum,amaideach
760,faul::A,lat,falsa
761,faul::A,lat,leisciúil
762,fleißig::A,flitig,dícheallach
763,geizig::A,snål,barainneach
764,geizig::A,snål,sprionlaithe
765,geizig::A,girig,barainneach
766,geizig::A,girig,sprionlaithe
767,klug::A,klok,cliste
768,geschickt::A,händig,oilte
769,geschickt::A,händig,ealaíonta
770,geschickt::A,skicklig,oilte
771,geschickt::A,skicklig,ealaíonta
772,lieb::A,kär,dil
773,lieb::A,kär,dílis
774,lieb::A,snäll,dil
775,lieb::A,snäll,dílis
776,lustig::A,rolig,aerach
777,lustig::A,rolig,meidhreach
778,lustig::A,lustig,aerach
779,lustig::A,lustig,meidhreach
780,sanft::A,mild,bog
781,sanft::A,mild,séimh
782,hungrig::A,hungrig,ocrach
783,krank::A,sjuk,tinn
784,krank::A,sjuk,breoite
785,nackt::A,naken,nocht
786,traurig::A,ledsen,brónach
787,traurig::A,sorgsen,brónach
788,lebendig::A,levande,beo
789,gut::A,bra,maith
790,schlecht::A,dålig,dona
791,schlecht::A,dålig,droch-
792,richtig::A,riktig,ceart
793,schlimm::A,illa,gránna
794,schlimm::A,illa,tubaisteach
795,wahr::A,sann,fíor
796,alt::A,gammal,sean
797,neu::A,ny,úr
798,neu::A,ny,nua
799,ehemalig::A,forn,iar-
800,ehemalig::A,forn,sean-
801,ehemalig::A,tidigare,iar-
802,ehemalig::A,tidigare,sean-
803,alt[Lebewesen]::A,gammal,sean
804,alt[Lebewesen]::A,gammal,aosta
805,jung::A,ung,óg
806,arm::A,fattig,bocht
807,reich::A,rik,saibhir
808,reich::A,rik,rachmasach
809,bekannt::A,känd,atá eolas air
810,berühmt::A,berömd,cailiúil
811,berühmt::A,berömd,clúiteach
812,fremd::A,främmande,coimhthíoch
813,verschieden::A,åtskillig,éagsúil
814,verschieden::A,åtskillig,difriúil
815,nah::A,nära,gar
816,nah::A,nära,deas
817,fern::A,fjärran,i bhfad uainn
818,fern::A,fjärran,i bhfad i gcéin
819,linker::A,vänster,clé
820,rechter::A,höger,deas
821,anderer::A,annan,eile
822,erster::A,första,céad
823,zweiter::A,andra,dóú
824,zweiter::A,andra,dara
825,dritter::A,tredje,tríú
826,dritter::A,tredje,treas
827,letzter::A,sist,déanach
828,letzter::A,sist,deireanach
829,allein::ADV,allena,i d'aonar
830,auf einmal::ADV,på en gång,ag an am céanna
831,zusammen::ADV,tillsammans,le chéile
832,zusammen::ADV,tillsammans,in eineacht
833,lange::ADV,länge,fada
834,plötzlich::ADV,plötsligt,go tobann
835,plötzlich::ADV,plötsligt,i dtobainne
836,sofort::ADV,strax,ar an toirt
837,sofort::ADV,strax,ar an bpointe
838,sofort::ADV,genast,ar an toirt
839,sofort::ADV,genast,ar an bpointe
840,später::ADV,senare,níos déanaí
841,jetzt::ADV,nu,anois
842,heute::ADV,i dag,inniu
843,morgen::ADV,i morgon,amárach
844,bald::ADV,snart,go luath
