,Concept_ID,ka,ko
265,Grund::N,მიზეზი,까닭
266,Wahrheit::N,სიმართლე,참
267,Wahrheit::N,სიმართლე,진실
268,Wahrheit::N,ჭეშმარიტება,참
269,Wahrheit::N,ჭეშმარიტება,진실
270,Gespräch::N,ბაასი,대화
271,Gespräch::N,საუბარი,대화
272,Märchen::N,არაკი,동화
273,Märchen::N,ზღაპარი,동화
274,Erzählung::N,თქმულება,이야기
275,Nachricht::N,ცნობა,
276,Nachricht::N,ამბავი,
277,Neuigkeit::N,სიახლე,뉴스
278,Name::N,სახელი,이름
279,Rätsel::N,გამოცანა,수수께끼
280,Rede::N,სიტყვა,연설
281,Sprache::N,ენა,말
282,Stimme::N,ხმა,목소리
283,Wort::N,სიტყვა,낱말
284,Zeichen::N,ნიშანი,신호
285,Ruf::N,ძახილი,부름
286,Lärm::N,ხმაური,소동
287,Laut::N,ხმა,음성
288,Laut::N,ბგერა,음성
289,Ton::N,ტონი,목소리
290,Lied::N,სიმღერა,노래
291,Ruhe::N,სიწყნარე,쉼
292,Leute::N,ადამიანები,사람들
293,Volk::N,ერი,국중
294,Volk::N,ხალხი,국중
295,Arbeit::N,მუშაობა,근로
296,Arbeit::N,მუშაობა,너무
297,Gast::N,სტუმარი,손님
298,Geschenk::N,საჩუქარი,행하
299,Spiel::N,თამაში,무리
300,Gesellschaft::N,საზოგადოება,교제
301,Hilfe::N,შველა,거들음
302,Hilfe::N,შველა,보좌
303,Hilfe::N,დახმარება,거들음
304,Hilfe::N,დახმარება,보좌
305,Freund::N,მეგობარი,친구
306,Kamerad::N,ამხანაგი,동실자
307,Angelegenheit::N,საქმე,용무
308,Anzahl::N,ოდენობა,어떤
309,Anzahl::N,ოდენობა,수
310,Art::N,სახეობა,정류
311,Stück::N,ნატეხი,일부분
312,Teil::N,წილი,몱
313,Teil::N,წილი,구훠
314,Hälfte::N,ნახევარი,2분의
315,Kreis::N,წრე,고리
316,Kreuz::N,ჯვარი,열십자
317,Linie::N,ხაზი,선
318,Strich::N,შტრიხი,스침
319,Abstand::N,მანძილი,거리
320,Entfernung::N,სიშორე,거리
321,Gegend::N,არე,곳
322,Gegend::N,არე,부금
323,Gegend::N,მხარე,곳
324,Gegend::N,მხარე,부금
325,Platz::N,ფართობი,장소
326,Ort::N,ადგილი,장소
327,Seite::N,მხარე,옆면
328,Mitte::N,შუა,궁간
329,Gegenstand::N,საგანი,항목
330,Sache::N,ნივთი,뭉에
331,Rand::N,კიდე,가
332,Kante::N,ნაწიბული,귀퉁
333,Ecke::N,კუთხე,구석
334,Spitze::N,წვეტი,끝
335,Spitze::N,წვეტი,참단
336,Ende::N,ბოლო,말당
337,Loch::N,ხვრელი,빙옷
338,Winkel::N,კუთხე,각도
339,Muster::N,მოხატულობა,본
340,Muster::N,მოხატულობა,견복
341,Größe::N,ზომა,신장
342,Größe::N,სიდიდე,신장
343,Länge::N,სიგრძე,길이긺
344,Höhe::N,სიმაღლე,높이
345,Gewicht::N,წონა,추
346,Menge::N,რაოდენობა,수양
347,Haufen::N,გროვა,퇴적
348,Reihe::N,რიგი,열
349,Reihe::N,წყება,열
350,Boot::N,გემი,보트
351,Ruder::N,ხოფი,노
352,Ruder::N,ნიჩაბი,노
353,Schlitten::N,მარხილი,썰매
354,Ski::N,თხილამური,스키
355,Lagerfeuer::N,კოცონი,캠프의 모닥불
356,Last::N,ტვირთი,무거운짐
357,Gang::N,სვლა,걸음
358,Schritt::N,ბიჯი,보조
359,Norden::N,ჩრდილოეთი,북쪽 
360,Süden::N,სამხრეთი,남쪽
361,Westen::N,დასავლეთი,서쪽
362,Osten::N,აღმოსავლეთი,동쪽
363,Holz::N,ხე,목재
364,Brett::N,დაფა,마루널
365,Brett::N,ფიცარი,마루널
366,Platte::N,თლილი ქვა,탤
367,Platte::N,თლილი ქვა,금속판
368,Stütze::N,საყრდენი,버팀목
369,Stange::N,ჭოკი,장대
370,Stock::N,კეტი,막대기
371,Stab::N,ლატანი,작대기
372,Rohr::N,მილაკი,갈대
373,Haus::N,სახლი,집
374,Heim::N,ოჯახის კერა,집
375,Ofen::N,ღუმელი,아궁이
376,Fußboden::N,იატაკი,마루
377,Tisch::N,სუფრა,탁자
378,Tisch::N,მაგიდა,탁자
379,Stuhl::N,სკამი,의자
380,Wiege::N,აკვანი,발상지
381,Bett::N,საწოლი,침대
382,Bett::N,სარეცელი,침대
383,Regal::N,თაროები,서가
384,Kiste::N,ყუთი,짐궤
385,Kiste::N,სკივრი,짐궤
386,Fenster::N,ფანჯარა,눔
387,Fenster::N,სარკმელი,눔
388,Tür::N,ბჭე,문
389,Tür::N,კარი,문
390,Tor::N,ჭიშკარი,대문
391,Zaun::N,ღობე,담장
392,Zaun::N,გალავანი,담장
393,Dach::N,სახურავი,지붕
394,Leiter::N,კიბე,사닥다리
395,Besen::N,ცოცხი,비
396,Spaten::N,ნიჩაბი,가래
397,Schaufel::N,ბარი,삽
398,Gabel::N,ჩანგალი,갈래
399,Löffel::N,კოვზი,숟가락
400,Messer::N,დანა,나이프
401,Nagel::N,ლურსმანი,발툽
402,Netz::N,ბადე,그물
403,Haken::N,კავი,갈고리
404,Haken::N,კაუჭი,갈고리
405,Griff::N,ტარი,움켜쥠
406,Schloss::N,კლიტე,자물쇠
407,Schloss::N,საკეტი,자물쇠
408,Bild::N,სურათი,그림
409,Figur::N,ფიგურა,몸메
410,Puppe::N,თოჯინა,인형
411,Beutel::N,პარკი,클
412,Bündel::N,გალა,자근다발
413,Bündel::N,ასხმა,자근다발
414,Tasche::N,ჩანთა,가방
415,Eimer::N,ჩამჩა,동이
416,Deckel::N,ხუფი,뚜껑
417,Deckel::N,სარქველი,뚜껑
418,Geschirr::N,ჭურჭელი,식시
419,Sack::N,ტომარა,조갑
420,Tasse::N,ფინჯანი,차잔
421,Topf::N,ქოთანი,단지
422,Kessel::N,ქვაბი,주전자
423,Essen::N,ჭამა,먹기
424,Nahrung::N,საზრდო,식료
425,Nahrung::N,საკვები,식료
426,Speise::N,საჭმელი,음식물
427,Fleisch::N,ხორცი,고기
428,Getreide::N,მარცვლოვანი,곡물
429,Brei::N,ფაფა,젤리
430,Brot::N,პური,빵
431,Scheibe::N,ნაჭერი,원반
432,Fett::N,ქონი,기름
433,Fett::N,ცხიმი,기름
434,Butter::N,კარაქი,버터
435,Öl::N,ზეთი,올리브유
436,Salz::N,მარილი,소금
437,Suppe::N,სუფი,국
438,Suppe::N,სუფი,수프
439,Honig::N,თაფლი,감미
440,Milch::N,რძე,유즙
441,Tee::N,ჩაი,차
442,Leder::N,ტყავი,가죽
443,Wolle::N,მატყლი,양털
444,Stoff::N,ქსოვილი,패료
445,Nadel::N,ნემსი,바늘
446,Faden::N,ძაფი,콘실
447,Faden::N,მკედი,콘실
448,Knopf::N,ღილი,단추
449,Knoten::N,ნასკვი,곁절
450,Farbe::N,საღებავი,색
451,Kleidung::N,ტანსაცმელი,옷입기
452,Hemd::N,ხალათი,속옷
453,Hemd::N,პერანგი,속옷
454,Kragen::N,საყელო,깃
455,Ärmel::N,სახელო,소매
456,Hose::N,შარვალი,바지
457,Gürtel::N,ქამარი,밴드
458,Mütze::N,ქუდი,모자
459,Schuh::N,ფეხსაცმელი,구두
460,Stiefel::N,ჩექმა,장화
461,Ring::N,ბეჭედი,고리
462,Band::N,ბაფთი,리본
463,Kamm::N,სავარცხელი,빗
464,Spiegel::N,სარკე,거울
465,Riemen::N,ღვედი,가죽끈
466,Schnur::N,ლარი,밧줄
467,Leine::N,ჯაჭვი,고삐줄
468,Decke::N,საბანი,이부자리
469,Kissen::N,ბალიში,깔개
470,Tuch::N,მაუდი,천
471,Tuch::N,თავშალი,천
472,Handtuch::N,ხელსახოცი,수건
473,Kraft::N,ძალა,세력
474,Stärke::N,ღონე,힘
475,Gesundheit::N,ჯანმრთელობა,위생
476,Krankheit::N,სენი,병
477,Krankheit::N,ავადმყოფობა,병
478,Schmerz::N,ტკივილი,아픔고통
479,Wunde::N,იარი,상처
480,Wunde::N,ჭრილობა,상처
481,Fieber::N,ციება,열별
482,Arznei::N,წამალი,약
483,Brücke::N,ხიდი,교량
484,Brunnen::N,ჭა,원천
485,Weide::N,საძოვარი,목장
486,Pfad::N,ბილიკი,좁은길
487,Weg::N,გზა,길
488,Straße::N,შარაგზა,길
489,Dorf::N,დაბა,촌
490,Dorf::N,დაბა,촌락
491,Dorf::N,სოფელი,촌
492,Dorf::N,სოფელი,촌락
493,Stadt::N,ქალაქი,도시
494,Brief::N,წერილი,서한
495,Buch::N,წიგნი,책
496,Buchstabe::N,ასო,문자
497,Zeitung::N,გაზეთი,신문
498,Leben::N,სიცოცხლე,삶
499,Tod::N,სიკვდილი,죽음
500,Grab::N,სამარე,무덤
501,Grab::N,საფლავი,무덤
502,Kirche::N,ეკლესია,교회
503,Sünde::N,ცოდვა,부정
504,Gott::N,ღმერთი,하느님
505,Arbeiter::N,მუშა,일하는사람
506,Chef::N,გამგე,사장
507,Meister::N,ოსტატი,명인
508,Meister::N,ოსტატი,대가
509,Arzt::N,ექიმი,의사
510,Arzt::N,მკურნალი,의사
511,Lehrer::N,მასწავლებელი,교사
512,Geld::N,ფული,돈
513,Geschäft::N,საქმე,일
514,Geschäft::N,ბიზნესი,일
515,Laden::N,დუქანი,가게
516,Laden::N,მაღაზია,가게
517,Preis::N,ფასი,가격
518,Ware::N,საქონელი,상품
519,Nutzen::N,ხეირი,이익
520,Reichtum::N,სიმდიდრე,많음
521,Welt::N,მსოფლიო,세상
522,Land::N,მხარე,지방
523,Land::N,ქვეყანა,지방
524,Staat::N,სახელმწიფო,국가
525,König::N,მეფე,국왕
526,Macht::N,ძლიერება,힘
527,Grenze::N,ზღვარი,국경
528,Krieg::N,ომი,전쟁
529,Feind::N,მტერი,적
530,Gewalt::N,სისასტიკე,권력
531,Kampf::N,ბრძოლა,전투
532,Bogen[Waffe]::N,მშვილდი,활
533,Pfeil::N,ისარი,화살
534,Pfeil::N,მახვილი,화살
535,Gewehr::N,თოფი,무기
536,Gewehr::N,შაშხანა,무기
537,Fehler::N,შეცდომა,오류
538,Lüge::N,სიცრუე,거짓말
539,Schaden::N,ვნება,손상
540,Unglück::N,ხიფათი,불행
541,Unglück::N,უბედურება,불행
542,Schuld::N,ბრალი,부채
543,Alter::N,ასაკი,연령
544,Schluss::N,ბოლო,마감
545,Schluss::N,დასასრული,마감
546,Zeit::N,დრო,때
547,Zeit::N,დრო,시간
548,Tag::N,დღე,하루
549,Morgen::N,დილა,이침
550,Mittag::N,შუადღე,대낮
551,Abend::N,საღამო,저녁
552,Nacht::N,ღამე,밤
553,Woche::N,კვირა,근무일
554,Monat::N,თვე,달
555,Jahr::N,წელი,해
556,Frühling::N,გაზაფხული,봄
557,Sommer::N,ზაფხული,여름
558,Herbst::N,შემოდგომა,가을
559,Winter::N,ზამთარი,겨울
560,Januar::N,იანვარი,일월
561,Februar::N,თებერვალი,이월
562,März::N,მარტი,삼월
563,April::N,აპრილი,사월
564,Mai::N,მაისი,오월
565,Juni::N,ივნისი,유월
566,Juli::N,ივლისი,칠월
567,August::N,აგვისტო,팔월
568,September::N,სექტემბერი,구월
569,Oktober::N,ოქტომბერი,시월
570,November::N,ნოემბერი,십일월
571,Dezember::N,დეკემბერი,십이월
572,Montag::N,ორშაბათი,월요일
573,Dienstag::N,სამშაბათი,화요일
574,Mittwoch::N,ოთხშაბათი,수요일
575,Donnerstag::N,ხუთშაბათი,모교일
576,Freitag::N,პარასკევი,그묘일
577,Samstag::N,შაბათი,토요일
578,Sonntag::N,კვირა,일요일
579,groß::A,დიდი,큰
580,klein::A,მცირე,자근
581,klein::A,პატარა,자근
582,lang::A,გრძელი,긴
583,kurz::A,მოკლე,짧은
584,breit::A,ფართო,넓은
585,breit::A,განიერი,넓은
586,schmal::A,ვიწრო,좁은
587,schmal::A,წვრილი,좁은
588,dicht::A,მჭიდრო,농밀한
589,dick[Gegenstand]::A,სქელი,두꺼운
590,dünn::A,წვრილი,얇은
591,fein::A,თხელი,미세한
592,fest::A,მყარი,굳은
593,flach::A,ბრტყელი,얕은
594,glatt::A,გლუ,반들반들한
595,hart::A,მაგარი,굳은
596,weich::A,რბილი,연한
597,rund::A,მრგვალი,둥근
598,spitz::A,წვეტიანი,뾰족한
599,scharf::A,მჭრელი,날카로운
600,stumpf::A,ბლაგვი,무딘
601,schwer::A,მძიმე,무거운
602,schön::A,ლამაზი,멋진
603,heiß::A,ცხელი,뜨거운
604,warm::A,თბილი,따뜻한
605,kalt::A,ცივი,찬
606,kühl::A,გრილი,서늘한
607,frisch::A,სუფთა,신선한
608,feucht::A,ნოტიო,축축한
609,nass::A,სველი,젖은
610,trocken::A,მშრალი,마른
611,voll::A,სავსე,완전한
612,leer::A,ცარიელი,빈
613,offen::A,ღია,열린
614,offen::A,გაშლილი,열린
615,geschlossen::A,დახურული,닫힌
616,sauber::A,სუფთა,깨끗한
617,sauber::A,წმინდა,깨끗한
618,schmutzig::A,ტალახიანი,더러운
619,roh::A,უმი,날게잇의
620,reif::A,მწიფე,이근
621,lecker::A,გემრიელი,맛있는
622,süß::A,ტკბილი,단
623,bitter::A,მწარე,찌르는듯한
624,sauer::A,მჟავე,산성의
625,hell::A,ნათელი,밝은
626,dunkel::A,ბნელი,어두운
627,schwarz::A,შავი,검은
628,weiß::A,თეთრი,하얀
629,rot::A,წითელი,붉은
630,gelb::A,ყვითელი,황색
631,blau::A,ლურჯი,푸른
632,blau::A,ცისფერი,푸른
633,grün::A,მწვანე,녹색의
634,grau::A,რუხი,회색의
635,grau::A,ნაცრისფერი,회색의
636,bunt::A,ჭრელი,알록달록한
637,bunt::A,ფერადი,알록달록한
638,billig::A,იაფი,싼
639,teuer::A,ძვირი,값비산
640,wertvoll::A,ღირსიანი,가치가많은
641,blind::A,ბრმა,눈먼
642,taub::A,ყრუ,무감간한
643,kräftig::A,ძალავანი,강장한
644,stark::A,ძლიერი,강한
645,stark::A,ღონიერი,강한
646,schwach::A,სუსტი,약한
647,fett::A,სქელი,실찐
648,schlank::A,გამხდარი,호리호리한
649,hübsch::A,ეშხიანი,예쁜
650,hübsch::A,მშვენიერი,예쁜
651,böse::A,ავი,나쁜
652,böse::A,ბოროტი,나쁜
653,dumm::A,ბოთე,어리석은
654,dumm::A,სულელი,어리석은
655,faul::A,ზანტი,너덜너덜한
656,faul::A,ზარმაცი,너덜너덜한
657,fleißig::A,ბეჯითი,근면한
658,fleißig::A,მუყაითი,근면한
659,geizig::A,ძუნწი,인색한
660,klug::A,ჭკვიანი,
661,geschickt::A,მარჯვე,교묘한
662,geschickt::A,გაწაფული,교묘한
663,lieb::A,სატრფიალო,친애하는
664,lustig::A,მხიარული,유쾌한
665,sanft::A,ალერსიანი,온화한
666,sanft::A,გრძნობიერი,온화한
667,hungrig::A,მშიერი,배고픈
668,krank::A,სნეული,병든
669,krank::A,ავადმყოფი,병든
670,nackt::A,ტიტველი,벌거벗은
671,traurig::A,მწუხარე,슬픈
672,traurig::A,სევდიანი,슬픈
673,lebendig::A,ცოცხალი,살아있는
674,gut::A,კარგი,좋은
675,schlecht::A,უხეირო,나쁜
676,richtig::A,ნამდვილი,바른
677,schlimm::A,ცუდი,못된
678,wahr::A,სწორი,참된
679,wahr::A,ჭეშმარიტი,참된
680,alt::A,ძველი,늙은
681,neu::A,ახალი,새
682,ehemalig::A,ყოფილი,전의
683,alt[Lebewesen]::A,ბებერი,낡은
684,jung::A,ნორჩი,젊은
685,jung::A,ახალგაზრდა,젊은
686,arm::A,ღარიბი,가난한
687,reich::A,მდიდარი,풍부한
688,bekannt::A,ცნობილი,저명한
689,berühmt::A,გამოჩენილი,유명한
690,fremd::A,უცხო,타처이
691,fremd::A,გარეშე,타처이
692,verschieden::A,სხვაგვარი,따른
693,nah::A,ახლო,가까운
694,fern::A,შორი,먼
695,fern::A,შორეული,먼
696,linker::A,მარცხენა,왼쭉의
697,rechter::A,მარჯვენა,오른쪽의
698,anderer::A,სხვა,다른
699,erster::A,პირველი,첫째
700,zweiter::A,მეორე,둘째
701,dritter::A,მესამე,셋째
702,letzter::A,ბოლო,의후자의
703,letzter::A,უკანასკნელი,의후자의
704,allein::ADV,მარტო,훌로
705,auf einmal::ADV,ერთდროულად,갑자기
706,zusammen::ADV,ერთად,모아서
707,lange::ADV,დიდხანს,오래
708,plötzlich::ADV,მოულოდნელად,둘연한
709,sofort::ADV,ახლავე,즉시
710,später::ADV,მოგვიანებით,보다늦은
711,jetzt::ADV,ახლა,목하
712,heute::ADV,დღეს,오늘
713,morgen::ADV,ხვალ,내일
714,bald::ADV,მალე,곱
715,dann::ADV,მერე,그경우에
716,gestern::ADV,გუშინ,어제
717,einst::ADV,ოდესღაც,옛날에
718,damals::ADV,მაშინ,그때에
719,danach::ADV,მერმე,그 뒤에
720,danach::ADV,შემდეგ,그 뒤에
721,vorher::ADV,ადრე,미리
722,vorher::ADV,წინათ,미리
723,zuerst::ADV,ჯერ,최초로
724,einmal::ADV,ერთხელ,한번
725,manchmal::ADV,ხან,땓대로
726,manchmal::ADV,ზოგჯერ,땓대로
727,oft::ADV,ხშირად,땓대로
728,immer::ADV,მუდამ,늘
729,immer::ADV,ყოველთვის,늘
730,niemals::ADV,არასდროს,결코...(하지)않다
731,hier::ADV,აქ,여기
732,hierhin::ADV,აქეთ,여기로
733,von hier::ADV,აქედან,
734,dort::ADV,იქ,거기
735,dorthin::ADV,იქით,저기예
736,geradeaus::ADV,პირდაპირ,곧장
737,vorwärts::ADV,წინ,앞으로
738,rückwärts::ADV,უკან,뒤로
739,zurück::ADV,უკანვე,제자리로
740,unten::ADV,დაბლა,아래에
741,unten::ADV,ქვევით,아래에
742,hinab::ADV,ძირს,아래쪽으로
743,oben::ADV,ზემოთ,위에
744,hinauf::ADV,ზევით,위쪽으로
745,überall::ADV,ყველგან,도처에
746,nicht::ADV,არ,안
747,ein wenig::ADV,ცოტა,적음
748,kaum::ADV,ძლივს,가의
749,sehr::ADV,მეტად,자주
750,sehr::ADV,ძალიან,자주
