,Concept_ID,lez,ka
132,Wurzel::N,дувул,ძირი
133,Wurzel::N,дувул,ფესვი
134,Baum::N,ттар,ხე
135,Stamm::N,тан,ტანი
136,Rinde::N,чкал,ქერქი
137,Ast::N,тӏур,ტოტი
138,Zweig::N,хел,შტო
139,Blatt::N,пеш,ფოთოლი
140,Birke::N,верх,არყი
141,Kiefer[Baum]::N,шамагъаж,ფიჭვი
142,Weide[Baum]::N,цӏвелин ттар,ტირიფი
143,Tanne::N,ель,ნაძვი
144,Horn::N,карч,რქა
145,Feder::N,цӏакул,ფრთა
146,Fell::N,хам,ტყავი
147,Flügel::N,лув,ფრთა
148,Klaue::N,къармах,კლანჭი
149,Kralle::N,пац,ტორი
150,Kralle::N,тапас,ტორი
151,Schwanz::N,ттум,კუდი
152,Ei::N,кака,კვერცხი
153,Nest::N,муг,ბუდე
154,Bau::N,тӏеквен,სორო
155,Tier::N,гьайван,ნადირი
156,Tier::N,гьайван,ცხოველი
157,Herde::N,суьруь,ფარა
158,Kuh::N,ккал,ფური
159,Kuh::N,ккал,ძროხა
160,Bulle::N,яц,ხარი
161,Bulle::N,бугъа,ხარი
162,Pferd::N,балкӏан,რაში
163,Pferd::N,балкӏан,ცხენი
164,Schaf::N,хеб,ცხვარი
165,Schwein::N,вак,ღორი
166,Hund::N,кицӏ,ძაღლი
167,Katze::N,кац,კატა
168,Bär::N,сев,დათვი
169,Eichhörnchen::N,белка,ციყვი
170,Elch::N,лось,ცხენ-ირემი
171,Fuchs::N,сикӏ,მელა
172,Hase::N,къуьр,კურდღელი
173,Maus::N,кьиф,თაგვი
174,Wolf::N,жанавур,მგელი
175,Vogel::N,луван ничхир,ჩიტი
176,Vogel::N,луван ничхир,ფრინველი
177,Schwarm::N,луж,გუნდი
178,Huhn::N,верч,დედალი
179,Hahn::N,кӏек,მამალი
180,Gans::N,къаз,ბატი
181,Adler::N,лекь,არწივი
182,Ente::N,пӏатӏ,იხვი
183,Eule::N,тӏиб,ბუ
184,Kranich::N,дурна,წერო
185,Krähe::N,къаргъа,ყვავი
186,Kuckuck::N,кукупӏ,გუგული
187,Schwan::N,къугь,გედი
188,Fisch::N,гъед,თევზი
189,Barsch::N,окунь,ქორჭილა
190,Hecht::N,щука,ქარიყლაპია
191,Schlange[Tier]::N,илан,გველი
192,Schlange[Tier]::N,гъуьлягъ,გველი
193,Wurm::N,квак,ჭია
194,Spinne::N,хуьшрекан,ობობა
195,Ameise::N,цегв,ჭიანჭველა
196,Laus::N,нет,ტილი
197,Laus::N,нет,მკბენარი
198,Mücke::N,ветӏ,კოღო
199,Fliege::N,тӏветӏ,ბუზი
200,Schmetterling::N,чепелукь,პეპელა
201,Beere::N,куьлуь емиш,კენკრა
202,Apfel::N,ич,ვაშლი
203,Pilz::N,къарникъуз,სოკო
204,Zwiebel::N,чичӏек,ხახვი
205,Saat::N,тумар,თესლი
206,Korn::N,твар,მარცვალი
207,Heu::N,векь,თივა
208,Heu::N,векьер,თივა
209,Schale::N,пириш,ჩენჩო
210,Schale::N,хъуьруьш,ჩენჩო
211,Grube::N,фур,ორმო
212,Falle::N,ракьар,ხაფანგი
213,Schlinge::N,гьалкъа,მახე
214,Spur::N,гел,კვალი
215,Asche::N,руьхъ,ფერფლი
216,Dreck::N,чирк,ტალახი
217,Dreck::N,чирк,სიბინძურე
218,Dreck::N,кьуруш,ტალახი
219,Dreck::N,кьуруш,სიბინძურე
220,Eisen::N,ракь,რკინა
221,Gold::N,алтун,ოქრო
222,Silber::N,гимиш,ვერცხლი
223,Kohle::N,цӏивин,ნახშირი
224,Glas::N,шуьше,მინა
225,Lehm::N,ччеб,თიხა
226,Sand::N,къум,ქვიშა
227,Mensch::N,инсан,ადამიანი
228,Mann::N,итим,კაცი
229,Frau::N,паб,ქალი
230,Frau::N,дишегьли,ქალი
231,Kind::N,аял,ბავშვი
232,Junge::N,гада,ვაჟი
233,Mädchen::N,руш,გოგო
234,Familie::N,хзан,ოჯახი
235,Familie::N,килфет,ოჯახი
236,Großvater::N,чӏехи буба,პაპა
237,Großvater::N,чӏехи буба,ბაბუა
238,Großmutter::N,чӏехи диде,ბებია
239,Großmutter::N,чӏехи диде,დიდედა
240,Eltern::N,диде-буба,მშობლები
241,Vater::N,буба,მამა
242,Mutter::N,диде,დედა
243,Sohn::N,хва,ვაჟიშვილი
244,Tochter::N,руш,ქალიშვილი
245,Bruder::N,стха,ძმა
246,Schwester::N,вах,და
247,Onkel::N,ими,ბიძა
248,Onkel::N,халу,ბიძა
249,Tante::N,эме,დეიდა
250,Tante::N,эме,მამიდა
251,Tante::N,хала,დეიდა
252,Tante::N,хала,მამიდა
253,Ehemann::N,гъуьл,ქმარი
254,Ehefrau::N,паб,ცოლი
255,Freude::N,шадвал,სიხარული
256,Gelächter::N,хъвер,სიცილი
257,Glück::N,бахт,ბედნიერება
258,Kummer::N,дерт,მწუხარება
259,Kummer::N,хажалат,მწუხარება
260,Wunsch::N,мурад,წადილი
261,Wunsch::N,мурад,სურვილი
262,Lust::N,гьевес,წადილი
263,Geist::N,руьгь,სული
264,Gedanke::N,фикир,ფიქრი
265,Verstand::N,акьул,ჭკუა
266,Verstand::N,акьул,გონება
267,Sinn::N,мана,მნიშვნელობა
268,Grund::N,себеб,მიზეზი
269,Wahrheit::N,керчек,სიმართლე
270,Wahrheit::N,керчек,ჭეშმარიტება
271,Wahrheit::N,гьакъикъат,სიმართლე
272,Wahrheit::N,гьакъикъат,ჭეშმარიტება
273,Gespräch::N,ихтилат,ბაასი
274,Gespräch::N,ихтилат,საუბარი
275,Märchen::N,мах,არაკი
276,Märchen::N,мах,ზღაპარი
277,Erzählung::N,кьиса,თქმულება
278,Nachricht::N,хабар,ცნობა
279,Nachricht::N,хабар,ამბავი
280,Neuigkeit::N,цӏийи хабар,სიახლე
281,Name::N,тӏвар,სახელი
282,Rätsel::N,мискӏал,გამოცანა
283,Rede::N,рахун,სიტყვა
284,Sprache::N,чӏал,ენა
285,Stimme::N,ван,ხმა
286,Wort::N,гаф,სიტყვა
287,Zeichen::N,ишара,ნიშანი
288,Ruf::N,эвер,ძახილი
289,Lärm::N,ван-сес,ხმაური
290,Laut::N,ван,ხმა
291,Laut::N,ван,ბგერა
292,Laut::N,сес,ხმა
293,Laut::N,сес,ბგერა
294,Ton::N,ван-сес,ტონი
295,Lied::N,мани,სიმღერა
296,Ruhe::N,ласвал,სიწყნარე
297,Ruhe::N,фаракъат,სიწყნარე
298,Ruhe::N,асайиш,სიწყნარე
299,Leute::N,инсанар,ადამიანები
300,Volk::N,халкь,ერი
301,Volk::N,халкь,ხალხი
302,Arbeit::N,кӏвалах,მუშაობა
303,Gast::N,мугьман,სტუმარი
304,Geschenk::N,савкьат,საჩუქარი
305,Spiel::N,къугъун,თამაში
306,Gesellschaft::N,жемят,საზოგადოება
307,Gesellschaft::N,общество,საზოგადოება
308,Hilfe::N,куьмек,შველა
309,Hilfe::N,куьмек,დახმარება
310,Freund::N,дуст,მეგობარი
311,Kamerad::N,яр-дуст,ამხანაგი
312,Angelegenheit::N,кар,საქმე
313,Anzahl::N,сан,ოდენობა
314,Anzahl::N,кьадар,ოდენობა
315,Art::N,жуьре,სახეობა
316,Stück::N,кӏус,ნატეხი
317,Teil::N,пай,წილი
318,Hälfte::N,зур,ნახევარი
319,Hälfte::N,зур пай,ნახევარი
320,Kreis::N,круг,წრე
321,Kreis::N,чкаяр,წრე
322,Kreis::N,элкъвей цӏар,წრე
323,Kreuz::N,хаш,ჯვარი
324,Linie::N,цӏар,ხაზი
325,Strich::N,цӏар,შტრიხი
326,Abstand::N,ара,მანძილი
327,Entfernung::N,мензил,სიშორე
328,Gegend::N,чка,არე
329,Gegend::N,чка,მხარე
330,Platz::N,ара,ფართობი
331,Ort::N,чка,ადგილი
332,Seite::N,пад,მხარე
333,Mitte::N,юкь,შუა
334,Gegenstand::N,затӏ,საგანი
335,Sache::N,шей,ნივთი
336,Sache::N,затӏ,ნივთი
337,Rand::N,къерех,კიდე
338,Kante::N,син,ნაწიბული
339,Ecke::N,пӏипӏ,კუთხე
340,Spitze::N,кӏвенкӏв,წვეტი
341,Ende::N,кьил,ბოლო
342,Loch::N,тӏеквен,ხვრელი
343,Winkel::N,пӏипӏ,კუთხე
344,Muster::N,гишир,მოხატულობა
345,Größe::N,кьадар,ზომა
346,Größe::N,кьадар,სიდიდე
347,Länge::N,яргъивал,სიგრძე
348,Höhe::N,кьакьанвал,სიმაღლე
349,Gewicht::N,заланвал,წონა
350,Menge::N,кьадар,რაოდენობა
351,Haufen::N,хара,გროვა
352,Reihe::N,жерге,რიგი
353,Reihe::N,жерге,წყება
354,Boot::N,луьткве,გემი
355,Ruder::N,кьусу,ხოფი
356,Ruder::N,кьусу,ნიჩაბი
357,Schlitten::N,гъелерар,მარხილი
358,Lagerfeuer::N,цӏай,კოცონი
359,Last::N,заланвал,ტვირთი
360,Gang::N,ериш,სვლა
361,Schritt::N,къадам,ბიჯი
362,Norden::N,кефер,ჩრდილოეთი
363,Norden::N,кефер пад,ჩრდილოეთი
364,Süden::N,кьибле,სამხრეთი
365,Westen::N,рагъакӏидай пад,დასავლეთი
366,Osten::N,рагъэкъечӏдай пад,აღმოსავლეთი
367,Holz::N,кӏарас,ხე
368,Brett::N,кьул,დაფა
369,Brett::N,кьул,ფიცარი
370,Brett::N,тахта,დაფა
371,Brett::N,тахта,ფიცარი
372,Stütze::N,даях,საყრდენი
373,Stange::N,юрк,ჭოკი
374,Stock::N,лаш,კეტი
375,Stab::N,юрк,ლატანი
376,Rohr::N,турба,მილაკი
377,Haus::N,ужагъ,სახლი
378,Heim::N,кӏвал,ოჯახის კერა
379,Ofen::N,пич,ღუმელი
380,Fußboden::N,кӏвалин ччил,იატაკი
381,Tisch::N,стол,სუფრა
382,Tisch::N,стол,მაგიდა
383,Stuhl::N,стул,სკამი
384,Wiege::N,кьеб,აკვანი
385,Bett::N,тахт,საწოლი
386,Bett::N,тахт,სარეცელი
387,Regal::N,кьацӏ,თაროები
388,Kiste::N,ящик,ყუთი
389,Kiste::N,ящик,სკივრი
390,Fenster::N,дакӏар,ფანჯარა
391,Fenster::N,дакӏар,სარკმელი
392,Tür::N,рак,ბჭე
393,Tür::N,рак,კარი
394,Tor::N,варар,ჭიშკარი
395,Zaun::N,пару,ღობე
396,Zaun::N,пару,გალავანი
397,Dach::N,къав,სახურავი
398,Leiter::N,гурар,კიბე
399,Besen::N,таран кул,ცოცხი
400,Spaten::N,ппер,ნიჩაბი
401,Schaufel::N,хекендаз,ბარი
402,Gabel::N,шиш,ჩანგალი
403,Löffel::N,тӏур,კოვზი
404,Messer::N,чукӏул,დანა
405,Nagel::N,мих,ლურსმანი
406,Netz::N,чил,ბადე
407,Haken::N,къармах,კავი
408,Haken::N,къармах,კაუჭი
409,Griff::N,ттум,ტარი
410,Schloss::N,куьлег,კლიტე
411,Schloss::N,куьлег,საკეტი
412,Bild::N,шикил,სურათი
413,Bild::N,суьрет,სურათი
414,Figur::N,фигура,ფიგურა
415,Puppe::N,нини,თოჯინა
416,Beutel::N,тагъар,პარკი
417,Bündel::N,галгам,გალა
418,Bündel::N,галгам,ასხმა
419,Tasche::N,чанта,ჩანთა
420,Eimer::N,ведре,ჩამჩა
421,Deckel::N,кьил,ხუფი
422,Deckel::N,кьил,სარქველი
423,Deckel::N,къалпагъ,ხუფი
424,Deckel::N,къалпагъ,სარქველი
425,Geschirr::N,къаб-къажах,ჭურჭელი
426,Sack::N,чувал,ტომარა
427,Tasse::N,сукӏра,ფინჯანი
428,Topf::N,къажгъан,ქოთანი
429,Kessel::N,къажгъан,ქვაბი
430,Essen::N,тӏуьн,ჭამა
431,Nahrung::N,тӏуьн,საზრდო
432,Nahrung::N,тӏуьн,საკვები
433,Speise::N,хуьрек,საჭმელი
434,Fleisch::N,як,ხორცი
435,Getreide::N,техил,მარცვლოვანი
436,Brei::N,хапӏа,ფაფა
437,Brei::N,хешил,ფაფა
438,Brot::N,фу,პური
439,Scheibe::N,чӏук,ნაჭერი
440,Fett::N,ягълу,ქონი
441,Fett::N,ягълу,ცხიმი
442,Butter::N,гъери,კარაქი
443,Öl::N,ягълу,ზეთი
444,Salz::N,кьел,მარილი
445,Suppe::N,суп,სუფი
446,Suppe::N,шурпа,სუფი
447,Honig::N,вирт,თაფლი
448,Milch::N,нек,რძე
449,Tee::N,чай,ჩაი
450,Leder::N,тумаж,ტყავი
451,Wolle::N,йис,მატყლი
452,Stoff::N,парча,ქსოვილი
453,Nadel::N,раб,ნემსი
454,Faden::N,гъал,ძაფი
455,Faden::N,гъал,მკედი
456,Knopf::N,дуьгме,ღილი
457,Knoten::N,тӏвал,ნასკვი
458,Farbe::N,ранг,საღებავი
459,Kleidung::N,партал,ტანსაცმელი
460,Hemd::N,перем,ხალათი
461,Hemd::N,перем,პერანგი
462,Kragen::N,хев,საყელო
463,Ärmel::N,хел,სახელო
464,Hose::N,шалвар,შარვალი
465,Gürtel::N,чӏул,ქამარი
466,Mütze::N,бармак,ქუდი
467,Mütze::N,бапӏах,ქუდი
468,Schuh::N,ботинка,ფეხსაცმელი
469,Stiefel::N,чекме,ჩექმა
470,Ring::N,тупӏал,ბეჭედი
471,Band::N,тасма,ბაფთი
472,Kamm::N,регъ,სავარცხელი
473,Spiegel::N,гуьзгуь,სარკე
474,Riemen::N,къайиш,ღვედი
475,Schnur::N,еб,ლარი
476,Decke::N,яргъан,საბანი
477,Kissen::N,хъуьцуьган,ბალიში
478,Tuch::N,шал,მაუდი
479,Tuch::N,шал,თავშალი
480,Handtuch::N,дасмал,ხელსახოცი
481,Kraft::N,гуж,ძალა
482,Stärke::N,къуват,ღონე
483,Gesundheit::N,сагъвал,ჯანმრთელობა
484,Krankheit::N,тӏал,სენი
485,Krankheit::N,тӏал,ავადმყოფობა
486,Schmerz::N,тӏал,ტკივილი
487,Schmerz::N,тӏарвал,ტკივილი
488,Wunde::N,хер,იარი
489,Wunde::N,хер,ჭრილობა
490,Fieber::N,ифин,ციება
491,Arznei::N,дарман,წამალი
492,Brücke::N,муьгъ,ხიდი
493,Brunnen::N,къуй,ჭა
494,Weide::N,уьруьш,საძოვარი
495,Pfad::N,рехъ,ბილიკი
496,Weg::N,рехъ,გზა
497,Straße::N,рехъ,შარაგზა
498,Dorf::N,хуьр,დაბა
499,Dorf::N,хуьр,სოფელი
500,Stadt::N,шегьер,ქალაქი
501,Brief::N,кагъаз,წერილი
502,Buch::N,улуб,წიგნი
503,Buchstabe::N,гьарф,ასო
504,Zeitung::N,газета,გაზეთი
505,Leben::N,уьмуьр,სიცოცხლე
506,Tod::N,кьиникь,სიკვდილი
507,Grab::N,сур,სამარე
508,Grab::N,сур,საფლავი
509,Kirche::N,килиса,ეკლესია
510,Sünde::N,гунагь,ცოდვა
511,Gott::N,аллагь,ღმერთი
512,Arbeiter::N,фяле,მუშა
513,Chef::N,гьаким,გამგე
514,Meister::N,устӏар,ოსტატი
515,Arzt::N,доктор,ექიმი
516,Arzt::N,доктор,მკურნალი
517,Lehrer::N,муаллим,მასწავლებელი
518,Geld::N,пул,ფული
519,Laden::N,магазин,დუქანი
520,Laden::N,магазин,მაღაზია
521,Preis::N,къимет,ფასი
522,Ware::N,мал,საქონელი
523,Ware::N,товар,საქონელი
524,Nutzen::N,хийир,ხეირი
525,Nutzen::N,менфят,ხეირი
526,Reichtum::N,девлет,სიმდიდრე
527,Welt::N,дуьнья,მსოფლიო
528,Land::N,уьлкве,მხარე
529,Land::N,уьлкве,ქვეყანა
530,Staat::N,пачагьлугъ,სახელმწიფო
531,Staat::N,государство,სახელმწიფო
532,König::N,пачагь,მეფე
533,Macht::N,власть,ძლიერება
534,Grenze::N,сергьят,ზღვარი
535,Krieg::N,дяве,ომი
536,Feind::N,душман,მტერი
537,Gewalt::N,гуж,სისასტიკე
538,Kampf::N,женг,ბრძოლა
539,Bogen[Waffe]::N,чӏемерук,მშვილდი
540,Pfeil::N,хьел,ისარი
541,Pfeil::N,хьел,მახვილი
542,Gewehr::N,тфенг,თოფი
543,Gewehr::N,тфенг,შაშხანა
544,Fehler::N,гъалатӏ,შეცდომა
545,Lüge::N,ттаб,სიცრუე
546,Schaden::N,зиян,ვნება
547,Schaden::N,зарар,ვნება
548,Unglück::N,бала,ხიფათი
549,Unglück::N,бала,უბედურება
550,Unglück::N,бедбахтвал,ხიფათი
551,Unglück::N,бедбахтвал,უბედურება
552,Schuld::N,тахсир,ბრალი
553,Alter::N,яш,ასაკი
554,Schluss::N,эхир,ბოლო
555,Schluss::N,эхир,დასასრული
556,Zeit::N,вяде,დრო
557,Tag::N,югъ,დღე
558,Morgen::N,пакама,დილა
559,Mittag::N,нисин,შუადღე
560,Abend::N,няни,საღამო
561,Nacht::N,йиф,ღამე
562,Woche::N,гьафте,კვირა
563,Monat::N,варз,თვე
564,Jahr::N,йис,წელი
565,Frühling::N,гатфар,გაზაფხული
566,Sommer::N,гад,ზაფხული
567,Herbst::N,зул,შემოდგომა
568,Winter::N,кьуьд,ზამთარი
569,Januar::N,январь,იანვარი
570,Februar::N,февраль,თებერვალი
571,März::N,март,მარტი
572,April::N,апрель,აპრილი
573,Mai::N,май,მაისი
574,Juni::N,июнь,ივნისი
575,Juli::N,июль,ივლისი
576,August::N,август,აგვისტო
577,September::N,сентябрь,სექტემბერი
578,Oktober::N,октябрь,ოქტომბერი
579,November::N,ноябрь,ნოემბერი
580,Dezember::N,декабрь,დეკემბერი
581,Montag::N,ислен,ორშაბათი
582,Dienstag::N,саласа,სამშაბათი
583,Mittwoch::N,арбе,ოთხშაბათი
584,Donnerstag::N,хемис югъ,ხუთშაბათი
585,Freitag::N,жуьмя,პარასკევი
586,Freitag::N,жуьмя югъ,პარასკევი
587,Samstag::N,киш,შაბათი
588,Sonntag::N,гьяд,კვირა
589,groß::A,еке,დიდი
590,groß::A,чӏехи,დიდი
591,klein::A,гъвечӏи,მცირე
592,klein::A,гъвечӏи,პატარა
593,lang::A,яргъи,გრძელი
594,kurz::A,куьруь,მოკლე
595,breit::A,гьяркьуь,ფართო
596,breit::A,гьяркьуь,განიერი
597,schmal::A,гуьтӏуь,ვიწრო
598,schmal::A,гуьтӏуь,წვრილი
599,dicht::A,къалин,მჭიდრო
600,dünn::A,кьелечӏ,წვრილი
601,fein::A,шуькӏуь,თხელი
602,fest::A,кӏеви,მყარი
603,flach::A,кьулу,ბრტყელი
604,glatt::A,цӏалцӏам,გლუ
605,hart::A,кӏеви,მაგარი
606,weich::A,хъуьтуьл,რბილი
607,rund::A,элкъвей,მრგვალი
608,spitz::A,хци,წვეტიანი
609,scharf::A,хци,მჭრელი
610,stumpf::A,къуьруь,ბლაგვი
611,schwer::A,залан,მძიმე
612,schön::A,иер,ლამაზი
613,heiß::A,кудай,ცხელი
614,warm::A,чими,თბილი
615,kalt::A,мекьи,ცივი
616,kühl::A,къайи,გრილი
617,frisch::A,таза,სუფთა
618,frisch::A,михьи,სუფთა
619,feucht::A,ламу,ნოტიო
620,nass::A,кьежей,სველი
621,trocken::A,кьуру,მშრალი
622,voll::A,ацӏай,სავსე
623,leer::A,буш,ცარიელი
624,leer::A,ичӏи,ცარიელი
625,offen::A,ахъа,ღია
626,offen::A,ахъа,გაშლილი
627,geschlossen::A,кӏеви,დახურული
628,sauber::A,михьи,სუფთა
629,sauber::A,михьи,წმინდა
630,schmutzig::A,чиркин,ტალახიანი
631,schmutzig::A,кьацӏай,ტალახიანი
632,roh::A,чиг,უმი
633,roh::A,ицӏи,უმი
634,reif::A,дигмиш хьайи,მწიფე
635,lecker::A,дадлу,გემრიელი
636,süß::A,ширин,ტკბილი
637,bitter::A,туькьуьл,მწარე
638,sauer::A,цуру,მჟავე
639,hell::A,экуь,ნათელი
640,dunkel::A,мичӏи,ბნელი
641,schwarz::A,чӏулав,შავი
642,weiß::A,лацу,თეთრი
643,rot::A,яру,წითელი
644,gelb::A,хъипи,ყვითელი
645,blau::A,вили,ლურჯი
646,blau::A,вили,ცისფერი
647,grün::A,къацу,მწვანე
648,grau::A,рехи,რუხი
649,grau::A,рехи,ნაცრისფერი
650,bunt::A,цӏару,ჭრელი
651,bunt::A,цӏару,ფერადი
652,bunt::A,яру-цӏару,ჭრელი
653,bunt::A,яру-цӏару,ფერადი
654,billig::A,ужуз,იაფი
655,teuer::A,багьа,ძვირი
656,wertvoll::A,масан,ღირსიანი
657,blind::A,буьркьуь,ბრმა
658,taub::A,биши,ყრუ
659,kräftig::A,гужлу,ძალავანი
660,stark::A,къуватлу,ძლიერი
661,stark::A,къуватлу,ღონიერი
662,schwach::A,такьатсуз,სუსტი
663,fett::A,куьк,სქელი
664,schlank::A,шумал,გამხდარი
665,hübsch::A,гуьрчег,ეშხიანი
666,hübsch::A,гуьрчег,მშვენიერი
667,böse::A,пис,ავი
668,böse::A,пис,ბოროტი
669,dumm::A,ахмакь,ბოთე
670,dumm::A,ахмакь,სულელი
671,faul::A,тенпел,ზანტი
672,faul::A,тенпел,ზარმაცი
673,fleißig::A,сяй ийидай,ბეჯითი
674,fleißig::A,сяй ийидай,მუყაითი
675,fleißig::A,сяйи ийидай,ბეჯითი
676,fleißig::A,сяйи ийидай,მუყაითი
677,geizig::A,мискьи,ძუნწი
678,klug::A,акьуллу,ჭკვიანი
679,geschickt::A,магьир,მარჯვე
680,geschickt::A,магьир,გაწაფული
681,lieb::A,играми,სატრფიალო
682,lustig::A,шад,მხიარული
683,sanft::A,назик,ალერსიანი
684,sanft::A,назик,გრძნობიერი
685,sanft::A,милайим,ალერსიანი
686,sanft::A,милайим,გრძნობიერი
687,hungrig::A,гишин,მშიერი
688,krank::A,кефсуз,სნეული
689,krank::A,кефсуз,ავადმყოფი
690,nackt::A,кьецӏил,ტიტველი
691,traurig::A,пашман,მწუხარე
692,traurig::A,пашман,სევდიანი
693,lebendig::A,ччан алай,ცოცხალი
694,gut::A,хъсан,კარგი
695,gut::A,вижевай,კარგი
696,schlecht::A,пис,უხეირო
697,richtig::A,дуьз,ნამდვილი
698,schlimm::A,нифретлу,ცუდი
699,wahr::A,гьакъикъи,სწორი
700,wahr::A,гьакъикъи,ჭეშმარიტი
701,alt::A,эски,ძველი
702,alt::A,куьгьне,ძველი
703,neu::A,цӏийи,ახალი
704,ehemalig::A,виликан,ყოფილი
705,alt[Lebewesen]::A,кьуьзуь,ბებერი
706,jung::A,жегьил,ნორჩი
707,jung::A,жегьил,ახალგაზრდა
708,arm::A,кесиб,ღარიბი
709,reich::A,девлетлу,მდიდარი
710,bekannt::A,чидай,ცნობილი
711,berühmt::A,машгьур,გამოჩენილი
712,fremd::A,ччара,უცხო
713,fremd::A,ччара,გარეშე
