,Concept_ID,ca,os
774,fern::A,distant,дӕрддаг
775,linker::A,esquerre,галиу
776,rechter::A,dret,рахиз
777,anderer::A,altre,иннӕ
778,anderer::A,altre,ӕндӕр
779,erster::A,primer,фыццаг
780,erster::A,primer,фыццӕгӕм
781,zweiter::A,segon,дыккаг
782,zweiter::A,segon,дыккæгæм
783,dritter::A,tercer,æртыккаг
784,dritter::A,tercer,æртыккæгæм
785,letzter::A,últim,фӕстаг
786,allein::ADV,sol,иунæг
787,auf einmal::ADV,d'una vegada,уайтагъд
788,auf einmal::ADV,d'una vegada,æвиппайды
789,auf einmal::ADV,d'una vegada,æваст
790,zusammen::ADV,junt,иумӕ
791,lange::ADV,molt de temps,бирæ рæстæг
792,plötzlich::ADV,de cop,æвиппайды
793,plötzlich::ADV,de cop,æваст
794,plötzlich::ADV,de sobte,æвиппайды
795,plötzlich::ADV,de sobte,æваст
796,sofort::ADV,de seguida,уыцы сахат
797,sofort::ADV,de seguida,уайтагъд
798,später::ADV,més tard,фæстæдæр
799,jetzt::ADV,ara,ныр
800,heute::ADV,avūi,абон
801,morgen::ADV,demà,райсом
802,bald::ADV,aviāt,тагъд
803,bald::ADV,aviāt,рæхджы
804,dann::ADV,després,стæй
805,gestern::ADV,ahir,знон
806,einst::ADV,anteriorment,кӕддӕр
807,damals::ADV,llavōrs,уæд
808,damals::ADV,aleshores,уæд
809,danach::ADV,després,стæй
810,danach::ADV,després,уый фæстæ
811,vorher::ADV,abāns,раздæр
812,zuerst::ADV,primer,фыццаг
813,einmal::ADV,una vegada,иу хатт
814,manchmal::ADV,de vegades,хатт
815,oft::ADV,sovint,арæх
816,immer::ADV,sempre,ӕдзух
817,niemals::ADV,no ... mai,никуы
818,niemals::ADV,no ... mai,никæд
819,hier::ADV,aquí,ам
820,hierhin::ADV,per aquí,ардӕм
821,von hier::ADV,des d'aquí,ардыгæй
822,dort::ADV,allí,уым
823,dorthin::ADV,hi,уырдӕм
824,geradeaus::ADV,tot dret,æргом
825,vorwärts::ADV,endavānt,размӕ
826,rückwärts::ADV,endarrera,фӕстӕмӕ
827,zurück::ADV,darrere,фӕстӕмӕ
828,unten::ADV,a baix,дæлæ
829,unten::ADV,a baix,дæлейы
830,unten::ADV,a baix,бынæй
831,hinab::ADV,cap avall,дӕлӕмӕ
832,hinab::ADV,cap avall,уырдыгмӕ
833,oben::ADV,dalt,уӕле
834,hinauf::ADV,cap amunt,уӕлӕмӕ
835,überall::ADV,pertot,алыран
836,überall::ADV,pertot,алкæм
837,überall::ADV,pertot,кæмдæриддæр
838,überall::ADV,per tot arreu,алыран
839,überall::ADV,per tot arreu,алкæм
840,überall::ADV,per tot arreu,кæмдæриддæр
841,nicht::ADV,no,нӕ
842,ein wenig::ADV,una mica,чысыл
843,kaum::ADV,a penes,цъус
844,sehr::ADV,molt,тынг
845,sehr::ADV,molt,иттӕг
846,so::ADV,així,афтӕ
847,noch::ADV,encara,ма
848,nur::ADV,només,канд
849,nur::ADV,només,ӕрмӕст
850,schon::ADV,ja,нырид
851,wieder::ADV,de nou,ногӕй
852,vergebens::ADV,en va,дзæгъæлы
853,vergebens::ADV,en va,уæгъды
854,vergebens::ADV,en va,æнæхъуаджы
855,vor::PRP,davānt,разы
856,vor::PRP,enfront de,разы
857,hinter::PRP,darrera,фӕстӕ
858,unter::PRP,sota,бын
859,durch::PRP,per,æхсæнты
860,neben::PRP,al costāt de,цур
861,zwischen::PRP,entre,астӕу
862,wegen::PRP,a causa de,тыххай
863,dies::PRN,aquest,ай
864,das::PRN,això,уый
865,alles::PRN,tot,алцы
866,alles::PRN,tot,æппæтдæр
867,alles::PRN,tot,иууылдӕр
868,ich::PRN,jo,æз
869,du::PRN,tu,ды
870,er::PRN,ell,уый
871,wir::PRN,nosaltres,мах
872,ihr::PRN,vosaltres,сымах
873,sie::PRN,ells,уыдон
874,sie::PRN,elles,уыдон
875,was::FPRN,què,цы
876,wer::FPRN,qui,чи
877,wo::FADV,on,кӕм
878,wohin::FADV,cap a on,кӕдӕм
879,wie::FADV,com,куыд
880,warum::FADV,per què,цӕмӕн
881,wieviel::FNUM,quant,цал
882,eins::NUM,u,иу
883,zwei::NUM,dos,дыууӕ
884,drei::NUM,tres,ӕртӕ
885,vier::NUM,quatre,цыппар
886,fünf::NUM,cinc,фондз
887,sechs::NUM,sis,ӕхсӕз
888,sieben::NUM,set,авд
889,acht::NUM,vuit,аст
890,neun::NUM,nou,фараст
891,zehn::NUM,deu,дӕс
892,elf::NUM,onze,иуæндæс
893,zwölf::NUM,dotze,дыууадæс
894,zwanzig::NUM,vint,дыууын
895,dreißig::NUM,trenta,æртын
896,dreißig::NUM,trenta,дæсæмæссæдз
897,vierzig::NUM,quaranta,цыппор
898,vierzig::NUM,quaranta,цыппур
899,vierzig::NUM,quaranta,дыууиссæдзы
900,fünfzig::NUM,cinquanta,фӕндзай
901,sechzig::NUM,seixanta,æхсай
902,sechzig::NUM,seixanta,æртиссæдзы
903,siebzig::NUM,setanta,æвдай
904,siebzig::NUM,setanta,дæс æмæ æртиссæдзы
905,achtzig::NUM,vuitanta,цыппарыссæдзы
906,achtzig::NUM,vuitanta,æстай
907,neunzig::NUM,noranta,нæуæдз
908,neunzig::NUM,noranta,дæс æмæ цыппарыссæдзы
909,hundert::NUM,cent,сӕдӕ
910,tausend::NUM,mil,мин
911,und::CNJ,i,ӕмӕ
912,oder::CNJ,o,кӕнӕ
913,stehen::V,estar de peu,лӕууын
914,sitzen::V,seure,бадын
915,liegen::V,jeure,хуыссын
916,hängen::V,penjar,ауыгъд уын
917,werden::V,fer-se,суӕвын
918,werden::V,posar-se,суӕвын
919,passieren::V,succeir,æрцæуын
920,beginnen::V,iniciar-se,райдайын
921,enden::V,acabar-se,фæуын
922,enden::V,terminar-se,фæуын
923,wechseln::V,canviar,ивын
924,aufgehen[Sonne]::V,sortir,скæсын
925,untergehen[Sonne]::V,posar-se, аныгуылын
926,scheinen[Sonne]::V,brillar,рухс кӕнын
927,donnern::V,tronar,нæрын
928,wehen::V,bufar,дымын
929,strömen::V,afluir,кӕлын
930,fließen::V,fluir,цæуын
931,fließen::V,fluir,уайын
932,fließen::V,fluir,кæлын
933,sich drehen::V,girar,зилын
934,schwanken::V,vacil·lar,æнкъуысын
935,schwingen::V,oscil·lar,æнкъуысын
936,schwingen::V,oscil·lar,змæлын
937,fallen::V,caure,хауын
938,fallen::V,tombar,хауын
939,brennen::V,cremar,судзын
940,rauchen::V,fumejar,фæздæг кæнын
941,regnen::V,ploure,уарын
942,gefrieren::V,gelar-se,сӕлын
943,tauen::V,fondre's,стайын
944,schmelzen::V,fondre's,тайын
945,trocknen::V,assecar-se,хус кæнын
946,sieden::V,bullir,фыцын
947,faulen::V,podrir-se,ӕмбийын
948,verfaulen::V,podrir-se,бамбийын
949,reißen::V,trencar-se,скъуийын
950,versinken::V,enfonsar-se,дӕлдон_кӕнын
951,vergehen::V,passar,аивгъуийын
952,erscheinen::V,aparèixer,разынын
953,verschwinden::V,desaparèixer,фæтары уын
954,verschwinden::V,desaparèixer,фæдæлдзæх уын
955,verschwinden::V,desaparèixer,фесæфын
956,verschwinden::V,desaparèixer,æрбайсæфын
957,sinken::V,baixar,дæлæмæ æрхауын
958,sinken::V,descendir,дæлæмæ æрхауын
959,abnehmen::V,decréixer,фæкъаддæр уын
960,abnehmen::V,decréixer,фæцух уын
961,zunehmen::V,augmentar,фæфылдæр уын
962,zunehmen::V,augmentar,сбирæ уын
963,zunehmen::V,augmentar,сахадын
964,steigen::V,pujar,сыстын
965,wachsen::V,créixer,рӕзын
966,glänzen::V,brillar,ӕрттивын
967,glänzen::V,resplendir,ӕрттивын
968,funkeln::V,espurnejar,тыбар-тыбур_кӕнын
969,lärmen::V,fer soroll,хъæлæба кæнын
970,läuten::V,sonar,цæгъдын
971,klingeln::V,trucar,цæгъдын
972,klirren::V,dringar,дзыгъал-мыгъул кæнын
973,klirren::V,dringar,дзæгъ-дзæгъ кæнын
974,brausen::V,rugir,абухын
975,rauschen::V,murmurar,
976,klingen::V,sonar,зæлын
977,klingen::V,sonar,азæлын
978,klingen::V,sonar,хъуысын
979,bellen::V,lladrar,рæйын
980,heulen::V,udolar,ниуын
981,blasen::V,bufar,фу кӕнын
982,pfeifen::V,xiular,æхситт кæнын
983,pfeifen::V,xiular,къуыззитт кæнын
984,schreien::V,cridar,хъӕр кӕнын
985,stöhnen::V,gemegar,хъæрзын
986,stöhnen::V,gemegar,дзыназын
987,zittern::V,tremolar,ризын
988,leben::V,vīure,цӕрын
989,geboren werden::V,néixer,райгуырын
990,atmen::V,respirar,улӕфын
991,trinken::V,beure,нуазын
992,essen::V,menjar,хӕрын
993,schlucken::V,empassar-se,ныхъуырын
994,müde werden::V,cansar-se,бафæллайын
995,müde werden::V,cansar-se,бафæлмæцын
996,müde werden::V,cansar-se,сфæлмæцын
997,einschlafen::V,adormir-se,бафынæй уын
998,schlafen::V,dormir,хуыссын
999,schlafen::V,dormir,фынӕй кӕнын
1000,aufwachen::V,despertar-se,райхъал уын
1001,aufstehen::V,llevar-se,стын
1002,sich erholen::V,descansar,фæллад уадзын
1003,sich erholen::V,descansar,улæфын
1004,krank werden::V,posar-se malalt,фӕрынчын уын
1005,krank sein::V,estar malalt,сӕйын
1006,schmerzen::V,doldre,риссын
1007,husten::V,tossir,хуыфын
1008,genesen::V,recuperar-se,сдзæбæх уын
1009,genesen::V,recuperar-se,рандидзын
1010,genesen::V,recuperar-se,сæндидзын
1011,sterben::V,morir,мӕлын
1012,umkommen::V,perir,фесæфын
1013,umkommen::V,perir,байсæфын
1014,umkommen::V,perir,бабын уын
1015,umkommen::V,perir,мард фæуын
1016,sich bewegen::V,moure's,тæлфын
1017,sich bewegen::V,moure's,цæуын
1018,sich rühren::V,moure's,змӕлын
1019,sich erheben::V,aixecar-se,стын
1020,sich setzen::V,asseure's,сбадын
1021,hinfallen::V,caure's,ӕрхауын
1022,laufen::V,caminar,цӕуын
1023,laufen::V,caminar,рацу-бацу_кӕнын
1024,schreiten::V,procedir,къахдзæф кæнын
1025,schreiten::V,procedir,санчъех кæнын
1026,schreiten::V,procedir,цæуын
1027,spazierengehen::V,passejar,озер кæнын
1028,spazierengehen::V,passejar,тезгъо кæнын
1029,eilen::V,anar corrent,тагъд кæнын
1030,eilen::V,anar corrent,тындзын
1031,sich beeilen::V,afanyar-se,тагъд кæнын
1032,sich beeilen::V,afanyar-se,тындзын
1033,sausen::V,córrer,уайын
1034,sausen::V,córrer,тæхын
1035,rennen::V,córrer,згъорын
1036,springen::V,saltar,гæпп кæнын
1037,springen::V,saltar,сæррæтт кæнын
1038,springen::V,saltar,лиуырын
1039,klettern::V,escalar,хилын
1040,schaukeln::V,gronxar-se,хецъро кæнын
1041,schaukeln::V,gronxar-se,херыйыл бадын
1042,schaukeln::V,balancejar-se,хецъро кæнын
1043,schaukeln::V,balancejar-se,херыйыл бадын
1044,kriechen::V,reptar,бырын
1045,kriechen::V,arrossegar-se,бырын
1046,schwimmen::V,nadar,ленк кӕнын
1047,tauchen::V,bussejar,ныгъуылын
1048,tauchen::V,submergir-se,ныгъуылын
1049,rudern::V,remar,бæлæгъ тæрын
1050,rudern::V,remar,чема тæрын
1051,fahren::V,anar,цӕуын
1052,fliegen::V,volar,тӕхын
1053,gehen::V,caminar,цӕуын
1054,weggehen::V,anar-se'n,ацӕуын
1055,abfahren::V,partir,араст уын
1056,anhalten::V,aturar-se,æрлæууын
1057,hineingehen::V,entrar,мидæмæ цæуын
1058,eintreten::V,entrar,бацӕуын
1059,kommen::V,venir,æрцæуын
1060,ankommen::V,arribar,æрцæуын
1061,zurückkommen::V,tornar,раздæхын
1062,zurückkommen::V,tornar,фæстæмæ_раздæхын
1063,zurückkommen::V,tornar,æрбаздæхын
1064,zurückkommen::V,tornar,аздæхын
1065,bleiben::V,quedar-se,лӕууын
1066,warten::V,esperar,ӕнхъӕлмӕ кӕсын
1067,erwarten::V,esperar,ӕнхъӕлмӕ кӕсын
1068,suchen::V,buscar,агурын
1069,finden::V,trobar,ссарын
1070,versuchen::V,intentar,фӕлварын
1071,vorbereiten::V,preparar,бацаттæ кæнын
1072,vorbereiten::V,preparar,æрæввонг кæнын
1073,lieben::V,estimar,уарзын
1074,mögen::V,agradar a,зæрдæмæ цæуын
1075,lachen::V,riure,худын
1076,rühren::V,commoure,зæрдæ суынгæг кæнын
1077,rühren::V,emocionar,зæрдæ суынгæг кæнын
1078,weinen::V,plorar,кӕуын
1079,schimpfen::V,renyar,æлгъитын
1080,sich ärgern::V,enfadar-se,мæсты кæнын
1081,sich fürchten::V,tenir por,тæрсын
1082,fürchten::V,témer,тæрсын
1083,fliehen::V,fugir,лидзын
1084,flüchten::V,refugiar-se,алидзын
1085,sehen::V,veure,уынын
1086,anschauen::V,mirar,акӕсын
1087,ansehen::V,mirar,кӕсын
1088,hören::V,oir,хъусын
1089,zuhören::V,escoltar,хъусын
1090,probieren::V,provar,уынын
1091,probieren::V,provar,аходын
1092,riechen::V,olorar,смудын
1093,fühlen::V,sentīr,ӕнкъарын
1094,scheinen::V,semblar,зынын
1095,zu sehen sein::V,poder-se veure,зынын
1096,vernehmen::V,percebre,фехъусын
1097,frieren::V,tenir fred,сийын
1098,tun::V,fer,кӕнын
1099,können::V,poder,фӕразын
1100,wollen::V,voler,фӕндын
1101,anfangen::V,iniciar,райдайын
1102,beenden::V,acabar,фӕуын
1103,aufhören::V,deixar,банцайын
1104,aufhören::V,deixar,фенцайын
1105,gelingen::V,sortir bé,бантысын
1106,geraten::V,sortir,разынын
1107,öffnen::V,obrir,гом кӕнын
1108,schließen::V,tancar,ӕхгӕнын
1109,stellen::V,posar,ӕвӕрын
1110,stellen::V,col·locar,ӕвӕрын
1111,setzen::V,assentar,сбадын кӕнын
1112,legen::V,posar,ӕрӕвӕрын
1113,berühren::V,tocar,агайын
1114,verbinden::V,unir,бӕттын
1115,verbinden::V,connectar,бӕттын
1116,bedecken::V,tapar,ӕмбӕрзын
1117,bedecken::V,cobrir,ӕмбӕрзын
1118,aufhängen::V,penjar,ауындзын
1119,anzünden::V,encendre,ссудзын
1120,aufheben::V,aixecar,сисын
1121,zurücklassen::V,deixar,ныууадзын
1122,verlieren::V,pērdre,фесафын
1123,fallen lassen::V,deixar caure,ӕрӕппарын
1124,fallen lassen::V,deixar caure,къухтӕй феуӕгъд кӕнын
1125,machen::V,fer,саразын
1126,herstellen::V,producir,сцæттæ кæнын
1127,herstellen::V,producir,саразын
1128,bauen::V,construir,амайын
1129,reparieren::V,reparar,æмпъузын
1130,reparieren::V,reparar,цалцæг кæнын
1131,verbessern::V,millorar,фæхуыздæр кæнын
1132,ändern::V,canviar,аивын
1133,graben::V,cavar,къахын
1134,beugen::V,doblegar,æркъæдз кæнын
1135,beugen::V,doblegar,æртасын кæнын
1136,biegen::V,corbar,тасын кӕнын
1137,biegen::V,arquejar,тасын кӕнын
1138,drehen::V,girar,здухын
1139,wenden::V,girar,афæлдахын
1140,wenden::V,girar,рафæлдахын
1141,umdrehen::V,voltar,афæлдахын
1142,heben::V,pujar,сдарын
1143,heben::V,pujar,схæцын
1144,heben::V,aixecar,сдарын
1145,heben::V,aixecar,схæцын
1146,hochheben::V,aixecar,уæлæмæ хæцын
1147,ergreifen::V,agafar,фӕлӕбурын
1148,halten::V,mantenir,дарын
1149,drücken::V,prémer,æлхъивын
1150,drücken::V,prémer,хæцын
1151,drücken::V,estrènyer,æлхъивын
1152,drücken::V,estrènyer,хæцын
1153,schieben::V,empènyer,схойын
1154,kratzen::V,raspar,хафын
1155,lecken::V,llepar,сдæрын
1156,beißen::V,mossegar,хæцын
1157,abreißen::V,arrencar,ратонын
1158,abschneiden::V,tallar,ралыг кӕнын
1159,binden::V,lligar,бабӕттын
1160,stecken::V,ficar,ныссадзын
1161,brechen::V,trencar,асæттын
1162,brechen::V,trencar,басæттын
1163,brechen::V,trencar,ныссæттын
1164,klopfen::V,trucar,хойын
1165,klopfen::V,trucar,гуыпп-гуыпп кæнын
1166,klopfen::V,trucar,къуырцц-къуырцц кæнын
1167,hauen::V,picar,цӕвын
1168,hauen::V,picar,нӕмын
1169,hauen::V,colpejar,цӕвын
1170,hauen::V,colpejar,нӕмын
1171,kleben::V,enganxar,ныхасын
1172,kleben::V,enganxar,æндадзын
1173,reiben::V,fregar,сӕрфын
1174,reiben::V,fregar,хафын
1175,streichen::V,untar,байсæрдын
1176,streichen::V,untar,сахорын
1177,schleifen::V,afilar,ссын
1178,schleifen::V,afilar,цыргъ кӕнын
1179,schleifen::V,esmolar,ссын
1180,schleifen::V,esmolar,цыргъ кӕнын
1181,schneiden::V,tallar,кӕрдын
1182,rütteln::V,sacsejar,æнкъусын
1183,schütteln::V,agitar,уигъын
1184,schütteln::V,sacsejar,уигъын
1185,schwenken::V,agitar,тилын
1186,schwenken::V,agitar,уигъын
1187,schütten::V,abocar,ныккӕнын
1188,füllen::V,omplir,байдзаг кæнын
1189,einwickeln::V,embolicar,батухын
1190,tragen::V,dur,хӕссын
1191,tragen::V,portar,хӕссын
1192,schleppen::V,arrossegar,ласын
1193,ziehen::V,tirar,ласын
1194,ziehen::V,estirar,ласын
1195,aufbewahren::V,conservar,æвæрын
1196,werfen::V,llançar,зыввытт кӕнын
1197,fangen::V,agafar,ӕрцахсын
1198,fangen::V,atrapar,ӕрцахсын
1199,packen::V,engrapar,рацахсын
1200,verstecken::V,amagar,æмбæхсын
1201,verstecken::V,amagar,нымæхсын
1202,teilen::V,dividir,уарын
1203,schicken::V,enviar,ӕрвитын
1204,bringen::V,portar,æрхæссын
1205,bringen::V,portar,æрбахæссын
1206,hinzufügen::V,afegir,ӕфтауын
1207,bekommen::V,obtenir,ссарын
1208,bekommen::V,obtenir,сфæрæз кæнын
1209,bekommen::V,obtenir,самал кæнын
1210,erhalten::V,rebre,райсын
1211,nehmen::V,prendre,райсын
1212,wählen::V,triar,равзарын
1213,wählen::V,elegir,равзарын
1214,auswählen::V,escollir,авзарын
1215,auswählen::V,seleccionar,авзарын
1216,bewahren::V,conservar,бавæрын
1217,bewahren::V,conservar,нывæрын
1218,behindern::V,impedir,цæлхдур æвæрын
1219,behindern::V,impedir,ныхдур æвæрын
1220,behindern::V,impedir,къуылымпы кæнын
1221,behindern::V,impedir,хъыг дарын
1222,behindern::V,obstaculitzar,цæлхдур æвæрын
1223,behindern::V,obstaculitzar,ныхдур æвæрын
1224,behindern::V,obstaculitzar,къуылымпы кæнын
1225,behindern::V,obstaculitzar,хъыг дарын
1226,verderben::V,espatllar,фесафын
1227,beschädigen::V,danyar,халын
1228,beschädigen::V,destrossar,халын
1229,zerbrechen::V,trencar,асӕттын
1230,zerreißen::V,estripar,аскъуынын
1231,zerstören::V,destruir,фехалын
1232,verbrennen::V,cremar,басудзын
1233,geben::V,donar,дӕттын
1234,reichen::V,passar,адæттын
1235,schenken::V,regalar,лæвар кæнын
1236,versprechen::V,prometre,дзырд раттын
1237,versprechen::V,prometre,зӕрдӕ бавӕрын
1238,wünschen::V,desitjar,зæрдæ зæгъы
1239,loben::V,elogiar,раппӕлын
1240,küssen::V,fer un petó a,пъа кæнын
1241,küssen::V,fer un petó a,ба кæнын
1242,wiegen::V,bressolar,узын
1243,zudecken::V,tapar,бамбӕрзын
1244,zudecken::V,cobrir,бамбӕрзын
1245,wecken::V,despertar,райхъал кӕнын
1246,zeigen::V,mostrar,амонын
1247,zeigen::V,ensenyar,амонын
1248,führen::V,guiar,кӕнын
1249,führen::V,guiar,фæкæнын
1250,führen::V,conduir,кӕнын
1251,führen::V,conduir,фæкæнын
1252,lehren::V,ensenyar,ахуыр кæнын
1253,unterrichten::V,ensenyar,ахуыр кæнын
1254,aufziehen::V,criar,хъомыл кӕнын
1255,leiten::V,dirigir,разамынд дӕттын
1256,antreiben::V,impel·lir,тагъд кæнын
1257,antreiben::V,impel·lir,рог кæнын
1258,lassen::V,fer,кæнын
1259,einladen::V,invitar,ӕрхонын
1260,einladen::V,invitar,ӕрбахонын
1261,einladen::V,convidar,ӕрхонын
1262,einladen::V,convidar,ӕрбахонын
1263,vereinigen::V,unir,баиу кӕнын
1264,besuchen::V,visitar,абæрæг кæнын
1265,besuchen::V,visitar,бабæрæг кæнын
1266,besuchen::V,visitar,бауайын
1267,besuchen::V,anar a veure,абæрæг кæнын
1268,besuchen::V,anar a veure,бабæрæг кæнын
1269,besuchen::V,anar a veure,бауайын
1270,treffen::V,trobar,фембæлын
1271,sich versammeln::V,reunir-se,æрæмбырд уын
1272,spielen::V,jugar,хъазын
1273,singen::V,cantār,зарын
1274,tanzen::V,ballar,кафын
1275,sich trennen::V,separar-se,фæйнæрдæм фæцæуын айхæлын
1276,verlassen::V,deixar,ныууадзын
1277,verlassen::V,abandonar,ныууадзын
1278,retten::V,salvar,фервӕзын кӕнын
1279,bewachen::V,vigilar,хъахъхъӕнын
1280,schützen::V,protegir,хъахъхъӕнын
1281,verteidigen::V,defensar,бахизын
1282,sich schlagen::V,barallar-se,хыл кæнын
1283,schießen::V,tirar,ӕхсын
1284,schießen::V,disparar,ӕхсын
1285,siegen::V,vèncer,басӕттын
1286,siegen::V,vèncer,фӕуӕлахиз уӕвын
1287,ärgern::V,enfadar,мӕсты кӕнын
1288,schlagen::V,pegar,ныццæвын
1289,schlagen::V,colpejar,ныццæвын
1290,treten::V,donar un cop de peu a,
1291,stechen::V,punxar,фæрæхойын
1292,stechen::V,apunyalar,фæрæхойын
1293,stoßen::V,empènyer,риуыгъын
1294,stehlen::V,robar,давын
1295,stören::V,molestar,хъыгдарын
1296,belästigen::V,importunar,хъыгдарын
1297,verbergen::V,amagar,бамбӕхсын
1298,verbergen::V,amagar,басусӕг кӕнын
1299,verbergen::V,ocultar,бамбӕхсын
1300,verbergen::V,ocultar,басусӕг кӕнын
1301,täuschen::V,enganyar,фӕливын
1302,täuschen::V,enganyar,асайын
1303,betrügen::V,estafar,асайын
1304,töten::V,matar,амарын
1305,wohnen::V,vīure,цӕрын
1306,wohnen::V,habitar,цӕрын
1307,arbeiten::V,treballar,кусын
1308,sammeln::V,col·leccionar,æртонын
1309,pflücken::V,collir,тонын
1310,jagen::V,caçar,цуан кæнын
1311,fischen::V,pescar,кæсаг ахсын æнгуырæй
1312,fischen::V,pescar,æнгуыр дарын
1313,fassen::V,atrapar,ӕрцахсын
1314,hüten::V,pasturar,хизын
1315,treiben::V,arriar,скъӕрын
1316,anbinden::V,lligar,бабæттын
1317,anbinden::V,lligar,æрбæттын
1318,füttern::V,donar menjar a,холлаг дæттын
1319,füttern::V,donar menjar a,холлаг æвæрын
1320,füttern::V,donar menjar a,дарын
1321,melken::V,munyir,дуцын
1322,hacken::V,picar,кæрдын
1323,hacken::V,picar,лыгтæ кæнын
1324,hacken::V,tallar,кæрдын
1325,hacken::V,tallar,лыгтæ кæнын
1326,gießen::V,regar,бакалын
1327,reifen::V,madurar,срæгъæд уын
1328,reifen::V,madurar,сцæттæ уын
1329,zubereiten::V,preparar,сцӕттӕ кӕнын
1330,kochen::V,coure,фыцын
1331,backen::V,coure al forn,фыцын
1332,braten::V,rostir,цурын
1333,umrühren::V,remenar,ахæццæ кæнын
1334,umrühren::V,remenar,азмæнтын
1335,umrühren::V,remenar,астауын
1336,stricken::V,tricotar,кæнын
1337,stricken::V,tricotar,бийын
1338,stricken::V,fer punt de mitja,кæнын
1339,stricken::V,fer punt de mitja,бийын
1340,nähen::V,cosir,хуыйын
1341,färben::V,tenyir,ахорын
1342,reinigen::V,netejar,ссыгъдæг кæнын
1343,reinigen::V,netejar,ныссыгъдæг кæнын
1344,reinigen::V,netejar,ныссæрфын
1345,waschen::V,rentār,ӕхсын
1346,abwischen::V,eixugar,сӕрфын
1347,spülen::V,esbandir,æнхъæвзын
1348,fegen::V,escombrar,мӕрзын
1349,kehren::V,escombrar,мӕрзын
1350,baden::V,banyar-se,хи найын
1351,sich waschen::V,rentār-se,хи æхсын
1352,ausziehen::V,treure's,ласын
1353,anziehen::V,posar-se,скæнын
1354,sich anziehen::V,vestir-se,дзаума скæнын
1355,sich anziehen::V,vestir-se,дарæс скæнын
1356,kämmen::V,pentinar,ныффасын
1357,kämmen::V,pentinar,æрфасын
1358,schmücken::V,adornar,фӕлындын
1359,sagen::V,dir,зæгъын
1360,sprechen::V,parlar,дзурын
1361,reden::V,parlar,ныхас кӕнын
1362,sich unterhalten::V,conversar,ныхас кæнын
1363,fragen::V,preguntar,фӕрсын
1364,bitten::V,demanar,курын
1365,erzählen::V,contar,радзурын
1366,erzählen::V,contar,ратаурæгъ кæнын
1367,erzählen::V,explicar,радзурын
1368,erzählen::V,explicar,ратаурæгъ кæнын
1369,mitteilen::V,comunicar,фехъусын кæнын
1370,nennen::V,nomenar,хонын
1371,rufen::V,cridar,сидын
1372,prahlen::V,lloar-se,ӕппӕлын
1373,prahlen::V,jactar-se,ӕппӕлын
1374,übersetzen::V,traduir,ратæлмац кæнын
1375,denken::V,pensar,ӕнхъӕлын
1376,denken::V,pensar,хъуыды кӕнын
1377,glauben::V,creure,уырнын
1378,bemerken::V,notar,фенын
1379,erkennen::V,reconèixer,базонын
1380,begreifen::V,comprendre,ӕмбарын
1381,begreifen::V,comprendre,бамбарын
1382,verstehen::V,entendre,
1383,lernen::V,aprendre,ахуыр кӕнын
1384,wissen::V,saber,зонын
1385,sich erinnern an::V,recordar,зæрдыл æрлæууын
1386,sich erinnern an::V,recordar,æрымысын
1387,sich erinnern an::V,recordar,æрбаймысын
1388,sich erinnern an::V,recordar,æрхъуыды кæнын
1389,vergessen::V,oblidar,ферох кæнын
1390,vergessen::V,oblidar,айрох кæнын
1391,messen::V,mesurar,барын
1392,zählen::V,comptar,нымайын
1393,rechnen::V,calcular,хынцын
1394,lesen::V,llegir,кӕсын
1395,lesen::V,llegir,фӕрсын
1396,malen::V,pintar,ныв кӕнын
1397,zeichnen::V,dibuixar,ныв кӕнын
1398,schreiben::V,escrīure,фыссын
1399,besitzen::V,posseir,хицау уын
1400,kaufen::V,comprar,балхӕнын
1401,verkaufen::V,vendre,уӕй кӕнын
1402,bezahlen::V,pagar,бафидын
1403,zahlen::V,pagar per,фидын
1404,beherrschen::V,dominar,æлдариуæг кæнын
1405,ertragen::V,aguantar,бавзарын
