,Concept_ID,lbe,is
213,Gold::N,муси,gull
214,Silber::N,арцу,silfur
215,Kohle::N,кӏалаш,kol
216,Kohle::N,хъуручӏ,kol
217,Glas::N,пюрун,gler
218,Lehm::N,сина аьрщи,leir
219,Sand::N,къун,sandur
220,Mensch::N,инсан,maður
221,Mensch::N,инсан,manneskja
222,Mann::N,чув,maður
223,Mann::N,чув,karlmaður
224,Mann::N,адимина,maður
225,Mann::N,адимина,karlmaður
226,Frau::N,щарсса,kona
227,Frau::N,хъамитайпа,kona
228,Kind::N,чӏиви оьрчӏ,barn
229,Kind::N,чӏиви оьрчӏ,krakki
230,Junge::N,оьрчӏ,drengur
231,Junge::N,бурхьин оьрчӏ,drengur
232,Mädchen::N,душ,stelpa
233,Familie::N,кулпат,fjölskylda
234,Großvater::N,ттатта,afi
235,Großvater::N,ниттил ппу,afi
236,Großmutter::N,буттал нину,amma
237,Eltern::N,нину-ппу,foreldrar
238,Vater::N,ппу,faðir
239,Mutter::N,нину,móðir
240,Sohn::N,арс,sonur
241,Tochter::N,душ,dóttir
242,Bruder::N,уссу,bróðir
243,Schwester::N,ссу,systir
244,Onkel::N,буттауссу,föðurbróðir
245,Tante::N,буттал ссу,frænka
246,Tante::N,буттал ссу,móðursystir
247,Ehemann::N,лас,eiginmaður
248,Ehefrau::N,щар,eiginkona
249,Ehefrau::N,щарсса,eiginkona
250,Freude::N,шадшиву,gleði
251,Freude::N,ххаришиву,gleði
252,Gelächter::N,хъяхъаву,hlátur
253,Glück::N,талихӏ,gæfa
254,Kummer::N,дард,sorg
255,Wunsch::N,мурад,ósk
256,Lust::N,гьавас,fýsn
257,Lust::N,гьавас,löngun
258,Lust::N,ччаву,fýsn
259,Lust::N,ччаву,löngun
260,Geist::N,рухӏ,andi
261,Gedanke::N,пикри,hugsun
262,Gedächtnis::N,дакӏний личӏаву,minni
263,Verstand::N,аькьлу,vit
264,Sinn::N,мяъна,merking
265,Grund::N,багьана,ástæða
266,Wahrheit::N,тӏайламур,sannleikur
267,Wahrheit::N,хӏакьмур,sannleikur
268,Gespräch::N,ихтилат,samtal
269,Märchen::N,магьа,ævintýri
270,Erzählung::N,хавар,saga
271,Nachricht::N,хавар,frétt
272,Neuigkeit::N,хавар,frétt
273,Name::N,цӏа,nafn
274,Rätsel::N,ссигьа,gáta
275,Rede::N,гъалгъа,ræða
276,Sprache::N,маз,mál
277,Sprache::N,маз,tungumál
278,Stimme::N,чӏу,rödd
279,Stimme::N,чӏукӏа,rödd
280,Wort::N,махъ,orð
281,Zeichen::N,лишан,tákn
282,Zeichen::N,лишан,merki
283,Lärm::N,чӏу,hávaði
284,Laut::N,чӏу,hljóð
285,Ton::N,чӏу,tónn
286,Lied::N,балай,ljóð
287,Lied::N,балай,söngur
288,Ruhe::N,дигьалагру,ró
289,Ruhe::N,дигьалагру,kyrrð
290,Leute::N,инсантал,fólk
291,Volk::N,ил,þjóð
292,Volk::N,халкь,þjóð
293,Arbeit::N,заву,vinna
294,Gast::N,хъамаличу,gestur
295,Geschenk::N,бухчакарши,gjöf
296,Geschenk::N,лажинккакку,gjöf
297,Spiel::N,тӏуркӏу,leikur
298,Gesellschaft::N,жямат,selskapur
299,Gesellschaft::N,ккуран,selskapur
300,Hilfe::N,кумаг,hjálp
301,Freund::N,дус,vinur
302,Kamerad::N,хӏаласу,félagi
303,Angelegenheit::N,иш,mál
304,Angelegenheit::N,иш,málefni
305,Anzahl::N,аьдад,tala
306,Anzahl::N,аьдад,fjöldi
307,Art::N,жинс,tegund
308,Stück::N,касак,biti
309,Stück::N,касак,stykki
310,Teil::N,бутӏа,hluti
311,Teil::N,бутӏа,partur
312,Hälfte::N,дачӏи,helmingur
313,Kreis::N,кюрщан,hringur
314,Kreuz::N,ххач,kross
315,Kreuz::N,ххач,krossmark
316,Linie::N,щва,lína
317,Strich::N,щва,strik
318,Abstand::N,манзил,millibil
319,Entfernung::N,манзил,fjarlægð
320,Gegend::N,кӏану,hérað
321,Ort::N,кӏану,staður
322,Seite::N,чул,hlið
323,Seite::N,чулухалу,hlið
324,Mitte::N,дя,miðja
325,Gegenstand::N,зат,hlutur
326,Sache::N,зат,mál
327,Rand::N,зума,brún
328,Ecke::N,мурцӏу,horn
329,Spitze::N,мицӏ,oddur
330,Ende::N,зума,endi
331,Loch::N,ккутӏ,gat
332,Loch::N,ккутӏ,hola
333,Winkel::N,мурцӏу,skot
334,Winkel::N,мурцӏу,krókur
335,Muster::N,накьич,munstur
336,Länge::N,лахъишиву,lengd
337,Höhe::N,лахъшиву,hæð
338,Gewicht::N,дуццин,vigt
339,Gewicht::N,дуццин,þyngd
340,Gewicht::N,кӏушиву,vigt
341,Gewicht::N,кӏушиву,þyngd
342,Haufen::N,бакӏу,hrúga
343,Haufen::N,бакӏу,haugur
344,Reihe::N,кьюкьа,röð
345,Boot::N,луткка,bátur
346,Ruder::N,весло,ár
347,Ruder::N,чӏатӏа,ár
348,Schlitten::N,чана,sleði
349,Schlitten::N,санкка,sleði
350,Ski::N,лижарду,skíði
351,Lagerfeuer::N,къавтӏн,varðeldur
352,Last::N,гьиву,byrði
353,Last::N,гьиву,farmur
354,Gang::N,нанаву,ganga
355,Schritt::N,ша,skref
356,Norden::N,ухссав,norður
357,Norden::N,ухссавнил чулухалу,norður
358,Süden::N,кьилва,suður
359,Westen::N,баргълагавал,vestur
360,Westen::N,баргълагавал чул,vestur
361,Osten::N,баргъбуккай чулухалу,austur
362,Holz::N,тӏама,viður
363,Brett::N,тахта,fjöl
364,Platte::N,гъуни,flötur
365,Stütze::N,гьалакӏу,stoð
366,Stange::N,къазихъ,stöng
367,Stock::N,ттархь,prik
368,Stock::N,ттархь,stafur
369,Stab::N,ччантӏакъу,prik
370,Stab::N,ччантӏакъу,stafur
371,Rohr::N,бургъу,rör
372,Rohr::N,бургъу,pípa
373,Haus::N,къатта,hús
374,Heim::N,къатта,heimili
375,Ofen::N,пач,ofn
376,Fußboden::N,чӏанкъатта,gólf
377,Tisch::N,усттул,borð
378,Stuhl::N,кӏану,stóll
379,Wiege::N,оьрчӏал кӏану,vagga
380,Bett::N,тах,rúm
381,Bett::N,тах,hvíla
382,Regal::N,чӏаму,hilla
383,Kiste::N,яшикӏ,kassi
384,Kiste::N,къурши,kassi
385,Fenster::N,чӏавахьулу,gluggi
386,Tür::N,нуз,dyr
387,Tür::N,нуз,hurð
388,Tür::N,нузкьун,dyr
389,Tür::N,нузкьун,hurð
390,Tor::N,къапу,hlið
391,Tor::N,дарваза,hlið
392,Zaun::N,дайгьузанну,girðing
393,Zaun::N,дайгьузанну,limgarður
394,Dach::N,магъи,þak
395,Dach::N,цӏиялу,þak
396,Leiter::N,чуртту,stigi
397,Besen::N,чӏатлу,sópur
398,Spaten::N,бил,spaði
399,Schaufel::N,чӏатӏа,skófla
400,Gabel::N,гьиссилу,gaffall
401,Löffel::N,къуса,skeið
402,Messer::N,чӏила,hnífur
403,Nagel::N,мяр,nögl
404,Netz::N,къери,net
405,Haken::N,къича,krókur
406,Griff::N,куяму,tak
407,Schloss::N,кьункьула,lás
408,Bild::N,сурат,mynd
409,Puppe::N,ссихьу,brúða
410,Beutel::N,чантай,poki
411,Beutel::N,чантай,baggi
412,Bündel::N,гьи,böggull
413,Bündel::N,къар,böggull
414,Eimer::N,бадра,fata
415,Deckel::N,къапаза,lok
416,Geschirr::N,пюрунчӏул,leirtau
417,Geschirr::N,тӏахӏникӏичӏу,leirtau
418,Sack::N,къап,sekkur
419,Sack::N,дарваг,sekkur
420,Tasse::N,пижан,bolli
421,Tasse::N,пинжан,bolli
422,Tasse::N,инкираччатӏи,bolli
423,Tasse::N,цинцилттал бушкъап,bolli
424,Topf::N,кӏункӏур,pottur
425,Kessel::N,чаг,ketill
426,Kessel::N,кӏункӏур,ketill
427,Essen::N,дукия,matur
428,Essen::N,дукин,matur
429,Nahrung::N,дукра,fæða
430,Speise::N,дукра,réttur
431,Speise::N,дукра,matarréttur
432,Fleisch::N,дикӏ,kjöt
433,Getreide::N,къама,korn
434,Brei::N,ккурч,grautur
435,Brot::N,ччатӏ,brauð
436,Scheibe::N,парча,sneið
437,Fett::N,аьгъушиву,fita
438,Butter::N,нагь,smjör
439,Butter::N,лагаву,smjör
440,Salz::N,цӏву,salt
441,Suppe::N,накь,súpa
442,Honig::N,ницӏ,hunang
443,Milch::N,накӏ,mjólk
444,Tee::N,чяй,te
445,Leder::N,бурчу,skinn
446,Wolle::N,ппал,ull
447,Stoff::N,янна,dúkur
448,Nadel::N,ххалаххи,nál
449,Faden::N,ххал,þráður
450,Knopf::N,банд,tala
451,Knopf::N,банд,hnappur
452,Knoten::N,къурхъ,hnútur
453,Farbe::N,сир,málning
454,Kleidung::N,янна,búningur
455,Kleidung::N,янна,klæðnaður
456,Kleidung::N,лаххия,búningur
457,Kleidung::N,лаххия,klæðnaður
458,Hemd::N,гьухъа,skyrta
459,Kragen::N,дарвач,kragi
460,Kragen::N,дарвач,flibbi
461,Ärmel::N,кахха,ermi
462,Hose::N,хӏажак,buxur
463,Gürtel::N,мухӏлу,belti
464,Mütze::N,кьяпа,húfa
465,Stiefel::N,чакма,stígvél
466,Ring::N,кӏисса,hringur
467,Band::N,линт,band
468,Kamm::N,ттарал,greiða
469,Spiegel::N,дагьани,spegill
470,Riemen::N,эн,ól
471,Riemen::N,эн,reim
472,Schnur::N,хьхьа,snúra
473,Decke::N,виргъан,teppi
474,Kissen::N,кӏаралу,koddi
475,Tuch::N,карщи,klútur
476,Handtuch::N,калихьу,þurrka
477,Handtuch::N,калихьу,handklæði
478,Handtuch::N,лажинлихьу,þurrka
479,Handtuch::N,лажинлихьу,handklæði
480,Kraft::N,эллаж,afl
481,Kraft::N,эллаж,kraftur
482,Stärke::N,гуж,styrkur
483,Gesundheit::N,цӏуллу-сагъшиву,heilsa
484,Gesundheit::N,цӏуллу-сагъшиву,heilbrigði
485,Krankheit::N,къашайшиву,sjúkdómur
486,Schmerz::N,къюву,sársauki
487,Wunde::N,щаву,sár
488,Fieber::N,кӏиришиву,hitasótt
489,Arznei::N,дару,lyf
490,Brücke::N,ламу,brú
491,Brunnen::N,къуй,brunnur
492,Weide::N,бизантту,hagi
493,Pfad::N,жегъир ххуллу,stígur
494,Weg::N,ххуллу,vegur
495,Straße::N,ххуллу,gata
496,Straße::N,ххуллу,stræti
497,Dorf::N,щар,þorp
498,Dorf::N,шяравалу,þorp
499,Stadt::N,шагьру,borg
500,Brief::N,чагъар,bréf
501,Buch::N,лу,bók
502,Buchstabe::N,хӏарп,bókstafur
503,Zeitung::N,кказит,dagblað
504,Leben::N,оьрму,líf
505,Tod::N,ажал,dauði
506,Tod::N,бивкӏу,dauði
507,Tod::N,ивчӏаву,dauði
508,Grab::N,гьав,gröf
509,Kirche::N,килиса,kirkja
510,Sünde::N,бунагъ,synd
511,Gott::N,зал,guð
512,Arbeiter::N,зузала,verkamaður
513,Chef::N,ялувма,yfirmaður
514,Meister::N,усттар,meistari
515,Arzt::N,хӏакин,læknir
516,Lehrer::N,учитель,kennari
517,Geld::N,арцу,peningar
518,Geschäft::N,даву,viðskipti
519,Laden::N,ттучан,búð
520,Laden::N,ттучан,verslun
521,Preis::N,багъа,verð
522,Ware::N,хъус,vara
523,Nutzen::N,хайр,gagn
524,Nutzen::N,мюнпат,gagn
525,Reichtum::N,давлат,auður
526,Reichtum::N,аваданшиву,auður
527,Welt::N,дуниял,veröld
528,Land::N,билаят,land
529,Staat::N,паччахӏлугъ,ríki
530,Macht::N,власть,vald
531,Grenze::N,дазу,landamæri
532,Krieg::N,дяъви,stríð
533,Feind::N,душман,fjandmaður
534,Gewalt::N,къия,ofbeldi
535,Kampf::N,лачӏуи уккаву,bardagi
536,Bogen[Waffe]::N,ккуртта,bogi
537,Pfeil::N,чӏатӏаракӏ,ör
538,Gewehr::N,ттупанг,byssa
539,Fehler::N,гъалатӏ,villa
540,Lüge::N,щялмахъ,lygi
541,Schaden::N,зарал,skemmd
542,Unglück::N,бала,óhamingja
543,Schuld::N,тахсир,sök
544,Alter::N,оьрму,aldur
545,Schluss::N,ахир,lok
546,Schluss::N,ахир,endir
547,Zeit::N,чӏун,tími
548,Tag::N,кьини,dagur
549,Morgen::N,кӏюрх,morgunn
550,Mittag::N,ахттайн,hádegi
551,Mittag::N,дяахттайн,hádegi
552,Mittag::N,ахттайн чӏун,hádegi
553,Abend::N,маркӏачӏан,kvöld
554,Nacht::N,хьхьу,nótt
555,Woche::N,нюжмар,vika
556,Monat::N,барз,mánuður
557,Jahr::N,шин,ár
558,Frühling::N,инт,vor
559,Sommer::N,гъи,sumar
560,Herbst::N,ссут,haust
561,Winter::N,кӏи,vetur
562,Januar::N,цалчинмур барз,janúar
563,Februar::N,кӏилчинмур барз,február
564,März::N,шамилчинмур барз,mars
565,April::N,апрель,apríl
566,April::N,мукьилчинмур барз,apríl
567,Mai::N,май,maí
568,Mai::N,ххюлчинмур барз,maí
569,Juni::N,июнь,júní
570,Juni::N,ряххилчинмур барз,júní
571,Juli::N,июль,júlí
572,Juli::N,Арулчинмур барз,júlí
573,August::N,мяйлчинмур барз,ágúst
574,September::N,урчӏилчинмур барз,september
575,Oktober::N,ацӏилчинмур барз,október
576,November::N,ацӏния цалчинмур барз,nóvember
577,Dezember::N,ацӏния кӏилчинмур барз,desember
578,Montag::N,итин,mánudagur
579,Montag::N,итин кьини,mánudagur
580,Dienstag::N,тталат,þriðjudagur
581,Dienstag::N,тталат кьини,þriðjudagur
582,Mittwoch::N,арвахӏ,miðvikudagur
583,Donnerstag::N,хамис,fimmtudagur
584,Freitag::N,нюжмар,föstudagur
585,Freitag::N,нюжмар кьини,föstudagur
586,Samstag::N,ххуллун,laugardagur
587,Samstag::N,ххуллун кьини,laugardagur
588,Sonntag::N,алхӏат,sunnudagur
589,Sonntag::N,алхӏат кьини,sunnudagur
590,groß::A,бугъарасса,stór
591,klein::A,чӏивисса,lítill
592,lang::A,лахъисса,langur
593,kurz::A,кутӏасса,stuttur
594,breit::A,уттасса,breiður
595,schmal::A,уттакӏюласса,mjór
596,dicht::A,ццунсса,þéttur
597,dick[Gegenstand]::A,ганзсса,þykkur
598,dünn::A,кӏюласса,þunnur
599,fest::A,цӏакьсса,fastur
600,fest::A,кьянкьасса,fastur
601,flach::A,баягъисса,flatur
602,flach::A,цӏубакъасса,flatur
603,flach::A,куртӏ дакъасса,flatur
604,glatt::A,дюрчӏусса,háll
605,glatt::A,дюрчӏусса,sléttur
606,hart::A,кьянкьасса,harður
607,weich::A,кӏукӏлусса,mjúkur
608,rund::A,ккурккисса,kringlóttur
609,spitz::A,ярксса,oddhvass
610,spitz::A,дайлсса,oddhvass
611,spitz::A,мицӏ бусса,oddhvass
612,scharf::A,ярксса,beittur
613,scharf::A,дайлсса,beittur
614,scharf::A,мицӏ бусса,beittur
615,stumpf::A,къуркъасса,bitlaus
616,schwer::A,кӏусса,þungur
617,schön::A,аьнтӏикӏасса,fagur
618,schön::A,аьнтӏикӏасса,fallegur
619,heiß::A,кӏирисса,heitur
620,warm::A,гъелисса,hlýr
621,warm::A,гъелисса,heitur
622,kalt::A,дяркъусса,kaldur
623,kühl::A,дюхлулсса,svalur
624,frisch::A,цӏусса,frískur
625,feucht::A,атилсса,rakur
626,feucht::A,атилсса,þvalur
627,feucht::A,хъавтусса,rakur
628,feucht::A,хъавтусса,þvalur
629,nass::A,атилсса,votur
630,nass::A,атилсса,blautur
631,nass::A,хъавтусса,votur
632,nass::A,хъавтусса,blautur
633,trocken::A,кьавкьсса,þurr
634,trocken::A,кьакьан бувсса,þurr
635,voll::A,бувцӏусса,fullur
636,leer::A,бачӏвасса,tómur
637,offen::A,тӏивтӏусса,opinn
638,geschlossen::A,лавкьусса,lokaður
639,sauber::A,марцӏсса,þrifinn
640,schmutzig::A,чапалсса,óhreinn
641,schmutzig::A,чапалсса,sóðalegur
642,roh::A,шакъавхьсса,hrár
643,reif::A,дирсса,þroskaður
644,lecker::A,нахӏусса,ljúffengur
645,lecker::A,тӏааьнсса,ljúffengur
646,süß::A,нацӏусса,sætur
647,bitter::A,кьурчӏисса,beiskur
648,sauer::A,туршсса,súr
649,hell::A,чаннасса,bjartur
650,dunkel::A,цӏансса,dimmur
651,schwarz::A,лухӏисса,svartur
652,weiß::A,кӏяласса,hvítur
653,rot::A,ятӏулсса,rauður
654,gelb::A,хъахъисса,gulur
655,blau::A,някӏсса,blár
656,grün::A,щюлисса,grænn
657,grau::A,оьрусса,grár
658,bunt::A,оьрчӏикӏурисса,marglitur
659,billig::A,кьювкьусса,ódýr
660,teuer::A,ххирасса,dýr
661,wertvoll::A,багьасса,verðmætur
662,blind::A,мурчӏисса,blindur
663,taub::A,къюкӏсса,heyrnarlaus
664,kräftig::A,гужсса,öflugur
665,stark::A,кьянкьасса,sterkur
666,schwach::A,заэвсса,veill
667,fett::A,бучсса,feitur
668,schlank::A,бювхъусса,grannur
669,schlank::A,бювхъусса,spengilegur
670,hübsch::A,янусса,snotur
671,hübsch::A,янусса,laglegur
672,böse::A,оьсса,illur
673,böse::A,оьсса,vondur
674,dumm::A,ахӏмакьсса,heimskur
675,faul::A,танмалсса,latur
676,faul::A,курчӏилсса,latur
677,fleißig::A,хӏарачат бусса,iðinn
678,geizig::A,янттарцӏансса,nískur
679,klug::A,аькьлу бусса,hygginn
680,geschickt::A,паргалсса,fimur
681,geschickt::A,паргалсса,laginn
682,lieb::A,аьзизсса,kær
683,lieb::A,аьзизсса,ljúfur
684,lustig::A,тяхъасса,kátur
685,sanft::A,иминсса,blíður
686,hungrig::A,ккашилсса,soltinn
687,hungrig::A,ккашилсса,hungraður
688,krank::A,къашавайсса,sjúkur
689,nackt::A,кӏачӏасса,nakinn
690,traurig::A,пашмансса,dapur
691,traurig::A,пашмансса,hryggur
692,lebendig::A,уттавасса,lifandi
693,gut::A,ххуйсса,góður
694,schlecht::A,оьккисса,slæmur
695,schlecht::A,оьккисса,lélegur
696,richtig::A,саргъунсса,réttur
697,schlimm::A,оьккисса,slæmur
698,wahr::A,хӏакьсса,sannur
699,alt::A,кугьнасса,gamall
700,neu::A,цӏусса,nýr
701,ehemalig::A,хъхъичӏвасса,fyrrverandi
702,alt[Lebewesen]::A,агьилсса,gamall
703,jung::A,чӏавасса,ungur
704,jung::A,жагьилсса,ungur
705,arm::A,мискинсса,vesall
706,arm::A,мискинсса,fátækur
707,reich::A,авадансса,ríkur
708,reich::A,авадансса,auðugur
709,bekannt::A,дусъсса,kunnugur
710,berühmt::A,машгьурсса,frægur
711,fremd::A,чил,framandi
712,fremd::A,чил,ókunnugur
713,verschieden::A,личӏи-личӏисса,ýmis
714,nah::A,гъансса,nálægur
715,fern::A,архсса,fjarri
716,fern::A,архсса,fjarlægur
717,linker::A,кияхсса,vinstri
718,linker::A,кюччахсса,vinstri
719,rechter::A,урчӏахсса,hægri
720,anderer::A,цамур,annar
721,erster::A,цалчинмур,fyrsti
722,erster::A,цалчиннсса,fyrsti
723,zweiter::A,кӏилчиимур,annar
724,dritter::A,шамулчинмур,þriðji
725,letzter::A,махъва-махъмур,síðasti
726,allein::ADV,ялгъузну,einn
727,allein::ADV,ялгъузну,aleinn
728,zusammen::ADV,цачӏу,saman
729,zusammen::ADV,архӏал,saman
730,lange::ADV,батӏи къабуклай,lengi
731,lange::ADV,хъунмасса хӏаллай,lengi
732,plötzlich::ADV,цакуну,skyndilega
733,sofort::ADV,мугьлат бакъа,strax
734,sofort::ADV,мугьлат бакъа,þegar í stað
735,später::ADV,махъ,seinna
736,jetzt::ADV,утти,nú
737,jetzt::ADV,утти,núna
738,jetzt::ADV,цӏана,nú
739,jetzt::ADV,цӏана,núna
740,heute::ADV,хӏакьину,í dag
741,morgen::ADV,гьуит,á morgun
742,morgen::ADV,гьунттий,á morgun
743,dann::ADV,яла,svo
