,Concept_ID,ta,cs
693,zurück::ADV,பின்பக்கம்,zpět
694,zurück::ADV,பின்பக்கம்,nazpět
695,unten::ADV,கீழாக,dole
696,hinab::ADV,கீழ் நோக்கி,dolů
697,oben::ADV,மேலே,nahoře
698,oben::ADV,மேலே,navrchu
699,hinauf::ADV,மேலே,nahoru
700,überall::ADV,எல்லா இடத்திலும்,všude
701,nicht::ADV,இல்லை,ne
702,ein wenig::ADV,கொஞ்சம்,trochu
703,kaum::ADV,அரிதாக,sotva
704,sehr::ADV,மிக்க,velmi
705,sehr::ADV,மிக்க,velice
706,so::ADV,மிகவும்,tak
707,so::ADV,மிகவும்,takto
708,noch::ADV,இப்பொழுதும்,ještě
709,nur::ADV,மட்டும்,jen
710,nur::ADV,மட்டும்,jenom
711,schon::ADV,ஏற்கனவே,už
712,schon::ADV,ஏற்கனவே,již
713,wieder::ADV,மறுபடியும்,zase
714,vergebens::ADV,வீண்,marně
715,vor::PRP,முன்,před
716,hinter::PRP,பின்பக்கம்,za
717,unter::PRP,கீழே,pod
718,durch::PRP,ஊடே,skrz
719,neben::PRP,அடுத்து,vedle
720,zwischen::PRP,இடையில்,mezi
721,wegen::PRP,ஏனெனில்,pro
722,dies::PRN,இது,toto
723,dies::PRN,இது,tohle
724,das::PRN,அது,to
725,alles::PRN,ஒவ்வொன்றும்,všechno
726,ich::PRN,நான்,já
727,du::PRN,நீ,ty
728,er::PRN,அவன்,on
729,wir::PRN,நாம்,my
730,wir::PRN,நாங்கள்,my
731,ihr::PRN,நீங்கள்,vy
732,sie::PRN,அவர்கள்,oni
733,was::FPRN,என்ன,co
734,wer::FPRN,யார்,kdo
735,wo::FADV,எங்கே,kde
736,wohin::FADV,எதற்கு,kam
737,wie::FADV,எப்படி,jak
738,warum::FADV,ஏன்,proč
739,wieviel::FNUM,எவ்வளவு,kolik
740,eins::NUM,ஒன்று,jeden
741,zwei::NUM,இரண்டு,dva
742,drei::NUM,மூன்று,tři
743,vier::NUM,நான்கு,čtyři
744,fünf::NUM,ஐந்து,pět
745,sechs::NUM,ஆறு,šest
746,sieben::NUM,ஏழு,sedm
747,acht::NUM,எட்டு,osm
748,neun::NUM,ஒன்பது,devět
749,zehn::NUM,பத்து,deset
750,elf::NUM,பதினொன்று,jedenáct
751,zwölf::NUM,பன்னிரண்டு,dvanáct
752,zwanzig::NUM,இருபது,dvacet
753,dreißig::NUM,முப்பது,třicet
754,vierzig::NUM,நாற்பது,čtyřicet
755,fünfzig::NUM,ஐமபது,padesát
756,sechzig::NUM,அறுபது,šedesát
757,siebzig::NUM,எழுபது,sedmdesát
758,achtzig::NUM,எண்பது,osmdesát
759,neunzig::NUM,தொன்னூறு,devadesát
760,hundert::NUM,நூறு,sto
761,tausend::NUM,ஆயிரம்,tisíc
762,und::CNJ,மற்றும்,a
763,oder::CNJ,அல்லது,nebo
764,stehen::V,நில்,stát
765,sitzen::V,உட்கார்,sedět
766,liegen::V,படு,ležet
767,hängen::V,தொங்கச் செய்,viset
768,werden::V,ஆகு,stát se
769,passieren::V,நிகழ்,stát se
770,beginnen::V,ஆரம்பி,počít
771,enden::V,முடி,končit
772,enden::V,முடி,skončit
773,wechseln::V,மாற்று,měnit se
774,aufgehen[Sonne]::V,உயர எழு,vyjít
775,untergehen[Sonne]::V,பொறுத்து,zapadnout
776,scheinen[Sonne]::V,பிரகாசி,svítit
777,donnern::V,இடி,hřmět
778,wehen::V,வீசு,vát
779,wehen::V,வீசு,vanout
780,strömen::V,பாயதல்,proudit
781,fließen::V,நீரோட்டம் போக்கில் போ,téct
782,sich drehen::V,சுழல்,točit se
783,schwanken::V,தள்ளாடு,kolísat
784,schwanken::V,தள்ளாடு,houpat se
785,schwingen::V,ஆடு,kývat se
786,fallen::V,விழு,padat
787,brennen::V,எரி,hořet
788,rauchen::V,பகை பிடி,kouřit
789,regnen::V,மழை பெய்,pršet
790,gefrieren::V,உறைந்துவிடு,zamrznout
791,tauen::V,உருகு,tát
792,schmelzen::V,உருகு,tavit
793,trocknen::V,உலர்த்து,schnout
794,sieden::V,கொதிக்க வை,vřít
795,faulen::V,அழுகச் செய்,hnít
796,verfaulen::V,அழுகச் செய்,shnít
797,reißen::V,திடீரென அறு,roztrhat se
798,versinken::V,மூழ்கு,topit se
799,versinken::V,மூழ்கு,ponořit se
800,vergehen::V,கடந்துசெல்,plynout
801,erscheinen::V,தோன்றச்,objevit se
802,verschwinden::V,மறைந்து போ,zmizet
803,sinken::V,பதைவுறு,klesat
804,abnehmen::V,குறை,ubýt
805,zunehmen::V,உயர்த்து,přibýt
806,steigen::V,உயர எழு,stoupat
807,wachsen::V,வளர்,růst
808,glänzen::V,மிளிர்,lesknout se
809,funkeln::V,பிரகாசி,jiskřit se
810,lärmen::V,கொம்பு,dělat hluk
811,läuten::V,மணியொலியிசை,zvonit
812,klingeln::V,மணி அடி,zvonit
813,klirren::V,கிலுங்கு,řinčet
814,brausen::V,இரைதல்,hučet
815,rauschen::V,சலசலப்பு,šumět
816,klingen::V,சிலம்புதல்,znít
817,bellen::V,குரை,štěkat
818,heulen::V,ஊளையிடு,výt
819,blasen::V,ஊது,foukat
820,pfeifen::V,சீழ்க்கை எழப்பு,pískat
821,schreien::V,கூச்சலிடு,křičet
822,stöhnen::V,வேதனை,sténat
823,zittern::V,நடுங்கு,třást se
824,leben::V,உயிருடனிரு,žít
825,geboren werden::V,பிற,rodit se
826,atmen::V,சுவாசி,dýchat
827,trinken::V,குடி,pít
828,essen::V,சாப்பிடு,jíst
829,schlucken::V,முழுங்கு,polykat
830,müde werden::V,கையயர்தல்,unavit se
831,einschlafen::V,தூங்க,usnout
832,schlafen::V,தூங்கு,spát
833,aufwachen::V,எழுப்பு,probudit se
834,aufstehen::V,எழுந்திரு,vstát
835,sich erholen::V,இளைப்பாறு,zotavovat se
836,krank werden::V,விழுதல்,onemocnět
837,krank sein::V,நருக்கலாயிருக்க,být nemocný
838,schmerzen::V,நோவுறு,bolet
839,husten::V,இருமு,kašlat
840,genesen::V,குணம் அடை,uzdravit se
841,sterben::V,மரணமடை,umřít
842,umkommen::V,நசி,zahynout
843,sich bewegen::V,நகர்த்து,pohnout se
844,sich rühren::V,அசை,hnout se
845,sich erheben::V,எழுந்து நில்,zdvihnout se
846,sich setzen::V,உட்கார்,posadit se
847,hinfallen::V,விழு,upadnout
848,laufen::V,நட,běžet
849,schreiten::V,கவடுவைத்தல்,kráčet
850,spazierengehen::V,உலவு,procházet se
851,eilen::V,விரைந்து,spěchat
852,sich beeilen::V,அவசரப்படுத்து,pospíšit si
853,sausen::V,விரைந்து செல்,fičet
854,rennen::V,ஓடு,pádit
855,springen::V,குதி,skákat
856,klettern::V,ஏறு,lézt
857,klettern::V,ஏறு,šplhat
858,schaukeln::V,தள்ளாடு,houpat
859,kriechen::V,மெதுவாக நடந்து செல்,lézt
860,kriechen::V,மெதுவாக நடந்து செல்,plazit se
861,schwimmen::V,நீந்து,plavat
862,tauchen::V,மூழ்கி நீச்சலடி,nořit se
863,rudern::V,துடுப்புப் போடு,veslovat
864,fahren::V,ஓட்டு,jet
865,fahren::V,ஓட்டு,jezdit
866,fliegen::V,பற,létat
867,gehen::V,போ,jít
868,weggehen::V,விலகிச் செல்,odejít
869,abfahren::V,புறப்பட்டுச் செல்,odjet
870,anhalten::V,நின்றுவிடு,zastavit se
871,hineingehen::V,மறையச் செய்,vcházet se
872,eintreten::V,நுழை,vstoupit
873,kommen::V,வா,přijít
874,ankommen::V,வநது சேர்,dojít
875,zurückkommen::V,திரும்பி வா,vrátit se
876,bleiben::V,இரு,zůstat
877,warten::V,தாமதி,čekat
878,erwarten::V,எதிர்நோக்கு,čekat na
879,suchen::V,தேடு,hledat
880,finden::V,கண்டுபிடி,najít
881,versuchen::V,முயற்சி செய்,zkoušet
882,vorbereiten::V,ஆயத்தம் செய்,připravit
883,lieben::V,அன்பு செலுத்து,milovat
884,mögen::V,விரும்பு,mít rád
885,lachen::V,சிரி,smát se
886,rühren::V,இதயத்தைத் தொடு,dojmout
887,weinen::V,அழு,plakat
888,schimpfen::V,சாபமிடு,nadávat
889,sich ärgern::V,கோப்பபடு,pohoršit se
890,sich fürchten::V,பயப்படு,bát se
891,fürchten::V,பயப்படுத்து,bát se
892,fliehen::V,ஓடு,utéct
893,flüchten::V,தப்பிவிடு,prchnout
894,sehen::V,பார்,vidět
895,anschauen::V,கூர்ந்து கவனி,podívat se na
896,ansehen::V,கவனி,sledovat
897,hören::V,கேள்,slyšet
898,zuhören::V,சுவைத்துப் பார்,poslouchat
899,probieren::V,ருசி,ochutnávat
900,riechen::V,முகர்ந்து பார்,cítit
901,fühlen::V,தொட்டுணர்,cítit
902,scheinen::V,காணப்படு,zdát se
903,zu sehen sein::V,தோன்றுதல்,moci být viděn
904,vernehmen::V,கேள்,uslyšet
905,frieren::V,குதுகுதுகு,mrznout
906,tun::V,செய்,dělat
907,können::V,இயல்வது,moct
908,wollen::V,விரும்பு,chtít
909,anfangen::V,தொடங்கு,začít
910,beenden::V,முடி,ukončit
911,aufhören::V,நிறுத்து,přestat
912,gelingen::V,வெற்றி,podařit se
913,geraten::V,ஏற்படுத்து,dařit se
914,öffnen::V,திற,otevřít
915,schließen::V,மூடு,zavřít
916,stellen::V,வை,postavit
917,setzen::V,வை,posadit
918,legen::V,பரப்பி வை,klást
919,legen::V,பரப்பி வை,položit
920,berühren::V,பதி,dotýkat se
921,verbinden::V,சேர்,spojit
922,bedecken::V,உறைபோடு,pokrýt
923,aufhängen::V,தொங்கவிடு,oběsit
924,aufhängen::V,தொங்கவிடு,pověsit
925,anzünden::V,எரியூட்டு,zapálit
926,anzünden::V,எரியூட்டு,podpálit
927,aufheben::V,பொறுக்கி எடு,zvednout
928,aufheben::V,பொறுக்கி எடு,zdvihnout
929,zurücklassen::V,விட்டுச் செல்,zanechat
930,verlieren::V,இழ,ztratit
931,fallen lassen::V,அளவில் குறைவு,upustit
932,machen::V,தயார்செய்,udělat
933,herstellen::V,உற்பத்தி செய்,vyrobit
934,bauen::V,கட்டு,stavět
935,bauen::V,கட்டு,budovat
936,reparieren::V,பழுது பார்,opravit
937,verbessern::V,மேம்படுத்து,zlepšit
938,ändern::V,மாற்றி அமை,změnit
939,graben::V,குழி வெட்டு,rýt
940,graben::V,குழி வெட்டு,kopat
941,beugen::V,வனை,ohnout
942,biegen::V,வனை,ohnout
943,drehen::V,சுழல்,točit
944,wenden::V,குடைகவிழு,obrátit
945,umdrehen::V,சுற்றும் முற்றும் பார்,obrátit
946,heben::V,தூக்கு,zdvihnout
947,hochheben::V,தூக்கு,zvednout
948,ergreifen::V,பறி,chopit se
949,halten::V,பிடித்துக் கொள்,držet
950,drücken::V,அழுத்து,stisknout
951,schieben::V,தள்ளு,posouvat
952,kratzen::V,கீறு,škrábat
953,lecken::V,நக்கு,lízat
954,beißen::V,கடி,kousat
955,abreißen::V,கிழி,utrhat
956,abreißen::V,கிழி,odtrhat
957,abschneiden::V,வெட்டி எடு,uřezat
958,abschneiden::V,வெட்டி எடு,ukrojit
959,binden::V,கட்டு,přivázat
960,stecken::V,பதிய வை,strčit
961,brechen::V,உடை,lomit
962,klopfen::V,தட்டு,ťukat
963,klopfen::V,தட்டு,klepat
964,hauen::V,அடி,bít
965,kleben::V,ஒட்டு,lepit
966,reiben::V,தேய்,třít
967,streichen::V,பரவச்செய்,mazat
968,schleifen::V,அரை,brousit
969,schneiden::V,துண்டாக்கு,řezat
970,schneiden::V,துண்டாக்கு,střihat
971,rütteln::V,மெல்ல தள்ளு,třást
972,rütteln::V,மெல்ல தள்ளு,otřást
973,schütteln::V,குலுக்கு,třást
974,schütteln::V,குலுக்கு,zatřást
975,schwenken::V,ஊஞ்சலாடு,mávat
976,schütten::V,ஊற்று,nasypat
977,füllen::V,நிரப்பு,naplnit
978,einwickeln::V,சுற்று,zavinout
979,tragen::V,எடுத்துச் செல்,nést
980,schleppen::V,இழுத்துச் செல்,vléct
981,ziehen::V,இழு,tahat
982,ziehen::V,இழு,táhnout
983,aufbewahren::V,வைத்துக் கொள்,schovat
984,werfen::V,வீசி எறி,házet
985,fangen::V,பிடி,chytat
986,packen::V,பிடித்துக்கொள்,uchvátit
987,verstecken::V,மறை,schovat
988,teilen::V,பாகங்களாகப் பிரி,rozdělit
989,schicken::V,அனுப்பு,posílat
990,bringen::V,கொண்டு வா,přinést
991,hinzufügen::V,சேர்,připojit
992,bekommen::V,பெறு,dostat
993,erhalten::V,பெறு,uchovat
994,nehmen::V,எடு,vzít
995,wählen::V,தேர்ந்தெடு,zvolit
996,auswählen::V,தேர்ல்தெடு,vybrat
997,bewahren::V,கெடாது பேணு,uchránit
998,behindern::V,தடங்கல் செய்,překážet
999,verderben::V,நாசமாக்கு,zkazit
1000,beschädigen::V,சேதப்படுத்து,porušit
1001,beschädigen::V,சேதப்படுத்து,poškodit
1002,zerbrechen::V,உடை,rozlámat
1003,zerreißen::V,கிழி,roztrhnout
1004,zerstören::V,அழி,zničit
1005,verbrennen::V,எரியூட்டு,spálit
1006,geben::V,கொடு,dát
1007,reichen::V,வழங்கு,podat
1008,schenken::V,மொயத்தல்,darovat
1009,versprechen::V,உறுதியளி,slíbit
1010,wünschen::V,ஆசைப்படு,přát
1011,loben::V,புகழ்ச்சி கூறு,chválit
1012,küssen::V,முத்தமிடு,líbat
1013,wiegen::V,ஆட்டுத்தல்,chovat
1014,wiegen::V,ஆட்டுத்தல்,kolébat
1015,zudecken::V,உறைபோடு,přikrýt
1016,zudecken::V,உறைபோடு,přiklopit
1017,wecken::V,எழுப்பு,vzbudit
1018,zeigen::V,காட்டு,ukázat
1019,führen::V,வழிகாட்டி,vést
1020,lehren::V,சொல்லிக் கொடு,učit
1021,unterrichten::V,அறிவுரை கூறு,vyučovat
1022,aufziehen::V,வளர்,vychovat
1023,leiten::V,அழைத்துச் செல்,vodit
1024,antreiben::V,தூண்டு,nutit
1025,lassen::V,விடு,dát
1026,einladen::V,அழை,pozvat
1027,vereinigen::V,ஒன்றாகச் சேர்,spojit
1028,besuchen::V,வருகை புரி,návštívit
1029,treffen::V,சந்தி,potkat
1030,sich versammeln::V,தொகுப்பு,shromáždit se
1031,spielen::V,விளையாடு,hrát
1032,singen::V,பாடு,zpívat
1033,tanzen::V,நடனமாடு,tančit
1034,sich trennen::V,தனிப்படடுத்து,rozejít se
1035,verlassen::V,கைவிடு,opustit
1036,retten::V,காப்பாற்று,zachránit
1037,bewachen::V,காவல் செய்,hlídat
1038,schützen::V,பாதுகாப்பு செய்,chránit
1039,verteidigen::V,எதிர்த்து நில்,obhájit
1040,sich schlagen::V,பூசலிடு,bít se
1041,schießen::V,சுட்டுக் கொல்,střílet
1042,siegen::V,வெற்றி பெறு,zvítězit
1043,ärgern::V,எரிச்சலூட்டு,zlobit
1044,ärgern::V,எரிச்சலூட்டு,pohoršit
1045,schlagen::V,அடி,udeřit
1046,schlagen::V,அடி,praštit
1047,treten::V,உதை,kopnout
1048,stechen::V,கொட்டு,bodnout
1049,stechen::V,கொட்டு,píchnout
1050,stoßen::V,நெருக்கு,strčit
1051,stehlen::V,திருடு,ukrást
1052,stören::V,தொல்லைகொடு,vyrušit
1053,belästigen::V,தொல்லை கொடு,obtěžovat
1054,verbergen::V,மறை,skrýt
1055,täuschen::V,ஏமாற்று,klamat
1056,betrügen::V,ஏமாற்று,podvést
1057,töten::V,கொல்,zabít
1058,wohnen::V,தங்கியிரு,bydlit
1059,arbeiten::V,வேலை செய்,pracovat
1060,sammeln::V,ஒன்றுசேர்,sebrat
1061,pflücken::V,கொய்து எடு,česat
1062,jagen::V,வேட்டையாடு,uhonit
1063,fischen::V,மீன் பிடி,chytat ryby
1064,fassen::V,பிடி,ulovit
1065,hüten::V,காவல் செய்,pást
1066,treiben::V,ஓட்டு,hnát
1067,anbinden::V,கட்டு,přivázat
1068,füttern::V,உணவளி,krmit
1069,melken::V,பால் கற,dojit
1070,hacken::V,வெட்டி எடு,seknout
1071,gießen::V,நீர்ப் பாய்ச்சு,zalít
1072,reifen::V,பழு,uzrát
1073,zubereiten::V,சமையல் செய்,připravit
1074,kochen::V,வேகவை,vařit
1075,backen::V,வெப்பத்தில் வாட்டு,péct
1076,braten::V,பொரியச் செய்,smažit
1077,umrühren::V,கலக்கு,zamíchat
1078,stricken::V,பின்னியிழை,plést
1079,nähen::V,தையல் வேலை செய்,šít
1080,färben::V,வண்ணம் பெறச் செய்,nabarvit
1081,reinigen::V,சுத்தம் செய்,očistit
1082,waschen::V,கழுவு,mýt
1083,abwischen::V,துடை,utřít
1084,spülen::V,அலசு,spláchnout
1085,fegen::V,பெறுக்கு,zamést
1086,kehren::V,பெறுக்கு,mést
1087,baden::V,குளி,koupat se
1088,sich waschen::V,கழுவு,mýt se
1089,ausziehen::V,கழற்று,svléct
1090,anziehen::V,புனைதல்,obléct
1091,sich anziehen::V,உடுத்துதல்,oblékat se
1092,kämmen::V,தலை வாரிக் கொள்,učesat
1093,schmücken::V,அழகுபடுத்து,ozdobit
1094,sagen::V,சொல்,říct
1095,sprechen::V,பேசு,mluvit
1096,reden::V,பெசு,hovořit
1097,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,povídat se
1098,fragen::V,கேள்,zeptat se
1099,bitten::V,வேண்டு,prosit
1100,erzählen::V,சொல்,povídat
1101,mitteilen::V,சொல்,sdělit
1102,mitteilen::V,சொல்,oznámit
1103,nennen::V,பெயரிடுதல்,nazvat
1104,rufen::V,கூச்சலிடு,volat
1105,rufen::V,கூச்சலிடு,zavolat
1106,prahlen::V,தற்பெருமை பேசு,chlubit se
1107,übersetzen::V,மொழிபெயர்ப்பு செய்,přeložit
1108,denken::V,யோசி,myslit
1109,glauben::V,நம்பு,věřit
1110,bemerken::V,கவனி,zpozorovat
1111,erkennen::V,அடையாளம் கண்டுகொள்,poznat
1112,begreifen::V,பற்றிக்கொள்,pochopit
1113,verstehen::V,புரிந்து கொள்,porozumět
1114,lernen::V,கற்றுக்கொள்,učit se
1115,wissen::V,தெரிந்திரு,vědět
1116,sich erinnern an::V,நினைவு கூர்,vzpomínat si na
1117,vergessen::V,மற,zapomínat
1118,messen::V,அளவிடு,měřit
1119,zählen::V,எண்ணு,spočítat
1120,rechnen::V,கணக்கிடு,počítat
1121,lesen::V,படி,číst
1122,malen::V,வண்ணச்சித்திரம்,malovat
1123,zeichnen::V,வரை,rýsovat
1124,schreiben::V,எழுது,psát
1125,besitzen::V,உடைமையாகக் கொண்டிரு,mít
1126,besitzen::V,உடைமையாகக் கொண்டிரு,vlastnit
1127,kaufen::V,வாங்கு,koupit
1128,verkaufen::V,விற்பனை செய்,prodat
1129,bezahlen::V,இறுத்தல்,zaplatit
1130,zahlen::V,பணம் செலுத்து,platit
1131,beherrschen::V,ஆட்சிசெய்,ovládat
1132,ertragen::V,தாங்கு,snést
