,Concept_ID,zh,sv
875,zurückkommen::V,回来,återkomma
876,bleiben::V,停留,bli
877,bleiben::V,停留,förbli
878,warten::V,等,vänta
879,erwarten::V,等候,vänta
880,suchen::V,找,leta
881,finden::V,找到,finna
882,versuchen::V,尝试,försöka
883,vorbereiten::V,预备,förbereda
884,lieben::V,爱,älska
885,mögen::V,喜欢,tycka om
886,lachen::V,笑,skratta
887,weinen::V,哭,gråta
888,schimpfen::V,骂,skälla
889,sich ärgern::V,生气,förargas
890,sich fürchten::V,害怕,vara rädd
891,fürchten::V,害怕,frukta
892,fliehen::V,逃走,fly
893,fliehen::V,逃走,rymma
894,flüchten::V,逃跑,fly
895,sehen::V,看,se
896,anschauen::V,注视,se på
897,anschauen::V,注视,betrakta
898,ansehen::V,注视,åse
899,hören::V,听,höra
900,zuhören::V,倾听,höra på
901,zuhören::V,倾听,lyssna till
902,probieren::V,尝,smaka
903,probieren::V,尝,smaka på
904,riechen::V,闻,lukta
905,fühlen::V,感到,känna
906,scheinen::V,照耀,verka
907,scheinen::V,照耀,tyckas
908,zu sehen sein::V,可以看到,synas
909,zu sehen sein::V,可以看到,kunna ses
910,vernehmen::V,审讯,få veta
911,vernehmen::V,审讯,förnimma
912,frieren::V,觉得冷,frysa
913,tun::V,作,göra
914,können::V,能,kunna
915,wollen::V,要,vilja
916,anfangen::V,开始,börja
917,beenden::V,结束,avsluta
918,aufhören::V,停止,sluta
919,aufhören::V,停止,upphöra
920,gelingen::V,成功,lyckas
921,geraten::V,陷于,bli
922,öffnen::V,打开,öppna
923,schließen::V,关,låsa
924,schließen::V,关,stänga
925,stellen::V,放,ställa
926,setzen::V,放,sätta
927,legen::V,摆,lägga
928,berühren::V,触,beröra
929,verbinden::V,联结,förbinda
930,bedecken::V,覆盖,täcka
931,bedecken::V,覆盖,betäcka
932,aufhängen::V,挂,hänga
933,aufhängen::V,挂,hänga upp
934,anzünden::V,点,tända
935,anzünden::V,点,antända
936,anzünden::V,点,tända på
937,aufheben::V,拾起,lyfta
938,zurücklassen::V,遗留,lämna
939,zurücklassen::V,遗留,efterlämna
940,verlieren::V,丧失,mista
941,verlieren::V,丧失,förlora
942,fallen lassen::V,让掉下,tappa
943,fallen lassen::V,让掉下,släppa
944,machen::V,做,göra
945,herstellen::V,生产,tillverka
946,herstellen::V,生产,framställa
947,bauen::V,建造,bygga
948,reparieren::V,修理,reparera
949,verbessern::V,改进,rätta
950,verbessern::V,改进,förbättra
951,ändern::V,改变,ändra
952,ändern::V,改变,förändra
953,graben::V,挖,gräva
954,beugen::V,弯下,böja
955,biegen::V,弯,böja
956,biegen::V,弯,kröka
957,drehen::V,转动,vrida
958,wenden::V,转动,vända
959,umdrehen::V,转动,vrida om
960,heben::V,举起,häva
961,hochheben::V,抬高,lyfta
962,ergreifen::V,抓住,gripa
963,halten::V,拿着,hålla
964,drücken::V,压,trycka
965,schieben::V,推,skjuta
966,kratzen::V,搔,riva
967,kratzen::V,搔,skrapa
968,lecken::V,舔,slicka
969,beißen::V,咬,bita
970,abreißen::V,撕下,slita_av
971,abreißen::V,撕下,riva_av
972,abschneiden::V,切断,skära av
973,binden::V,捆,binda
974,stecken::V,插,sticka
975,brechen::V,断裂,bryta
976,brechen::V,断裂,brista
977,klopfen::V,敲,banka
978,klopfen::V,敲,klappa
979,hauen::V,揍,hugga
980,kleben::V,粘,klistra
981,reiben::V,摩擦,gnida
982,streichen::V,涂,smörja
983,schleifen::V,拖曳,slipa
984,schneiden::V,切,skära
985,schneiden::V,切,klippa
986,rütteln::V,颠簸,skaka
987,schütteln::V,摇动,rista
988,schwenken::V,摇动,svänga
989,schütten::V,倒,hälla
990,füllen::V,填满,fylla
991,einwickeln::V,包,slå in
992,einwickeln::V,包,veckla in
993,tragen::V,提,bära
994,schleppen::V,扛,släpa
995,ziehen::V,拉,dra
996,aufbewahren::V,保存,förvara
997,aufbewahren::V,保存,ta vara på
998,werfen::V,扔,kasta
999,fangen::V,捕捉,fånga
1000,packen::V,抓住,gripa
1001,packen::V,抓住,gripa tag
1002,verstecken::V,藏,gömma
1003,teilen::V,分,dela
1004,schicken::V,派遣,skicka
1005,bringen::V,带来,bringa
1006,hinzufügen::V,添加,tillägga
1007,bekommen::V,得到,få
1008,bekommen::V,得到,erhålla
1009,erhalten::V,接到,få
1010,erhalten::V,接到,erhålla
1011,nehmen::V,拿,ta
1012,nehmen::V,拿,taga
1013,wählen::V,挑选,välja
1014,auswählen::V,选择,utvälja
1015,bewahren::V,保持,bevara
1016,behindern::V,防碍,hindra
1017,behindern::V,防碍,förhindra
1018,verderben::V,败坏,förstöra
1019,beschädigen::V,损坏,skada
1020,zerbrechen::V,破碎,bryta isär
1021,zerbrechen::V,破碎,bryta sönder
1022,zerreißen::V,撕碎,riva sönder
1023,zerreißen::V,撕碎,slita sönder
1024,zerstören::V,毁坏,förstöra
1025,verbrennen::V,燃烧,bränna
1026,verbrennen::V,燃烧,bränna upp
1027,geben::V,给,ge
1028,reichen::V,递给,räcka
1029,schenken::V,赠送,skänka
1030,versprechen::V,许诺,lova
1031,wünschen::V,祝,önska
1032,loben::V,表扬,lova
1033,loben::V,表扬,beröma
1034,küssen::V,亲,pussa
1035,wiegen::V,轻摇,vagga
1036,zudecken::V,盖上,täcka
1037,wecken::V,唤起,väcka
1038,zeigen::V,指,visa
1039,führen::V,带领,föra
1040,lehren::V,教,lära
1041,unterrichten::V,讲课,undervisa
1042,aufziehen::V,抚养,uppfostra
1043,leiten::V,领导,leda
1044,antreiben::V,催促,driva på
1045,lassen::V,让,få att
1046,einladen::V,邀请,bjuda
1047,einladen::V,邀请,inbjuda
1048,vereinigen::V,统一,förena
1049,besuchen::V,参观,besöka
1050,treffen::V,会面,möta
1051,treffen::V,会面,träffa
1052,sich versammeln::V,聚集,församla sig
1053,spielen::V,玩,leka
1054,spielen::V,玩,spela
1055,singen::V,唱歌,sjunga
1056,tanzen::V,跳舞,dansa
1057,sich trennen::V,分别,skiljas
1058,verlassen::V,离开,lämna
1059,verlassen::V,离开,överge
1060,retten::V,救,rädda
1061,bewachen::V,守卫,bevaka
1062,schützen::V,保护,skydda
1063,schützen::V,保护,beskydda
1064,verteidigen::V,保卫,försvara
1065,sich schlagen::V,打架,slåss
1066,schießen::V,射击,skjuta
1067,siegen::V,获胜,segra
1068,ärgern::V,激怒,förarga
1069,schlagen::V,打,slå
1070,treten::V,踢,sparka
1071,stechen::V,刺,sticka
1072,stoßen::V,撞,stöta
1073,stehlen::V,盗窃,stjäla
1074,stören::V,干扰,störa
1075,belästigen::V,打搅,genera
1076,belästigen::V,打搅,besvära
1077,verbergen::V,隐藏,dölja
1078,täuschen::V,欺骗,vilseleda
1079,betrügen::V,欺骗,bedra
1080,töten::V,杀,döda
1081,wohnen::V,居住,bo
1082,arbeiten::V,工作,arbeta
1083,sammeln::V,收集,samla
1084,pflücken::V,采,plocka
1085,jagen::V,打猎,jaga
1086,fischen::V,捕鱼,fiska
1087,fassen::V,捉住,fånga
1088,hüten::V,守护,vakta
1089,treiben::V,漂,driva
1090,anbinden::V,拴,binda fast
1091,füttern::V,喂,fodra
1092,melken::V,挤奶,mjölka
1093,hacken::V,剁细,hacka
1094,gießen::V,浇,hälla
1095,gießen::V,浇,vattna
1096,reifen::V,成熟,mogna
1097,kochen::V,煮,koka
1098,backen::V,烤,baka
1099,braten::V,煎,steka
1100,umrühren::V,搅拌,röra om
1101,stricken::V,织,sticka
1102,nähen::V,缝,sy
1103,färben::V,染色,färga
1104,reinigen::V,清洁,rensa
1105,reinigen::V,清洁,rengöra
1106,waschen::V,洗,tvätta
1107,abwischen::V,擦掉,torka av
1108,spülen::V,清洗,spola
1109,spülen::V,清洗,skölja
1110,fegen::V,扫,feja
1111,kehren::V,打扫,sopa
1112,baden::V,给...洗澡,bada
1113,sich waschen::V,洗澡,tvätta sig
1114,ausziehen::V,脱,ta av
1115,anziehen::V,穿,ta på
1116,sich anziehen::V,穿衣,klä på sig
1117,kämmen::V,梳,kamma
1118,schmücken::V,装饰,pynta
1119,schmücken::V,装饰,smycka
1120,sagen::V,说,säga
1121,sprechen::V,说,tala
1122,reden::V,讲,tala
1123,reden::V,讲,prata
1124,sich unterhalten::V,聊天,prata
1125,fragen::V,问,fråga
1126,fragen::V,问,spörja
1127,bitten::V,请,be
1128,erzählen::V,叙述,berätta
1129,mitteilen::V,通知,meddela
1130,nennen::V,叫做,kalla
1131,rufen::V,叫,ropa
1132,prahlen::V,吹牛,pråla
1133,prahlen::V,吹牛,skryta
1134,übersetzen::V,翻译,tolka
1135,übersetzen::V,翻译,översätta
1136,denken::V,想,tänka
1137,glauben::V,以为,tro
1138,bemerken::V,发觉,uppmärksamma
1139,bemerken::V,发觉,lägga märke till
1140,erkennen::V,识别,känna igen
1141,begreifen::V,理解,begripa
1142,verstehen::V,明白,förstå
1143,lernen::V,学,lära sig
1144,wissen::V,知道,veta
1145,sich erinnern an::V,回忆,minnas
1146,sich erinnern an::V,回忆,komma ihåg
1147,vergessen::V,忘记,glömma
1148,messen::V,测量,mäta
1149,zählen::V,数,räkna
1150,rechnen::V,计算,räkna
1151,lesen::V,读,läsa
1152,malen::V,画,måla
1153,zeichnen::V,绘制,teckna
1154,schreiben::V,写,skriva
1155,besitzen::V,占有,äga
1156,besitzen::V,占有,besitta
1157,kaufen::V,买,köpa
1158,verkaufen::V,卖,sälja
1159,bezahlen::V,付钱,betala
1160,zahlen::V,支付,betala
1161,beherrschen::V,统治,behärska
1162,ertragen::V,忍耐,tåla
1163,ertragen::V,忍耐,uthärda
1164,vergebens::ADV,,förgäves
1165,klirren::V,,klirra
1166,rauschen::V,,susa
1167,rühren::V,,röra
1168,zubereiten::V,,tillaga
1169,zubereiten::V,,tillreda
