,Concept_ID,br,sv
830,glänzen::V,lugernañ,glimma
831,funkeln::V,elieniñ,tindra
832,funkeln::V,elieniñ,gnistra
833,lärmen::V,rabotat,bråka
834,lärmen::V,rabotat,väsnas
835,klirren::V,diridignat,klirra
836,klirren::V,sterlinkañ,klirra
837,brausen::V,gwegal,brusa
838,rauschen::V,trouzal,susa
839,klingen::V,seniñ,låta
840,klingen::V,seniñ,klinga
841,bellen::V,harzhal,skälla
842,heulen::V,yudal,yla
843,heulen::V,yudal,tjuta
844,blasen::V,c'hwezhañ,blåsa
845,pfeifen::V,c'hwitellat,vissla
846,schreien::V,huchal,skrika
847,stöhnen::V,hirvoudiñ,stöna
848,zittern::V,krenañ,darra
849,zittern::V,krenañ,skälva
850,leben::V,bevañ,leva
851,geboren werden::V,genel,födas
852,atmen::V,tennañ e anal,andas
853,trinken::V,evañ,dricka
854,essen::V,debriñ,äta
855,schlucken::V,lonkañ,svälja
856,müde werden::V,skuizhañ,tröttna
857,einschlafen::V,menel kousket,somna
858,schlafen::V,kousket,sova
859,aufwachen::V,dihuniñ,vakna
860,aufstehen::V,sevel,stiga upp
861,sich erholen::V,diskuizhañ,repa sig
862,sich erholen::V,diskuizhañ,hämta sig
863,krank werden::V,klañviñ,insjukna
864,krank sein::V,bezañ klañv,vara sjuk
865,schmerzen::V,skourjezañ,smärta
866,schmerzen::V,skourjezañ,göra ont
867,husten::V,pasaat,hosta
868,husten::V,peudal,hosta
869,genesen::V,pareañ,tillfriskna
870,sterben::V,mervel,dö
871,umkommen::V,perisañ,omkomma
872,sich bewegen::V,bouljal,röra sig
873,sich rühren::V,fiñval,röra på sig
874,sich erheben::V,sevel,resa sig
875,sich setzen::V,azezañ,sätta sig
876,sich setzen::V,mont en e goazez,sätta sig
877,hinfallen::V,kouezhañ,falla omkull
878,laufen::V,redek,löpa
879,schreiten::V,kerzhet,skrida
880,spazierengehen::V,pourmen,promenera
881,eilen::V,hastañ,ila
882,sich beeilen::V,hastañ,skynda sig
883,sausen::V,karzhañ,susa
884,rennen::V,redek,löpa
885,rennen::V,redek,springa
886,springen::V,lammat,hoppa
887,klettern::V,krimpat,klättra
888,schaukeln::V,brañsellat,gunga
889,kriechen::V,skrampañ,kräla
890,schwimmen::V,neuial,simma
891,tauchen::V,splujañ,dyka
892,rudern::V,roeñvat,ro
893,fahren::V,kas,köra
894,fahren::V,bleniañ,köra
895,fliegen::V,nijal,flyga
896,gehen::V,mont,gå
897,weggehen::V,mont kuit,gå bort
898,abfahren::V,mont kuit,resa
899,abfahren::V,mont kuit,avresa
900,anhalten::V,chom a-sav,stanna
901,hineingehen::V,monet e-barzh,gå in
902,eintreten::V,monet e-barzh,träda in
903,kommen::V,dont,komma
904,ankommen::V,erruout,ankomma
905,zurückkommen::V,addonet,återkomma
906,bleiben::V,chom,bli
907,bleiben::V,chom,förbli
908,warten::V,gortoz,vänta
909,erwarten::V,gortoz,vänta
910,suchen::V,klask,leta
911,finden::V,kavout,finna
912,versuchen::V,klask,försöka
913,vorbereiten::V,aozañ,förbereda
914,lieben::V,karout,älska
915,mögen::V,karout,tycka om
916,lachen::V,c'hoarzin,skratta
917,rühren::V,tenerañ,röra
918,weinen::V,gouelañ,gråta
919,schimpfen::V,krozal,skälla
920,sich ärgern::V,fachañ,förargas
921,sich ärgern::V,en em fachañ,förargas
922,fliehen::V,tec'het,fly
923,fliehen::V,tec'het,rymma
924,flüchten::V,tuzañ,fly
925,sehen::V,gwelet,se
926,anschauen::V,sellout ouzh,se på
927,anschauen::V,sellout ouzh,betrakta
928,ansehen::V,sellout ouzh,åse
929,hören::V,klevet,höra
930,zuhören::V,selaou,höra på
931,zuhören::V,selaou,lyssna till
932,probieren::V,blasa,smaka
933,probieren::V,blasa,smaka på
934,riechen::V,klevet,lukta
935,fühlen::V,santout,känna
936,scheinen::V,diskouez bezañ,verka
937,scheinen::V,diskouez bezañ,tyckas
938,zu sehen sein::V,bezañ gwelus,synas
939,zu sehen sein::V,bezañ gwelus,kunna ses
940,vernehmen::V,merzhañ,få veta
941,vernehmen::V,merzhañ,förnimma
942,frieren::V,anoued,frysa
943,tun::V,ober,göra
944,können::V,gouzout,kunna
945,wollen::V,fellout da,vilja
946,wollen::V,kaout c'hoant da,vilja
947,anfangen::V,kregiñ,börja
948,beenden::V,achuiñ,avsluta
949,aufhören::V,paouez,sluta
950,aufhören::V,paouez,upphöra
951,öffnen::V,digeriñ,öppna
952,schließen::V,serriñ,låsa
953,schließen::V,serriñ,stänga
954,stellen::V,lakaat,ställa
955,setzen::V,lakaat,sätta
956,legen::V,lakaat,lägga
957,berühren::V,touch,beröra
958,verbinden::V,eren,förbinda
959,bedecken::V,goloiñ,täcka
960,bedecken::V,goloiñ,betäcka
961,aufhängen::V,istribilhañ,hänga
962,aufhängen::V,istribilhañ,hänga upp
963,anzünden::V,alumiñ,tända
964,anzünden::V,alumiñ,antända
965,anzünden::V,alumiñ,tända på
966,anzünden::V,c'hwezzañ,tända
967,anzünden::V,c'hwezzañ,antända
968,anzünden::V,c'hwezzañ,tända på
969,aufheben::V,dastum,lyfta
970,zurücklassen::V,lezel,lämna
971,zurücklassen::V,lezel,efterlämna
972,verlieren::V,koll,mista
973,verlieren::V,koll,förlora
974,fallen lassen::V,laoskel,tappa
975,fallen lassen::V,laoskel,släppa
976,fallen lassen::V,lezel da gouezhel,tappa
977,fallen lassen::V,lezel da gouezhel,släppa
978,machen::V,ober,göra
979,herstellen::V,fardañ,tillverka
980,herstellen::V,fardañ,framställa
981,bauen::V,sevel,bygga
982,reparieren::V,adaozañ,reparera
983,verbessern::V,gwellaat,rätta
984,verbessern::V,gwellaat,förbättra
985,ändern::V,cheñch,ändra
986,ändern::V,cheñch,förändra
987,graben::V,kleuzañ,gräva
988,beugen::V,plegañ,böja
989,biegen::V,krommañ,böja
990,biegen::V,krommañ,kröka
991,drehen::V,treiñ,vrida
992,wenden::V,treiñ,vända
993,umdrehen::V,treiñ,vrida om
994,heben::V,sevel,häva
995,hochheben::V,sevel,lyfta
996,ergreifen::V,kemer,gripa
997,halten::V,dalc'hen,hålla
998,drücken::V,bountañ,trycka
999,schieben::V,poulzañ,skjuta
1000,kratzen::V,skrabat,riva
1001,kratzen::V,skrabat,skrapa
1002,lecken::V,lipat,slicka
1003,beißen::V,kregiñ,bita
1004,abreißen::V,diframmañ,slita_av
1005,abreißen::V,diframmañ,riva_av
1006,abschneiden::V,troc'hañ,skära av
1007,binden::V,stagañ,binda
1008,stecken::V,sankañ,sticka
1009,brechen::V,darnaouiñ,bryta
1010,brechen::V,darnaouiñ,brista
1011,klopfen::V,skoiñ,banka
1012,klopfen::V,skoiñ,klappa
1013,hauen::V,dornañ,hugga
1014,kleben::V,pegañ,klistra
1015,reiben::V,taravat,gnida
1016,reiben::V,trekiñ,gnida
1017,streichen::V,toazañ,smörja
1018,schleifen::V,lemmañ,slipa
1019,schneiden::V,troc'hañ,skära
1020,schneiden::V,troc'hañ,klippa
1021,rütteln::V,tordorosañ,skaka
1022,schütteln::V,hejañ,rista
1023,schütten::V,diskargañ,hälla
1024,füllen::V,kargañ,fylla
1025,einwickeln::V,gronnañ,slå in
1026,einwickeln::V,gronnañ,veckla in
1027,tragen::V,dougen,bära
1028,schleppen::V,stlejal,släpa
1029,ziehen::V,sachañ,dra
1030,aufbewahren::V,miret,förvara
1031,aufbewahren::V,miret,ta vara på
1032,werfen::V,teuler,kasta
1033,fangen::V,tapañ,fånga
1034,packen::V,krapat,gripa
1035,packen::V,krapat,gripa tag
1036,verstecken::V,kuzhat,gömma
1037,teilen::V,rannañ,dela
1038,schicken::V,kas,skicka
1039,bringen::V,degas,bringa
1040,hinzufügen::V,lakat ouzhpenn,tillägga
1041,bekommen::V,kaout,få
1042,bekommen::V,kaout,erhålla
1043,erhalten::V,kaout,få
1044,erhalten::V,kaout,erhålla
1045,nehmen::V,kemer,ta
1046,nehmen::V,kemer,taga
1047,wählen::V,choaz,välja
1048,auswählen::V,dibab,utvälja
1049,bewahren::V,mirout,bevara
1050,behindern::V,diaezañ,hindra
1051,behindern::V,diaezañ,förhindra
1052,verderben::V,lovrañ,förstöra
1053,beschädigen::V,gwallegañ,skada
1054,zerbrechen::V,torriñ,bryta isär
1055,zerbrechen::V,torriñ,bryta sönder
1056,zerreißen::V,diroegiñ,riva sönder
1057,zerreißen::V,diroegiñ,slita sönder
1058,zerstören::V,distrujañ,förstöra
1059,verbrennen::V,deviñ,bränna
1060,verbrennen::V,deviñ,bränna upp
1061,geben::V,reiñ,ge
1062,schenken::V,donezonañ,skänka
1063,versprechen::V,prometiñ,lova
1064,wünschen::V,hetiñ,önska
1065,loben::V,feurmiñ,lova
1066,loben::V,feurmiñ,beröma
1067,küssen::V,pokat,pussa
1068,wiegen::V,pouezañ,vagga
1069,zudecken::V,goloiñ,täcka
1070,wecken::V,dihuniñ,väcka
1071,zeigen::V,diskouez,visa
1072,führen::V,kas,föra
1073,lehren::V,deskiñ,lära
1074,unterrichten::V,kelenn,undervisa
1075,leiten::V,bleinañ,leda
1076,antreiben::V,poulzañ,driva på
1077,lassen::V,leuskel,få att
1078,einladen::V,pediñ,bjuda
1079,einladen::V,pediñ,inbjuda
1080,vereinigen::V,unisañ,förena
1081,besuchen::V,gweladenniñ,besöka
1082,treffen::V,kejal,möta
1083,treffen::V,kejal,träffa
1084,treffen::V,ankontrañ,möta
1085,treffen::V,ankontrañ,träffa
1086,sich versammeln::V,bodennañ,församla sig
1087,spielen::V,c'hoari,leka
1088,spielen::V,c'hoari,spela
1089,singen::V,kanañ,sjunga
1090,tanzen::V,dañsal,dansa
1091,sich trennen::V,dispartiañ,skiljas
1092,verlassen::V,lezel,lämna
1093,verlassen::V,lezel,överge
1094,retten::V,saveteiñ,rädda
1095,bewachen::V,mesa,bevaka
1096,schützen::V,diwall,skydda
1097,schützen::V,diwall,beskydda
1098,verteidigen::V,difenn,försvara
1099,sich schlagen::V,lopañ,slåss
1100,siegen::V,trec'hiñ,segra
1101,ärgern::V,hegasiñ,förarga
1102,schlagen::V,skeiñ,slå
1103,treten::V,botaouiñ,sparka
1104,stechen::V,pikat,sticka
1105,stoßen::V,stokañ,stöta
1106,stehlen::V,laerezh,stjäla
1107,stören::V,direnkañ,störa
1108,belästigen::V,dregasiñ,genera
1109,belästigen::V,dregasiñ,besvära
1110,verbergen::V,skoachañ,dölja
1111,täuschen::V,tromplañ,vilseleda
1112,betrügen::V,lorbañ,bedra
1113,töten::V,lazhañ,döda
1114,wohnen::V,bezañ o chom,bo
1115,arbeiten::V,labourat,arbeta
1116,sammeln::V,dastum,samla
1117,pflücken::V,kuntuilhañ,plocka
1118,jagen::V,chaseal,jaga
1119,fischen::V,pesketa,fiska
1120,fassen::V,pakañ,fånga
1121,hüten::V,geota,vakta
1122,anbinden::V,stagañ,binda fast
1123,füttern::V,boueta,fodra
1124,melken::V,goro,mjölka
1125,hacken::V,difrakal,hacka
1126,gießen::V,dourañ,hälla
1127,gießen::V,dourañ,vattna
1128,reifen::V,azviñ,mogna
1129,zubereiten::V,keginañ,tillaga
1130,zubereiten::V,keginañ,tillreda
1131,kochen::V,poazhañ,koka
1132,backen::V,fritañ,baka
1133,braten::V,rostañ,steka
1134,stricken::V,stammañ,sticka
1135,nähen::V,gwriat,sy
1136,färben::V,livañ,färga
1137,reinigen::V,naetañ,rensa
1138,reinigen::V,naetañ,rengöra
1139,waschen::V,gwalc'hiñ,tvätta
1140,abwischen::V,torchañ,torka av
1141,spülen::V,disgwalc'hiñ,spola
1142,spülen::V,disgwalc'hiñ,skölja
1143,fegen::V,skubañ,feja
1144,kehren::V,skubañ,sopa
1145,baden::V,kouronkañ,bada
1146,sich waschen::V,en em walc'hiñ,tvätta sig
1147,sich anziehen::V,gwiskañ,klä på sig
1148,kämmen::V,kribat,kamma
1149,schmücken::V,kinklañ,pynta
1150,schmücken::V,kinklañ,smycka
1151,sagen::V,larêt,säga
1152,sagen::V,lavaret,säga
1153,sprechen::V,komz,tala
1154,reden::V,kaozeal,tala
1155,reden::V,kaozeal,prata
1156,sich unterhalten::V,balbotal,prata
1157,fragen::V,goulenn,fråga
1158,fragen::V,goulenn,spörja
1159,bitten::V,goulenn,be
1160,erzählen::V,kontañ,berätta
1161,mitteilen::V,kemenn,meddela
1162,nennen::V,anviñ,kalla
1163,rufen::V,gelver,ropa
1164,prahlen::V,fougeal,pråla
1165,prahlen::V,fougeal,skryta
1166,übersetzen::V,treiñ,tolka
1167,übersetzen::V,treiñ,översätta
1168,denken::V,soñjal,tänka
1169,glauben::V,krediñ,tro
1170,bemerken::V,apresevañ,uppmärksamma
1171,bemerken::V,apresevañ,lägga märke till
1172,erkennen::V,anavout,känna igen
1173,begreifen::V,meizañ,begripa
1174,verstehen::V,kompren,förstå
1175,lernen::V,deskiñ,lära sig
1176,wissen::V,gouzout,veta
1177,sich erinnern an::V,kaout soñj e,minnas
1178,sich erinnern an::V,kaout soñj e,komma ihåg
1179,vergessen::V,ankouaat,glömma
1180,messen::V,muzuliañ,mäta
1181,zählen::V,kontañ,räkna
1182,rechnen::V,jedañ,räkna
1183,lesen::V,lenn,läsa
1184,malen::V,livañ,måla
1185,zeichnen::V,tresañ,teckna
1186,schreiben::V,skrivañ,skriva
1187,besitzen::V,kaout,äga
1188,besitzen::V,kaout,besitta
1189,kaufen::V,prenañ,köpa
1190,verkaufen::V,gwerzhañ,sälja
1191,bezahlen::V,paeañ,betala
1192,zahlen::V,paeañ,betala
1193,beherrschen::V,mestroniañ,behärska
1194,ertragen::V,anduriñ,tåla
1195,ertragen::V,anduriñ,uthärda
1196,Grube::N,,grop
1197,Spur::N,,spår
1198,Lehm::N,,lera
1199,Laut::N,,ljud
1200,Winkel::N,,vinkel
1201,Lagerfeuer::N,,lägereld
1202,vergebens::ADV,,förgäves
1203,untergehen[Sonne]::V,,gå ned
1204,läuten::V,,ringa
1205,klingeln::V,,ringa
1206,sich fürchten::V,,vara rädd
1207,fürchten::V,,frukta
1208,gelingen::V,,lyckas
1209,geraten::V,,bli
1210,schwenken::V,,svänga
1211,reichen::V,,räcka
1212,aufziehen::V,,uppfostra
1213,schießen::V,,skjuta
1214,treiben::V,,driva
1215,umrühren::V,,röra om
1216,ausziehen::V,,ta av
1217,anziehen::V,,ta på
