,Concept_ID,ml,mhr
593,roh::A,അസംസ്കൃതമായ,кӱ́чымӧ
594,reif::A,പഴുത്ത,лӧза́
595,lecker::A,രുചികരമായ,ту́тло
596,süß::A,മധുരമുള്ള,ше́ре
597,bitter::A,കടുത്ത,ко́чо
598,sauer::A,പുളിപ്പുള്ള,шо́по
599,hell::A,ജ്വലിക്കുന്ന,во́лгыдо
600,dunkel::A,ഇരുണ്ട,пычке́мыш
601,schwarz::A,കറുത്ത,шола́
602,weiß::A,വെളുത്ത,ош
603,rot::A,ചുവന്ന,йошка́р
604,gelb::A,മഞ്ഞനിറമായ,сар
605,blau::A,നീലനിറമുള്ള,ка́нде
606,grün::A,പച്ചനിറമുള്ള,ужа́р
607,grau::A,ചാരനിറത്തിലുള്ള,сур
608,bunt::A,വർണ്ണശബളമായ,олача́
609,billig::A,വിലകുറഞ്ഞ,шу́лдо
610,teuer::A,ചെലവേറിയ,ше́рге
611,wertvoll::A,വിലപിടിപ്പുള്ള,шергака́н
612,blind::A,അന്ധനായ,со́кыр
613,taub::A,കേൾവിക്കുറവുള്ള,соҥгыра́
614,kräftig::A,ശക്തിയുള്ള,куа́тле
615,stark::A,ബലമുള്ള,вия́н
616,schwach::A,ക്ഷീണിച്ച,а́лдыме
617,fett::A,കൊഴുപ്പുള്ള,коя́
618,schlank::A,മെലിഞ്ഞ,йоштката́
619,schlank::A,മെലിഞ്ഞ,яжу́
620,hübsch::A,മനോഹരമായ,чеве́р
621,böse::A,പാപിയായ,шы́де
622,dumm::A,വിവരംകെട്ട,аҥыра́
623,faul::A,അലസനായ,його
624,fleißig::A,അദ്ധ്വാനശീലമുള്ള,ты́ршыше
625,geizig::A,പിശുക്കനായ,чаҥга́
626,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,уша́н
627,geschickt::A,പ്രതിഭാശാലി,уста́
628,lieb::A,പ്രിയപ്പെട്ട,ала́л
629,lustig::A,ആനന്ദകരമായ,весела́
630,sanft::A,സൌമ്യമായ,ны́жылге
631,hungrig::A,വിശപ്പുള്ള,шу́жышо
632,krank::A,അസുഖമുള്ള,че́рле
633,nackt::A,നഡമായ,чарама́т
634,traurig::A,വിഷമമുള്ള,ойга́н
635,lebendig::A,ഉപജീവനം,и́лыше
636,gut::A,നല്ല,сай
637,schlecht::A,മോശമായ,уда́
638,schlecht::A,മോശമായ,шӱ́кшӧ
639,richtig::A,ശരിയായ,чы́нле
640,schlimm::A,വൃത്തികെട്ട,аля́к
641,schlimm::A,വൃത്തികെട്ട,тыра́н
642,wahr::A,ശരിയായ,чы́нле
643,wahr::A,ശരിയായ,настоя́щий
644,alt::A,പഴയ,то́што
645,neu::A,പുതിയ,у
646,ehemalig::A,മുൻ,о́нчычсо
647,ehemalig::A,മുൻ,онда́кысе
648,alt[Lebewesen]::A,വയസ്സുള്ള,шо́нто
649,jung::A,കൌമാരമായ,са́мырык
650,arm::A,പാവപ്പെട്ട,нужна́
651,reich::A,സമ്പന്നമായ,поя́н
652,bekannt::A,പരിചിതമായ,па́лыме
653,berühmt::A,പ്രശസ്തനായ,лӱ́млӧ
654,fremd::A,വൈദേശികമായ,йот
655,verschieden::A,വ്യത്യസ്തമായ,тӱ́рлӧ
656,nah::A,അരികത്തുള്ള,ли́шыл
657,fern::A,അകലെയുള്ള,тора́
658,fern::A,അകലെയുള്ള,мӱ́ндыр
659,linker::A,അവശേഷിച്ച,шола́
660,rechter::A,വലത്തേ,пурла́
661,anderer::A,മറ്റുള്ള,вес
662,anderer::A,മറ്റുള്ള,мо́ло
663,erster::A,ആദ്യത്തെ,и́кымше
664,zweiter::A,രണ്ടാം,ко́кымшо
665,dritter::A,മൂന്നാമത്,ку́мшо
666,letzter::A,അവസാനത്തെ,пыта́ртыш
667,allein::ADV,തനിച്ചുള്ള,шкет
668,auf einmal::ADV,ഉടന്,икана́ште
669,zusammen::ADV,ഒരുമിച്ച,пырля́
670,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,кужу́н
671,plötzlich::ADV,പെട്ടെന്ന്,кенета́
672,sofort::ADV,തത്ക്ഷണം,кызыта́к
673,später::ADV,പിന്നീട്,варара́к
674,jetzt::ADV,ഇപ്പോൾ,ы́нде
675,jetzt::ADV,ഇപ്പോൾ,кы́зыт
676,heute::ADV,ഇന്ന്,та́че
677,morgen::ADV,നാളെ,эрла́
678,bald::ADV,ഉടനെ,вашке́
679,dann::ADV,അപ്പോൾ,вара́
680,gestern::ADV,ഇന്നലെ,теҥге́че
681,einst::ADV,പണ്ടൊരിക്കല്,икана́
682,damals::ADV,അപ്പോൾ,туна́м
683,danach::ADV,പിന്നീട്,вара́
684,vorher::ADV,മുൻപ്,о́нчыч
685,zuerst::ADV,ആദ്യം,онда́к
686,einmal::ADV,ഒരിക്കൽ,икана́
687,manchmal::ADV,ചിലപ്പോൾ,ка́шын
688,manchmal::ADV,ചിലപ്പോൾ,кокла́н
689,oft::ADV,പലപ്പോഴും,чӱ́чкыдын
690,immer::ADV,എപ്പോഴും,эре́
691,immer::ADV,എപ്പോഴും,ту́тыш
692,niemals::ADV,ഒരിക്കലും,ок нигуна́м
693,hier::ADV,ഇവിടെ,ты́ште
694,hierhin::ADV,ഇവിടേക്ക്,ты́шке
695,hierhin::ADV,ഇവിടേക്ക്,тыш
696,von hier::ADV,ഇവിടെനിന്ന്,тыше́ч
697,von hier::ADV,ഇവിടെനിന്ന്,тыве́ч
698,dort::ADV,അവിടെ,ту́што
699,dorthin::ADV,അവിടേക്ക്,туш
700,dorthin::ADV,അവിടേക്ക്,ту́шко
701,geradeaus::ADV,മുമ്പിൽ,вик
702,geradeaus::ADV,മുമന്നോട്ട്,вик
703,vorwärts::ADV,മുന്നോട്ട്,о́нчыко
704,rückwärts::ADV,തലതിരിച്ച്,шеҥге́к
705,zurück::ADV,പുറകിലേക്ക്,мӧҥге́ш
706,unten::ADV,താഴെ,ӱ́лнӧ
707,unten::ADV,താഴെ,йыма́лне
708,hinab::ADV,താഴേക്ക്,йыма́к
709,oben::ADV,മുകളിൽ,кӱ́шнӧ
710,oben::ADV,മുകളിൽ,ӱмба́лне
711,hinauf::ADV,മുകളിൽ,кӱ́ш
712,hinauf::ADV,മുകളിൽ,кӱ́шкӧ
713,überall::ADV,എല്ലായിടത്തും,чыла́ вере́
714,nicht::ADV,ഇല്ല,ок
715,nicht::ADV,ഇല്ല,о́геш
716,ein wenig::ADV,കുറച്ച്,изи́ш
717,kaum::ADV,കഷ്ടിച്ച്,пыкше́
718,sehr::ADV,വളരെ,чот
719,so::ADV,അങ്ങനെ,тыге́
720,noch::ADV,ഇപ്പോഴും,а́ле
721,nur::ADV,മാത്രം,гына́
722,schon::ADV,നേരത്തേ തന്നെ,ы́нде
723,wieder::ADV,വീണ്ടും,ада́к
724,vergebens::ADV,വിഫല,ара́м
725,vor::PRP,മുമ്പിൽ,о́нчыч
726,hinter::PRP,പുറകിൽ,шеҥге́лне
727,unter::PRP,കീഴിൽ,йыма́лне
728,durch::PRP,ഉള്ളിലൂടെ,вошт
729,neben::PRP,അടുത്ത്,вокте́н
730,zwischen::PRP,ഇടയ്ക്ക്,кокла́ште
731,wegen::PRP,നിമിത്തം,верч
732,dies::PRN,ഇത്,ти́де
733,das::PRN,അത്,са́де
734,alles::PRN,എല്ലാം,чыла́
735,ich::PRN,ഞാൻ,мый
736,du::PRN,നിങ്ങൾ,тый
737,er::PRN,അദ്ദേഹം,ту́до
738,er::PRN,അയാൾ,ту́до
739,er::PRN,അവൻ,ту́до
740,er::PRN,അവർ,ту́до
741,er::PRN,അവൾ,ту́до
742,wir::PRN,നമ്മൾ,ме
743,ihr::PRN,നിങ്ങൾ,те
744,sie::PRN,അവർ,ну́но
745,was::FPRN,എന്ത്,мо
746,wer::FPRN,ആര്,кӧ
747,wo::FADV,എവിടെ,куша́н
748,wohin::FADV,എവിടേക്ക്,куш
749,wohin::FADV,എവിടേക്ക്,ку́шко
750,wie::FADV,എങ്ങനെ,кузе́
751,warum::FADV,എന്തുകൊണ്ട്,мо
752,warum::FADV,എന്തുകൊണ്ട്,мола́н
753,wieviel::FNUM,എത്ര,куна́р
754,eins::NUM,ഒന്ന്,ик
755,zwei::NUM,രണ്ട്,ко́кыт
756,drei::NUM,മൂന്ന്,кум
757,vier::NUM,നാല്,ныл
758,fünf::NUM,അഞ്ച്,вич
759,sechs::NUM,ആറ്,куд
760,sieben::NUM,ഏഴ്,шым
761,acht::NUM,എട്ട്,канда́ш
762,neun::NUM,ഒമ്പത്,инде́ш
763,zehn::NUM,പത്ത്,лу
764,elf::NUM,പതിനൊന്ന്,лати́к
765,zwölf::NUM,പന്ത്രണ്ട്,латко́к
766,zwanzig::NUM,ഇരുപത്,ко́ло
767,dreißig::NUM,മുപ്പത്,ку́мло
768,vierzig::NUM,നാൽപ്പത്,ны́лле
769,fünfzig::NUM,അൻപത്,ви́тле
770,sechzig::NUM,അറുപത്,ку́дло
771,siebzig::NUM,എഴുപത്,шы́мле
772,achtzig::NUM,എൺപത്,канда́шле
773,neunzig::NUM,തൊണ്ണൂറ്,инде́шле
774,hundert::NUM,നൂറ്,шӱ́дӧ
775,tausend::NUM,ആയിരം,тӱже́м
776,und::CNJ,ഉം,да
777,und::CNJ,ഉം,ден
778,oder::CNJ,അഥവാ,я
779,oder::CNJ,അഥവാ,а́ле
780,stehen::V,നിൽക്കുക,шога́ш
781,sitzen::V,ഇരിക്കുക,шинча́ш
782,liegen::V,കിടക്കുക,кия́ш
783,hängen::V,തൂങ്ങുക,кеча́ш
784,werden::V,ആയിത്തീരുക,лия́ш
785,passieren::V,സംഭവിക്കുക,лия́ш
786,beginnen::V,ആരംഭിക്കുക,тӱҥгала́ш
787,enden::V,അവസാനിപ്പിക്കുക,пыта́ш
788,wechseln::V,മാറ്റുക,вашталта́ш
789,aufgehen[Sonne]::V,ഉയരുക,лекта́ш
790,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,шинча́ш
791,scheinen[Sonne]::V,പ്രകാശിക്കുക,волгалта́ш
792,donnern::V,ഇടിവെട്ടുക,кӱдырта́ш
793,donnern::V,ഇടിവെട്ടുക,сургалта́ш
794,wehen::V,വീശുക,пуа́ш
795,strömen::V,ഒഴുകുക,шийалтара́ш
796,fließen::V,ഒഴുകുക,йога́ш
797,sich drehen::V,ചുറ്റുക,пӧрда́ш
798,sich drehen::V,കറക്കുക,пӧрда́ш
799,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,лӱҥга́ш
800,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,тайныла́ш
801,schwingen::V,ആടുക,рӱпшалта́ш
802,fallen::V,വീഴുക,воза́ш
803,fallen::V,വീഴുക,йӧрла́ш
804,brennen::V,കത്തുക,йӱла́ш
805,rauchen::V,പുകയുക,шикша́ш
806,regnen::V,മഴ_പെയ്യുക,йӱра́ш
807,gefrieren::V,തണത്ത്_മരവിക്കുക,кылма́ш
808,gefrieren::V,തണത്ത്_മരവിക്കുക,ияҥа́ш
809,tauen::V,അലിയുക,шула́ш
810,schmelzen::V,ഉരുകുക,лева́ш
811,trocknen::V,വരളുക,кошка́ш
812,sieden::V,തിളപ്പിക്കുക,шола́ш
813,faulen::V,ചീയുക,шӱя́ш
814,verfaulen::V,അഴുകുക,шӱйы́н шуа́ш
815,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,кӱрла́ш
816,versinken::V,മുക്കുക,пуре́н кая́ш
817,vergehen::V,കടന്നുപോകുക,эрте́н кая́ш
818,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,толы́н лекта́ш
819,verschwinden::V,അദൃശ്യമാകുക,йома́ш
820,sinken::V,താഴുക,пуча́ш
821,abnehmen::V,കുറിയുക,пуча́ш
822,zunehmen::V,വർദ്ധിക്കുക,шукема́ш
823,steigen::V,ഉയരുക,нӧлталта́ш
824,wachsen::V,വളരുക,кушка́ш
825,glänzen::V,മിന്നുക,йылгыжа́ш
826,funkeln::V,തിളങ്ങുക,чолга́ш
827,lärmen::V,ശബ്ദമുണ്ടാക്കുക,рӱшка́ш
828,läuten::V,മണിമുഴങ്ങുക,мура́ш
829,klingeln::V,ചിലമ്പുക,йыҥгырта́ш
830,klirren::V,കിലുക്കുക,чылдыртата́ш
831,brausen::V,മുഴങ്ങുക,лӱшка́ш
832,rauschen::V,അനങ്ങുക,лыжга́ш
833,klingen::V,മുഴക്കുക,йоҥга́ш
834,bellen::V,കുരയ്ക്കുക,опта́ш
835,heulen::V,ഓരിയിടുക,урмыжа́ш
836,blasen::V,ഊതുക,пуала́ш
837,pfeifen::V,വിസിലടിക്കുക,шӱ́шкаш
838,schreien::V,ആക്രോശിക്കുക,кычкыра́ш
839,stöhnen::V,അരക്കം,йыҥыса́ш
840,stöhnen::V,ആർത്തനാദം,йыҥыса́ш
841,zittern::V,വിറയ്ക്കുക,чытыра́ш
842,leben::V,താമസിക്കുക,ила́ш
843,geboren werden::V,ജനിക്കുക,шоча́ш
844,atmen::V,ശ്വസിക്കുക,шӱла́ш
845,trinken::V,കുടിക്കുക,йӱа́ш
846,essen::V,കഴിക്കുക,кочка́ш
847,schlucken::V,വിഴുങ്ങുക,нела́ш
848,müde werden::V,ക്ഷീണിക്കുക,ноя́ш
849,einschlafen::V,നിദ്രിക്കുക,мале́н колта́ш
850,schlafen::V,ഉറങ്ങുക,мала́ш
851,aufwachen::V,ഉണരുക,помыжалта́ш
852,aufstehen::V,എഴുന്നേൽക്കുക,кынела́ш
853,sich erholen::V,വിശ്രമിക്കുക,кана́ш
854,krank werden::V,ദീനംപിടിക്കുക,черлане́н воза́ш
855,krank sein::V,രോഗികളാകുക,черлане́н кия́ш
856,schmerzen::V,വേദനിക്കുക,коршта́ш
857,husten::V,ചുമയ്ക്കുക,кокыра́ш
858,genesen::V,സുഖപ്പെടുക,тӱрла́ш
859,genesen::V,സുഖപ്പെടുക,тазаҥа́ш
860,sterben::V,മരിക്കുക,кола́ш
861,umkommen::V,മരിക്കുക,вуй йома́ш
862,sich bewegen::V,സ്ഥലം_മാറുക,кошта́ш
863,sich rühren::V,ചലിക്കുക,тарвана́ш
864,sich erheben::V,നിൽക്കുക,кынела́ш
865,sich setzen::V,ഇരിക്കുക,шинча́ш
866,hinfallen::V,വീഴുക,йӧрла́ш
867,laufen::V,നടക്കുക,кошта́ш
868,schreiten::V,നടക്കുക,ошкыла́ш
869,spazierengehen::V,ഉലാത്തുക,гуля́яш
870,eilen::V,പാഞ്ഞെത്തുക,вашка́ш
871,sich beeilen::V,തിരിക്കുകൂട്ടുക,вашкешта́ш
872,sich beeilen::V,തിടുക്കം_കാട്ടുക,вашкешта́ш
873,sausen::V,കുതിക്കുക,юлтка́ш
874,rennen::V,ഓടുക,куржтала́ш
875,springen::V,ചാടുക,тӧршта́ш
876,klettern::V,കയറുക,кӱза́ш
877,schaukeln::V,ഇളകുക,лӱҥгалта́ш
878,kriechen::V,പതുങ്ങികയറുക,нушка́ш
879,schwimmen::V,നീന്തുക,ия́ш
880,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,шуҥгалта́ш
881,rudern::V,തുഴയുക,удыра́ш
882,fahren::V,വാഹനം ഓടിക്കുക,кудала́ш
883,fliegen::V,പറക്കുക,чоҥешта́ш
884,gehen::V,പോകുക,кая́ш
885,weggehen::V,വിടുക,кораҥа́ш
886,abfahren::V,പുറപ്പെടുക,лекта́ш
887,anhalten::V,നിർത്തുക,чарна́ш
888,hineingehen::V,പ്രവേശിക്കുക,пура́ш
889,eintreten::V,പ്രവേശിക്കുക,пура́ш
890,kommen::V,വരുക,тола́ш
891,ankommen::V,എത്തിച്ചേരുക,шуа́ш
892,zurückkommen::V,തിരിച്ചു വരുക,пӧртыла́ш
893,bleiben::V,തുടരുക,кода́ш
894,warten::V,കാത്തിരിക്കുക,вуча́ш
895,erwarten::V,പ്രതീക്ഷിക്കുക,вуча́ш
896,suchen::V,തിരയുക,кычала́ш
897,finden::V,കണ്ടെത്തുക,муа́ш
898,versuchen::V,ശ്രമിക്കുക,толаша́ш
899,vorbereiten::V,തയ്യാറെടുക്കുക,ямдыла́ш
900,lieben::V,സ്നേഹിക്കുക,йӧрата́ш
901,mögen::V,ഇഷ്ടപ്പെടുക,йӧрата́ш
902,lachen::V,ചിരിക്കുക,воштыла́ш
903,rühren::V,ഹൃദയം സ്പർശിക്കുക,ку́мыл тарвата́ш
904,weinen::V,തേങ്ങുക,шорта́ш
905,schimpfen::V,പിറുപിറുക്കുക,каргаша́ш
906,sich ärgern::V,കോപിക്കുക,сыра́ш
907,sich fürchten::V,പേടിക്കുക,лӱда́ш
908,fürchten::V,പേടിക്കുക,лӱда́ш
909,fliehen::V,രക്ഷപ്പെടുക,куржа́ш
910,flüchten::V,രക്ഷപ്പെടുക,куржа́ш
911,sehen::V,കാണുക,ужа́ш
912,anschauen::V,നോക്കുക,онча́ш
913,ansehen::V,നോക്കുക,эскера́ш
914,hören::V,കേൾക്കുക,кола́ш
915,zuhören::V,ശ്രദ്ധിക്കുക,колышта́ш
916,probieren::V,രുചിയുള്ളതായി_തോന്നുക,тамла́ш
917,riechen::V,മണത്തു_നോക്കുക,ӱпшынча́ш
918,fühlen::V,സ്പർശിച്ചറിയുക,шижа́ш
919,scheinen::V,കാണപ്പെടുക,чуча́ш
920,zu sehen sein::V,വെളിച്ചപ്പെടുക,коя́ш
921,vernehmen::V,കേൾക്കുക,кола́ш
922,frieren::V,വിറയ്ക്കുക,кылма́ш
923,tun::V,ചെയ്യുക,ышта́ш
924,können::V,കഴിയുക,мошта́ш
925,wollen::V,വേണുക,тӱна́ш
926,anfangen::V,തുടങ്ങുക,тӱҥала́ш
927,beenden::V,പൂർത്തിയാക്കുക,пытара́ш
928,aufhören::V,നിർത്തുക,чарна́ш
929,gelingen::V,വിജയിക്കുക,сай лекта́ш
930,geraten::V,പരിണമിക്കുക,лекта́ш
931,öffnen::V,തുറക്കുക,поча́ш
932,schließen::V,അടയ്ക്കുക,петыра́ш
933,stellen::V,വയ്ക്കുക,шында́ш
934,setzen::V,വയ്ക്കുക,шында́ш
935,legen::V,ഇടുക,опта́ш
936,legen::V,ഇടുക,пышта́ш
937,berühren::V,തൊടുക,тӱка́ш
938,verbinden::V,ഘടിപ്പിക്കുക,пида́ш
939,bedecken::V,മുടുക,леведа́ш
940,aufhängen::V,കെട്ടിതൂക്കുക,сака́ш
941,anzünden::V,കത്തിക്കുക,чӱкта́ш
942,aufheben::V,പെറുക്കിയെടുക്കുക,нӧлтала́ш
943,zurücklassen::V,വച്ചുപോരുക,кода́ш
944,verlieren::V,നഷ്ടപ്പെടുക,йомдара́ш
945,fallen lassen::V,വീഴ്ത്തുക,воза́ш
946,machen::V,ഉണ്ടാക്കുക,ышта́ш
947,herstellen::V,ഉൽപാദിപ്പിക്കുക,ямдыла́ш
948,bauen::V,നിർമ്മിക്കുക,чоҥа́ш
949,reparieren::V,നന്നാക്കുക,ачала́ш
950,verbessern::V,മെച്ചപ്പെടുക,саемда́ш
951,ändern::V,മാറ്റംവരുത്തുക,весемда́ш
952,graben::V,കുഴിക്കുക,кӱнча́ш
953,beugen::V,വണങ്ങുക,пӱгырта́ш
954,biegen::V,കുനിയുക,лывырта́ш
955,drehen::V,തിരിക്കുക,пӱтыра́ш
956,wenden::V,തിരിയുക,ирала́ш
957,umdrehen::V,തിരിയുക,савырала́ш
958,heben::V,ഉയർത്തുക,нӧлта́ш
959,hochheben::V,ഉയർത്തുക,нӧлта́ш
960,ergreifen::V,ബലമായി_പിടിക്കുക,руалта́ш
961,halten::V,പിടിക്കുക,куча́ш
962,drücken::V,അമർത്തുക,иша́ш
963,drücken::V,അമർത്തുക,темда́ш
964,schieben::V,തള്ളുക,шӱкала́ш
965,kratzen::V,ചുരണ്ടുക,удыра́ш
966,lecken::V,നക്കുക,нула́ш
967,beißen::V,കടിക്കുക,пура́ш
968,abreißen::V,കീറിക്കളയുക,кӱрла́ш
969,abschneiden::V,മുറിച്ചുമാറ്റുക,пӱчка́ш
970,binden::V,കെട്ടുക,кылда́ш
971,stecken::V,തുളയ്ക്കുക,шуралта́ш
972,brechen::V,ഉടയുക,тодышта́ш
973,klopfen::V,തട്ടുക,кыра́ш
974,hauen::V,അടിക്കുക,тӱя́ш
975,kleben::V,ഒട്ടിക്കുക,клеитла́ш
976,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,йыга́ш
977,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,туржала́ш
978,streichen::V,പടർത്തുക,шӱра́ш
979,schleifen::V,പൊടിക്കുക,шума́ш
980,schleifen::V,പൊടിക്കുക,яна́ш
981,schneiden::V,മുറിക്കുക,пӱчка́ш
982,rütteln::V,മുട്ടുക,рӱза́ш
983,schütteln::V,കുലുക്കുക,почка́ш
984,schwenken::V,ആടുക,рӱза́ш
985,schütten::V,ഒഴിക്കുക,опта́ш
986,füllen::V,നിറയ്ക്കുക,тема́ш
987,einwickeln::V,പൊതിയുക,вӱдыла́ш
988,tragen::V,വഹിക്കുക,нумала́ш
989,schleppen::V,വലിച്ചിഴയ്ക്കുക,шӱдыра́ш
990,ziehen::V,വലിക്കുക,шупша́ш
991,aufbewahren::V,വയ്ക്കുക,арала́ш
992,werfen::V,എറിയുക,шуа́ш
993,werfen::V,എറിയുക,кышка́ш
994,fangen::V,പിടിക്കുക,куча́ш
995,packen::V,തട്ടിപ്പറിക്കുക,руалта́ш
996,verstecken::V,മറയ്ക്കുക,тоя́ш
997,teilen::V,വിഭജിക്കുക,пӧла́ш
998,schicken::V,അയയ്ക്കുക,колта́ш
999,bringen::V,കൊണ്ടുവരുക,конда́ш
1000,hinzufügen::V,കൂട്ടുക,ешара́ш
1001,bekommen::V,കിട്ടുക,нала́ш
1002,erhalten::V,സ്വീകരിക്കുക,нала́ш
1003,nehmen::V,എടുക്കുക,нала́ш
1004,wählen::V,തിരഞ്ഞെടുക്കുക,сайла́ш
1005,auswählen::V,തിരഞ്ഞെടുക്കുക,таҥгла́ш
1006,bewahren::V,പുലർത്തുക,сакла́ш
1007,behindern::V,തടയിടുക,чаракла́ш
1008,verderben::V,നശിപ്പിക്കുക,пужа́ш
1009,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,пужа́ш
1010,zerbrechen::V,ഉടയുക,пудырта́ш
1011,zerreißen::V,കീറുക,кӱрла́ш
1012,zerstören::V,നശിപ്പിക്കുക,шалата́ш
1013,verbrennen::V,കത്തിനശിക്കുക,йӱлата́ш
1014,verbrennen::V,കത്തിച്ചുകളയുക,йӱлата́ш
1015,geben::V,കൊടുക്കുക,пуа́ш
1016,geben::V,തരുക,пуа́ш
1017,reichen::V,കൈമാറുക,пуа́ш
1018,schenken::V,സമ്മാനം കൊടുക്കുക,пӧлекла́ш
1019,versprechen::V,വാഗ്ദാനം_നൽകുക,сӧра́ш
1020,wünschen::V,ആഗ്രഹിക്കുക,тылана́ш
1021,loben::V,പുകഴ്ത്തുക,мокта́ш
1022,küssen::V,ഉമ്മവയ്ക്കുക,шупшала́ш
1023,wiegen::V,ഇളകുക,рӱпша́ш
1024,zudecken::V,മുടുക,леведа́ш
1025,wecken::V,ഉണർത്തുക,помыжалтара́ш
1026,zeigen::V,കാണിക്കുക,ончыкта́ш
1027,führen::V,നടത്തുക,вӱда́ш
1028,lehren::V,പഠിപ്പിക്കുക,туныкта́ш
1029,unterrichten::V,പരിശീലിപ്പിക്കുക,туныкта́ш
1030,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,орышта́ш
1031,leiten::V,നയിക്കുക,вӱда́ш
1032,leiten::V,നയിക്കുക,вуйлата́ш
1033,antreiben::V,പ്രേരിപ്പിക്കുക,поктыла́ш
1034,lassen::V,അനുവദിക്കുക,-та́ш
1035,einladen::V,ക്ഷണിക്കുക,ӱжа́ш
1036,vereinigen::V,കൂടിച്ചേരുക,иктешла́ш
1037,besuchen::V,സന്ദർശിക്കുക,то́лын кая́ш
1038,treffen::V,തമ്മിൽ കാണുക,вашлия́ш
1039,sich versammeln::V,സംയോജിപ്പിക്കുക,погына́ш
1040,sich versammeln::V,സംയോജിപ്പിക്കുക,чумырга́ш
1041,spielen::V,കളിക്കുക,мода́ш
1042,singen::V,പാടുക,мура́ш
1043,tanzen::V,നൃത്തം ചെയ്യുക,кушта́ш
1044,sich trennen::V,നേർപെടുത്തുക,ойырла́ш
1045,verlassen::V,പിൻവാങ്ങുക,кудалта́ш
1046,retten::V,രക്ഷിക്കുക,утара́ш
1047,bewachen::V,കാവൽനിൽക്കുക,орола́ш
1048,schützen::V,പരിരക്ഷിക്കുക,арала́ш
1049,verteidigen::V,പ്രതിരോധിക്കുക,арала́ш
1050,sich schlagen::V,കലഹിക്കുക,кредала́ш
1051,schießen::V,വെടിവെക്കുക,лӱя́ш
1052,siegen::V,വിജയിക്കുക,сеҥа́ш
1053,ärgern::V,വിഷമിപ്പിക്കുക,сырыкта́ш
1054,schlagen::V,അടിക്കുക,пера́ш
1055,treten::V,തൊഴിക്കുക,тошка́ш
1056,stechen::V,കുത്തുക,кера́ш
1057,stoßen::V,തള്ളുക,шӱкала́ш
1058,stehlen::V,മോഷ്ടിക്കുക,шолышта́ш
1059,stören::V,ശല്യപ്പെടുത്തുക,мешая́ш
1060,belästigen::V,മെനക്കെടുക,толаштара́ш
1061,verbergen::V,മറയ്ക്കുക,шылта́ш
1062,verbergen::V,ഒളിക്കുക,шылта́ш
1063,täuschen::V,കബളിപ്പിക്കുക,ондала́ш
1064,betrügen::V,ചതിക്കുക,ондала́ш
1065,töten::V,കൊല്ലുക,пушта́ш
1066,wohnen::V,താമസിക്കുക,ила́ш
1067,arbeiten::V,ജോലിചെയ്യുക,пашалана́ш
1068,arbeiten::V,ജോലിചെയ്യുക,паша́м ышта́ш
1069,sammeln::V,സഞ്ചയിക്കുക,пога́ш
1070,pflücken::V,പറിച്ചെടുക്കുക,кӱра́ш
1071,jagen::V,വേട്ടയാടുക,сонарла́ш
1072,fischen::V,മീൻ പിടിക്കുക,кол куча́ш
1073,fassen::V,പിടിക്കുക,куча́ш
1074,hüten::V,ചേർക്കുക,кӱта́ш
1075,treiben::V,വാഹനം_ഓടിക്കുക,покта́ш
1076,anbinden::V,കെട്ടിയിടുക,йолышта́ш
1077,füttern::V,തീറ്റുക,пукша́ш
1078,melken::V,പാലുകറക്കുക,лӱшта́ш
1079,hacken::V,വെട്ടിമുറിക്കുക,руа́ш
1080,gießen::V,നനയ്ക്കുക,шава́ш
1081,reifen::V,പാകമാകുക,кӱа́ш
1082,zubereiten::V,പാചകം_ചെയ്യുക,ямдыла́ш
1083,kochen::V,വേവിക്കുക,шолта́ш
1084,backen::V,ബേക്ക് ചെയ്യുക,кӱкташ
1085,braten::V,പോരിക്കുക,пуштыла́ш
1086,braten::V,പോരിക്കുക,жаритла́ш
1087,umrühren::V,ഇളക്കുക,луга́ш
1088,stricken::V,മെടയുക,пида́ш
1089,nähen::V,തുന്നുക,урга́ш
1090,färben::V,ചായം പൂശുക,чиялта́ш
1091,reinigen::V,വൃത്തിയാക്കുക,эрыкта́ш
1092,waschen::V,കഴുകുക,мушка́ш
1093,abwischen::V,തുടയ്ക്കുക,ӱшта́ш
1094,spülen::V,കഴുകുക,шӱалта́ш
1095,fegen::V,അടിച്ചുവാരുക,ӱшта́ш
1096,kehren::V,അടിച്ചുവാരുക,ӱшта́ш
1097,baden::V,നീന്തിത്തുടിക്കുക,йӱштыла́ш
1098,sich waschen::V,കഴുകുക,мушкылта́ш
1099,ausziehen::V,ഇഴുക്കുക,кудаша́ш
1100,anziehen::V,ഉടുക്കുക,чия́ш
1101,sich anziehen::V,ധരിച്ച നേടുകയുക,чия́ш
