,Concept_ID,pl,myv
197,Schlange[Tier]::N,żmija,гуй
198,Wurm::N,robak,сукс
199,Spinne::N,pająk,шанжав
200,Ameise::N,mrówka,коткудав
201,Laus::N,wesz,сий
202,Mücke::N,komar,сеське
203,Fliege::N,mucha,карво
204,Schmetterling::N,motyl,нимиляв
205,Beere::N,jagoda,умарь
206,Apfel::N,jabłko,умарь
207,Pilz::N,grzyb,панго
208,Zwiebel::N,cebula,чурька
209,Saat::N,siew,видьметь
210,Korn::N,ziarno,сюро
211,Heu::N,siano,тикше
212,Schale::N,łupina,кедь
213,Schale::N,łupina,ваткавкс
214,Grube::N,dół,латко
215,Grube::N,jama,латко
216,Falle::N,pułapka,тувор
217,Falle::N,pułapka,кундамка
218,Schlinge::N,sidła,килькш
219,Spur::N,ślad,челькс
220,Spur::N,ślad,пильгеки
221,Asche::N,popiół,кулов
222,Dreck::N,brud,рудаз
223,Eisen::N,żelazo,кшни
224,Gold::N,złoto,сырне
225,Silber::N,srebro,сия
226,Kohle::N,węgiel,сэдь
227,Kohle::N,węgiel,уголия
228,Glas::N,szkło,сулика
229,Lehm::N,glina,сёвонь
230,Sand::N,piasek,човар
231,Mensch::N,człowiek,ломань
232,Mann::N,mężczyzna,аля
233,Mann::N,mężczyzna,цёраломань
234,Frau::N,kobieta,ава
235,Kind::N,dziecko,эйкакш
236,Junge::N,chłopak,цёрыне
237,Junge::N,chłopiec,цёрыне
238,Mädchen::N,dziewczynka,тейтерне
239,Familie::N,rodzina,семия
240,Großvater::N,dziadek,покштя
241,Großmutter::N,babka,баба
242,Eltern::N,rodzice,тетят-ават
243,Vater::N,ojciec,тетя
244,Mutter::N,matka,ава
245,Sohn::N,syn,цёра
246,Tochter::N,córka,тейтерь
247,Bruder::N,brat,леля
248,Bruder::N,brat,ялакс
249,Schwester::N,siostra,сазор
250,Onkel::N,wuj,леля
251,Onkel::N,stryj,леля
252,Tante::N,ciotka,патя
253,Ehemann::N,mąż,мирде
254,Ehefrau::N,żona,ни
255,Freude::N,radość,кеняркс
256,Gelächter::N,śmiech,ракамо
257,Gelächter::N,śmiech,пейдема
258,Glück::N,szczęście,уцяска
259,Kummer::N,zmartwienie,рискс
260,Kummer::N,zmartwienie,мелявкс
261,Wunsch::N,życzenie,мель
262,Wunsch::N,życzenie,бажамо
263,Lust::N,chęć,бажамо
264,Lust::N,ochota,бажамо
265,Geist::N,duch,ойме
266,Gedanke::N,myśl,мель
267,Gedächtnis::N,pamięć,мель
268,Verstand::N,rozum,прев
269,Sinn::N,zmysł,толк
270,Sinn::N,zmysł,смысла
271,Grund::N,powód,тувтал
272,Wahrheit::N,prawda,видечи
273,Gespräch::N,rozmowa,кортнема
274,Märchen::N,bajka,ёвкс
275,Erzählung::N,opowiadanie,ёвтнема
276,Nachricht::N,wiadomość,куля
277,Neuigkeit::N,nowina,куля
278,Name::N,imię,лем
279,Rätsel::N,zagadka,содамоёвкс
280,Rede::N,mowa,кортамо
281,Sprache::N,język,кель
282,Stimme::N,głos,ваигель
283,Wort::N,słowo,вал
284,Zeichen::N,znak,теште
285,Ruf::N,wołanie,тердема
286,Lärm::N,hałas,шалнома
287,Lärm::N,zgiełk,шалнома
288,Laut::N,dźwięk,вайгель
289,Ton::N,ton,гайнема
290,Ton::N,dźwięk,гайнема
291,Lied::N,pieśń,моро
292,Lied::N,piosenka,моро
293,Ruhe::N,spokój,оймамо
294,Leute::N,ludzie,ломанть
295,Volk::N,naród,народ
296,Arbeit::N,praca,тев
297,Arbeit::N,robota,тев
298,Gast::N,gość,инже
299,Geschenk::N,prezent,казне
300,Geschenk::N,podarunek,казне
301,Spiel::N,gra,налксема
302,Spiel::N,zabawa,налксема
303,Gesellschaft::N,towarzystwo,община
304,Hilfe::N,pomoc,лездамо
305,Freund::N,przyjaciel,оя
306,Freund::N,przyjaciel,ялга
307,Kamerad::N,kolega,оя
308,Kamerad::N,kolega,ялга
309,Angelegenheit::N,sprawa,тев
310,Anzahl::N,ilość,ламоксчи
311,Art::N,rodzaj,вид
312,Stück::N,kawałek,пакш
313,Stück::N,kawałek,пелькс
314,Teil::N,część,часть
315,Teil::N,część,пелькс
316,Hälfte::N,połowa,пель
317,Hälfte::N,połowa,пелькс
318,Kreis::N,krąg,кирькс
319,Kreuz::N,krzyż,крёст
320,Linie::N,linia,кикс
321,Strich::N,kreska,межа
322,Abstand::N,odstęp,ютко
323,Entfernung::N,odległość,ютко
324,Gegend::N,okolica,тарка
325,Gegend::N,okolica,пертьпелькс
326,Platz::N,miejsce,васолкс
327,Ort::N,miejsce,тарка
328,Seite::N,bok,ён
329,Seite::N,bok,чире
330,Seite::N,strona,ён
331,Seite::N,strona,чире
332,Mitte::N,środek,куншка
333,Gegenstand::N,przedmiot,предмет
334,Sache::N,rzecz,тев
335,Sache::N,rzecz,веща
336,Rand::N,skraj,пе
337,Rand::N,skraj,чире
338,Rand::N,krawędź,пе
339,Rand::N,krawędź,чире
340,Kante::N,kant,ирдез
341,Kante::N,krawędź,ирдез
342,Ecke::N,róg,ужо
343,Spitze::N,ostrze,пряне
344,Spitze::N,ostrze,пе
345,Ende::N,koniec,пе
346,Loch::N,dziura,варя
347,Winkel::N,kąt,ужо
348,Winkel::N,kącik,ужо
349,Muster::N,wzór,сёрма
350,Größe::N,rozmiar,сэрь
351,Größe::N,rozmiar,покшолма
352,Größe::N,wielkość,сэрь
353,Größe::N,wielkość,покшолма
354,Länge::N,długość,кувалмо
355,Höhe::N,wysokość,сэрь
356,Höhe::N,wysokość,пандо
357,Gewicht::N,ciężar,сталмо
358,Menge::N,ilość,лововкс
359,Haufen::N,kupa,мар
360,Haufen::N,kupa,валявкс
361,Reihe::N,rząd,ряд
362,Reihe::N,szereg,ряд
363,Boot::N,łódź,венч
364,Boot::N,łódka,венч
365,Ruder::N,wiosło,милё
366,Schlitten::N,sanki,нурдт
367,Ski::N,narta,сокс
368,Lagerfeuer::N,ognisko,толбандя
369,Last::N,ciężar,сталмо
370,Last::N,ciężar,кандома
371,Last::N,brzemię,сталмо
372,Last::N,brzemię,кандома
373,Gang::N,chód,молема
374,Gang::N,chód,якамо
375,Schritt::N,krok,эскелькс
376,Norden::N,północ,якшамо ёнкс
377,Süden::N,południe,лембе ёнкс
378,Westen::N,zachód,чивалгома
379,Osten::N,wschód,чилисема
380,Holz::N,drzewo,чувто
381,Brett::N,deska,лаз
382,Platte::N,płyta,плита
383,Stütze::N,podpora,неже
384,Stange::N,drąg,олга
385,Stange::N,żerdź,олга
386,Stock::N,kij,мандо
387,Stock::N,laska,мандо
388,Stab::N,pręt,олога
389,Rohr::N,rura,турба
390,Haus::N,dom,кудо
391,Heim::N,dom,кудо
392,Ofen::N,piec,каштомо
393,Fußboden::N,podłoga,киякс
394,Tisch::N,stół,столь
395,Stuhl::N,krzesło,стул
396,Wiege::N,kołyska,лавсь
397,Wiege::N,kołyska,нурямот
398,Bett::N,łóżko,ацамо
399,Bett::N,pościel,ацамо
400,Regal::N,regał,лався
401,Regal::N,regał,лавсяланго
402,Kiste::N,skrzynia,горобия
403,Kiste::N,skrzynia,сундук
404,Fenster::N,okno,вальма
405,Tür::N,drzwi,кенкш
406,Tor::N,brama,ортат
407,Zaun::N,płot,пирявт
408,Zaun::N,płot,пирвякс
409,Zaun::N,parkan,пирявт
410,Zaun::N,parkan,пирвякс
411,Dach::N,dach,кудопря
412,Leiter::N,drabina,кузтема
413,Besen::N,miotła,тенсть
414,Spaten::N,rydel,койме
415,Schaufel::N,łopata,кече
416,Schaufel::N,łopata,келей койме
417,Gabel::N,widelec,сянгине
418,Löffel::N,łyżka,пенч
419,Messer::N,nóż,пеель
420,Nagel::N,gwóźdź,эске
421,Netz::N,sieć,алтыма
422,Haken::N,hak,кечказ
423,Griff::N,chwyt,кедне
424,Schloss::N,zamek,замок
425,Schloss::N,zamek,панжома
426,Bild::N,obraz,картина
427,Figur::N,figura,рунго
428,Puppe::N,lalka,няка
429,Beutel::N,torba,кескав
430,Bündel::N,wiązka,керькс
431,Tasche::N,torba,юдма
432,Eimer::N,kubeł,ведра
433,Eimer::N,wiadro,ведра
434,Deckel::N,przykrywka,велькс
435,Geschirr::N,statki,кедьге
436,Geschirr::N,naczynia,кедьге
437,Sack::N,worek,кескав
438,Tasse::N,filiżanka,чакш
439,Topf::N,garnek,кастрюля
440,Kessel::N,kocioł,котёл
441,Essen::N,jedzenie,ярсамо
442,Nahrung::N,pokarm,ярсамопель
443,Nahrung::N,pożywienie,ярсамопель
444,Speise::N,potrawa,ярсамопель
445,Speise::N,jedzenie,ярсамопель
446,Fleisch::N,mięso,сывель
447,Getreide::N,zboże,сюро
448,Brei::N,kasza,каша
449,Brot::N,chleb,кши
450,Scheibe::N,kromka,кочом
451,Scheibe::N,kromka,сускомо
452,Fett::N,tłuszcz,куя
453,Butter::N,masło,ой
454,Öl::N,olej,ой
455,Salz::N,sól,сал
456,Suppe::N,zupa,ям
457,Honig::N,miód,медь
458,Milch::N,mleko,ловсо
459,Tee::N,herbata,чай
460,Leder::N,skóra,киське
461,Wolle::N,wełna,пона
462,Stoff::N,tkanina,коцт
463,Stoff::N,materiał,коцт
464,Nadel::N,igła,салмукс
465,Faden::N,nić,суре
466,Faden::N,nitka,суре
467,Knopf::N,guzik,пов
468,Knoten::N,węzeł,сюлмо
469,Farbe::N,farba,артомапель
470,Kleidung::N,odzież,оршамот
471,Hemd::N,koszula,панар
472,Kragen::N,kołnierz,сиве
473,Ärmel::N,rękaw,ожа
474,Hose::N,spodnie,понкст
475,Gürtel::N,pasek,каркс
476,Mütze::N,czapka,чапка
477,Schuh::N,but,туфля
478,Schuh::N,bucik,туфля
479,Stiefel::N,but,кем
480,Stiefel::N,kozak,кем
481,Ring::N,pierścień,суркс
482,Band::N,wstęga,лента
483,Kamm::N,grzebień,сурсеме
484,Spiegel::N,lustro,чавачамо
485,Riemen::N,rzemień,кшнань каркс
486,Schnur::N,sznur,пикс
487,Leine::N,smycz,ведьме
488,Decke::N,kołdra,вельтямо
489,Kissen::N,poduszka,тодов
490,Tuch::N,chustka,паця
491,Handtuch::N,ręcznik,нардамо
492,Kraft::N,moc,вий
493,Kraft::N,siła,вий
494,Stärke::N,moc,виевчи
495,Stärke::N,siła,виевчи
496,Gesundheit::N,zdrowie,шумбрачи
497,Krankheit::N,choroba,орма
498,Krankheit::N,choroba,сэредема
499,Schmerz::N,ból,сэредькс
500,Wunde::N,rana,керявкс
501,Fieber::N,gorączka,маштыкс
502,Arznei::N,lekarstwo,ормаменькс
503,Brücke::N,most,сэдь
504,Brücke::N,most,мадамо
505,Brunnen::N,studnia,лисьма
506,Weide::N,pastwisko,ракшань ванома тарка
507,Pfad::N,ścieżka,ян
508,Weg::N,droga,ки
509,Straße::N,ulica,ки
510,Dorf::N,wieś,веле
511,Stadt::N,miasto,ош
512,Brief::N,list,сёрма
513,Buch::N,książka,книга
514,Buchstabe::N,litera,буква
515,Zeitung::N,gazeta,газета
516,Zeitung::N,dziennik,газета
517,Leben::N,życie,эрямо
518,Tod::N,śmierć,кулома
519,Grab::N,grób,калмо
520,Kirche::N,kościół,церькова
521,Sünde::N,grzech,чумочи
522,Gott::N,bóg,паз
523,Arbeiter::N,robotnik,робочей
524,Chef::N,szef,прявт
525,Meister::N,mistrz,кол тевень тенця
526,Meister::N,majster,кол тевень тенця
527,Arzt::N,lekarz,врач
528,Lehrer::N,nauczyciel,учитель
529,Lehrer::N,nauczyciel,тонавтыця
530,Geld::N,pieniądze,ярмак
531,Geschäft::N,sprawa,ладязь тев
532,Geschäft::N,interes,ладязь тев
533,Laden::N,sklep,лавка
534,Preis::N,cena,питне
535,Ware::N,towar,миевкс
536,Ware::N,towar,рамавкс
537,Nutzen::N,pożytek,паро
538,Nutzen::N,pożytek,лезэ
539,Reichtum::N,bogactwo,сюпавчи
540,Welt::N,świat,мир
541,Welt::N,świat,мастор ланго
542,Land::N,kraj,мастор
543,Staat::N,państwo,государства
544,König::N,król,король
545,Macht::N,władza,азорксчи
546,Grenze::N,granica,буен тешкс
547,Krieg::N,wojna,война
548,Feind::N,wróg,душман
549,Gewalt::N,władza,нарьгамо
550,Kampf::N,bój,тюрема
551,Kampf::N,walka,тюрема
552,Bogen[Waffe]::N,łuk,нал
553,Pfeil::N,strzała,нал
554,Gewehr::N,karabin,ружия
555,Gewehr::N,karabin,винтовка
556,Fehler::N,błąd,ильведькс
557,Fehler::N,błąd,ильведевкс
558,Lüge::N,kłamstwo,манчема
559,Lüge::N,kłamstwo,кенгелема
560,Schaden::N,szkoda,зыян
561,Unglück::N,nieszczęście,зыян
562,Schuld::N,wina,чумочи
563,Alter::N,wiek,шка
564,Schluss::N,koniec,пе
565,Schluss::N,zakończenie,пе
566,Zeit::N,czas,шка
567,Zeit::N,czas,пинге
568,Tag::N,dzień,чи
569,Morgen::N,ranek,валске
570,Morgen::N,poranek,валске
571,Mittag::N,południe,чикуншка
572,Abend::N,wieczór,чокшнэ
573,Nacht::N,noc,ве
574,Woche::N,tydzień,недля
575,Monat::N,miesiąc,ков
576,Jahr::N,rok,ие
577,Frühling::N,wiosna,тундо
578,Sommer::N,lato,кизэ
579,Herbst::N,jesień,сёксь
580,Winter::N,zima,теле
581,Januar::N,styczeń,якшамков
582,Februar::N,luty,февраль
583,März::N,marzec,март
584,April::N,kwiecień,апрель
585,Mai::N,maj,май
586,Juni::N,czerwiec,июнь
587,Juli::N,lipiec,июль
588,August::N,sierpień,август
589,September::N,wrzesień,сентября
590,Oktober::N,październik,октября
591,November::N,listopad,ноября
592,Dezember::N,grudzień,декабря
593,Montag::N,poniedziałek,пондельник
594,Dienstag::N,wtorek,овторник
595,Mittwoch::N,środa,серёда
596,Donnerstag::N,czwartek,цетьверьг
597,Freitag::N,piątek,пеця
598,Samstag::N,sobota,субута
599,Samstag::N,sobota,шлямочи
600,Sonntag::N,niedziela,недлячи
601,groß::A,duży,ине
602,groß::A,duży,покш
603,groß::A,wielki,ине
604,groß::A,wielki,покш
605,klein::A,mały,вишка
606,lang::A,długi,кувака
607,kurz::A,krótki,нурькине
608,breit::A,szeroki,келей
609,schmal::A,wąski,теине
610,dicht::A,gęsty,тусто
611,dick[Gegenstand]::A,gruby,эчке
612,dünn::A,cienki,човине
613,fein::A,drobny,човине
614,fest::A,mocny,кеме
615,fest::A,twardy,кеме
616,flach::A,płaski,лапужа
617,glatt::A,gładki,валаня
618,hart::A,twardy,калгодо
619,weich::A,miękki,чевте
620,rund::A,okrągły,кеверь
621,spitz::A,spiczasty,пшти
622,scharf::A,ostry,пшти
623,stumpf::A,tępy,ношка
624,schwer::A,ciężki,стака
625,schön::A,ładny,мазый
626,schön::A,piękny,мазый
627,heiß::A,gorący,пси
628,warm::A,ciepły,лембе
629,kalt::A,zimny,якшамо
630,kühl::A,chłodny,экше
631,frisch::A,świeży,свежа
632,feucht::A,wilgotny,летьке
633,nass::A,mokry,начко
634,trocken::A,suchy,коське
635,voll::A,pełny,пешксе
636,leer::A,pusty,чаво
637,leer::A,próżny,чаво
638,offen::A,otwarty,панжадо
639,offen::A,otwarty,виде
640,geschlossen::A,zamknięty,пекстазь
641,geschlossen::A,zamknięty,сёлгозь
642,sauber::A,czysty,ванькс
643,schmutzig::A,brudny,ливезев
644,roh::A,surowy,верек
645,reif::A,dojrzały,кенерезь
646,lecker::A,smaczny,тантей
647,süß::A,słodki,ламбамо
648,bitter::A,gorzki,сэпей
649,sauer::A,kwaśny,чапамо
650,hell::A,jasny,валдо
651,dunkel::A,ciemny,чопода
652,schwarz::A,czarny,раужо
653,weiß::A,biały,ашо
654,rot::A,czerwony,якстере
655,gelb::A,żółty,ожо
656,blau::A,błękitny,сэнь
657,blau::A,niebieski,сэнь
658,grün::A,zielony,пиже
659,grau::A,szary,шержев
660,bunt::A,barwny,сёрмав
661,billig::A,tani,аволь питней
662,teuer::A,drogi,питней
663,wertvoll::A,cenny,питней
664,blind::A,ślepy,сокор
665,taub::A,głuchy,амариця
666,kräftig::A,mocny,пек виев
667,stark::A,silny,виев
668,schwach::A,słaby,лавшо
669,fett::A,tłusty,куя
670,schlank::A,smukły,виде ронга
671,hübsch::A,ładny,мазый
672,böse::A,zły,кежей
673,dumm::A,głupi,чавола
674,dumm::A,głupi,превтеме
675,faul::A,leniwy,нузякс
676,fleißig::A,pilny,мелень путыця
677,geizig::A,skąpy,скупой
678,klug::A,mądry,превей
679,geschickt::A,zręczny,маштозь теезь
680,lieb::A,miły,вадря
681,lustig::A,wesoły,весёла
682,sanft::A,łagodny,сэтьме
683,hungrig::A,głodny,вачо
684,krank::A,chory,сэредиця
685,nackt::A,nagi,штапо
686,traurig::A,smutny,нусманя
687,lebendig::A,żywy,эриця
688,gut::A,dobry,паро
689,schlecht::A,zły,берянь
690,richtig::A,słuszny,виде
691,richtig::A,właściwy,виде
692,schlimm::A,zły,берянь
693,wahr::A,prawdziwy,алкуксонь
694,alt::A,stary,ташто
695,neu::A,nowy,од
696,ehemalig::A,były,икелень
697,alt[Lebewesen]::A,stary,сыре
698,jung::A,młody,од
699,arm::A,ubogi,кажов
700,arm::A,biedny,кажов
701,reich::A,bogaty,сюпав
702,bekannt::A,znany,содавикс
703,berühmt::A,słynny,содавикс
704,fremd::A,obcy,лия
705,fremd::A,obcy,асодавикс
706,fremd::A,cudzy,лия
707,fremd::A,cudzy,асодавикс
708,verschieden::A,różny,эрьва
709,nah::A,bliski,а васолонь
710,fern::A,daleki,умонь
711,fern::A,daleki,кезэрень
712,linker::A,lewy,керш
713,rechter::A,prawy,вить
714,anderer::A,inny,лия
715,erster::A,pierwszy,васень
716,erster::A,pierwszy,васенце
717,zweiter::A,drugi,омбоце
718,dritter::A,trzeci,колмоце
719,letzter::A,ostatni,меельце
720,allein::ADV,sam,башка
721,allein::ADV,sam,ськамонзо
722,auf einmal::ADV,naraz,вейсэ
723,zusammen::ADV,razem,вейс
724,zusammen::ADV,razem,вейсэ
725,lange::ADV,długo,кувать
726,plötzlich::ADV,nagle,апак учо
727,sofort::ADV,natychmiast,курок
728,sofort::ADV,natychmiast,нейке
729,später::ADV,później,мейле
730,jetzt::ADV,teraz,ней
731,jetzt::ADV,obecnie,ней
732,heute::ADV,dziś,течи
733,heute::ADV,dzisiaj,течи
734,morgen::ADV,jutro,ванды
735,bald::ADV,wkrótce,курок
736,dann::ADV,potem,мейле
737,dann::ADV,potem,седе мейле
738,gestern::ADV,wczoraj,исяк
739,einst::ADV,kiedyś,весть
740,einst::ADV,kiedyś,зярдо-бути
741,einst::ADV,niegdyś,весть
742,einst::ADV,niegdyś,зярдо-бути
743,damals::ADV,wtedy,сестэ
744,damals::ADV,wówczas,сестэ
745,danach::ADV,następnie,мейле
746,danach::ADV,następnie,седе мейле
747,vorher::ADV,przedtem,васняяк
748,zuerst::ADV,naprzód,васня
749,zuerst::ADV,najpierw,васня
750,einmal::ADV,raz,весть
751,manchmal::ADV,czasem,лиясто
752,oft::ADV,często,сеетьстэ
753,immer::ADV,zawsze,свал
754,niemals::ADV,nigdy,а зярдояк
755,hier::ADV,tu,тесэ
756,hier::ADV,tutaj,тесэ
757,hierhin::ADV,tu,тей
758,von hier::ADV,stąd,тестэ
759,dort::ADV,tam,тосо
760,dorthin::ADV,tam,тов
761,geradeaus::ADV,prosto,витьстэ
762,vorwärts::ADV,naprzód,икелев
763,rückwärts::ADV,wstecz,мекев
764,zurück::ADV,z powrotem,мекев
765,unten::ADV,u dołu,ало
766,unten::ADV,na dole,ало
767,hinab::ADV,na_dół,алов
768,hinab::ADV,w_dół,алов
769,oben::ADV,w górze,вере
770,oben::ADV,na górze,вере
771,hinauf::ADV,w górę,верев
772,hinauf::ADV,na górę,верев
773,überall::ADV,wszędzie,эрьва косо
774,nicht::ADV,nie,а
775,ein wenig::ADV,trochę,аламошка
776,kaum::ADV,ledwie,ансяк
777,kaum::ADV,prawie nie,ансяк
778,sehr::ADV,bardzo,пек
779,sehr::ADV,bardzo,вельть
780,so::ADV,tak,истя
781,noch::ADV,jeszcze,таго
782,nur::ADV,tylko,ансяк
783,schon::ADV,już,уш
784,wieder::ADV,znów,таго
785,wieder::ADV,znowu,таго
786,vergebens::ADV,na próżno,стяко
787,vor::PRP,przed,икеле
788,hinter::PRP,za,вельде
789,unter::PRP,pod,ало
790,durch::PRP,przez,пачк
791,neben::PRP,obok,вакссо
792,zwischen::PRP,między,ютксо
793,wegen::PRP,z powodu,кис
794,wegen::PRP,z powodu,коряс
795,wegen::PRP,z powodu,кувалт
796,dies::PRN,to,те
797,das::PRN,to,те
798,das::PRN,to,тона
799,alles::PRN,wszystko,весе
800,alles::PRN,wszystko,весемесь
801,ich::PRN,ja,мон
802,du::PRN,ty,тон
803,er::PRN,on,сон
804,wir::PRN,my,минь
805,ihr::PRN,wy,тынь
806,sie::PRN,oni,сынь
807,was::FPRN,co,мезе
808,wer::FPRN,kto,ки
809,wo::FADV,gdzie,косо
810,wohin::FADV,dokąd,ков
811,wohin::FADV,dokąd,козо
812,wie::FADV,jak,кода
