,Concept_ID,ml,udm
629,lieb::A,പ്രിയപ്പെട്ട,мусо
630,lustig::A,ആനന്ദകരമായ,шулдыр
631,sanft::A,സൌമ്യമായ,мусо
632,sanft::A,സൌമ്യമായ,эрке
633,hungrig::A,വിശപ്പുള്ള,сютэм
634,krank::A,അസുഖമുള്ള,висись
635,nackt::A,നഡമായ,гольык
636,traurig::A,വിഷമമുള്ള,мӧзмыт
637,lebendig::A,ഉപജീവനം,улэп
638,gut::A,നല്ല,ӟеч
639,gut::A,നല്ല,умой
640,schlecht::A,മോശമായ,урод
641,schlecht::A,മോശമായ,алама
642,richtig::A,ശരിയായ,шонер
643,schlimm::A,വൃത്തികെട്ട,алама
644,wahr::A,ശരിയായ,зэмос
645,alt::A,പഴയ,вуж
646,neu::A,പുതിയ,выль
647,ehemalig::A,മുൻ,азьвылэз
648,alt[Lebewesen]::A,വയസ്സുള്ള,пересь
649,jung::A,കൌമാരമായ,егит
650,jung::A,കൌമാരമായ,пинал
651,arm::A,പാവപ്പെട്ട,начар
652,arm::A,പാവപ്പെട്ട,куанер
653,reich::A,സമ്പന്നമായ,узыр
654,bekannt::A,പരിചിതമായ,тодмо
655,berühmt::A,പ്രശസ്തനായ,дано
656,fremd::A,വൈദേശികമായ,ят
657,verschieden::A,വ്യത്യസ്തമായ,пӧртэм
658,nah::A,അരികത്തുള്ള,матысь
659,fern::A,അകലെയുള്ള,кыдёкысь
660,linker::A,അവശേഷിച്ച,паллян
661,rechter::A,വലത്തേ,бур
662,rechter::A,വലത്തേ,бурпал
663,anderer::A,മറ്റുള്ള,мукет
664,erster::A,ആദ്യത്തെ,нырысетӥез
665,zweiter::A,രണ്ടാം,кыктэтӥез
666,dritter::A,മൂന്നാമത്,кунньметӥез
667,letzter::A,അവസാനത്തെ,берло
668,letzter::A,അവസാനത്തെ,берпум
669,allein::ADV,തനിച്ചുള്ള,огназ
670,auf einmal::ADV,ഉടന്,огдыре
671,zusammen::ADV,ഒരുമിച്ച,ӵош
672,zusammen::ADV,ഒരുമിച്ച,валче
673,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,кема
674,plötzlich::ADV,പെട്ടെന്ന്,мапламтэ шорысь
675,sofort::ADV,തത്ക്ഷണം,али ик
676,später::ADV,പിന്നീട്,бергес
677,später::ADV,പിന്നീട്,берлогес
678,jetzt::ADV,ഇപ്പോൾ,али
679,jetzt::ADV,ഇപ്പോൾ,табере
680,heute::ADV,ഇന്ന്,туннэ
681,morgen::ADV,നാളെ,ӵуказе
682,bald::ADV,ഉടനെ,ӝоген
683,dann::ADV,അപ്പോൾ,берло
684,gestern::ADV,ഇന്നലെ,толон
685,einst::ADV,പണ്ടൊരിക്കല്,огпол
686,einst::ADV,പണ്ടൊരിക്കല്,одӥг пол
687,damals::ADV,അപ്പോൾ,соку
688,danach::ADV,പിന്നീട്,собере
689,vorher::ADV,മുൻപ്,азьло
690,vorher::ADV,മുൻപ്,азьвыл
691,zuerst::ADV,ആദ്യം,азьло
692,einmal::ADV,ഒരിക്കൽ,огпол
693,manchmal::ADV,ചിലപ്പോൾ,куддыръя
694,oft::ADV,പലപ്പോഴും,ӵем
695,immer::ADV,എപ്പോഴും,пыр
696,immer::ADV,എപ്പോഴും,котьку
697,niemals::ADV,ഒരിക്കലും,уз ноку
698,hier::ADV,ഇവിടെ,татын
699,hierhin::ADV,ഇവിടേക്ക്,татчы
700,von hier::ADV,ഇവിടെനിന്ന്,татысь
701,dort::ADV,അവിടെ,отӥ
702,dort::ADV,അവിടെ,отын
703,dorthin::ADV,അവിടേക്ക്,отчы
704,geradeaus::ADV,മുമ്പിൽ,меӵак
705,geradeaus::ADV,മുമന്നോട്ട്,меӵак
706,vorwärts::ADV,മുന്നോട്ട്,азьлань
707,rückwärts::ADV,തലതിരിച്ച്,берлань
708,zurück::ADV,പുറകിലേക്ക്,берен
709,zurück::ADV,പുറകിലേക്ക്,берлань
710,unten::ADV,താഴെ,улын
711,hinab::ADV,താഴേക്ക്,улэ
712,oben::ADV,മുകളിൽ,вылын
713,oben::ADV,മുകളിൽ,вылӥын
714,hinauf::ADV,മുകളിൽ,вылэ
715,hinauf::ADV,മുകളിൽ,вылӥе
716,hinauf::ADV,മുകളിൽ,выллань
717,überall::ADV,എല്ലായിടത്തും,котькытын
718,überall::ADV,എല്ലായിടത്തും,пасьтана
719,nicht::ADV,ഇല്ല,уз
720,ein wenig::ADV,കുറച്ച്,ичи
721,ein wenig::ADV,കുറച്ച്,ӧжыт
722,ein wenig::ADV,കുറച്ച്,огшап
723,kaum::ADV,കഷ്ടിച്ച്,муртса
724,sehr::ADV,വളരെ,туж
725,sehr::ADV,വളരെ,лекос
726,so::ADV,അങ്ങനെ,озьы
727,so::ADV,അങ്ങനെ,тазьы
728,noch::ADV,ഇപ്പോഴും,на
729,nur::ADV,മാത്രം,гинэ
730,schon::ADV,നേരത്തേ തന്നെ,ни
731,schon::ADV,നേരത്തേ തന്നെ,ини
732,wieder::ADV,വീണ്ടും,нош
733,wieder::ADV,വീണ്ടും,кайта
734,vergebens::ADV,വിഫല,юнме
735,vor::PRP,മുമ്പിൽ,азьын
736,hinter::PRP,പുറകിൽ,берын
737,hinter::PRP,പുറകിൽ,бӧрсьы
738,unter::PRP,കീഴിൽ,улын
739,durch::PRP,ഉള്ളിലൂടെ,пыр
740,durch::PRP,ഉള്ളിലൂടെ,пыртӥ
741,neben::PRP,അടുത്ത്,бордын
742,zwischen::PRP,ഇടയ്ക്ക്,вискын
743,wegen::PRP,നിമിത്തം,сэрен
744,dies::PRN,ഇത്,та
745,das::PRN,അത്,со
746,alles::PRN,എല്ലാം,ваньмыз
747,ich::PRN,ഞാൻ,мон
748,du::PRN,നിങ്ങൾ,тон
749,er::PRN,അദ്ദേഹം,со
750,er::PRN,അയാൾ,со
751,er::PRN,അവൻ,со
752,er::PRN,അവർ,со
753,er::PRN,അവൾ,со
754,wir::PRN,നമ്മൾ,ми
755,ihr::PRN,നിങ്ങൾ,тӥ
756,sie::PRN,അവർ,соос
757,was::FPRN,എന്ത്,ма
758,wer::FPRN,ആര്,кин
759,wo::FADV,എവിടെ,кытын
760,wohin::FADV,എവിടേക്ക്,кытчы
761,wie::FADV,എങ്ങനെ,кызьы
762,warum::FADV,എന്തുകൊണ്ട്,малы
763,wieviel::FNUM,എത്ര,кӧня
764,eins::NUM,ഒന്ന്,одӥг
765,zwei::NUM,രണ്ട്,кык
766,drei::NUM,മൂന്ന്,куинь
767,vier::NUM,നാല്,ньыль
768,fünf::NUM,അഞ്ച്,вить
769,sechs::NUM,ആറ്,куать
770,sieben::NUM,ഏഴ്,сизьым
771,acht::NUM,എട്ട്,тямыс
772,neun::NUM,ഒമ്പത്,укмыс
773,zehn::NUM,പത്ത്,дас
774,elf::NUM,പതിനൊന്ന്,дас одӥг
775,zwölf::NUM,പന്ത്രണ്ട്,дас кык
776,zwanzig::NUM,ഇരുപത്,кызь
777,dreißig::NUM,മുപ്പത്,куамын
778,vierzig::NUM,നാൽപ്പത്,ньыльдон
779,fünfzig::NUM,അൻപത്,витьтон
780,sechzig::NUM,അറുപത്,куатьтон
781,siebzig::NUM,എഴുപത്,сизьымдон
782,achtzig::NUM,എൺപത്,тямыстон
783,neunzig::NUM,തൊണ്ണൂറ്,укмыстон
784,hundert::NUM,നൂറ്,сю
785,tausend::NUM,ആയിരം,сюрс
786,und::CNJ,ഉം,и
787,und::CNJ,ഉം,но
788,oder::CNJ,അഥവാ,яке
789,stehen::V,നിൽക്കുക,сылыны
790,sitzen::V,ഇരിക്കുക,пукыны
791,liegen::V,കിടക്കുക,кылльыны
792,hängen::V,തൂങ്ങുക,ошкыса улыны
793,werden::V,ആയിത്തീരുക,луыны
794,passieren::V,സംഭവിക്കുക,луыны
795,beginnen::V,ആരംഭിക്കുക,кутскыны
796,enden::V,അവസാനിപ്പിക്കുക,бырыны
797,wechseln::V,മാറ്റുക,воштӥськыны
798,aufgehen[Sonne]::V,ഉയരുക,ӝужаны
799,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,пуксьыны
800,scheinen[Sonne]::V,പ്രകാശിക്കുക,пиштыны
801,scheinen[Sonne]::V,പ്രകാശിക്കുക,чиляны
802,donnern::V,ഇടിവെട്ടുക,гудыръяны
803,wehen::V,വീശുക,пелляськыны
804,strömen::V,ഒഴുകുക,киськыны
805,strömen::V,ഒഴുകുക,исьтӥськыны
806,fließen::V,ഒഴുകുക,бызьыны
807,sich drehen::V,ചുറ്റുക,берганы
808,sich drehen::V,കറക്കുക,берганы
809,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,вошъяськыны
810,schwingen::V,ആടുക,шонаськыны
811,fallen::V,വീഴുക,усьыны
812,brennen::V,കത്തുക,ӝуаны
813,rauchen::V,പുകയുക,ӵындыны
814,regnen::V,മഴ_പെയ്യുക,зорыны
815,gefrieren::V,തണത്ത്_മരവിക്കുക,кынмыны
816,tauen::V,അലിയുക,шунаны
817,schmelzen::V,ഉരുകുക,шунаны
818,trocknen::V,വരളുക,куасьмыны
819,sieden::V,തിളപ്പിക്കുക,пӧзьыны
820,faulen::V,ചീയുക,сисьмыны
821,verfaulen::V,അഴുകുക,сисьмыны
822,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,кеськыны
823,versinken::V,മുക്കുക,выйыны
824,vergehen::V,കടന്നുപോകുക,ортчыны
825,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,адскыны
826,verschwinden::V,അദൃശ്യമാകുക,бырыны
827,sinken::V,താഴുക,усьыны
828,abnehmen::V,കുറിയുക,синыны
829,zunehmen::V,വർദ്ധിക്കുക,йылыны
830,steigen::V,ഉയരുക,лӧпкыны
831,wachsen::V,വളരുക,будыны
832,glänzen::V,മിന്നുക,чиляны
833,glänzen::V,മിന്നുക,пиштыны
834,funkeln::V,തിളങ്ങുക,чилекъяны
835,lärmen::V,ശബ്ദമുണ്ടാക്കുക,уретыны
836,lärmen::V,ശബ്ദമുണ്ടാക്കുക,ӵашетыны
837,läuten::V,മണിമുഴങ്ങുക,жингыртыны
838,klingeln::V,ചിലമ്പുക,жингыртыны
839,klirren::V,കിലുക്കുക,жильккетыны
840,brausen::V,മുഴങ്ങുക,лекъяськыны
841,rauschen::V,അനങ്ങുക,ӵашетыны
842,klingen::V,മുഴക്കുക,кылӥськыны
843,bellen::V,കുരയ്ക്കുക,утыны
844,heulen::V,ഓരിയിടുക,вузыны
845,blasen::V,ഊതുക,пельтыны
846,pfeifen::V,വിസിലടിക്കുക,шуланы
847,schreien::V,ആക്രോശിക്കുക,черекъяны
848,schreien::V,ആക്രോശിക്കുക,кесяськыны
849,stöhnen::V,അരക്കം,ӝуштыны
850,stöhnen::V,ആർത്തനാദം,ӝуштыны
851,zittern::V,വിറയ്ക്കുക,дырекъяны
852,zittern::V,വിറയ്ക്കുക,куалекъяны
853,leben::V,താമസിക്കുക,улыны
854,geboren werden::V,ജനിക്കുക,вордӥськыны
855,atmen::V,ശ്വസിക്കുക,шоканы
856,trinken::V,കുടിക്കുക,юыны
857,essen::V,കഴിക്കുക,сиыны
858,schlucken::V,വിഴുങ്ങുക,ньылыны
859,müde werden::V,ക്ഷീണിക്കുക,жадьыны
860,einschlafen::V,നിദ്രിക്കുക,умме усьыны
861,schlafen::V,ഉറങ്ങുക,кӧлыны
862,aufwachen::V,ഉണരുക,сайканы
863,aufstehen::V,എഴുന്നേൽക്കുക,султыны
864,sich erholen::V,വിശ്രമിക്കുക,шутэтскыны
865,krank werden::V,ദീനംപിടിക്കുക,висьыны
866,krank sein::V,രോഗികളാകുക,висьыны
867,schmerzen::V,വേദനിക്കുക,висьыны
868,husten::V,ചുമയ്ക്കുക,кызыны
869,genesen::V,സുഖപ്പെടുക,юнматскыны
870,genesen::V,സുഖപ്പെടുക,бурмытскылыны
871,sterben::V,മരിക്കുക,кулыны
872,umkommen::V,മരിക്കുക,бырыны
873,sich bewegen::V,സ്ഥലം_മാറുക,вырыны
874,sich rühren::V,ചലിക്കുക,вырӟыны
875,sich rühren::V,ചലിക്കുക,вырӟылыны
876,sich erheben::V,നിൽക്കുക,султыны
877,sich setzen::V,ഇരിക്കുക,пуксьыны
878,hinfallen::V,വീഴുക,усьыны
879,laufen::V,നടക്കുക,мыныны
880,schreiten::V,നടക്കുക,вамышъяны
881,spazierengehen::V,ഉലാത്തുക,мыныны
882,spazierengehen::V,ഉലാത്തുക,ветлыны
883,eilen::V,പാഞ്ഞെത്തുക,дыртыны
884,sich beeilen::V,തിരിക്കുകൂട്ടുക,дыртыны
885,sich beeilen::V,തിടുക്കം_കാട്ടുക,дыртыны
886,sausen::V,കുതിക്കുക,туж ӝог мыныны
887,rennen::V,ഓടുക,бызьылыны
888,springen::V,ചാടുക,тэтчаны
889,klettern::V,കയറുക,тубаны
890,schaukeln::V,ഇളകുക,лэйканы
891,schaukeln::V,ഇളകുക,шонаськыны
892,kriechen::V,പതുങ്ങികയറുക,нюж ветлыны
893,schwimmen::V,നീന്തുക,уяны
894,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,зумылыны
895,rudern::V,തുഴയുക,полсаны
896,fahren::V,വാഹനം ഓടിക്കുക,ветлыны
897,fliegen::V,പറക്കുക,лобаны
898,gehen::V,പോകുക,мыныны
899,weggehen::V,വിടുക,кошкыны
900,abfahren::V,പുറപ്പെടുക,кошкыны
901,anhalten::V,നിർത്തുക,дугдыны
902,hineingehen::V,പ്രവേശിക്കുക,пырыны
903,eintreten::V,പ്രവേശിക്കുക,пырыны
904,kommen::V,വരുക,вуыны
905,kommen::V,വരുക,лыктыны
906,ankommen::V,എത്തിച്ചേരുക,вуыны
907,zurückkommen::V,തിരിച്ചു വരുക,берытскыны
908,bleiben::V,തുടരുക,кыльыны
909,warten::V,കാത്തിരിക്കുക,витьыны
910,erwarten::V,പ്രതീക്ഷിക്കുക,витьыны
911,erwarten::V,പ്രതീക്ഷിക്കുക,возьманы
912,suchen::V,തിരയുക,утчаны
913,finden::V,കണ്ടെത്തുക,шедьтыны
914,versuchen::V,ശ്രമിക്കുക,турттыны
915,vorbereiten::V,തയ്യാറെടുക്കുക,дасяны
916,lieben::V,സ്നേഹിക്കുക,гажаны
917,mögen::V,ഇഷ്ടപ്പെടുക,яратыны
918,lachen::V,ചിരിക്കുക,серекъяны
919,rühren::V,ഹൃദയം സ്പർശിക്കുക,сюлме йӧтыны
920,weinen::V,തേങ്ങുക,бӧрдыны
921,schimpfen::V,പിറുപിറുക്കുക,даллашыны
922,sich ärgern::V,കോപിക്കുക,лекъяськыны
923,sich fürchten::V,പേടിക്കുക,кышканы
924,sich fürchten::V,പേടിക്കുക,курданы
925,fürchten::V,പേടിക്കുക,курданы
926,fürchten::V,പേടിക്കുക,кышканы
927,fliehen::V,രക്ഷപ്പെടുക,пегӟыны
928,flüchten::V,രക്ഷപ്പെടുക,пегӟыны
929,sehen::V,കാണുക,адӟыны
930,anschauen::V,നോക്കുക,учкыны
931,ansehen::V,നോക്കുക,учкыны
932,hören::V,കേൾക്കുക,кылыны
933,zuhören::V,ശ്രദ്ധിക്കുക,кылзыны
934,probieren::V,രുചിയുള്ളതായി_തോന്നുക,веръяны
935,riechen::V,മണത്തു_നോക്കുക,зынъяны
936,fühlen::V,സ്പർശിച്ചറിയുക,шӧдыны
937,scheinen::V,കാണപ്പെടുക,адскыны
938,zu sehen sein::V,വെളിച്ചപ്പെടുക,адӟиськыны
939,vernehmen::V,കേൾക്കുക,кылыны
940,frieren::V,വിറയ്ക്കുക,кынмыны
941,tun::V,ചെയ്യുക,карыны
942,können::V,കഴിയുക,быгатыны
943,wollen::V,വേണുക,потыны
944,anfangen::V,തുടങ്ങുക,кутскыны
945,beenden::V,പൂർത്തിയാക്കുക,быдтыны
946,beenden::V,പൂർത്തിയാക്കുക,быдэстыны
947,aufhören::V,നിർത്തുക,дугдыны
948,gelingen::V,വിജയിക്കുക,быгатыны
949,gelingen::V,വിജയിക്കുക,луыны
950,geraten::V,പരിണമിക്കുക,лэсяны
951,öffnen::V,തുറക്കുക,усьтыны
952,schließen::V,അടയ്ക്കുക,пытсаны
953,stellen::V,വയ്ക്കുക,пуктыны
954,setzen::V,വയ്ക്കുക,пуктыны
955,legen::V,ഇടുക,поныны
956,berühren::V,തൊടുക,исаны
957,verbinden::V,ഘടിപ്പിക്കുക,герӟаны
958,bedecken::V,മുടുക,пытсаны
959,aufhängen::V,കെട്ടിതൂക്കുക,ошыны
960,anzünden::V,കത്തിക്കുക,ӝуатыны
961,aufheben::V,പെറുക്കിയെടുക്കുക,ӝутыны
962,zurücklassen::V,വച്ചുപോരുക,кельтыны
963,verlieren::V,നഷ്ടപ്പെടുക,ыштыны
964,fallen lassen::V,വീഴ്ത്തുക,уськытыны
965,machen::V,ഉണ്ടാക്കുക,лэсьтыны
966,herstellen::V,ഉൽപാദിപ്പിക്കുക,лэсьтыны
967,bauen::V,നിർമ്മിക്കുക,пуктыны
968,reparieren::V,നന്നാക്കുക,тупатыны
969,verbessern::V,മെച്ചപ്പെടുക,умоятыны
970,ändern::V,മാറ്റംവരുത്തുക,воштыны
971,graben::V,കുഴിക്കുക,копаны
972,beugen::V,വണങ്ങുക,губыртыны
973,biegen::V,കുനിയുക,куасаны
974,drehen::V,തിരിക്കുക,бергатыны
975,wenden::V,തിരിയുക,берыктыны
976,umdrehen::V,തിരിയുക,берыктыны
977,heben::V,ഉയർത്തുക,ӝутыны
978,hochheben::V,ഉയർത്തുക,ӝутъяны
979,ergreifen::V,ബലമായി_പിടിക്കുക,кутыны
980,ergreifen::V,ബലമായി_പിടിക്കുക,кырмыны
981,halten::V,പിടിക്കുക,возьыны
982,drücken::V,അമർത്തുക,зӥбыны
983,drücken::V,അമർത്തുക,пачкатыны
984,schieben::V,തള്ളുക,донганы
985,kratzen::V,ചുരണ്ടുക,вуштыны
986,lecken::V,നക്കുക,нюлыны
987,beißen::V,കടിക്കുക,куртчыны
988,abreißen::V,കീറിക്കളയുക,ишкалтыны
989,abschneiden::V,മുറിച്ചുമാറ്റുക,шорыны
990,abschneiden::V,മുറിച്ചുമാറ്റുക,вандыны
991,binden::V,കെട്ടുക,керттыны
992,stecken::V,തുളയ്ക്കുക,мертчытыны
993,brechen::V,ഉടയുക,тӥяны
994,klopfen::V,തട്ടുക,йыганы
995,klopfen::V,തട്ടുക,шарккетыны
996,hauen::V,അടിക്കുക,жугыны
997,hauen::V,അടിക്കുക,тышканы
998,kleben::V,ഒട്ടിക്കുക,лякыны
999,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,зыраны
1000,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,вуштыны
1001,streichen::V,പടർത്തുക,зыраны
1002,schleifen::V,പൊടിക്കുക,шерыны
1003,schneiden::V,മുറിക്കുക,вандыны
1004,rütteln::V,മുട്ടുക,зуркатыны
1005,schütteln::V,കുലുക്കുക,куалекъятыны
1006,schwenken::V,ആടുക,шонаны
1007,schütten::V,ഒഴിക്കുക,лэзьыны
1008,füllen::V,നിറയ്ക്കുക,тырмытыны
1009,einwickeln::V,പൊതിയുക,биньыны
1010,tragen::V,വഹിക്കുക,нуыны
1011,schleppen::V,വലിച്ചിഴയ്ക്കുക,кыскыны
1012,ziehen::V,വലിക്കുക,кыскыны
1013,aufbewahren::V,വയ്ക്കുക,возьыны
1014,werfen::V,എറിയുക,куяны
1015,werfen::V,എറിയുക,лэзяны
1016,fangen::V,പിടിക്കുക,кутыны
1017,packen::V,തട്ടിപ്പറിക്കുക,кутыны
1018,packen::V,തട്ടിപ്പറിക്കുക,кырмыны
1019,verstecken::V,മറയ്ക്കുക,ватыны
1020,teilen::V,വിഭജിക്കുക,люкыны
1021,schicken::V,അയയ്ക്കുക,ыстыны
1022,bringen::V,കൊണ്ടുവരുക,вайыны
1023,hinzufügen::V,കൂട്ടുക,ватсаны
1024,bekommen::V,കിട്ടുക,басьтыны
1025,erhalten::V,സ്വീകരിക്കുക,басьтыны
1026,nehmen::V,എടുക്കുക,кутыны
1027,nehmen::V,എടുക്കുക,басьтыны
1028,wählen::V,തിരഞ്ഞെടുക്കുക,бырйыны
1029,auswählen::V,തിരഞ്ഞെടുക്കുക,бырйыны
1030,bewahren::V,പുലർത്തുക,возьыны
1031,behindern::V,തടയിടുക,могӟытыны
1032,verderben::V,നശിപ്പിക്കുക,сӧрыны
1033,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,урод лэсьтыны
1034,zerbrechen::V,ഉടയുക,сӧрыны
1035,zerreißen::V,കീറുക,кесяны
1036,zerstören::V,നശിപ്പിക്കുക,куашкатыны
1037,verbrennen::V,കത്തിനശിക്കുക,сутыны
1038,verbrennen::V,കത്തിച്ചുകളയുക,сутыны
1039,geben::V,കൊടുക്കുക,сётыны
1040,geben::V,തരുക,сётыны
1041,reichen::V,കൈമാറുക,сётыны
1042,schenken::V,സമ്മാനം കൊടുക്കുക,кузьманы
1043,versprechen::V,വാഗ്ദാനം_നൽകുക,кыл сётыны
1044,wünschen::V,ആഗ്രഹിക്കുക,сӥзьыны
1045,loben::V,പുകഴ്ത്തുക,ушъяны
1046,küssen::V,ഉമ്മവയ്ക്കുക,чупаны
1047,wiegen::V,ഇളകുക,веттаны
1048,wiegen::V,ഇളകുക,лэйкатыны
1049,zudecken::V,മുടുക,шобыртыны
1050,wecken::V,ഉണർത്തുക,сайкатыны
1051,zeigen::V,കാണിക്കുക,возьматыны
1052,führen::V,നടത്തുക,нуыны
1053,lehren::V,പഠിപ്പിക്കുക,дышетыны
1054,unterrichten::V,പരിശീലിപ്പിക്കുക,дышетыны
1055,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,будэтыны
1056,leiten::V,നയിക്കുക,кивалтыны
1057,antreiben::V,പ്രേരിപ്പിക്കുക,дыртытыны
1058,lassen::V,അനുവദിക്കുക,-ытыны
1059,einladen::V,ക്ഷണിക്കുക,ӧтьыны
1060,vereinigen::V,കൂടിച്ചേരുക,огазеяны
1061,besuchen::V,സന്ദർശിക്കുക,адӟыськыны
1062,treffen::V,തമ്മിൽ കാണുക,пумитаны
1063,sich versammeln::V,സംയോജിപ്പിക്കുക,люкаськыны
1064,spielen::V,കളിക്കുക,шудыны
1065,singen::V,പാടുക,кырӟаны
1066,tanzen::V,നൃത്തം ചെയ്യുക,эктыны
1067,sich trennen::V,നേർപെടുത്തുക,люкиськыны
1068,verlassen::V,പിൻവാങ്ങുക,куштыны
1069,retten::V,രക്ഷിക്കുക,утьыны
1070,bewachen::V,കാവൽനിൽക്കുക,возьманы
1071,schützen::V,പരിരക്ഷിക്കുക,утялтыны
1072,verteidigen::V,പ്രതിരോധിക്കുക,возьманы
1073,sich schlagen::V,കലഹിക്കുക,жугиськыны
1074,schießen::V,വെടിവെക്കുക,ыбылӥськны
1075,siegen::V,വിജയിക്കുക,вормыны
1076,ärgern::V,വിഷമിപ്പിക്കുക,вожпоттыны
1077,schlagen::V,അടിക്കുക,жуккыны
1078,treten::V,തൊഴിക്കുക,лёганы
1079,stechen::V,കുത്തുക,бышкалтыны
1080,stoßen::V,തള്ളുക,донгыны
1081,stehlen::V,മോഷ്ടിക്കുക,вораны
1082,stehlen::V,മോഷ്ടിക്കുക,лушканы
1083,stören::V,ശല്യപ്പെടുത്തുക,люкетыны
1084,belästigen::V,മെനക്കെടുക,акыльтыны
1085,belästigen::V,മെനക്കെടുക,вукылмыны
1086,verbergen::V,മറയ്ക്കുക,ватыны
1087,verbergen::V,ഒളിക്കുക,ватыны
1088,täuschen::V,കബളിപ്പിക്കുക,алданы
1089,betrügen::V,ചതിക്കുക,пӧяны
1090,töten::V,കൊല്ലുക,виыны
1091,wohnen::V,താമസിക്കുക,улыны
1092,arbeiten::V,ജോലിചെയ്യുക,ужаны
1093,sammeln::V,സഞ്ചയിക്കുക,бичаны
1094,pflücken::V,പറിച്ചെടുക്കുക,ишкыны
1095,jagen::V,വേട്ടയാടുക,пӧйшураны
1096,fischen::V,മീൻ പിടിക്കുക,чорыганы
1097,fassen::V,പിടിക്കുക,кутыны
1098,hüten::V,ചേർക്കുക,возьманы
1099,treiben::V,വാഹനം_ഓടിക്കുക,улляны
1100,anbinden::V,കെട്ടിയിടുക,думыны
1101,füttern::V,തീറ്റുക,сюдыны
1102,melken::V,പാലുകറക്കുക,кыскыны
1103,hacken::V,വെട്ടിമുറിക്കുക,кораны
1104,gießen::V,നനയ്ക്കുക,киськаны
1105,reifen::V,പാകമാകുക,вуыны
1106,reifen::V,പാകമാകുക,кисьманы
1107,zubereiten::V,പാചകം_ചെയ്യുക,лесьтыны
1108,kochen::V,വേവിക്കുക,пӧзьтыны
1109,backen::V,ബേക്ക് ചെയ്യുക,пыжыны
1110,braten::V,പോരിക്കുക,пыжыны
1111,umrühren::V,ഇളക്കുക,сураны
1112,stricken::V,മെടയുക,керттыны
1113,nähen::V,തുന്നുക,вурыны
1114,färben::V,ചായം പൂശുക,буяны
1115,reinigen::V,വൃത്തിയാക്കുക,сузяны
1116,waschen::V,കഴുകുക,мисьтаськыны
1117,abwischen::V,തുടയ്ക്കുക,ӵушылыны
1118,spülen::V,കഴുകുക,гылъяны
1119,fegen::V,അടിച്ചുവാരുക,ӵужыны
1120,kehren::V,അടിച്ചുവാരുക,ӵужыны
1121,baden::V,നീന്തിത്തുടിക്കുക,пыласькыны
1122,sich waschen::V,കഴുകുക,пыласькыны
1123,ausziehen::V,ഇഴുക്കുക,кыльыны
1124,anziehen::V,ഉടുക്കുക,дӥсяны
1125,sich anziehen::V,ധരിച്ച നേടുകയുക,дӥсьяськыны
1126,kämmen::V,മുടിചീകുക,сынаны
1127,schmücken::V,അലങ്കരിക്കുക,чеберъяны
1128,sagen::V,പറയുക,шуыны
1129,sagen::V,പറയുക,вераны
1130,sprechen::V,സംസാരിക്കുക,вераськыны
1131,reden::V,സംസാരിക്കുക,вераськыны
1132,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,вераськыны
1133,fragen::V,ചോദിക്കുക,юаны
1134,bitten::V,അപേക്ഷിക്കുക,курыны
1135,erzählen::V,പറയുക,вераны
1136,erzählen::V,പറയുക,мадьыны
1137,mitteilen::V,അറിയിക്കുക,ивортыны
1138,nennen::V,പേരിടുക,шуыны
1139,rufen::V,വിളിക്കുക,ӧтьыны
1140,prahlen::V,പൊങ്ങച്ചം പറയുക,ушъяськыны
1141,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,берыктыны
1142,denken::V,ചിന്തിക്കുക,малпаны
1143,glauben::V,വിശ്വസിക്കുക,оскыны
1144,bemerken::V,ശ്രദ്ധിക്കുക,адӟыны
1145,erkennen::V,തിരിചറിയുക,тодыны
1146,begreifen::V,കൈപ്പിടിയിലാക്കുക,валаны
1147,verstehen::V,മനസ്സിലാക്കുക,валаны
1148,lernen::V,പഠിക്കുക,дышетскыны
1149,wissen::V,അറിയുക,тодыны
1150,sich erinnern an::V,ഓർമിക്കുക,тодэ вайыны
1151,vergessen::V,മറക്കുക,вунэтыны
1152,messen::V,അളക്കുക,мертаны
1153,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,лыдъяны
1154,rechnen::V,ഗണിക്കുക,лыдъяны
1155,lesen::V,വായിക്കുക,лыдӟыны
1156,malen::V,ചിത്രം വരയ്ക്കുക,суреданы
1157,zeichnen::V,വരയ്ക്കുക,суреданы
1158,schreiben::V,എഴുതുക,гожъяны
1159,besitzen::V,സ്വന്തമാക്കുക,луыны
1160,kaufen::V,വാങ്ങുക,басьтыны
1161,verkaufen::V,വിൽക്കുക,вузаны
1162,bezahlen::V,പരിഹാരം ചെയ്യുക,тырыны
1163,zahlen::V,പണം അടയ്ക്കുക,тырыны
