,Concept_ID,cs,be
141,Kiefer[Baum]::N,borovice,сасна
142,Weide[Baum]::N,vrba,вярба
143,Tanne::N,jedle,яліна
144,Horn::N,roh,рог
145,Feder::N,pero,пяро
146,Fell::N,srst,шкура
147,Flügel::N,křídlo,крыло
148,Klaue::N,dráp,кіпцюр
149,Klaue::N,pazneht,кіпцюр
150,Kralle::N,dráp,лапа
151,Schwanz::N,ocas,хвост
152,Ei::N,vejce,яйка
153,Nest::N,hnízdo,гняздо
154,Bau::N,nora,нара
155,Tier::N,zvíře,жывёла
156,Herde::N,stádo,статак
157,Kuh::N,kráva,карова
158,Bulle::N,býk,бык
159,Pferd::N,kůň,конь
160,Schaf::N,ovce,авечка
161,Schwein::N,vepř,свіння
162,Schwein::N,prase,свіння
163,Hund::N,pes,сабака
164,Katze::N,kočka,кошка
165,Bär::N,medvěd,мядзведзь
166,Eichhörnchen::N,veverka,вавёрка
167,Elch::N,los,лось
168,Fuchs::N,liška,ліса
169,Hase::N,zajíc,заяц
170,Maus::N,myš,мыш
171,Wolf::N,vlk,воўк
172,Vogel::N,pták,птах
173,Vogel::N,pták,птушка
174,Schwarm::N,roj,чарада
175,Schwarm::N,hejno,чарада
176,Huhn::N,kuře,курыца
177,Huhn::N,slepice,курыца
178,Hahn::N,kohout,певень
179,Gans::N,husa,гусь
180,Adler::N,orel,арол
181,Ente::N,kachna,качка
182,Eule::N,sova,сава
183,Kranich::N,jeřáb,жораў
184,Kranich::N,jeřáb,журавель
185,Krähe::N,vrána,варона
186,Kuckuck::N,kukačka,зязюля
187,Schwan::N,labuť,лебедзь
188,Fisch::N,ryba,рыба
189,Barsch::N,okoun,акунь
190,Hecht::N,štika,шчупак
191,Schlange[Tier]::N,had,змяя
192,Wurm::N,červ,чарвяк
193,Spinne::N,pavouk,павук
194,Ameise::N,mravenec,мурашка
195,Laus::N,veš,вош
196,Mücke::N,komár,камар
197,Fliege::N,moucha,муха
198,Schmetterling::N,motýl,матыль
199,Beere::N,bobule,ягада
200,Apfel::N,jablko,яблык
201,Pilz::N,houba,грыб
202,Zwiebel::N,cibule,цыбуля
203,Saat::N,osivo,семя
204,Korn::N,zrno,зерне
205,Heu::N,seno,сена
206,Schale::N,slupka,шалупінне
207,Schale::N,skořápka,шалупінне
208,Grube::N,jáma,яма
209,Falle::N,past,пастка
210,Falle::N,léčka,пастка
211,Schlinge::N,smyčka,сіло
212,Spur::N,stopa,след
213,Asche::N,popel,попел
214,Dreck::N,špína,бруд
215,Eisen::N,železo,жалеза
216,Gold::N,zlato,золата
217,Silber::N,stříbro,сребра
218,Kohle::N,uhlí,вугаль
219,Glas::N,sklo,шкло
220,Lehm::N,jíl,гліна
221,Lehm::N,hlína,гліна
222,Sand::N,písek,пясок
223,Mensch::N,člověk,чалавек
224,Mann::N,muž,мужчына
225,Frau::N,žena,жанчына
226,Kind::N,dítě,дзіця
227,Junge::N,hoch,хлопчык
228,Junge::N,chlapec,хлопчык
229,Mädchen::N,děvče,дзяўчынка
230,Familie::N,rodina,сямʼя
231,Großvater::N,děd,дзядуля
232,Großvater::N,dědeček,дзядуля
233,Großmutter::N,babička,бабуля
234,Eltern::N,rodiče,бацькі
235,Vater::N,otec,бацька
236,Mutter::N,matka,маці
237,Sohn::N,syn,сын
238,Tochter::N,dcera,дачка
239,Bruder::N,bratr,брат
240,Schwester::N,sestra,сястра
241,Onkel::N,strýc,дзядзька
242,Tante::N,teta,цётка
243,Ehemann::N,choť,муж
244,Ehemann::N,manžel,муж
245,Ehefrau::N,choť,жонка
246,Ehefrau::N,manželka,жонка
247,Freude::N,radost,радасць
248,Gelächter::N,smích,смех
249,Glück::N,štěstí,шчасце
250,Kummer::N,žal,гора
251,Kummer::N,trápení,гора
252,Wunsch::N,přání,жаданне
253,Lust::N,chuť,цяга
254,Geist::N,duch,дух
255,Gedanke::N,myšlenka,думка
256,Gedächtnis::N,paměť,памяць
257,Verstand::N,rozum,розум
258,Sinn::N,smysl,сэнс
259,Grund::N,důvod,зачэпка
260,Wahrheit::N,pravda,праўда
261,Gespräch::N,rozhovor,размова
262,Märchen::N,pohádka,казка
263,Erzählung::N,povídka,расказ
264,Erzählung::N,povídka,апавяданне
265,Nachricht::N,zpráva,вестка
266,Nachricht::N,zpráva,паведамленне
267,Neuigkeit::N,novina,навіна
268,Neuigkeit::N,novinka,навіна
269,Name::N,jméno,імя
270,Rätsel::N,hádanka,загадка
271,Rede::N,řeč,прамова
272,Rede::N,proslov,прамова
273,Sprache::N,řeč,мова
274,Sprache::N,jazyk,мова
275,Stimme::N,hlas,голас
276,Wort::N,slovo,слова
277,Zeichen::N,znamení,знак
278,Ruf::N,zavolání,кліч
279,Lärm::N,hluk,шум
280,Laut::N,zvuk,гук
281,Ton::N,tón,гучанне
282,Lied::N,píseň,песня
283,Ruhe::N,klid,спакой
284,Ruhe::N,pokoj,спакой
285,Leute::N,lidé,людзі
286,Volk::N,národ,народ
287,Arbeit::N,práce,праца
288,Arbeit::N,práce,работа
289,Gast::N,host,госць
290,Geschenk::N,dar,падарунак
291,Spiel::N,hra,гульня
292,Gesellschaft::N,společnost,таварыства
293,Hilfe::N,pomoc,дапамога
294,Freund::N,přítel,друг
295,Freund::N,přítel,сябар
296,Kamerad::N,kamarád,прыяцель
297,Angelegenheit::N,záležitost,справа
298,Anzahl::N,počet,колькасць
299,Art::N,druh,від
300,Stück::N,kus,кусок
301,Stück::N,kus,кавалак
302,Stück::N,kousek,кусок
303,Stück::N,kousek,кавалак
304,Teil::N,díl,частка
305,Teil::N,část,частка
306,Hälfte::N,půl,палова
307,Hälfte::N,půl,палавіна
308,Kreis::N,kruh,круг
309,Kreuz::N,kříž,крыж
310,Linie::N,linka,лінія
311,Strich::N,čára,рыса
312,Strich::N,čárka,рыса
313,Abstand::N,vzdálenost,прамежак
314,Entfernung::N,vzdálenost,адлегласць
315,Gegend::N,krajina,мясцовасць
316,Platz::N,prostor,месца
317,Ort::N,místo,месца
318,Seite::N,strana,бок
319,Mitte::N,střed,сярэдзіна
320,Mitte::N,prostředek,сярэдзіна
321,Gegenstand::N,předmět,прадмет
322,Sache::N,věc,рэч
323,Rand::N,kraj,край
324,Rand::N,okraj,край
325,Kante::N,hrana,руб
326,Kante::N,hrana,кант
327,Ecke::N,roh,вугал
328,Spitze::N,hrot,кончык
329,Spitze::N,špička,кончык
330,Ende::N,konec,канец
331,Loch::N,díra,дзірка
332,Winkel::N,kout,вугал
333,Muster::N,vzor,узор
334,Größe::N,velikost,памер
335,Länge::N,délka,даўжыня
336,Höhe::N,výška,вышыня
337,Gewicht::N,váha,вага
338,Menge::N,množství,колькасць
339,Haufen::N,kupa,куча
340,Haufen::N,hromada,куча
341,Reihe::N,řada,рад
342,Reihe::N,řádek,рад
343,Boot::N,člun,лодка
344,Ruder::N,veslo,вясло
345,Schlitten::N,sáně,сані
346,Ski::N,lyže,лыжа
347,Lagerfeuer::N,táborák,вогнішча
348,Last::N,náklad,цяжар
349,Last::N,břemeno,цяжар
350,Gang::N,chůze,ход
351,Gang::N,chodba,ход
352,Schritt::N,krok,шаг
353,Schritt::N,krok,крок
354,Norden::N,sever,поўнач
355,Süden::N,jih,поўдзень
356,Westen::N,západ,захад
357,Osten::N,východ,усход
358,Holz::N,dřevo,дрэва
359,Holz::N,dřevo,драўніна
360,Brett::N,prkno,дошка
361,Platte::N,deska,пліта
362,Stütze::N,opěra,падпорка
363,Stange::N,tyč,жэрдка
364,Stange::N,tyčka,жэрдка
365,Stock::N,hůlka,палка
366,Stab::N,hůl,шост
367,Rohr::N,trubka,труба
368,Haus::N,dům,дом
369,Heim::N,domov,дом
370,Heim::N,domov,хата
371,Ofen::N,kamna,печ
372,Fußboden::N,podlaha,падлога
373,Tisch::N,stůl,стол
374,Stuhl::N,židle,стул
375,Stuhl::N,židle,крэсла
376,Wiege::N,kolébka,калыска
377,Bett::N,postel,ложак
378,Bett::N,postel,пасцель
379,Regal::N,regál,паліца
380,Regal::N,police,паліца
381,Kiste::N,bedna,скрынка
382,Fenster::N,okno,акно
383,Tür::N,dveře,дзверы
384,Tor::N,vrata,вароты
385,Zaun::N,plot,агароджа
386,Dach::N,střecha,дах
387,Leiter::N,žebřík,лесвіца
388,Besen::N,koště,мятла
389,Besen::N,smeták,мятла
390,Spaten::N,rýč,лапата
391,Spaten::N,rýč,жалязняк
392,Schaufel::N,lopata,шуфлік
393,Schaufel::N,lopata,лапатка
394,Gabel::N,vidlička,відэлец
395,Löffel::N,lžíce,лыжка
396,Messer::N,nůž,нож
397,Nagel::N,hřebík,цвік
398,Netz::N,síť,сетка
399,Haken::N,hák,крук
400,Griff::N,držadlo,ручка
401,Schloss::N,zámek,замок
402,Bild::N,obraz,карціна
403,Figur::N,figura,фігура
404,Puppe::N,panenka,лялька
405,Beutel::N,pytlík,мяшок
406,Bündel::N,svazek,вязка
407,Tasche::N,taška,торба
408,Tasche::N,brašna,торба
409,Eimer::N,kýbl,вядро
410,Eimer::N,vědro,вядро
411,Deckel::N,víko,накрыўка
412,Deckel::N,příklop,накрыўка
413,Geschirr::N,nádobí,пасуда
414,Sack::N,pytel,мех
415,Tasse::N,šálek,кубак
416,Topf::N,hrnec,каструля
417,Kessel::N,kotel,кацёл
418,Essen::N,jídlo,ежа
419,Nahrung::N,strava,харч
420,Nahrung::N,potrava,харч
421,Speise::N,jídlo,страва
422,Fleisch::N,maso,мяса
423,Getreide::N,obilí,збожжа
424,Brei::N,kaše,каша
425,Brot::N,chléb,хлеб
426,Scheibe::N,krajíc,луста
427,Scheibe::N,krajíc,скібка
428,Fett::N,tuk,тлушч
429,Fett::N,omastek,тлушч
430,Butter::N,máslo,масла
431,Öl::N,olej,алей
432,Salz::N,sůl,соль
433,Suppe::N,polévka,суп
434,Honig::N,med,мёд
435,Milch::N,mléko,малако
436,Tee::N,čaj,чай
437,Tee::N,čaj,гарбата
438,Leder::N,kůže,скура
439,Wolle::N,vlna,воўна
440,Stoff::N,látka,тканіна
441,Nadel::N,jehla,іголка
442,Faden::N,nit,нітка
443,Knopf::N,knoflík,гузік
444,Knoten::N,uzel,вузел
445,Farbe::N,barva,фарба
446,Kleidung::N,šaty,адзенне
447,Kleidung::N,šatstvo,адзенне
448,Hemd::N,košile,кашуля
449,Kragen::N,límec,каўнер
450,Ärmel::N,rukáv,рукаў
451,Hose::N,kalhoty,штаны
452,Gürtel::N,pás,пояс
453,Gürtel::N,opasek,пояс
454,Mütze::N,čepice,шапка
455,Schuh::N,bota,чаравік
456,Stiefel::N,holínka,бот
457,Ring::N,prsten,кольца
458,Band::N,pásek,стужка
459,Kamm::N,hřeben,расчоска
460,Spiegel::N,zrcadlo,люстра
461,Riemen::N,řemen,рэмень
462,Schnur::N,šňůra,вяроўка
463,Leine::N,vodítko,павадок
464,Decke::N,pokrývka,коўдра
465,Decke::N,přikrývka,коўдра
466,Kissen::N,polštář,падушка
467,Tuch::N,šátek,хустка
468,Handtuch::N,ručník,ручнік
469,Kraft::N,síla,сіла
470,Stärke::N,síla,моц
471,Gesundheit::N,zdraví,здароўе
472,Krankheit::N,nemoc,хвароба
473,Krankheit::N,choroba,хвароба
474,Schmerz::N,bolest,боль
475,Wunde::N,rána,рана
476,Fieber::N,horečka,гарачка
477,Fieber::N,horečka,ліхаманка
478,Arznei::N,lék,лекі
479,Brücke::N,most,мост
480,Brunnen::N,studna,калодзеж
481,Weide::N,pastva,паша
482,Weide::N,pastvina,паша
483,Pfad::N,pěšina,сцежка
484,Weg::N,cesta,шлях
485,Weg::N,cesta,дарога
486,Straße::N,silnice,вуліца
487,Dorf::N,vesnice,вёска
488,Stadt::N,město,горад
489,Brief::N,dopis,ліст
490,Brief::N,dopis,пісьмо
491,Buch::N,kniha,кніга
492,Buchstabe::N,písmeno,літара
493,Zeitung::N,noviny,газета
494,Leben::N,život,жыццё
495,Tod::N,smrt,смерць
496,Grab::N,hrob,магіла
497,Kirche::N,kostel,касцёл
498,Kirche::N,kostel,царква
499,Sünde::N,hřích,грэх
500,Gott::N,bůh,бог
501,Arbeiter::N,dělník,рабочы
502,Arbeiter::N,pracovník,рабочы
503,Chef::N,šéf,начальнік
504,Chef::N,vedoucí,начальнік
505,Meister::N,mistr,майстар
506,Arzt::N,lékař,урач
507,Lehrer::N,učitel,настаўнік
508,Geld::N,peníze,грошы
509,Geschäft::N,obchod,заняцце
510,Laden::N,krám,крама
511,Laden::N,krám,магазін
512,Preis::N,cena,цана
513,Ware::N,zboží,тавар
514,Nutzen::N,užitek,выгада
515,Reichtum::N,bohatství,багацце
516,Welt::N,svět,свет
517,Land::N,země,краіна
518,Staat::N,stát,дзяржава
519,König::N,král,кароль
520,Macht::N,moc,улада
521,Macht::N,mocnost,улада
522,Grenze::N,hranice,граніца
523,Krieg::N,válka,вайна
524,Feind::N,nepřítel,вораг
525,Gewalt::N,násilí,насілле
526,Kampf::N,boj,барацьба
527,Bogen[Waffe]::N,luk,лук
528,Pfeil::N,šíp,страла
529,Gewehr::N,puška,ружжо
530,Gewehr::N,ručnice,ружжо
531,Fehler::N,chyba,памылка
532,Lüge::N,lež,хлусня
533,Schaden::N,škoda,шкода
534,Unglück::N,neštěstí,ліха
535,Unglück::N,neštěstí,бядота
536,Schuld::N,vina,віна
537,Alter::N,věk,узрост
538,Schluss::N,konec,канец
539,Zeit::N,čas,час
540,Tag::N,den,дзень
541,Morgen::N,ráno,ранак
542,Morgen::N,ráno,раніца
543,Morgen::N,jitro,ранак
544,Morgen::N,jitro,раніца
545,Mittag::N,poledne,паўдня
546,Mittag::N,poledne,поўдзень
547,Abend::N,večer,вечар
548,Nacht::N,noc,ноч
549,Woche::N,týden,тыдзень
550,Monat::N,měsíc,месяц
551,Jahr::N,rok,год
552,Frühling::N,jaro,вясна
553,Sommer::N,léto,лета
554,Herbst::N,podzim,восень
555,Winter::N,zima,зіма
556,Januar::N,leden,студзень
557,Februar::N,únor,люты
558,März::N,březen,сакавік
559,April::N,duben,красавік
560,Mai::N,květen,май
561,Mai::N,květen,травень
562,Juni::N,červen,чэрвень
563,Juli::N,červenec,ліпень
564,August::N,srpen,жнівень
565,September::N,září,верасень
566,Oktober::N,říjen,кастрычнік
567,November::N,listopad,лістапад
568,Dezember::N,prosinec,снежань
569,Montag::N,pondělí,панядзелак
570,Montag::N,pondělek,панядзелак
571,Dienstag::N,úterý,аўторак
572,Mittwoch::N,středa,серада
573,Donnerstag::N,čtvrtek,чацвер
574,Freitag::N,pátek,пятніца
575,Samstag::N,sobota,субота
576,Sonntag::N,neděle,нядзеля
577,groß::A,velký,вялікі
578,klein::A,malý,маленькі
579,lang::A,dlouhý,доўгі
580,kurz::A,krátký,кароткі
581,breit::A,široký,шырокі
582,schmal::A,úzký,вузкі
583,dicht::A,hustý,густы
584,dick[Gegenstand]::A,tlustý,тоўсты
585,dünn::A,tenký,тонкі
586,fein::A,jemný,тонкі
587,fest::A,pevný,моцны
588,flach::A,plochý,плоскі
589,flach::A,placatý,плоскі
590,glatt::A,hladký,гладкі
591,hart::A,tvrdý,цвёрды
592,weich::A,měkký,мяккі
593,rund::A,kulatý,круглы
594,rund::A,okrouhlý,круглы
595,spitz::A,špičatý,спічасты
596,spitz::A,špičatý,востраканцовы
597,scharf::A,ostrý,востры
598,stumpf::A,tupý,тупы
599,schwer::A,těžký,цяжкі
600,schön::A,pěkný,прыгожы
601,schön::A,krásný,прыгожы
602,heiß::A,horký,гарачы
603,warm::A,teplý,цёплы
604,kalt::A,studený,холадны
605,kühl::A,chladný,халаднаваты
606,frisch::A,svěží,свежы
607,feucht::A,vlhký,вільготны
608,nass::A,mokrý,мокры
609,trocken::A,suchý,сухі
610,voll::A,plný,поўны
611,leer::A,prázdný,пусты
612,offen::A,otevřený,адкрыты
613,offen::A,otevřený,адчынены
614,geschlossen::A,zavřený,закрыты
615,geschlossen::A,zavřený,зачынены
616,sauber::A,čistý,чысты
617,schmutzig::A,špinavý,брудны
618,roh::A,syrový,сыры
619,reif::A,zralý,спелы
620,lecker::A,chutný,смачны
621,süß::A,sladký,салодкі
622,bitter::A,hořký,горкі
623,sauer::A,kyselý,кіслы
624,hell::A,světlý,светлы
625,dunkel::A,temný,цёмны
626,schwarz::A,černý,чорны
627,weiß::A,bílý,белы
628,rot::A,rudý,чырвоны
629,rot::A,červený,чырвоны
630,gelb::A,žlutý,жоўты
631,blau::A,modrý,сіні
632,grün::A,zelený,зялёны
633,grau::A,šedý,шэры
634,grau::A,šedivý,шэры
635,bunt::A,pestrý,пяресты
636,billig::A,levný,танны
637,billig::A,laciný,танны
638,teuer::A,drahý,дарагі
639,wertvoll::A,cenný,цэнны
640,wertvoll::A,cenný,каштоўны
641,blind::A,slepý,сляпы
642,taub::A,hluchý,глухі
643,kräftig::A,silný,магутны
644,stark::A,silný,сільны
645,schwach::A,slabý,слабы
646,fett::A,tučný,тлусты
647,fett::A,tlustý,тлусты
648,schlank::A,štíhlý,стройны
649,hübsch::A,hezký,чароўны
650,böse::A,zlý,злы
651,dumm::A,hloupý,дурны
652,faul::A,líný,лянівы
653,fleißig::A,pilný,руплівы
654,geizig::A,lakomý,прагны
655,klug::A,chytrý,разумны
656,geschickt::A,šikovný,умелы
657,lieb::A,milý,мілы
658,lustig::A,veselý,вясёлы
659,sanft::A,mírný,ласкавы
660,hungrig::A,hladový,галодны
661,krank::A,nemocný,хворы
662,nackt::A,nahý,голы
663,traurig::A,smutný,сумны
664,traurig::A,truchlivý,сумны
665,lebendig::A,živý,жывы
666,gut::A,dobrý,добры
667,schlecht::A,špatný,кепскі
668,richtig::A,pravý,правільны
669,richtig::A,správný,правільны
670,schlimm::A,zlý,агідны
671,wahr::A,pravdivý,сапраўдны
672,alt::A,starý,стары
673,neu::A,nový,новы
674,ehemalig::A,bývalý,былы
675,alt[Lebewesen]::A,starý,стары
676,jung::A,mladý,малады
677,arm::A,chudý,бедны
678,reich::A,bohatý,багаты
679,bekannt::A,známý,знаёмы
680,berühmt::A,slavný,славуты
681,fremd::A,cizí,чужы
682,verschieden::A,různý,розны
683,verschieden::A,rozličný,розны
684,nah::A,blízký,блізкі
685,fern::A,daleký,далёкі
686,linker::A,levý,левы
687,rechter::A,pravý,правы
688,anderer::A,jiný,іншы
689,anderer::A,jiný,другі
690,erster::A,první,першы
691,zweiter::A,druhý,другі
692,dritter::A,třetí,трэці
693,letzter::A,poslední,апошні
694,allein::ADV,sám,сам
695,allein::ADV,sám,адзін
696,auf einmal::ADV,najednou,адразу
697,zusammen::ADV,spolu,разам
698,zusammen::ADV,dohromady,разам
699,lange::ADV,dlouho,доўга
700,plötzlich::ADV,vtom,раптам
701,plötzlich::ADV,náhle,раптам
702,sofort::ADV,hned,зараз
703,sofort::ADV,ihned,зараз
704,später::ADV,později,пазней
705,jetzt::ADV,teď,цяпер
706,jetzt::ADV,nyní,цяпер
707,heute::ADV,dnes,сёння
708,heute::ADV,dneska,сёння
709,morgen::ADV,zítra,заўтра
710,bald::ADV,brzo,хутка
711,bald::ADV,brzo,неўзабаве
712,dann::ADV,pak,потым
713,dann::ADV,potom,потым
714,gestern::ADV,včera,учора
715,einst::ADV,kdysi,аднойчы
716,damals::ADV,tehdy,тады
717,damals::ADV,tenkrát,тады
718,danach::ADV,podle toho,затым
719,vorher::ADV,dříve,раней
720,vorher::ADV,napřed,раней
721,zuerst::ADV,nejprve,спярша
722,zuerst::ADV,nejprve,спачатку
723,zuerst::ADV,nejdříve,спярша
724,zuerst::ADV,nejdříve,спачатку
725,einmal::ADV,jednou,адзін раз
726,manchmal::ADV,někdy,часам
727,oft::ADV,často,часта
728,immer::ADV,vždy,заўсёды
729,immer::ADV,stále,заўсёды
730,niemals::ADV,nikdy,ніколі
731,hier::ADV,zde,тут
732,hier::ADV,tady,тут
733,hierhin::ADV,sem,сюды
734,von hier::ADV,odtud,адсюль
735,von hier::ADV,odtud,адгэтуль
736,dort::ADV,tam,там
737,dorthin::ADV,tam,туды
738,geradeaus::ADV,rovně,прама
739,vorwärts::ADV,kupředu,наперад
740,rückwärts::ADV,zpět,назад
741,zurück::ADV,zpět,назад
742,zurück::ADV,nazpět,назад
743,unten::ADV,dole,унізе
744,hinab::ADV,dolů,уніз
745,oben::ADV,nahoře,угары
746,oben::ADV,nahoře,наверсе
747,oben::ADV,navrchu,угары
748,oben::ADV,navrchu,наверсе
749,hinauf::ADV,nahoru,угару
750,überall::ADV,všude,усюды
751,nicht::ADV,ne,не
752,ein wenig::ADV,trochu,трошкі
753,kaum::ADV,sotva,ледзьве
754,sehr::ADV,velmi,вельмі
755,sehr::ADV,velice,вельмі
756,so::ADV,tak,так
757,so::ADV,takto,так
758,noch::ADV,ještě,яшчэ
759,nur::ADV,jen,толькі
760,nur::ADV,jenom,толькі
761,schon::ADV,už,ужо
762,schon::ADV,již,ужо
763,wieder::ADV,zase,зноў
764,vergebens::ADV,marně,дарма
765,vergebens::ADV,marně,дарэмна
766,vor::PRP,před,перад
767,hinter::PRP,za,за
768,hinter::PRP,za,ззаду
769,unter::PRP,pod,пад
770,durch::PRP,skrz,праз
771,neben::PRP,vedle,каля
772,zwischen::PRP,mezi,між
773,zwischen::PRP,mezi,паміж
774,wegen::PRP,pro,з-за
775,dies::PRN,toto,гэта
776,dies::PRN,tohle,гэта
777,das::PRN,to,тое
778,alles::PRN,všechno,усё
779,ich::PRN,já,я
780,du::PRN,ty,ты
781,er::PRN,on,ён
782,wir::PRN,my,мы
783,ihr::PRN,vy,вы
784,sie::PRN,oni,яны
785,was::FPRN,co,што
786,wer::FPRN,kdo,хто
787,wo::FADV,kde,дзе
788,wohin::FADV,kam,куды
789,wie::FADV,jak,як
790,warum::FADV,proč,чаму
791,wieviel::FNUM,kolik,колькі
792,eins::NUM,jeden,адзін
793,zwei::NUM,dva,два
794,drei::NUM,tři,тры
795,vier::NUM,čtyři,чатыры
796,fünf::NUM,pět,пяць
797,sechs::NUM,šest,шесць
798,sieben::NUM,sedm,сем
799,acht::NUM,osm,восем
800,neun::NUM,devět,дзевяць
801,zehn::NUM,deset,дзесяць
802,elf::NUM,jedenáct,адзінаццаць
803,zwölf::NUM,dvanáct,дванаццаць
804,zwanzig::NUM,dvacet,дваццаць
805,dreißig::NUM,třicet,трыццаць
806,vierzig::NUM,čtyřicet,сорак
807,fünfzig::NUM,padesát,пядзесят
808,sechzig::NUM,šedesát,шесдзесят
809,siebzig::NUM,sedmdesát,семдзесят
810,achtzig::NUM,osmdesát,восемдзесят
811,neunzig::NUM,devadesát,дзевяноста
812,hundert::NUM,sto,сто
813,tausend::NUM,tisíc,тысяча
814,und::CNJ,a,і
815,und::CNJ,a,ды
816,oder::CNJ,nebo,або
817,stehen::V,stát,стаяць
818,sitzen::V,sedět,сядзець
819,liegen::V,ležet,ляжаць
820,hängen::V,viset,вісець
821,werden::V,stát se,стаць
822,werden::V,stát se,зрабіцца
823,passieren::V,stát se,трапіцца
824,beginnen::V,počít,пачацца
825,enden::V,končit,кончыцца
826,enden::V,skončit,кончыцца
827,wechseln::V,měnit se,мяняцца
