,Concept_ID,ro,zh
128,Blume::N,floare,花
129,Gras::N,iarbă,草
130,Wurzel::N,rădăcină,根
131,Baum::N,copac,树
132,Baum::N,arbore,树
133,Stamm::N,tulpină,树干
134,Rinde::N,scoarță,树皮
135,Ast::N,cracă,树枝
136,Ast::N,creangă,树枝
137,Zweig::N,ramură,树枝
138,Zweig::N,creangă,树枝
139,Blatt::N,frunză,叶子
140,Birke::N,mesteacăn,桦木
141,Kiefer[Baum]::N,pin,松树
142,Weide[Baum]::N,salcie,柳树
143,Weide[Baum]::N,răchită,柳树
144,Tanne::N,brad,冷杉
145,Horn::N,corn,角
146,Feder::N,pană,羽毛
147,Fell::N,piele,皮毛
148,Flügel::N,aripă,翅膀
149,Klaue::N,gheară,爪子
150,Kralle::N,labă,爪子
151,Kralle::N,gheară,爪子
152,Schwanz::N,coadă,尾巴
153,Ei::N,ou,蛋
154,Nest::N,cuib,巢
155,Bau::N,bârlog,穴
156,Bau::N,vizuină,穴
157,Tier::N,animal,动物
158,Herde::N,turmă,群
159,Herde::N,cireadă,群
160,Kuh::N,vacă,母牛
161,Bulle::N,taur,公牛
162,Pferd::N,cal,马
163,Schaf::N,oaie,羊
164,Schwein::N,porc,猪
165,Hund::N,câine,狗
166,Katze::N,pisică,猫
167,Bär::N,urs,熊
168,Eichhörnchen::N,veveriță,松鼠
169,Elch::N,elan,麋鹿
170,Fuchs::N,vulpe,狐狸
171,Hase::N,iepure,兔子
172,Maus::N,șoarece,老鼠
173,Wolf::N,lup,狼
174,Vogel::N,pasăre,鸟
175,Schwarm::N,cârd,群
176,Huhn::N,găină,鸡
177,Hahn::N,cocoș,公鸡
178,Gans::N,gâscă,鹅
179,Adler::N,vultur,鹰
180,Ente::N,rață,鸭
181,Eule::N,bufniță,猫头鹰
182,Kranich::N,cocor,鹤
183,Krähe::N,cioară,乌鸦
184,Kuckuck::N,cuc,布谷鸟
185,Schwan::N,lebădă,天鹅
186,Fisch::N,pește,鱼
187,Barsch::N,biban,鲈鱼
188,Hecht::N,știucă,狗鱼
189,Schlange[Tier]::N,șarpe,蛇
190,Wurm::N,vierme,蠕虫
191,Spinne::N,păianjen,蜘蛛
192,Ameise::N,furnică,蚂蚁
193,Laus::N,păduche,虱子
194,Mücke::N,țânțar,蚊子
195,Fliege::N,muscă,苍蝇
196,Schmetterling::N,fluture,蝴蝶
197,Beere::N,boabă,将果
198,Apfel::N,măr,苹果
199,Pilz::N,burete,蘑菇
200,Pilz::N,ciupercă,蘑菇
201,Zwiebel::N,ceapă,洋葱
202,Saat::N,semănătură,种子
203,Korn::N,grâu,谷粒
204,Heu::N,fân,干草
205,Schale::N,coajă,壳
206,Grube::N,groapă,坑
207,Falle::N,cursă,圈套
208,Falle::N,capcană,圈套
209,Schlinge::N,laț,活扣
210,Spur::N,dâră,踪迹
211,Asche::N,cenușă,灰烬
212,Dreck::N,noroi,污垢
213,Dreck::N,murdărie,污垢
214,Eisen::N,fier,铁
215,Gold::N,aur,金子
216,Silber::N,argint,银
217,Kohle::N,cărbune,煤
218,Glas::N,sticlă,玻璃
219,Lehm::N,lut,粘土
220,Lehm::N,humă,粘土
221,Sand::N,nisip,沙
222,Mensch::N,om,人
223,Mensch::N,persoană,人
224,Mann::N,om,男子
225,Mann::N,bărbat,男子
226,Frau::N,femeie,妇女
227,Kind::N,copil,小孩
228,Junge::N,băiat,男孩
229,Junge::N,flăcău,男孩
230,Mädchen::N,fată,女孩
231,Familie::N,familie,家庭
232,Großvater::N,bunic,祖父
233,Großvater::N,tată mare,祖父
234,Großmutter::N,bunică,祖母
235,Großmutter::N,mamă mare,祖母
236,Eltern::N,părinți,父母
237,Vater::N,tată,父亲
238,Vater::N,părinte,父亲
239,Mutter::N,mamă,母亲
240,Sohn::N,fiu,儿子
241,Sohn::N,fecior,儿子
242,Tochter::N,fiică,女儿
243,Bruder::N,frate,兄弟
244,Schwester::N,soră,姐妹
245,Onkel::N,unchi,伯父
246,Tante::N,mătușă,阿姨
247,Ehemann::N,soț,丈夫
248,Ehemann::N,bărbat,丈夫
249,Ehefrau::N,soție,妻子
250,Freude::N,bucurie,愉快
251,Gelächter::N,râset,大笑
252,Glück::N,fericire,运气
253,Kummer::N,mâhnire,苦恼
254,Wunsch::N,dorință,愿望
255,Wunsch::N,deziderat,愿望
256,Lust::N,poftă,乐趣
257,Lust::N,înclinare,乐趣
258,Geist::N,duh,精神
259,Geist::N,minte,精神
260,Geist::N,suflet,精神
261,Gedanke::N,gând,思想
262,Gedanke::N,cuget,思想
263,Gedächtnis::N,memorie,记性
264,Verstand::N,minte,理智
265,Verstand::N,intelect,理智
266,Sinn::N,sens,感觉
267,Sinn::N,înțeles,感觉
268,Grund::N,cauză,理由
269,Grund::N,pricină,理由
270,Wahrheit::N,adevăr,真理
271,Gespräch::N,convorbire,谈话
272,Gespräch::N,conversație,谈话
273,Märchen::N,basm,童话
274,Märchen::N,poveste,童话
275,Erzählung::N,poveste,故事
276,Nachricht::N,veste,消息
277,Neuigkeit::N,noutate,新闻
278,Neuigkeit::N,actualitate,新闻
279,Name::N,nume,名字
280,Rätsel::N,ghicitoare,谜语
281,Rede::N,discurs,讲话
282,Sprache::N,limbă,语言
283,Sprache::N,limbaj,语言
284,Stimme::N,glas,声音
285,Wort::N,cuvânt,词
286,Zeichen::N,semn,标记
287,Zeichen::N,semnal,标记
288,Ruf::N,chemare,呼喊
289,Lärm::N,zgomot,噪音
290,Lärm::N,tărăboi,噪音
291,Laut::N,sunet,响声
292,Ton::N,ton,声音
293,Lied::N,cântec,歌曲
294,Ruhe::N,odihnă,安静
295,Ruhe::N,liniște,安静
296,Leute::N,lume,人们
297,Leute::N,oameni,人们
298,Volk::N,popor,人民
299,Volk::N,națiune,人民
300,Arbeit::N,lucru,劳动
301,Gast::N,musafir,客人
302,Geschenk::N,dar,礼物
303,Geschenk::N,cadou,礼物
304,Spiel::N,joc,游戏
305,Gesellschaft::N,societate,陪同
306,Hilfe::N,ajutor,帮助
307,Freund::N,amic,朋友
308,Freund::N,prieten,朋友
309,Kamerad::N,tovarăș,同志
310,Angelegenheit::N,afacere,事情
311,Anzahl::N,număr,数目
312,Anzahl::N,cantitate,数目
313,Art::N,fel,种类
314,Art::N,specie,种类
315,Stück::N,bucată,块
316,Teil::N,parte,部分
317,Teil::N,porție,部分
318,Hälfte::N,jumătate,一半
319,Kreis::N,cerc,圆
320,Kreuz::N,cruce,十字架
321,Linie::N,linie,线条
322,Strich::N,linie,划
323,Strich::N,trăsătură,划
324,Abstand::N,distanță,距离
325,Abstand::N,depărtare,距离
326,Entfernung::N,distanță,距离
327,Entfernung::N,depărtare,距离
328,Gegend::N,regiune,地区
329,Platz::N,loc,场所
330,Ort::N,loc,地点
331,Seite::N,latură,面
332,Mitte::N,centru,中间
333,Gegenstand::N,obiect,物品
334,Sache::N,lucru,物
335,Sache::N,chestie,物
336,Rand::N,bordură,边
337,Kante::N,muchie,棱
338,Kante::N,bordură,棱
339,Ecke::N,colț,角
340,Spitze::N,vârf,尖
341,Spitze::N,creștet,尖
342,Ende::N,capăt,结尾
343,Loch::N,gaură,洞
344,Winkel::N,colț,角度
345,Muster::N,desen,模型
346,Größe::N,mărime,大小
347,Länge::N,lungime,长度
348,Höhe::N,înălțime,高度
349,Gewicht::N,greutate,重量
350,Menge::N,cantitate,数量
351,Haufen::N,grămadă,堆
352,Reihe::N,șir,行
353,Reihe::N,rând,行
354,Boot::N,barcă,小船
355,Boot::N,luntre,小船
356,Ruder::N,vâslă,奖
357,Ruder::N,lopată,奖
358,Schlitten::N,sanie,雪橇
359,Ski::N,schi,雪板
360,Lagerfeuer::N,foc de tabără,营火
361,Last::N,povară,负担
362,Last::N,sarcină,负担
363,Gang::N,mers,行走
364,Gang::N,umblet,行走
365,Schritt::N,pas,步伐
366,Norden::N,nord,北
367,Norden::N,miazănoapte,北
368,Süden::N,sud,南
369,Süden::N,miazăzi,南
370,Westen::N,apus,西
371,Osten::N,est,东
372,Osten::N,răsărit,东
373,Holz::N,lemn,木材
374,Brett::N,scândură,木板
375,Platte::N,placă,平板
376,Stütze::N,proptea,支架
377,Stange::N,bară,杆
378,Stange::N,prăjină,杆
379,Stock::N,băț,棒
380,Stock::N,baston,棒
381,Stab::N,baston,棍
382,Stab::N,prăjină,棍
383,Rohr::N,tub,管子
384,Rohr::N,țeavă,管子
385,Haus::N,casă,房屋
386,Heim::N,casă,家
387,Heim::N,cămin,家
388,Ofen::N,sobă,炉子
389,Fußboden::N,podea,地板
390,Fußboden::N,dușumea,地板
391,Tisch::N,masă,桌子
392,Stuhl::N,scaun,椅子
393,Wiege::N,leagăn,摇蓝
394,Bett::N,pat,床
395,Regal::N,rafturi,架子
396,Kiste::N,ladă,箱子
397,Kiste::N,cutie,箱子
398,Fenster::N,fereastră,窗户
399,Tür::N,ușă,门
400,Tor::N,poartă,大门
401,Zaun::N,gard,篱笆
402,Dach::N,acoperiș,屋顶
403,Leiter::N,scară,梯子
404,Besen::N,mătură,扫帚
405,Spaten::N,cazma,铁锹
406,Spaten::N,hârleț,铁锹
407,Schaufel::N,lopată,铁锹
408,Gabel::N,furculiță,叉
409,Löffel::N,lingură,食匙
410,Messer::N,cuțit,刀
411,Nagel::N,cui,钉子
412,Netz::N,plasă,网
413,Haken::N,cârlig,钩子
414,Griff::N,mâner,把柄
415,Schloss::N,lacăt,锁
416,Bild::N,tablou,图画
417,Bild::N,imagine,图画
418,Figur::N,chip,人像
419,Figur::N,figură,人像
420,Puppe::N,păpușă,娃娃
421,Beutel::N,pungă,袋子
422,Beutel::N,săculeț,袋子
423,Bündel::N,mănunchi,捆
424,Tasche::N,geantă,手提包
425,Eimer::N,găleată,桶
426,Deckel::N,capac,盖子
427,Geschirr::N,vase,餐具
428,Geschirr::N,tacâmuri,餐具
429,Sack::N,sac,袋子
430,Tasse::N,ceașcă,杯子
431,Topf::N,oală,锅
432,Kessel::N,cazan,水壶
433,Kessel::N,căldare,水壶
434,Essen::N,mâncare,进餐
435,Nahrung::N,hrană,食物
436,Nahrung::N,aliment,食物
437,Speise::N,bucate,菜肴
438,Speise::N,fel de bucate,菜肴
439,Fleisch::N,carne,肉
440,Getreide::N,cereale,谷物
441,Brei::N,pireu,粥
442,Brot::N,pâine,面包
443,Scheibe::N,felie,片
444,Scheibe::N,bucată,片
445,Fett::N,untură,脂肪
446,Fett::N,grăsime,脂肪
447,Butter::N,unt,黄油
448,Öl::N,ulei,油
449,Salz::N,sare,盐
450,Suppe::N,supă,汤
451,Suppe::N,ciorbă,汤
452,Honig::N,miere,蜂蜜
453,Milch::N,lapte,奶
454,Tee::N,ceai,茶
455,Leder::N,piele,皮革
456,Wolle::N,lână,毛线
457,Stoff::N,stofă,织物
458,Nadel::N,ac,针
459,Faden::N,ață,线
460,Knopf::N,buton,纽扣
461,Knoten::N,nod,结
462,Farbe::N,vopsea,颜色
463,Kleidung::N,haine,衣服
464,Kleidung::N,îmbrăcăminte,衣服
465,Hemd::N,cămașă,衬衫
466,Kragen::N,guler,领子
467,Ärmel::N,mânecă,袖子
468,Hose::N,pantaloni,裤子
469,Gürtel::N,cordon,腰带
470,Mütze::N,șapcă,帽子
471,Schuh::N,gheată,鞋
472,Stiefel::N,cizmă,靴子
473,Ring::N,inel,戒指
474,Ring::N,verigă,戒指
475,Band::N,panglică,带子
476,Band::N,șiret,带子
477,Kamm::N,pieptene,梳子
478,Spiegel::N,oglindă,镜子
479,Riemen::N,curea,皮带
480,Schnur::N,funie,绳子
481,Schnur::N,sfoară,绳子
482,Leine::N,lesă,皮带
483,Leine::N,curea,皮带
484,Decke::N,pătură,被子
485,Kissen::N,pernă,软垫
486,Tuch::N,batic,巾
487,Handtuch::N,prosop,手巾
488,Handtuch::N,ștergar,手巾
489,Kraft::N,forță,力
490,Kraft::N,putere,力
491,Stärke::N,tărie,力量
492,Stärke::N,vigoare,力量
493,Gesundheit::N,sănătate,健康
494,Krankheit::N,boală,病
495,Krankheit::N,maladie,病
496,Schmerz::N,durere,痛
497,Wunde::N,rană,伤口
498,Fieber::N,febră,发烧
499,Arznei::N,leac,药
500,Arznei::N,medicament,药
501,Brücke::N,pod,桥
502,Brücke::N,punte,桥
503,Brunnen::N,puț,井
504,Weide::N,izlaz,牧场
505,Weide::N,pășune,牧场
506,Pfad::N,cărare,小路
507,Weg::N,drum,路
508,Straße::N,cale,街
509,Straße::N,stradă,街
510,Dorf::N,sat,村庄
511,Stadt::N,oraș,城市
512,Brief::N,scrisoare,信
513,Buch::N,carte,书
514,Buchstabe::N,literă,字母
515,Buchstabe::N,caracter,字母
516,Zeitung::N,ziar,报纸
517,Zeitung::N,gazetă,报纸
518,Leben::N,viață,生命
519,Tod::N,moarte,死亡
520,Grab::N,groapă,坟墓
521,Grab::N,mormânt,坟墓
522,Kirche::N,biserică,教堂
523,Sünde::N,păcat,罪
524,Gott::N,zeu,上帝
525,Arbeiter::N,muncitor,工人
526,Chef::N,șef,上司
527,Meister::N,meșter,师傅
528,Meister::N,maestru,师傅
529,Arzt::N,medic,医生
530,Arzt::N,doctor,医生
531,Lehrer::N,profesor,教师
532,Lehrer::N,învățător,教师
533,Geld::N,bani,钱
534,Geld::N,parale,钱
535,Geschäft::N,treabă,交易
536,Geschäft::N,afacere,交易
537,Laden::N,magazin,商店
538,Laden::N,prăvălie,商店
539,Preis::N,preț,价格
540,Ware::N,marfă,商品
541,Nutzen::N,folos,好处
542,Nutzen::N,profit,好处
543,Reichtum::N,avuție,财富
544,Reichtum::N,bogăție,财富
545,Welt::N,lume,世界
546,Land::N,țară,国家
547,Staat::N,stat,国家
548,König::N,rege,国王
549,Macht::N,putere,权力
550,Macht::N,putință,权力
551,Grenze::N,hotar,边界
552,Grenze::N,graniță,边界
553,Grenze::N,frontieră,边界
554,Krieg::N,război,战争
555,Feind::N,dușman,敌人
556,Gewalt::N,violență,暴力
557,Kampf::N,luptă,战斗
558,Bogen[Waffe]::N,arc,弓
559,Pfeil::N,săgeată,箭
560,Gewehr::N,armă,枪
561,Gewehr::N,pușcă,枪
562,Fehler::N,eroare,错误
563,Fehler::N,greșeală,错误
564,Lüge::N,minciună,谎话
565,Schaden::N,daună,损失
566,Schaden::N,pagubă,损失
567,Unglück::N,nenorocire,不幸
568,Schuld::N,vină,过错
569,Alter::N,etate,年龄
570,Alter::N,vârstă,年龄
571,Schluss::N,sfârșit,结束
572,Zeit::N,timp,时间
573,Zeit::N,vreme,时间
574,Tag::N,zi,天
575,Morgen::N,dimineață,早晨
576,Mittag::N,prânz,中午
577,Mittag::N,amiază,中午
578,Abend::N,seară,晚上
579,Nacht::N,noapte,夜
580,Woche::N,săptămână,星期
581,Monat::N,lună,月
582,Jahr::N,an,年
583,Frühling::N,primăvară,春天
584,Sommer::N,vară,夏天
585,Herbst::N,toamnă,秋天
586,Winter::N,iarnă,冬天
587,Januar::N,ianuarie,一月
588,Februar::N,februarie,二月
589,März::N,martie,三月
590,April::N,aprilie,四月
591,Mai::N,mai,五月
592,Juni::N,iunie,六月
593,Juli::N,iulie,七月
594,August::N,august,八月
595,September::N,septembrie,九月
596,Oktober::N,octombrie,十月
597,November::N,noiembrie,十一月
598,Dezember::N,decembrie,十二月
599,Montag::N,luni,星期一
600,Dienstag::N,marți,星期二
601,Mittwoch::N,miercuri,星期三
602,Donnerstag::N,joi,星期四
603,Freitag::N,vineri,星期五
604,Samstag::N,sâmbătă,星期六
605,Sonntag::N,duminică,星期日
606,groß::A,mare,大
607,klein::A,mic,小
608,lang::A,lung,长
609,kurz::A,scurt,短
610,breit::A,lat,宽
611,breit::A,larg,宽
612,schmal::A,strâmt,细长的
613,dicht::A,des,密
614,dick[Gegenstand]::A,gros,厚
615,dünn::A,subțire,薄
616,fein::A,fin,细小
617,fein::A,subțire,细小
618,fest::A,tare,固体
619,fest::A,solid,固体
620,flach::A,șes,平坦
621,flach::A,plan,平坦
622,glatt::A,lins,光滑
623,hart::A,dur,硬
624,weich::A,moale,软
625,rund::A,rotund,圆
626,rund::A,circular,圆
627,spitz::A,ascuțit,尖
628,scharf::A,tăios,锋利
629,scharf::A,ascuțit,锋利
630,stumpf::A,tocit,钝
631,schwer::A,greu,重
632,schön::A,frumos,美丽
633,heiß::A,cald,烫
634,heiß::A,fierbinte,烫
635,warm::A,cald,暖和
636,warm::A,fierbinte,暖和
637,kalt::A,rece,冷
638,kühl::A,rece,凉
639,kühl::A,răcoros,凉
640,frisch::A,răcoros,新鲜
641,frisch::A,proaspăt,新鲜
642,feucht::A,umed,潮湿
643,feucht::A,jilav,潮湿
644,nass::A,ud,湿
645,trocken::A,sec,干
646,trocken::A,uscat,干
647,voll::A,plin,满
648,leer::A,gol,空
649,offen::A,deschis,敞开
650,geschlossen::A,închis,关闭
651,sauber::A,curat,干净
652,schmutzig::A,murdar,肮脏
653,roh::A,crud,生
654,reif::A,copt,成熟
655,lecker::A,gustos,好吃
656,süß::A,dulce,甜
657,bitter::A,amar,苦
658,sauer::A,acru,酸
659,hell::A,clar,亮
660,hell::A,luminos,亮
661,dunkel::A,obscur,阴暗
662,dunkel::A,întunecos,阴暗
663,schwarz::A,negru,黑
664,weiß::A,alb,白
665,rot::A,roșu,红
666,gelb::A,galben,黄
667,blau::A,albastru,蓝
668,grün::A,verde,绿
669,grau::A,gri,灰色
670,grau::A,cenușiu,灰色
671,bunt::A,colorat,五彩
672,billig::A,ieftin,便宜
673,teuer::A,scump,贵
674,wertvoll::A,prețios,贵重
675,blind::A,orb,瞎
676,taub::A,surd,聋
677,kräftig::A,tare,强壮
678,kräftig::A,forte,强壮
679,kräftig::A,robust,强壮
680,stark::A,viguros,强壮
681,stark::A,puternic,强壮
682,schwach::A,slab,弱
683,schwach::A,debil,弱
684,fett::A,gras,胖
685,schlank::A,zvelt,苗条
686,hübsch::A,drăguț,漂亮
687,böse::A,rău,邪恶
688,böse::A,răutăcios,邪恶
689,dumm::A,nerod,笨
690,dumm::A,tâmpit,笨
691,faul::A,leneș,懒惰
692,fleißig::A,harnic,勤奋
693,fleißig::A,sârguincios,勤奋
694,geizig::A,calic,吝啬
695,geizig::A,zgârcit,吝啬
696,klug::A,isteț,聪明
697,klug::A,deștept,聪明
698,geschickt::A,dibaci,灵巧
699,lieb::A,drag,可爱
700,lieb::A,iubit,可爱
701,lustig::A,vesel,快乐
702,sanft::A,blând,柔和
703,sanft::A,blajin,柔和
704,hungrig::A,flămând,饥饿
705,krank::A,bolnav,患病
706,nackt::A,gol,裸体
707,traurig::A,trist,悲哀
708,traurig::A,mâhnit,悲哀
709,lebendig::A,viu,活
710,gut::A,bun,好
711,schlecht::A,rău,坏
712,schlecht::A,prost,坏
713,richtig::A,drept,正确
714,richtig::A,corect,正确
715,schlimm::A,rău,糟糕
716,wahr::A,adevărat,真
717,alt::A,uzat,旧
718,alt::A,vechi,旧
719,neu::A,nou,新
720,ehemalig::A,fost,以前
721,ehemalig::A,anterior,以前
722,alt[Lebewesen]::A,bătrîn,老
723,jung::A,tânăr,年轻
724,arm::A,sărac,贫穷
725,arm::A,sărman,贫穷
726,reich::A,avut,富裕
727,reich::A,bogat,富裕
728,bekannt::A,cunoscut,出名
729,berühmt::A,renumit,著名
730,fremd::A,străin,陌生
731,verschieden::A,diferit,不同
732,verschieden::A,deosebit,不同
733,nah::A,apropiat,近
734,fern::A,departe,遥远
735,linker::A,stâng,左
736,rechter::A,drept,右
737,anderer::A,alt,别的
738,erster::A,prim,第一
739,zweiter::A,al doilea,第二
740,dritter::A,treilea,第三
741,letzter::A,final,最后
742,allein::ADV,singur,单独
743,auf einmal::ADV,dintrodată,同时
744,zusammen::ADV,împreună,一起
745,lange::ADV,îndelung,许久
746,lange::ADV,mult timp,许久
747,plötzlich::ADV,deodată,忽然
748,plötzlich::ADV,pe neașteptate,忽然
749,sofort::ADV,imediat,立刻
750,sofort::ADV,numaidecît,立刻
751,später::ADV,mai apoi,以后
752,später::ADV,mai târziu,以后
753,jetzt::ADV,acum,现在
754,heute::ADV,azi,今天
755,heute::ADV,astăzi,今天
756,morgen::ADV,mâine,明天
757,bald::ADV,curând,即将
758,dann::ADV,apoi,然后
759,gestern::ADV,ieri,昨天
760,einst::ADV,odată,曾经
761,einst::ADV,odinioară,曾经
762,damals::ADV,atunci,当时
763,damals::ADV,pe atunci,当时
764,danach::ADV,după aceasta,随后
765,vorher::ADV,mai întâi,事先
766,vorher::ADV,în prealabil,事先
767,zuerst::ADV,întâi,首先
768,zuerst::ADV,în primul rând,首先
769,einmal::ADV,odată,一次
770,manchmal::ADV,uneori,有时
771,manchmal::ADV,câteodată,有时
772,oft::ADV,des,时常
773,oft::ADV,deseori,时常
774,immer::ADV,mereu,总是
775,immer::ADV,întotdeauna,总是
776,niemals::ADV,niciodată,从未
777,hier::ADV,aci,这里
778,hier::ADV,aici,这里
779,hierhin::ADV,încoace,到这里
780,von hier::ADV,de aici,由此
781,dort::ADV,acolo,那里
782,dorthin::ADV,dincolo,到那里
783,geradeaus::ADV,drept înainte,一直往前
784,vorwärts::ADV,înainte,向前
785,rückwärts::ADV,îndărăt,向后
786,zurück::ADV,înapoi,退后
787,unten::ADV,jos,下面
788,unten::ADV,dedesubt,下面
789,hinab::ADV,în jos,向下
790,hinab::ADV,de vale,向下
791,oben::ADV,sus,上面
792,oben::ADV,deasupra,上面
793,hinauf::ADV,în sus,向上
794,überall::ADV,peste tot,到处
795,überall::ADV,pretutindeni,到处
796,nicht::ADV,nu,不
797,ein wenig::ADV,puțin,一点儿
798,kaum::ADV,cu greu,几乎不
799,kaum::ADV,cu anevoie,几乎不
800,sehr::ADV,mult,很
801,sehr::ADV,foarte,很
802,so::ADV,așa,如此
803,so::ADV,atât,如此
804,noch::ADV,încă,还
805,nur::ADV,doar,只
806,schon::ADV,și,已经
807,schon::ADV,deja,已经
808,wieder::ADV,iar,又
809,wieder::ADV,iarăși,又
810,vergebens::ADV,în zadar,
811,vor::PRP,înainte de,在...面前
812,hinter::PRP,după,在...背后
813,hinter::PRP,în spatele,在...背后
814,unter::PRP,sub,在...下面
815,durch::PRP,prin,穿过
816,neben::PRP,lângă,在...旁
817,neben::PRP,alături de,在...旁
818,zwischen::PRP,între,在...之间
819,zwischen::PRP,dintre,在...之间
820,wegen::PRP,pentru,由于
821,dies::PRN,acesta,这
822,das::PRN,asta,那
823,alles::PRN,tot,一切
824,ich::PRN,eu,我
825,du::PRN,tu,你
826,er::PRN,el,他
827,er::PRN,dânsul,他
828,wir::PRN,noi,我们
829,ihr::PRN,voi,你们
830,sie::PRN,ei,她
831,sie::PRN,dânșii,她
832,was::FPRN,ce,什么
833,wer::FPRN,cine,谁
834,wo::FADV,unde,哪里
835,wohin::FADV,încotro,去哪里
836,wie::FADV,cum,怎么
837,warum::FADV,de ce,为什么
838,warum::FADV,pentru ce,为什么
839,wieviel::FNUM,cât,多少
840,eins::NUM,unu,一
841,zwei::NUM,doi,二
842,drei::NUM,trei,三
843,vier::NUM,patru,四
844,fünf::NUM,cinci,五
845,sechs::NUM,șase,六
846,sieben::NUM,șapte,七
847,acht::NUM,opt,八
848,neun::NUM,nouă,九
849,zehn::NUM,zece,十
850,elf::NUM,unsprezece,十一
851,zwölf::NUM,douăsprezece,十二
852,zwanzig::NUM,douăzeci,二十
853,dreißig::NUM,treizeci,三十
854,vierzig::NUM,patruzeci,四十
855,fünfzig::NUM,cincizeci,五十
856,sechzig::NUM,șaizeci,六十
857,siebzig::NUM,șaptezeci,七十
858,achtzig::NUM,optzeci,八十
859,neunzig::NUM,nouăzeci,九十
860,hundert::NUM,sută,百
861,tausend::NUM,mie,千
