,Concept_ID,se,kv
173,Ellenbogen::N,kõõnjâr,гырдзза
174,Ellenbogen::N,карьнэль,гырдзза
175,Hand::N,gïete,кикар
176,Hand::N,giehta,кикар
177,Hand::N,giehta,кикар
178,Hand::N,kietâ,кикар
179,Hand::N,ǩiõtt,кикар
180,Hand::N,кӣдт,кикар
181,Handfläche::N,gïeten-låapoe,ки пыдӧс
182,Handfläche::N,giehtavuodo,ки пыдӧс
183,Handfläche::N,tjårmmåvuodo,ки пыдӧс
184,Handfläche::N,giehtaloahpu,ки пыдӧс
185,Handfläche::N,kiämád,ки пыдӧс
186,Handfläche::N,kuámmir,ки пыдӧс
187,Handfläche::N,kuä´m'mer,ки пыдӧс
188,Handfläche::N,ǩiõttǩeä´m'men,ки пыдӧс
189,Handfläche::N,ко̄а̄ллдэгк,ки пыдӧс
190,Handfläche::N,кӣдткоалдэгк,ки пыдӧс
191,Finger::N,soerme,чунь
192,Finger::N,tjuvdde,чунь
193,Finger::N,suorbma,чунь
194,Finger::N,čuvde,чунь
195,Finger::N,suor'mâ,чунь
196,Finger::N,suõrmm,чунь
197,Finger::N,це̄ххп,чунь
198,Fingernagel::N,gadtse,гыж
199,Fingernagel::N,guehpere,гыж
200,Fingernagel::N,gadtsa,гыж
201,Fingernagel::N,gazza,гыж
202,Fingernagel::N,kozzâ,гыж
203,Fingernagel::N,kõʒʒ,гыж
204,Fingernagel::N,кэ̄ннц,гыж
205,Nagel[Anatomie]::N,gadtse,гыж
206,Nagel[Anatomie]::N,guehpere,гыж
207,Nagel[Anatomie]::N,gadtsa,гыж
208,Nagel[Anatomie]::N,gazza,гыж
209,Nagel[Anatomie]::N,kozzâ,гыж
210,Nagel[Anatomie]::N,kõʒʒ,гыж
211,Nagel[Anatomie]::N,кэ̄ннц,гыж
212,Zeh::N,tjiehtjere,чунь
213,Zeh::N,juolggetjuvdde,чунь
214,Zeh::N,juolgesuorbma,чунь
215,Zeh::N,jyel'gisuor'mâ,чунь
216,Zeh::N,jue´lǧǧsuõrmm,чунь
217,Zeh::N,ю̄лльк-це̄һп,чунь
218,Fuß::N,juelkie,кокпыдӧс
219,Fuß::N,juolgge,кокпыдӧс
220,Fuß::N,juolgi,кокпыдӧс
221,Fuß::N,jyel'gi,кокпыдӧс
222,Fuß::N,jue´lǧǧ,кокпыдӧс
223,Fuß::N,ла̄бпь,кокпыдӧс
224,Ferse::N,båetskie,кокдзир
225,Ferse::N,boasske,кокдзир
226,Ferse::N,šušmi,кокдзир
227,Ferse::N,šušme,кокдзир
228,Ferse::N,jue´lǧǧkädd,кокдзир
229,Ferse::N,ка̄ннт,кокдзир
230,Knie::N,boelve,пидзӧс
231,Knie::N,buolvva,пидзӧс
232,Knie::N,čibbi,пидзӧс
233,Knie::N,veaŋki,пидзӧс
234,Knie::N,iidâ,пидзӧс
235,Knie::N,puõlvv,пидзӧс
236,Knie::N,пуллв,пидзӧс
237,Oberschenkel::N,ruaksja,лядьбей
238,Oberschenkel::N,tjibbe,лядьбей
239,Oberschenkel::N,gassaváhkká,лядьбей
240,Oberschenkel::N,badjeváhkáa,лядьбей
241,Oberschenkel::N,čuár'bpeeḷi,лядьбей
242,Oberschenkel::N,če´bb,лядьбей
243,Oberschenkel::N,чуаррбе̄лль,лядьбей
244,Bein::N,juelkie,кок
245,Bein::N,juolgge,кок
246,Bein::N,juolgi,кок
247,Bein::N,jyel'gi,кок
248,Bein::N,jue´lǧǧ,кок
249,Bein::N,ю̄лльк,кок
250,Körper::N,kråahpe,вывтыр
251,Körper::N,rumáj,вывтыр
252,Körper::N,rumaš,вывтыр
253,Körper::N,ruumâš,вывтыр
254,Körper::N,rå´pp,вывтыр
255,Körper::N,лышшьк,вывтыр
256,Körper::N,роаӈӈьк,вывтыр
257,Haut::N,njaltja,кучик
258,Haut::N,lijkke,кучик
259,Haut::N,tjuobma,кучик
260,Haut::N,liiki,кучик
261,Haut::N,liške,кучик
262,Haut::N,le´šǩǩ,кучик
263,Haut::N,лышшьк,кучик
264,Blut::N,vïrre,вир
265,Blut::N,maelie,вир
266,Blut::N,varra,вир
267,Blut::N,varra,вир
268,Blut::N,vorrâ,вир
269,Blut::N,võrr,вир
270,Blut::N,вэ̄рр,вир
271,Ader::N,åerie,сӧн
272,Ader::N,aajroe,сӧн
273,Ader::N,suodna,сӧн
274,Ader::N,varrasuotna,сӧн
275,Ader::N,suoṇâ,сӧн
276,Ader::N,suõnn,сӧн
277,Ader::N,сӯнн,сӧн
278,Sehne::N,soene,жила
279,Sehne::N,gåårtenje,жила
280,Sehne::N,suodna,жила
281,Sehne::N,suotna,жила
282,Sehne::N,suoṇâ,жила
283,Sehne::N,suõnn,жила
284,Sehne::N,сӯнн,жила
285,Knochen::N,måara,коска
286,Knochen::N,måaroe,коска
287,Knochen::N,dákte,коска
288,Knochen::N,dákti,коска
289,Knochen::N,tähti,коска
290,Knochen::N,tä´htt,коска
291,Knochen::N,та̄ххт,коска
292,Knochen::N,та̄ффьт,коска
293,Gehirn::N,aajla,вем
294,Gehirn::N,vuojŋam,вем
295,Gehirn::N,vuoigŋašat,вем
296,Gehirn::N,vuoi'ŋâšeh,вем
297,Gehirn::N,vuo'ivâšneh,вем
298,Gehirn::N,vuõivâšn,вем
299,Gehirn::N,вуэййвэшна,вем
300,Herz::N,vaajmoe,сьӧлӧм
301,Herz::N,tsåhke,сьӧлӧм
302,Herz::N,váibmu,сьӧлӧм
303,Herz::N,váimu,сьӧлӧм
304,Herz::N,čââ´đ,сьӧлӧм
305,Herz::N,кӯттҌк,сьӧлӧм
306,Magen::N,tjåejjie,жӧвдӧк
307,Magen::N,tjoajvve,жӧвдӧк
308,Magen::N,čoavji,жӧвдӧк
309,Magen::N,čuáv'ji,жӧвдӧк
310,Magen::N,čåu´jj,жӧвдӧк
311,Magen::N,чо̄ввьй,жӧвдӧк
312,Leber::N,mueksie,мус
313,Leber::N,librre,мус
314,Leber::N,vuoivvas,мус
315,Leber::N,vuoivâs,мус
316,Leber::N,vuõivâs,мус
317,Leber::N,вуйвас,мус
318,Atem::N,voejngehtasse,лолалӧм
319,Atem::N,båssånis,лолалӧм
320,Atem::N,vuojŋadahka,лолалӧм
321,Atem::N,vuoiŋŋahat,лолалӧм
322,Atem::N,vuo'iŋâstim,лолалӧм
323,Atem::N,jiõg'g,лолалӧм
324,Atem::N,вӯйнас,лолалӧм
325,Atem::N,вӯййнмушш,лолалӧм
326,Hunger::N,nielkie,тшыг
327,Hunger::N,nielgge,тшыг
328,Hunger::N,nealgi,тшыг
329,Hunger::N,nelgi,тшыг
330,Hunger::N,neä´lǧǧ,тшыг
331,Hunger::N,не̄лльк,тшыг
332,Träne::N,gïknjele,синва
333,Träne::N,ganjál,синва
334,Träne::N,ganjal,синва
335,Träne::N,koonjâl,синва
336,Träne::N,kõõnjâl,синва
337,Träne::N,кэ̄нял,синва
338,Geschmack::N,aelmie,кӧр
339,Geschmack::N,muosse,кӧр
340,Geschmack::N,smáhkka,кӧр
341,Geschmack::N,máhku,кӧр
342,Geschmack::N,smáhkka,кӧр
343,Geschmack::N,mááhu,кӧр
344,Geschmack::N,smakkâ,кӧр
345,Geschmack::N,njõõd,кӧр
346,Geschmack::N,smääkk,кӧр
347,Geschmack::N,ня̄лльк,кӧр
348,Geruch::N,haaje,дук
349,Geruch::N,habjja,дук
350,Geruch::N,hádja,дук
351,Geruch::N,opsâ,дук
352,Geruch::N,haajâ,дук
353,Geruch::N,õpss,дук
354,Geruch::N,haajj,дук
355,Geruch::N,апс,дук
356,Geruch::N,лэ̄гк,дук
357,Schlaf::N,nahkerh,он
358,Schlaf::N,nager,он
359,Schlaf::N,oados,он
360,Schlaf::N,nagir,он
361,Schlaf::N,naṿer,он
362,Schlaf::N,nââ´er,он
363,Schlaf::N,нагерь,он
364,Traum::N,nahkere,вӧт
365,Traum::N,niehko,вӧт
366,Traum::N,niehku,вӧт
367,Traum::N,naṿer,вӧт
368,Traum::N,nââ´er,вӧт
369,Traum::N,нагерь,вӧт
370,Himmel::N,elmie,небо
371,Himmel::N,almme,небо
372,Himmel::N,albmi,небо
373,Himmel::N,alme,небо
374,Himmel::N,â´lmm,небо
375,Himmel::N,алльм,небо
376,Sonne::N,biejjie,шондi
377,Sonne::N,bæjvásj,шондi
378,Sonne::N,beaivváš,шондi
379,Sonne::N,peivi,шондi
380,Sonne::N,piäiváš,шондi
381,Sonne::N,pei´vv,шондi
382,Sonne::N,пе̄ййв,шондi
383,Mond::N,aske,тӧлiсь
384,Mond::N,mánno,тӧлiсь
385,Mond::N,mánnu,тӧлiсь
386,Mond::N,máánu,тӧлiсь
387,Mond::N,mään,тӧлiсь
388,Mond::N,ма̄нн,тӧлiсь
389,Stern::N,daasta,кӧдзыв
390,Stern::N,naestie,кӧдзыв
391,Stern::N,násste,кӧдзыв
392,Stern::N,násti,кӧдзыв
393,Stern::N,täsni,кӧдзыв
394,Stern::N,tä´snn,кӧдзыв
395,Stern::N,та̄ссьт,кӧдзыв
396,Luft::N,elmie,ру
397,Luft::N,ájmmo,ру
398,Luft::N,áibmu,ру
399,Luft::N,áimu,ру
400,Luft::N,šõŋŋ,ру
401,Luft::N,вӯйнас,ру
402,Wind::N,bïegke,тӧв
403,Wind::N,biegga,тӧв
404,Wind::N,biegga,тӧв
405,Wind::N,pieg'gâ,тӧв
406,Wind::N,piõg'g,тӧв
407,Wind::N,пӣӈӈк,тӧв
408,Welle::N,baaroe,гы
409,Welle::N,bárro,гы
410,Welle::N,bárru,гы
411,Welle::N,pááṛu,гы
412,Welle::N,päärr,гы
413,Welle::N,нэ̄ммп,гы
414,Wasser::N,tjaetsie,ва
415,Wasser::N,tjáhtje,ва
416,Wasser::N,čáhci,ва
417,Wasser::N,čääci,ва
418,Wasser::N,čää´cc,ва
419,Wasser::N,ча̄дзь,ва
420,Stein::N,gierkie,из
421,Stein::N,giergge,из
422,Stein::N,geađgi,из
423,Stein::N,keđgi,из
424,Stein::N,ǩeä´dǧǧ,из
425,Stein::N,ке̄ддҌк,из
426,Boden::N,betnie,му
427,Boden::N,ednam,му
428,Boden::N,bodni,му
429,Boden::N,vuođđu,му
430,Boden::N,ponne,му
431,Boden::N,vuáđ̣u,му
432,Boden::N,vuâđđ,му
433,Boden::N,лаввьн,му
434,Boden::N,е̄ммьне,му
435,Erde::N,jåarta,му
436,Erde::N,mueltie,му
437,Erde::N,ednam,му
438,Erde::N,mållde,му
439,Erde::N,eana,му
440,Erde::N,eennâm,му
441,Erde::N,mädd,му
442,Erde::N,jânnam,му
443,Erde::N,е̄ммьне,му
444,Staub::N,heblie,бус
445,Staub::N,tsumhtsie,бус
446,Staub::N,dubme,бус
447,Staub::N,dopmu,бус
448,Staub::N,kovjâ,бус
449,Staub::N,põõ´l,бус
450,Staub::N,кэ̄ббьй,бус
451,Rauch::N,soeve,тшын
452,Rauch::N,suovva,тшын
453,Rauch::N,suovva,тшын
454,Rauch::N,suoṿâ,тшын
455,Rauch::N,suõvv,тшын
456,Rauch::N,сӯвв,тшын
457,Funke::N,naestie,бичир
458,Funke::N,tjuonam,бичир
459,Funke::N,čuotnan,бичир
460,Funke::N,čuođâlm,бичир
461,Funke::N,iiskâr,бичир
462,Funke::N,čuõzzâm,бичир
463,Funke::N,чӯссэм,бичир
464,Feuer::N,dålle,би
465,Feuer::N,dållå,би
466,Feuer::N,dolla,би
467,Feuer::N,tullâ,би
468,Feuer::N,toll,би
469,Feuer::N,то̄лл,би
470,Licht::N,tjoevke,би
471,Licht::N,tjuovgga,би
472,Licht::N,čuovga,би
473,Licht::N,čuovggas,би
474,Licht::N,čuoṿâ,би
475,Licht::N,toll,би
476,Licht::N,čuõvv,би
477,Licht::N,то̄лл,би
478,Schatten::N,skugkie,вуджӧр
479,Schatten::N,soejvene,вуджӧр
480,Schatten::N,irkes,вуджӧр
481,Schatten::N,sieges,вуджӧр
482,Schatten::N,itku,вуджӧр
483,Schatten::N,suoivâ,вуджӧр
484,Schatten::N,õõtt,вуджӧр
485,Schatten::N,ǩeeu´niǩ,вуджӧр
486,Schatten::N,кывьнэхь,вуджӧр
487,Wetter::N,vïerhtse,погоддя
488,Wetter::N,dálkke,погоддя
489,Wetter::N,dálki,погоддя
490,Wetter::N,šoŋŋâ,погоддя
491,Wetter::N,šõŋŋ,погоддя
492,Wetter::N,шэ̄ӈӈ,погоддя
493,Nebel::N,såavla,туман
494,Nebel::N,mearhka,туман
495,Nebel::N,murkko,туман
496,Nebel::N,mierkká,туман
497,Nebel::N,mierká,туман
498,Nebel::N,miär'kká,туман
499,Nebel::N,oṃo,туман
500,Nebel::N,sue´lnn,туман
501,Nebel::N,цӣгк,туман
502,Nebel::N,сулльн,туман
503,Wolke::N,balve,кымӧр
504,Wolke::N,balvva,кымӧр
505,Wolke::N,balva,кымӧр
506,Wolke::N,polvâ,кымӧр
507,Wolke::N,põlvv,кымӧр
508,Wolke::N,пэллв,кымӧр
509,Regen::N,ebrie,зэр
510,Regen::N,harvve,зэр
511,Regen::N,arvi,зэр
512,Regen::N,arve,зэр
513,Regen::N,â´brr,зэр
514,Regen::N,аббьр,зэр
515,Schnee::N,lopme,лым
516,Schnee::N,moehtege,лым
517,Schnee::N,muohta,лым
518,Schnee::N,muohta,лым
519,Schnee::N,muotâ,лым
520,Schnee::N,muõtt,лым
521,Schnee::N,вэ̄дз,лым
522,Schnee::N,куэллт,лым
523,Eis::N,jïenge,йы
524,Eis::N,jiegŋa,йы
525,Eis::N,jiekŋa,йы
526,Eis::N,jieŋ̣â,йы
527,Eis::N,jiõŋŋ,йы
528,Eis::N,ӣӈӈ,йы
529,Frost::N,baajkoe,мороз
530,Frost::N,tjoasskem,мороз
531,Frost::N,buolaš,мороз
532,Frost::N,puolâš,мороз
533,Frost::N,puõlâš,мороз
534,Frost::N,мӯнь,мороз
535,Kälte::N,jueskie,кӧдзыт
536,Kälte::N,tjåetskeme,кӧдзыт
537,Kälte::N,tjoasskem,кӧдзыт
538,Kälte::N,čoaskin,кӧдзыт
539,Kälte::N,ko'lmâsvuotâ,кӧдзыт
540,Kälte::N,ijss,кӧдзыт
541,Kälte::N,čuä´cǩǩem,кӧдзыт
542,Kälte::N,tuârggnjõs,кӧдзыт
543,Kälte::N,кэ̄лмас,кӧдзыт
544,Hitze::N,baahke,ӧд
545,Hitze::N,báhkka,ӧд
546,Hitze::N,báhkka,ӧд
547,Hitze::N,pakkâ,ӧд
548,Hitze::N,kuṃe,ӧд
549,Hitze::N,paašt,ӧд
550,Hitze::N,жоарр,ӧд
551,Raureif::N,jyjse,кижа
552,Raureif::N,ridne,кижа
553,Raureif::N,goarre,кижа
554,Raureif::N,ritni,кижа
555,Raureif::N,suhči,кижа
556,Raureif::N,riṇe,кижа
557,Raureif::N,ай,кижа
558,Regenbogen::N,aatjan goengere,енӧшка
559,Regenbogen::N,aatjan joekse,енӧшка
560,Regenbogen::N,ádjájuoksa,енӧшка
561,Regenbogen::N,arvedávgi,енӧшка
562,Regenbogen::N,bajándávgi,енӧшка
563,Regenbogen::N,äijihtävgi,енӧшка
564,Regenbogen::N,teârmmazjohss,енӧшка
565,Regenbogen::N,тӣрмесью̄ккс,енӧшка
566,Donner::N,raejrie,гым
567,Donner::N,átjek,гым
568,Donner::N,átjárájdde,гым
569,Donner::N,áddjá,гым
570,Donner::N,baján,гым
571,Donner::N,juuṛâ,гым
572,Donner::N,tie´rmes,гым
573,Donner::N,тӣрмесь,гым
574,Donner::N,ча̄ркнэгк,гым
575,Strömung::N,njuvvie,визывтӧм
576,Strömung::N,ájggedáhpe,визывтӧм
577,Strömung::N,rávdnji,визывтӧм
578,Strömung::N,virde,визывтӧм
579,Strömung::N,ve´rdd,визывтӧм
580,Strömung::N,выррьт,визывтӧм
581,Tropfen::N,gåajhkohts,тёп
582,Tropfen::N,gåjkudis,тёп
583,Tropfen::N,goaikkanas,тёп
584,Tropfen::N,čalme,тёп
585,Tropfen::N,čâ´lmm,тёп
586,Tropfen::N,ча̄лльм,тёп
587,Schaum::N,sapte,быг
588,Schaum::N,såpptå,быг
589,Schaum::N,sokta,быг
590,Schaum::N,suptâ,быг
591,Schaum::N,soptt,быг
592,Schaum::N,со̄ппт,быг
593,Schmutz::N,haaskoe,нять
594,Schmutz::N,duolvva,нять
595,Schmutz::N,duolva,нять
596,Schmutz::N,durdi,нять
597,Schmutz::N,stänži,нять
598,Schmutz::N,sähss,нять
599,Schmutz::N,са̄ккьс,нять
600,Schmutz::N,не̄шшь,нять
601,See::N,jaevrie,ты
602,See::N,jávrre,ты
603,See::N,jávri,ты
604,See::N,jävri,ты
605,See::N,jâu´rr,ты
606,See::N,я̄ввьр,ты
607,Sumpf::N,pluevie,арай
608,Sumpf::N,áhpe,арай
609,Sumpf::N,sæmssa,арай
610,Sumpf::N,jeaggi,арай
611,Sumpf::N,jeggi,арай
612,Sumpf::N,jeä´ǧ'ǧ,арай
613,Sumpf::N,ла̄ммьп,арай
614,Moor::N,pluevie,нюр
615,Moor::N,jiegge,нюр
616,Moor::N,suotnju,нюр
617,Moor::N,karrii,нюр
618,Moor::N,kä´rev,нюр
619,Moor::N,veättaǩ,нюр
620,Moor::N,ла̄ммьп,нюр
621,Wiese::N,ïentje,видз
622,Wiese::N,giedde,видз
623,Wiese::N,gieddi,видз
624,Wiese::N,nijtto,видз
625,Wiese::N,пуэшенҍ,видз
626,Wald::N,skåake,вӧр
627,Wald::N,skåajje,вӧр
628,Wald::N,miehtsie,вӧр
629,Wald::N,vuovdde,вӧр
630,Wald::N,miehttse,вӧр
631,Wald::N,vuovdi,вӧр
632,Wald::N,meahcci,вӧр
633,Wald::N,mecci,вӧр
634,Wald::N,vyemi,вӧр
635,Wald::N,vue´mm,вӧр
636,Wald::N,meä´c'c,вӧр
637,Wald::N,ля̄ммт,вӧр
638,Hügel::N,deava,мыльк
639,Hügel::N,dievvá,мыльк
640,Hügel::N,dievvá,мыльк
641,Hügel::N,čummâ,мыльк
642,Hügel::N,pä´rcc,мыльк
643,Hügel::N,teä´rmm,мыльк
644,Hügel::N,ка̄ннҌт,мыльк
645,Anhöhe::N,deava,вывтас
646,Anhöhe::N,deava,вылынін
647,Anhöhe::N,jalladahke,вывтас
648,Anhöhe::N,jalladahke,вылынін
649,Anhöhe::N,dievásj,вывтас
650,Anhöhe::N,dievásj,вылынін
651,Anhöhe::N,aláš,вывтас
652,Anhöhe::N,aláš,вылынін
653,Anhöhe::N,luohkká,вывтас
654,Anhöhe::N,luohkká,вылынін
655,Anhöhe::N,tiävá,вывтас
656,Anhöhe::N,tiävá,вылынін
657,Anhöhe::N,poorááš,вывтас
658,Anhöhe::N,poorááš,вылынін
659,Anhöhe::N,ču´lpp,вывтас
660,Anhöhe::N,ču´lpp,вылынін
661,Anhöhe::N,škâu´ŋŋ,вывтас
662,Anhöhe::N,škâu´ŋŋ,вылынін
663,Anhöhe::N,ка̄ннҌт,вывтас
664,Anhöhe::N,ка̄ннҌт,вылынін
665,Berg::N,bïerje,керӧс
666,Berg::N,várre,керӧс
667,Berg::N,várri,керӧс
668,Berg::N,vääṛi,керӧс
669,Berg::N,vää´rr,керӧс
670,Berg::N,те̄ррьм,керӧс
671,Gipfel::N,dalvese,йыв
672,Gipfel::N,tjåhkkå,йыв
673,Gipfel::N,čohkka,йыв
674,Gipfel::N,čokke,йыв
675,Gipfel::N,čå´ǩǩ,йыв
676,Gipfel::N,ла̄ддҍв,йыв
677,Höhle::N,beajoe,нора
678,Höhle::N,rájgge,нора
679,Höhle::N,sluoggo,нора
680,Höhle::N,biedju,нора
681,Höhle::N,kuovđâšm,нора
682,Höhle::N,skuõrr,нора
683,Höhle::N,вуэӈӈк,нора
684,Abhang::N,boelte,покат
685,Abhang::N,brijrie,покат
686,Abhang::N,bállte,покат
687,Abhang::N,vielti,покат
688,Abhang::N,luohkká,покат
689,Abhang::N,viel'tti,покат
690,Abhang::N,vie´ltt,покат
691,Abhang::N,луэххк,покат
692,Quelle::N,aajege,больган
693,Quelle::N,gaaltije,больган
694,Quelle::N,ája,больган
695,Quelle::N,ája,больган
696,Quelle::N,gáldu,больган
697,Quelle::N,aajâ,больган
698,Quelle::N,käldee,больган
699,Quelle::N,lädd,больган
700,Quelle::N,käivv,больган
701,Quelle::N,ка̄ййв,больган
702,Bach::N,johketje,шор
703,Bach::N,jåhkå,шор
704,Bach::N,jågåsj,шор
705,Bach::N,jogaš,шор
706,Bach::N,aajâ,шор
707,Bach::N,vuäjj,шор
708,Bach::N,вуэйй,шор
709,Fluss::N,johke,ю
710,Fluss::N,ædno,ю
711,Fluss::N,jåhkå,ю
712,Fluss::N,johka,ю
713,Fluss::N,juuhâ,ю
714,Fluss::N,jokk,ю
715,Fluss::N,jeänn,ю
716,Fluss::N,ё̄гк,ю
717,Ufer::N,beala,берег
718,Ufer::N,gádde,берег
719,Ufer::N,gáddi,берег
720,Ufer::N,riddo,берег
721,Ufer::N,redd,берег
722,Ufer::N,рыннт,берег
723,Küste::N,mïere,берег
724,Küste::N,gaedtie,берег
725,Küste::N,merragádde,берег
726,Küste::N,merraguovllo,берег
727,Küste::N,gáddi,берег
