,Concept_ID,he,fr
829,das::PRN,זה,ce
830,das::PRN,זה,cela
831,alles::PRN,הכל,tout
832,ich::PRN,אני,je
833,ich::PRN,אני,moi
834,du::PRN,את,tu
835,du::PRN,את,toi
836,du::PRN,אתה,tu
837,du::PRN,אתה,toi
838,er::PRN,הוא,il
839,er::PRN,הוא,lui
840,wir::PRN,אנחנו,nous
841,ihr::PRN,לה,vous
842,sie::PRN,הם,ils
843,sie::PRN,הם,elles
844,was::FPRN,מה,que
845,was::FPRN,מה,quoi
846,wer::FPRN,מי,qui
847,wo::FADV,איפה,où
848,wohin::FADV,לאן,où
849,wie::FADV,איך,comment
850,warum::FADV,למה,pourquoi
851,wieviel::FNUM,כמה,combien
852,eins::NUM,אחד,un
853,zwei::NUM,שתים,deux
854,drei::NUM,שלושה,trois
855,vier::NUM,ארבעה,quatre
856,fünf::NUM,חמשה,cinq
857,sechs::NUM,ששה,six
858,sieben::NUM,שבעה,sept
859,acht::NUM,שמונה,huit
860,neun::NUM,תשעה,neuf
861,zehn::NUM,עשרה,dix
862,elf::NUM,אחת עשרה,onze
863,zwölf::NUM,שתים עשרה,douze
864,zwanzig::NUM,עשרים,vingt
865,dreißig::NUM,שלושים,trente
866,vierzig::NUM,ארבעים,quarante
867,fünfzig::NUM,חמשים,cinquante
868,sechzig::NUM,ששים,soixante
869,siebzig::NUM,שבעים,soixante-dix
870,achtzig::NUM,שמונים,quatre-vingt
871,neunzig::NUM,תשעים,quatre-vingt-dix
872,hundert::NUM,מאה,cent
873,tausend::NUM,אלף,mille
874,und::CNJ,ו,et
875,oder::CNJ,או,ou
876,stehen::V,עמד,être debout
877,sitzen::V,ישב,être assis
878,liegen::V,שכב,être couché
879,hängen::V,היה תלוי,pendre
880,werden::V,הפך ל,devenir
881,passieren::V,קרה,se passer
882,beginnen::V,התחיל,commencer
883,enden::V,הסתים,finir
884,enden::V,הסתים,se terminer
885,wechseln::V,השתנה,changer
886,wechseln::V,השתנה,alterner
887,aufgehen[Sonne]::V,זרח,se lever
888,untergehen[Sonne]::V,שקע,se coucher
889,scheinen[Sonne]::V,בהק,briller
890,donnern::V,רעם,tonner
891,wehen::V,נשב,souffler
892,strömen::V,זרם,affluer
893,fließen::V,זרם,couler
894,sich drehen::V,הסתובב,tourner
895,schwanken::V,התנודד,osciller
896,schwanken::V,התנודד,chanceler
897,schwingen::V,התנענע,vibrer
898,schwingen::V,התנענע,osciller
899,fallen::V,נפל,tomber
900,brennen::V,בער,brûler
901,brennen::V,בער,flamber
902,rauchen::V,עשן,fumer
903,regnen::V,ירד גשם,pleuvoir
904,gefrieren::V,קפא,geler
905,tauen::V,נמס,dégeler
906,schmelzen::V,התיך,fondre
907,trocknen::V,התיבש,sécher
908,sieden::V,רתח,bouillir
909,faulen::V,רקב,pourrir
910,faulen::V,רקב,se putréfier
911,verfaulen::V,רקב,pourrir
912,reißen::V,נקרע,rompre
913,reißen::V,נקרע,se déchirer
914,versinken::V,טבע,s'enfoncer
915,vergehen::V,עבר,passer
916,erscheinen::V,נגלה,apparaître
917,erscheinen::V,הופיע,apparaître
918,verschwinden::V,נעלם,disparaître
919,sinken::V,ירד,descendre
920,sinken::V,ירד,s'abaisser
921,abnehmen::V,הפחית,diminuer
922,zunehmen::V,רבה,augmenter
923,steigen::V,עלה,monter
924,wachsen::V,גדל,croître
925,glänzen::V,נצץ,briller
926,glänzen::V,בהק,briller
927,funkeln::V,נצנץ,étinceler
928,lärmen::V,רעש,faire du bruit
929,läuten::V,צלצל,sonner
930,klingeln::V,צלצל,sonner
931,klirren::V,קרקש,cliqueter
932,brausen::V,געש,mugir
933,rauschen::V,רשרש,bruire
934,klingen::V,נשמע,sonner
935,bellen::V,נבח,aboyer
936,heulen::V,ילל,hurler
937,blasen::V,נשף,souffler
938,pfeifen::V,שרק,siffler
939,schreien::V,צעק,crier
940,stöhnen::V,נאנק,gémir
941,zittern::V,רעד,trembler
942,leben::V,חי,vivre
943,geboren werden::V,נולד,naître
944,atmen::V,נשם,respirer
945,trinken::V,שתה,boire
946,essen::V,אכל,manger
947,schlucken::V,בלע,avaler
948,müde werden::V,התעיף,se lasser
949,müde werden::V,התעיף,se fatiguer
950,einschlafen::V,נרדם,s'endormir
951,schlafen::V,ישן,dormir
952,aufwachen::V,התעורר,se réveiller
953,aufstehen::V,קם,se lever
954,sich erholen::V,נפש,se reposer
955,sich erholen::V,נפש,se détendre
956,krank werden::V,חלה,tomber malade
957,krank sein::V,היה חולה,être malade
958,schmerzen::V,כאב,faire mal
959,husten::V,השתעל,tousser
960,genesen::V,הבריא,guérir
961,genesen::V,הבריא,se remettre
962,sterben::V,מת,mourir
963,umkommen::V,נספה,périr
964,sich bewegen::V,נע,bouger
965,sich rühren::V,זז,broncher
966,sich erheben::V,קם,se lever
967,sich setzen::V,התישב,s'asseoir
968,hinfallen::V,נפל,tomber
969,laufen::V,הלך ברגל,marcher
970,laufen::V,הלך ברגל,aller à pied
971,schreiten::V,פסע,marcher
972,spazierengehen::V,טיל,se promener
973,eilen::V,אץ,courir
974,eilen::V,מהר,courir
975,sich beeilen::V,מהר,se hâter
976,sich beeilen::V,מהר,se dépêcher
977,sausen::V,אץ,filer
978,rennen::V,רץ,courir
979,springen::V,קפץ,sauter
980,klettern::V,טפס,grimper
981,schaukeln::V,התנדנד,se balancer
982,kriechen::V,זחל,ramper
983,schwimmen::V,שחה,nager
984,tauchen::V,צלל,plonger
985,rudern::V,חתר,ramer
986,fahren::V,נסע,aller
987,fahren::V,נסע,rouler
988,fliegen::V,עף,voler
989,gehen::V,הלך,aller
990,weggehen::V,עזב,s'en aller
991,abfahren::V,יצא,partir
992,anhalten::V,עצר,s'arrêter
993,hineingehen::V,נכנס,entrer
994,eintreten::V,נכנס,entrer
995,kommen::V,בא,venir
996,ankommen::V,הגיע,arriver
997,zurückkommen::V,שב,revenir
998,zurückkommen::V,חזר,revenir
999,bleiben::V,נשאר,rester
1000,bleiben::V,נשאר,demeurer
1001,warten::V,חכה,attendre
1002,warten::V,המתין,attendre
1003,erwarten::V,צפה,attendre
1004,suchen::V,חפש,chercher
1005,finden::V,מצא,trouver
1006,versuchen::V,נסה,essayer
1007,vorbereiten::V,הכין,préparer
1008,lieben::V,אהב,aimer
1009,mögen::V,אהב,aimer
1010,mögen::V,אהב,vouloir
1011,lachen::V,צחק,rire
1012,rühren::V,נגע ללב,toucher
1013,rühren::V,נגע ללב,attendrir
1014,weinen::V,בכה,pleurer
1015,schimpfen::V,גער,gronder
1016,sich ärgern::V,זעם,se fâcher
1017,sich ärgern::V,כעס,se fâcher
1018,sich fürchten::V,פחד,avoir peur
1019,sich fürchten::V,חשש,avoir peur
1020,fürchten::V,פחד מ,craindre
1021,fürchten::V,פחד מ,avoir peur de
1022,fürchten::V,חשש מ,craindre
1023,fürchten::V,חשש מ,avoir peur de
1024,fliehen::V,ברח,fuir
1025,flüchten::V,נמלט,s'enfuir
1026,sehen::V,ראה,voir
1027,anschauen::V,הביט,regarder
1028,ansehen::V,התבונן,regarder
1029,hören::V,שמע,entendre
1030,zuhören::V,הקשיב,écouter
1031,probieren::V,נסה,goûter
1032,riechen::V,הריח,sentir
1033,fühlen::V,חש,sentir
1034,scheinen::V,נדמה,sembler
1035,scheinen::V,נדמה,paraître
1036,zu sehen sein::V,נראה,se voir
1037,zu sehen sein::V,נראה,être visible
1038,vernehmen::V,נודע ל,entendre
1039,vernehmen::V,נודע ל,percevoir
1040,frieren::V,קר ל,avoir froid
1041,tun::V,פעל,faire
1042,können::V,יכל,savoir
1043,können::V,יכל,pouvoir
1044,wollen::V,רצה,vouloir
1045,anfangen::V,התחיל,commencer
1046,beenden::V,גמר,finir
1047,beenden::V,גמר,terminer
1048,aufhören::V,סים,cesser
1049,aufhören::V,סים,arrêter
1050,gelingen::V,הצליח,réussir
1051,geraten::V,עלה,réussir
1052,öffnen::V,פתח,ouvrir
1053,schließen::V,סגר,fermer
1054,stellen::V,העמיד,poser
1055,stellen::V,העמיד,mettre
1056,setzen::V,הושיב,placer
1057,legen::V,שם,placer
1058,berühren::V,נגע,toucher
1059,verbinden::V,קשר,lier
1060,bedecken::V,כסה,couvrir
1061,aufhängen::V,תלה,accrocher
1062,anzünden::V,הצית,allumer
1063,aufheben::V,אסף,ramasser
1064,zurücklassen::V,השאיר,laisser
1065,verlieren::V,אבד,perdre
1066,fallen lassen::V,שמט,lâcher
1067,fallen lassen::V,שמט,laisser tomber
1068,fallen lassen::V,הפיל,lâcher
1069,fallen lassen::V,הפיל,laisser tomber
1070,machen::V,עשה,faire
1071,herstellen::V,יצר,produire
1072,herstellen::V,יצר,fabriquer
1073,bauen::V,בנה,bâtir
1074,bauen::V,בנה,construire
1075,reparieren::V,תקן,réparer
1076,verbessern::V,שפר,améliorer
1077,ändern::V,שנה,changer
1078,ändern::V,שנה,modifier
1079,graben::V,חפר,creuser
1080,beugen::V,כפף,plier
1081,beugen::V,כפף,ployer
1082,biegen::V,כופף,courber
1083,drehen::V,סובב,tordre
1084,drehen::V,סובב,tourner
1085,wenden::V,הפך,retourner
1086,umdrehen::V,סובב,tourner
1087,heben::V,הרים,soulever
1088,hochheben::V,הרים,lever
1089,ergreifen::V,אחז,saisir
1090,ergreifen::V,אחז,prendre
1091,halten::V,החזיק,tenir
1092,drücken::V,לחץ,presser
1093,schieben::V,הזיז,pousser
1094,kratzen::V,שרט,gratter
1095,kratzen::V,שרט,égratigner
1096,kratzen::V,שפשף,gratter
1097,kratzen::V,שפשף,égratigner
1098,lecken::V,לקק,lécher
1099,beißen::V,נשך,mordre
1100,abreißen::V,קרע,arracher
1101,abschneiden::V,חתך,couper
1102,binden::V,קשר,lier
1103,binden::V,קשר,attacher
1104,stecken::V,תקע,enfoncer
1105,brechen::V,שבר,rompre
1106,klopfen::V,נקש,frapper
1107,hauen::V,הכה,frapper
1108,kleben::V,הדביק,coller
1109,reiben::V,שפשף,frotter
1110,streichen::V,מרח,empâter
1111,schleifen::V,השחיז,affiler
1112,schleifen::V,השחיז,aiguiser
1113,schneiden::V,גזר,couper
1114,schneiden::V,גזר,trancher
1115,rütteln::V,נענע,cahoter
1116,schütteln::V,נער,secouer
1117,schwenken::V,נופף,agiter
1118,schwenken::V,טלטל,agiter
1119,schütten::V,שפך,verser
1120,füllen::V,מלא,remplir
1121,einwickeln::V,עטף,envelopper
1122,tragen::V,נשא,porter
1123,schleppen::V,סחב,traîner
1124,ziehen::V,משך,tirer
1125,aufbewahren::V,שמר,garder
1126,aufbewahren::V,שמר,conserver
1127,werfen::V,זרק,jeter
1128,werfen::V,זרק,lancer
1129,fangen::V,תפס,attraper
1130,packen::V,אחז,agripper
1131,verstecken::V,החביא,cacher
1132,teilen::V,חלק,diviser
1133,schicken::V,שלח,envoyer
1134,bringen::V,הביא,apporter
1135,hinzufügen::V,הוסיף,ajouter
1136,bekommen::V,תפס,obtenir
1137,erhalten::V,קבל,recevoir
1138,nehmen::V,אחז,prendre
1139,wählen::V,בחר,choisir
1140,auswählen::V,בחר ב,choisir
1141,auswählen::V,בחר ב,sélectionner
1142,bewahren::V,קים,préserver
1143,behindern::V,מנע,gêner
1144,verderben::V,מנע,gâter
1145,verderben::V,מנע,corrompre
1146,beschädigen::V,הזיק,endommager
1147,zerbrechen::V,נשבר,casser
1148,zerreißen::V,קרע,déchirer
1149,zerstören::V,הרס,détruire
1150,zerstören::V,השמיד,détruire
1151,verbrennen::V,שרף,brûler
1152,geben::V,נתן,donner
1153,reichen::V,העביר,tendre
1154,schenken::V,נתן במתנה,offrir
1155,versprechen::V,הבטיח,promettre
1156,wünschen::V,אחל,souhaiter
1157,loben::V,שבח,louer
1158,küssen::V,נשק,embrasser
1159,wiegen::V,נדנד,bercer
1160,zudecken::V,כסה,couvrir
1161,wecken::V,עורר,éveiller
1162,wecken::V,עורר,réveiller
1163,zeigen::V,הראה,montrer
1164,zeigen::V,הראה,faire voir
1165,führen::V,הביא,guider
1166,führen::V,הוביל,guider
1167,lehren::V,למד,apprendre
1168,unterrichten::V,למד,instruire
1169,aufziehen::V,רומם,élever
1170,leiten::V,נהל,diriger
1171,leiten::V,נהל,conduire
1172,antreiben::V,המרץ,pousser
1173,lassen::V,נתן,faire
1174,einladen::V,הזמין,inviter
1175,vereinigen::V,אחד,unir
1176,vereinigen::V,אחד,réunir
1177,vereinigen::V,לכד,unir
1178,vereinigen::V,לכד,réunir
1179,besuchen::V,בקר,visiter
1180,besuchen::V,בקר,aller voir
1181,treffen::V,פגש,rencontrer
1182,sich versammeln::V,התאסף,s'assembler
1183,spielen::V,שחק,jouer
1184,singen::V,שר,chanter
1185,tanzen::V,רקד,danser
1186,sich trennen::V,נפרד,se séparer
1187,verlassen::V,עזב,quitter
1188,retten::V,הציל,sauver
1189,bewachen::V,שמר,garder
1190,schützen::V,אבטח,protéger
1191,verteidigen::V,הגן,défendre
1192,sich schlagen::V,התכתש,se taper
1193,schießen::V,ירה,tirer
1194,siegen::V,גבר,vaincre
1195,siegen::V,נצח,vaincre
1196,ärgern::V,עצבן,agacer
1197,schlagen::V,הכה,battre
1198,schlagen::V,הכה,frapper
1199,schlagen::V,הלקה,battre
1200,schlagen::V,הלקה,frapper
1201,treten::V,בעט,botter
1202,treten::V,בעט,donner un coup de pied à
1203,stechen::V,דקר,piquer
1204,stoßen::V,דחק,heurter
1205,stehlen::V,גנב,voler
1206,stören::V,קטע,gêner
1207,stören::V,קטע,déranger
1208,stören::V,הפריע,gêner
1209,stören::V,הפריע,déranger
1210,belästigen::V,הציק,molester
1211,belästigen::V,הציק,importuner
1212,belästigen::V,הטריד,molester
1213,belästigen::V,הטריד,importuner
1214,verbergen::V,הצניע,cacher
1215,verbergen::V,הצניע,dissimuler
1216,täuschen::V,שגע,abuser
1217,täuschen::V,שגע,tromper
1218,betrügen::V,הונה,duper
1219,betrügen::V,הונה,frauder
1220,töten::V,הרג,tuer
1221,wohnen::V,גר,habiter
1222,wohnen::V,גר,demeurer
1223,arbeiten::V,עבד,travailler
1224,sammeln::V,אסף,collectionner
1225,pflücken::V,קטף,cueillir
1226,jagen::V,צד,chasser
1227,fischen::V,דג,pêcher
1228,fassen::V,תפס,capturer
1229,hüten::V,רעה,garder
1230,treiben::V,הוציא,mener
1231,anbinden::V,קשר,attacher
1232,füttern::V,הלעיט,faire manger
1233,melken::V,חלב,traire
1234,hacken::V,קצץ,fendre
1235,gießen::V,השקה,arroser
1236,reifen::V,בשל,mûrir
1237,zubereiten::V,הכין,préparer
1238,kochen::V,בשל,cuire
1239,backen::V,אפה,cuire
1240,braten::V,צלה,rôtir
1241,braten::V,טגן,rôtir
1242,umrühren::V,ערבב,remuer
1243,stricken::V,סרג,tricoter
1244,nähen::V,תפר,coudre
1245,färben::V,צבע,teindre
1246,reinigen::V,נקה,nettoyer
1247,waschen::V,רחץ,laver
1248,waschen::V,כבס,laver
1249,abwischen::V,נגב,essuyer
1250,spülen::V,שטף,rincer
1251,fegen::V,טאטא,balayer
1252,kehren::V,טאטא,balayer
1253,baden::V,טבל,se baigner
1254,baden::V,שחה,se baigner
1255,sich waschen::V,התרחץ,se laver
1256,ausziehen::V,הוריד,ôter
1257,ausziehen::V,הוריד,enlever
1258,anziehen::V,לבש,mettre
1259,sich anziehen::V,התלבש,s'habiller
1260,kämmen::V,סרק,peigner
1261,schmücken::V,קשט,orner
1262,schmücken::V,קשט,décorer
1263,sagen::V,אמר,dire
1264,sprechen::V,דבר,parler
1265,reden::V,דבר,parler
1266,sich unterhalten::V,שוחח,bavarder
1267,sich unterhalten::V,שוחח,s'entretenir
1268,fragen::V,שאל,demander
1269,bitten::V,בקש,prier
1270,erzählen::V,ספר,raconter
1271,mitteilen::V,מסר,communiquer
1272,mitteilen::V,הודיע,communiquer
1273,nennen::V,קרא בשם,nommer
1274,nennen::V,קרא בשם,appeler
1275,rufen::V,גיס,appeler
1276,rufen::V,הזמין לבוא,appeler
1277,prahlen::V,התרברב,se vanter
1278,übersetzen::V,תרגם,traduire
1279,denken::V,חשב,penser
1280,glauben::V,האמין,croire
1281,bemerken::V,הבחין,remarquer
1282,bemerken::V,הבחין,apercevoir
1283,erkennen::V,זהה,reconnaître
1284,begreifen::V,קלט,concevoir
1285,begreifen::V,הבין,concevoir
1286,verstehen::V,הבין,entendre
1287,verstehen::V,הבין,comprendre
1288,lernen::V,למד,apprendre
1289,wissen::V,ידע,savoir
1290,sich erinnern an::V,זכר,se souvenir de
1291,vergessen::V,שכח,oublier
1292,messen::V,מדד,mesurer
1293,zählen::V,ספר,compter
1294,rechnen::V,חשב,calculer
1295,lesen::V,קרא,lire
1296,malen::V,ציר,peindre
1297,zeichnen::V,שרטט,dessiner
1298,schreiben::V,כתב,écrire
1299,besitzen::V,היה בעל של,posséder
1300,kaufen::V,קנה,acheter
1301,kaufen::V,רכש,acheter
1302,verkaufen::V,מכר,vendre
1303,bezahlen::V,שלם,payer
1304,zahlen::V,שלם,payer
1305,beherrschen::V,שלט,dominer
1306,beherrschen::V,שלט,maîtriser
1307,ertragen::V,סבל,tolérer
1308,ertragen::V,סבל,supporter
