,Concept_ID,mrj,da
773,vor::PRP,анзыц,uden for
774,vor::PRP,анзыцын,foran
775,vor::PRP,анзыцын,uden for
776,hinter::PRP,шайылан,bag
777,hinter::PRP,шайылан,bagved
778,hinter::PRP,шайылный,bag
779,hinter::PRP,шайылный,bagved
780,unter::PRP,лӹвӓкӹ,under
781,durch::PRP,вашт,gennem
782,durch::PRP,вашт,igennem
783,neben::PRP,сага,ved siden af
784,zwischen::PRP,лош,mellem
785,zwischen::PRP,лошкы,mellem
786,wegen::PRP,мычыц,på grund af
787,dies::PRN,тидӹ,dette
788,dies::PRN,ти,dette
789,das::PRN,тидӹ,det
790,das::PRN,ти,det
791,alles::PRN,цилӓ,alt
792,ich::PRN,мый,jeg
793,du::PRN,тӹнь,du
794,er::PRN,тӹдӹ,han
795,wir::PRN,мӓ,vi
796,ihr::PRN,вӓ,I
797,sie::PRN,нӹнӹ,de
798,was::FPRN,ма,hvad
799,wer::FPRN,кӱ,hvem
800,wo::FADV,кышан,hvor
801,wo::FADV,кыштакен,hvor
802,wohin::FADV,кышкы,hvorhen
803,wie::FADV,кыце,hvordan
804,warum::FADV,малын,hvorfor
805,wieviel::FNUM,кынар,hvor meget
806,wieviel::FNUM,кынары,hvor meget
807,wieviel::FNUM,кынаркы,hvor meget
808,eins::NUM,иктӹ,én
809,eins::NUM,иктӹт,én
810,zwei::NUM,кок,to
811,zwei::NUM,кокты,to
812,drei::NUM,кым,tre
813,drei::NUM,кымыт,tre
814,vier::NUM,нӹл,fire
815,fünf::NUM,вӹц,fem
816,sechs::NUM,куд,seks
817,sechs::NUM,кудытмозн,seks
818,sieben::NUM,шӹм,syv
819,sieben::NUM,шӹмӹт,syv
820,acht::NUM,кӓндӓкш,otte
821,acht::NUM,кӓндӓкшӹ,otte
822,neun::NUM,ӹндекшшӱдӹ,ni
823,zehn::NUM,лу,ti
824,elf::NUM,луатик,elleve
825,elf::NUM,луатиктӹ,elleve
826,zwölf::NUM,луаткок,tolv
827,zwölf::NUM,луаткокты,tolv
828,zwanzig::NUM,коклы,tyve
829,dreißig::NUM,кымлы,tredive
830,vierzig::NUM,нӹллӹ,fyrre
831,vierzig::NUM,нӹллӹ,fyrretyve
832,fünfzig::NUM,вӹцлӹ,halvtreds
833,sechzig::NUM,кудлу,tres
834,siebzig::NUM,шӹмлу,halvfjerds
835,achtzig::NUM,кӓндӓкшлу,firs
836,neunzig::NUM,ӹндекшлу,halvfems
837,hundert::NUM,шӱдӹ,hundrede
838,tausend::NUM,тӹжем,tusind
839,und::CNJ,дöн,og
840,oder::CNJ,льывы,eller
841,stehen::V,шалшаг,stå
842,sitzen::V,шӹнзӓш,sidde
843,liegen::V,киӓш,ligge
844,hängen::V,кечӓш,hænge
845,werden::V,шагалаш,blive
846,passieren::V,ӹштӓ́лтӓш,ske
847,passieren::V,ӹштӓ́лтӓш,hænde
848,beginnen::V,тӹнгӓлӓлтӓш,begynde
849,enden::V,пӹтӓш,ende
850,wechseln::V,весемӓш,veksle
851,wechseln::V,весемӓлтӓш,veksle
852,aufgehen[Sonne]::V,авараш,gå op
853,aufgehen[Sonne]::V,авараш,stå op
854,untergehen[Sonne]::V,шӹ́нзӓш,gå ned
855,scheinen[Sonne]::V,сотемдӓрӓш,skinne
856,donnern::V,хӹдӹртӓш,tordne
857,wehen::V,ӹфӹлӓш,blæse
858,strömen::V,йогащ,strømme
859,fließen::V,йогащ,flyde
860,sich drehen::V,пöрдӓш,dreje sig
861,schwanken::V,лыпшалташ,vakle
862,schwingen::V,кӓчӓйӓш,svinge
863,fallen::V,кенвазаш,falde
864,fallen::V,шынгалташ,falde
865,brennen::V,йылаш,brænde
866,rauchen::V,шыпшаш,ryge
867,regnen::V,юраш,regne
868,gefrieren::V,гӓш,fryse
869,gefrieren::V,кӹлмаш,fryse
870,tauen::V,шылаш,tø
871,schmelzen::V,шӹрӓнӓш,smelte
872,trocknen::V,кошкаш,tørre
873,sieden::V,шолаш,koge
874,faulen::V,шӱӓш,rådne
875,verfaulen::V,йӓнгӓрӓлтӓш,rådne
876,reißen::V,кышкедӓлтӓш,briste
877,versinken::V,ва́лаш,synke
878,versinken::V,ва́лаш,synke ned
879,vergehen::V,эртӓш,forløbe
880,erscheinen::V,каяш,vise sig
881,verschwinden::V,ямаш,forsvinde
882,sinken::V,пычаш,synke
883,abnehmen::V,чӹдемӓш,aftage
884,abnehmen::V,кöтӹргӓш,aftage
885,zunehmen::V,когоэмӓш,tiltage
886,steigen::V,лӱлта́лташ,stige
887,wachsen::V,кушкаш,gro
888,wachsen::V,кушкаш,vokse
889,glänzen::V,йӹлгӹжӓш,glinse
890,funkeln::V,валгалташ,tindre
891,lärmen::V,юкланаш,larme
892,läuten::V,цоргаш,ringe
893,klingeln::V,цоргаш,ringe
894,klirren::V,цонгырталгаш,klirre
895,brausen::V,ышдымыла́наш,bruse
896,rauschen::V,шу́жгаш,suse
897,klingen::V,йо́нгаш,lyde
898,klingen::V,йо́нгаш,klinge
899,bellen::V,опташ,gø
900,heulen::V,урмыжаш,hyle
901,blasen::V,ӹфӹлӓш,blæse
902,pfeifen::V,ши́шкаш,fløjte
903,schreien::V,уташ,skrige
904,schreien::V,саслаш,skrige
905,schreien::V,варгынзаш,skrige
906,stöhnen::V,ӹнгӹрӓш,stønne
907,zittern::V,цӹтӹрӓш,dirre
908,zittern::V,цӹтӹрӓш,skælve
909,leben::V,ӹлӓш,leve
910,geboren werden::V,шачаш,fødes
911,atmen::V,шӱлӓш,ånde
912,trinken::V,йӱӓш,drikke
913,essen::V,качкаш,spise
914,schlucken::V,нелӓш,synke
915,müde werden::V,янгылаш,blive træt
916,einschlafen::V,амален кеӓш,falde i søvn
917,schlafen::V,амалаш,sove
918,aufwachen::V,понгыжалташ,vågne
919,aufstehen::V,кӹньӹл шагалаш,stå op
920,sich erholen::V,кӓнаш,komme sig
921,krank werden::V,церлӓнен вазаш,blive syg
922,krank sein::V,церлӓнӓш,være syg
923,krank sein::V,ясланаш,være syg
924,krank sein::V,ясыланаш,være syg
925,schmerzen::V,каршташ,smerte
926,husten::V,кахыраш,hoste
927,genesen::V,паремӓш,komme sig
928,genesen::V,тöрлӓнӓш,komme sig
929,sterben::V,вазын колаш,dø
930,umkommen::V,пӹтӓш,omkomme
931,sich bewegen::V,кашташ,bevæge sig
932,sich rühren::V,тӓрвӓнӓш,røre på sig
933,sich erheben::V,кӹньӹлӓш,rejse sig
934,sich setzen::V,шӹнзӓш,sætte sig
935,hinfallen::V,кенвазаш,
936,hinfallen::V,шынгалташ,
937,laufen::V,кашташ,løbe
938,schreiten::V,ашкедӓш,skride
939,spazierengehen::V,мадын кашташ,gå en tur
940,eilen::V,вӓшкӓш,ile
941,sich beeilen::V,вӓшкӓш,skynde sig
942,sich beeilen::V,талашаш,skynde sig
943,sausen::V,хойхаланаш,suse
944,sausen::V,хояш,suse
945,rennen::V,кыргыжаш,løbe
946,rennen::V,кыргыжаш,rende
947,springen::V,тӹршештӓш,hoppe
948,springen::V,тӹршештӓш,springe
949,klettern::V,ку́заш,klatre
950,schaukeln::V,лыпшалташ,gynge
951,kriechen::V,авалянаш,krybe
952,kriechen::V,ньыжиклӓш,krybe
953,schwimmen::V,илӓш,svømme
954,tauchen::V,цымаш,dykke
955,rudern::V,шуалташ,ro
956,fahren::V,кеӓш,køre
957,fliegen::V,чонгештӓш,flyve
958,gehen::V,кеӓш,gå
959,weggehen::V,кеӓш,gå bort
960,abfahren::V,кеӓш,køre bort
961,anhalten::V,цӓрнӓш,standse
962,hineingehen::V,пыраш,gå ind
963,eintreten::V,пыраш,træde ind
964,kommen::V,толаш,komme
965,ankommen::V,шоаш,ankomme
966,zurückkommen::V,пöртӹлӓш,komme tilbage
967,bleiben::V,кодаш,blive
968,bleiben::V,кодаш,forblive
969,warten::V,вычаш,vente
970,erwarten::V,вычаш,vente
971,erwarten::V,вычаш,afvente
972,suchen::V,кӹчӓлӓш,søge
973,finden::V,моаш,finde
974,versuchen::V,путаяш,forsøge
975,versuchen::V,цацаш,forsøge
976,vorbereiten::V,поспейӹктӓш,forberede
977,lieben::V,яраташ,elske
978,mögen::V,яраташ,holde af
979,mögen::V,яраташ,kunne lide
980,lachen::V,ваштылаш,le
981,rühren::V,тӓрвӓтӓш,røre
982,weinen::V,мӓгӹрӓш,græde
983,schimpfen::V,свырседӓлӓш,skænde
984,sich ärgern::V,шӹдешкӓш,ærgre sig
985,sich fürchten::V,лӱдӓш,være bange
986,fürchten::V,лӱдӓш,være bange for
987,fliehen::V,кыргыжаш,flygte
988,flüchten::V,кыргыж шӹлӓш,flygte
989,sehen::V,ужаш,se
990,anschauen::V,анжалаш,se på
991,anschauen::V,анжалаш,betragte
992,ansehen::V,анжаш,anse
993,hören::V,колаш,høre
994,zuhören::V,колышташ,høre til
995,probieren::V,тотештӓш,smage
996,probieren::V,тотештӓш,smage på
997,probieren::V,подыл анжаш,smage
998,probieren::V,подыл анжаш,smage på
999,riechen::V,ӱпшӹнзӓш,lugte
1000,fühlen::V,шижӓш,føle
1001,scheinen::V,каяш,synes
1002,zu sehen sein::V,каяш,synes
1003,vernehmen::V,колын колташ,erfare
1004,frieren::V,кӹлмаш,fryse
1005,frieren::V,тӹнгӹргӓш,fryse
1006,tun::V,ӹштӓш,gøre
1007,können::V,кердӓш,kunne
1008,wollen::V,жалаяш,ville
1009,anfangen::V,тӹнгӓлӓш,begynde
1010,beenden::V,пӹтӓрӓш,afslutte
1011,aufhören::V,цӓрнӓш,ophøre
1012,aufhören::V,цӓрнӓш,holde op
1013,gelingen::V,цӓш лиӓш,lykkes
1014,geraten::V,лиӓш,blive
1015,öffnen::V,пачаш,åbne
1016,schließen::V,чӱчӓш,lukke
1017,stellen::V,шӹндӓш,stille
1018,setzen::V,шӹндӓш,sætte
1019,legen::V,опташ,lægge
1020,legen::V,пиштӓш,lægge
1021,berühren::V,тӹкӓлӓш,berøre
1022,verbinden::V,пидӓш,forbinde
1023,bedecken::V,леведӓш,dække
1024,bedecken::V,леведӓш,bedække
1025,aufhängen::V,сӓкӓш,hænge
1026,aufhängen::V,сӓкӓш,hænge op
1027,anzünden::V,чӱктӓш,tænde
1028,anzünden::V,чӱктӓш,antænde
1029,aufheben::V,кузыкташ,løfte
1030,aufheben::V,кузыкташ,tage op
1031,zurücklassen::V,кодаш,lade tilbage
1032,verlieren::V,ямдаш,miste
1033,fallen lassen::V,кенвацтараш,tabe
1034,fallen lassen::V,кенвацтараш,droppe
1035,machen::V,ӹштӓш,gøre
1036,herstellen::V,йӓмдӹлӓш,fremstille
1037,bauen::V,ӹштӓш,bygge
1038,reparieren::V,чиняш,reparere
1039,reparieren::V,алалаш,reparere
1040,verbessern::V,яжоэмден шӹндӓш,rette
1041,verbessern::V,яжоэмден шӹндӓш,forbedre
1042,ändern::V,вашталташ,ændre
1043,graben::V,капаяш,grave
1044,beugen::V,лывырташ,bøje
1045,beugen::V,каклярташ,bøje
1046,biegen::V,лывырташ,bøje
1047,drehen::V,сӓрӓш,dreje
1048,drehen::V,сӓрӹкӓлӓш,dreje
1049,wenden::V,сӓрӓлӓш,vende
1050,umdrehen::V,сӓрӓлӓш,dreje om
1051,heben::V,лӱктӓш,hæve
1052,hochheben::V,кузыкташ,løfte
1053,ergreifen::V,хватяш,gribe fat i
1054,halten::V,кычаш,holde
1055,drücken::V,темдӓш,trykke
1056,schieben::V,шӹкӓш,skyde
1057,schieben::V,шӹкӓш,skubbe
1058,kratzen::V,нӹжӓш,klø
1059,kratzen::V,нӹжӓш,kradse
1060,lecken::V,нылаш,slikke
1061,beißen::V,пыралаш,bide
1062,abreißen::V,кӹрӓш,rive af
1063,abreißen::V,кышкед нӓлӓш,rive af
1064,abschneiden::V,шулаш,skære af
1065,abschneiden::V,лаштыклаш,skære af
1066,binden::V,пидӓш,binde
1067,stecken::V,шыралаш,stikke
1068,brechen::V,тодылаш,brække
1069,brechen::V,пыдырташ,brække
1070,klopfen::V,рушткаш,banke
1071,hauen::V,шелӹштӓш,hugge
1072,kleben::V,клейӓш,klistre
1073,reiben::V,нӹжӓш,gnide
1074,streichen::V,шӹрӓш,smøre
1075,schleifen::V,шымаш,slibe
1076,schneiden::V,пӹчкӓш,skære
1077,schneiden::V,пӹчкӓш,klippe
1078,rütteln::V,мыльгыкташ,ruske
1079,schütteln::V,цӹтӹртӓш,ryste
1080,schütteln::V,мыльгыкташ,ryste
1081,schwenken::V,машыяш,svinge
1082,schütten::V,опталаш,hælde
1083,füllen::V,темӓш,fylde
1084,einwickeln::V,пӹтӹрӓ́лӓш,pakke ind
1085,tragen::V,намалаш,bære
1086,schleppen::V,шӹдӹрӓш,slæbe
1087,ziehen::V,шыпшаш,trække
1088,aufbewahren::V,перегӓш,opbevare
1089,werfen::V,кӹшкӓш,kaste
1090,fangen::V,кычаш,fange
1091,packen::V,хватяш,gribe
1092,verstecken::V,шӹлтӓш,gemme
1093,teilen::V,пайылаш,dele
1094,schicken::V,колташ,sende
1095,bringen::V,кандаш,bringe
1096,bekommen::V,лыкташ,få
1097,erhalten::V,получаяш,få
1098,nehmen::V,налаш,tage
1099,wählen::V,айыраш,vælge
1100,auswählen::V,айыраш,udvælge
1101,bewahren::V,перегӓш,bevare
1102,behindern::V,мешӓйӓш,hindre
1103,behindern::V,мешӓйӓш,forhindre
1104,verderben::V,портяш,ødelægge
1105,beschädigen::V,шушырташ,beskadige
1106,zerbrechen::V,пыдырташ,brække itu
1107,zerreißen::V,кӹрӓш,rive itu
1108,zerstören::V,шӓлӓтӓш,ødelægge
1109,verbrennen::V,йылаташ,brænde
1110,verbrennen::V,йылалташ,brænde
1111,geben::V,пуаш,give
1112,reichen::V,пуаш,række
1113,schenken::V,подараш,forære
1114,versprechen::V,сöрӓш,love
1115,wünschen::V,жалаяш,ønske
1116,loben::V,хваляш,rose
1117,küssen::V,шышшалаш,kysse
1118,wiegen::V,лӱнгӓлтӓш,vugge
1119,zudecken::V,пиштӓш,dække til
1120,wecken::V,понгыжалтараш,vække
1121,zeigen::V,анжыкташ,vise
1122,führen::V,видӓш,føre
1123,lehren::V,тымдаш,lære
1124,unterrichten::V,тымдаш,undervise
1125,aufziehen::V,кушташ,opdrage
1126,leiten::V,видӓш,lede
1127,leiten::V,вуйлаташ,lede
1128,leiten::V,вуйлалташ,lede
1129,antreiben::V,талаштараш,skynde på
1130,lassen::V,-ыкт,få til at
1131,einladen::V,ӱжӓш,indbyde
1132,einladen::V,ӱжӓш,invitere
1133,vereinigen::V,иктештӓш,forene
1134,besuchen::V,толаш,besøge
1135,treffen::V,вӓшлиӓш,møde
1136,treffen::V,вӓшлиӓлтӓш,møde
1137,sich versammeln::V,цымыргаш,forsamles
1138,spielen::V,мадаш,lege
1139,spielen::V,мадаш,spille
1140,singen::V,мыраш,synge
1141,tanzen::V,кушташ,danse
1142,sich trennen::V,айырлаш,skilles
1143,verlassen::V,шуаш,forlade
1144,retten::V,ытараш,redde
1145,bewachen::V,оролаш,bevogte
1146,schützen::V,перегӓш,skærme
1147,schützen::V,перегӓш,beskytte
1148,verteidigen::V,перегӓш,forsvare
1149,sich schlagen::V,шидӓлӓш,slås
1150,sich schlagen::V,шиэдӓлӓш,slås
1151,schießen::V,лӱӓш,skyde
1152,siegen::V,сӹнгӓш,sejre
1153,ärgern::V,шӹдештӓрӓш,ærgre
1154,schlagen::V,пӓрен колташ,slå
1155,schlagen::V,хӹрӹктен колташ,slå
1156,treten::V,чымаш,sparke
1157,stechen::V,пышкылаш,stikke
1158,stoßen::V,шыркедӓш,støde
1159,stehlen::V,шолышт толаш,stjæle
1160,stören::V,ӓрештӹлӓш,forstyrre
1161,belästigen::V,кӓньӹсӹрлӓндӓрӓш,genere
1162,belästigen::V,кӓньӹсӹрлӓндӓрӓш,ulejlige
1163,belästigen::V,шытырланыкташ,genere
1164,belästigen::V,шытырланыкташ,ulejlige
1165,verbergen::V,шӹлтӓш,skjule
1166,täuschen::V,алталаш,villede
1167,täuschen::V,аталаш,villede
1168,betrügen::V,мошеньӹчӓйӓш,bedrage
1169,töten::V,пуштын шуаш,dræbe
1170,wohnen::V,ӹлӓш,bo
1171,arbeiten::V,пӓшӓлӓш,arbejde
1172,arbeiten::V,ровотаяш,arbejde
1173,sammeln::V,погаш,samle
1174,pflücken::V,кӹрӓш,plukke
1175,jagen::V,охотничӓйӓш,jage
1176,fischen::V,кол кычаш,fiske
1177,fassen::V,кычаш,fange
1178,hüten::V,кӹтӓш,vogte
1179,treiben::V,шуруяш,drive
1180,anbinden::V,ялшташ,binde fast
1181,anbinden::V,ялышташ,binde fast
1182,füttern::V,пукшаш,fodre
1183,melken::V,шыпшылаш,malke
1184,hacken::V,роаш,hakke
1185,gießen::V,шӓвӓш,hælde
1186,reifen::V,кӱӓш,modne
1187,reifen::V,поспейӓш,modne
1188,zubereiten::V,йӓмдӹлӓш,tilberede
1189,kochen::V,шолташ,koge
1190,backen::V,кӱктӓш,bage
1191,braten::V,жӓрӓш,stege
1192,umrühren::V,намалаш,røre om
1193,stricken::V,пидӓш,strikke
1194,nähen::V,ыргаш,sy
1195,färben::V,пидӓш,farve
1196,reinigen::V,чиӓлтӓш,rense
1197,reinigen::V,чиӓлтӓш,gøre ren
1198,waschen::V,мышкаш,vaske
1199,abwischen::V,ӹштӓш,tørre af
1200,spülen::V,шӱӓлтӓш,skylle
1201,fegen::V,ӹштӓш,feje
1202,kehren::V,ӹштӓш,feje
1203,baden::V,нӱштӹлӓш,bade
1204,sich waschen::V,мышкылташ,vaske sig
1205,ausziehen::V,кыдашаш,tage af
1206,anziehen::V,чиӓш,tage på
1207,sich anziehen::V,чиӓш,klæde sig på
1208,kämmen::V,шерӓш,rede
1209,kämmen::V,шерӓш,frisere
1210,schmücken::V,цеверемдӓш,pynte
1211,schmücken::V,цеверемдӓш,smykke
1212,sagen::V,манаш,sige
1213,sagen::V,келесӓш,sige
1214,sprechen::V,манаш,snakke
1215,reden::V,шайышташ,tale
1216,reden::V,шайышташ,snakke
1217,sich unterhalten::V,хытыраш,snakke sammen
1218,sich unterhalten::V,хытыргаш,snakke sammen
1219,fragen::V,ядаш,spørge
1220,bitten::V,ядаш,bede
1221,erzählen::V,келесӓш,berette
1222,erzählen::V,келесӓш,fortælle
1223,mitteilen::V,попаш,meddele
1224,mitteilen::V,увертӓш,meddele
1225,mitteilen::V,увертӓрӓш,meddele
1226,nennen::V,лӹмдӓш,nævne
1227,rufen::V,ӱжӓш,råbe
1228,prahlen::V,хайзаш,prale
1229,prahlen::V,шаргаланаш,prale
1230,übersetzen::V,вашташ,oversætte
1231,denken::V,машанаш,tænke
1232,glauben::V,ӹнянӓш,tro
1233,bemerken::V,цаклаш,bemærke
1234,bemerken::V,цаклаш,lægge mærke til
1235,erkennen::V,пӓлӓш,genkende
1236,begreifen::V,ынгылаш,begribe
1237,verstehen::V,ынгылаш,forstå
1238,lernen::V,тыменяш,lære
1239,wissen::V,пӓлӓш,vide
1240,sich erinnern an::V,ышештӓрӓш,mindes
1241,sich erinnern an::V,ышештӓрӓш,huske på
1242,vergessen::V,монден кодаш,glemme
1243,messen::V,висӓш,måle
1244,zählen::V,шотаяш,tælle
1245,rechnen::V,шотаяш,regne
1246,lesen::V,лыдаш,læse
1247,malen::V,рисуяш,male
1248,zeichnen::V,ыдырка́лаш,tegne
1249,schreiben::V,вазаш,skrive
1250,besitzen::V,кы́чаш,eje
1251,besitzen::V,кы́чаш,besidde
1252,kaufen::V,нӓлӓш,købe
1253,verkaufen::V,выжалаш,sælge
1254,bezahlen::V,тӱлӓш,betale
1255,zahlen::V,тӱлӓш,betale
1256,beherrschen::V,кы́чаш,beherske
1257,ertragen::V,цӹтӓш,tåle
1258,ertragen::V,цӹтӓш,udholde
1259,Linie::N,,linie
1260,Strich::N,,streg
1261,jetzt::ADV,,nu
1262,hinzufügen::V,,tilføje
