,Concept_ID,ar,kv
783,warum::FADV,لماذا,мыля
784,warum::FADV,لماذا,мыйсянь
785,wieviel::FNUM,كم,мымда
786,eins::NUM,واحد,ӧт
787,zwei::NUM,اثنين,кык
788,drei::NUM,ثلاثة,куим
789,vier::NUM,أربعة,нёль
790,fünf::NUM,خمسة,вит
791,sechs::NUM,ستة,квать
792,sieben::NUM,سبعة,сизим
793,acht::NUM,ثمانية,кыкьямыс
794,neun::NUM,تسعة,ӧкмыс
795,zehn::NUM,عشرة,дас
796,elf::NUM,أحد عشر,дасотік
797,zwölf::NUM,اثنا عشر,даскык
798,zwanzig::NUM,عشرون,кыкдас
799,dreißig::NUM,ثلاثون,куимдас
800,vierzig::NUM,أربعون,нёльдас
801,fünfzig::NUM,خمسون,витдас
802,sechzig::NUM,ستون,кватьдас
803,siebzig::NUM,سبعون,сизимдас
804,achtzig::NUM,ثمانون,кыкьямысдас
805,neunzig::NUM,تسعون,ӧкмысдас
806,hundert::NUM,مئة,сто
807,tausend::NUM,ألف,тысяча
808,und::CNJ,و,и
809,und::CNJ,و,да
810,oder::CNJ,أو,или
811,stehen::V,وقف,сулавны
812,sitzen::V,جلس,пукавны
813,liegen::V,رقد,куйлыны
814,hängen::V,تعلق,ӧшавны
815,werden::V,صار,лоны
816,werden::V,أصبح,лоны
817,passieren::V,حدث,аркмыны
818,beginnen::V,ابتدأ,петны
819,enden::V,انتهى,-сь
820,enden::V,انتهى,бырны
821,wechseln::V,تغير,вежсьыны
822,aufgehen[Sonne]::V,شرق,петавны
823,untergehen[Sonne]::V,غرب,пуксьыны
824,scheinen[Sonne]::V,أضاء,югьявны
825,donnern::V,رعد,гымавны
826,wehen::V,هب,пӧлявны
827,strömen::V,جرى,киссьыны
828,fließen::V,سال,визывтны
829,sich drehen::V,دار,бергавны
830,schwanken::V,ترنح,кӧвьясьны
831,schwingen::V,ترجح,дюттясьны
832,fallen::V,سقط,усьны
833,brennen::V,احترق,сотчыны
834,rauchen::V,دخن,тшынасьны
835,regnen::V,أمطر,зэрны
836,gefrieren::V,تجمد,гегдыны
837,tauen::V,ذاب,сывны
838,schmelzen::V,ذاب,сывны
839,trocknen::V,نشف,косьмыны
840,sieden::V,غلى,пизьны
841,faulen::V,فسد,нёльзьыны
842,verfaulen::V,تعفن,тӧрмыны
843,verfaulen::V,تعفن,сiсьмыны
844,reißen::V,انقطع,косясьны
845,versinken::V,غرق,вӧйны
846,vergehen::V,مضى,мунны
847,erscheinen::V,لاح,мыччисьны
848,erscheinen::V,ظهر,мыччисьны
849,verschwinden::V,غاب,ӧшны
850,sinken::V,هبط,ямны
851,abnehmen::V,نقص,ямны
852,zunehmen::V,ازداد,паськавны
853,steigen::V,صعد,лэбтiсьны
854,steigen::V,ارتفع,лэбтiсьны
855,wachsen::V,نما,быдмыны
856,wachsen::V,نبت,быдмыны
857,glänzen::V,لمع,свиттявны
858,funkeln::V,تلألأ,югйовтлыны
859,funkeln::V,تلألأ,югйӧв-керны
860,lärmen::V,ضج,чавзыны
861,lärmen::V,صخب,чавзыны
862,läuten::V,قرع,диньгыны
863,klingeln::V,دق,силькӧтны
864,klirren::V,قعقع,жольӧтны
865,brausen::V,عج,гуасьны
866,rauschen::V,حف,кышӧтны
867,klingen::V,رن,горавны
868,bellen::V,نبح,увтны
869,bellen::V,نبح,вувтны
870,heulen::V,عوى,уннявны
871,blasen::V,نفخ,пӧлявны
872,pfeifen::V,صفر,пиксыны
873,schreien::V,صرخ,айзыны
874,stöhnen::V,أن,ойзыны
875,stöhnen::V,أن,ружтыны
876,zittern::V,ارتعش,легьявны
877,leben::V,عاش,овны
878,geboren werden::V,ولد,шогмыны
879,atmen::V,تنفس,лолавны
880,trinken::V,شرب,юны
881,essen::V,أكل,сёйны
882,schlucken::V,جرع,ньылавны
883,müde werden::V,تعب,мыдзны
884,einschlafen::V,نام,ланьтны
885,schlafen::V,نام,узьны
886,aufwachen::V,استيقظ,саймыны
887,aufwachen::V,استيقظ,пальмыны
888,aufstehen::V,قام,сувтны
889,sich erholen::V,استجم,шоччисьлыны
890,krank werden::V,مرض,моржитны
891,krank sein::V,مرض,шогавны
892,krank sein::V,مرض,визьӧтны
893,schmerzen::V,آلم,висьны
894,husten::V,كح,кашляйтны
895,husten::V,سعل,кашляйтны
896,genesen::V,نقه,бурдны
897,sterben::V,مات,кувны
898,umkommen::V,هلك,вийсьыны
899,sich bewegen::V,تحرك,локны
900,sich bewegen::V,تحرك,ветлӧтны
901,sich rühren::V,تحرك,вӧрзьӧтчыны
902,sich erheben::V,قام,сувтны
903,sich setzen::V,جلس,пуксьыны
904,hinfallen::V,وقع,пӧрласьны
905,laufen::V,مشى,мунны
906,schreiten::V,خطا,тальччавны
907,spazierengehen::V,تنزه,котрасьны
908,eilen::V,عجل,тэрмасьны
909,sich beeilen::V,استعجل,тэрмасьны
910,sausen::V,أسرع,вирдавны-котӧртны
911,rennen::V,عدا,
912,rennen::V,ركض,
913,springen::V,قفز,чеччавны
914,klettern::V,تسلق,кышасьны
915,schaukeln::V,تأرجح,чурликасьны
916,kriechen::V,دب,кыскасьны-мунны
917,kriechen::V,زحف,кыскасьны-мунны
918,schwimmen::V,سبح,вартчыны
919,tauchen::V,غطس,сунгисьны ваӧ
920,rudern::V,جذف,сынны
921,fahren::V,ركب,мунны
922,fahren::V,سافر,мунны
923,fliegen::V,طار,лэбавны
924,gehen::V,سار,мунны
925,gehen::V,ذهب,мунны
926,weggehen::V,ذهب,мунны
927,weggehen::V,انصرف,мунны
928,abfahren::V,رحل,иньдӧтчыны
929,abfahren::V,رحل,мунны
930,anhalten::V,توقف,сувтны
931,hineingehen::V,دخل,пырны
932,eintreten::V,دخل,пырны
933,kommen::V,أتى,локны
934,kommen::V,جاء,локны
935,ankommen::V,وصل,локны
936,zurückkommen::V,عاد,бертны
937,zurückkommen::V,عاد,панӧвтсьыны
938,zurückkommen::V,رجع,бертны
939,zurückkommen::V,رجع,панӧвтсьыны
940,bleiben::V,مكث,кольччыны
941,warten::V,انتظر,видзчисьны
942,erwarten::V,ترقب,видзчисьны
943,erwarten::V,انتظر,видзчисьны
944,suchen::V,بحث,кошшыны
945,finden::V,وجد,адззыны
946,versuchen::V,حاول,пондыны
947,versuchen::V,حاول,пондӧтны
948,vorbereiten::V,أعد,лӧсьӧтны
949,vorbereiten::V,حضر,лӧсьӧтны
950,lieben::V,أحب,милуйтны
951,mögen::V,أحب,радейтны
952,lachen::V,ضحك,серавны
953,rühren::V,أثر,сьӧлӧм вӧрзьӧтны
954,weinen::V,بكى,горзыны
955,schimpfen::V,سب,видчыны
956,schimpfen::V,شتم,видчыны
957,sich ärgern::V,زعل,лёкавны
958,sich fürchten::V,هاب,повны
959,fürchten::V,خاف,повны
960,fürchten::V,خشي,повны
961,fliehen::V,هرب,пышшыны
962,flüchten::V,فر,пышшыны
963,sehen::V,رأى,адззыны
964,anschauen::V,نظر,видзӧтны
965,ansehen::V,نظر,видзӧтны
966,hören::V,سمع,кывны
967,zuhören::V,أصغى,кывзыны
968,probieren::V,ذاق,пешлыны
969,riechen::V,شم,дукавны
970,riechen::V,استنشق,дукавны
971,fühlen::V,شعر,кывны
972,scheinen::V,ظهر,декуйтчыны
973,zu sehen sein::V,ظهر,тыдавны
974,vernehmen::V,سمع,тӧдмавны
975,frieren::V,بردان,гегдыны
976,tun::V,فعل,керны
977,können::V,قدر,вермыны
978,können::V,استطاع,вермыны
979,wollen::V,شاء,мӧдны
980,wollen::V,أراد,мӧдны
981,anfangen::V,بدأ,петны
982,beenden::V,أنهى,ештӧтны
983,beenden::V,أنهى,керыштны
984,aufhören::V,توقف,дугдыны
985,aufhören::V,انقطع,дугдыны
986,gelingen::V,نجح,шогмыны
987,geraten::V,طلع,мыччисьны
988,öffnen::V,فتح,осьтны
989,schließen::V,أغلق,пӧднавны
990,stellen::V,وضع,сувтӧтны
991,stellen::V,أقام,сувтӧтны
992,setzen::V,أجلس,пуксьӧтны
993,legen::V,وضع,пуктыны
994,berühren::V,مس,вӧрзьӧтны
995,berühren::V,لمس,вӧрзьӧтны
996,verbinden::V,ربط,йитны
997,verbinden::V,وصل,йитны
998,bedecken::V,غطى,вевттьыны
999,aufhängen::V,علق,ӧшӧтны
1000,anzünden::V,أوقد,ӧзтыны
1001,aufheben::V,لقط,лэбтыны
1002,zurücklassen::V,ترك,кольны
1003,verlieren::V,فقد,ӧштыны
1004,fallen lassen::V,أسقط,уськӧтны
1005,machen::V,فعل,керны
1006,herstellen::V,صنع,вӧчны
1007,herstellen::V,أنتج,вӧчны
1008,bauen::V,بنى,строитны
1009,bauen::V,شيد,строитны
1010,reparieren::V,صلح,вочны
1011,verbessern::V,صحح,бурсьӧтны
1012,ändern::V,غير,вежны
1013,graben::V,حفر,гарйыны
1014,beugen::V,ثنى,кусіньтны
1015,beugen::V,أحنى,кусіньтны
1016,biegen::V,لوى,чукыльтыштны
1017,drehen::V,أدار,бергӧтны
1018,drehen::V,دور,бергӧтны
1019,wenden::V,قلب,бергӧтны
1020,umdrehen::V,قلب,бергӧтны
1021,heben::V,رفع,лэбтыны
1022,hochheben::V,رفع,лэбтыны
1023,ergreifen::V,مسك,кватитны
1024,halten::V,مسك,видзны
1025,drücken::V,ضغط,личкыны
1026,schieben::V,حرك,тойлавны
1027,kratzen::V,خدش,шаркӧтны
1028,lecken::V,لعق,нювны
1029,beißen::V,عض,йирны
1030,abreißen::V,قلع,орӧтны
1031,abschneiden::V,قطع,шӧрыштны
1032,abschneiden::V,قطع,вундыштны
1033,binden::V,ربط,гӧрдззыны
1034,stecken::V,دس,мӧртны
1035,brechen::V,كسر,жугдыны
1036,klopfen::V,طرق,зукӧтны
1037,hauen::V,ضرب,желльыны
1038,kleben::V,ألصق,лякӧтны
1039,reiben::V,حك,зыртны
1040,streichen::V,نشر,мавтны
1041,schleifen::V,سن,кыскыны
1042,schneiden::V,قطع,вундавны
1043,rütteln::V,رج,шатлавны
1044,schütteln::V,هز,зыбӧтны
1045,schwenken::V,لوح,ӧвтны
1046,schwenken::V,لوح,макайтны
1047,schütten::V,صب,кисьтны
1048,füllen::V,ملأ,тыртны
1049,füllen::V,ملأ,тырсьӧтны
1050,einwickeln::V,لف,тубны
1051,tragen::V,حمل,новйӧтны
1052,schleppen::V,سحب,кыскыны
1053,ziehen::V,سحب,кыскыны
1054,aufbewahren::V,حفظ,видзны
1055,werfen::V,رمى,шентывлыны
1056,werfen::V,ألقى,шентывлыны
1057,fangen::V,التقط,кутны
1058,packen::V,مسك,кутасьны
1059,packen::V,مسك,кватитны
1060,verstecken::V,خبأ,дзебны
1061,teilen::V,قسم,торйӧтны
1062,schicken::V,بعث,иньдыны
1063,schicken::V,أرسل,иньдыны
1064,bringen::V,جلب,вайны
1065,hinzufügen::V,أضاف,содтыны
1066,bekommen::V,حصل,получитны
1067,erhalten::V,استلم,получитны
1068,nehmen::V,أخذ,босьтны
1069,wählen::V,اختار,бӧрйыны
1070,auswählen::V,انتقى,бӧрйыны
1071,bewahren::V,حافظ,видзны
1072,behindern::V,عاق,падтыны
1073,verderben::V,أفسد,изводавны
1074,beschädigen::V,أضر,паздыны
1075,zerbrechen::V,كسر,паздыны
1076,zerreißen::V,مزق,косявны
1077,zerstören::V,دمر,паздыны
1078,verbrennen::V,حرق,сотны
1079,geben::V,أعطى,сетны
1080,reichen::V,ناول,сетны
1081,schenken::V,وهب,козьнавны
1082,versprechen::V,وعد,кӧсйыны
1083,wünschen::V,تمنى,бурсьыны
1084,loben::V,مدح,ошкыны
1085,küssen::V,قبل,окавны
1086,wiegen::V,هدهد,тюттьӧтны
1087,zudecken::V,غطى,вевттьыны
1088,wecken::V,أيقظ,саймӧтны
1089,zeigen::V,أرى,мыччавны
1090,führen::V,دل,нуӧтны
1091,lehren::V,علم,велӧтны
1092,unterrichten::V,علم,велӧтны
1093,aufziehen::V,ربى,быдтыны
1094,leiten::V,دل,юравны
1095,leiten::V,دل,веськӧтлыны
1096,leiten::V,أدار,юравны
1097,leiten::V,أدار,веськӧтлыны
1098,antreiben::V,حث,тэрмӧтны
1099,lassen::V,حدا,-ӧтыны
1100,einladen::V,دعا,корны
1101,vereinigen::V,وحد,ӧтувтны
1102,vereinigen::V,وحد,ӧтлаавны
1103,besuchen::V,زار,пыравлыны
1104,treffen::V,قابل,пантавны
1105,sich versammeln::V,اجتمع,ӧксьыны
1106,spielen::V,لعب,орсны
1107,singen::V,غنى,сьывны
1108,tanzen::V,رقص,йӧктыны
1109,sich trennen::V,افترق,торьясьны
1110,verlassen::V,ترك,кольны
1111,retten::V,نجى,мынтны
1112,retten::V,أنقذ,мынтны
1113,bewachen::V,حرس,смекайтны
1114,schützen::V,حمى,дорйыны
1115,verteidigen::V,دافع,дорйыны
1116,sich schlagen::V,تضارب,тышкасьны
1117,schießen::V,أطلق,лыйны
1118,siegen::V,انتصر,вермыны
1119,ärgern::V,أزعل,лӧгӧтны
1120,schlagen::V,ضرب,базнитны
1121,treten::V,رفس,чужьявны
1122,stechen::V,شك,бытшкыны
1123,stoßen::V,دفع,тапкыны
1124,stoßen::V,دفع,тойыштны
1125,stehlen::V,سرق,гусявны
1126,stören::V,ضايق,костіавны
1127,belästigen::V,أزعج,назыляйтны
1128,verbergen::V,كتم,дзебны
1129,täuschen::V,خدع,бӧбӧтны
1130,täuschen::V,خدع,пӧрьявны
1131,betrügen::V,غش,муклачитны
1132,töten::V,قتل,вийны
1133,wohnen::V,سكن,овны
1134,arbeiten::V,عمل,уджавны
1135,arbeiten::V,اشتغل,уджавны
1136,sammeln::V,جمع,ӧктыны
1137,pflücken::V,جنى,судзлавны
1138,pflücken::V,قطف,судзлавны
1139,jagen::V,صاد,вӧравны
1140,fischen::V,اصطاد,чериавны
1141,fassen::V,قبض,кутны
1142,hüten::V,رعى,вердны
1143,hüten::V,رعى,йирсьӧтны
1144,treiben::V,ساق,вашӧтны
1145,anbinden::V,ربط,кӧртавны
1146,füttern::V,علف,вердны
1147,melken::V,حلب,высьтыны
1148,melken::V,حلب,чилькӧтны
1149,hacken::V,فرم,керавны
1150,gießen::V,سقى,киськавны
1151,reifen::V,نضج,кисьмыны
1152,zubereiten::V,حضر,лӧсьӧтны
1153,kochen::V,طبخ,пуны
1154,backen::V,خبز,пӧжавны
1155,braten::V,قلى,жаритны
1156,braten::V,حمر,жаритны
1157,umrühren::V,قلب,соравны
1158,stricken::V,حاك,домавны
1159,nähen::V,خاط,вурны
1160,färben::V,صبغ,краситны
1161,färben::V,لون,краситны
1162,reinigen::V,نظف,весӧтны
1163,waschen::V,غسل,пеславны
1164,abwischen::V,مسح,чышкыны
1165,spülen::V,شطف,гывьявны
1166,fegen::V,كنس,чышкыны
1167,kehren::V,كنس,чышкыны
1168,baden::V,استحم,купайтчыны 
1169,sich waschen::V,اغتسل,миссьыны
1170,ausziehen::V,خلع,гыжтӧтны
1171,ausziehen::V,خلع,пӧрччавны
1172,anziehen::V,لبس,пасьтавны
1173,sich anziehen::V,اكتسى,пасьтасьны
1174,kämmen::V,مشط,сынавны
1175,schmücken::V,زين,баситны
1176,sagen::V,قال,висьтавны
1177,sprechen::V,تكلم,шуны
1178,reden::V,تكلم,баитны
1179,sich unterhalten::V,تحادث,сёрнитны
1180,fragen::V,سأل,юавны
1181,bitten::V,رجا,корны
1182,erzählen::V,حكي,висьтавны
1183,mitteilen::V,بلغ,висьтавны
1184,nennen::V,سمى,нимтны
1185,rufen::V,نادى,китсавны
1186,rufen::V,نادى,корны
1187,rufen::V,نادى,чукӧстны
1188,prahlen::V,فشر,ошшасьны
1189,prahlen::V,تفاخر,ошшасьны
1190,übersetzen::V,ترجم,вуджӧтны
1191,denken::V,فكر,чайтны
1192,glauben::V,اعتقد,веритны
1193,bemerken::V,لاحظ,казявны
1194,erkennen::V,عرف,тӧдсавны
1195,begreifen::V,فهم,вежӧртны
1196,begreifen::V,أدرك,вежӧртны
1197,verstehen::V,فهم,кывны
1198,lernen::V,درس,велӧтчыны
1199,wissen::V,علم,тӧдны
1200,sich erinnern an::V,تذكر,касьтывны
1201,vergessen::V,نسي,вунӧтны
1202,messen::V,قاس,меряйтны
1203,zählen::V,عد,лыддьыны
1204,zählen::V,أحصى,лыддьыны
1205,rechnen::V,حسب,лыддьыны
1206,lesen::V,قرأ,лыддьӧтны
1207,malen::V,صور,
1208,zeichnen::V,رسم,гижмавны
1209,schreiben::V,كتب,гижны
1210,besitzen::V,حاز,лоны
1211,besitzen::V,ملك,лоны
1212,kaufen::V,اشترى,небны
1213,verkaufen::V,باع,вузавны
1214,bezahlen::V,دفع,вештыны
1215,zahlen::V,سدد,вештыны
1216,beherrschen::V,حكم,
1217,ertragen::V,أطاق,терпитны
1218,ertragen::V,تحمل,терпитны
