,Concept_ID,ro,vep
92,Licht::N,lumină,vauktuz
93,Schatten::N,umbră,pil'vez
94,Schatten::N,umbră,kuvahaine
95,Wetter::N,timp,sä
96,Wetter::N,vreme,sä
97,Nebel::N,ceață,sumeg
98,Nebel::N,negură,sumeg
99,Wolke::N,nor,pil'v
100,Regen::N,ploaie,vihm
101,Schnee::N,zăpadă,lumi
102,Eis::N,gheață,jä
103,Frost::N,ger,hala
104,Frost::N,ger,pakaine
105,Kälte::N,frig,vilu
106,Hitze::N,arșiță,räk
107,Hitze::N,căldură,räk
108,Raureif::N,chiciură,hüde
109,Regenbogen::N,curcubeu,jumalanbembel'
110,Donner::N,tunet,juru
111,Donner::N,tunet,jumalanjuru
112,Strömung::N,curent,joksmuz
113,Tropfen::N,picătură,tilkuine
114,Schaum::N,spumă,vaht
115,Schmutz::N,murdărie,redu
116,Schmutz::N,murdărie,pačak
117,See::N,lac,järv
118,Sumpf::N,mlaștină,so
119,Moor::N,bărăgan,so
120,Wiese::N,fânaț,nit
121,Wiese::N,livadă,nit
122,Wald::N,codru,mec
123,Wald::N,pădure,mec
124,Hügel::N,deal,kukaz
125,Hügel::N,movilă,kukaz
126,Anhöhe::N,deal,kukaz
127,Anhöhe::N,ridicătură,kukaz
128,Berg::N,munte,mägi
129,Gipfel::N,pisc,ladv
130,Höhle::N,peșteră,mägionduz
131,Abhang::N,pantă,paute
132,Abhang::N,versant,paute
133,Quelle::N,izvor,lähte
134,Bach::N,gârlă,oja
135,Fluss::N,râu,jogi
136,Fluss::N,fluviu,jogi
137,Ufer::N,mal,rand
138,Ufer::N,țărm,rand
139,Küste::N,coastă,randišt
140,Festland::N,uscat,kuivma
141,Meer::N,mare,meri
142,Bucht::N,golf,laht
143,Insel::N,insulă,sar'
144,Blume::N,floare,änik
145,Gras::N,iarbă,hein
146,Wurzel::N,rădăcină,jur'
147,Baum::N,copac,pu
148,Baum::N,arbore,pu
149,Stamm::N,tulpină,tüvi
150,Rinde::N,scoarță,kor'
151,Ast::N,cracă,oks
152,Ast::N,creangă,oks
153,Zweig::N,ramură,oks
154,Zweig::N,ramură,barb
155,Zweig::N,creangă,oks
156,Zweig::N,creangă,barb
157,Blatt::N,frunză,lehtez
158,Birke::N,mesteacăn,koiv
159,Kiefer[Baum]::N,pin,pedai
160,Weide[Baum]::N,salcie,raid
161,Weide[Baum]::N,răchită,raid
162,Tanne::N,brad,kuz'
163,Horn::N,corn,sar'v
164,Feder::N,pană,höuneh
165,Fell::N,piele,nahk
166,Flügel::N,aripă,suug
167,Klaue::N,gheară,künz'
168,Kralle::N,labă,künz'
169,Kralle::N,gheară,künz'
170,Schwanz::N,coadă,händ
171,Ei::N,ou,muna
172,Nest::N,cuib,peza
173,Bau::N,bârlog,uru
174,Bau::N,vizuină,uru
175,Tier::N,animal,živat
176,Herde::N,turmă,kogo
177,Herde::N,cireadă,kogo
178,Kuh::N,vacă,lehm
179,Bulle::N,taur,härg
180,Pferd::N,cal,hebo
181,Schaf::N,oaie,lambaz
182,Schwein::N,porc,siga
183,Hund::N,câine,koir
184,Katze::N,pisică,kaži
185,Bär::N,urs,kondi
186,Eichhörnchen::N,veveriță,orav
187,Elch::N,elan,hirb'
188,Fuchs::N,vulpe,reboi
189,Hase::N,iepure,jäniš
190,Maus::N,șoarece,hir'
191,Wolf::N,lup,händikaz
192,Vogel::N,pasăre,lind
193,Schwarm::N,cârd,parveh
194,Huhn::N,găină,kana
195,Hahn::N,cocoș,kukoi
196,Gans::N,gâscă,hanh'
197,Adler::N,vultur,orl
198,Ente::N,rață,sorz
199,Eule::N,bufniță,hir'pulo
200,Kranich::N,cocor,kurg
201,Krähe::N,cioară,variš
202,Kuckuck::N,cuc,kägi
203,Schwan::N,lebădă,joucen
204,Fisch::N,pește,kala
205,Barsch::N,biban,ahven
206,Hecht::N,știucă,haug'
207,Schlange[Tier]::N,șarpe,kü
208,Schlange[Tier]::N,șarpe,mado
209,Wurm::N,vierme,mado
210,Spinne::N,păianjen,hämähouk
211,Ameise::N,furnică,murahaine
212,Laus::N,păduche,täi
213,Mücke::N,țânțar,säs'k
214,Fliege::N,muscă,kärbhaine
215,Schmetterling::N,fluture,lipkaine
216,Beere::N,boabă,marj
217,Apfel::N,măr,jablok
218,Pilz::N,burete,sen'
219,Pilz::N,burete,babuk
220,Pilz::N,ciupercă,sen'
221,Pilz::N,ciupercă,babuk
222,Zwiebel::N,ceapă,lauk
223,Saat::N,semănătură,semned
224,Korn::N,grâu,jüvä
225,Korn::N,grâu,vill'
226,Heu::N,fân,hein
227,Schale::N,coajă,kor'
228,Grube::N,groapă,kop
229,Falle::N,cursă,rida
230,Falle::N,capcană,rida
231,Schlinge::N,laț,rihm
232,Spur::N,dâră,jäl'g
233,Asche::N,cenușă,tuhk
234,Dreck::N,noroi,redu
235,Dreck::N,noroi,pačak
236,Dreck::N,murdărie,redu
237,Dreck::N,murdărie,pačak
238,Eisen::N,fier,raud
239,Gold::N,aur,kuld
240,Silber::N,argint,hobed
241,Kohle::N,cărbune,hil'
242,Glas::N,sticlă,stökol
243,Lehm::N,lut,savi
244,Lehm::N,humă,savi
245,Sand::N,nisip,lete
246,Mensch::N,om,mez'
247,Mensch::N,om,ristit
248,Mensch::N,persoană,mez'
249,Mensch::N,persoană,ristit
250,Mann::N,om,mez'
251,Mann::N,bărbat,mez'
252,Frau::N,femeie,naine
253,Kind::N,copil,laps'
254,Junge::N,băiat,poig
255,Junge::N,băiat,prihaine
256,Junge::N,flăcău,poig
257,Junge::N,flăcău,prihaine
258,Mädchen::N,fată,neičukaine
259,Familie::N,familie,kanz
260,Familie::N,familie,pereh
261,Großvater::N,bunic,ded
262,Großvater::N,tată mare,ded
263,Großmutter::N,bunică,bab
264,Großmutter::N,mamă mare,bab
265,Eltern::N,părinți,vanhembad
266,Eltern::N,părinți,kazvatajad
267,Vater::N,tată,tat
268,Vater::N,părinte,tat
269,Mutter::N,mamă,mam
270,Sohn::N,fiu,poig
271,Sohn::N,fecior,poig
272,Tochter::N,fiică,tütär
273,Bruder::N,frate,veik
274,Bruder::N,frate,vell'
275,Schwester::N,soră,čiža
276,Schwester::N,soră,sizar
277,Onkel::N,unchi,däd'
278,Tante::N,mătușă,tädi
279,Ehemann::N,soț,mužik
280,Ehemann::N,bărbat,mužik
281,Ehefrau::N,soție,ak
282,Freude::N,bucurie,ilo
283,Freude::N,bucurie,ihastuz
284,Gelächter::N,râset,nagr
285,Glück::N,fericire,oza
286,Kummer::N,mâhnire,gor'a
287,Wunsch::N,dorință,taht
288,Wunsch::N,deziderat,taht
289,Lust::N,poftă,himo
290,Lust::N,înclinare,himo
291,Geist::N,duh,heng
292,Geist::N,minte,heng
293,Geist::N,suflet,heng
294,Gedanke::N,gând,meletuz
295,Gedanke::N,cuget,meletuz
296,Gedächtnis::N,memorie,mušt
297,Verstand::N,minte,mel'
298,Verstand::N,intelect,mel'
299,Sinn::N,sens,jüvä
300,Sinn::N,înțeles,jüvä
301,Grund::N,cauză,sü
302,Grund::N,pricină,sü
303,Wahrheit::N,adevăr,tozi
304,Gespräch::N,convorbire,lodu
305,Gespräch::N,convorbire,pagin
306,Gespräch::N,conversație,lodu
307,Gespräch::N,conversație,pagin
308,Märchen::N,basm,sarn
309,Märchen::N,poveste,sarn
310,Erzählung::N,poveste,sanutez
311,Nachricht::N,veste,tedotuz
312,Neuigkeit::N,noutate,uzištuz
313,Neuigkeit::N,actualitate,uzištuz
314,Name::N,nume,nimi
315,Rätsel::N,ghicitoare,ozoitez
316,Rede::N,discurs,pagin
317,Rede::N,discurs,sanad
318,Sprache::N,limbă,kel'
319,Sprache::N,limbaj,kel'
320,Stimme::N,glas,än'
321,Wort::N,cuvânt,sana
322,Zeichen::N,semn,znam
323,Zeichen::N,semnal,znam
324,Ruf::N,chemare,kida
325,Ruf::N,chemare,kucund
326,Lärm::N,zgomot,judu
327,Lärm::N,tărăboi,judu
328,Laut::N,sunet,kulund
329,Ton::N,ton,kulund
330,Lied::N,cântec,pajo
331,Ruhe::N,odihnă,lebu
332,Ruhe::N,liniște,lebu
333,Leute::N,lume,rahvaz
334,Leute::N,oameni,rahvaz
335,Volk::N,popor,rahvaz
336,Volk::N,națiune,rahvaz
337,Arbeit::N,lucru,tö
338,Arbeit::N,lucru,rad
339,Gast::N,musafir,adiv
340,Geschenk::N,dar,lahj
341,Geschenk::N,cadou,lahj
342,Spiel::N,joc,vänd
343,Gesellschaft::N,societate,sebr
344,Hilfe::N,ajutor,abu
345,Freund::N,amic,sebranik
346,Freund::N,prieten,sebranik
347,Kamerad::N,tovarăș,sebranik
348,Angelegenheit::N,afacere,azj
349,Anzahl::N,număr,lugu
350,Anzahl::N,cantitate,lugu
351,Art::N,fel,rod
352,Art::N,fel,rodsugu
353,Art::N,specie,rod
354,Art::N,specie,rodsugu
355,Stück::N,bucată,pala
356,Stück::N,bucată,supal
357,Teil::N,parte,pala
358,Teil::N,porție,pala
359,Hälfte::N,jumătate,pol'
360,Kreis::N,cerc,ümbruz
361,Kreis::N,cerc,kehkruz
362,Kreuz::N,cruce,rist
363,Linie::N,linie,pird
364,Strich::N,linie,pird
365,Strich::N,trăsătură,pird
366,Abstand::N,distanță,keskust
367,Abstand::N,depărtare,keskust
368,Entfernung::N,distanță,matk
369,Entfernung::N,depărtare,matk
370,Gegend::N,regiune,taho
371,Platz::N,loc,avaruz'
372,Ort::N,loc,koht
373,Seite::N,latură,pol'
374,Seite::N,latură,kül'g
375,Mitte::N,centru,kesk
376,Gegenstand::N,obiect,kalu
377,Sache::N,lucru,azj
378,Sache::N,chestie,azj
379,Rand::N,bordură,röun
380,Kante::N,muchie,röun
381,Kante::N,bordură,röun
382,Ecke::N,colț,saum
383,Spitze::N,vârf,agjaine
384,Spitze::N,creștet,agjaine
385,Ende::N,capăt,agj
386,Loch::N,gaură,reig
387,Winkel::N,colț,čoga
388,Winkel::N,colț,saum
389,Muster::N,desen,kirjam
390,Größe::N,mărime,suruz'
391,Länge::N,lungime,piduz
392,Höhe::N,înălțime,korktuz'
393,Gewicht::N,greutate,jügu
394,Gewicht::N,greutate,vedäduz
395,Menge::N,cantitate,äjüz'
396,Haufen::N,grămadă,kogo
397,Reihe::N,șir,rivi
398,Reihe::N,rând,rivi
399,Boot::N,barcă,veneh
400,Boot::N,luntre,veneh
401,Ruder::N,vâslă,air
402,Ruder::N,lopată,air
403,Schlitten::N,sanie,regi
404,Schlitten::N,sanie,regut
405,Ski::N,schi,suks'
406,Lagerfeuer::N,foc de tabără,nodj
407,Lagerfeuer::N,foc de tabără,pažag
408,Last::N,povară,jüguz
409,Last::N,sarcină,jüguz
410,Gang::N,mers,astund
411,Gang::N,umblet,astund
412,Schritt::N,pas,hašk
413,Norden::N,nord,pohjoine
414,Norden::N,miazănoapte,pohjoine
415,Süden::N,sud,suvi
416,Süden::N,miazăzi,suvi
417,Westen::N,apus,päivlaskm
418,Osten::N,est,päivnouzm
419,Osten::N,răsărit,päivnouzm
420,Holz::N,lemn,pu
421,Brett::N,scândură,laud
422,Platte::N,placă,keitim
423,Stütze::N,proptea,tugi
424,Stange::N,bară,arz'
425,Stange::N,prăjină,arz'
426,Stock::N,băț,kalu
427,Stock::N,baston,kalu
428,Stab::N,baston,seibaz
429,Stab::N,prăjină,seibaz
430,Rohr::N,tub,torv
431,Rohr::N,țeavă,torv
432,Haus::N,casă,pert'
433,Heim::N,casă,kodi
434,Heim::N,cămin,kodi
435,Ofen::N,sobă,päč
436,Fußboden::N,podea,lava
437,Fußboden::N,dușumea,lava
438,Tisch::N,masă,laud
439,Tisch::N,masă,stal'c
440,Stuhl::N,scaun,ištim
441,Wiege::N,leagăn,kätte
442,Bett::N,pat,sija
443,Bett::N,pat,magaduzsija
444,Regal::N,rafturi,palič
445,Kiste::N,ladă,mülütim
446,Kiste::N,cutie,mülütim
447,Fenster::N,fereastră,ikun
448,Tür::N,ușă,uks'
449,Tor::N,poartă,verai
450,Zaun::N,gard,aid
451,Dach::N,acoperiș,katuz
452,Leiter::N,scară,pordhad
453,Besen::N,mătură,lud
454,Besen::N,mătură,vast
455,Spaten::N,cazma,labid
456,Spaten::N,hârleț,labid
457,Schaufel::N,lopată,labid
458,Gabel::N,furculiță,hangoine
459,Löffel::N,lingură,luzik
460,Messer::N,cuțit,veič
461,Nagel::N,cui,nagl
462,Netz::N,plasă,verk
463,Haken::N,cârlig,kouk
464,Griff::N,mâner,kägä
465,Griff::N,mâner,varz'
466,Schloss::N,lacăt,lukkol
467,Bild::N,tablou,kuva
468,Bild::N,imagine,kuva
469,Figur::N,chip,figur
470,Figur::N,figură,figur
471,Puppe::N,păpușă,tätüine
472,Beutel::N,pungă,havad
473,Beutel::N,săculeț,havad
474,Bündel::N,mănunchi,toppaz
475,Bündel::N,mănunchi,käč
476,Tasche::N,geantă,sumk
477,Eimer::N,găleată,vädr
478,Deckel::N,capac,katuz
479,Geschirr::N,vase,astii
480,Geschirr::N,tacâmuri,astii
481,Sack::N,sac,havad
482,Tasse::N,ceașcă,čašk
483,Topf::N,oală,pada
484,Kessel::N,cazan,katil
485,Kessel::N,căldare,katil
486,Essen::N,mâncare,sönd
487,Nahrung::N,hrană,söm
488,Nahrung::N,aliment,söm
489,Speise::N,bucate,sömine
490,Speise::N,fel de bucate,sömine
491,Fleisch::N,carne,liha
492,Getreide::N,cereale,vill'
493,Brei::N,pireu,pudr
494,Brot::N,pâine,leib
495,Scheibe::N,felie,bibaleh
496,Scheibe::N,felie,šlik
497,Scheibe::N,bucată,bibaleh
498,Scheibe::N,bucată,šlik
499,Fett::N,untură,razv
500,Fett::N,grăsime,razv
501,Butter::N,unt,voi
502,Öl::N,ulei,voi
503,Salz::N,sare,sol
504,Suppe::N,supă,lem'
505,Suppe::N,supă,keitoz
506,Suppe::N,ciorbă,lem'
507,Suppe::N,ciorbă,keitoz
508,Honig::N,miere,mezi
509,Milch::N,lapte,maid
510,Tee::N,ceai,čai
511,Leder::N,piele,nahk
512,Wolle::N,lână,vill
513,Stoff::N,stofă,kangaz
514,Nadel::N,ac,negl
515,Faden::N,ață,nit'
516,Knopf::N,buton,nübl'
517,Knoten::N,nod,sol'm
518,Farbe::N,vopsea,muju
519,Kleidung::N,haine,sobad
520,Kleidung::N,îmbrăcăminte,sobad
521,Hemd::N,cămașă,paid
522,Kragen::N,guler,kagluz
523,Ärmel::N,mânecă,hijam
524,Hose::N,pantaloni,štanad
525,Gürtel::N,cordon,vö
526,Mütze::N,șapcă,šapuk
527,Schuh::N,gheată,keng'
528,Stiefel::N,cizmă,sapug
529,Ring::N,inel,rengaz
530,Ring::N,verigă,rengaz
531,Band::N,panglică,lentaine
532,Band::N,șiret,lentaine
533,Kamm::N,pieptene,suga
534,Spiegel::N,oglindă,zerkol
535,Riemen::N,curea,vö
536,Schnur::N,funie,nor
537,Schnur::N,sfoară,nor
538,Leine::N,lesă,talutimnor
539,Leine::N,curea,talutimnor
540,Decke::N,pătură,sijakatuz
541,Kissen::N,pernă,pöluz
542,Tuch::N,batic,paik
543,Handtuch::N,prosop,käzipaik
544,Handtuch::N,ștergar,käzipaik
545,Kraft::N,forță,vägi
546,Kraft::N,putere,vägi
547,Stärke::N,tărie,vahvuz'
548,Stärke::N,vigoare,vahvuz'
549,Gesundheit::N,sănătate,tervhuz
550,Krankheit::N,boală,läžund
551,Krankheit::N,maladie,läžund
552,Schmerz::N,durere,kibu
553,Wunde::N,rană,čapatez
554,Fieber::N,febră,säru
555,Arznei::N,leac,zel'l'
556,Arznei::N,medicament,zel'l'
557,Brücke::N,pod,sild
558,Brücke::N,punte,sild
559,Brunnen::N,puț,kaiv
560,Weide::N,izlaz,omaluine
561,Weide::N,pășune,omaluine
562,Pfad::N,cărare,tehut
563,Weg::N,drum,te
564,Straße::N,cale,te
565,Straße::N,stradă,te
566,Dorf::N,sat,külä
567,Stadt::N,oraș,lidn
568,Brief::N,scrisoare,kirjeine
569,Buch::N,carte,kirj
570,Buchstabe::N,literă,kirjam
571,Buchstabe::N,caracter,kirjam
572,Zeitung::N,ziar,lehtez
573,Zeitung::N,gazetă,lehtez
574,Leben::N,viață,elo
575,Tod::N,moarte,surm
576,Grab::N,groapă,kaum
577,Grab::N,mormânt,kaum
578,Kirche::N,biserică,jumalanpert'
579,Sünde::N,păcat,grähk
580,Gott::N,zeu,jumal
581,Arbeiter::N,muncitor,radnik
582,Chef::N,șef,pämez'
583,Meister::N,meșter,mastar
584,Meister::N,maestru,mastar
585,Arzt::N,medic,lekar'
586,Arzt::N,doctor,lekar'
587,Lehrer::N,profesor,opendai
588,Lehrer::N,învățător,opendai
589,Geld::N,bani,rahad
590,Geld::N,parale,rahad
591,Geschäft::N,treabă,biznes
592,Geschäft::N,afacere,biznes
593,Laden::N,magazin,lauk
594,Laden::N,prăvălie,lauk
595,Preis::N,preț,arv
596,Ware::N,marfă,tavar
597,Nutzen::N,folos,liža
598,Nutzen::N,profit,liža
599,Reichtum::N,avuție,kodielo
600,Reichtum::N,avuție,kal'huz'
601,Reichtum::N,bogăție,kodielo
602,Reichtum::N,bogăție,kal'huz'
603,Welt::N,lume,mail'm
604,Land::N,țară,ma
605,Staat::N,stat,valdkund
606,König::N,rege,kunigaz
607,Macht::N,putere,vald
608,Macht::N,putință,vald
609,Grenze::N,hotar,röun
610,Grenze::N,graniță,röun
611,Grenze::N,frontieră,röun
612,Krieg::N,război,soda
613,Feind::N,dușman,vihanik
614,Feind::N,dușman,vastustai
615,Gewalt::N,violență,vägivald
616,Kampf::N,luptă,tora
617,Bogen[Waffe]::N,arc,taug
618,Pfeil::N,săgeată,nol
619,Gewehr::N,armă,oružj
620,Gewehr::N,pușcă,oružj
621,Fehler::N,eroare,viga
622,Fehler::N,greșeală,viga
623,Lüge::N,minciună,kelastuz
624,Schaden::N,daună,pahuz'
625,Schaden::N,pagubă,pahuz'
626,Unglück::N,nenorocire,bed
627,Unglück::N,nenorocire,gor'a
628,Schuld::N,vină,värhuz'
629,Alter::N,etate,igä
630,Alter::N,vârstă,igä
631,Schluss::N,sfârșit,lop
632,Zeit::N,timp,aig
633,Zeit::N,vreme,aig
634,Tag::N,zi,päiv
635,Morgen::N,dimineață,homendez
636,Mittag::N,prânz,keskpäiv
637,Mittag::N,amiază,keskpäiv
638,Abend::N,seară,eht
639,Nacht::N,noapte,ö
640,Woche::N,săptămână,nedal'
641,Monat::N,lună,ku
642,Jahr::N,an,voz'
643,Frühling::N,primăvară,keväz'
644,Sommer::N,vară,keza
645,Herbst::N,toamnă,sügüz'
646,Winter::N,iarnă,tal'v
647,Januar::N,ianuarie,viluku
648,Februar::N,februarie,uhoku
649,März::N,martie,keväz'ku
650,April::N,aprilie,sulaku
651,Mai::N,mai,semendku
652,Juni::N,iunie,kezaku
653,Juli::N,iulie,heinku
654,August::N,august,eloku
655,September::N,septembrie,sügüz'ku
656,Oktober::N,octombrie,reduku
657,November::N,noiembrie,kül'mku
658,Dezember::N,decembrie,tal'vku
659,Montag::N,luni,ezmärg
660,Dienstag::N,marți,tožnarg
661,Mittwoch::N,miercuri,koumanz'päiv
662,Donnerstag::N,joi,nellänz'päiv
663,Freitag::N,vineri,pätnič
664,Freitag::N,vineri,videnz'päiv
665,Samstag::N,sâmbătă,sobat
666,Sonntag::N,duminică,pühäpäiv
667,groß::A,mare,sur'
668,groß::A,mare,järed
669,klein::A,mic,pen'
670,klein::A,mic,pičuine
671,lang::A,lung,pit'k
672,kurz::A,scurt,lühüd
673,breit::A,lat,leved
674,breit::A,larg,leved
675,schmal::A,strâmt,kaid
676,dicht::A,des,tihed
677,dick[Gegenstand]::A,gros,paks
678,dünn::A,subțire,hoik
679,fein::A,fin,hen
680,fein::A,subțire,hen
681,fest::A,tare,luja
682,fest::A,tare,ninev
683,fest::A,solid,luja
684,fest::A,solid,ninev
685,flach::A,șes,lapak
686,flach::A,plan,lapak
687,glatt::A,lins,siled
688,hart::A,dur,kova
689,weich::A,moale,pehmed
690,rund::A,rotund,kehker
691,rund::A,circular,kehker
692,spitz::A,ascuțit,nügu
693,spitz::A,ascuțit,terav
694,scharf::A,tăios,terav
695,scharf::A,ascuțit,terav
696,stumpf::A,tocit,tül'c
697,schwer::A,greu,jüged
698,schön::A,frumos,čoma
699,heiß::A,cald,räk
700,heiß::A,fierbinte,räk
701,warm::A,cald,läm'
702,warm::A,fierbinte,läm'
703,kalt::A,rece,vilu
704,kühl::A,rece,raibak
705,kühl::A,rece,viluhk
706,kühl::A,răcoros,raibak
707,kühl::A,răcoros,viluhk
708,frisch::A,răcoros,lahed
709,frisch::A,proaspăt,lahed
710,feucht::A,umed,neps
711,feucht::A,umed,toreh
712,feucht::A,jilav,neps
713,feucht::A,jilav,toreh
714,nass::A,ud,märg
715,trocken::A,sec,kuiv
716,trocken::A,uscat,kuiv
717,voll::A,plin,täuz'
718,leer::A,gol,joudai
719,offen::A,deschis,avoin
720,offen::A,deschis,avol'jaine
721,geschlossen::A,închis,saubaline
722,sauber::A,curat,puhtaz
723,schmutzig::A,murdar,redukaz
724,roh::A,crud,rohk
725,roh::A,crud,toreh
726,reif::A,copt,küps
727,lecker::A,gustos,magukaz
728,süß::A,dulce,maged
729,bitter::A,amar,karged
730,sauer::A,acru,muiged
731,hell::A,clar,kirkas
732,hell::A,clar,valgei
733,hell::A,luminos,kirkas
734,hell::A,luminos,valgei
735,dunkel::A,obscur,pimed
736,dunkel::A,întunecos,pimed
737,schwarz::A,negru,must
738,weiß::A,alb,vauged
739,rot::A,roșu,rusked
740,gelb::A,galben,pakuine
741,blau::A,albastru,sinine
742,grün::A,verde,vihand
743,grau::A,gri,hahk
744,grau::A,cenușiu,hahk
745,bunt::A,colorat,kirjav
746,billig::A,ieftin,odav
747,teuer::A,scump,kalliž
748,wertvoll::A,prețios,arvokas
749,blind::A,orb,soged
750,taub::A,surd,kurdiž
751,kräftig::A,tare,vägev
752,kräftig::A,forte,vägev
753,kräftig::A,robust,vägev
754,stark::A,viguros,vahv
755,stark::A,viguros,vägekaz
756,stark::A,puternic,vahv
757,stark::A,puternic,vägekaz
758,schwach::A,slab,väll'
759,schwach::A,debil,väll'
760,fett::A,gras,razvakaz
761,schlank::A,zvelt,kapos
762,hübsch::A,drăguț,čoma
763,böse::A,rău,äred
764,böse::A,rău,käred
765,böse::A,răutăcios,äred
766,böse::A,răutăcios,käred
767,dumm::A,nerod,el'getoi
768,dumm::A,tâmpit,el'getoi
769,faul::A,leneș,lašk
770,fleißig::A,harnic,radonnavedii
771,fleißig::A,sârguincios,radonnavedii
772,geizig::A,calic,ažlak
773,geizig::A,zgârcit,ažlak
774,klug::A,isteț,melev
775,klug::A,isteț,melekaz
776,klug::A,deștept,melev
777,klug::A,deștept,melekaz
778,geschickt::A,dibaci,mahtokaz
779,lieb::A,drag,izo
780,lieb::A,drag,sula
781,lieb::A,iubit,izo
782,lieb::A,iubit,sula
783,lustig::A,vesel,ilokaz
784,sanft::A,blând,laskav
785,sanft::A,blajin,laskav
786,hungrig::A,flămând,näl'ghine
787,krank::A,bolnav,läžui
788,nackt::A,gol,alastoi
789,traurig::A,trist,opalahine
790,traurig::A,mâhnit,opalahine
791,lebendig::A,viu,eläb
792,gut::A,bun,hüvä
793,schlecht::A,rău,huba
794,schlecht::A,prost,huba
795,richtig::A,drept,oiged
796,richtig::A,corect,oiged
797,schlimm::A,rău,paha
798,wahr::A,adevărat,todesine
799,alt::A,uzat,vanh
800,alt::A,vechi,vanh
801,neu::A,nou,uz'
802,ehemalig::A,fost,edeline
803,ehemalig::A,anterior,edeline
804,alt[Lebewesen]::A,bătrîn,ravaz
805,jung::A,tânăr,nor'
806,arm::A,sărac,gol'l'
807,arm::A,sărman,gol'l'
808,reich::A,avut,elokaz
809,reich::A,bogat,elokaz
810,bekannt::A,cunoscut,tutab
811,berühmt::A,renumit,tetab
812,fremd::A,străin,veraz
813,verschieden::A,diferit,erazvuitte
814,verschieden::A,deosebit,erazvuitte
815,nah::A,apropiat,läheline
816,fern::A,departe,edahaine
817,linker::A,stâng,hura
818,rechter::A,drept,oiged
819,anderer::A,alt,toine
820,erster::A,prim,ezmäine
821,zweiter::A,al doilea,toine
822,dritter::A,treilea,koumanz'
823,letzter::A,final,jäl'gmäine
824,allein::ADV,singur,üksnäze
825,auf einmal::ADV,dintrodată,ühten aigan
826,zusammen::ADV,împreună,ühtes
827,lange::ADV,îndelung,hätken
828,lange::ADV,mult timp,hätken
829,plötzlich::ADV,deodată,äkkid
830,plötzlich::ADV,pe neașteptate,äkkid
831,sofort::ADV,imediat,kerdalaz
832,sofort::ADV,numaidecît,kerdalaz
833,später::ADV,mai apoi,möhemba
834,später::ADV,mai târziu,möhemba
