,Concept_ID,ba,ba
723,fremd::A,ят,сит
724,fremd::A,сит,ят
725,fremd::A,сит,сит
726,verschieden::A,төрлө,төрлө
727,nah::A,яҡын,яҡын
728,fern::A,алыҫ,алыҫ
729,fern::A,алыҫ,йыраҡ
730,fern::A,йыраҡ,алыҫ
731,fern::A,йыраҡ,йыраҡ
732,linker::A,һул,һул
733,rechter::A,уң,уң
734,anderer::A,бутән,бутән
735,erster::A,тәүге,тәүге
736,zweiter::A,икенсе,икенсе
737,dritter::A,өсөнсө,өсөнсө
738,letzter::A,һуңғы,һуңғы
739,allein::ADV,бер үҙе,бер үҙе
740,allein::ADV,бер үҙе,яңғыҙ
741,allein::ADV,яңғыҙ,бер үҙе
742,allein::ADV,яңғыҙ,яңғыҙ
743,auf einmal::ADV,бер юлы,бер юлы
744,zusammen::ADV,бергә,бергә
745,lange::ADV,оҙаҡ,оҙаҡ
746,plötzlich::ADV,ҡапыл,ҡапыл
747,sofort::ADV,шунда уҡ,шунда уҡ
748,später::ADV,һуңыраҡ,һуңыраҡ
749,jetzt::ADV,хәҙер,хәҙер
750,heute::ADV,бөгөн,бөгөн
751,morgen::ADV,иртәгә,иртәгә
752,bald::ADV,тиҙҙән,тиҙҙән
753,dann::ADV,һуңынан,һуңынан
754,gestern::ADV,кисә,кисә
755,einst::ADV,ҡасандыр,ҡасандыр
756,einst::ADV,ҡасандыр,бер баҡыт
757,einst::ADV,бер баҡыт,ҡасандыр
758,einst::ADV,бер баҡыт,бер баҡыт
759,damals::ADV,ул саҡта,ул саҡта
760,danach::ADV,һуңынан,һуңынан
761,vorher::ADV,элек,элек
762,zuerst::ADV,башта,башта
763,einmal::ADV,бер,бер
764,manchmal::ADV,ҡайһы берҙә,ҡайһы берҙә
765,oft::ADV,йыш,йыш
766,immer::ADV,һәр ҡасан,һәр ҡасан
767,niemals::ADV,бер ҡасан да,бер ҡасан да
768,niemals::ADV,бер ҡасан да,бер ваҡытта ла
769,niemals::ADV,бер ваҡытта ла,бер ҡасан да
770,niemals::ADV,бер ваҡытта ла,бер ваҡытта ла
771,hier::ADV,бында,бында
772,hierhin::ADV,бында,бында
773,von hier::ADV,бынан,бынан
774,von hier::ADV,бынан,ошонан
775,von hier::ADV,ошонан,бынан
776,von hier::ADV,ошонан,ошонан
777,dort::ADV,шунда,шунда
778,dort::ADV,шунда,тегендә
779,dort::ADV,тегендә,шунда
780,dort::ADV,тегендә,тегендә
781,dorthin::ADV,шунда,шунда
782,dorthin::ADV,шунда,тегеләй
783,dorthin::ADV,тегеләй,шунда
784,dorthin::ADV,тегеләй,тегеләй
785,geradeaus::ADV,тура,тура
786,vorwärts::ADV,алға,алға
787,rückwärts::ADV,кирегә,кирегә
788,zurück::ADV,кирегә,кирегә
789,unten::ADV,түбәндә,түбәндә
790,hinab::ADV,түбәнгә,түбәнгә
791,oben::ADV,юғарыла,юғарыла
792,hinauf::ADV,юғарыға,юғарыға
793,überall::ADV,бөтә урында,бөтә урында
794,nicht::ADV,тугел,тугел
795,ein wenig::ADV,аҙ,аҙ
796,kaum::ADV,көскә,көскә
797,kaum::ADV,көскә,саҡ-саҡ
798,kaum::ADV,саҡ-саҡ,көскә
799,kaum::ADV,саҡ-саҡ,саҡ-саҡ
800,sehr::ADV,ифат,ифат
801,so::ADV,шулай,шулай
802,noch::ADV,йәнә,йәнә
803,nur::ADV,бары,бары
804,schon::ADV,инде,инде
805,wieder::ADV,тағы,тағы
806,vergebens::ADV,бушҡа,бушҡа
807,vor::PRP,алдында,алдында
808,hinter::PRP,артында,артында
809,unter::PRP,аҫтында,аҫтында
810,durch::PRP,үтә,үтә
811,neben::PRP,эргәһендә,эргәһендә
812,zwischen::PRP,араһында,араһында
813,wegen::PRP,өсөн,өсөн
814,wegen::PRP,өсөн,сәбәпле
815,wegen::PRP,сәбәпле,өсөн
816,wegen::PRP,сәбәпле,сәбәпле
817,dies::PRN,был,был
818,dies::PRN,был,ошо
819,dies::PRN,ошо,был
820,dies::PRN,ошо,ошо
821,das::PRN,ул,ул
822,alles::PRN,бөтә,бөтә
823,ich::PRN,мин,мин
824,du::PRN,һин,һин
825,er::PRN,ул,ул
826,wir::PRN,беҙ,беҙ
827,ihr::PRN,һеҙ,һеҙ
828,sie::PRN,улар,улар
829,was::FPRN,ә,ә
830,was::FPRN,ә,ни
831,was::FPRN,ә,нәмә
832,was::FPRN,ни,ә
833,was::FPRN,ни,ни
834,was::FPRN,ни,нәмә
835,was::FPRN,нәмә,ә
836,was::FPRN,нәмә,ни
837,was::FPRN,нәмә,нәмә
838,wer::FPRN,ҡем,ҡем
839,wo::FADV,ҡайҙа,ҡайҙа
840,wohin::FADV,ҡайҙа,ҡайҙа
841,wie::FADV,инидәй,инидәй
842,warum::FADV,ин өсөн,ин өсөн
843,wieviel::FNUM,күпме,күпме
844,eins::NUM,бер,бер
845,zwei::NUM,ике,ике
846,zwei::NUM,ике,икәү
847,zwei::NUM,икәү,ике
848,zwei::NUM,икәү,икәү
849,drei::NUM,өс,өс
850,vier::NUM,дүрт,дүрт
851,fünf::NUM,биш,биш
852,sechs::NUM,алты,алты
853,sieben::NUM,ете,ете
854,acht::NUM,һигеҙ,һигеҙ
855,neun::NUM,туғыҙ,туғыҙ
856,zehn::NUM,ун,ун
857,elf::NUM,ун бер,ун бер
858,zwölf::NUM,ун ике,ун ике
859,zwanzig::NUM,егерме,егерме
860,dreißig::NUM,утыҙ,утыҙ
861,vierzig::NUM,ҡырҡ,ҡырҡ
862,fünfzig::NUM,илле,илле
863,sechzig::NUM,алтмыш,алтмыш
864,siebzig::NUM,етмеш,етмеш
865,achtzig::NUM,һикһән,һикһән
866,neunzig::NUM,туҡһан,туҡһан
867,hundert::NUM,йөҙ,йөҙ
868,tausend::NUM,мең,мең
869,und::CNJ,да,да
870,oder::CNJ,йәки,йәки
871,stehen::V,тороу,тороу
872,sitzen::V,ултырыу,ултырыу
873,liegen::V,ятыу,ятыу
874,hängen::V,аҫылынып тороу,аҫылынып тороу
875,werden::V,булыу,булыу
876,passieren::V,булыу,булыу
877,beginnen::V,башлау,башлау
878,enden::V,бөтөү,бөтөү
879,enden::V,бөтөү,тамамланыү
880,enden::V,тамамланыү,бөтөү
881,enden::V,тамамланыү,тамамланыү
882,wechseln::V,үҙгәреү,үҙгәреү
883,aufgehen[Sonne]::V,ҡалҡыу,ҡалҡыу
884,untergehen[Sonne]::V,байыу,байыу
885,scheinen[Sonne]::V,яҡтыртып тороу,яҡтыртып тороу
886,donnern::V,күкрәү,күкрәү
887,wehen::V,иҫеү,иҫеү
888,strömen::V,ташыу,ташыу
889,fließen::V,ағыу,ағыу
890,sich drehen::V,әйләнеү,әйләнеү
891,schwanken::V,тирбәлеү,тирбәлеү
892,schwingen::V,бәүетеү,бәүетеү
893,fallen::V,йығылыу,йығылыу
894,brennen::V,яныу,яныу
895,rauchen::V,төтәү,төтәү
896,regnen::V,ямғыр яуа,ямғыр яуа
897,gefrieren::V,туңыү,туңыү
898,tauen::V,иреү,иреү
899,schmelzen::V,иреү,иреү
900,trocknen::V,кибеү,кибеү
901,sieden::V,ҡайнау,ҡайнау
902,faulen::V,сереу,сереу
903,verfaulen::V,сереу,сереу
904,reißen::V,өҙөү,өҙөү
905,reißen::V,өҙөү,йыртылыу
906,reißen::V,йыртылыу,өҙөү
907,reißen::V,йыртылыу,йыртылыу
908,versinken::V,батыу,батыу
909,vergehen::V,үтеү,үтеү
910,erscheinen::V,килеп сығыу,килеп сығыу
911,verschwinden::V,юғалыу,юғалыу
912,sinken::V,түбәнәйеү,түбәнәйеү
913,abnehmen::V,кәметеү,кәметеү
914,zunehmen::V,артыу,артыу
915,steigen::V,күтәрелеү,күтәрелеү
916,wachsen::V,үҫеү,үҫеү
917,glänzen::V,ялтырау,ялтырау
918,funkeln::V,баҙлау,баҙлау
919,lärmen::V,шаулау,шаулау
920,läuten::V,ҡағыу,ҡағыу
921,klingeln::V,ҡағыу,ҡағыу
922,klingeln::V,ҡағыу,шылтыратыу
923,klingeln::V,шылтыратыу,ҡағыу
924,klingeln::V,шылтыратыу,шылтыратыу
925,klirren::V,шылтыратыу,шылтыратыу
926,brausen::V,ҡотороноу,ҡотороноу
927,rauschen::V,шыптырлау,шыптырлау
928,klingen::V,яңғырау,яңғырау
929,bellen::V,өрөү,өрөү
930,heulen::V,олоу,олоу
931,blasen::V,өрөү,өрөү
932,pfeifen::V,һызғырып ебәреү,һызғырып ебәреү
933,schreien::V,ҡысҡырыу,ҡысҡырыу
934,stöhnen::V,уңғырашыу,уңғырашыу
935,zittern::V,ҡалтырау,ҡалтырау
936,leben::V,йәшәү,йәшәү
937,geboren werden::V,тыуыу,тыуыу
938,atmen::V,тын алыү,тын алыү
939,trinken::V,эсеү,эсеү
940,essen::V,ашау,ашау
941,schlucken::V,йотоу,йотоу
942,müde werden::V,арыу,арыу
943,einschlafen::V,йоҡлап китеү,йоҡлап китеү
944,schlafen::V,йоҡлау,йоҡлау
945,aufwachen::V,уяныу,уяныу
946,aufstehen::V,тороу,тороу
947,sich erholen::V,ял итеү,ял итеү
948,krank werden::V,сирләү,сирләү
949,krank sein::V,сирләү,сирләү
950,schmerzen::V,ауыртыу,ауыртыу
951,husten::V,йүтәлләү,йүтәлләү
952,genesen::V,һауығыу,һауығыу
953,sterben::V,үлеү,үлеү
954,umkommen::V,һәләк булыу,һәләк булыу
955,sich bewegen::V,хәрәкәт итеү,хәрәкәт итеү
956,sich rühren::V,ҡуҙғалыу,ҡуҙғалыу
957,sich erheben::V,тороу,тороу
958,sich setzen::V,ултырыу,ултырыу
959,hinfallen::V,ҡолау,ҡолау
960,laufen::V,йөрөү,йөрөү
961,schreiten::V,атлау,атлау
962,spazierengehen::V,ял итеп йороү,ял итеп йороү
963,eilen::V,ашығыу,ашығыу
964,eilen::V,ашығыу,ҡабаланыу
965,eilen::V,ҡабаланыу,ашығыу
966,eilen::V,ҡабаланыу,ҡабаланыу
967,sich beeilen::V,ашығыу,ашығыу
968,sich beeilen::V,ашығыу,ҡабаланыу
969,sich beeilen::V,ҡабаланыу,ашығыу
970,sich beeilen::V,ҡабаланыу,ҡабаланыу
971,sausen::V,елеү,елеү
972,rennen::V,йүгеп йөрөү,йүгеп йөрөү
973,springen::V,һикереү,һикереү
974,klettern::V,үрмәләү,үрмәләү
975,klettern::V,үрмәләү,үрмәләп менеү
976,klettern::V,үрмәләп менеү,үрмәләү
977,klettern::V,үрмәләп менеү,үрмәләп менеү
978,schaukeln::V,сайҡалыу,сайҡалыу
979,kriechen::V,шыуышыу,шыуышыу
980,schwimmen::V,йоҙөү,йоҙөү
981,tauchen::V,сумыу,сумыу
982,rudern::V,ишеү,ишеү
983,fahren::V,йөрөү,йөрөү
984,fliegen::V,осоу,осоу
985,gehen::V,барыу,барыу
986,weggehen::V,китеү,китеү
987,abfahren::V,сығыу,сығыу
988,anhalten::V,тукталыу,тукталыу
989,hineingehen::V,инеү,инеү
990,eintreten::V,инеү,инеү
991,kommen::V,килеү,килеү
992,ankommen::V,килеү,килеү
993,zurückkommen::V,ҡайтыу,ҡайтыу
994,bleiben::V,ҡалыу,ҡалыу
995,warten::V,көтөп тороу,көтөп тороу
996,erwarten::V,көтөү,көтөү
997,suchen::V,эҙләү,эҙләү
998,finden::V,табыу,табыу
999,versuchen::V,тырышып ҡарау,тырышып ҡарау
1000,vorbereiten::V,әҙерләү,әҙерләү
1001,lieben::V,яратыу,яратыу
1002,mögen::V,һөйөү,һөйөү
1003,mögen::V,һөйөү,яратыу
1004,mögen::V,яратыу,һөйөү
1005,mögen::V,яратыу,яратыу
1006,lachen::V,көлөү,көлөү
1007,rühren::V,ҡағылыу,ҡағылыу
1008,weinen::V,илау,илау
1009,schimpfen::V,һүгенеү,һүгенеү
1010,schimpfen::V,һүгенеү,тиргәнеү
1011,schimpfen::V,һүгенеү,һуҡраныу
1012,schimpfen::V,тиргәнеү,һүгенеү
1013,schimpfen::V,тиргәнеү,тиргәнеү
1014,schimpfen::V,тиргәнеү,һуҡраныу
1015,schimpfen::V,һуҡраныу,һүгенеү
1016,schimpfen::V,һуҡраныу,тиргәнеү
1017,schimpfen::V,һуҡраныу,һуҡраныу
1018,sich ärgern::V,асыуланыу,асыуланыу
1019,sich fürchten::V,ҡурҡыу,ҡурҡыу
1020,fürchten::V,ҡурҡыу,ҡурҡыу
1021,fliehen::V,ҡасыу,ҡасыу
1022,flüchten::V,ҡасыу,ҡасыу
1023,sehen::V,күреү,күреү
1024,anschauen::V,ҡарау,ҡарау
1025,ansehen::V,ҡарау,ҡарау
1026,ansehen::V,ҡарау,тикшереү
1027,ansehen::V,тикшереү,ҡарау
1028,ansehen::V,тикшереү,тикшереү
1029,hören::V,ишетеү,ишетеү
1030,zuhören::V,тыңлау,тыңлау
1031,probieren::V,татыу,татыу
1032,riechen::V,еҫкәү,еҫкәү
1033,fühlen::V,тойоу,тойоу
1034,scheinen::V,кеүек күренеү,кеүек күренеү
1035,scheinen::V,кеүек күренеү,тойолоу
1036,scheinen::V,тойолоу,кеүек күренеү
1037,scheinen::V,тойолоу,тойолоу
1038,zu sehen sein::V,күренеү,күренеү
1039,vernehmen::V,ишетеү,ишетеү
1040,frieren::V,туңыү,туңыү
1041,tun::V,яһау,яһау
1042,tun::V,яһау,әшләү
1043,tun::V,әшләү,яһау
1044,tun::V,әшләү,әшләү
1045,können::V,алыу,алыу
1046,können::V,алыу,мөмкин булыу
1047,können::V,мөмкин булыу,алыу
1048,können::V,мөмкин булыу,мөмкин булыу
1049,wollen::V,теләү,теләү
1050,anfangen::V,башлау,башлау
1051,beenden::V,бөтөрөү,бөтөрөү
1052,beenden::V,бөтөрөү,тамамлау
1053,beenden::V,тамамлау,бөтөрөү
1054,beenden::V,тамамлау,тамамлау
1055,aufhören::V,туктау,туктау
1056,gelingen::V,уңышлы булыу,уңышлы булыу
1057,geraten::V,булып сығыу,булып сығыу
1058,öffnen::V,асыу,асыу
1059,schließen::V,йомоу,йомоу
1060,stellen::V,ҡуйыу,ҡуйыу
1061,setzen::V,урынлаштырыу,урынлаштырыу
1062,legen::V,һалыу,һалыу
1063,berühren::V,тейеү,тейеү
1064,berühren::V,тейеү,ҡағылыу
1065,berühren::V,ҡағылыу,тейеү
1066,berühren::V,ҡағылыу,ҡағылыу
1067,verbinden::V,ҡушыу,ҡушыу
1068,verbinden::V,ҡушыу,бәйләү
1069,verbinden::V,бәйләү,ҡушыу
1070,verbinden::V,бәйләү,бәйләү
1071,bedecken::V,ҡаплау,ҡаплау
1072,aufhängen::V,элеү,элеү
1073,anzünden::V,тоҡандырыу,тоҡандырыу
1074,aufheben::V,мендереү,мендереү
1075,zurücklassen::V,ҡалдырыу,ҡалдырыу
1076,verlieren::V,юғалтыу,юғалтыу
1077,fallen lassen::V,төшөрөп ебәреү,төшөрөп ебәреү
1078,machen::V,яһау,яһау
1079,machen::V,яһау,эшләү
1080,machen::V,эшләү,яһау
1081,machen::V,эшләү,эшләү
1082,herstellen::V,эшләп сығарыу,эшләп сығарыу
1083,bauen::V,төҙөү,төҙөү
1084,reparieren::V,төҙәтеү,төҙәтеү
1085,verbessern::V,яҡшыртыу,яҡшыртыу
1086,ändern::V,үҙгәртеү,үҙгәртеү
1087,graben::V,ҡаҙыу,ҡаҙыу
1088,beugen::V,бөгөү,бөгөү
1089,biegen::V,бөгөү,бөгөү
1090,drehen::V,өйрөлтөү,өйрөлтөү
1091,drehen::V,өйрөлтөү,әйләндереү
1092,drehen::V,әйләндереү,өйрөлтөү
1093,drehen::V,әйләндереү,әйләндереү
1094,wenden::V,әйләндереү,әйләндереү
1095,umdrehen::V,түңкәреү,түңкәреү
1096,heben::V,күтәреү,күтәреү
1097,heben::V,күтәреү,мендереү
1098,heben::V,мендереү,күтәреү
1099,heben::V,мендереү,мендереү
1100,hochheben::V,күтәреү,күтәреү
1101,ergreifen::V,тотоп алыу,тотоп алыу
1102,halten::V,тотоу,тотоу
1103,drücken::V,ҡыҫыу,ҡыҫыу
1104,schieben::V,этеү,этеү
1105,schieben::V,этеү,төртөү
1106,schieben::V,төртөү,этеү
1107,schieben::V,төртөү,төртөү
1108,kratzen::V,ҡырыу,ҡырыу
1109,lecken::V,ялау,ялау
1110,beißen::V,тешләү,тешләү
1111,abreißen::V,өҙөү,өҙөү
1112,abschneiden::V,ҡырҡыу,ҡырҡыу
1113,binden::V,бәйләү,бәйләү
1114,stecken::V,ҡаҙау,ҡаҙау
1115,brechen::V,боҙоу,боҙоу
1116,klopfen::V,шаҡылдау,шаҡылдау
1117,hauen::V,туҡмау,туҡмау
1118,kleben::V,йәбештереү,йәбештереү
1119,reiben::V,ыуыу,ыуыу
1120,reiben::V,ыуыу,ышҡыу
1121,reiben::V,ышҡыу,ыуыу
1122,reiben::V,ышҡыу,ышҡыу
1123,streichen::V,яғыу,яғыу
1124,schleifen::V,үткерләү,үткерләү
1125,schneiden::V,ҡырҡыу,ҡырҡыу
1126,rütteln::V,һелкетеү,һелкетеү
1127,schütteln::V,һелкетеү,һелкетеү
1128,schwenken::V,болғау,болғау
1129,schütten::V,ҡойоу,ҡойоу
1130,füllen::V,тултырыу,тултырыу
1131,einwickeln::V,төрөү,төрөү
1132,tragen::V,алып барыу,алып барыу
1133,schleppen::V,һөйрәү,һөйрәү
1134,ziehen::V,тартыу,тартыу
1135,aufbewahren::V,һаҡлау,һаҡлау
1136,werfen::V,ырғытыу,ырғытыу
1137,fangen::V,тотоу,тотоу
1138,packen::V,етеү,етеү
1139,packen::V,етеү,тотоп алыу
1140,packen::V,тотоп алыу,етеү
1141,packen::V,тотоп алыу,тотоп алыу
1142,verstecken::V,йәшереү,йәшереү
1143,teilen::V,бүлеү,бүлеү
1144,schicken::V,ебәреү,ебәреү
1145,bringen::V,килтереү,килтереү
1146,hinzufügen::V,өтәү,өтәү
1147,bekommen::V,алыу,алыу
1148,erhalten::V,алыу,алыу
1149,nehmen::V,алыу,алыу
1150,wählen::V,һайлаү,һайлаү
1151,auswählen::V,һайлап алыу,һайлап алыу
1152,bewahren::V,һаҡлау,һаҡлау
1153,behindern::V,тотҡарлыҡ яһау,тотҡарлыҡ яһау
1154,verderben::V,боҙоу,боҙоу
1155,beschädigen::V,боҙоу,боҙоу
1156,zerbrechen::V,ҡыйратыу,ҡыйратыу
1157,zerreißen::V,йыртыу,йыртыу
1158,zerstören::V,емереү,емереү
1159,verbrennen::V,үртәү,үртәү
1160,geben::V,биреү,биреү
1161,reichen::V,биреү,биреү
1162,schenken::V,бүләк итеү,бүләк итеү
1163,versprechen::V,вәғәҙә биреү,вәғәҙә биреү
1164,wünschen::V,теләу,теләу
1165,loben::V,маҡтау,маҡтау
1166,küssen::V,үбеү,үбеү
1167,wiegen::V,бәүетеү,бәүетеү
1168,wiegen::V,бәүетеү,тирбәтеү
1169,wiegen::V,тирбәтеү,бәүетеү
1170,wiegen::V,тирбәтеү,тирбәтеү
1171,zudecken::V,ҡаплау,ҡаплау
1172,wecken::V,уятыу,уятыу
1173,zeigen::V,күрһәтеү,күрһәтеү
1174,führen::V,етәкләү,етәкләү
1175,lehren::V,уҡытыу,уҡытыу
1176,lehren::V,уҡытыу,өйрәтеү
1177,lehren::V,өйрәтеү,уҡытыу
1178,lehren::V,өйрәтеү,өйрәтеү
1179,unterrichten::V,уҡытыу,уҡытыу
1180,aufziehen::V,тәрбиәле,тәрбиәле
1181,leiten::V,етәкләү,етәкләү
1182,leiten::V,етәкләү,етәкселек итеү
1183,leiten::V,етәкселек итеү,етәкләү
1184,leiten::V,етәкселек итеү,етәкселек итеү
1185,antreiben::V,ашыҡтырыу,ашыҡтырыу
1186,lassen::V,мәжбүр итеү,мәжбүр итеү
1187,einladen::V,саҡырыу,саҡырыу
1188,vereinigen::V,берләштереү,берләштереү
1189,besuchen::V,килеп сығыу,килеп сығыу
1190,treffen::V,тойоү,тойоү
1191,treffen::V,тойоү,осратыу
1192,treffen::V,тойоү,ҡаршылау
1193,treffen::V,осратыу,тойоү
1194,treffen::V,осратыу,осратыу
1195,treffen::V,осратыу,ҡаршылау
1196,treffen::V,ҡаршылау,тойоү
1197,treffen::V,ҡаршылау,осратыу
1198,treffen::V,ҡаршылау,ҡаршылау
1199,sich versammeln::V,йыйылыу,йыйылыу
1200,spielen::V,тартыу,тартыу
1201,singen::V,йырлау,йырлау
1202,tanzen::V,бейеү,бейеү
1203,sich trennen::V,айырылышыу,айырылышыу
1204,verlassen::V,ташлау,ташлау
1205,verlassen::V,ташлау,ташлап китеү
1206,verlassen::V,ташлап китеү,ташлау
1207,verlassen::V,ташлап китеү,ташлап китеү
1208,retten::V,ҡотҡарыу,ҡотҡарыу
1209,bewachen::V,һаҡлау,һаҡлау
1210,schützen::V,һаҡлау,һаҡлау
1211,verteidigen::V,яҡлау,яҡлау
1212,sich schlagen::V,һуғышыу,һуғышыу
1213,schießen::V,атыу,атыу
1214,siegen::V,еңеү,еңеү
1215,ärgern::V,асыуландырыу,асыуландырыу
1216,schlagen::V,бәреү,бәреү
1217,schlagen::V,бәреү,туҡмау
1218,schlagen::V,туҡмау,бәреү
1219,schlagen::V,туҡмау,туҡмау
1220,treten::V,тибеү,тибеү
1221,treten::V,тибеү,типкеләү
1222,treten::V,типкеләү,тибеү
1223,treten::V,типкеләү,типкеләү
1224,stechen::V,сәнсеү,сәнсеү
1225,stoßen::V,этеү,этеү
1226,stoßen::V,этеү,төртөү
1227,stoßen::V,төртөү,этеү
1228,stoßen::V,төртөү,төртөү
1229,stehlen::V,урлау,урлау
1230,stören::V,ҡамасаулау,ҡамасаулау
1231,belästigen::V,бимазалау,бимазалау
1232,belästigen::V,бимазалау,ҡамасаулау
1233,belästigen::V,ҡамасаулау,бимазалау
1234,belästigen::V,ҡамасаулау,ҡамасаулау
1235,verbergen::V,йәшереү,йәшереү
1236,täuschen::V,ултыртыу,ултыртыу
1237,betrügen::V,алдау,алдау
1238,töten::V,үлтереү,үлтереү
1239,wohnen::V,йәшәү,йәшәү
1240,arbeiten::V,эшләү,эшләү
1241,sammeln::V,йыйыу,йыйыу
1242,pflücken::V,өҙөү,өҙөү
1243,jagen::V,аулау,аулау
1244,fischen::V,аулау,аулау
1245,fassen::V,тотоу,тотоу
1246,hüten::V,көтөү,көтөү
1247,treiben::V,ҡыуыу,ҡыуыу
1248,anbinden::V,бәйләү,бәйләү
1249,füttern::V,ашатыу,ашатыу
1250,melken::V,һауыү,һауыү
1251,hacken::V,турау,турау
1252,hacken::V,турау,тапау
1253,hacken::V,тапау,турау
1254,hacken::V,тапау,тапау
1255,gießen::V,ҡойоу,ҡойоу
1256,reifen::V,өлғөрөү,өлғөрөү
1257,zubereiten::V,бешереү,бешереү
1258,kochen::V,бешереү,бешереү
1259,backen::V,бешереү,бешереү
1260,braten::V,ҡурыу,ҡурыу
1261,umrühren::V,ҡатнаштырыу,ҡатнаштырыу
1262,stricken::V,бәйләү,бәйләү
1263,nähen::V,тегеү,тегеү
1264,färben::V,буяу,буяу
1265,reinigen::V,таҙартыу,таҙартыу
1266,waschen::V,йыуыу,йыуыу
1267,abwischen::V,һөртөү,һөртөү
1268,spülen::V,сайҡау,сайҡау
1269,fegen::V,һепереү,һепереү
1270,kehren::V,һепереү,һепереү
1271,baden::V,һыу инеү,һыу инеү
1272,sich waschen::V,йыуыныу,йыуыныу
1273,ausziehen::V,сисеү,сисеү
1274,anziehen::V,кейеү,кейеү
1275,sich anziehen::V,кейенеү,кейенеү
1276,kämmen::V,тарау,тарау
1277,schmücken::V,биҙәү,биҙәү
1278,sagen::V,әйтеү,әйтеү
1279,sprechen::V,әйтеү,әйтеү
1280,sprechen::V,әйтеү,һөйләшеү
1281,sprechen::V,һөйләшеү,әйтеү
1282,sprechen::V,һөйләшеү,һөйләшеү
1283,reden::V,һөйләшеү,һөйләшеү
1284,sich unterhalten::V,әңгәмәләшеү,әңгәмәләшеү
1285,fragen::V,һорау,һорау
1286,bitten::V,үтенеү,үтенеү
1287,erzählen::V,һөйләү,һөйләү
1288,mitteilen::V,әйтеү,әйтеү
1289,nennen::V,атау,атау
1290,nennen::V,атау,исемләү
1291,nennen::V,исемләү,атау
1292,nennen::V,исемләү,исемләү
1293,rufen::V,саҡырыу,саҡырыу
1294,prahlen::V,маҡтаныу,маҡтаныу
1295,prahlen::V,маҡтаныу,шапырыныу
1296,prahlen::V,шапырыныу,маҡтаныу
1297,prahlen::V,шапырыныу,шапырыныу
1298,übersetzen::V,тәржемә итеү,тәржемә итеү
1299,denken::V,уйлау,уйлау
1300,glauben::V,ышаныу,ышаныу
1301,bemerken::V,күреү,күреү
1302,erkennen::V,таныу,таныу
1303,begreifen::V,аңлау,аңлау
1304,verstehen::V,аңлау,аңлау
1305,lernen::V,өйрәнеү,өйрәнеү
1306,wissen::V,белеү,белеү
1307,sich erinnern an::V,хәтергә алыу,хәтергә алыу
1308,vergessen::V,онотоу,онотоу
1309,messen::V,үлсәү,үлсәү
1310,zählen::V,һанау,һанау
1311,rechnen::V,һанау,һанау
1312,lesen::V,уҡыу,уҡыу
1313,malen::V,һүрәт яһау,һүрәт яһау
1314,malen::V,һүрәт яһау,рәсем төшөрөү
1315,malen::V,рәсем төшөрөү,һүрәт яһау
1316,malen::V,рәсем төшөрөү,рәсем төшөрөү
1317,zeichnen::V,һүрәт яһау,һүрәт яһау
1318,zeichnen::V,һүрәт яһау,рәсем төшөрөү
1319,zeichnen::V,рәсем төшөрөү,һүрәт яһау
1320,zeichnen::V,рәсем төшөрөү,рәсем төшөрөү
1321,schreiben::V,яҙыу,яҙыу
1322,besitzen::V,биләү,биләү
1323,kaufen::V,һатып алыу,һатып алыу
1324,verkaufen::V,һатыу,һатыу
1325,bezahlen::V,түләү,түләү
1326,zahlen::V,түләү,түләү
1327,beherrschen::V,биләү,биләү
1328,ertragen::V,түҙеү,түҙеү
