,Concept_ID,ar,pl
795,vor::PRP,أمام,przed
796,hinter::PRP,خلف,za
797,hinter::PRP,وراء,za
798,unter::PRP,تحت,pod
799,durch::PRP,عبر,przez
800,durch::PRP,خلال,przez
801,neben::PRP,جنب,obok
802,neben::PRP,بجانب,obok
803,zwischen::PRP,بين,między
804,wegen::PRP,بسبب,z powodu
805,dies::PRN,هذا,to
806,das::PRN,ذلك,to
807,alles::PRN,الكل,wszystko
808,ich::PRN,أنا,ja
809,du::PRN,أنت,ty
810,er::PRN,هو,on
811,wir::PRN,نحن,my
812,ihr::PRN,أنتم,wy
813,ihr::PRN,أنتن,wy
814,sie::PRN,هم,oni
815,sie::PRN,هن,oni
816,was::FPRN,ما,co
817,wer::FPRN,من,kto
818,wo::FADV,أين,gdzie
819,wohin::FADV,إلى أين,dokąd
820,wie::FADV,كيف,jak
821,warum::FADV,لماذا,dlaczego
822,wieviel::FNUM,كم,ile
823,eins::NUM,واحد,jeden
824,zwei::NUM,اثنين,dwa
825,drei::NUM,ثلاثة,trzy
826,vier::NUM,أربعة,cztery
827,fünf::NUM,خمسة,pięć
828,sechs::NUM,ستة,sześć
829,sieben::NUM,سبعة,siedem
830,acht::NUM,ثمانية,osiem
831,neun::NUM,تسعة,dziewięć
832,zehn::NUM,عشرة,dziesięć
833,elf::NUM,أحد عشر,jedenaście
834,zwölf::NUM,اثنا عشر,dwanaście
835,zwanzig::NUM,عشرون,dwadzieścia
836,dreißig::NUM,ثلاثون,trzydzieści
837,vierzig::NUM,أربعون,czterdzieści
838,fünfzig::NUM,خمسون,pięćdziesiąt
839,sechzig::NUM,ستون,sześćdziesiąt
840,siebzig::NUM,سبعون,siedemdziesiąt
841,achtzig::NUM,ثمانون,osiemdziesiąt
842,neunzig::NUM,تسعون,dziewięćdziesiąt
843,hundert::NUM,مئة,sto
844,tausend::NUM,ألف,tysiąc
845,und::CNJ,و,i
846,oder::CNJ,أو,lub
847,oder::CNJ,أو,albo
848,stehen::V,وقف,stać
849,sitzen::V,جلس,siedzieć
850,liegen::V,رقد,leżeć
851,hängen::V,تعلق,wisieć
852,werden::V,صار,zostać
853,werden::V,صار,stać się
854,werden::V,أصبح,zostać
855,werden::V,أصبح,stać się
856,passieren::V,حدث,dziać się
857,passieren::V,حدث,zdarzyć się
858,beginnen::V,ابتدأ,zacząć się
859,enden::V,انتهى,kończyć się
860,wechseln::V,تغير,zmienić się
861,aufgehen[Sonne]::V,شرق,wzejść
862,untergehen[Sonne]::V,غرب,zajść
863,scheinen[Sonne]::V,أضاء,świecić
864,donnern::V,رعد,grzmieć
865,wehen::V,هب,wiać
866,strömen::V,جرى,płynąć
867,strömen::V,جرى,lać się
868,fließen::V,سال,ciec
869,fließen::V,سال,płynąć
870,sich drehen::V,دار,obracać się
871,schwanken::V,ترنح,chwiać się
872,schwingen::V,ترجح,wahać się
873,fallen::V,سقط,padać
874,brennen::V,احترق,palić się
875,rauchen::V,دخن,dymić
876,rauchen::V,دخن,dymić się
877,regnen::V,أمطر,padać
878,gefrieren::V,تجمد,zamarznąć
879,tauen::V,ذاب,tajać
880,schmelzen::V,ذاب,topnieć
881,trocknen::V,نشف,schnąć
882,sieden::V,غلى,wrzeć
883,sieden::V,غلى,kipieć
884,faulen::V,فسد,gnić
885,verfaulen::V,تعفن,zgnić
886,reißen::V,انقطع,urywać się
887,versinken::V,غرق,tonąć
888,vergehen::V,مضى,przechodzić
889,erscheinen::V,لاح,zjawiać się
890,erscheinen::V,ظهر,zjawiać się
891,verschwinden::V,غاب,zniknąć
892,sinken::V,هبط,spadać
893,abnehmen::V,نقص,spadać
894,zunehmen::V,ازداد,wzrosnąć
895,steigen::V,صعد,wzrastać
896,steigen::V,ارتفع,wzrastać
897,wachsen::V,نما,rosnąć
898,wachsen::V,نبت,rosnąć
899,glänzen::V,لمع,błyszczeć
900,funkeln::V,تلألأ,zabłyszczeć
901,lärmen::V,ضج,hałasować
902,lärmen::V,صخب,hałasować
903,läuten::V,قرع,dzwonić
904,klingeln::V,دق,dzwonić
905,klirren::V,قعقع,brzęczeć
906,brausen::V,عج,huczeć
907,rauschen::V,حف,szumieć
908,rauschen::V,حف,szeleścić
909,klingen::V,رن,brzmieć
910,klingen::V,رن,dźwięczeć
911,bellen::V,نبح,szczekać
912,heulen::V,عوى,wyć
913,blasen::V,نفخ,dmuchnąć
914,pfeifen::V,صفر,gwizdać
915,schreien::V,صرخ,krzyczeć
916,stöhnen::V,أن,stękać
917,zittern::V,ارتعش,drżeć
918,leben::V,عاش,żyć
919,geboren werden::V,ولد,urodzić się
920,atmen::V,تنفس,oddychać
921,trinken::V,شرب,pić
922,essen::V,أكل,jeść
923,schlucken::V,جرع,połknąć
924,müde werden::V,تعب,zmęczyć się
925,einschlafen::V,نام,zasnąć
926,schlafen::V,نام,spać
927,aufwachen::V,استيقظ,obudzić się
928,aufstehen::V,قام,wstać
929,sich erholen::V,استجم,wypoczywać
930,krank werden::V,مرض,zachorować
931,krank sein::V,مرض,chorować
932,schmerzen::V,آلم,boleć
933,husten::V,كح,kaszlać
934,husten::V,سعل,kaszlać
935,genesen::V,نقه,wyzdrowieć
936,sterben::V,مات,umrzeć
937,umkommen::V,هلك,zginąć
938,sich bewegen::V,تحرك,poruszać się
939,sich rühren::V,تحرك,ruszyć się
940,sich erheben::V,قام,podnieść się
941,sich setzen::V,جلس,usiąść
942,hinfallen::V,وقع,upaść
943,laufen::V,مشى,chodzić
944,schreiten::V,خطا,kroczyć
945,spazierengehen::V,تنزه,iść na spacer
946,eilen::V,عجل,pospieszać
947,sich beeilen::V,استعجل,pospieszyć się
948,sausen::V,أسرع,pędzić
949,rennen::V,عدا,biec
950,rennen::V,عدا,biegać
951,rennen::V,ركض,biec
952,rennen::V,ركض,biegać
953,springen::V,قفز,skakać
954,klettern::V,تسلق,wspinać się
955,schaukeln::V,تأرجح,huśtać
956,schaukeln::V,تأرجح,kołysać
957,kriechen::V,دب,pełzać
958,kriechen::V,دب,czołgać się
959,kriechen::V,زحف,pełzać
960,kriechen::V,زحف,czołgać się
961,schwimmen::V,سبح,pływać
962,tauchen::V,غطس,zanurzać się
963,rudern::V,جذف,wiosłować
964,fahren::V,ركب,jechać
965,fahren::V,سافر,jechać
966,fliegen::V,طار,latać
967,fliegen::V,طار,lecieć
968,gehen::V,سار,iść
969,gehen::V,ذهب,iść
970,weggehen::V,ذهب,odejść
971,weggehen::V,انصرف,odejść
972,abfahren::V,رحل,odjechać
973,anhalten::V,توقف,zatrzymać się
974,hineingehen::V,دخل,wchodzić
975,eintreten::V,دخل,wejść
976,eintreten::V,دخل,nastąpić
977,kommen::V,أتى,przyjść
978,kommen::V,جاء,przyjść
979,ankommen::V,وصل,przybyć
980,zurückkommen::V,عاد,wrócić
981,zurückkommen::V,رجع,wrócić
982,bleiben::V,مكث,zostać
983,warten::V,انتظر,czekać
984,erwarten::V,ترقب,oczekiwać
985,erwarten::V,انتظر,oczekiwać
986,suchen::V,بحث,szukać
987,finden::V,وجد,znaleźć
988,versuchen::V,حاول,próbować
989,vorbereiten::V,أعد,przygotować
990,vorbereiten::V,حضر,przygotować
991,lieben::V,أحب,kochać
992,mögen::V,أحب,lubić
993,lachen::V,ضحك,śmiać się
994,rühren::V,أثر,wzruszyć
995,weinen::V,بكى,płakać
996,schimpfen::V,سب,kląć
997,schimpfen::V,شتم,kląć
998,sich ärgern::V,زعل,gniewać się
999,sich fürchten::V,هاب,bać się
1000,fürchten::V,خاف,bać się
1001,fürchten::V,خشي,bać się
1002,fliehen::V,هرب,uciekać
1003,flüchten::V,فر,uciec
1004,sehen::V,رأى,widzieć
1005,sehen::V,رأى,zobaczyć
1006,anschauen::V,نظر,oglądać
1007,ansehen::V,نظر,popatrzeć na
1008,hören::V,سمع,słyszeć
1009,zuhören::V,أصغى,słuchać
1010,probieren::V,ذاق,kosztować
1011,riechen::V,شم,wąchać
1012,riechen::V,استنشق,wąchać
1013,fühlen::V,شعر,czuć
1014,fühlen::V,شعر,odczuwać
1015,scheinen::V,ظهر,wydawać się
1016,zu sehen sein::V,ظهر,widnieć
1017,vernehmen::V,سمع,usłyszeć
1018,frieren::V,بردان,marznąć
1019,tun::V,فعل,czynić
1020,können::V,قدر,móc
1021,können::V,قدر,umieć
1022,können::V,استطاع,móc
1023,können::V,استطاع,umieć
1024,wollen::V,شاء,chcieć
1025,wollen::V,أراد,chcieć
1026,anfangen::V,بدأ,zacząć
1027,beenden::V,أنهى,zakończyć
1028,aufhören::V,توقف,przestać
1029,aufhören::V,انقطع,przestać
1030,gelingen::V,نجح,udać się
1031,geraten::V,طلع,udać się
1032,öffnen::V,فتح,otworzyć
1033,schließen::V,أغلق,zamknąć
1034,stellen::V,وضع,postawić
1035,stellen::V,أقام,postawić
1036,setzen::V,أجلس,posadzić
1037,legen::V,وضع,kłaść
1038,berühren::V,مس,dotykać
1039,berühren::V,لمس,dotykać
1040,verbinden::V,ربط,łączyć
1041,verbinden::V,وصل,łączyć
1042,bedecken::V,غطى,przykryć
1043,aufhängen::V,علق,powiesić
1044,anzünden::V,أوقد,zapalić
1045,aufheben::V,لقط,podnieść
1046,zurücklassen::V,ترك,zostawić
1047,verlieren::V,فقد,zgubić
1048,fallen lassen::V,أسقط,upuścić
1049,machen::V,فعل,zrobić
1050,herstellen::V,صنع,wytworzyć
1051,herstellen::V,أنتج,wytworzyć
1052,bauen::V,بنى,budować
1053,bauen::V,شيد,budować
1054,reparieren::V,صلح,naprawiać
1055,verbessern::V,صحح,ulepszyć
1056,ändern::V,غير,zmienić
1057,graben::V,حفر,kopać
1058,beugen::V,ثنى,zagiąć
1059,beugen::V,أحنى,zagiąć
1060,biegen::V,لوى,zgiąć
1061,drehen::V,أدار,obracać
1062,drehen::V,دور,obracać
1063,wenden::V,قلب,obrocić
1064,umdrehen::V,قلب,obrocić
1065,heben::V,رفع,podnosić
1066,hochheben::V,رفع,podnieść
1067,ergreifen::V,مسك,chwycić
1068,halten::V,مسك,trzymać
1069,drücken::V,ضغط,naciskać
1070,schieben::V,حرك,pchać
1071,schieben::V,حرك,posuwać
1072,kratzen::V,خدش,drapać
1073,lecken::V,لعق,lizać
1074,beißen::V,عض,kąsać
1075,abreißen::V,قلع,oderwać
1076,abschneiden::V,قطع,odciąć
1077,binden::V,ربط,wiązać
1078,stecken::V,دس,wetknąć
1079,brechen::V,كسر,złamać
1080,klopfen::V,طرق,pukać
1081,klopfen::V,طرق,stukać
1082,hauen::V,ضرب,bić
1083,kleben::V,ألصق,kleić
1084,reiben::V,حك,trzeć
1085,streichen::V,نشر,smarować
1086,schleifen::V,سن,ostrzyć
1087,schneiden::V,قطع,ciąć
1088,schneiden::V,قطع,krajać
1089,rütteln::V,رج,trząść
1090,schütteln::V,هز,trząść
1091,schwenken::V,لوح,machać
1092,schütten::V,صب,nasypać
1093,füllen::V,ملأ,napełnić
1094,einwickeln::V,لف,zawinąć
1095,tragen::V,حمل,nieść
1096,schleppen::V,سحب,wlec
1097,ziehen::V,سحب,ciągnąć
1098,aufbewahren::V,حفظ,przechowywać
1099,werfen::V,رمى,rzucać
1100,werfen::V,ألقى,rzucać
1101,fangen::V,التقط,łowić
1102,packen::V,مسك,chwycić
1103,verstecken::V,خبأ,ukryć
1104,verstecken::V,خبأ,schować
1105,teilen::V,قسم,podzielić
1106,schicken::V,بعث,posyłać
1107,schicken::V,أرسل,posyłać
1108,bringen::V,جلب,przynieść
1109,hinzufügen::V,أضاف,dodać
1110,bekommen::V,حصل,dostać
1111,erhalten::V,استلم,otrzymać
1112,nehmen::V,أخذ,wziąć
1113,wählen::V,اختار,wybrać
1114,auswählen::V,انتقى,wybrać
1115,bewahren::V,حافظ,zachować
1116,behindern::V,عاق,utrudnić
1117,behindern::V,عاق,przeszkadzać
1118,verderben::V,أفسد,zepsuć
1119,beschädigen::V,أضر,uszkodzić
1120,zerbrechen::V,كسر,złamać
1121,zerreißen::V,مزق,drzeć
1122,zerreißen::V,مزق,rozdzierać
1123,zerstören::V,دمر,zniszczyć
1124,verbrennen::V,حرق,spalić
1125,geben::V,أعطى,dać
1126,reichen::V,ناول,podać
1127,schenken::V,وهب,darować
1128,versprechen::V,وعد,obiecać
1129,wünschen::V,تمنى,życzyć
1130,loben::V,مدح,chwalić
1131,küssen::V,قبل,całować
1132,wiegen::V,هدهد,kołysać
1133,zudecken::V,غطى,przykryć
1134,wecken::V,أيقظ,zbudzić
1135,zeigen::V,أرى,pokazać
1136,führen::V,دل,wieść
1137,führen::V,دل,prowadzić
1138,lehren::V,علم,uczyć
1139,unterrichten::V,علم,nauczać
1140,aufziehen::V,ربى,wychować
1141,leiten::V,دل,kierować
1142,leiten::V,أدار,kierować
1143,antreiben::V,حث,popędzić
1144,lassen::V,حدا,zostawić
1145,einladen::V,دعا,zaprosić
1146,vereinigen::V,وحد,zjednoczyć
1147,besuchen::V,زار,odwiedzić
1148,treffen::V,قابل,trafić
1149,treffen::V,قابل,spotkać
1150,sich versammeln::V,اجتمع,zebrać się
1151,sich versammeln::V,اجتمع,zgromadzić się
1152,spielen::V,لعب,grać
1153,spielen::V,لعب,bawić się
1154,singen::V,غنى,śpiewać
1155,tanzen::V,رقص,pląsać
1156,tanzen::V,رقص,tańczyć
1157,sich trennen::V,افترق,rozstać się
1158,verlassen::V,ترك,opuścić
1159,retten::V,نجى,ocalić
1160,retten::V,نجى,uratować
1161,retten::V,أنقذ,ocalić
1162,retten::V,أنقذ,uratować
1163,bewachen::V,حرس,pilnować
1164,schützen::V,حمى,ochronić
1165,verteidigen::V,دافع,bronić
1166,sich schlagen::V,تضارب,pobić się
1167,schießen::V,أطلق,strzelać
1168,siegen::V,انتصر,zwycziężyć
1169,ärgern::V,أزعل,gniewać
1170,schlagen::V,ضرب,bić
1171,schlagen::V,ضرب,uderzyć
1172,treten::V,رفس,kopnąć
1173,stechen::V,شك,ukłuć
1174,stoßen::V,دفع,popchnąć
1175,stehlen::V,سرق,ukraść
1176,stören::V,ضايق,zakłócić
1177,stören::V,ضايق,przeszkodzić
1178,belästigen::V,أزعج,dokuczać
1179,verbergen::V,كتم,ukryć
1180,täuschen::V,خدع,łudzić
1181,betrügen::V,غش,oszukać
1182,töten::V,قتل,zabić
1183,wohnen::V,سكن,mieszkać
1184,arbeiten::V,عمل,pracować
1185,arbeiten::V,اشتغل,pracować
1186,sammeln::V,جمع,zebrać
1187,pflücken::V,جنى,zerwać
1188,pflücken::V,قطف,zerwać
1189,jagen::V,صاد,polować
1190,fischen::V,اصطاد,łowić ryby
1191,fassen::V,قبض,złapać
1192,hüten::V,رعى,paść
1193,treiben::V,ساق,pędzić
1194,anbinden::V,ربط,przywiązać
1195,füttern::V,علف,karmić
1196,melken::V,حلب,doić
1197,hacken::V,فرم,rąbać
1198,gießen::V,سقى,lać
1199,gießen::V,سقى,podlać
1200,reifen::V,نضج,dojrzeć
1201,zubereiten::V,حضر,przyrządzić
1202,kochen::V,طبخ,gotować
1203,backen::V,خبز,piec
1204,braten::V,قلى,piec
1205,braten::V,قلى,smażyć
1206,braten::V,حمر,piec
1207,braten::V,حمر,smażyć
1208,umrühren::V,قلب,przemieszać
1209,stricken::V,حاك,dziać
1210,nähen::V,خاط,szyć
1211,färben::V,صبغ,pofarbować
1212,färben::V,لون,pofarbować
1213,reinigen::V,نظف,oczyścić
1214,waschen::V,غسل,prać
1215,abwischen::V,مسح,obetrzeć
1216,spülen::V,شطف,płukać
1217,fegen::V,كنس,zamiatać
1218,kehren::V,كنس,zamieść
1219,baden::V,استحم,kąpać się
1220,sich waschen::V,اغتسل,myć się
1221,ausziehen::V,خلع,zdjąć
1222,anziehen::V,لبس,włożyć
1223,sich anziehen::V,اكتسى,ubrać się
1224,kämmen::V,مشط,uczesać
1225,schmücken::V,زين,ozdabiać
1226,sagen::V,قال,powiedzieć
1227,sprechen::V,تكلم,mówić
1228,reden::V,تكلم,mówić
1229,sich unterhalten::V,تحادث,rozmawiać
1230,fragen::V,سأل,zapytać
1231,bitten::V,رجا,prosić
1232,erzählen::V,حكي,opowiedzieć
1233,mitteilen::V,بلغ,zawiadomić o
1234,nennen::V,سمى,nazwać
1235,rufen::V,نادى,wołać
1236,prahlen::V,فشر,chełpić się
1237,prahlen::V,تفاخر,chełpić się
1238,übersetzen::V,ترجم,tłumaczyć
1239,denken::V,فكر,myśleć
1240,glauben::V,اعتقد,sądzić
1241,glauben::V,اعتقد,wierzyć
1242,bemerken::V,لاحظ,zauważyć
1243,erkennen::V,عرف,poznać
1244,begreifen::V,فهم,zrozumieć
1245,begreifen::V,أدرك,zrozumieć
1246,verstehen::V,فهم,rozumieć
1247,verstehen::V,فهم,dosłyszeć
1248,lernen::V,درس,uczyć się
1249,wissen::V,علم,wiedzieć
1250,sich erinnern an::V,تذكر,przypomnieć sobie
1251,vergessen::V,نسي,zapomnieć
1252,messen::V,قاس,mierzyć
1253,zählen::V,عد,liczyć
1254,zählen::V,أحصى,liczyć
1255,rechnen::V,حسب,rachować
1256,lesen::V,قرأ,czytać
1257,malen::V,صور,malować
1258,zeichnen::V,رسم,rysować
1259,schreiben::V,كتب,pisać
1260,besitzen::V,حاز,posiadać
1261,besitzen::V,ملك,posiadać
1262,kaufen::V,اشترى,kupić
1263,verkaufen::V,باع,sprzedać
1264,bezahlen::V,دفع,zapłacić
1265,zahlen::V,سدد,płacić
1266,beherrschen::V,حكم,opanować
1267,ertragen::V,أطاق,znieść
1268,ertragen::V,تحمل,znieść
