,Concept_ID,la,ko
845,klettern::V,niti,갑겨오르다
846,schaukeln::V,oscillare,흔들리게하다
847,kriechen::V,repere,기다
848,kriechen::V,serpere,기다
849,schwimmen::V,nare,헤엄치다
850,schwimmen::V,natare,헤엄치다
851,tauchen::V,mergere,잠기다
852,rudern::V,remigare,물을헤치다
853,fahren::V,vehi,가다
854,fahren::V,vehi,나르다
855,fliegen::V,volare,날다
856,gehen::V,ire,가다
857,gehen::V,vadere,가다
858,weggehen::V,abire,팔리다
859,weggehen::V,discedere,팔리다
860,abfahren::V,proficisci,출발하다
861,anhalten::V,consistere,멈추다
862,hineingehen::V,inire,(그리로)가다
863,hineingehen::V,ingredi,(그리로)가다
864,eintreten::V,intrare,들러가다
865,kommen::V,venire,오다
866,ankommen::V,advenire,고챀하다
867,zurückkommen::V,revenire,보기
868,bleiben::V,manere,체류
869,warten::V,opperiri,기다리다
870,erwarten::V,opperiri,기대하다
871,erwarten::V,expectare,기대하다
872,suchen::V,quaerere,찾다
873,suchen::V,quaerere,구하다
874,finden::V,reperire,찾아내다
875,versuchen::V,conari,시험하다
876,versuchen::V,temptare,시험하다
877,vorbereiten::V,parare,재비하다
878,lieben::V,amare,사랑하다
879,mögen::V,amare,줗아하다
880,lachen::V,ridere,웃다
881,rühren::V,commovere,건드리다
882,weinen::V,flere,울다
883,schimpfen::V,increpare,꾸짖다
884,sich ärgern::V,indignari,화를내게 하다
885,sich fürchten::V,vereri,두려원하다
886,fürchten::V,timere,두려원하다
887,fliehen::V,fugere,도망치다
888,flüchten::V,effugere,도주하다
889,sehen::V,videre,보다
890,anschauen::V,aspectare,바라보다
891,ansehen::V,spectare,바라보다
892,hören::V,audire,듣다
893,zuhören::V,auscultare,듣다
894,probieren::V,gustare,시식하다
895,riechen::V,olfacere,내새를맡다
896,fühlen::V,sentire,느끼다
897,scheinen::V,videri,...것같다
898,zu sehen sein::V,conspici,보이는
899,vernehmen::V,comperire,듣다
900,vernehmen::V,comperire,들어서일다
901,frieren::V,algere,춥다
902,tun::V,facere,하다
903,können::V,posse,할주릴다
904,wollen::V,velle,바라다
905,anfangen::V,incipere,시작하다
906,beenden::V,finire,다하다
907,aufhören::V,desistere,그만두다
908,gelingen::V,contingere,성국하다
909,geraten::V,evenire,잘되어가다
910,öffnen::V,aperire,열다
911,schließen::V,claudere,추측하다
912,stellen::V,sistere,세우다
913,setzen::V,ponere,놓다
914,legen::V,ponere,눕히다
915,berühren::V,tangere,대다
916,verbinden::V,iungere,옝열하다
917,bedecken::V,tegere,덮다
918,bedecken::V,operire,덮다
919,aufhängen::V,suspendere,매달다
920,anzünden::V,accendere,점화하다
921,anzünden::V,inflammare,점화하다
922,aufheben::V,tollere,위로올리다
923,zurücklassen::V,relinquere,튀에남기다
924,verlieren::V,perdere,잃다
925,verlieren::V,amittere,잃다
926,fallen lassen::V,dimittere,떨어뜨리다
927,machen::V,facere,하다
928,herstellen::V,fabricare,제조하다
929,bauen::V,construere,짓다
930,reparieren::V,reparare,수셩자다
931,verbessern::V,emendare,정정하다
932,ändern::V,mutare,바꾸다
933,graben::V,fodere,파다
934,beugen::V,flectere,구부리다
935,biegen::V,curvare,굽히다
936,drehen::V,torquere,회전
937,wenden::V,vertere,회전시키다
938,umdrehen::V,convertere,회전시키다
939,heben::V,tollere,일으아키다
940,hochheben::V,levare,틀어올리다
941,ergreifen::V,capessere,잡다
942,halten::V,tenere,잡다
943,drücken::V,premere,누르다
944,schieben::V,promovere,밀다
945,kratzen::V,radere,긁다
946,lecken::V,lambere,핥다
947,beißen::V,mordere,물다
948,abreißen::V,avellere,
949,abschneiden::V,desecare,귾어내다
950,binden::V,ligare,매다
951,stecken::V,inserere,찌르다
952,brechen::V,rumpere,금
953,klopfen::V,pultare,치다
954,hauen::V,ferire,때리다
955,kleben::V,agglutinare,들러붙다
956,reiben::V,terere,문지르다
957,streichen::V,oblinere,쓰다듬다
958,schleifen::V,acuere,갈다
959,schneiden::V,secare,베다
960,rütteln::V,quassare,흔들다
961,schütteln::V,quatere,흔들다
962,schwenken::V,ventilare,흔들다
963,schütten::V,fundere,따르다
964,füllen::V,complere,담다
965,einwickeln::V,involvere,싸다
966,tragen::V,ferre,지우다
967,tragen::V,portare,지우다
968,schleppen::V,pertrahere,끌다
969,ziehen::V,trahere,당기다
970,aufbewahren::V,asservare,간직하다
971,werfen::V,iacere,던지다
972,fangen::V,capere,밥다
973,packen::V,capessere,쥐다
974,verstecken::V,abdere,숨기다
975,teilen::V,partiri,나누다
976,teilen::V,dividere,나누다
977,schicken::V,mittere,보내다
978,bringen::V,apportare,가겨
979,hinzufügen::V,addere,부가하다
980,bekommen::V,adipisci,얻다
981,erhalten::V,accipere,지니다
982,nehmen::V,sumere,잡다
983,wählen::V,eligere,선거하다
984,auswählen::V,deligere,선출하다
985,bewahren::V,conservare,저장보종
986,behindern::V,impedire,훼방하다
987,verderben::V,corrumpere,못쓰게 되다
988,beschädigen::V,laedere,상하게하다
989,zerbrechen::V,rumpere,깨뜨리다
990,zerbrechen::V,frangere,깨뜨리다
991,zerreißen::V,discindere,잡아쫓다
992,zerstören::V,delere,파괴하다
993,verbrennen::V,urere,소실하다
994,verbrennen::V,cremare,소실하다
995,geben::V,dare,주다
996,reichen::V,praebere,내일다
997,schenken::V,donare,주다
998,schenken::V,largiri,주다
999,versprechen::V,polliceri,약속하다
1000,versprechen::V,promittere,약속하다
1001,loben::V,laudare,칭찬하다
1002,küssen::V,osculari,키스하다
1003,zudecken::V,tegere,뚜꺼을하다
1004,wecken::V,excitare,깨우다
1005,zeigen::V,monstrare,보이다
1006,führen::V,ducere,가게하다
1007,lehren::V,docere,가르치다
1008,unterrichten::V,instituere,가르지다
1009,aufziehen::V,nutrire,사육하다
1010,leiten::V,ducere,이끌다
1011,antreiben::V,incitare,몰다
1012,lassen::V,iubere,내버려두다
1013,einladen::V,invitare,초청하다
1014,vereinigen::V,coniungere,하나로하다
1015,besuchen::V,visere,방문하다
1016,treffen::V,convenire,만나다
1017,sich versammeln::V,convenire,조립하다
1018,spielen::V,ludere,눌다
1019,singen::V,cantare,노래하다
1020,tanzen::V,saltare,춤추하다
1021,sich trennen::V,digredi,가르다
1022,sich trennen::V,discedere,가르다
1023,verlassen::V,deserere,버림받은
1024,verlassen::V,relinquere,버림받은
1025,retten::V,servare,구조하다
1026,bewachen::V,custodire,치키다
1027,schützen::V,tueri,보호하다
1028,schützen::V,tutari,보호하다
1029,verteidigen::V,defendere,막다
1030,sich schlagen::V,luctari,치다
1031,schießen::V,iaculari,쏘다
1032,siegen::V,vincere,이기다
1033,ärgern::V,irritare,성을내게하다
1034,schlagen::V,ferire,치다
1035,treten::V,calcare,디디다
1036,stechen::V,pungere,찌르다
1037,stoßen::V,tundere,찌르다
1038,stehlen::V,furari,훔치다
1039,stören::V,turbare,움직이다
1040,belästigen::V,obtundere,괴롭히다
1041,verbergen::V,celare,숨기다
1042,verbergen::V,occultare,숨기다
1043,täuschen::V,fallere,속이다
1044,betrügen::V,fraudare,속이다
1045,töten::V,necare,죽이다
1046,töten::V,caedere,죽이다
1047,wohnen::V,habitare,실다
1048,arbeiten::V,laborare,일하다
1049,sammeln::V,colligere,모으다
1050,pflücken::V,carpere,꿔다
1051,jagen::V,venari,사냥하다
1052,fischen::V,piscari,고기를잡다
1053,fassen::V,capere,움켜쥐다
1054,hüten::V,custodire,망보다
1055,treiben::V,agere,몰아세우다
1056,anbinden::V,alligare,묶다
1057,füttern::V,nutrire,사료를주다
1058,melken::V,mulgere,젖을짜다
1059,hacken::V,findere,자르다
1060,gießen::V,rigare,물을대다
1061,reifen::V,maturescere,성숙하다
1062,zubereiten::V,apparare,조제하다
1063,kochen::V,coquere,요리하다
1064,backen::V,coquere,쿱다
1065,braten::V,torrere,굽다
1066,umrühren::V,commovere,교반하다
1067,stricken::V,texere,뜨개질하다
1068,nähen::V,suere,꿰매다
1069,färben::V,tingere,채색하다
1070,reinigen::V,purgare,청소하다
1071,waschen::V,lavare,씻다
1072,abwischen::V,abstergere,닦다
1073,spülen::V,perluere,씻다
1074,fegen::V,verrere,소체하다
1075,kehren::V,purgare,청소하다
1076,baden::V,lavari,감다
1077,sich waschen::V,lavari,모믈 씻다
1078,ausziehen::V,exuere,벗다
1079,anziehen::V,induere,끌어움직이다
1080,sich anziehen::V,vestiri,
1081,kämmen::V,pectere,빗다
1082,schmücken::V,ornare,치레하다
1083,schmücken::V,decorare,치레하다
1084,sagen::V,dicere,말하다
1085,sprechen::V,fari,말하다
1086,reden::V,loqui,이야기하다
1087,sich unterhalten::V,colloqui,
1088,sich unterhalten::V,disputare,
1089,fragen::V,rogare,질문하다
1090,fragen::V,quaerere,질문하다
1091,bitten::V,orare,원하다
1092,bitten::V,rogare,원하다
1093,erzählen::V,narrare,이야기하다
1094,mitteilen::V,communicare,이야기하다
1095,nennen::V,appellare,부르다
1096,rufen::V,vocare,불러내다
1097,prahlen::V,gloriari,자랑하다
1098,übersetzen::V,vertere,번역하다
1099,denken::V,cogitare,생각하다
1100,glauben::V,credere,믿다
1101,bemerken::V,animadvertere,인자하다
1102,erkennen::V,cognoscere,인식하다
1103,begreifen::V,comprehendere,파악하다
1104,verstehen::V,intellegere,이해하다
1105,lernen::V,discere,배우다
1106,wissen::V,scire,알다
1107,sich erinnern an::V,meminisse,상기하다
1108,vergessen::V,oblivisci,잊다
1109,messen::V,metiri,측정하다
1110,zählen::V,numerare,세다
1111,rechnen::V,reri,게산하다
1112,rechnen::V,calculare,게산하다
1113,lesen::V,legere,읽다
1114,malen::V,pingere,그리다
1115,zeichnen::V,scribere,소묘하다
1116,schreiben::V,scribere,쓰다
1117,besitzen::V,possidere,소유하다
1118,kaufen::V,emere,사다
1119,verkaufen::V,vendere,팔다
1120,bezahlen::V,pendere,지불하다
1121,zahlen::V,solvere,치르다
1122,beherrschen::V,regere,지배하다
1123,beherrschen::V,imperare,지배하다
1124,ertragen::V,tolerare,참다
1125,ertragen::V,sustinere,참다
1126,wünschen::V,,바라다
1127,wiegen::V,,어르다
