,Concept_ID,de,os
191,Saat::N,Saat,мыггаг
192,Korn::N,Korn,мыггаг
193,Korn::N,Korn,тауинаг
194,Heu::N,Heu,хос
195,Schale::N,Schale,цъар
196,Grube::N,Grube,урм
197,Grube::N,Grube,къахт
198,Grube::N,Grube,дзыхъхъ
199,Falle::N,Falle,цъысым
200,Falle::N,Falle,къӕппӕг
201,Schlinge::N,Schlinge,цасм
202,Spur::N,Spur,фæд
203,Asche::N,Asche,фӕнык
204,Asche::N,Asche,ӕртхутӕг
205,Dreck::N,Dreck,цъыф
206,Eisen::N,Eisen,ӕфсӕйнаг
207,Gold::N,Gold,сыгъзӕрин
208,Silber::N,Silber,ӕвзист
209,Kohle::N,Kohle,ӕвзалы
210,Glas::N,Glas,авг
211,Lehm::N,Lehm,ӕлыг
212,Sand::N,Sand,змис
213,Mensch::N,Mensch,лӕг
214,Mensch::N,Mensch,адӕймаг
215,Mensch::N,Mensch,удгоймаг
216,Mann::N,Mann,лӕг
217,Mann::N,Mann,нӕлгоймаг
218,Frau::N,Frau,сылгоймаг
219,Kind::N,Kind,сывӕллон
220,Junge::N,Junge,лӕппу
221,Mädchen::N,Mädchen,чызг
222,Familie::N,Familie,бинонтæ
223,Großvater::N,Großvater,фыдыфыд
224,Großvater::N,Großvater,мадыфыд
225,Großmutter::N,Großmutter,фыды мад
226,Großmutter::N,Großmutter,мады мад
227,Eltern::N,Eltern,ныййарджытæ
228,Vater::N,Vater,фыд
229,Mutter::N,Mutter,мад
230,Sohn::N,Sohn,фырт
231,Tochter::N,Tochter,чызг
232,Bruder::N,Bruder,ӕфсымӕр
233,Schwester::N,Schwester,хо
234,Onkel::N,Onkel,фыдыфсымӕр
235,Tante::N,Tante,мадыхо
236,Ehemann::N,Ehemann,мой
237,Ehefrau::N,Ehefrau,ус
238,Freude::N,Freude,цин
239,Freude::N,Freude,циндзинад
240,Gelächter::N,Gelächter,худын
241,Gelächter::N,Gelächter,худт
242,Gelächter::N,Gelächter,худæг
243,Glück::N,Glück,амонд
244,Kummer::N,Kummer,хъыг
245,Wunsch::N,Wunsch,бӕллиц
246,Lust::N,Lust,монц
247,Geist::N,Geist,уд
248,Gedanke::N,Gedanke,хъуыды
249,Gedächtnis::N,Gedächtnis,мысæн
250,Gedächtnis::N,Gedächtnis,мысын
251,Gedächtnis::N,Gedächtnis,зæрдылдарын
252,Verstand::N,Verstand,зонд
253,Sinn::N,Sinn,нысаниуæг
254,Grund::N,Grund,ӕфсон
255,Wahrheit::N,Wahrheit,æцæг
256,Gespräch::N,Gespräch,ныхас
257,Märchen::N,Märchen,аргъау
258,Erzählung::N,Erzählung,радзырд
259,Nachricht::N,Nachricht,уац
260,Neuigkeit::N,Neuigkeit,хабар
261,Name::N,Name,ном
262,Rätsel::N,Rätsel,уыци-уыци
263,Rätsel::N,Rätsel,базон-базон
264,Rede::N,Rede,раныхас
265,Sprache::N,Sprache,ӕвзаг
266,Stimme::N,Stimme,хъӕлӕс
267,Wort::N,Wort,дзырд
268,Zeichen::N,Zeichen,нысан
269,Ruf::N,Ruf,сидт
270,Lärm::N,Lärm,уынæр
271,Laut::N,Laut,зӕл
272,Laut::N,Laut,мыр
273,Ton::N,Ton,мыр
274,Lied::N,Lied,зарӕг
275,Ruhe::N,Ruhe,æнцой
276,Leute::N,Leute,адӕм
277,Volk::N,Volk,адӕм
278,Arbeit::N,Arbeit,фӕллой
279,Gast::N,Gast,уазӕг
280,Geschenk::N,Geschenk,хуын
281,Spiel::N,Spiel,хъазт
282,Gesellschaft::N,Gesellschaft,дзыллæ
283,Gesellschaft::N,Gesellschaft,æхсæнад
284,Hilfe::N,Hilfe,æххуыс
285,Hilfe::N,Hilfe,ахъаз
286,Freund::N,Freund,лымӕн
287,Kamerad::N,Kamerad,ӕмбал
288,Angelegenheit::N,Angelegenheit,хъуыддаг
289,Anzahl::N,Anzahl,бӕрц
290,Art::N,Art,хуыз
291,Art::N,Art,хуызад
292,Stück::N,Stück,кæрдих
293,Stück::N,Stück,комдзаг
294,Teil::N,Teil,хай
295,Hälfte::N,Hälfte,æрдæг
296,Hälfte::N,Hälfte,æмбис
297,Kreis::N,Kreis,зиллакк
298,Kreuz::N,Kreuz,дзуар
299,Linie::N,Linie,хахх
300,Strich::N,Strich,хахх
301,Abstand::N,Abstand,æхсæнуат
302,Entfernung::N,Entfernung,дæрддзæг
303,Entfernung::N,Entfernung,дардцæг
304,Gegend::N,Gegend,ран
305,Platz::N,Platz,бууат
306,Ort::N,Ort,ран
307,Ort::N,Ort,бынат
308,Seite::N,Seite,фахс
309,Mitte::N,Mitte,астӕу
310,Gegenstand::N,Gegenstand,дзаума
311,Sache::N,Sache,дзаума
312,Rand::N,Rand,кӕрон
313,Kante::N,Kante,фӕрск
314,Ecke::N,Ecke,тигъ
315,Ecke::N,Ecke,фисын
316,Spitze::N,Spitze,бырынкъ
317,Ende::N,Ende,кӕрон
318,Loch::N,Loch,хуынкъ
319,Winkel::N,Winkel,къуым
320,Muster::N,Muster,нывæфтыд
321,Muster::N,Muster,кæдзист
322,Größe::N,Größe,ас
323,Länge::N,Länge,дӕргъ
324,Höhe::N,Höhe,бæрзонд
325,Höhe::N,Höhe,бæрзæнд
326,Höhe::N,Höhe,бæрзонддзинад
327,Gewicht::N,Gewicht,уӕз
328,Menge::N,Menge,бӕрц
329,Haufen::N,Haufen,кӕри
330,Reihe::N,Reihe,рӕнхъ
331,Boot::N,Boot,чема
332,Ruder::N,Ruder,къохар
333,Schlitten::N,Schlitten,дзоныгъ
334,Ski::N,Ski,къахдзоныгътæ
335,Ski::N,Ski,лыжæтæ
336,Lagerfeuer::N,Lagerfeuer,арт
337,Last::N,Last,уаргъ
338,Gang::N,Gang,цыд
339,Schritt::N,Schritt,санчъех
340,Schritt::N,Schritt,къахдзӕф
341,Norden::N,Norden,цæгат
342,Süden::N,Süden,хуссар
343,Westen::N,Westen,ныгуылæн
344,Osten::N,Osten,скæсæн
345,Holz::N,Holz,хъӕдӕрмӕг
346,Brett::N,Brett,фæйнæг
347,Platte::N,Platte,къӕй
348,Stütze::N,Stütze,быцæу
349,Stange::N,Stange,хъил
350,Stock::N,Stock,лӕдзӕг
351,Stab::N,Stab,хъил
352,Rohr::N,Rohr,хӕтӕл
353,Haus::N,Haus,хӕдзар
354,Heim::N,Heim,къона
355,Ofen::N,Ofen,пец
356,Fußboden::N,Fußboden,астӕрд
357,Tisch::N,Tisch,стъол
358,Stuhl::N,Stuhl,бандон
359,Wiege::N,Wiege,авдæн
360,Bett::N,Bett,сынтӕг
361,Regal::N,Regal,тӕрхӕг
362,Regal::N,Regal,уӕлвӕйнӕг
363,Kiste::N,Kiste,асыкк
364,Fenster::N,Fenster,рудзынг
365,Fenster::N,Fenster,фæрссаг
366,Tür::N,Tür,дуар
367,Tor::N,Tor,кулдуар
368,Zaun::N,Zaun,æмбонд
369,Zaun::N,Zaun,быру
370,Zaun::N,Zaun,гæрæн
371,Dach::N,Dach,уӕлхӕдзар
372,Leiter::N,Leiter,асин
373,Besen::N,Besen,уисой
374,Spaten::N,Spaten,бел
375,Schaufel::N,Schaufel,æвгæнæн
376,Schaufel::N,Schaufel,кæфой
377,Gabel::N,Gabel,вилкæ
378,Löffel::N,Löffel,уидыг
379,Messer::N,Messer,кард
380,Nagel::N,Nagel,зӕгӕл
381,Netz::N,Netz,хыз
382,Haken::N,Haken,хæдз
383,Haken::N,Haken,хæбырæгъ
384,Griff::N,Griff,фистон
385,Schloss::N,Schloss,гуыдыр
386,Bild::N,Bild,ныв
387,Figur::N,Figur,кæрдгæныв
388,Puppe::N,Puppe,чындз
389,Beutel::N,Beutel,дзӕкъул
390,Bündel::N,Bündel,баст
391,Tasche::N,Tasche,хызын
392,Tasche::N,Tasche,дзæкъул
393,Eimer::N,Eimer,къæрта
394,Eimer::N,Eimer,чъыбыла
395,Eimer::N,Eimer,ведра
396,Deckel::N,Deckel,сæр
397,Deckel::N,Deckel,æмбæрзæн
398,Geschirr::N,Geschirr,мигæнæн
399,Geschirr::N,Geschirr,мигæнæнтæ
400,Sack::N,Sack,голлаг
401,Tasse::N,Tasse,пиала
402,Tasse::N,Tasse,къус
403,Topf::N,Topf,аг
404,Topf::N,Topf,чысыл аг
405,Kessel::N,Kessel,аг
406,Essen::N,Essen,хӕрд
407,Nahrung::N,Nahrung,хойраг
408,Speise::N,Speise,хӕринаг
409,Fleisch::N,Fleisch,дзидза
410,Fleisch::N,Fleisch,фыдызгъӕл
411,Getreide::N,Getreide,халсар
412,Brei::N,Brei,кас
413,Brot::N,Brot,дзул
414,Scheibe::N,Scheibe,къӕбӕр
415,Fett::N,Fett,сой
416,Butter::N,Butter,нӕлхӕ
417,Öl::N,Öl,зети
418,Salz::N,Salz,цӕхх
419,Suppe::N,Suppe,бас
420,Honig::N,Honig,мыд
421,Milch::N,Milch,ӕхсыр
422,Tee::N,Tee,цай
423,Leder::N,Leder,мæскуы
424,Wolle::N,Wolle,фӕсмын
425,Stoff::N,Stoff,хъуымац
426,Nadel::N,Nadel,судзин
427,Faden::N,Faden,ӕндах
428,Knopf::N,Knopf,цӕппӕр
429,Knoten::N,Knoten,ӕлхынцъ
430,Farbe::N,Farbe,ахорæн
431,Kleidung::N,Kleidung,дарӕс
432,Hemd::N,Hemd,хӕдон
433,Kragen::N,Kragen,æфцæггот
434,Ärmel::N,Ärmel,дыс
435,Hose::N,Hose,хæлаф
436,Hose::N,Hose,æддаг хæлаф
437,Hose::N,Hose,салбар
438,Gürtel::N,Gürtel,рон
439,Mütze::N,Mütze,худ
440,Schuh::N,Schuh,басмахъ
441,Stiefel::N,Stiefel,цырыхъхъ
442,Ring::N,Ring,къухдарӕн
443,Band::N,Band,лент
444,Kamm::N,Kamm,сӕрвасӕн
445,Spiegel::N,Spiegel,айдæн
446,Spiegel::N,Spiegel,кæсæн
447,Riemen::N,Riemen,гӕрз
448,Schnur::N,Schnur,бӕндӕн
449,Leine::N,Leine,
450,Decke::N,Decke,хъӕццул
451,Kissen::N,Kissen,баз
452,Tuch::N,Tuch,кæлмæрзæн
453,Tuch::N,Tuch,кæрдæн
454,Handtuch::N,Handtuch,хисæрфæн
455,Kraft::N,Kraft,тых
456,Kraft::N,Kraft,хъомыс
457,Stärke::N,Stärke,тых
458,Stärke::N,Stärke,æхсар
459,Gesundheit::N,Gesundheit,æнæниздзинад
460,Krankheit::N,Krankheit,низ
461,Krankheit::N,Krankheit,рын
462,Schmerz::N,Schmerz,рис
463,Wunde::N,Wunde,цӕф
464,Fieber::N,Fieber,ризӕг
465,Fieber::N,Fieber,тӕфсӕг
466,Arznei::N,Arznei,хос
467,Brücke::N,Brücke,хид
468,Brunnen::N,Brunnen,цъай
469,Weide::N,Weide,хизæн
470,Weide::N,Weide,хизæнуат
471,Weide::N,Weide,сæрвæт
472,Pfad::N,Pfad,къахвæндаг
473,Pfad::N,Pfad,къахвæд
474,Weg::N,Weg,фӕндаг
475,Straße::N,Straße,фӕндаг
476,Dorf::N,Dorf,хъӕу
477,Stadt::N,Stadt,сахар
478,Brief::N,Brief,фыстӕг
479,Buch::N,Buch,чиныг
480,Buchstabe::N,Buchstabe,дамгъӕ
481,Zeitung::N,Zeitung,газет
482,Leben::N,Leben,цард
483,Leben::N,Leben,цӕрӕнбон
484,Tod::N,Tod,мæлæт
485,Tod::N,Tod,адзал
486,Grab::N,Grab,ингӕн
487,Kirche::N,Kirche,аргъуан
488,Sünde::N,Sünde,тæригъæд
489,Gott::N,Gott,хуыцау
490,Arbeiter::N,Arbeiter,кусæг
491,Chef::N,Chef,ӕмцег
492,Meister::N,Meister,мастер
493,Meister::N,Meister,дæсны
494,Arzt::N,Arzt,хосгæнæг
495,Arzt::N,Arzt,дохтыр
496,Lehrer::N,Lehrer,ахуыргæнæг
497,Geld::N,Geld,ӕхца
498,Geschäft::N,Geschäft,бизнес
499,Geschäft::N,Geschäft,хъуыддаг
500,Laden::N,Laden,дукани
501,Preis::N,Preis,аргъ
502,Ware::N,Ware,базайраг
503,Nutzen::N,Nutzen,пайда
504,Reichtum::N,Reichtum,хъæздыгдзинад
505,Reichtum::N,Reichtum,исбон
506,Reichtum::N,Reichtum,мулк
507,Welt::N,Welt,дуне
508,Land::N,Land,бӕстӕ
509,Staat::N,Staat,паддзахад
510,König::N,König,къарол
511,Macht::N,Macht,хицаудзинад
512,Grenze::N,Grenze,арӕн
513,Krieg::N,Krieg,хӕст
514,Feind::N,Feind,знаг
515,Feind::N,Feind,фыдгул
516,Feind::N,Feind,фыдзæрдæ
517,Feind::N,Feind,сон
518,Gewalt::N,Gewalt,тыхми
519,Gewalt::N,Gewalt,тыхдзинад
520,Kampf::N,Kampf,хæст
521,Kampf::N,Kampf,хъæбысæйхæст
522,Kampf::N,Kampf,тох
523,Bogen[Waffe]::N,Bogen,ӕрдын
524,Pfeil::N,Pfeil,фат
525,Gewehr::N,Gewehr,топп
526,Fehler::N,Fehler,рӕдыд
527,Lüge::N,Lüge,мӕнг
528,Lüge::N,Lüge,гӕдыдзинад
529,Schaden::N,Schaden,зиан
530,Unglück::N,Unglück,бæллæх
531,Schuld::N,Schuld,азым
532,Alter::N,Alter,кар
533,Schluss::N,Schluss,кæрон
534,Zeit::N,Zeit,рӕстӕг
535,Tag::N,Tag,бон
536,Morgen::N,Morgen,райсом
537,Mittag::N,Mittag,æмбисбон
538,Abend::N,Abend,изӕр
539,Nacht::N,Nacht,ӕхсӕв
540,Woche::N,Woche,къуыри
541,Monat::N,Monat,мӕй
542,Jahr::N,Jahr,аз
543,Jahr::N,Jahr,афӕдз
544,Frühling::N,Frühling,уалдзæг
545,Sommer::N,Sommer,сӕрд
546,Herbst::N,Herbst,фæззæг
547,Winter::N,Winter,зымӕг
548,Januar::N,Januar,январь
549,Februar::N,Februar,февраль
550,März::N,März,мартъи
551,April::N,April,апрель
552,Mai::N,Mai,май
553,Juni::N,Juni,июнь
554,Juli::N,Juli,июль
555,August::N,August,август
556,September::N,September,сентябрь
557,Oktober::N,Oktober,октябрь
558,November::N,November,ноябрь
559,Dezember::N,Dezember,декабрь
560,Montag::N,Montag,къуырисæр
561,Dienstag::N,Dienstag,дыццæг
562,Mittwoch::N,Mittwoch,æртыццæг
563,Donnerstag::N,Donnerstag,цыппæрæм
564,Freitag::N,Freitag,майрæмбон
565,Samstag::N,Samstag,сабат
566,Sonntag::N,Sonntag,хуыцаубон
567,groß::A,groß,дынджыр
568,klein::A,klein,гыццыл
569,lang::A,lang,даргъ
570,kurz::A,kurz,цыбыр
571,breit::A,breit,фӕтӕн
572,schmal::A,schmal,нарӕг
573,schmal::A,schmal,уынгӕг
574,dicht::A,dicht,бæзджын
575,dicht::A,dicht,тар
576,dick[Gegenstand]::A,dick,сӕвджын
577,dünn::A,dünn,тæнæг
578,fein::A,fein,лыстӕг
579,fest::A,fest,фидар
580,fest::A,fest,хъӕддых
581,flach::A,flach,тъӕпӕн
582,glatt::A,glatt,лӕгъз
583,hart::A,hart,хъӕбӕр
584,weich::A,weich,фӕлмӕн
585,rund::A,rund,тымбыл
586,spitz::A,spitz,цыргъбырынкъ
587,spitz::A,spitz,цыргъфындз
588,scharf::A,scharf,цыргъ
589,stumpf::A,stumpf,къуымых
590,schwer::A,schwer,уӕззау
591,schön::A,schön,аив
592,schön::A,schön,рӕсугъд
593,heiß::A,heiß,тӕвд
594,warm::A,warm,хъарм
595,kalt::A,kalt,уазал
596,kühl::A,kühl,сатæг
597,kühl::A,kühl,уазалгомау
598,frisch::A,frisch,сатæг
599,feucht::A,feucht,уымӕл
600,nass::A,nass,хуылыдз
601,trocken::A,trocken,хус
602,voll::A,voll,дзаг
603,voll::A,voll,йедзаг 
604,leer::A,leer,афтид
605,offen::A,offen,гом
606,geschlossen::A,geschlossen,æхгæд
607,sauber::A,sauber,сыгъдæг
608,schmutzig::A,schmutzig,чъиллон
609,roh::A,roh,хом
610,reif::A,reif,рӕгъӕд
611,lecker::A,lecker,хӕрзад
612,süß::A,süß,адджын
613,bitter::A,bitter,судзаг
614,sauer::A,sauer,туаг
615,hell::A,hell,рухс
616,dunkel::A,dunkel,талынг
617,schwarz::A,schwarz,сау
618,weiß::A,weiß,урс
619,rot::A,rot,сырх
620,gelb::A,gelb,бур
621,blau::A,blau,цъӕх
622,grün::A,grün,цъӕх
623,grün::A,grün,кӕрдӕгхуыз
624,grau::A,grau,цъӕх
625,grau::A,grau,фӕныкхуыз
626,bunt::A,bunt,хъулон
627,bunt::A,bunt,гæрæм
628,billig::A,billig,аслам
629,teuer::A,teuer,зынаргъ
630,wertvoll::A,wertvoll,зынаргъ
631,blind::A,blind,куырм
632,taub::A,taub,къуырма
633,kräftig::A,kräftig,домбай
634,kräftig::A,kräftig,тыхджын
635,stark::A,stark,тыхджын
636,schwach::A,schwach,ӕнӕбон
637,fett::A,fett,нард
638,schlank::A,schlank,гуырвидыц
639,schlank::A,schlank,хæрзконд
640,schlank::A,schlank,рæхснæг
641,schlank::A,schlank,сагамад
642,hübsch::A,hübsch,аив
643,hübsch::A,hübsch,рӕсугъд
644,böse::A,böse,фыдзӕрдӕ
645,dumm::A,dumm,ӕдылы
646,faul::A,faul,зивӕг
647,faul::A,faul,зивӕггӕнаг
648,fleißig::A,fleißig,æнæзивæг
649,fleißig::A,fleißig,æнувыд
650,geizig::A,geizig,чъынды
651,geizig::A,geizig,æлгъин
652,geizig::A,geizig,мæрддзæст
653,klug::A,klug,зондджын
654,geschickt::A,geschickt,хӕрзарӕхст
655,lieb::A,lieb,уарзон
656,lustig::A,lustig,хъӕлдзӕг
657,sanft::A,sanft,мынчын
658,hungrig::A,hungrig,ӕххормаг
659,krank::A,krank,нӕфӕразгӕ
660,nackt::A,nackt,бӕгънӕг
661,traurig::A,traurig,ӕрхӕндӕг
662,lebendig::A,lebendig,цардӕгас
663,gut::A,gut,хорз
664,schlecht::A,schlecht,цауд
665,richtig::A,richtig,раст
666,schlimm::A,schlimm,ӕвзӕр
667,wahr::A,wahr,ӕцӕг
668,alt::A,alt,зӕронд
669,neu::A,neu,ног
670,ehemalig::A,ehemalig,раздӕры
671,alt[Lebewesen]::A,alt,ацӕргӕ
672,jung::A,jung,ӕрыгон
673,arm::A,arm,мӕгуыр
674,reich::A,reich,хъӕздыг
675,bekannt::A,bekannt,зонгӕ
676,berühmt::A,berühmt,номдзыд
677,fremd::A,fremd,æцæгæлон
678,verschieden::A,verschieden,æндæр æмæ æндæр
679,verschieden::A,verschieden,алы
680,verschieden::A,verschieden,алыхуызон
681,nah::A,nah,хӕстӕг
682,fern::A,fern,дард
683,fern::A,fern,дӕрддаг
684,linker::A,linker,галиу
685,rechter::A,rechter,рахиз
686,anderer::A,anderer,иннӕ
687,anderer::A,anderer,ӕндӕр
688,erster::A,erster,фыццаг
689,erster::A,erster,фыццӕгӕм
690,zweiter::A,zweiter,дыккаг
691,zweiter::A,zweiter,дыккæгæм
692,dritter::A,dritter,æртыккаг
693,dritter::A,dritter,æртыккæгæм
694,letzter::A,letzter,фӕстаг
695,allein::ADV,allein,иунæг
696,auf einmal::ADV,auf einmal,уайтагъд
697,auf einmal::ADV,auf einmal,æвиппайды
698,auf einmal::ADV,auf einmal,æваст
699,zusammen::ADV,zusammen,иумӕ
700,lange::ADV,lange,бирæ рæстæг
701,plötzlich::ADV,plötzlich,æвиппайды
702,plötzlich::ADV,plötzlich,æваст
703,sofort::ADV,sofort,уыцы сахат
704,sofort::ADV,sofort,уайтагъд
705,später::ADV,später,фæстæдæр
706,jetzt::ADV,jetzt,ныр
707,heute::ADV,heute,абон
708,morgen::ADV,morgen,райсом
709,bald::ADV,bald,тагъд
710,bald::ADV,bald,рæхджы
711,dann::ADV,dann,стæй
712,gestern::ADV,gestern,знон
713,einst::ADV,einst,кӕддӕр
714,damals::ADV,damals,уæд
715,danach::ADV,danach,стæй
716,danach::ADV,danach,уый фæстæ
717,vorher::ADV,vorher,раздæр
718,zuerst::ADV,zuerst,фыццаг
719,einmal::ADV,einmal,иу хатт
720,manchmal::ADV,manchmal,хатт
721,oft::ADV,oft,арæх
722,immer::ADV,immer,ӕдзух
723,niemals::ADV,niemals,никуы
724,niemals::ADV,niemals,никæд
725,hier::ADV,hier,ам
726,hierhin::ADV,hierhin,ардӕм
727,von hier::ADV,von hier,ардыгæй
728,dort::ADV,dort,уым
729,dorthin::ADV,dorthin,уырдӕм
730,geradeaus::ADV,geradeaus,æргом
