,Concept_ID,uk,kn
572,kräftig::A,могутній,ಪ್ರಬಲ
573,stark::A,сильний,ಶಕ್ತಿವಂತ
574,schwach::A,слабкий,ದುರ್ಬಲ
575,fett::A,жирний,ಕೊಬ್ಬಿದ
576,fett::A,товстий,ಕೊಬ್ಬಿದ
577,schlank::A,тонкий,ತೆಳ್ಳಗಿನ
578,schlank::A,стрункий,ತೆಳ್ಳಗಿನ
579,hübsch::A,чарівний,ಅಂದವಾದ
580,böse::A,злий,ಕೆಟ್ಟ
581,böse::A,лихий,ಕೆಟ್ಟ
582,dumm::A,дурний,ಮಂದ
583,faul::A,ледачий,ಆಲಸ
584,fleißig::A,старанний,ಕಡಗುವ
585,geizig::A,скупий,ಜುಗ್ಗ
586,klug::A,мудрий,ಚತುರ
587,klug::A,розумний,ಚತುರ
588,geschickt::A,умілий,ದಕ್ಷ
589,lieb::A,милий,ಪ್ರಿಯ
590,lustig::A,веселий,ಖುಷಿಯಾದ
591,sanft::A,лагідний,ಸೌಮ್ಯ
592,hungrig::A,голодний,ಹಸಿದ
593,krank::A,слабий,ಅಸ್ವಸ್ಥ
594,nackt::A,голий,ನಗ್ನ
595,traurig::A,сумний,ದುಃಖಿತ
596,lebendig::A,живий,ಜೀವಂತ
597,gut::A,добрий,ಒಳ್ಳೆಯ
598,schlecht::A,поганий,ದುಷ್ಟ
599,schlecht::A,кепський,ದುಷ್ಟ
600,richtig::A,правильний,ಸರಿ
601,schlimm::A,бридкий,ಅಸಹ್ಯ
602,wahr::A,справжній,ನಿಜ
603,alt::A,старий,ಮುದಿ
604,neu::A,новий,ಹೊಸ
605,ehemalig::A,колишній,ಮಾಜೀ
606,alt[Lebewesen]::A,старий,ವೃದ್ಧ
607,jung::A,молодий,ಎಳ
608,arm::A,бідний,ಬಡ
609,reich::A,багатий,ಶ್ರೀಮಂತ
610,bekannt::A,знайомий,ಅಪ್ತ
611,berühmt::A,славетний,ಪ್ರಸಿದ್ಧ
612,fremd::A,чужий,ಪರಕೀಯ
613,verschieden::A,різний,ಬೇರೆ
614,nah::A,близький,ಹತ್ತಿರವಾದ
615,fern::A,далекий,ದೂರದ
616,linker::A,лівий,ಎಡ
617,rechter::A,правий,ಬಲ
618,anderer::A,інакший,ಇತರ
619,erster::A,перший,ಪ್ರಥಮ
620,zweiter::A,другий,ದ್ವಿತೀಯ
621,dritter::A,третій,ಮೂರನೆಯಜಗತ್ತು
622,letzter::A,останній,ಅಂತ್ಯ
623,allein::ADV,сам,ಒಬ್ಬನೇ
624,allein::ADV,один,ಒಬ್ಬನೇ
625,auf einmal::ADV,відразу,ಒಡನೆ
626,zusammen::ADV,разом,ಒಟ್ಟಿಗೆ
627,zusammen::ADV,спільно,ಒಟ್ಟಿಗೆ
628,lange::ADV,довго,ದೀರ್ಘ
629,plötzlich::ADV,раптом,ಅನಾಮತ್ತು
630,sofort::ADV,зараз,ಜಾಗ್ರತೆ
631,später::ADV,пізніше,ತರುವಾಯ
632,jetzt::ADV,тепер,ಈಗ
633,heute::ADV,сьогодні,ಇಂದು
634,morgen::ADV,завтра,ನಾಳೆ
635,bald::ADV,незабаром,ಬೇಗ
636,dann::ADV,потім,ಆಗ
637,gestern::ADV,вчора,ನಿನ್ನೆ
638,einst::ADV,колись,ಪೂರ್ವದಲ್ಲಿ
639,damals::ADV,тоді,ಆಗ
640,danach::ADV,згодом,ಆಮೇಲೆ
641,vorher::ADV,раніше,ಮುಂಚೆ
642,zuerst::ADV,спершу,ಮೊದಲಿಗೆ
643,zuerst::ADV,спочатку,ಮೊದಲಿಗೆ
644,einmal::ADV,один раз,ಒಮ್ಮೆ
645,manchmal::ADV,іноді,ಆಗಾಗ
646,manchmal::ADV,інколи,ಆಗಾಗ
647,oft::ADV,часто,ಅನೇಕಸಲ
648,immer::ADV,завжди,ಯಾವಾಗಲೂ
649,niemals::ADV,ніколи,ಯಾವಾಗಲೂ ಇಲ್ಲ
650,hier::ADV,тут,ಇಲ್ಲಿ
651,hierhin::ADV,сюди,ಇತ್ತ
652,von hier::ADV,звідси,ಇಲ್ಲಿಂದ
653,dort::ADV,там,ಅಲ್ಲಿ
654,dorthin::ADV,туди,ಅಲ್ಲಿಗೆ
655,geradeaus::ADV,прямо,ಸೀದಾ
656,vorwärts::ADV,вперед,ಮುನ್ನೆಡೆವ
657,rückwärts::ADV,назад,ಹಿಂದುಗಡೆಗೆ
658,zurück::ADV,назад,ಹಿಂದಕ್ಕೆ
659,unten::ADV,внизу,ಕೆಳಗೆ
660,hinab::ADV,вниз,ಕೆಳಕ್ಕೆ
661,oben::ADV,вгорі,ಮೇಲೆ
662,hinauf::ADV,вгору,ಮೇಲಕ್ಕೆ
663,überall::ADV,скрізь,ಎಲ್ಲಸ್ಥಳಗಳು
664,nicht::ADV,не,ಇಲ್ಲ
665,nicht::ADV,не,ಅಲ್ಲ
666,ein wenig::ADV,трохи,ತುಸು
667,ein wenig::ADV,небагато,ತುಸು
668,kaum::ADV,ледве,ಕಠಿನವಾಗಿ
669,sehr::ADV,дуже,ಬಹು
670,so::ADV,так,ಅಷ್ಟು
671,noch::ADV,ще,ಇನ್ನು
672,nur::ADV,лише,ಕೇವಲ
673,nur::ADV,тільки,ಕೇವಲ
674,schon::ADV,вже,ಆಗಲೇ
675,wieder::ADV,знову,ಪುನಃ
676,vergebens::ADV,дарма,ನಿಷ್ಫಲವಾಗಿ
677,vor::PRP,перед,ಮುಂದೆ
678,hinter::PRP,ззаду,ಹಿಂದ
679,hinter::PRP,позаду,ಹಿಂದ
680,unter::PRP,під,ಕೆಳ
681,durch::PRP,крізь,ನೇರವಾಗಿ
682,neben::PRP,біля,ಅಧರ ಬಲಿಕ
683,zwischen::PRP,між,ನಡುವೆ
684,wegen::PRP,з-за,ಅಧಕ್ಕಗಿ
685,wegen::PRP,через,ಅಧಕ್ಕಗಿ
686,dies::PRN,це,ಈ
687,das::PRN,то,ಅದು
688,alles::PRN,все,ಎಲ್ಲ
689,ich::PRN,я,ನಾನು
690,du::PRN,ти,ನೀನು
691,er::PRN,він,ಅವನು
692,er::PRN,він,ಇವನು
693,wir::PRN,ми,ನಾವು
694,ihr::PRN,ви,ನೀವು
695,sie::PRN,вони,ಅವರು
696,was::FPRN,що,ಏನು
697,wer::FPRN,хто,ಯಾರಿಗೆ
698,wo::FADV,де,ಎಲ್ಲಿ
699,wohin::FADV,куди,ಎಲ್ಲಿಗೆ
700,wie::FADV,як,ಹೇಗೆ
701,warum::FADV,чому,ಏಕೆ
702,wieviel::FNUM,скільки,ಎಷ್ಟು
703,eins::NUM,один,ಒಂದು
704,zwei::NUM,два,ಎರಡು
705,drei::NUM,три,ಮೂರು
706,vier::NUM,чотири,ನಾಲ್ಕು
707,fünf::NUM,п’ять,ಅಯ್ದು
708,sechs::NUM,шість,ಆರು
709,sieben::NUM,сім,ಏಳು
710,acht::NUM,вісім,ಎಂಟು
711,neun::NUM,дев’ять,ಒಂಭಬತ್ತು
712,zehn::NUM,десять,ಹತ್ತು
713,elf::NUM,одинадцять,ಹನ್ನೊಂದು
714,zwölf::NUM,дванадцять,ಹನ್ನೆರಡು
715,zwanzig::NUM,двадцять,ಇಪ್ಪತ್ತು
716,dreißig::NUM,тридцять,ಮೂವತ್ತು
717,vierzig::NUM,сорок,ನಲವತ್ತು
718,fünfzig::NUM,п’ятдесят,ಐವತ್ತು
719,sechzig::NUM,шістдесят,ಅರುವತ್ತು
720,siebzig::NUM,сімдесят,ಎಪ್ಪತ್ತು
721,achtzig::NUM,вісімдесят,ಎಂಬತ್ತು
722,neunzig::NUM,дев’яносто,ತೊಂಬತ್ತು
723,hundert::NUM,сто,ನೂರು
724,tausend::NUM,тисяча,ಸಾವಿರ
725,und::CNJ,і,ಮತ್ತು
726,oder::CNJ,або,ಅಥವಾ
727,stehen::V,стояти,ನಿಲ್ಲು
728,sitzen::V,сидіти,ಕುಳ್ಳಿರು
729,liegen::V,лежати,ಮಲಗಿಕೊ
730,hängen::V,висіти,ಇಳಿಯಬಿಡು
731,werden::V,стати,ಆಗು
732,werden::V,робитися,ಆಗು
733,passieren::V,трапитися,ಆಗು
734,beginnen::V,початися,ಆರಂಭಿಸು
735,enden::V,кінчитися,ಕೊನೆಗಾಣು
736,wechseln::V,мінятися,ಮಾರ್ಪಡಿಸು
737,aufgehen[Sonne]::V,зійти,ಮೂಡು
738,untergehen[Sonne]::V,зайти,ಮುಳುಗು
739,scheinen[Sonne]::V,світити,ಹೊಳೆ
740,donnern::V,гриміти,ಗುಡುಗಾಗು
741,wehen::V,віяти,ತೀಡು
742,strömen::V,литися,ಹರಿ
743,fließen::V,текти,ಹರಿ
744,sich drehen::V,обертатися,ಸುತ್ತು
745,schwanken::V,коливатися,ಓಲಾಡು
746,schwingen::V,хитатися,ತೂಗು
747,schwingen::V,гойдатися,ತೂಗು
748,fallen::V,падати,ಉದುರು
749,brennen::V,горіти,ಉರಿ
750,rauchen::V,диміти,ಹೊಗೆಬಿಡು
751,regnen::V,дощити,ಸುರಿ
752,gefrieren::V,змерзнути,ಹೆಪ್ಪುಗಟ್ಟು
753,tauen::V,танути,ಬೆಚ್ಚಗಾಗು
754,schmelzen::V,плавитися,ಕರಗು
755,trocknen::V,сохнути,ಒಣಗು
756,sieden::V,кипіти,ಕುದಿ
757,faulen::V,гнити,ಕೊಳೆ
758,verfaulen::V,згнити,ನಶಿಸು
759,reißen::V,рватися,ಒಡೆ
760,versinken::V,тонути,ಮುಳುಗು
761,vergehen::V,проходити,ಸಾಗು
762,erscheinen::V,з’явитися,ತೋರು
763,verschwinden::V,щезнути,ಮಾಯವಾಗು
764,verschwinden::V,зникнути,ಮಾಯವಾಗು
765,sinken::V,спадати,ಕುಸಿ
766,abnehmen::V,поменшитися,ತಗ್ಗು
767,zunehmen::V,збільшуватися,ಬೆಳೆ
768,steigen::V,підніматися,ಉಬ್ಬು
769,wachsen::V,рости,ಬೆಳೆ
770,glänzen::V,блищати,ಮಿರುಗು
771,funkeln::V,блискати,ಮಿನುಗು
772,lärmen::V,шуміти,ಶಬ್ದ ಮಾಡಲು
773,läuten::V,дзвонити,ಬಾರಿಸು
774,klingeln::V,дзвонити,ಅನುರಣಿಸು
775,klirren::V,дзвякати,ಕಿಣಿಕಿಣಿಸು
776,brausen::V,бушувати,ಅಬ್ಬರಿಸು
777,rauschen::V,шелестіти,ಮರ್ಮರಗುಟ್ಟಿಸು
778,klingen::V,лунати,ಉಸಿರು
779,klingen::V,звучати,ಉಸಿರು
780,bellen::V,гавкати,ಬಗುಳು
781,heulen::V,вити,ಅರಚು
782,blasen::V,дунути,ಗಾಳಿ ಊದು
783,pfeifen::V,свистіти,ಸಿಳ್ಳೆಯೂದು
784,schreien::V,кричати,ಕರೆ
785,stöhnen::V,стогнати,ನರಳು
786,zittern::V,тремтіти,ನಡುಗು
787,leben::V,жити,ಇರು
788,geboren werden::V,народитися,ಉಂಟಾಗು
789,atmen::V,дихати,ಉಸಿರು
790,trinken::V,пити,ಕುಡಿ
791,essen::V,їсти,ತಿನ್ನು
792,schlucken::V,ковтати,ನುಂಗು
793,müde werden::V,втомитися,ಬಳಲು
794,einschlafen::V,заснути,ನಿದ್ಧೆಹೋಗು
795,schlafen::V,спати,ನಿದ್ರಿಸು
796,aufwachen::V,прокинутися,ಏಳು
797,aufstehen::V,встати,ಏಳು
798,sich erholen::V,відпочивати,ಸುಧಾರಿಸು
799,krank werden::V,захворіти,ಬೇನೆಬೀಳು
800,krank sein::V,хворіти,ಕೆಟ್ಟ ಎಂದು
801,schmerzen::V,боліти,ಕಚ್ಚು
802,husten::V,кашляти,ಕೆಮ್ಮು
803,genesen::V,одужати,ಮತ್ತೆಹೊದಿಸು
804,genesen::V,видужати,ಮತ್ತೆಹೊದಿಸು
805,sterben::V,померти,ಮೃತಪಡು
806,umkommen::V,згинути,ಹಾಳಾಗು
807,sich bewegen::V,рухатися,ಚಲಿಸು
808,sich rühren::V,ворушитися,ಕದಲು
809,sich erheben::V,встати,ಏಳು
810,sich setzen::V,сісти,ಕೂರು
811,hinfallen::V,упасти,ಬೀಳು
812,laufen::V,ходити,ನಡೆ
813,schreiten::V,крокувати,ಮೆಲ್ಲಗೆ ನಡೆ
814,spazierengehen::V,гуляти,ವಿಹರಿಸು
815,eilen::V,спішити,ಮುನ್ನುಗ್ಗು
816,sich beeilen::V,поспішати,ಆತುರಪಡು
817,sausen::V,мчатися,ಒಗೆ
818,rennen::V,бігати,ಓಡು
819,springen::V,скакати,ಜಿಗಿ
820,springen::V,стрибати,ಜಿಗಿ
821,klettern::V,лазити,ಏರು
822,schaukeln::V,гойдатися,ತೂಗು
823,kriechen::V,повзати,ತೆವಳು
824,schwimmen::V,пливти,ಈಜು
825,schwimmen::V,плавати,ಈಜು
826,tauchen::V,пірнати,ಕೆಳಗಿಳಿ
827,rudern::V,гребти,ಸಾಗಿಸು
828,rudern::V,веслувати,ಸಾಗಿಸು
829,fahren::V,їхати,ನಡೆಸು
830,fliegen::V,літати,ಹಾರು
831,gehen::V,іти,ಹೋಗು
832,weggehen::V,піти,ಹೊರಡು
833,abfahren::V,від’їхати,ತೆರಳು
834,abfahren::V,відправитися,ತೆರಳು
835,anhalten::V,зупинитися,ನಿಲ್ಲು
836,hineingehen::V,входити,ಒಳಹೊಗು
837,eintreten::V,увійти,ಒಳಹೊಗು
838,kommen::V,прийти,ಬರು
839,ankommen::V,прибути,ಬರು
840,zurückkommen::V,повернутися,ಹಿಂದಿರುಗು
841,bleiben::V,залишитися,ಇರು
842,warten::V,чекати,ಇರು
843,erwarten::V,чекати,ನಿರೀಕ್ಷಿಸು
844,suchen::V,шукати,ಹುಡುಕು
845,finden::V,знайти,ಕಂಡುಕೊ
846,versuchen::V,випробовувати,ಪ್ರಯತ್ನಿಸು
847,vorbereiten::V,підготувати,ಸಿದ್ಧವಾಗು
848,lieben::V,любити,ಪ್ರೀತಿಸು
849,mögen::V,любити,ಇಷ್ಟಪಡು
850,mögen::V,подобатися,ಇಷ್ಟಪಡು
851,lachen::V,сміятися,ನಗು
852,rühren::V,розчулити,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
853,weinen::V,плакати,ಅಳು
854,schimpfen::V,лаятися,ಗೊಣಗು
855,sich ärgern::V,сердитися,ಗಣಗಾಡು
856,sich fürchten::V,боятися,ನಡುಗು
857,fürchten::V,боятися,ಹೆದರು
858,fliehen::V,тікати,ಓಡಿಹೋಗು
859,flüchten::V,утекти,ಪಾರಾಗು
860,sehen::V,бачити,ಕಾಣು
861,anschauen::V,поглянути,ನೋಡು
862,ansehen::V,дивитися на,ನಿರೀಕ್ಷಿಸು
863,hören::V,чути,ಕೇಳು
864,zuhören::V,слухати,ಆಲಿಸು
865,probieren::V,покуштувати,ರುಚಿ ನೋಡು
866,riechen::V,нюхати,ಮೂಸು
867,fühlen::V,відчувати,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
868,scheinen::V,здаватися,ತೋರು
869,zu sehen sein::V,виднітися,ಕಾಣಿಸು
870,vernehmen::V,почути,ಕೇಳು
871,frieren::V,мерзнути,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
872,tun::V,робити,ಮಾಡು
873,können::V,могти,ಮಾಡಬಲ್ಲ
874,wollen::V,хотіти,ಬಯಸು
875,anfangen::V,почати,ಪ್ರಾರಂಭಿಸು
876,beenden::V,закінчити,ನಿಲ್ಲಿಸು
877,aufhören::V,перестати,ಮುಗಿಸು
878,gelingen::V,вдатися,ಯಶಸ್ವಿಯಾಗು
879,geraten::V,опинитися,ಉತ್ಪತ್ತಿಮಾಡು
880,öffnen::V,відкрити,ತೆರೆ
881,schließen::V,закрити,ಮುಚ್ಚು
882,stellen::V,поставити,ಇಕ್ಕು
883,setzen::V,посадити,ಇಡು
884,legen::V,класти,ಇಡು
885,berühren::V,чіпати,ತಾಕು
886,verbinden::V,зв’язати,ಕೂಡಿಸು
887,bedecken::V,покрити,ಮುಚ್ಚು
888,aufhängen::V,повісити,ತೂಗುಹಾಕು
889,anzünden::V,запалити,ಹತ್ತಿಸು
890,aufheben::V,підняти,ಆಯಿ
891,zurücklassen::V,залишити,ಬಿಡು
892,verlieren::V,загубити,ಕಳೆ
893,fallen lassen::V,упустити,ಬೀಳಿಸು
894,machen::V,зробити,ಮಾಡು
895,herstellen::V,виготовити,ತಯಾರಿಸು
896,bauen::V,будувати,ಕಟ್ಟು
897,reparieren::V,лагодити,ಸರಿಪಡಿಸು
898,verbessern::V,поліпшити,ತಿದ್ದು
899,ändern::V,змінити,ಬದಲಾಯಿಸು
900,graben::V,копати,ಅಗೆ
901,beugen::V,зігнути,ಬಗ್ಗಿಸು
902,biegen::V,погнути,ಬಗ್ಗಿಸು
903,drehen::V,вертіти,ತಿರುಗು
904,wenden::V,повернути,ತಿರುಗು
905,umdrehen::V,перевернути,ತಿರುಗಿಸು
906,heben::V,піднімати,ಎತ್ತು
907,hochheben::V,підняти,ಎತ್ತು
908,ergreifen::V,схопити,ಆಕ್ರಮಿಸು
909,halten::V,тримати,ಹಿಡಿ
910,drücken::V,натискати,ಒತ್ತು
911,schieben::V,пхати,ನೂಕು
912,schieben::V,штовхати,ನೂಕು
913,kratzen::V,шкребти,ತರಚಿಕೊಳ್ಳು
914,lecken::V,лизати,ನೆಕ್ಕು
915,beißen::V,кусати,ಕಚ್ಚು
916,abreißen::V,відірвати,ಹರಿ
917,abschneiden::V,відрізати,ಕತ್ತರಿಸು
918,binden::V,в’язати,ಕಟ್ಟು
919,stecken::V,увіткнути,ಸಿಕ್ಕಿಸು
920,brechen::V,зламати,ಮುರಿ
921,klopfen::V,стукати,ತಟ್ಟು
922,hauen::V,бити,ಹೊಡೆ
923,kleben::V,клеїти,ಅಂಟಿಸು
924,reiben::V,терти,ಉಜ್ಜು
925,streichen::V,намазати,ಹರಡು
926,schleifen::V,точити,ಮಸೆ
927,schneiden::V,різати,ಕತ್ತರಿಸು
928,rütteln::V,хитати,ಕುಲುಕಿಸು
929,schütteln::V,трясти,ಅಲುಗಿಸು
930,schwenken::V,махати,ತೂಗಾಡು
931,schütten::V,налити,ಎರೆ
932,füllen::V,наповнити,ತುಂಬಿಸು
933,einwickeln::V,загорнути,ಹೊದಿಸು
934,tragen::V,нести,ಹೊರು
935,schleppen::V,тягти,ಜಗ್ಗು
936,ziehen::V,тягнути,ಎಳೆ
937,aufbewahren::V,зберігати,ಇಟ್ಟುಕೊ
938,werfen::V,кидати,ಎಸೆ
939,fangen::V,ловити,ಹಿಡಿ
940,packen::V,схопити,ಸೆಳೆ
941,verstecken::V,сховати,ಮುಚ್ಚಿಡು
942,teilen::V,розділити,ವಿಭಜಿಸು
943,schicken::V,посилати,ಕಳುಹಿಸು
944,bringen::V,принести,ತರು
945,hinzufügen::V,додати,ಕೂಡಿಸು
946,bekommen::V,дістати,ಸಂಪಾದಿಸು
947,erhalten::V,одержати,ಪಡೆ
948,nehmen::V,взяти,ಹಿಡಿ
949,wählen::V,вибрати,ಆರಿಸು
950,auswählen::V,відібрати,ಆಯಿ
951,bewahren::V,зберегти,ರಕ್ಷಿಸಿಡು
952,behindern::V,перешкоджати,ಅಡ್ಡಿಮಾಡು
953,verderben::V,зіпсувати,ಕೆಡಿಸು
954,beschädigen::V,зашкодити,ಹಾಳುಮಾಡು
955,zerbrechen::V,розбити,ಮುರಿ
956,zerreißen::V,розірвати,ಸೀಳು
957,zerstören::V,зруйнувати,ಅಳಿಸು
958,verbrennen::V,спалити,ಸುಡು
959,geben::V,дати,ಕೊಡು
960,reichen::V,передати,ಕೊಡು
961,schenken::V,дарувати,ಅರ್ಪಿಸು
962,versprechen::V,обіцяти,ವಾಗ್ದಾನಮಾಡು
963,wünschen::V,бажати,ಬಯಸು
964,loben::V,хвалити,ಹೊಗಳು
965,küssen::V,цілувати,ಚುಂಬಿಸು
966,wiegen::V,качати,ತೂಗು
967,zudecken::V,накрити,ಹಾಸು
968,wecken::V,розбудити,ಎಬ್ಬಿಸು
969,zeigen::V,показати,ತೋರಿಸು
970,führen::V,вести,ದಾರಿತೋರಿಸು
971,lehren::V,вчити,ಕಲಿಸು
972,unterrichten::V,викладати,ಬೋಧಿಸು
973,aufziehen::V,виховати,ಸಲಹು
974,leiten::V,керувати,ಮುಂದಾಳಾಗಿರು 
975,antreiben::V,підганяти,ಓಡಿಸು
976,lassen::V,змусити,ಮಾಡಲುಬಿಡು
977,einladen::V,запросити,ಆಹ್ವಾನಿಸು
978,vereinigen::V,об’єднати,ಒಂದಾಗು
979,besuchen::V,завітати,ಭೇಟಿಯಾಗು
980,besuchen::V,відвідати,ಭೇಟಿಯಾಗು
981,treffen::V,зустріти,ಸಂಧಿಸು
982,sich versammeln::V,зібратися,ನೆರೆ
983,spielen::V,грати,ಆಡು
984,singen::V,співати,ಹಾಡು
985,tanzen::V,танцювати,ಕುಣಿ
986,sich trennen::V,розлучитися,ಪ್ರತ್ಯೇಮಾಡು
987,verlassen::V,покинути,ಕಳೆ
988,retten::V,врятувати,ರಕ್ಷಿಸು
989,bewachen::V,охороняти,ಕಾಪಾಡು
990,schützen::V,уберігати,ಸಂರಕ್ಷಿಸು
991,verteidigen::V,захистити,ಕಾಪಿಡು
992,sich schlagen::V,битися,ಕಿತ್ತಾಟ
993,sich schlagen::V,дратися,ಕಿತ್ತಾಟ
994,schießen::V,стріляти,ಎಸೆ
995,siegen::V,перемогти,ಗೆಲ್ಲು
996,ärgern::V,сердити,ರೇಗಿಸು
997,schlagen::V,ударити,ಹೊಡೆ
998,treten::V,штовхати,ಒದೆ
999,stechen::V,вколоти,ಚುಚ್ಚು
1000,stoßen::V,штовхнути,ತಳ್ಳು
1001,stehlen::V,украсти,ಕದಿ
1002,stören::V,перешкодити,ಕತಕು
1003,belästigen::V,докучати,ತೊಂದರೆ
1004,verbergen::V,сховати,ಮರೆಮಾಜು
1005,täuschen::V,обдурити,ಠಕ್ಕಿಸು
1006,betrügen::V,зшахраювати,ವಂಚಿಸು
1007,töten::V,убити,ಕೊಲ್ಲು
1008,wohnen::V,жити,ವಾಸಿಸು
1009,wohnen::V,мешкати,ವಾಸಿಸು
1010,arbeiten::V,працювати,ಕೆಲಸ ಮಾಡು
1011,sammeln::V,зібрати,ಸಂಚಯಿಸು
1012,pflücken::V,зривати,ಬಿಡಿಸು
1013,jagen::V,полювати,ಬೇಟೆಯಾಡು
1014,fischen::V,рибалити,ಮೀನು ಹಿಡಿ
1015,fassen::V,піймати,ಹಿಡಿ
1016,hüten::V,пасти,ಗುಂಪುಸೇರಿಸು
1017,treiben::V,гнати,ದಬ್ಬು
1018,anbinden::V,прив’язати,ಬಿಗಿ
1019,füttern::V,годувати,ಮೇಯಿಸು
1020,füttern::V,харчувати,ಮೇಯಿಸು
1021,melken::V,доїти,ಹಾಲು ಕರೆ
1022,hacken::V,рубати,ತುಂಡರಿಸು
1023,gießen::V,полити,ನೀರುಹಾಕು
1024,reifen::V,дозріти,ಕಳಿ
1025,zubereiten::V,зготовити,ಅಡಿಗೆಮಾಡು
1026,zubereiten::V,приготувати,ಅಡಿಗೆಮಾಡು
1027,kochen::V,варити,ಅಡು
1028,kochen::V,готувати,ಅಡು
1029,backen::V,пекти,ಬೇಯಿಸು
1030,braten::V,смажити,ಕರಿ
1031,umrühren::V,переміщати,ಕಲಕು
1032,stricken::V,в’язати,ಹೆಣೆ
1033,nähen::V,шити,ಹೊಲಿ
1034,färben::V,пофарбувати,ಬಣ್ಣ ಹತ್ತು
1035,reinigen::V,очистити,ಸ್ವಚ್ಛಮಾಡು
1036,waschen::V,мити,ತೊಳೆ
1037,abwischen::V,витерти,ಒರಸು
1038,spülen::V,полоскати,ಗಲಬರಿಸು
1039,fegen::V,підмітати,ಗುಡಿಸು
1040,kehren::V,мести,ಗುಡಿಸು
1041,baden::V,купатися,ಸ್ನಾನಮಾಡು
1042,sich waschen::V,митися,ತೊಳೆ
1043,ausziehen::V,зняти,ಬಿಚ್ಚು
1044,anziehen::V,надіти,ಹಾಕು
1045,sich anziehen::V,одягтися,ಹಾಕು
1046,sich anziehen::V,одягнутися,ಹಾಕು
1047,kämmen::V,зачесати,ಬಾಚು
1048,schmücken::V,оздобити,ಅಲಂಕರಿಸು
1049,sagen::V,сказати,ಹೇಳು
1050,sprechen::V,говорити,ನುಡಿ
1051,reden::V,розмовляти,ನುಡಿ
1052,sich unterhalten::V,бесідувати,ಹರಟೆ ಹೊಡಿ
1053,fragen::V,запитати,ವಿಚಾರಿಸು
1054,bitten::V,просити,ಬೇಡು
1055,erzählen::V,розповісти,ಹೇಳು
1056,mitteilen::V,повідомити,ತಿಳಿಸು
1057,nennen::V,назвати,ಹೆಸರಿಡು
1058,rufen::V,кликати,ಕರೆ
1059,prahlen::V,хвалитися,ಜಂಬ ಕೊಚ್ಚು
1060,übersetzen::V,перекласти,ಭಾಷಾಂತರಿಸು
1061,denken::V,думати,ಯೋಚಿಸು
1062,denken::V,мислити,ಯೋಚಿಸು
1063,glauben::V,вірити,ನಂಬು
1064,bemerken::V,помітити,ಗಮನಿಸು
1065,erkennen::V,пізнати,ಗುರುತುಹಿಡಿ
1066,begreifen::V,осягнути,ಗ್ರಹಿಸು
1067,verstehen::V,почути,ಅರ್ಥಮಾಡಿಕೊ
1068,lernen::V,навчатися,ಕಲಿ
1069,wissen::V,знати,ಅರಿ
1070,sich erinnern an::V,пам’ятати,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1071,vergessen::V,забути,ಮರೆತುವಿಡು
1072,messen::V,міряти,ಅಳೆ
1073,zählen::V,лічити,ಗಣಿಸು
1074,rechnen::V,рахувати,ಲೆಕ್ಕ ಹಾಕು
1075,lesen::V,читати,ಓದು
1076,malen::V,малювати,ಬಿಡಿಸು
1077,zeichnen::V,рисувати,ಬಿಡಿಸು
1078,schreiben::V,писати,ಬರೆ
1079,besitzen::V,мати,ಒಡೆಯನಾಗಿರು
1080,kaufen::V,купити,ಕೊಳ್ಳು
1081,verkaufen::V,продати,ಕೊಡು
1082,bezahlen::V,заплатити,ಬೆಲೆತೆರು
1083,zahlen::V,платити,ಹಣವನ್ನುಕೊಡು
1084,beherrschen::V,володіти,ಅಧಿಕಾರ ನಡೆಸು
1085,ertragen::V,витерпіти,ಸಹಿಸು
