,Concept_ID,mdf,fi
166,Schwanz::N,пула,pyrstö
167,Ei::N,ал,muna
168,Nest::N,пиза,pesä
169,Bau::N,пиза,pesä
170,Tier::N,жува́та,eläin
171,Herde::N,нал,lauma
172,Herde::N,стада,lauma
173,Kuh::N,скал,lehmä
174,Kuh::N,тракс,lehmä
175,Bulle::N,бука,sonni
176,Pferd::N,лишме,hevonen
177,Schaf::N,уча́,lammas
178,Schwein::N,тува,sika
179,Hund::N,пине,koira
180,Katze::N,катоня,kissa
181,Katze::N,аваката,kissa
182,Bär::N,офта,karhu
183,Eichhörnchen::N,ур,orava
184,Elch::N,ся́рда,hirvi
185,Fuchs::N,келазь,kettu
186,Hase::N,ну́мол,jänis
187,Maus::N,шеер,hiiri
188,Wolf::N,върьгаз,susi
189,Vogel::N,нармонь,lintu
190,Schwarm::N,ко́вол,parvi
191,Schwarm::N,ме́швеле,parvi
192,Huhn::N,сараз,kana
193,Hahn::N,а́тякш,kukko
194,Gans::N,маци,hanhi
195,Adler::N,куцькан,kotka
196,Ente::N,яксярга,ankka
197,Eule::N,ко́рож,pöllö
198,Kranich::N,ка́рга,kurki
199,Krähe::N,ва́рси,varis
200,Kuckuck::N,ку́ку,käki
201,Schwan::N,ло́ксти,joutsen
202,Fisch::N,кал,kala
203,Barsch::N,о́кунь,ahven
204,Hecht::N,щу́ка,hauki
205,Schlange[Tier]::N,куй,käärme
206,Wurm::N,сукс,mato
207,Spinne::N,унжа́,hämähäkki
208,Ameise::N,панжам,muurahainen
209,Laus::N,си,täi
210,Mücke::N,ся́ське,sääski
211,Mücke::N,ся́ське,hyttynen
212,Fliege::N,кару,kärpänen
213,Schmetterling::N,ме́лав,perhonen
214,Beere::N,и́мож,marja
215,Apfel::N,марь,omena
216,Pilz::N,панга,sieni
217,Zwiebel::N,шурьхкя́,sipuli
218,Saat::N,видьмот,siemenet
219,Korn::N,сёра,jyvä
220,Korn::N,сёра,vilja
221,Heu::N,тише,heinä
222,Schale::N,кедь,kuori
223,Grube::N,лотка,kuoppa
224,Falle::N,туфкс,loukku
225,Falle::N,кунда́ма,loukku
226,Schlinge::N,килькш,ansa
227,Spur::N,пильгоки́,jälki
228,Asche::N,кулу,tuhka
229,Dreck::N,ърда́з,lika
230,Eisen::N,кшни,rauta
231,Gold::N,ока,kulta
232,Gold::N,золота,kulta
233,Silber::N,сия́,hopea
234,Kohle::N,седь,hiili
235,Kohle::N,седьвальмя,hiili
236,Glas::N,кля́нцек,lasi
237,Lehm::N,сёвонь,savi
238,Sand::N,шува́р,hiekka
239,Mensch::N,ломань,ihminen
240,Mann::N,аля,mies
241,Mann::N,цёраломань,mies
242,Frau::N,ава,nainen
243,Kind::N,идь,lapsi
244,Kind::N,шаба,lapsi
245,Junge::N,цёраня,poika
246,Mädchen::N,стирня́,tyttö
247,Familie::N,тнал,perhe
248,Familie::N,семья,perhe
249,Großvater::N,атя,isoisä
250,Großvater::N,щя́тя,isoisä
251,Großmutter::N,баба,isoäiti
252,Eltern::N,тя́дят-а́лят,vanhemmat
253,Vater::N,аля,isä
254,Mutter::N,ава,äiti
255,Mutter::N,тядя,äiti
256,Sohn::N,цёра,poika
257,Tochter::N,стирь,tytär
258,Bruder::N,дуган,veli
259,Bruder::N,пяльне,veli
260,Schwester::N,ака,sisko
261,Schwester::N,сазор,sisko
262,Onkel::N,оця,eno
263,Onkel::N,оця,setä
264,Onkel::N,патя,eno
265,Onkel::N,патя,setä
266,Onkel::N,щеня́,eno
267,Onkel::N,щеня́,setä
268,Tante::N,ака,täti
269,Tante::N,щака,täti
270,Ehemann::N,мирде,mies
271,Ehemann::N,мирде,aviomies
272,Ehefrau::N,ърьвя́,vaimo
273,Ehefrau::N,ърьвя́,aviovaimo
274,Freude::N,ке́нярдема,ilo
275,Freude::N,ке́нярдема,riemu
276,Gelächter::N,рахсема,nauru
277,Glück::N,паваз,onni
278,Kummer::N,ризф,suru
279,Kummer::N,ризф,murhe
280,Kummer::N,пичефкс,suru
281,Kummer::N,пичефкс,murhe
282,Wunsch::N,мяль,toive
283,Wunsch::N,мяль,toivomus
284,Wunsch::N,таколдома,toive
285,Wunsch::N,таколдома,toivomus
286,Lust::N,таколдома,himo
287,Geist::N,вайме,henki
288,Gedanke::N,мяль,aate
289,Gedanke::N,мяль,ajatus
290,Gedächtnis::N,прявий,muisti
291,Verstand::N,прявий,äly
292,Verstand::N,прявий,järki
293,Verstand::N,прявий,ymmärrys
294,Sinn::N,ён,merkitys
295,Grund::N,туфта́л,syy
296,Grund::N,туфта́л,peruste
297,Wahrheit::N,ви́де,tosi
298,Wahrheit::N,ви́де,totuus
299,Wahrheit::N,видеши́,tosi
300,Wahrheit::N,видеши́,totuus
301,Gespräch::N,корхтама,puhelu
302,Gespräch::N,корхтама,keskustelu
303,Märchen::N,ёфкс,satu
304,Erzählung::N,азкс,tarina
305,Erzählung::N,азкс,kertomus
306,Nachricht::N,куля́,tieto
307,Nachricht::N,куля́,ilmoitus
308,Neuigkeit::N,куля́,uutinen
309,Name::N,лем,nimi
310,Rätsel::N,со́дама ёфкс,arvoitus
311,Rede::N,вал,puhe
312,Rede::N,корхтама,puhe
313,Sprache::N,кяль,kieli
314,Stimme::N,вайгяль,ääni
315,Wort::N,вал,sana
316,Zeichen::N,тя́ште,merkki
317,Zeichen::N,тя́штькс,merkki
318,Ruf::N,тердема,kutsu
319,Lärm::N,гайф,melu
320,Lärm::N,гайф,hälinä
321,Lärm::N,жалакодома,melu
322,Lärm::N,жалакодома,hälinä
323,Laut::N,вайгяль,ääni
324,Ton::N,вайгяль,sävel
325,Lied::N,мора,laulu
326,Ruhe::N,сетьме,lepo
327,Ruhe::N,сетьме,rauha
328,Leute::N,ломатть,väki
329,Leute::N,ломатть,ihmiset
330,Volk::N,наро́д,kansa
331,Arbeit::N,тев,työ
332,Gast::N,и́нжи,vieras
333,Gast::N,ко́нак,vieras
334,Geschenk::N,казне,lahja
335,Spiel::N,налхкома,peli
336,Spiel::N,налхкома,leikki
337,Spiel::N,налхксема,peli
338,Spiel::N,налхксема,leikki
339,Gesellschaft::N,кружок,seura
340,Hilfe::N,лездома,apu
341,Freund::N,я́лга,ystävä
342,Kamerad::N,я́лга,toveri
343,Angelegenheit::N,тев,asia
344,Anzahl::N,лувкс,lukumäärä
345,Art::N,вид,laji
346,Stück::N,пакш,pala
347,Stück::N,пакш,kappale
348,Teil::N,часть,osa
349,Teil::N,пялькс,osa
350,Hälfte::N,пяле,puoli
351,Kreis::N,шаркс,ympyrä
352,Kreuz::N,крёз,risti
353,Linie::N,межа,viiva
354,Linie::N,китькс,viiva
355,Strich::N,межа,piirto
356,Abstand::N,ётка,väli
357,Abstand::N,ётка,väljyys
358,Entfernung::N,ётка,etäisyys
359,Gegend::N,ва́ста,seutu
360,Gegend::N,перьфпя́ль,seutu
361,Platz::N,ва́ста,tila
362,Ort::N,ва́ста,kohta
363,Ort::N,ва́ста,paikka
364,Seite::N,пяле,sivu
365,Seite::N,пяле,kylki
366,Mitte::N,кучка́,keskus
367,Mitte::N,кучка́,puoliväli
368,Gegenstand::N,веща,kalu
369,Gegenstand::N,веща,esine
370,Sache::N,тев,asia
371,Sache::N,веща,asia
372,Rand::N,пе,ääri
373,Rand::N,пе,syrjä
374,Kante::N,и́рдез,särmä
375,Ecke::N,ужа,nurkka
376,Spitze::N,пря,terä
377,Spitze::N,пря,kärki
378,Ende::N,пе,pää
379,Ende::N,пе,perä
380,Loch::N,варя,kolo
381,Loch::N,варя,reikä
382,Winkel::N,ужа,kulma
383,Muster::N,сёрма,kuvio
384,Größe::N,серь,koko
385,Größe::N,серь,suuruus
386,Länge::N,кува́лма,pituus
387,Höhe::N,серь,korkeus
388,Gewicht::N,сталма,paino
389,Menge::N,лувкс,määrä
390,Haufen::N,мар,kasa
391,Reihe::N,ряд,rivi
392,Boot::N,венеж,vene
393,Ruder::N,миле,airo
394,Schlitten::N,ну́рда,reki
395,Schlitten::N,ну́рда,kelkka
396,Ski::N,сокс,suksi
397,Lagerfeuer::N,то́лмар,nuotio
398,Last::N,канкс,kuorma
399,Last::N,сталма,kuorma
400,Gang::N,молема,kulku
401,Gang::N,молема,käynti
402,Schritt::N,аськолкс,askel
403,Norden::N,якшама шире,pohjoinen
404,Süden::N,ля́мбе ши́ре,etelä
405,Westen::N,ши валгома шире,länsi
406,Osten::N,шинь стяма шире,itä
407,Holz::N,вирь,puu
408,Holz::N,шуфта,puu
409,Brett::N,лавця,lauta
410,Platte::N,плита́,levy
411,Stütze::N,неже,noja
412,Stange::N,олга,tanko
413,Stock::N,байдек,keppi
414,Stab::N,олгоня,sauva
415,Stab::N,олгоня,seiväs
416,Rohr::N,турама,putki
417,Haus::N,куд,talo
418,Heim::N,куд,koti
419,Ofen::N,пянакуд,uuni
420,Fußboden::N,кия́кс,lattia
421,Tisch::N,шра,pöytä
422,Tisch::N,моркш,pöytä
423,Stuhl::N,стул,tuoli
424,Wiege::N,нюря́м,kehto
425,Bett::N,ацам,sänky
426,Regal::N,лавцяланга,hylly
427,Kiste::N,парга,arkku
428,Kiste::N,парга,kirstu
429,Kiste::N,парга,laatikko
430,Fenster::N,валмья,ikkuna
431,Tür::N,кенкш,ovi
432,Tor::N,ортат,portti
433,Zaun::N,перяфкс,aita
434,Dach::N,кудпря,katto
435,Leiter::N,куцема,tikkaat
436,Leiter::N,куцема,tikapuut
437,Besen::N,тяльме,luuta
438,Spaten::N,ка́йме,lapio
439,Schaufel::N,ко́поня,lapio
440,Schaufel::N,ця́рдом,lapio
441,Gabel::N,ця́нгоня,haarukka
442,Löffel::N,куцю,lusikka
443,Messer::N,пеель,veitsi
444,Nagel::N,эска,naula
445,Haken::N,кя́чказ,haka
446,Haken::N,кя́чказ,koukku
447,Griff::N,недь,ripa
448,Griff::N,недь,kahva
449,Griff::N,кунда́мка,ripa
450,Griff::N,кунда́мка,kahva
451,Schloss::N,замо́к,lukko
452,Bild::N,карти́на,kuva
453,Figur::N,ронга-понда,kuvio
454,Puppe::N,ня́ка,nukke
455,Beutel::N,кяскав,pussi
456,Bündel::N,кярьме,nippu
457,Bündel::N,кярьме,kimppu
458,Tasche::N,кошяльня,laukku
459,Eimer::N,ве́дарка,sanko
460,Eimer::N,ве́дарка,ämpäri
461,Deckel::N,тавадкс,kansi
462,Deckel::N,вельхкс,kansi
463,Geschirr::N,кядьге,astia
464,Sack::N,кяскав,säkki
465,Tasse::N,ша́ваня,kuppi
466,Topf::N,кавозь,pata
467,Kessel::N,сргавозь,kattila
468,Essen::N,ярхцама,syönti
469,Nahrung::N,ярхцампяль,ruoka
470,Nahrung::N,ярхцампяль,ravinto
471,Speise::N,ярхцама,ruoka
472,Fleisch::N,пал,liha
473,Fleisch::N,сиволь,liha
474,Getreide::N,сёра,vilja
475,Brei::N,ям,puuro
476,Brot::N,кши,leipä
477,Scheibe::N,кочам,viipale
478,Fett::N,куя́,rasva
479,Butter::N,вай,voi
480,Öl::N,вай,öljy
481,Salz::N,сал,suola
482,Suppe::N,шонгарям,keitto
483,Suppe::N,коршампяль,keitto
484,Honig::N,медь,hunaja
485,Milch::N,лофца,maito
486,Tee::N,чай,tee
487,Leder::N,кедь,nahka
488,Wolle::N,пона,villa
489,Stoff::N,котф,kangas
490,Nadel::N,салмокс,neula
491,Faden::N,сюре,lanka
492,Knopf::N,пуня,nappi
493,Knoten::N,сюлма,solmu
494,Farbe::N,архтомбяль,maali
495,Kleidung::N,щам,vaatteet
496,Hemd::N,па́нар,paita
497,Kragen::N,сиве,kaulus
498,Ärmel::N,ожа,hiha
499,Hose::N,понкст,housut
500,Gürtel::N,каркс,vyö
501,Mütze::N,вазь,lakki
502,Schuh::N,башма́к,kenkä
503,Stiefel::N,кя́ме,saapas
504,Ring::N,суркс,sormus
505,Band::N,керькс,nauha
506,Band::N,лента,nauha
507,Kamm::N,сюрьхцем,kampa
508,Spiegel::N,ванома,peili
509,Riemen::N,шнань каркс,hihna
510,Schnur::N,пикс,naru
511,Schnur::N,пикс,nuora
512,Schnur::N,карькскя,naru
513,Schnur::N,карькскя,nuora
514,Leine::N,вядьме,talutushihna
515,Decke::N,вельхкс,peite
516,Kissen::N,тоду,tyyny
517,Kissen::N,тоду,pielus
518,Tuch::N,руця́,huivi
519,Handtuch::N,на́рдама,pyyheliina
520,Kraft::N,вий,väki
521,Kraft::N,вий,voima
522,Stärke::N,вииши,vahvuus
523,Gesundheit::N,шумбраши́,terveys
524,Krankheit::N,урма́,tauti
525,Krankheit::N,урма́,sairaus
526,Krankheit::N,сярядема,tauti
527,Krankheit::N,сярядема,sairaus
528,Schmerz::N,маряма,kipu
529,Schmerz::N,маряма,särky
530,Wunde::N,керф,haava
531,Fieber::N,маштыкс,kuume
532,Arznei::N,надо́бья,lääke
533,Arznei::N,пъчка́фтома,lääke
534,Brücke::N,седь,silta
535,Brunnen::N,эши,kaivo
536,Weide::N,ванома васта,laidun
537,Pfad::N,ян,polku
538,Pfad::N,киня́,polku
539,Weg::N,ки,tie
540,Straße::N,ки,katu
541,Dorf::N,веле,kylä
542,Stadt::N,ош,kaupunki
543,Brief::N,сёрма,kirje
544,Buch::N,книга,kirja
545,Buchstabe::N,бу́ква,kirjain
546,Zeitung::N,газе́та,lehti
547,Zeitung::N,газе́та,sanomalehti
548,Leben::N,эряф,elo
549,Leben::N,эряф,elämä
550,Leben::N,эряма,elo
551,Leben::N,эряма,elämä
552,Tod::N,кулома́,kuolema
553,Grab::N,калма,hauta
554,Kirche::N,це́рькав,kirkko
555,Sünde::N,пежеть,synti
556,Sünde::N,муворкс,synti
557,Gott::N,шкай,jumala
558,Arbeiter::N,трудендай,työläinen
559,Arbeiter::N,работник,työläinen
560,Chef::N,азор,päällikkö
561,Chef::N,оцюня,päällikkö
562,Meister::N,мастяр,mestari
563,Arzt::N,врач,lääkäri
564,Arzt::N,доктор,lääkäri
565,Lehrer::N,учи́тель,opettaja
566,Geld::N,ярмакт,raha
567,Geschäft::N,ладяфкс,liike
568,Geschäft::N,ладяф тев,liike
569,Laden::N,ла́вка,puoti
570,Laden::N,ла́вка,kauppa
571,Preis::N,питне,hinta
572,Ware::N,миф,tavara
573,Ware::N,ра́маф,tavara
574,Nutzen::N,пара,hyöty
575,Nutzen::N,лезкс,hyöty
576,Reichtum::N,ко́зяши,rikkaus
577,Welt::N,свет,maailma
578,Land::N,мастор,maa
579,Staat::N,государства,valtio
580,König::N,король,kuningas
581,Macht::N,азорондама,mahti
582,Macht::N,азорксши,mahti
583,Grenze::N,ёткаян,raja
584,Krieg::N,война́,sota
585,Feind::N,душман,vihollinen
586,Feind::N,каршек тюри,vihollinen
587,Gewalt::N,наругама,väkivalta
588,Kampf::N,тюрема́,taistelu
589,Bogen[Waffe]::N,нал,jousi
590,Pfeil::N,нал,nuoli
591,Gewehr::N,винто́вка,kivääri
592,Fehler::N,эльбядькс,vika
593,Fehler::N,эльбядькс,virhe
594,Lüge::N,васькафнема,valhe
595,Schaden::N,зия́н,vaurio
596,Schaden::N,зия́н,vahinko
597,Unglück::N,зия́н,vahinko
598,Unglück::N,зия́н,onnettomuus
599,Schuld::N,муворши,syy
600,Alter::N,эряф кизот,ikä
601,Alter::N,эряфонь пинге,ikä
602,Schluss::N,пе,loppu
603,Zeit::N,пинге,aika
604,Tag::N,ши,päivä
605,Morgen::N,шобдава,aamu
606,Morgen::N,шобдава,huomen
607,Mittag::N,шикучка,keskipäivä
608,Abend::N,иля́дь,ilta
609,Nacht::N,ве,yö
610,Woche::N,недя́ля,viikko
611,Monat::N,ков,kuukausi
612,Jahr::N,киза,vuosi
613,Frühling::N,тунда́,kevät
614,Sommer::N,киза,kesä
615,Herbst::N,сёксе,syksy
616,Winter::N,тяла,talvi
617,Januar::N,кельмеков,tammikuu
618,Februar::N,уфайков,helmikuu
619,März::N,марайков,maaliskuu
620,April::N,шудиков,huhtikuu
621,Mai::N,панжиков,toukokuu
622,Juni::N,лямбеков,kesäkuu
623,Juli::N,псиков,heinäkuu
624,August::N,сёроньков,elokuu
625,September::N,тюжягов,syyskuu
626,Oktober::N,кельмазаков,lokakuu
627,November::N,эйндамков,marraskuu
628,Dezember::N,кучкаков,joulukuu
629,Montag::N,одговши,maanantai
630,Dienstag::N,ша́вши,tiistai
631,Mittwoch::N,вержи,keskiviikko
632,Donnerstag::N,шува́ланя,torstai
633,Freitag::N,пя́денця,perjantai
634,Samstag::N,ёткши,lauantai
635,Sonntag::N,таргоши,sunnuntai
636,groß::A,оцю,iso
637,groß::A,оцю,suuri
638,klein::A,ёмла,pieni
639,lang::A,кува́ка,pitkä
640,kurz::A,нюрьхкя́ня,lyhyt
641,breit::A,кели,leveä
642,schmal::A,тяйня,kapea
643,dicht::A,сиде,taaja
644,dicht::A,туста,taaja
645,dick[Gegenstand]::A,эчке,paksu
646,dünn::A,шува́ня,ohut
647,fein::A,шува́ня,hieno
648,fest::A,кеме,luja
649,flach::A,лапш,litteä
650,flach::A,лапш,tasainen
651,glatt::A,вадяв,sileä
652,glatt::A,вадяв,siloinen
653,glatt::A,такор,sileä
654,glatt::A,такор,siloinen
655,hart::A,калгода,kova
656,weich::A,ляпе,pehmeä
657,rund::A,кру́глай,pyöreä
658,spitz::A,ботаз,terävä
659,spitz::A,оржа,terävä
660,scharf::A,оржа,terävä
661,stumpf::A,ношка,tylsä
662,schwer::A,стака,raskas
663,schwer::A,стака,painava
664,schön::A,мазы,kaunis
665,heiß::A,пси,kuuma
666,warm::A,лямбе,lämmin
667,kalt::A,кельме,kylmä
668,kalt::A,кельме,viluinen
669,kühl::A,эше,viileä
670,frisch::A,свежай,tuore
671,feucht::A,летьке,kostea
672,nass::A,начка,märkä
673,trocken::A,коське,kuiva
674,voll::A,пяшксе,täysi
675,leer::A,шава,tyhjä
676,offen::A,панжада,avonainen
677,offen::A,виде,avonainen
678,geschlossen::A,пякстаф,suljettu
679,geschlossen::A,сёлгф,suljettu
680,sauber::A,ару,puhdas
681,schmutzig::A,рда́зу,likainen
682,schmutzig::A,пя́ндра,likainen
683,roh::A,верок,raaka
684,reif::A,ке́нерьф,kypsä
685,lecker::A,танцти,herkullinen
686,süß::A,ламбама,makea
687,bitter::A,сяпи,karvas
688,bitter::A,сяпи,kitkerä
689,sauer::A,шапама,hapan
690,hell::A,валда,kirkas
691,hell::A,валда,valoisa
692,dunkel::A,шобда,pimeä
693,schwarz::A,равжа,musta
694,weiß::A,акша,valkea
695,rot::A,якстерь,punainen
696,gelb::A,тюжя́,keltainen
697,blau::A,сенем,sininen
698,grün::A,пиже,vihreä
699,grün::A,сянгяря,vihreä
700,grau::A,уле,harmaa
701,bunt::A,сёрмав,kirjava
702,billig::A,у́цез,halpa
703,billig::A,у́цез,huokea
704,billig::A,аф пи́тни,halpa
705,billig::A,аф пи́тни,huokea
706,teuer::A,пи́тни,kallis
707,wertvoll::A,питни,arvokas
708,blind::A,сокор,sokea
709,taub::A,пярав,kuuro
710,kräftig::A,пяк вии,väkevä
711,kräftig::A,пяк вии,voimakas
712,stark::A,вии,vahva
713,schwach::A,лафча,heikko
714,fett::A,куя́,lihava
715,schlank::A,виде ронга,hoikka
716,schlank::A,виде ронга,solakka
717,hübsch::A,мазы,soma
718,hübsch::A,мазы,sievä
719,böse::A,кяжи,paha
720,böse::A,кяжи,häijy
721,dumm::A,аф ёню,tyhmä
722,dumm::A,аф ёню,typerä
723,dumm::A,шава пря,tyhmä
724,dumm::A,шава пря,typerä
725,faul::A,нола,laiska
726,fleißig::A,ку́лхцонды,ahkera
727,geizig::A,кирьжя,saita
728,geizig::A,жаднай,saita
729,klug::A,ёню,älykäs
730,klug::A,пря́ви,älykäs
731,geschickt::A,маштозь тиф,taitava
732,lieb::A,цебярь,rakas
733,lustig::A,ра́хси,hauska
734,lustig::A,ра́хси,iloinen
735,sanft::A,сетьме,lauha
736,sanft::A,сетьме,lempeä
737,hungrig::A,вача,nälkäinen
738,hungrig::A,вачеда,nälkäinen
739,krank::A,сяряди,sairas
740,nackt::A,штада,alaston
741,nackt::A,кърхтапа,alaston
742,traurig::A,ла́жнай,surullinen
743,traurig::A,ла́жнай,murheellinen
744,lebendig::A,эряй,elävä
745,gut::A,пара,hyvä
746,gut::A,цебярь,hyvä
747,schlecht::A,кальдяв,paha
748,schlecht::A,кальдяв,huono
749,richtig::A,виде,oikea
750,schlimm::A,кальдяв,paha
751,wahr::A,афкуксонь,tosi
752,alt::A,ташта,vanha
753,neu::A,од,uusi
754,ehemalig::A,и́нгольдень,entinen
755,ehemalig::A,и́нгольдень,muinainen
756,alt[Lebewesen]::A,сире,vanha
757,jung::A,од,nuori
758,arm::A,а́шу,köyhä
759,reich::A,козя,rikas
760,bekannt::A,содаф,tuttu
761,bekannt::A,содаф,tunnettu
762,berühmt::A,содавикс,kuuluisa
763,fremd::A,лия,vieras
764,fremd::A,аф содаф,vieras
765,verschieden::A,аф фкя ла́цонь,eri
766,verschieden::A,аф фкя ла́цонь,erilainen
767,nah::A,мала,läheinen
768,nah::A,аф ичкоздень,läheinen
769,fern::A,и́чкоздень,etäinen
770,fern::A,куна́рдонь,etäinen
771,linker::A,кержи,vasen
772,rechter::A,види,oikea
773,anderer::A,лия,muu
774,anderer::A,лия,toinen
775,erster::A,васенце,ensimmäinen
776,zweiter::A,омбоце,toinen
777,dritter::A,колмоце,kolmas
778,letzter::A,ме́кольце,viimeinen
779,allein::ADV,ськамонза,yksin
780,auf einmal::ADV,вихцок,yhdellä kertaa
781,zusammen::ADV,марс,yhdessä
782,zusammen::ADV,ма́рса,yhdessä
783,lange::ADV,кува́тьс,kauan
784,lange::ADV,кува́тьс,pitkään
785,plötzlich::ADV,а́пак учт,äkkiä
786,sofort::ADV,тяникиге,heti
787,später::ADV,ме́ле,myöhemmin
788,jetzt::ADV,тяни,nyt
789,heute::ADV,тячи,tänään
790,morgen::ADV,ва́нды,huomenna
791,bald::ADV,курок,pian
792,dann::ADV,меле,sitten
793,dann::ADV,сяда меле,sitten
