,Concept_ID,et,lez
807,wo::FADV,kus,гьина
808,wohin::FADV,kuhu,гьиниз
809,wie::FADV,kuidas,гьикӏ
810,warum::FADV,miks,вучиз
811,wieviel::FNUM,mitu,шумуд
812,wieviel::FNUM,kui palju,шумуд
813,eins::NUM,üks,са
814,zwei::NUM,kaks,кьвед
815,drei::NUM,kolm,пуд
816,vier::NUM,neli,кьуд
817,fünf::NUM,viis,вад
818,sechs::NUM,kuus,ругуд
819,sieben::NUM,seitse,ирид
820,acht::NUM,kaheksa,муьжуьд
821,neun::NUM,üheksa,кӏуьд
822,zehn::NUM,kümme,цӏуд
823,elf::NUM,üksteist,цӏусад
824,zwölf::NUM,kaksteist,цӏикьвед
825,zwanzig::NUM,kakskümmend,къад
826,dreißig::NUM,kolmkümmend,къанницӏуд
827,vierzig::NUM,nelikümmend,яхцӏур
828,fünfzig::NUM,viiskümmend,яхцӏурни цӏуд
829,sechzig::NUM,kuuskümmend,пудкъад
830,siebzig::NUM,seitsekümmend,пудкъанни цӏуд
831,achtzig::NUM,kaheksakümmend,кьудкъад
832,neunzig::NUM,üheksakümmend,кьудкъанни цӏуд
833,hundert::NUM,sada,виш
834,tausend::NUM,tuhat,агъзур
835,und::CNJ,ja,ва
836,oder::CNJ,või,я
837,stehen::V,seisma,акъвазун
838,sitzen::V,istuma,ацукьун
839,liegen::V,lamama,къаткун
840,hängen::V,rippuma,куьрс хьун
841,werden::V,saama,хьун
842,werden::V,hakkama,хьун
843,passieren::V,juhtuma,хьун
844,beginnen::V,algama,башламиш хьун
845,beginnen::V,hakkama,башламиш хьун
846,enden::V,lõppema,куьтягь хьун
847,wechseln::V,vahelduma,дегиш хьун
848,aufgehen[Sonne]::V,tõusma,экъечӏун
849,untergehen[Sonne]::V,loojuma,акӏун
850,scheinen[Sonne]::V,paistma,ишигь гун
851,donnern::V,kõmisema,къукърумар авун
852,wehen::V,puhuma,
853,strömen::V,voolama,авахьун
854,fließen::V,voolama,авахьун
855,sich drehen::V,pöörduma,элкъуьн
856,schwanken::V,kõikuma,юзун
857,schwingen::V,võnkuma,галтад хьун
858,fallen::V,langema,аватун
859,brennen::V,põlema,кун
860,brennen::V,põlema,ккун
861,rauchen::V,suitsema,
862,regnen::V,sadama,къун
863,gefrieren::V,kinni külmuma,муркӏади кьун
864,tauen::V,sulama,цӏурун
865,schmelzen::V,sulama,цӏурун
866,trocknen::V,kuivama,кьурун
867,sieden::V,keema,ругун
868,faulen::V,mädanema,кутӏун
869,verfaulen::V,mädanema,чуьруьтмиш хьун
870,verfaulen::V,mädanema,кутӏун
871,reißen::V,rebenema,атӏун
872,reißen::V,rebenema,къазунун
873,versinken::V,uppuma,батмиш хьун
874,vergehen::V,mööduma,алатун
875,erscheinen::V,ilmuma,майдандиз акъатун
876,verschwinden::V,kaduma,квахьун
877,sinken::V,vajuma,элекьун
878,sinken::V,langema,элекьун
879,abnehmen::V,vähenema,тӏимил хьун
880,abnehmen::V,vähenema,гъвечӏи хьун
881,abnehmen::V,kahenema,тӏимил хьун
882,abnehmen::V,kahenema,гъвечӏи хьун
883,zunehmen::V,kasvama,артух хьун
884,steigen::V,tõusma,хкаж хьун
885,steigen::V,üles minema,хкаж хьун
886,wachsen::V,kasvama,экъечӏун
887,glänzen::V,läikimä,цӏарцӏар гун
888,funkeln::V,sädelema,нур гун
889,lärmen::V,lärmama,ван авун
890,läuten::V,helisema,зенг ягъун
891,klingeln::V,helisema,зенг ягъун
892,klirren::V,kõlisema,зигринг авун
893,brausen::V,kohisema,къати хьун
894,rauschen::V,kohisema,вишриш авун
895,klingen::V,kõlama,ван авун
896,bellen::V,haukuma,элуькьун
897,heulen::V,uluma,къув ягъун
898,blasen::V,puhuma,уф гун
899,pfeifen::V,vilistama,уьфт ягъун
900,schreien::V,karjuma,гьараюн
901,stöhnen::V,oigama,суза авун
902,zittern::V,värisema,зурзун
903,leben::V,elama,яшамиш хьун
904,leben::V,elus olema,яшамиш хьун
905,geboren werden::V,sündima,хьун
906,atmen::V,hingama,нефес чӏугун
907,trinken::V,jooma,хъун
908,essen::V,sööma,тӏуьн
909,schlucken::V,neelama,туькьуьнун
910,müde werden::V,väsima,галатун
911,müde werden::V,väsima,юргъун хьун
912,einschlafen::V,uinuma,ксун
913,schlafen::V,magama,ксун
914,aufwachen::V,ärkama,ахварай аватун
915,aufstehen::V,ärkama,къарагъун
916,aufstehen::V,üles tõusma,къарагъун
917,sich erholen::V,puhkama,ял ягъун
918,krank werden::V,haigestuma,кефсуз хьун
919,krank werden::V,haigeks jääma,кефсуз хьун
920,krank sein::V,haige olema,тӏа хьун
921,schmerzen::V,valutama,тӏа хьун
922,husten::V,köhima,уьгьуь ягъун
923,genesen::V,toibuma,сагъ хъхьун
924,sterben::V,surema,кьин
925,umkommen::V,surma saama,терг хьун
926,sich bewegen::V,liikuma,юзун
927,sich rühren::V,liikuma,юзун
928,sich erheben::V,kerkima,къарагъун
929,sich setzen::V,istet võtma,ацукьун
930,hinfallen::V,kukkuma,алукьун
931,hinfallen::V,maha kukkuma,алукьун
932,laufen::V,kõndima,къекъуьн
933,schreiten::V,astuma,ккамар къачун
934,spazierengehen::V,jalutama,сейр авун
935,eilen::V,ruttama,тади авун
936,eilen::V,kiirustama,тади авун
937,sich beeilen::V,ruttama,гьерекатун
938,sich beeilen::V,kiirustama,гьерекатун
939,sausen::V,kihutama,чкурун
940,sausen::V,tormama,чкурун
941,rennen::V,jooksma,катун
942,rennen::V,jooksma,зверун
943,rennen::V,kihutama,катун
944,rennen::V,kihutama,зверун
945,springen::V,hüppama,хкадарун
946,klettern::V,ronima,акьахун
947,schaukeln::V,kiikuma,
948,kriechen::V,roomama,капаралди фин
949,schwimmen::V,ujuma,сирнав авун
950,tauchen::V,sukelduma,кьилихъди циз вегьин
951,rudern::V,sõudma,кьусуйралди лодка гьалун
952,rudern::V,sõudma,цуьруьгъуьлдалди кӏватӏун
953,fahren::V,sõitma,фин
954,fliegen::V,lendama,лув гун
955,fliegen::V,lendama,цавай фин
956,gehen::V,käima,фин
957,gehen::V,minema,фин
958,weggehen::V,ära minema,хъфин
959,weggehen::V,välja minema,хъфин
960,abfahren::V,väljuma,фин
961,abfahren::V,väljuma,рекье гьатун
962,abfahren::V,ära sõitma,фин
963,abfahren::V,ära sõitma,рекье гьатун
964,anhalten::V,peatuma,акъвазун
965,hineingehen::V,sisenema,гьахьун
966,hineingehen::V,sisse minema,гьахьун
967,eintreten::V,sisenema,гьахьун
968,eintreten::V,sisse astuma,гьахьун
969,kommen::V,tulema,атун
970,ankommen::V,saabuma,атун
971,zurückkommen::V,tagasi tulema,хтун
972,bleiben::V,jääma,амукьун
973,warten::V,ootama,гуьзлемишун
974,erwarten::V,ootama,вил алаз акъвазун
975,erwarten::V,lootma,вил алаз акъвазун
976,suchen::V,otsima,къекъуьн
977,finden::V,leidma,жугъун
978,versuchen::V,püüdma,алахъун
979,versuchen::V,üritama,алахъун
980,versuchen::V,katsetama,алахъун
981,vorbereiten::V,valmistama,гьазурун
982,lieben::V,armastama,кӏан хьун
983,mögen::V,sallima,рикӏ ацукьун
984,mögen::V,meeldima,рикӏ ацукьун
985,lachen::V,naerma,хъуьруьн
986,rühren::V,liigutama,
987,rühren::V,heldima panema,
988,weinen::V,nutma,шехьун
989,schimpfen::V,sõimama,сеперар гун
990,schimpfen::V,sõimama,экъуьгъунар авун
991,sich ärgern::V,ärrituma,хъел акатун
992,sich ärgern::V,vihastuma,хъел акатун
993,sich fürchten::V,kartma,кичӏе хьун
994,sich fürchten::V,hirmu tundma,кичӏе хьун
995,fürchten::V,kartma,къурхутмиш хьун
996,fliehen::V,põgenema,катун
997,flüchten::V,põgenema,катун
998,sehen::V,nägema,акун
999,anschauen::V,vaatama,вил вегьин
1000,ansehen::V,vaatama,килигун
1001,hören::V,kuulma,ван хьун
1002,zuhören::V,kuulama,яб гун
1003,probieren::V,proovima,дад акун
1004,riechen::V,nuusutama,ни чӏугун
1005,fühlen::V,tundma,гьисс авун
1006,scheinen::V,näida,
1007,scheinen::V,ilmuda,
1008,zu sehen sein::V,ilmuma,
1009,vernehmen::V,üle kuulama,
1010,frieren::V,külmetada,кьун
1011,frieren::V,külmetada,мекьи хьун
1012,tun::V,tegema,авун
1013,können::V,võima,хьун
1014,können::V,võima,акъакьун
1015,können::V,oskama,хьун
1016,können::V,oskama,акъакьун
1017,wollen::V,tahtma,кӏан хьун
1018,anfangen::V,hakkama,башламишун
1019,anfangen::V,alustama,башламишун
1020,beenden::V,lõpetama,куьтягьун
1021,aufhören::V,lakkama,акъвазун
1022,gelingen::V,õnnestuma,арадал атун
1023,geraten::V,jõudma,акъатун
1024,öffnen::V,avama,ахъаюн
1025,schließen::V,sulgema,акьалун
1026,stellen::V,panema,эцигун
1027,stellen::V,asetama,эцигун
1028,setzen::V,panema,ацукьарун
1029,legen::V,panema,эцигун
1030,legen::V,asetama,эцигун
1031,berühren::V,riivama,хкӏурун
1032,berühren::V,puudutama,хкӏурун
1033,verbinden::V,ühendama,гилигун
1034,bedecken::V,katma,кӏевун
1035,aufhängen::V,riputama,куьрсарун
1036,anzünden::V,süütama,куькӏуьрун
1037,aufheben::V,üles tõstma,хкажун
1038,zurücklassen::V,jätma,тун
1039,verlieren::V,kaotama,квадарун
1040,fallen lassen::V,maha pillama,авадрун
1041,fallen lassen::V,kukkuda laskma,авадрун
1042,machen::V,tegema,авун
1043,machen::V,tegema,кар авун
1044,herstellen::V,valmistama,расун
1045,bauen::V,ehitama,туькӏуьрун
1046,reparieren::V,parandama,расун
1047,verbessern::V,parandama,хъсанрун
1048,ändern::V,muutma,табдил авун
1049,ändern::V,ümber tegema,табдил авун
1050,graben::V,kaevama,эгъуьнун
1051,beugen::V,painutama,акӏажарун
1052,beugen::V,painutama,кангур авун
1053,biegen::V,painutama,патахъарун
1054,drehen::V,keerama,алчударун
1055,wenden::V,ümber pöörama,
1056,umdrehen::V,ümber keerama,элкъуьрун
1057,heben::V,tõstma,хкажун
1058,hochheben::V,üles tõstma,хкажун
1059,hochheben::V,kõrgele tõstma,хкажун
1060,ergreifen::V,haarama,агалчна кьун
1061,halten::V,hoidma,кьун
1062,drücken::V,pigistama,чуькьуьн
1063,schieben::V,lükkama,хуртӏ гун
1064,kratzen::V,kraapima,къадгъунун
1065,lecken::V,lakkuma,мез гун
1066,beißen::V,purema,кӏасун
1067,beißen::V,hammustama,кӏасун
1068,abreißen::V,rebima,галудун
1069,abreißen::V,ära rebima,галудун
1070,abschneiden::V,ära lõikama,атӏун
1071,binden::V,siduma,
1072,stecken::V,pistma,сухун
1073,brechen::V,murdma,хун
1074,brechen::V,murdma,кукӏварун
1075,klopfen::V,koputama,тахъ-тахъ авун
1076,hauen::V,lööma,ягъун
1077,kleben::V,kleepima,алкӏурун
1078,kleben::V,kleepima,кукӏурун
1079,reiben::V,hõõruma,тӏушунун
1080,streichen::V,silitama,алтадун
1081,schleifen::V,lihvima,кӏвенкӏв авун
1082,schleifen::V,teritama,кӏвенкӏв авун
1083,schneiden::V,lõikama,атӏун
1084,rütteln::V,raputama,къарсурун
1085,schütteln::V,raputama,къарсурун
1086,schütteln::V,loksutama,къарсурун
1087,schwenken::V,vehkima,элягъун
1088,schwenken::V,vehkima,галтадун
1089,schwenken::V,lehvitama,элягъун
1090,schwenken::V,lehvitama,галтадун
1091,schütten::V,kallama,цун
1092,füllen::V,täitma,ацӏурун
1093,einwickeln::V,sisse mähkima,кутун
1094,einwickeln::V,sisse mähkima,элкъуьрун
1095,tragen::V,kandma,тухун
1096,schleppen::V,tassima,галчӏурун
1097,schleppen::V,lohistama,галчӏурун
1098,ziehen::V,vedama,ялун
1099,ziehen::V,vedama,чӏугун
1100,ziehen::V,tõmbama,ялун
1101,ziehen::V,tõmbama,чӏугун
1102,aufbewahren::V,säilitama,хуьн
1103,aufbewahren::V,alal hoidma,хуьн
1104,werfen::V,viskama,гадрун
1105,fangen::V,püüdma,кьун
1106,packen::V,kinni haarama,кьун
1107,packen::V,kinni võtma,кьун
1108,verstecken::V,peitma,кӏевун
1109,teilen::V,jagama,паюн
1110,teilen::V,jaotama,паюн
1111,schicken::V,saatma,ракъурун
1112,bringen::V,viima,гъун
1113,hinzufügen::V,lisama,алава авун
1114,bekommen::V,saama,къачун
1115,bekommen::V,saama,жугъурун
1116,erhalten::V,saama,къачун
1117,nehmen::V,võtma,къачун
1118,wählen::V,valima,хкягъун
1119,auswählen::V,valima,хкягъун
1120,bewahren::V,hoidma,хуьн
1121,behindern::V,takistama,манийвал авун
1122,verderben::V,rikkuma,чӏурун
1123,beschädigen::V,rikkuma,нукьсанвал гун
1124,zerbrechen::V,katki tegema,хун
1125,zerreißen::V,katki rebima,къазунун
1126,zerstören::V,purustama,чӏурун
1127,zerstören::V,purustama,барбатӏун
1128,verbrennen::V,põletama,ккун
1129,geben::V,andma,гун
1130,reichen::V,andma,вугун
1131,reichen::V,andma,гун
1132,reichen::V,ulatama,вугун
1133,reichen::V,ulatama,гун
1134,schenken::V,kinkima,пишкеш авун
1135,versprechen::V,lubama,гаф гун
1136,versprechen::V,tõotama,гаф гун
1137,wünschen::V,soovima,дуьа авун
1138,loben::V,kiitma,тариф авун
1139,küssen::V,suudlema,темен гун
1140,wiegen::V,hällitama,эчӏягъун
1141,zudecken::V,kaanetama,гьалдун
1142,zudecken::V,kinni katma,гьалдун
1143,wecken::V,äratama,ахварай авудун
1144,zeigen::V,näitama,къалурун
1145,führen::V,juhatama,тухун
1146,lehren::V,õpetama,кӏелиз тун
1147,unterrichten::V,õpetama,тарс гун
1148,aufziehen::V,üles kasvatama,тербия гун
1149,aufziehen::V,üles kasvatama,тербияламишун
1150,leiten::V,juhtima,идара авун
1151,antreiben::V,ergutama,тади кутун
1152,lassen::V,laskma,
1153,einladen::V,kutsuma,теклиф авун
1154,vereinigen::V,ühendama,сад авун
1155,besuchen::V,külastama,кьилив атун
1156,treffen::V,kohtama,гьалтун
1157,sich versammeln::V,kogunema,алтӏушун
1158,spielen::V,mängima,къугъун
1159,singen::V,laulma,лугьун
1160,singen::V,laulma,мани лугьун
1161,tanzen::V,tantsima,кьуьл авун
1162,sich trennen::V,lahku minema,къакъатун
1163,verlassen::V,maha jätma,гъил къачун
1164,retten::V,päästma,къутармишун
1165,bewachen::V,valvama,хуьн
1166,schützen::V,kaitsma,хуьн
1167,verteidigen::V,kaitsma,хуьн
1168,sich schlagen::V,kaklema,кукӏун
1169,schießen::V,tulistama,акъатун
1170,siegen::V,võitma,гъалиб хьун
1171,ärgern::V,ärritama,хъел гъун
1172,ärgern::V,ärritama,хъел кутун
1173,ärgern::V,vihastama,хъел гъун
1174,ärgern::V,vihastama,хъел кутун
1175,schlagen::V,lööma,ягъун
1176,schlagen::V,lööma,галукьарун
1177,treten::V,sõtkuma,кьуьл къекъягъун
1178,treten::V,sõtkuma,кьуьл эцягъун
1179,stechen::V,pistma,акьадарун
1180,stechen::V,torkama,акьадарун
1181,stoßen::V,tõukama,эцягъун
1182,stehlen::V,varastama,чуьнуьхун
1183,stören::V,segama,хкуьрун
1184,stören::V,häirima,хкуьрун
1185,belästigen::V,ahistama,хкуьрун
1186,belästigen::V,ahistama,азият гун
1187,verbergen::V,peitma,далдаламишун
1188,verbergen::V,varjama,далдаламишун
1189,täuschen::V,petma,алцурарун
1190,täuschen::V,petma,алцуррун
1191,täuschen::V,tüssama,алцурарун
1192,täuschen::V,tüssama,алцуррун
1193,betrügen::V,petma,алцурарун
1194,betrügen::V,petma,гьарамзадавал авун
1195,betrügen::V,tüssama,алцурарун
1196,betrügen::V,tüssama,гьарамзадавал авун
1197,betrügen::V,truudust murtma,алцурарун
1198,betrügen::V,truudust murtma,гьарамзадавал авун
1199,töten::V,tapma,яна кьин
1200,töten::V,surmama,яна кьин
1201,wohnen::V,elama,дуланмиш хьун
1202,arbeiten::V,töötama,кӏвалахун
1203,arbeiten::V,töötama,кӏвалах авун
1204,sammeln::V,koguma,кӏватӏун
1205,sammeln::V,korjama,кӏватӏун
1206,pflücken::V,noppima,атӏун
1207,jagen::V,jahtima,гъуьрч авун
1208,fischen::V,kalastama,гъетер кьун
1209,fischen::V,kala püüdma,гъетер кьун
1210,fassen::V,püüdma,кьун
1211,hüten::V,karjatama,чӏура хуьн
1212,treiben::V,ajama,гьалун
1213,anbinden::V,kinni siduma,акалун
1214,füttern::V,söötma,ем гун
1215,melken::V,lüpsma,ацун
1216,hacken::V,raiuma,куьткуьнун
1217,hacken::V,lõhkuma,куьткуьнун
1218,gießen::V,kastma,яд гун
1219,reifen::V,valmima,чурун
1220,reifen::V,valmima,агакьун
1221,zubereiten::V,valmistama,гьазурун
1222,kochen::V,keetma,ругун
1223,backen::V,küpsetama,чурун
1224,braten::V,praadima,чурун
1225,umrühren::V,segama,какадарун
1226,stricken::V,kuduma,хурун
1227,nähen::V,õmblema,цун
1228,färben::V,värvima,шир ягъун
1229,reinigen::V,puhastama,михьун
1230,waschen::V,pesema,чуьхуьн
1231,abwischen::V,puhtaks pühkima,гуьцӏун
1232,spülen::V,uhtma,экъуьрун
1233,fegen::V,pühkima,шуткун
1234,kehren::V,pühkima,кул алтадун
1235,baden::V,suplema,эхъуьн
1236,baden::V,kümblema,эхъуьн
1237,sich waschen::V,end pesema,жендек чуьхуьн
1238,ausziehen::V,käest võtma,хутӏунун
1239,ausziehen::V,käest võtma,галудун
1240,ausziehen::V,jalast võtma,хутӏунун
1241,ausziehen::V,jalast võtma,галудун
1242,ausziehen::V,seljast võtma,хутӏунун
1243,ausziehen::V,seljast võtma,галудун
1244,anziehen::V,jalga panema,алукӏун
1245,sich anziehen::V,riietuma,алукӏун
1246,sich anziehen::V,riietuma,парталар алукӏун
1247,kämmen::V,kammima,эвягъун
1248,schmücken::V,kaunistama,безетмишун
1249,schmücken::V,kaunistama,гуьрчегарун
1250,sagen::V,ütlema,лугьун
1251,sprechen::V,rääkima,рахун
1252,sprechen::V,kõnelema,рахун
1253,reden::V,kõnelema,рахун
1254,sich unterhalten::V,vestlema,ихтилат авун
1255,fragen::V,küsima,жузун
1256,bitten::V,paluma,тӏалабун
1257,erzählen::V,jutustama,ахъаюн
1258,mitteilen::V,teatama,хабар гун
1259,mitteilen::V,teada andma,хабар гун
1260,nennen::V,nimetama,тӏвар гун
1261,rufen::V,kutsuma,эверун
1262,prahlen::V,hooplema,яцӏу гафар авун
1263,übersetzen::V,tõlkima,таржума авун
1264,übersetzen::V,tõlkima,гафладун
1265,denken::V,mõtlema,фикир авун
1266,glauben::V,uskuma,агъун
1267,bemerken::V,märkama,фикир гун
1268,erkennen::V,ära tundma,
1269,begreifen::V,aru saama,гъавурда акьун
1270,verstehen::V,mõistma,
1271,lernen::V,õppima,кӏелун
1272,wissen::V,teadma,чир хьун
1273,wissen::V,teadma,чирхьун
1274,sich erinnern an::V,mäletama,рикӏел хуьн
1275,vergessen::V,unustama,рикӏелай фин
1276,vergessen::V,unustama,рикӏелай алатун
1277,messen::V,mõõtma,алцумун
1278,zählen::V,loendama,гьисабун
1279,rechnen::V,arvutama,гьисабун
1280,lesen::V,lugema,кӏелун
1281,malen::V,maalima,кхьин
1282,malen::V,maalima,шикилар чӏугун
1283,zeichnen::V,joonistama,чӏугун
1284,schreiben::V,kirjutama,кхьин
1285,besitzen::V,omama,иеси хьун
1286,kaufen::V,ostma,къачун
1287,kaufen::V,ostma,маса къачун
1288,verkaufen::V,müüma,гун
1289,verkaufen::V,müüma,маса гун
1290,bezahlen::V,tasuma,къимет гун
1291,bezahlen::V,tasuma,эвезда авун
1292,bezahlen::V,tasuma,гьакъи агакьрун
1293,zahlen::V,maksma,къимет гун
1294,zahlen::V,maksma,эвезда авун
1295,zahlen::V,maksma,гьакъи агакьрун
1296,beherrschen::V,valitsema,иеси хьун
1297,ertragen::V,taluma,таб гун
