,Concept_ID,lv,eu
282,Bach::N,шор,lats
283,Bach::N,шор,erreka
284,Bach::N,urga,lats
285,Bach::N,urga,erreka
286,Bach::N,strauts,lats
287,Bach::N,strauts,erreka
288,Fluss::N,ю,ibai
289,Fluss::N,ю,uhaitz
290,Fluss::N,upe,ibai
291,Fluss::N,upe,uhaitz
292,Ufer::N,вадор,bazter
293,Ufer::N,krasts,bazter
294,Küste::N,вадор,itsasalde
295,Küste::N,piekraste,itsasalde
296,Festland::N,му,lehor
297,Festland::N,sauszeme,lehor
298,Meer::N,саридз,itsaso
299,Meer::N,jūra,itsaso
300,Bucht::N,куръя,golko
301,Bucht::N,līcis,golko
302,Insel::N,ді,irla
303,Insel::N,ді,uharte
304,Insel::N,sala,irla
305,Insel::N,sala,uharte
306,Blume::N,дзоридз,lili
307,Blume::N,puķe,lili
308,Blume::N,zieds,lili
309,Gras::N,турун,belar
310,Gras::N,zāle,belar
311,Wurzel::N,вуж,zuztar
312,Wurzel::N,вуж,sustrai
313,Wurzel::N,sakne,zuztar
314,Wurzel::N,sakne,sustrai
315,Baum::N,пу,zuhaitz
316,Baum::N,koks,zuhaitz
317,Stamm::N,пучер,enbor
318,Stamm::N,stumbrs,enbor
319,Rinde::N,кырсь,azal
320,Rinde::N,miza,azal
321,Ast::N,ув,adar
322,Ast::N,zars,adar
323,Zweig::N,вож,abar
324,Zweig::N,nozare,abar
325,Blatt::N,кор,hosto
326,Blatt::N,lapa,hosto
327,Birke::N,кыдз,urki
328,Birke::N,bērzs,urki
329,Kiefer[Baum]::N,пожӧм,ler
330,Kiefer[Baum]::N,priede,ler
331,Weide[Baum]::N,бадь,zume
332,Weide[Baum]::N,бадь,sahats
333,Weide[Baum]::N,kārkls,zume
334,Weide[Baum]::N,kārkls,sahats
335,Tanne::N,коз,izei
336,Tanne::N,egle,izei
337,Horn::N,сюр,adar
338,Horn::N,rags,adar
339,Feder::N,гӧн,luma
340,Feder::N,гӧн,hegaki
341,Feder::N,тывборд,luma
342,Feder::N,тывборд,hegaki
343,Feder::N,spalva,luma
344,Feder::N,spalva,hegaki
345,Fell::N,ку,ile
346,Fell::N,ку,larru
347,Fell::N,āda,ile
348,Fell::N,āda,larru
349,Flügel::N,борд,hego
350,Flügel::N,spārns,hego
351,Klaue::N,гыж,atzapar
352,Klaue::N,nags,atzapar
353,Kralle::N,гыж,erpe
354,Kralle::N,гыж,atzapar
355,Kralle::N,nags,erpe
356,Kralle::N,nags,atzapar
357,Schwanz::N,бӧж,isats
358,Schwanz::N,бӧж,buztan
359,Schwanz::N,ļipa,isats
360,Schwanz::N,ļipa,buztan
361,Ei::N,кольк,arrautza
362,Ei::N,ola,arrautza
363,Nest::N,поз,habia
364,Nest::N,ligzda,habia
365,Bau::N,горс,ohantze
366,Bau::N,пырмӧс,ohantze
367,Bau::N,гу,ohantze
368,Bau::N,ala,ohantze
369,Tier::N,пемӧс,abere
370,Tier::N,пемӧс,piztia
371,Tier::N,dzīvnieks,abere
372,Tier::N,dzīvnieks,piztia
373,Herde::N,стада,saldo
374,Herde::N,стада,abere talde
375,Herde::N,кельӧб,saldo
376,Herde::N,кельӧб,abere talde
377,Herde::N,ganāmpulks,saldo
378,Herde::N,ganāmpulks,abere talde
379,Kuh::N,мӧс,behi
380,Kuh::N,govs,behi
381,Bulle::N,ӧш,zezen
382,Bulle::N,bullis,zezen
383,Pferd::N,вӧв,zaldi
384,Pferd::N,zirgs,zaldi
385,Schaf::N,ыж,ardi
386,Schaf::N,aita,ardi
387,Schwein::N,порсь,urde
388,Schwein::N,порсь,txerri
389,Schwein::N,cūka,urde
390,Schwein::N,cūka,txerri
391,Hund::N,пон,txakur
392,Hund::N,suns,txakur
393,Katze::N,кань,katu
394,Katze::N,kaķis,katu
395,Bär::N,ош,hartz
396,Bär::N,lācis,hartz
397,Eichhörnchen::N,ур,urtxintxa
398,Eichhörnchen::N,vāvere,urtxintxa
399,Elch::N,йӧра,altze
400,Elch::N,alnis,altze
401,Fuchs::N,руч,azeri
402,Fuchs::N,lapsa,azeri
403,Hase::N,кӧч,erbi
404,Hase::N,zaķis,erbi
405,Maus::N,шыр,sagu
406,Maus::N,pele,sagu
407,Wolf::N,кӧин,otso
408,Wolf::N,vilks,otso
409,Vogel::N,кай,txori
410,Vogel::N,кай,hegazti
411,Vogel::N,лэбач,txori
412,Vogel::N,лэбач,hegazti
413,Vogel::N,putns,txori
414,Vogel::N,putns,hegazti
415,Schwarm::N,чукӧр,aldra
416,Schwarm::N,spiets,aldra
417,Huhn::N,курӧг,oilo
418,Huhn::N,vista,oilo
419,Hahn::N,петук,oilar
420,Hahn::N,gailis,oilar
421,Gans::N,дзодзӧг,antzara
422,Gans::N,zoss,antzara
423,Adler::N,кутш,arrano
424,Adler::N,ērglis,arrano
425,Ente::N,утка,ahate
426,Ente::N,pīle,ahate
427,Eule::N,сюзь,hontza
428,Eule::N,pūce,hontza
429,Kranich::N,тури,kurrilo
430,Kranich::N,dzērve,kurrilo
431,Krähe::N,рака,bele
432,Krähe::N,vārna,bele
433,Kuckuck::N,кӧк,kuku
434,Kuckuck::N,dzeguze,kuku
435,Schwan::N,юсь,beltxarga
436,Schwan::N,gulbis,beltxarga
437,Fisch::N,чери,arrain
438,Fisch::N,zivs,arrain
439,Barsch::N,ёкыш,perka
440,Barsch::N,asaris,perka
441,Hecht::N,сир,lutxo
442,Hecht::N,līdaka,lutxo
443,Schlange[Tier]::N,кый,suge
444,Schlange[Tier]::N,čūska,suge
445,Wurm::N,номыр,har
446,Wurm::N,tārps,har
447,Spinne::N,черань,armiarma
448,Spinne::N,zirneklis,armiarma
449,Ameise::N,кодзувкот,inurri
450,Ameise::N,skudra,inurri
451,Laus::N,той,zorri
452,Laus::N,uts,zorri
453,Mücke::N,ном,eltxo
454,Mücke::N,ods,eltxo
455,Fliege::N,гут,euli
456,Fliege::N,muša,euli
457,Schmetterling::N,бобув,pinpirin
458,Schmetterling::N,бобув,tximeleta
459,Schmetterling::N,tauriņš,pinpirin
460,Schmetterling::N,tauriņš,tximeleta
461,Beere::N,тусь,baia
462,Beere::N,вотӧс,baia
463,Beere::N,oga,baia
464,Apfel::N,яблӧг,sagar
465,Apfel::N,ābols,sagar
466,Pilz::N,тшак,onddo
467,Pilz::N,тшак,perretxiko
468,Pilz::N,sēne,onddo
469,Pilz::N,sēne,perretxiko
470,Zwiebel::N,луккок,tipula
471,Zwiebel::N,йӧнгыль,tipula
472,Zwiebel::N,sīpols,tipula
473,Saat::N,тусь,haziak
474,Saat::N,кӧйдыс,haziak
475,Saat::N,sēkla,haziak
476,Korn::N,тусь,ale
477,Korn::N,тусь,pikor
478,Korn::N,grauds,ale
479,Korn::N,grauds,pikor
480,Heu::N,турун,belar ondu
481,Heu::N,siens,belar ondu
482,Schale::N,кор,azal
483,Schale::N,čaula,azal
484,Schale::N,čaumala,azal
485,Grube::N,гу,hobi
486,Grube::N,bedre,hobi
487,Falle::N,лэч,harrapagailu
488,Falle::N,slazds,harrapagailu
489,Falle::N,lamatas,harrapagailu
490,Schlinge::N,лэч,bilur
491,Schlinge::N,лэч,xedera
492,Schlinge::N,cilpa,bilur
493,Schlinge::N,cilpa,xedera
494,Spur::N,туй,lorratz
495,Spur::N,pēda,lorratz
496,Asche::N,пӧм,errauts
497,Asche::N,pelni,errauts
498,Dreck::N,няйт,satsukeria
499,Dreck::N,dubļi,satsukeria
500,Eisen::N,кӧрт,burdina
501,Eisen::N,dzelzs,burdina
502,Gold::N,зарни,urre
503,Gold::N,зарни,urregorri
504,Gold::N,zelts,urre
505,Gold::N,zelts,urregorri
506,Silber::N,эзысь,zilar
507,Silber::N,эзысь,urrezuri
508,Silber::N,sudrabs,zilar
509,Silber::N,sudrabs,urrezuri
510,Kohle::N,шом,ikatz
511,Kohle::N,ogle,ikatz
512,Glas::N,стеклӧ,beira
513,Glas::N,stikls,beira
514,Lehm::N,сёй,buztin
515,Lehm::N,māls,buztin
516,Sand::N,лыа,harea
517,Sand::N,лыа,hondar
518,Sand::N,smiltis,harea
519,Sand::N,smiltis,hondar
520,Mensch::N,морт,gizaki
521,Mensch::N,cilvēks,gizaki
522,Mann::N,аймӧрт,gizon
523,Mann::N,мужичӧй,gizon
524,Mann::N,vīrietis,gizon
525,Frau::N,ань,andere
526,Frau::N,ань,emakume
527,Frau::N,нывбаба,andere
528,Frau::N,нывбаба,emakume
529,Frau::N,sieviete,andere
530,Frau::N,sieviete,emakume
531,Kind::N,кага,haur
532,Kind::N,bērns,haur
533,Junge::N,пи,mutil
534,Junge::N,zēns,mutil
535,Junge::N,puika,mutil
536,Junge::N,puisis,mutil
537,Mädchen::N,ныв,neska
538,Mädchen::N,meiča,neska
539,Mädchen::N,skuķis,neska
540,Mädchen::N,meitene,neska
541,Familie::N,семья,sendi
542,Familie::N,семья,familia
543,Familie::N,ģimene,sendi
544,Familie::N,ģimene,familia
545,Großvater::N,пӧль,aitona
546,Großvater::N,пӧль,aitatxi
547,Großvater::N,vecaistēvs,aitona
548,Großvater::N,vecaistēvs,aitatxi
549,Großmutter::N,баб,amona
550,Großmutter::N,баб,amatxi
551,Großmutter::N,vecāmāte,amona
552,Großmutter::N,vecāmāte,amatxi
553,Eltern::N,ай-мам,gurasoak
554,Eltern::N,бать-мам,gurasoak
555,Eltern::N,vecāki,gurasoak
556,Vater::N,бать,aita
557,Vater::N,ай,aita
558,Vater::N,tēvs,aita
559,Mutter::N,мам,ama
560,Mutter::N,māte,ama
561,Sohn::N,пи,seme
562,Sohn::N,dēls,seme
563,Tochter::N,ныв,alaba
564,Tochter::N,meita,alaba
565,Bruder::N,вок,neba
566,Bruder::N,вок,anaia
567,Bruder::N,brālis,neba
568,Bruder::N,brālis,anaia
569,Schwester::N,чой,ahizpa
570,Schwester::N,māsa,ahizpa
571,Onkel::N,дядь,osaba
572,Onkel::N,tēvocis,osaba
573,Tante::N,тьӧт,izeba
574,Tante::N,tante,izeba
575,Ehemann::N,верӧс,senar
576,Ehemann::N,vīrs,senar
577,Ehefrau::N,гӧтыр,emazte
578,Ehefrau::N,sieva,emazte
579,Freude::N,радлун,poz
580,Freude::N,радлун,pozkari
581,Freude::N,prieks,poz
582,Freude::N,prieks,pozkari
583,Gelächter::N,серам,barre
584,Gelächter::N,серам,karkara
585,Gelächter::N,smiekli,barre
586,Gelächter::N,smiekli,karkara
587,Glück::N,шуд,zori
588,Glück::N,laime,zori
589,Kummer::N,шог,xangrin
590,Kummer::N,шог,atsekabe
591,Kummer::N,bēdas,xangrin
592,Kummer::N,bēdas,atsekabe
593,Kummer::N,raizes,xangrin
594,Kummer::N,raizes,atsekabe
595,Wunsch::N,кӧсйӧм,nahi
596,Wunsch::N,кӧсйӧм,nahikunde
597,Wunsch::N,vēlme,nahi
598,Wunsch::N,vēlme,nahikunde
599,Wunsch::N,vēlējums,nahi
600,Wunsch::N,vēlējums,nahikunde
601,Lust::N,кыскӧм,gogo
602,Lust::N,радейтӧм,gogo
603,Lust::N,kāre,gogo
604,Geist::N,лов,gogo
605,Geist::N,gars,gogo
606,Gedanke::N,мӧвп,gogoeta
607,Gedanke::N,doma,gogoeta
608,Gedächtnis::N,паметь,oroimen
609,Gedächtnis::N,паметь,gogoramen
610,Gedächtnis::N,atmiņa,oroimen
611,Gedächtnis::N,atmiņa,gogoramen
612,Verstand::N,вежӧр,adimen
613,Verstand::N,вежӧр,ulermen
614,Verstand::N,prāts,adimen
615,Verstand::N,prāts,ulermen
616,Sinn::N,мог,zentzu
617,Sinn::N,вежӧртас,zentzu
618,Sinn::N,nozīme,zentzu
619,Grund::N,помка,zergati
620,Grund::N,pamats,zergati
621,Grund::N,iemesls,zergati
622,Wahrheit::N,збыль,egia
623,Wahrheit::N,збыльтор,egia
624,Wahrheit::N,taisnība,egia
625,Wahrheit::N,patiesība,egia
626,Gespräch::N,сёрни,hizketa
627,Gespräch::N,сёрни,elkarrizketa
628,Gespräch::N,saruna,hizketa
629,Gespräch::N,saruna,elkarrizketa
630,Märchen::N,мойд,ipuin
631,Märchen::N,pasaka,ipuin
632,Erzählung::N,висьт,edesti
633,Erzählung::N,висьт,kontakizun
634,Erzählung::N,stāsts,edesti
635,Erzählung::N,stāsts,kontakizun
636,Erzählung::N,nostāsts,edesti
637,Erzählung::N,nostāsts,kontakizun
638,Nachricht::N,юӧртӧм,albiste
639,Nachricht::N,ziņa,albiste
640,Neuigkeit::N,выльтор,berri
641,Neuigkeit::N,jaunums,berri
642,Name::N,ним,izen
643,Name::N,vārds,izen
644,Rätsel::N,нӧдкыв,asmakizun
645,Rätsel::N,mīkla,asmakizun
646,Rede::N,сёрни,hitzaldi
647,Rede::N,сёрни,mintzaldi
648,Rede::N,runa,hitzaldi
649,Rede::N,runa,mintzaldi
650,Sprache::N,кыв,hizkuntza
651,Sprache::N,valoda,hizkuntza
652,Stimme::N,гӧлӧс,ahots
653,Stimme::N,вом шы,ahots
654,Stimme::N,balss,ahots
655,Wort::N,кыв,hitz
656,Wort::N,vārds,hitz
657,Zeichen::N,пас,agerbide
658,Zeichen::N,пас,agergarri
659,Zeichen::N,zīme,agerbide
660,Zeichen::N,zīme,agergarri
661,Ruf::N,чукӧстчӧм,dei
662,Ruf::N,корӧм,dei
663,Ruf::N,sauciens,dei
664,Lärm::N,шы,zarata
665,Lärm::N,шы,harrabots
666,Lärm::N,зык,zarata
667,Lärm::N,зык,harrabots
668,Lärm::N,зычитӧм,zarata
669,Lärm::N,зычитӧм,harrabots
670,Lärm::N,troksnis,zarata
671,Lärm::N,troksnis,harrabots
672,Laut::N,шы,hots
673,Laut::N,skaņa,hots
674,Ton::N,шы,tonu
675,Ton::N,шы,soinu
676,Ton::N,tonis,tonu
677,Ton::N,tonis,soinu
678,Lied::N,сьылан,abesti
679,Lied::N,сьыланкыв,abesti
680,Lied::N,dziesma,abesti
681,Ruhe::N,чӧв,nasaitasun
682,Ruhe::N,miers,nasaitasun
683,Leute::N,йӧз,jende
684,Leute::N,войтыр,jende
685,Leute::N,ļaudis,jende
686,Leute::N,cilvēki,jende
687,Volk::N,йӧз,herri
688,Volk::N,йӧз,populu
689,Volk::N,войтыр,herri
690,Volk::N,войтыр,populu
691,Volk::N,tauta,herri
692,Volk::N,tauta,populu
693,Arbeit::N,удж,lan
694,Arbeit::N,darbs,lan
695,Gast::N,гӧсть,arrotz
696,Gast::N,гӧсть,apopilo
697,Gast::N,viešņa,arrotz
698,Gast::N,viešņa,apopilo
699,Gast::N,ciemiņš,arrotz
700,Gast::N,ciemiņš,apopilo
701,Geschenk::N,козин,opari
702,Geschenk::N,dāvana,opari
703,Spiel::N,ворсан,jolas
704,Spiel::N,rotaļa,jolas
705,Gesellschaft::N,котыр,gizarte
706,Gesellschaft::N,biedrība,gizarte
707,Gesellschaft::N,kompānija,gizarte
708,Hilfe::N,отсӧг,helpide
709,Hilfe::N,отсӧг,laguntza
710,Hilfe::N,palīdzība,helpide
711,Hilfe::N,palīdzība,laguntza
712,Freund::N,ёрт,lagun
713,Freund::N,draugs,lagun
714,Kamerad::N,ёрт,adiskide
715,Kamerad::N,ёрт,lagunkide
716,Kamerad::N,biedrs,adiskide
717,Kamerad::N,biedrs,lagunkide
718,Angelegenheit::N,мог,afera
719,Angelegenheit::N,делӧ,afera
720,Angelegenheit::N,darīšana,afera
721,Anzahl::N,лыд,kopuru
722,Anzahl::N,тшӧт,kopuru
723,Anzahl::N,skaits,kopuru
724,Anzahl::N,daudzums,kopuru
725,Art::N,сикас,mota
726,Art::N,suga,mota
727,Art::N,šķira,mota
728,Stück::N,тор,puska
729,Stück::N,gabals,puska
730,Teil::N,юкӧн,atal
731,Teil::N,daļa,atal
732,Hälfte::N,пӧв,erdi
733,Hälfte::N,джын,erdi
734,Hälfte::N,puse,erdi
735,Kreis::N,кытш,biribilki
736,Kreis::N,aplis,biribilki
737,Kreis::N,riņķis,biribilki
738,Kreuz::N,перна,gurutze
739,Kreuz::N,крест,gurutze
740,Kreuz::N,krusts,gurutze
741,Linie::N,визь,linea
742,Linie::N,līnija,linea
743,Strich::N,визь,marra
744,Strich::N,svītra,marra
745,Abstand::N,кост,tarte
746,Abstand::N,коласт,tarte
747,Abstand::N,atstarpe,tarte
748,Entfernung::N,ылна,urrunera
749,Entfernung::N,attālums,urrunera
750,Entfernung::N,atstatums,urrunera
751,Gegend::N,му-ва,alderdi
752,Gegend::N,му-ва,eskualde
753,Gegend::N,apvidus,alderdi
754,Gegend::N,apvidus,eskualde
755,Gegend::N,apgabals,alderdi
756,Gegend::N,apgabals,eskualde
757,Platz::N,ылдӧс,leku
758,Platz::N,йир,leku
759,Platz::N,гӧгӧртас,leku
760,Platz::N,vieta,leku
761,Ort::N,ин,toki
762,Ort::N,места,toki
763,Ort::N,vieta,toki
764,Seite::N,бок,albo
765,Seite::N,ӧтарладор,albo
766,Seite::N,sāns,albo
767,Mitte::N,шӧр,erdi
768,Mitte::N,vidus,erdi
769,Gegenstand::N,кӧлуй,gauzaki
770,Gegenstand::N,priekšmets,gauzaki
771,Sache::N,добра,gauza
772,Sache::N,lieta,gauza
773,Rand::N,дор,ertz
774,Rand::N,mala,ertz
775,Rand::N,apmale,ertz
776,Kante::N,дор,ertz
777,Kante::N,šķautne,ertz
778,Ecke::N,пельӧс,kantoi
779,Ecke::N,kakts,kantoi
780,Ecke::N,stūris,kantoi
781,Spitze::N,йыв,punta
782,Spitze::N,smaile,punta
783,Spitze::N,galotne,punta
784,Ende::N,пом,buru
785,Ende::N,пом,mutur
786,Ende::N,gals,buru
787,Ende::N,gals,mutur
788,Ende::N,uzgalis,buru
789,Ende::N,uzgalis,mutur
790,Loch::N,розь,zulo
791,Loch::N,caurums,zulo
792,Winkel::N,пельӧс,zoko
793,Winkel::N,пельӧс,bazter
794,Winkel::N,leņķis,zoko
795,Winkel::N,leņķis,bazter
796,Muster::N,сер,eredu
