,Concept_ID,hy,ab
211,Eisen::N,երկաթ,аиха
212,Gold::N,ոսկի,ахьы
213,Silber::N,արծաթ,аразны
214,Kohle::N,քարածուխ,арацəа
215,Glas::N,ապակի,асаркьа
216,Lehm::N,կավ,анышəаҧшь
217,Sand::N,ավազ,аҧслымӡ
218,Mensch::N,մարդ,ауаҩы
219,Mann::N,մարդ,ахаҵа
220,Mann::N,տղամարդ,ахаҵа
221,Frau::N,կին,аҧҳəыс
222,Kind::N,զավակ,ахəыҷы
223,Junge::N,տղա,аҷкəын
224,Junge::N,տղա,ахаҵарҧыс
225,Mädchen::N,աղջիկ,аӡӷаб
226,Familie::N,ընտանիք,аҭаацəа
227,Großvater::N,պապ,абду
228,Großmutter::N,տատ,анду
229,Eltern::N,ծնողներ,ани аби
230,Vater::N,հայր,аб
231,Mutter::N,մայր,ан
232,Sohn::N,որդի,аҧа
233,Tochter::N,աղջիկ,аҧҳа
234,Tochter::N,դուստր,аҧҳа
235,Bruder::N,եղբայր,аиашьа
236,Schwester::N,քույր,Аҳəшьа
237,Onkel::N,քեռի,абиашьа
238,Onkel::N,քեռի,аншьа
239,Onkel::N,հորեղբայր,абиашьа
240,Onkel::N,հորեղբայր,аншьа
241,Tante::N,մորաքույր,абиаҳəшьа
242,Ehemann::N,մարդ,ахаҵа
243,Ehemann::N,մարդ,аҧшəма
244,Ehemann::N,ամուսին,ахаҵа
245,Ehemann::N,ամուսին,аҧшəма
246,Ehefrau::N,կին ամուսին,аҧҳəыс
247,Freude::N,ուրախություն,агəырӷьара
248,Gelächter::N,ծիծաղ,ачча
249,Gelächter::N,ծիծաղ,аччара
250,Glück::N,երջանկություն,аразҟы
251,Kummer::N,վիշտ,агəырҩа
252,Wunsch::N,ցանկություն,агəхəтəы
253,Wunsch::N,ցանկություն,аҭахра
254,Lust::N,փափագ,агəазыҳəара
255,Lust::N,իղձ,агəазыҳəара
256,Geist::N,ոգի,аҧсы
257,Gedanke::N,միտք,ахəыцырҭа
258,Gedächtnis::N,հիշողություն,агəынкылара
259,Verstand::N,խելք,ахшыҩ
260,Sinn::N,իմաստ,аҵакы
261,Grund::N,պատճառ,амзыз
262,Wahrheit::N,ճշմարտություն,аиаша
263,Gespräch::N,զրույց,аиҿцәажәара
264,Märchen::N,պայիկի պատմություն,алакə
265,Erzählung::N,պատմվածք,ажәабжь
266,Erzählung::N,պատմություն,ажәабжь
267,Nachricht::N,հաղորդագրություն,адырраҭара
268,Neuigkeit::N,լուր,ажәабжь ҿыц
269,Neuigkeit::N,նորություն,ажәабжь ҿыц
270,Name::N,անուն,ахьӡ
271,Rätsel::N,բարդ խնդիր,ацуфара
272,Rede::N,ճառ,ажәа
273,Rede::N,ելույթ,ажәа
274,Sprache::N,լեզու,абызшəа
275,Stimme::N,ձայն,абжьы
276,Wort::N,բառ,ажәа
277,Zeichen::N,նշան,адырга
278,Ruf::N,կոչ,аҿҭы
279,Ruf::N,կանչ,аҿҭы
280,Lärm::N,աղմուկ,ашьҭыбжь
281,Laut::N,հնչյուն,ашьҭыбжь
282,Laut::N,ձայն,ашьҭыбжь
283,Ton::N,տոն,атон
284,Lied::N,երգ,ашəа
285,Ruhe::N,անդորրություն,аҭынчра
286,Leute::N,մարդիկ,ауаа
287,Volk::N,ազգ,ажəлар
288,Arbeit::N,գործ,аусура
289,Arbeit::N,աշխատանք,аусура
290,Gast::N,հյուր,асас
291,Geschenk::N,նվեր,аҳамҭа
292,Geschenk::N,նվեր,аҿанҵа
293,Spiel::N,խաղ,ахəмарра
294,Gesellschaft::N,ընկերություն,агəыҧ
295,Hilfe::N,օգնությթուն,ацхыраара
296,Freund::N,ընկեր,аҩыза
297,Freund::N,բարեկամ,аҩыза
298,Kamerad::N,ուղեկից,Аҧхнагьла
299,Angelegenheit::N,բան,аус
300,Angelegenheit::N,գործ,аус
301,Anzahl::N,քանակ,ахыҧхьаӡара
302,Anzahl::N,գումար,ахыҧхьаӡара
303,Art::N,տեսակ,ахкы
304,Stück::N,կտոր,аҽыҭ
305,Teil::N,մաս,ахəҭа
306,Hälfte::N,կես,абжа
307,Kreis::N,շիջանակ,агьагьа
308,Kreuz::N,խաչ,аџьар
309,Linie::N,գիծ,аицтәар
310,Strich::N,գիծ,ацəаҳəа
311,Abstand::N,անջրպետ,абжьара
312,Entfernung::N,հեռավորություն,абжьара
313,Gegend::N,շրջան,аҭыҧ
314,Platz::N,տարածություն,аҭыҧ
315,Ort::N,տեղ,аҭыҧ
316,Ort::N,վայր,аҭыҧ
317,Seite::N,կողմ,аган
318,Mitte::N,մեջտեղ,агəҭа
319,Gegenstand::N,առարկա,амаҭəар
320,Sache::N,բան,
321,Rand::N,վերջք,аҵкар
322,Kante::N,եզր,авардым
323,Ecke::N,անկյուն,акəакь
324,Spitze::N,ծայր,аҧынҵа
325,Ende::N,ծայր,анаӡара
326,Loch::N,անցք,акылҵəара
327,Winkel::N,անկյուն,агҿаҩра
328,Winkel::N,անկյուն,акəындхə
329,Winkel::N,անկյուն,акəакь
330,Muster::N,օրինակ,аҟҟа
331,Größe::N,մեծություն,изаҟароу
332,Länge::N,երկարություն,аура
333,Höhe::N,բարձրություն,агылара
334,Gewicht::N,կշիռ,акапан
335,Menge::N,քանակ,
336,Haufen::N,դեզ,ачаҟəа
337,Haufen::N,կույտ,ачаҟəа
338,Reihe::N,շարք,ацəаҳəа
339,Reihe::N,կարգ,ацəаҳəа
340,Boot::N,նավակ,анышь
341,Ruder::N,թի,ажəҩа
342,Ruder::N,թիակ,ажəҩа
343,Schlitten::N,բալխիր,ашəаҩауардын
344,Ski::N,դահուկ,ашəаҩа
345,Ski::N,դահուկ,ашьахаха
346,Lagerfeuer::N,բացօդեայ կրակ,еиқуу амца
347,Last::N,բեռ,ахьанҭара
348,Gang::N,զբոսանք,аныҟəара
349,Schritt::N,քայլ,ашьаҿа
350,Norden::N,հյուսիս,аҩада
351,Süden::N,հարավ,алада
352,Westen::N,արեւմուտք,амраҭашəара
353,Osten::N,արեւելք,амрагылара
354,Holz::N,փայտ,амҿымаҭəахə
355,Brett::N,տախտակ,аӷəы
356,Platte::N,թիթեղ,ахаҳәцәы
357,Stütze::N,նեցուկ,аҵаргəа
358,Stütze::N,նեցուկ,агəышьаҟа
359,Stange::N,ձող,акьат
360,Stock::N,փայտ,алаба
361,Stab::N,ցուպ,акьат
362,Stab::N,գավազան,акьат
363,Rohr::N,խողովակ,абыкь
364,Haus::N,տուն,аҩны
365,Heim::N,տուն,аҭаацəа
366,Ofen::N,վառարան,аҳақə
367,Ofen::N,վառարան,ауаџьаҟ
368,Ofen::N,վառարան,афрына
369,Fußboden::N,հատակ,адашьма
370,Tisch::N,սեղան,аишәа
371,Stuhl::N,աթոռ,аҟəардə
372,Wiege::N,օրորոց,агара
373,Bett::N,անկողին,акаруаҭ
374,Regal::N,դարակ,акыӷəра
375,Kiste::N,տուփ,аидчаҧала
376,Fenster::N,պատուհան,аҧенџьыр
377,Tür::N,դուռ,ашə
378,Tor::N,դարպաս,агəашə
379,Zaun::N,ցանկապատ,аанда
380,Dach::N,տանիք,ахыб
381,Dach::N,կտուր,ахыб
382,Leiter::N,սանդուղք,амардуан
383,Besen::N,ավել,аҧссага
384,Spaten::N,բահ,ажыга
385,Schaufel::N,թի,аҭəарӷəы
386,Gabel::N,պատառաքաղ,ачқьыҧ
387,Löffel::N,գդալ,амҳаҵə
388,Messer::N,դանակ,аҳəызба
389,Nagel::N,մեխ,аҵəымӷ
390,Netz::N,ցանց,акаҭа
391,Haken::N,կարթ,аҵəаҳə
392,Griff::N,կոթ,амаа
393,Griff::N,բռնակ,амаа
394,Schloss::N,կողպեք,асаҧаҭ
395,Bild::N,նկար,асахьа
396,Bild::N,պատկեր,асахьа
397,Figur::N,քանդակ,афигура
398,Figur::N,պատկեր,афигура
399,Puppe::N,տիկնիկ,акьанџьа
400,Beutel::N,տոպրակ,асакь
401,Bündel::N,կապոց,аҿаҳəара
402,Tasche::N,պայուսակ,арҭмаҟ
403,Eimer::N,դույլ,аведра
404,Deckel::N,կափարիչ,ахҩа
405,Geschirr::N,ամանեղեն,ачысмаҭəа
406,Sack::N,պարկ,асакь
407,Sack::N,տոպրակ,асакь
408,Tasse::N,թաս,аҵəца
409,Tasse::N,գավաթ,аҵəца
410,Topf::N,անոթ,акаструлиа
411,Kessel::N,կաթսա,ачуан
412,Essen::N,կերակուր,
413,Nahrung::N,ուտելիք,афатə
414,Speise::N,խորտիկ,афатə
415,Speise::N,կերակուր,афатə
416,Fleisch::N,միս,акəац
417,Getreide::N,հացահատիկ,ачакуа
418,Brei::N,լանդակ,ақашь
419,Brot::N,հաց,ача
420,Scheibe::N,կտոր,аҽыҭ
421,Scheibe::N,կտոր,аҿаҵа
422,Scheibe::N,պատառ,аҽыҭ
423,Scheibe::N,պատառ,аҿаҵа
424,Fett::N,ճարպ,ашша
425,Butter::N,կարագ,ахəша
426,Öl::N,ձեթ,азеҭ
427,Salz::N,աղ,аџьыка
428,Suppe::N,սուպ,асуҧ
429,Suppe::N,ապուր,асуҧ
430,Honig::N,մեղր,ацха
431,Milch::N,կաթ,ахш
432,Tee::N,թեյ,ачаи
433,Leder::N,կաշի,ацəа
434,Wolle::N,բուրդ,аласа
435,Stoff::N,գործվածք,Аба
436,Nadel::N,ասեղ,агəыр
437,Faden::N,թել,арахəыц
438,Knopf::N,կոճակ,аҳəынҵəра
439,Knoten::N,հանգույց,аиқəҳəала
440,Farbe::N,ներկ,ашəыга
441,Kleidung::N,հագուստ,амаҭəа
442,Hemd::N,վերնաշապիկ,акьаҿ
443,Kragen::N,օձիք,ахəда
444,Ärmel::N,թեւք,амаӷра
445,Hose::N,շալվար,аиқəа
446,Gürtel::N,գոտի,амаҟа
447,Mütze::N,կեպի,ахылҧа
448,Schuh::N,կոշիկ,аимаа
449,Stiefel::N,երկարաճիթ կոշիկ,амагə
450,Ring::N,զնգալ,амацəаз
451,Band::N,ժապավեն,алента
452,Kamm::N,սանր,ахҳəа
453,Spiegel::N,հայելի,асаркьа
454,Riemen::N,փոկ,аа
455,Schnur::N,լար,ашаха
456,Leine::N,փոկ,аҕура
457,Decke::N,վերմակ,ахыза
458,Kissen::N,բարձ,ахчы
459,Tuch::N,թաշկինակ,акасы
460,Handtuch::N,սրբիչ,ампахьшьы
461,Kraft::N,ուժ,амч
462,Stärke::N,պնդություն,амч
463,Stärke::N,ամրություն,амч
464,Gesundheit::N,առողջություն,агəабзиара
465,Krankheit::N,ախտ,ачымазара
466,Krankheit::N,հիվանդություն,ачымазара
467,Schmerz::N,ցավ,ахьаа
468,Schmerz::N,տանջանք,ахьаа
469,Wunde::N,վերք,ахəра
470,Fieber::N,տենդ,ашоура
471,Arznei::N,դեղ,ахəшə
472,Brücke::N,կամուրջ,ацҳа
473,Brunnen::N,հոր,аҵыџь
474,Brunnen::N,ջրհոր,аҵыџь
475,Weide::N,արոտավայր,аҳəырҭа
476,Pfad::N,արահետ,амхəасҭа
477,Weg::N,ուղի,амҩа
478,Straße::N,ճանապարհ,амҩа
479,Dorf::N,գյուղ,ақыҭа
480,Stadt::N,քաղաք,ақалақь
481,Brief::N,նամակ,ашəҟəы
482,Buch::N,գիրք,ашəҟəы
483,Buchstabe::N,տառ,анбан
484,Buchstabe::N,գիր,анбан
485,Zeitung::N,լրագիր,агазеҭ
486,Leben::N,կյանք,аҧсҭазаара
487,Tod::N,մահ,аҧсра
488,Grab::N,գերեզման,анышəынҭра
489,Kirche::N,եկեղեցի,ауахəама
490,Sünde::N,մեղք,агəнаҳа
491,Gott::N,աստված,анцəа
492,Arbeiter::N,բանվոր,аусуҩ
493,Arbeiter::N,աշխատող,аусуҩ
494,Chef::N,տեր,Аиҳабы
495,Meister::N,վարպետ,аҟаза
496,Arzt::N,բժիշկ,аҳақьым
497,Lehrer::N,ուսուցիչ,арҵаҩы
498,Geld::N,փող,аҧара
499,Geschäft::N,գործ,
500,Geschäft::N,աշխատանք,
501,Laden::N,կրպակ,амагазин
502,Laden::N,խանութ,амагазин
503,Preis::N,գին,ахə
504,Ware::N,ապրանք,атауар
505,Nutzen::N,օգուտ,ақьар
506,Reichtum::N,հարստություն,абеиара
507,Welt::N,աշխարհ,адунеи
508,Land::N,երկիր,атəыла
509,Staat::N,պետություն,аҳəынҭқарра
510,König::N,արքա,акрал
511,König::N,թագավոր,акрал
512,Macht::N,իշխանություն,амчра
513,Grenze::N,սահման,аҳəаа
514,Krieg::N,պատերազմ,аибашьра
515,Feind::N,թշնամի,Аҕа
516,Gewalt::N,բռնություն,ақəымчра
517,Gewalt::N,սաստկություն,ақəымчра
518,Kampf::N,մարտ,ақəҧара
519,Bogen[Waffe]::N,աղեղ,ахыц
520,Pfeil::N,նետ,ахəымпал
521,Gewehr::N,հրացան,ашəақь
522,Fehler::N,սխալ,агха
523,Lüge::N,սուտ,амц
524,Schaden::N,վնաս,аҧырхага
525,Unglück::N,դժբախտություն,арыцҳара
526,Schuld::N,պակասություն,ахара
527,Alter::N,հասակ,ақəра
528,Schluss::N,վերջ,анҵəамҭа
529,Schluss::N,վախճան,анҵəамҭа
530,Zeit::N,ժամանակ,аамта
531,Tag::N,օր,амш
532,Morgen::N,առավոտ,ашара
533,Morgen::N,առավոտ,ашьыбжь
534,Mittag::N,կեսօր,шьыбжьон
535,Abend::N,երեկո,ахəылҧаз
536,Abend::N,երեկո,ахəлбыҽха
537,Nacht::N,գիշեր,аҵх
538,Woche::N,շաբաթ,амчыбжь
539,Monat::N,ամիս,
540,Jahr::N,տարի,
541,Frühling::N,գարուն,ааҕын
542,Sommer::N,ամառ,аҧхын
543,Herbst::N,աշուն,ҭагалан
544,Herbst::N,աշուն,хкаарачан
545,Winter::N,ձմեռ,аӡын
546,Januar::N,հունվար,ианвар
547,Februar::N,փետրվար,февраль
548,März::N,մարտ,март
549,April::N,ապրիլ,апрель
550,Mai::N,մայիս,маи
551,Juni::N,հունիս,иуун
552,Juli::N,հուլիս,иууль
553,August::N,օգոստոս,август
554,September::N,սեպտեմբեր,сентиабр
555,Oktober::N,հոկտեմբեր,октиабр
556,November::N,նոյեմբեր,ноиабр
557,Dezember::N,դեկտեմբեր,декабр
558,Montag::N,երկուշաբթի,ашəахьа
559,Dienstag::N,երեքշաբթի,аҩаша
560,Mittwoch::N,չորեքշաբթի,ахаша
561,Donnerstag::N,հինգշաբթի,аҧшьаша
562,Freitag::N,ուրբաթ,ахəаша
563,Samstag::N,շաբաթ,асабша
564,Sonntag::N,կիրակի,амҽыша
565,groß::A,մեծ,аду
566,groß::A,խոշոր,аду
567,klein::A,պստիկ,амаҷ
568,klein::A,փոքրիկ,амаҷ
569,lang::A,երկար,ахəхəа
570,kurz::A,կարճ,акьаҿ
571,breit::A,լայն,аиужь
572,breit::A,լայն,аиҵых
573,schmal::A,նեղ,аҭшəа
574,dicht::A,խիտ,аилач
575,dick[Gegenstand]::A,հաստ,ажəпа
576,dünn::A,բարակ,
577,fein::A,նուրբ,апа
578,fein::A,նուրբ,аҵаӷа
579,fein::A,նուրբ,аӡа
580,fest::A,ամուր,аҟаца
581,fest::A,ամուր,аӷəӷəаҟаца
582,fest::A,պինդ,аҟаца
583,fest::A,պինդ,аӷəӷəаҟаца
584,flach::A,տափակ,ақəаҟьа
585,flach::A,տափակ,аҧаҟьа
586,glatt::A,հարթ,аимаҩзы
587,hart::A,կարծր,акьакьа
588,weich::A,մեղմ,атата
589,weich::A,փափուկ,атата
590,rund::A,կլոր,акəмпыл
591,spitz::A,սրածայր,аҵар
592,scharf::A,սուր,аҵар
593,stumpf::A,գուլ,ацагə
594,schwer::A,ծանր,ахьанҭа
595,schön::A,սիրուն,аҧшӡа
596,schön::A,գեղեցիկ,аҧшӡа
597,heiß::A,թեժ,ашы
598,warm::A,տաք,аҧха
599,warm::A,ջերմ,аҧха
600,kalt::A,ցուրտ,ахьшəашəа
601,kühl::A,զով,ахьшəашəа
602,kühl::A,զով,ицәыхьшәашәоу
603,frisch::A,թարմ,цқьа
604,feucht::A,ղոնավ,ацəаак
605,nass::A,թաց,абааӡа
606,trocken::A,ցամաք,Аба
607,trocken::A,ցամաք,аҩа
608,voll::A,լի,азна
609,voll::A,լիքը,азна
610,leer::A,դատարկ,аҭацəы
611,offen::A,բաց,аарта
612,geschlossen::A,գոց,ихҩоу
613,geschlossen::A,գոց,иаркыу
614,sauber::A,մաքուր,ацқьа
615,schmutzig::A,կեղտոտ,аҟьашь
616,roh::A,հում,
617,reif::A,հասած,Арҭ
618,reif::A,հասած,аҟала
619,reif::A,հասած,иҟалахьоу
620,reif::A,հասուն,Арҭ
621,reif::A,հասուն,аҟала
622,reif::A,հասուն,иҟалахьоу
623,lecker::A,համեղ,ахаа
624,süß::A,անուշ,азла
625,bitter::A,կծու,аша
626,sauer::A,թթու,аҵəҵəы
627,sauer::A,թթված,аҵəҵəы
628,hell::A,պայծառ,алаша
629,hell::A,խելամիտ,алаша
630,dunkel::A,մութ,алашьца
631,schwarz::A,սեւ,аиқуаҵәа
632,weiß::A,սպիտակ,ашкəакəа
633,rot::A,կարմիր,аҟаҧшь
634,gelb::A,դեղին,аҩеижь
635,blau::A,կապույտ,аҽҵәа
636,grün::A,կանաչ,ашьацҧшҭəала
637,grün::A,կանաչ,аеҵəа
638,grau::A,գորշ,ацəыш
639,bunt::A,գոյնզգոյն,Аилыҕраа
640,bunt::A,գոյնզգոյն,аҕраҷкəын
641,billig::A,էժան,амариа
642,teuer::A,թանկ,амҩан
643,wertvoll::A,թանկարժեք,кыр иаҕсоу
644,wertvoll::A,թանկարժեք,акыр иаҕсоу
645,blind::A,կույր,алашə
646,taub::A,խուլ,адагəа
647,kräftig::A,հզոր,аӷəӷəа
648,stark::A,ուժեղ,абаҟа
649,schwach::A,տկար,акəада
650,schwach::A,թույլ,акəада
651,fett::A,գեր,аҧсыла
652,schlank::A,նիհար,акала
653,schlank::A,նիհար,акьалантар
654,schlank::A,նիհար,аиҿартə
655,hübsch::A,գրավիչ,аҧшӡа
656,hübsch::A,սիրունիկ,аҧшӡа
657,böse::A,չար,абааҧсы
658,dumm::A,հիմար,агаӡа
659,faul::A,ծույլ,аашьа
660,fleißig::A,ջանասեր,иҟубҷоу
661,fleißig::A,փութաջան,иҟубҷоу
662,geizig::A,ագահ,акы
663,geizig::A,ագահ,акаҷбеи
664,geizig::A,ագահ,аҟəџьыр
665,geizig::A,կծծի,акы
666,geizig::A,կծծի,акаҷбеи
667,geizig::A,կծծի,аҟəџьыр
668,klug::A,խելոք,аҟəыш
669,klug::A,խելոք,аҟəыӷа
670,klug::A,ընդունակ,аҟəыш
671,klug::A,ընդունակ,аҟəыӷа
672,geschickt::A,ճարտար,напҟазала
673,lieb::A,սիրելի,алашара
674,lustig::A,զվարթ,алах-ҿых
675,lustig::A,զվարթ,игурҕьаччо
676,lustig::A,զվարթ,агурҕьа
677,lustig::A,զվարթ,агурҿыхага
678,sanft::A,հեզ,атата
679,sanft::A,հեզ,аҟəымшəышə
680,sanft::A,հեզ,ақьыҧш
681,hungrig::A,քաղցած,амлашь
682,krank::A,հիվանդ,ачымазаҩ
