,Concept_ID,it,xal
802,einst::ADV,un tempo,нег саамд
803,damals::ADV,allora,тиигхд
804,danach::ADV,poi,тегәд
805,danach::ADV,dopo,тегәд
806,vorher::ADV,prima,урд
807,zuerst::ADV,prima,түрүләд
808,zuerst::ADV,dapprima,түрүләд
809,einmal::ADV,una volta,нег дәкҗ
810,manchmal::ADV,talvolta,зәрмдән
811,manchmal::ADV,qualche volta,зәрмдән
812,oft::ADV,spesso,хара биш
813,oft::ADV,spesso,хатяр биш
814,oft::ADV,spesso,дару-дарунь
815,immer::ADV,sempre,оньдинд
816,niemals::ADV,non mai,кезә чмгн биш
817,hier::ADV,qua,энд
818,hier::ADV,qua,энүнд
819,hierhin::ADV,qua,нааран
820,von hier::ADV,ne,эндәс
821,von hier::ADV,da qui,эндәс
822,dort::ADV,lì,тенд
823,dorthin::ADV,là,тиигән
824,geradeaus::ADV,diritto,шуд
825,vorwärts::ADV,avanti,уралан
826,rückwärts::ADV,all'indietro,гедргән
827,zurück::ADV,di indietro,хәрү
828,unten::ADV,giù,дор
829,unten::ADV,sotto,дор
830,hinab::ADV,giù,дор
831,hinab::ADV,giù,доракшан
832,hinab::ADV,in giù,дор
833,hinab::ADV,in giù,доракшан
834,oben::ADV,su,деер
835,oben::ADV,sopra,деер
836,hinauf::ADV,in sù,өөдән
837,hinauf::ADV,in sù,деер
838,hinauf::ADV,in alto,өөдән
839,hinauf::ADV,in alto,деер
840,überall::ADV,dappertutto,альд болв чигн
841,nicht::ADV,non,эс
842,nicht::ADV,non,биш
843,nicht::ADV,non,бичә
844,ein wenig::ADV,un po',баахн
845,ein wenig::ADV,un po',баахнар
846,ein wenig::ADV,un poco,баахн
847,ein wenig::ADV,un poco,баахнар
848,kaum::ADV,a appena,әрә
849,sehr::ADV,molto,йир
850,so::ADV,così,иигҗ
851,so::ADV,tanto,иигҗ
852,noch::ADV,ancora,ода чигн
853,nur::ADV,solo,һанцхн
854,nur::ADV,soltanto,һанцхн
855,schon::ADV,già,одх
856,wieder::ADV,di nuovo,бас
857,vergebens::ADV,invano,киидән
858,vor::PRP,davanti a,урд
859,hinter::PRP,dietro,ца
860,unter::PRP,sotto,дор
861,durch::PRP,per,ивт
862,durch::PRP,per,дундаһур
863,durch::PRP,attraverso,ивт
864,durch::PRP,attraverso,дундаһур
865,neben::PRP,a accanto a,хаҗуд
866,zwischen::PRP,fra,хоорнд
867,wegen::PRP,a causa di,көлтә
868,wegen::PRP,a causa di,деерәс
869,dies::PRN,ciò,эн
870,dies::PRN,questo,эн
871,das::PRN,ciò,тер
872,das::PRN,quello,тер
873,alles::PRN,tutto,цуһар
874,ich::PRN,ìo,би
875,du::PRN,tu,чи
876,er::PRN,lui,тер
877,er::PRN,egli,тер
878,wir::PRN,noi,мадн
879,ihr::PRN,voi,та
880,sie::PRN,loro,тедн
881,was::FPRN,che,юн
882,was::FPRN,che cosa,юн
883,wer::FPRN,chi,кен
884,wo::FADV,dove,хама
885,wohin::FADV,dove,хамаран
886,wie::FADV,come,яһҗ
887,wie::FADV,come,яһад
888,warum::FADV,perche,юңгад
889,wieviel::FNUM,quanto,кедү
890,eins::NUM,uno,негн
891,zwei::NUM,due,хойр
892,drei::NUM,tre,һурвн
893,vier::NUM,quattro,дөрвн
894,fünf::NUM,cinque,тавн
895,sechs::NUM,sei,зурһан
896,sieben::NUM,sette,долан
897,acht::NUM,otto,нәәмн
898,neun::NUM,nove,йисн
899,zehn::NUM,dieci,арвн
900,elf::NUM,ùndici,арвн негн
901,zwölf::NUM,dodici,арвн хойр
902,zwanzig::NUM,venti,хөрн
903,dreißig::NUM,trenta,һучн
904,vierzig::NUM,quaranta,дөчн
905,fünfzig::NUM,cinquanta,тәвн
906,sechzig::NUM,sessanta,җирн
907,siebzig::NUM,settanta,далн
908,achtzig::NUM,ottanta,найн
909,neunzig::NUM,novanta,йирн
910,hundert::NUM,cento,зун
911,tausend::NUM,mille,миңһн
912,und::CNJ,e,болн
913,oder::CNJ,o,эс гиҗ
914,oder::CNJ,o,эс гихлә
915,stehen::V,stare in piedi,зогсх
916,sitzen::V,sedere,суух
917,sitzen::V,stare seduto,суух
918,liegen::V,giacere,кевтх
919,hängen::V,pèndere,өлгәтә бәәх
920,hängen::V,èssere appeso,өлгәтә бәәх
921,werden::V,farsi,болх
922,werden::V,diventare,болх
923,passieren::V,succèdere,болх
924,beginnen::V,cominciare,эклх
925,enden::V,finire,төгсх
926,enden::V,terminare,төгсх
927,wechseln::V,variare,хүврх
928,wechseln::V,cambiare,хүврх
929,aufgehen[Sonne]::V,sòrgere,һарх
930,aufgehen[Sonne]::V,spuntare,һарх
931,untergehen[Sonne]::V,tramontare,орх
932,untergehen[Sonne]::V,tramontare,сүүрлх
933,scheinen[Sonne]::V,splèndere,герлтх
934,donnern::V,tonare,күрҗңнх
935,wehen::V,soffiare,сальклх
936,strömen::V,fluire,һооҗх
937,fließen::V,fluire,урсх
938,fließen::V,scorrere,урсх
939,sich drehen::V,girarsi,эргх
940,schwanken::V,oscillare,дәәвлх
941,schwanken::V,barcollare,дәәвлх
942,schwingen::V,vibrare,нәәхлх
943,schwingen::V,oscillare,нәәхлх
944,fallen::V,cadere,унх
945,fallen::V,cadere,киисх
946,brennen::V,àrdere,шатх
947,brennen::V,bruciare,шатх
948,rauchen::V,fumare,ута һарһх
949,regnen::V,piòvere,орх
950,gefrieren::V,gelarsi,мөстх
951,gefrieren::V,congelarsi,мөстх
952,tauen::V,sciògliersi,хәәлх
953,schmelzen::V,fòndere,хәәлх
954,schmelzen::V,fòndere,хәәлгдх
955,schmelzen::V,sciògliersi,хәәлх
956,schmelzen::V,sciògliersi,хәәлгдх
957,trocknen::V,asciugarsi,эврх
958,sieden::V,bollire,буслх
959,faulen::V,marcire,үмкәрх
960,verfaulen::V,imputridire,илҗрх
961,reißen::V,strapparsi,тасрх
962,versinken::V,affondare,чивх
963,vergehen::V,passare,болх
964,erscheinen::V,apparire,һарх
965,erscheinen::V,comparire,һарх
966,verschwinden::V,sparire,уга болх
967,verschwinden::V,scomparire,уга болх
968,sinken::V,calare,татгдх
969,sinken::V,scendere,татгдх
970,abnehmen::V,diminuire,хасгдх
971,zunehmen::V,aumentare,өсх
972,steigen::V,salire,немх
973,steigen::V,montare,немх
974,wachsen::V,crescere,өсх
975,wachsen::V,crescere,урһх
976,glänzen::V,splèndere,гилвкх
977,funkeln::V,brillare,цәклх
978,funkeln::V,scintillare,цәклх
979,lärmen::V,strepitare,шууглдх
980,lärmen::V,fare chiasso,шууглдх
981,läuten::V,suonare,хоңх
982,klingeln::V,suonare,җиңнулх
983,klirren::V,tintinnare,җиңнх
984,brausen::V,rombare,догшрхх
985,brausen::V,rumoreggiare,догшрхх
986,rauschen::V,frusciare,сарҗңнх
987,klingen::V,suonare,ә һарх
988,bellen::V,latrare,хуцх
989,bellen::V,abbaiare,хуцх
990,heulen::V,urlare,уульх
991,heulen::V,ululare,уульх
992,blasen::V,soffiare,үләх
993,pfeifen::V,fischiare,ишкрх
994,schreien::V,gridare,хәәкрх
995,stöhnen::V,gèmere,түңшх
996,zittern::V,tremare,дагҗннх
997,leben::V,vìvere,бәәх
998,geboren werden::V,nàscere,төрх
999,atmen::V,respirare,әмсхлх
1000,trinken::V,bere,уух
1001,essen::V,mangiare,идх
1002,schlucken::V,inghiottire,зальгх
1003,müde werden::V,stancarsi,көшх
1004,einschlafen::V,addormentarsi,унтх
1005,schlafen::V,dormire,нөөрсх
1006,aufwachen::V,svegliarsi,серх
1007,aufstehen::V,levarsi,босх
1008,sich erholen::V,riposarsi,амрх
1009,krank werden::V,ammalarsi,гемтх
1010,krank sein::V,èssere malato,шалтглх
1011,schmerzen::V,dolere,өвдх
1012,husten::V,tossire,ханях
1013,genesen::V,guarire,эдгх
1014,sterben::V,morire,үкх
1015,sterben::V,morire,өңгрх
1016,umkommen::V,perire,үкх
1017,sich bewegen::V,agitarsi,көдлх
1018,sich bewegen::V,agitarsi,көндрх
1019,sich rühren::V,muòversi,көндрх
1020,sich erheben::V,alzarsi,босх
1021,sich setzen::V,sedersi,суух
1022,hinfallen::V,cadere,унх
1023,hinfallen::V,cadere,киисх
1024,laufen::V,camminare,йовх
1025,laufen::V,andare a piedi,йовх
1026,schreiten::V,andare,алхх
1027,schreiten::V,procedere,алхх
1028,spazierengehen::V,passeggiare,сергҗ йовх
1029,spazierengehen::V,andare a passeggio,сергҗ йовх
1030,eilen::V,andare in fretta,шулудх
1031,sich beeilen::V,affrettarsi,адһх
1032,sich beeilen::V,affrettarsi,шамдх
1033,sausen::V,volare,хурдлх
1034,sausen::V,volare,йир_хурдар_гүүх
1035,sausen::V,volare,йир_хурдар_йовх
1036,sausen::V,correre,хурдлх
1037,sausen::V,correre,йир_хурдар_гүүх
1038,sausen::V,correre,йир_хурдар_йовх
1039,rennen::V,correre,гүүх
1040,springen::V,saltare,һәрәдх
1041,klettern::V,arrampicarsi,давшх
1042,schaukeln::V,fare l'altalena,дүүдңндх
1043,kriechen::V,strisciare,мөлкх
1044,schwimmen::V,nuotare,усчх
1045,tauchen::V,tuffarsi,булхх
1046,tauchen::V,immèrgersi,булхх
1047,rudern::V,remare,хәәвдх
1048,fahren::V,andare,йовх
1049,fahren::V,viaggiare,йовх
1050,fliegen::V,volare,нисх
1051,gehen::V,andare,йовх
1052,weggehen::V,andàrsene,йовх
1053,weggehen::V,andàrsene,одх
1054,weggehen::V,andàrsene,һарх
1055,weggehen::V,andàrsene,мөрлх
1056,weggehen::V,andare via,йовх
1057,weggehen::V,andare via,одх
1058,weggehen::V,andare via,һарх
1059,weggehen::V,andare via,мөрлх
1060,abfahren::V,partire,мордх
1061,anhalten::V,fermarsi,зогсх
1062,hineingehen::V,entrare,орх
1063,eintreten::V,entrare,орх
1064,kommen::V,venire,ирх
1065,ankommen::V,arrivare,ирх
1066,zurückkommen::V,ritornare,орх
1067,bleiben::V,restare,бәәх
1068,bleiben::V,rimanere,бәәх
1069,warten::V,aspettare,күләх
1070,erwarten::V,attèndere,күләх
1071,suchen::V,cercare,хәәх
1072,finden::V,trovare,олх
1073,versuchen::V,tentare,седх
1074,vorbereiten::V,preparare,белдх
1075,lieben::V,amare,дурлх
1076,mögen::V,piacere a,таассгдх
1077,mögen::V,volere bene a,таассгдх
1078,lachen::V,rìdere,инәх
1079,rühren::V,commuòvere,уйрах
1080,weinen::V,piàngere,уульх
1081,schimpfen::V,imprecare,харах
1082,sich ärgern::V,stizzirsi,уурлх
1083,sich ärgern::V,arrabbiarsi,уурлх
1084,sich fürchten::V,avere paura,әәх
1085,fürchten::V,temere,әәх
1086,fürchten::V,temere,сүрдх
1087,fliehen::V,fuggire,зулх
1088,flüchten::V,sfuggire,орһх
1089,flüchten::V,sfuggire,зулх
1090,sehen::V,vedere,үзх
1091,anschauen::V,guardare,харх
1092,ansehen::V,guardare,хәләх
1093,ansehen::V,guardare,үзх
1094,hören::V,udire,соңсх
1095,hören::V,sentire,соңсх
1096,zuhören::V,ascoltare,соңсх
1097,probieren::V,degustare,амсх
1098,probieren::V,assaggiare,амсх
1099,riechen::V,sentire,үнрчлх
1100,fühlen::V,sentire,медх
1101,scheinen::V,parere,болҗ медгдх
1102,scheinen::V,parere,миниһәр болхла
1103,scheinen::V,parere,болад бәәх
1104,scheinen::V,sembrare,болҗ медгдх
1105,scheinen::V,sembrare,миниһәр болхла
1106,scheinen::V,sembrare,болад бәәх
1107,zu sehen sein::V,vedersi,үзгдх
1108,vernehmen::V,sentire,соңсх
1109,vernehmen::V,percepire,соңсх
1110,frieren::V,aver freddo,даарх
1111,tun::V,fare,кех
1112,können::V,sapere,чадх
1113,wollen::V,volere,дурлх
1114,anfangen::V,iniziare,эклх
1115,anfangen::V,cominciare,эклх
1116,beenden::V,finire,дуусх
1117,beenden::V,terminare,дуусх
1118,aufhören::V,finire,уурх
1119,aufhören::V,cessare,уурх
1120,gelingen::V,riuscire,бүтх
1121,gelingen::V,riuscire,күцәх
1122,geraten::V,stare,болх
1123,öffnen::V,aprire,секх
1124,schließen::V,chiùdere,хаах
1125,stellen::V,porre,тәвх
1126,stellen::V,mettere,тәвх
1127,setzen::V,porre,суулһх
1128,setzen::V,mettere,суулһх
1129,legen::V,posare,тәвх
1130,legen::V,mettere,тәвх
1131,berühren::V,toccare,көндәх
1132,verbinden::V,unire,боох
1133,verbinden::V,congiùngere,боох
1134,bedecken::V,coprire,хучх
1135,bedecken::V,coprire,бүркх
1136,bedecken::V,ricoprire,хучх
1137,bedecken::V,ricoprire,бүркх
1138,aufhängen::V,attaccare,өлгх
1139,anzünden::V,accèndere,асах
1140,anzünden::V,accèndere,шатах
1141,anzünden::V,incendiare,асах
1142,anzünden::V,incendiare,шатах
1143,aufheben::V,raccògliere,өөдән өргх
1144,zurücklassen::V,lasciare,үлдәх
1145,zurücklassen::V,lasciare indietro,үлдәх
1146,verlieren::V,pèrdere,геех
1147,fallen lassen::V,lasciare cadere,алдх
1148,machen::V,fare,кех
1149,herstellen::V,produrre,кех
1150,herstellen::V,fabbricare,кех
1151,bauen::V,costruire,тосхх
1152,reparieren::V,riparare,ясх
1153,verbessern::V,migliorare,сәәрүлх
1154,ändern::V,mutare,хүврәх
1155,ändern::V,cambiare,хүврәх
1156,graben::V,scavare,малтх
1157,beugen::V,chinare,нуһлх
1158,beugen::V,flettere,нуһлх
1159,biegen::V,tòrcere,матилһх
1160,drehen::V,girare,эргүлх
1161,wenden::V,girare,көмрх
1162,wenden::V,girare,эргүлх
1163,wenden::V,voltare,көмрх
1164,wenden::V,voltare,эргүлх
1165,umdrehen::V,rivoltare,эргүлх
1166,heben::V,levare,өргх
1167,heben::V,levare,деер өргх
1168,hochheben::V,levare,өргх
1169,hochheben::V,sollevare,өргх
1170,ergreifen::V,afferrare,бәрх
1171,halten::V,tenere,бәрх
1172,drücken::V,premere,шахх
1173,schieben::V,spìngere,түлкх
1174,kratzen::V,grattare,мааҗх
1175,kratzen::V,graffiare,мааҗх
1176,lecken::V,leccare,долах
1177,beißen::V,mòrdere,хазх
1178,abreißen::V,staccarsi,таслх
1179,abreißen::V,strapparsi,таслх
1180,abschneiden::V,tagliare,тәәрх
1181,binden::V,legare,боох
1182,binden::V,bendare,боох
1183,stecken::V,ficcare,шаах
1184,stecken::V,ficcare,хатхх
1185,brechen::V,rompere,хамхлх
1186,klopfen::V,bàttere,цокх
1187,hauen::V,picchiare,цокх
1188,kleben::V,incollare,наах
1189,reiben::V,fregare,зүлгх
1190,streichen::V,spalmare,наах
1191,streichen::V,spalmare,лашх
1192,streichen::V,spalmare,түркх
1193,schleifen::V,arrotare,хурцлх
1194,schneiden::V,tagliare,хәәчлх
1195,rütteln::V,scuòtere,дәәвлүлх
1196,schütteln::V,agitare,сегсрх
1197,schütteln::V,scuòtere,сегсрх
1198,schwenken::V,agitare,дайлх
1199,schwenken::V,sventolare,дайлх
1200,schütten::V,versare,кех
1201,füllen::V,riempire,дүүргх
1202,einwickeln::V,involtare,орах
1203,tragen::V,portare,зөөх
1204,schleppen::V,trainare,чирх
1205,schleppen::V,trascinare,чирх
1206,ziehen::V,tirare,татх
1207,aufbewahren::V,custodire,хадһлх
1208,aufbewahren::V,conservare,хадһлх
1209,werfen::V,gettare,хайх
1210,werfen::V,lanciare,хайх
1211,fangen::V,prèndere,бәрх
1212,fangen::V,prèndere,хавлх
1213,fangen::V,acchiappare,бәрх
1214,fangen::V,acchiappare,хавлх
1215,packen::V,pigliare,бәрх
1216,packen::V,afferrare,бәрх
1217,verstecken::V,nascondere,дүрх
1218,verstecken::V,nascondere,бултулх
1219,teilen::V,divìdere,хувах
1220,schicken::V,inviare,илгәх
1221,bringen::V,portare,авч ирх
1222,bringen::V,apportare,авч ирх
1223,hinzufügen::V,aggiùngere,немх
1224,bekommen::V,ricevere,авх
1225,erhalten::V,ricevere,авх 
1226,nehmen::V,prèndere,авх
1227,wählen::V,elèggere,шүүх
1228,wählen::V,scegliere,шүүх
1229,auswählen::V,scegliere,шүүх
1230,bewahren::V,conservare,хадһлх
1231,bewahren::V,conservare,кевтнь үлдәх
1232,bewahren::V,conservare,кевтнь бәәлһх
1233,behindern::V,impedire,харшлх
1234,verderben::V,guastare,үрәх
1235,beschädigen::V,danneggiare,эвдх
1236,zerbrechen::V,rompere,күүлх
1237,zerbrechen::V,rompere,хамхлх
1238,zerbrechen::V,spezzare,күүлх
1239,zerbrechen::V,spezzare,хамхлх
1240,zerreißen::V,stracciare,шуучх
1241,zerstören::V,distrùggere,эвдх
1242,verbrennen::V,bruciare,шатах
1243,geben::V,dare,өгх
1244,reichen::V,pòrgere,өгх
1245,schenken::V,regalare,белглх
1246,versprechen::V,promettere,амлх
1247,wünschen::V,augurare,сә хәәх
1248,loben::V,lodare,магтх
1249,küssen::V,baciare,үмсх
1250,wiegen::V,cullare,саатулх
1251,wiegen::V,dondolare,саатулх
1252,zudecken::V,coprire,бүркх
1253,wecken::V,svegliare,серүлх
1254,zeigen::V,indicare,үзүлх
1255,führen::V,guidare,көтлх
1256,führen::V,condurre,көтлх
1257,lehren::V,insegnare,заах
1258,lehren::V,insegnare,сурһх
1259,unterrichten::V,istruire,сурһх
1260,unterrichten::V,istruire,багшлх
1261,unterrichten::V,insegnare,сурһх
1262,unterrichten::V,insegnare,багшлх
1263,aufziehen::V,allevare,өскәх
1264,leiten::V,avviare,һардх
1265,leiten::V,avviare,толһалх
1266,leiten::V,dirìgere,һардх
1267,leiten::V,dirìgere,толһалх
1268,antreiben::V,incitare,шамдах
1269,lassen::V,fare,күч үзүлх
1270,einladen::V,invitare,үрх
1271,vereinigen::V,unire,хамцулх
1272,besuchen::V,visitare,одх
1273,besuchen::V,far vìsita a,одх
1274,treffen::V,incontrare,харһх
1275,sich versammeln::V,rinunirsi,цуглрх
1276,sich versammeln::V,rinunirsi,хурх
1277,spielen::V,giocare,наадх
1278,singen::V,cantare,дуулх
1279,tanzen::V,danzare,биилх
1280,sich trennen::V,separarsi,хаһцх
1281,verlassen::V,lasciare,хайх
1282,verlassen::V,abbandonare,хайх
1283,retten::V,salvare,әм аврх
1284,retten::V,salvare,әәмшгәс харсх
1285,bewachen::V,custodire,харх
1286,bewachen::V,custodire,манх
1287,schützen::V,protèggere,харсх
1288,verteidigen::V,difèndere,харсх
1289,sich schlagen::V,bàttersi,гүвдлдх
1290,schießen::V,sparare,хах
1291,siegen::V,vìncere,диилх
1292,ärgern::V,stizzire,уурлулх
1293,schlagen::V,bàttere,цокх
1294,schlagen::V,bàttere,гүвдх
1295,treten::V,calciare,
1296,stechen::V,pùngere,хатхх
1297,stoßen::V,urtare,түлкчкх
1298,stoßen::V,spìngere,түлкчкх
1299,stehlen::V,rubare,хулхалх
1300,stören::V,disturbare,һә болх
1301,belästigen::V,molestare,амр эс өгх
1302,belästigen::V,importunare,амр эс өгх
1303,verbergen::V,celare,нуух
1304,verbergen::V,celare,бултулх
1305,verbergen::V,nascondere,нуух
1306,verbergen::V,nascondere,бултулх
1307,täuschen::V,ingannare,меклх
1308,betrügen::V,frodare,меклх
1309,betrügen::V,frodare,мек һарһх
1310,betrügen::V,truffare,меклх
1311,betrügen::V,truffare,мек һарһх
1312,töten::V,uccìdere,алх
1313,wohnen::V,abitare,бәәх
1314,arbeiten::V,lavorare,көдлх
1315,sammeln::V,raccògliere,түүх
1316,sammeln::V,collezionare,түүх
1317,pflücken::V,cògliere,түүх
1318,pflücken::V,cògliere,хурах
1319,jagen::V,cacciare,аңнх
1320,jagen::V,cacciare,аңһучлх
1321,fischen::V,pescare,заһс аңнх
1322,fassen::V,catturare,бәрх
1323,fassen::V,acchiappare,бәрх
1324,hüten::V,pascolare,хәрүлх
1325,treiben::V,spìngere,туух
1326,anbinden::V,legare,уйх
1327,anbinden::V,attaccare,уйх
1328,füttern::V,dar da mangiare a,теҗәх
1329,melken::V,mùngere,саах
1330,hacken::V,tritare,чавчх
1331,hacken::V,spaccare,чавчх
1332,gießen::V,annaffiare,услх
1333,reifen::V,maturare,болх
1334,reifen::V,maturare,болвсрх
1335,zubereiten::V,preparare,белдх
1336,kochen::V,cuòcere,чанх
1337,kochen::V,cuòcere,болһх
1338,backen::V,cuòcere,болһх
1339,backen::V,cuòcere al forno,болһх
1340,braten::V,frìggere,хуурх
1341,braten::V,arrostire,хуурх
1342,umrühren::V,mescolare,самрх
1343,stricken::V,llavorare a maglia,өлгх
1344,nähen::V,cucire,уйх
1345,färben::V,tìngere,будх
1346,reinigen::V,pulire,цеврлх
1347,reinigen::V,nettare,цеврлх
1348,waschen::V,lavare,уһах
1349,abwischen::V,asciugare,арчх
1350,spülen::V,lavare,зәәлх
1351,spülen::V,sciacquare,зәәлх
1352,fegen::V,spazzare,сәвүрдх
1353,kehren::V,spazzare,сәвүрдх
1354,baden::V,bagnarsi,өөмх
1355,baden::V,fare il bagno,өөмх
1356,sich waschen::V,lavarsi,уһах
1357,sich waschen::V,lavarsi,бийән уһаҗ
1358,ausziehen::V,tògliersi,тәәлх
1359,anziehen::V,mettersi,өмсх
1360,anziehen::V,indossare,өмсх
1361,sich anziehen::V,vestirsi,хувцлх
1362,kämmen::V,pettinare,самлх
1363,schmücken::V,ornare,чимх
1364,schmücken::V,ornare,кеерүлх
1365,schmücken::V,decorare,чимх
1366,schmücken::V,decorare,кеерүлх
1367,sagen::V,dire,келх
1368,sprechen::V,parlare,келх
1369,reden::V,parlare,күүндх
1370,reden::V,parlare,күр_кех
1371,sich unterhalten::V,conversare,күүндх
1372,fragen::V,chièdere,сурх
1373,fragen::V,domandare,сурх
1374,bitten::V,pregare,эрх
1375,erzählen::V,narrare,келх
1376,erzählen::V,narrare,келҗ өгх
1377,erzählen::V,raccontare,келх
1378,erzählen::V,raccontare,келҗ өгх
1379,mitteilen::V,comunicare,медүлх
1380,nennen::V,nominare,нерәдх
1381,nennen::V,nominare,нер өгх
1382,rufen::V,chiamare,дуудх
1383,prahlen::V,vantarsi,көөрх
1384,übersetzen::V,tradurre,орчулх
1385,denken::V,pensare,санх
1386,glauben::V,credere,шүтх
1387,glauben::V,credere,нәәлх
1388,bemerken::V,notare,темдглх
1389,bemerken::V,osservare,темдглх
1390,erkennen::V,riconoscere,таньх
1391,erkennen::V,riconoscere,медх
1392,begreifen::V,capire,медх
1393,begreifen::V,comprèndere,медх
1394,verstehen::V,intèndere,соңсх
1395,verstehen::V,comprèndere,соңсх
1396,lernen::V,imparare,сурх
1397,lernen::V,apprèndere,сурх
1398,wissen::V,sapere,медх
1399,sich erinnern an::V,ricordare,санх
1400,sich erinnern an::V,ricordarsi di,санх
1401,vergessen::V,dimenticare,мартх
1402,messen::V,misurare,кемҗәлх
1403,zählen::V,contare,тоолх
1404,rechnen::V,contare,тоолх
1405,rechnen::V,calcolare,тоолх
1406,lesen::V,lèggere,умшх
1407,malen::V,dipìngere,зурх
1408,zeichnen::V,disegnare,зурх
1409,schreiben::V,scrìvere,бичх
1410,besitzen::V,possedere,эзлх
1411,kaufen::V,comprare,хулдҗ авх
1412,kaufen::V,acquistare,хулдҗ авх
1413,verkaufen::V,vendere,хулдх
1414,verkaufen::V,vendere,гүүлгх
1415,bezahlen::V,pagare,өгх
1416,zahlen::V,pagare,өгх
1417,beherrschen::V,dominare,эзлх
1418,ertragen::V,sopportare,даах
