,Concept_ID,ab,la
240,Ehefrau::N,аҧҳəыс,uxor
241,Freude::N,агəырӷьара,gaudium
242,Freude::N,агəырӷьара,laetitia
243,Gelächter::N,ачча,risus
244,Gelächter::N,аччара,risus
245,Glück::N,аразҟы,felicitas
246,Kummer::N,агəырҩа,aegritudo
247,Wunsch::N,агəхəтəы,voluntas
248,Wunsch::N,агəхəтəы,desiderium
249,Wunsch::N,аҭахра,voluntas
250,Wunsch::N,аҭахра,desiderium
251,Lust::N,агəазыҳəара,libido
252,Lust::N,агəазыҳəара,voluptas
253,Geist::N,аҧсы,mens
254,Geist::N,аҧсы,animus
255,Gedanke::N,ахəыцырҭа,sententia
256,Gedächtnis::N,агəынкылара,memoria
257,Verstand::N,ахшыҩ,ratio
258,Verstand::N,ахшыҩ,ingenium
259,Sinn::N,аҵакы,sensus
260,Grund::N,амзыз,causa
261,Wahrheit::N,аиаша,veritas
262,Gespräch::N,аиҿцәажәара,sermo
263,Märchen::N,алакə,fabula
264,Erzählung::N,ажәабжь,fabula
265,Erzählung::N,ажәабжь,narratio
266,Nachricht::N,адырраҭара,nuntius
267,Neuigkeit::N,ажәабжь ҿыц,novitas
268,Name::N,ахьӡ,nomen
269,Rätsel::N,ацуфара,aenigma
270,Rede::N,ажәа,oratio
271,Sprache::N,абызшəа,lingua
272,Stimme::N,абжьы,vox
273,Wort::N,ажәа,verbum
274,Wort::N,ажәа,vocabulum
275,Zeichen::N,адырга,signum
276,Ruf::N,аҿҭы,clamor
277,Lärm::N,ашьҭыбжь,strepitus
278,Laut::N,ашьҭыбжь,sonus
279,Ton::N,атон,sonus
280,Lied::N,ашəа,carmen
281,Ruhe::N,аҭынчра,quies
282,Leute::N,ауаа,homines
283,Volk::N,ажəлар,populus
284,Arbeit::N,аусура,labor
285,Gast::N,асас,hospes
286,Gast::N,асас,conviva
287,Geschenk::N,аҳамҭа,munus
288,Geschenk::N,аҿанҵа,munus
289,Spiel::N,ахəмарра,ludus
290,Gesellschaft::N,агəыҧ,societas
291,Hilfe::N,ацхыраара,auxilium
292,Hilfe::N,ацхыраара,subsidium
293,Freund::N,аҩыза,amicus
294,Kamerad::N,Аҧхнагьла,socius
295,Angelegenheit::N,аус,res
296,Anzahl::N,ахыҧхьаӡара,numerus
297,Art::N,ахкы,genus
298,Stück::N,аҽыҭ,frustum
299,Stück::N,аҽыҭ,fragmentum
300,Teil::N,ахəҭа,pars
301,Hälfte::N,абжа,dimidium
302,Kreis::N,агьагьа,orbis
303,Kreis::N,агьагьа,circus
304,Kreuz::N,аџьар,crux
305,Linie::N,аицтәар,linea
306,Strich::N,ацəаҳəа,lineamentum
307,Abstand::N,абжьара,intervallum
308,Entfernung::N,абжьара,spatium
309,Gegend::N,аҭыҧ,loca
310,Gegend::N,аҭыҧ,regio
311,Platz::N,аҭыҧ,locus
312,Ort::N,аҭыҧ,locus
313,Seite::N,аган,latus
314,Mitte::N,агəҭа,medium
315,Gegenstand::N,амаҭəар,res
316,Rand::N,аҵкар,margo
317,Kante::N,авардым,angulus
318,Ecke::N,акəакь,angulus
319,Spitze::N,аҧынҵа,cacumen
320,Ende::N,анаӡара,caput
321,Loch::N,акылҵəара,foramen
322,Winkel::N,агҿаҩра,angulus
323,Winkel::N,акəындхə,angulus
324,Winkel::N,акəакь,angulus
325,Muster::N,аҟҟа,exemplum
326,Größe::N,изаҟароу,magnitudo
327,Länge::N,аура,longitudo
328,Höhe::N,агылара,altitudo
329,Gewicht::N,акапан,pondus
330,Haufen::N,ачаҟəа,acervus
331,Reihe::N,ацəаҳəа,ordo
332,Boot::N,анышь,navicula
333,Ruder::N,ажəҩа,remus
334,Schlitten::N,ашəаҩауардын,sclodia
335,Ski::N,ашəаҩа,narta
336,Ski::N,ашьахаха,narta
337,Lagerfeuer::N,еиқуу амца,ignis
338,Last::N,ахьанҭара,onus
339,Gang::N,аныҟəара,cursus
340,Schritt::N,ашьаҿа,gradus
341,Norden::N,аҩада,septentriones
342,Süden::N,алада,meridies
343,Westen::N,амраҭашəара,occidens
344,Osten::N,амрагылара,oriens
345,Holz::N,амҿымаҭəахə,lignum
346,Brett::N,аӷəы,tabula
347,Platte::N,ахаҳәцәы,lamina
348,Stütze::N,аҵаргəа,adminiculum
349,Stütze::N,агəышьаҟа,adminiculum
350,Stange::N,акьат,pertica
351,Stock::N,алаба,baculum
352,Stab::N,акьат,scipio
353,Rohr::N,абыкь,tubus
354,Haus::N,аҩны,aedes
355,Heim::N,аҭаацəа,domicilium
356,Ofen::N,аҳақə,fornax
357,Ofen::N,ауаџьаҟ,fornax
358,Ofen::N,афрына,fornax
359,Fußboden::N,адашьма,solum
360,Tisch::N,аишәа,mensa
361,Stuhl::N,аҟəардə,sella
362,Wiege::N,агара,cunae
363,Bett::N,акаруаҭ,lectus
364,Regal::N,акыӷəра,foruli
365,Kiste::N,аидчаҧала,cista
366,Fenster::N,аҧенџьыр,fenestra
367,Tür::N,ашə,ianua
368,Tor::N,агəашə,porta
369,Zaun::N,аанда,saepes
370,Dach::N,ахыб,tectum
371,Leiter::N,амардуан,scalae
372,Besen::N,аҧссага,scopae
373,Spaten::N,ажыга,pala
374,Schaufel::N,аҭəарӷəы,pala
375,Gabel::N,ачқьыҧ,fuscinula
376,Löffel::N,амҳаҵə,coclear
377,Messer::N,аҳəызба,culter
378,Nagel::N,аҵəымӷ,clavus
379,Netz::N,акаҭа,rete
380,Haken::N,аҵəаҳə,hamus
381,Griff::N,амаа,manubrium
382,Schloss::N,асаҧаҭ,claustra
383,Bild::N,асахьа,tabula
384,Bild::N,асахьа,pictura
385,Figur::N,афигура,statunculum
386,Puppe::N,акьанџьа,pupa
387,Beutel::N,асакь,sacculus
388,Bündel::N,аҿаҳəара,fascis
389,Tasche::N,арҭмаҟ,sacculus
390,Eimer::N,аведра,situla
391,Deckel::N,ахҩа,operculum
392,Geschirr::N,ачысмаҭəа,vasa
393,Sack::N,асакь,saccus
394,Tasse::N,аҵəца,pocillum
395,Topf::N,акаструлиа,olla
396,Kessel::N,ачуан,aenum
397,Nahrung::N,афатə,cibus
398,Nahrung::N,афатə,alimenta
399,Speise::N,афатə,cibus
400,Fleisch::N,акəац,caro
401,Getreide::N,ачакуа,frumentum
402,Brei::N,ақашь,puls
403,Brot::N,ача,panis
404,Scheibe::N,аҽыҭ,frustum
405,Scheibe::N,аҿаҵа,frustum
406,Fett::N,ашша,pingue
407,Butter::N,ахəша,butȳrum
408,Öl::N,азеҭ,oleum
409,Salz::N,аџьыка,sal
410,Suppe::N,асуҧ,ius
411,Honig::N,ацха,mel
412,Milch::N,ахш,lac
413,Tee::N,ачаи,thea
414,Leder::N,ацəа,corium
415,Wolle::N,аласа,lana
416,Stoff::N,Аба,textum
417,Nadel::N,агəыр,acus
418,Faden::N,арахəыц,filum
419,Knopf::N,аҳəынҵəра,bulla
420,Knoten::N,аиқəҳəала,nodus
421,Farbe::N,ашəыга,pigmentum
422,Kleidung::N,амаҭəа,vestimenta
423,Hemd::N,акьаҿ,tunica
424,Kragen::N,ахəда,collare
425,Ärmel::N,амаӷра,manica
426,Hose::N,аиқəа,bracae
427,Gürtel::N,амаҟа,cingulum
428,Mütze::N,ахылҧа,pilleus
429,Schuh::N,аимаа,calceus
430,Stiefel::N,амагə,pero
431,Stiefel::N,амагə,caliga
432,Ring::N,амацəаз,anulus
433,Band::N,алента,redimiculum
434,Kamm::N,ахҳəа,pecten
435,Spiegel::N,асаркьа,speculum
436,Riemen::N,аа,lorum
437,Schnur::N,ашаха,linum
438,Leine::N,аҕура,retinaculum
439,Decke::N,ахыза,lodix
440,Kissen::N,ахчы,pulvinus
441,Tuch::N,акасы,velum
442,Handtuch::N,ампахьшьы,mantele
443,Kraft::N,амч,vis
444,Stärke::N,амч,robur
445,Gesundheit::N,агəабзиара,valetudo
446,Krankheit::N,ачымазара,morbus
447,Schmerz::N,ахьаа,dolor
448,Wunde::N,ахəра,vulnus
449,Fieber::N,ашоура,febris
450,Arznei::N,ахəшə,remedium
451,Brücke::N,ацҳа,pons
452,Brunnen::N,аҵыџь,puteus
453,Weide::N,аҳəырҭа,pascua
454,Pfad::N,амхəасҭа,semita
455,Weg::N,амҩа,iter
456,Straße::N,амҩа,via
457,Dorf::N,ақыҭа,vicus
458,Stadt::N,ақалақь,urbs
459,Stadt::N,ақалақь,oppidum
460,Brief::N,ашəҟəы,epistula
461,Buch::N,ашəҟəы,liber
462,Buchstabe::N,анбан,littera
463,Zeitung::N,агазеҭ,diurnum
464,Leben::N,аҧсҭазаара,vita
465,Tod::N,аҧсра,mors
466,Grab::N,анышəынҭра,sepulcrum
467,Kirche::N,ауахəама,ecclesia
468,Sünde::N,агəнаҳа,peccatum
469,Gott::N,анцəа,deus
470,Arbeiter::N,аусуҩ,operarius
471,Chef::N,Аиҳабы,praefectus
472,Meister::N,аҟаза,magister
473,Arzt::N,аҳақьым,medicus
474,Lehrer::N,арҵаҩы,magister
475,Geld::N,аҧара,aes
476,Geld::N,аҧара,pecunia
477,Laden::N,амагазин,taberna
478,Preis::N,ахə,pretium
479,Ware::N,атауар,merx
480,Nutzen::N,ақьар,utilitas
481,Reichtum::N,абеиара,opes
482,Reichtum::N,абеиара,divitiae
483,Welt::N,адунеи,mundus
484,Land::N,атəыла,terra
485,Staat::N,аҳəынҭқарра,res publica
486,König::N,акрал,rex
487,Macht::N,амчра,potestas
488,Grenze::N,аҳəаа,limes
489,Krieg::N,аибашьра,bellum
490,Feind::N,Аҕа,inimicus
491,Gewalt::N,ақəымчра,vis
492,Kampf::N,ақəҧара,pugna
493,Bogen[Waffe]::N,ахыц,arcus
494,Pfeil::N,ахəымпал,sagitta
495,Gewehr::N,ашəақь,sclopetum
496,Fehler::N,агха,error
497,Lüge::N,амц,mendacium
498,Schaden::N,аҧырхага,damnum
499,Schaden::N,аҧырхага,detrimentum
500,Unglück::N,арыцҳара,miseria
501,Unglück::N,арыцҳара,calamitas
502,Schuld::N,ахара,culpa
503,Alter::N,ақəра,aetas
504,Schluss::N,анҵəамҭа,finis
505,Zeit::N,аамта,tempus
506,Tag::N,амш,dies
507,Morgen::N,ашара,mane
508,Morgen::N,ашьыбжь,mane
509,Mittag::N,шьыбжьон,meridies
510,Abend::N,ахəылҧаз,vesper
511,Abend::N,ахəлбыҽха,vesper
512,Nacht::N,аҵх,nox
513,Woche::N,амчыбжь,septimana
514,Frühling::N,ааҕын,ver
515,Sommer::N,аҧхын,aestas
516,Herbst::N,ҭагалан,autumnus
517,Herbst::N,хкаарачан,autumnus
518,Winter::N,аӡын,hiems
519,Januar::N,ианвар,Ianuarius
520,Februar::N,февраль,Februarius
521,März::N,март,Martius
522,April::N,апрель,Aprilis
523,Mai::N,маи,Maius
524,Juni::N,иуун,Iunius
525,Juli::N,иууль,Iulius
526,August::N,август,Augustus
527,September::N,сентиабр,September
528,Oktober::N,октиабр,Octobris
529,November::N,ноиабр,Novembris
530,Dezember::N,декабр,December
531,Montag::N,ашəахьа,dies lunae
532,Dienstag::N,аҩаша,dies Martis 
533,Mittwoch::N,ахаша,dies Mercurii
534,Donnerstag::N,аҧшьаша,dies Iovis
535,Freitag::N,ахəаша,dies Veneris
536,Samstag::N,асабша,dies Saturni
537,Sonntag::N,амҽыша,dominicus
538,Sonntag::N,амҽыша,dies solis
539,groß::A,аду,magnus
540,klein::A,амаҷ,parvus
541,lang::A,ахəхəа,longus
542,kurz::A,акьаҿ,brevis
543,breit::A,аиужь,latus
544,breit::A,аиҵых,latus
545,schmal::A,аҭшəа,angustus
546,dicht::A,аилач,densus
547,dick[Gegenstand]::A,ажəпа,crassus
548,fein::A,апа,subtilis
549,fein::A,аҵаӷа,subtilis
550,fein::A,аӡа,subtilis
551,fest::A,аҟаца,solidus
552,fest::A,аҟаца,stabilis
553,fest::A,аӷəӷəаҟаца,solidus
554,fest::A,аӷəӷəаҟаца,stabilis
555,flach::A,ақəаҟьа,planus
556,flach::A,аҧаҟьа,planus
557,glatt::A,аимаҩзы,levis
558,hart::A,акьакьа,durus
559,weich::A,атата,mollis
560,rund::A,акəмпыл,rotundus
561,spitz::A,аҵар,acutus
562,scharf::A,аҵар,acer
563,stumpf::A,ацагə,hebes
564,schwer::A,ахьанҭа,gravis
565,schön::A,аҧшӡа,pulcher
566,schön::A,аҧшӡа,formosus
567,heiß::A,ашы,fervidus
568,warm::A,аҧха,calidus
569,kalt::A,ахьшəашəа,frigidus
570,kühl::A,ахьшəашəа,frigidus
571,kühl::A,ицәыхьшәашәоу,frigidus
572,frisch::A,цқьа,recens
573,feucht::A,ацəаак,umidus
574,nass::A,абааӡа,madidus
575,trocken::A,Аба,aridus
576,trocken::A,аҩа,aridus
577,voll::A,азна,plenus
578,leer::A,аҭацəы,vacuus
579,offen::A,аарта,apertus
580,geschlossen::A,ихҩоу,clausus
581,geschlossen::A,иаркыу,clausus
582,sauber::A,ацқьа,lautus
583,schmutzig::A,аҟьашь,sordidus
584,reif::A,Арҭ,maturus
585,reif::A,аҟала,maturus
586,reif::A,иҟалахьоу,maturus
587,lecker::A,ахаа,delicatus
588,süß::A,азла,dulcis
589,bitter::A,аша,amarus
590,bitter::A,аша,acerbus
591,sauer::A,аҵəҵəы,acidus
592,hell::A,алаша,clarus
593,dunkel::A,алашьца,obscurus
594,schwarz::A,аиқуаҵәа,niger
595,weiß::A,ашкəакəа,albus
596,rot::A,аҟаҧшь,ruber
597,gelb::A,аҩеижь,flavus
598,blau::A,аҽҵәа,caeruleus
599,grün::A,ашьацҧшҭəала,viridis
600,grün::A,аеҵəа,viridis
601,grau::A,ацəыш,canus
602,bunt::A,Аилыҕраа,varius
603,bunt::A,аҕраҷкəын,varius
604,billig::A,амариа,vilis
605,teuer::A,амҩан,carus
606,wertvoll::A,кыр иаҕсоу,pretiosus
607,wertvoll::A,акыр иаҕсоу,pretiosus
608,blind::A,алашə,caecus
609,taub::A,адагəа,surdus
610,kräftig::A,аӷəӷəа,robustus
611,stark::A,абаҟа,firmus
612,stark::A,абаҟа,validus
613,schwach::A,акəада,debilis
614,schwach::A,акəада,infirmus
615,fett::A,аҧсыла,crassus
616,schlank::A,акала,procerus
617,schlank::A,акьалантар,procerus
618,schlank::A,аиҿартə,procerus
619,hübsch::A,аҧшӡа,pulcher
620,böse::A,абааҧсы,improbus
621,dumm::A,агаӡа,stultus
622,dumm::A,агаӡа,stupidus
623,faul::A,аашьа,piger
624,fleißig::A,иҟубҷоу,sedulus
625,geizig::A,акы,avarus
626,geizig::A,акаҷбеи,avarus
627,geizig::A,аҟəџьыр,avarus
628,klug::A,аҟəыш,prudens
629,klug::A,аҟəыӷа,prudens
630,geschickt::A,напҟазала,sollers
631,lieb::A,алашара,carus
632,lustig::A,алах-ҿых,iocosus
633,lustig::A,игурҕьаччо,iocosus
634,lustig::A,агурҕьа,iocosus
635,lustig::A,агурҿыхага,iocosus
636,sanft::A,атата,clemens
637,sanft::A,аҟəымшəышə,clemens
638,sanft::A,ақьыҧш,clemens
639,hungrig::A,амлашь,impastus
640,krank::A,ачымазаҩ,aeger
641,nackt::A,аҟьантаз,nudus
642,traurig::A,алахьеиқəҵага,maestus
643,lebendig::A,абза,vivus
644,gut::A,абзиа,bonus
645,schlecht::A,-хəарҭам,malus
646,richtig::A,иашоу,rectus
647,schlimm::A,абааҧсы,malus
648,wahr::A,агəҭылса,verus
649,wahr::A,абзиаҵəҟьа,verus
650,alt::A,Ажə,antiquus
651,neu::A,аҿыц,novus
652,ehemalig::A,анкьатәи,pristinus
653,alt[Lebewesen]::A,абырг,vetus
654,alt[Lebewesen]::A,ақабада,vetus
655,alt[Lebewesen]::A,Ажə,vetus
656,jung::A,аҟата,iuvenis
657,arm::A,ананамга,pauper
658,reich::A,абеиа,dives
659,bekannt::A,адыр,notus
660,berühmt::A,адыр,celeber
661,berühmt::A,адыр,illustris
662,fremd::A,атəым,peregrinus
663,verschieden::A,Еиуа-еиҧшым,varius
664,nah::A,ааигəа,propinquus
665,fern::A,ахара,longinquus
666,linker::A,арма,sinister
667,rechter::A,арҕьа,dexter
668,anderer::A,даҽа,alius
669,anderer::A,даҽакы,alius
670,erster::A,актәи,primus
671,zweiter::A,аҩбатəи,secundus
672,dritter::A,ахҕатәи,tertius
673,letzter::A,аҵыхəтəантəи,ultimus
674,allein::ADV,мацара,solum
675,auf einmal::ADV,зныкала,simul
676,auf einmal::ADV,зныкҟьара,simul
677,zusammen::ADV,аиц...,una
678,lange::ADV,акыраамҭа,diu
679,plötzlich::ADV,иаалырҟьаны,subito
680,plötzlich::ADV,иаалырҟьаны,repente
681,sofort::ADV,иаразнакҵәҟьа,statim
682,später::ADV,уажəшьҭаншəа,postea
683,jetzt::ADV,уажәы,nunc
684,heute::ADV,иахьа,hodie
685,morgen::ADV,уаҵәы,cras
686,bald::ADV,иласны,mox
687,dann::ADV,нас,deinde
688,gestern::ADV,иацы,heri
689,einst::ADV,зны,olim
690,damals::ADV,усҟан,tum
691,danach::ADV,нас,postea
692,vorher::ADV,уаанӡа,antea
693,zuerst::ADV,азнаказы,primo
694,zuerst::ADV,аҧхьа,primo
695,einmal::ADV,зны,semel
696,manchmal::ADV,зны-зынла,interdum
697,oft::ADV,лассы-лассы,saepe
698,immer::ADV,енагь,semper
699,immer::ADV,еснагь,semper
700,niemals::ADV,ианакəызаалак,numquam
701,hier::ADV,ара,hic
702,hier::ADV,абра,hic
703,hier::ADV,араҟа,hic
704,hierhin::ADV,ара,huc
705,hierhin::ADV,араҟа,huc
706,von hier::ADV,арантә,hinc
707,dort::ADV,уа,ibi
708,dorthin::ADV,уахь,eo
709,dorthin::ADV,анахь,eo
710,geradeaus::ADV,ишиашоу,recte
711,vorwärts::ADV,ҕхьаҟа,porro
712,rückwärts::ADV,шьҭахьла,retro
713,zurück::ADV,шьҭахьҟа,retro
714,unten::ADV,лбаа,infra
715,hinab::ADV,алада,pessum
716,oben::ADV,хыхь,supra
717,hinauf::ADV,аҩада,sursum
718,überall::ADV,зегьынцьара,ubique
719,nicht::ADV,-м,non
720,ein wenig::ADV,ҕыҭк,paulum
721,kaum::ADV,аарлаҳәа,vix
722,kaum::ADV,аарлаҳәа,aegre
723,kaum::ADV,афергьҳәа,vix
724,kaum::ADV,афергьҳәа,aegre
725,sehr::ADV,даара,valde
726,sehr::ADV,даара,magnopere
727,so::ADV,ас,ita
728,so::ADV,абас,ita
729,noch::ADV,макьана,etiam
730,nur::ADV,заҵәык,solum
731,nur::ADV,заҵәык,tantum
732,schon::ADV,уажәшьҭа,iam
733,schon::ADV,аиҳа ипоу,iam
734,wieder::ADV,ҿыц,rursus
735,wieder::ADV,дырҩегь,rursus
736,wieder::ADV,дырҩегьых,rursus
737,vergebens::ADV,баша,frustra
