,Concept_ID,ba,ru
784,tauen::V,иреү,таять
785,schmelzen::V,иреү,плавиться
786,trocknen::V,кибеү,сохнуть
787,sieden::V,ҡайнау,кипеть
788,faulen::V,сереу,гнить
789,verfaulen::V,сереу,сгнить
790,reißen::V,өҙөү,рваться
791,reißen::V,йыртылыу,рваться
792,versinken::V,батыу,тонуть
793,vergehen::V,үтеү,проходить
794,erscheinen::V,килеп сығыу,появиться
795,verschwinden::V,юғалыу,исчезнуть
796,sinken::V,түбәнәйеү,спадать
797,abnehmen::V,кәметеү,уменьшиться
798,zunehmen::V,артыу,увеличиваться
799,steigen::V,күтәрелеү,подниматься
800,wachsen::V,үҫеү,расти
801,glänzen::V,ялтырау,блестеть
802,funkeln::V,баҙлау,сверкать
803,lärmen::V,шаулау,шуметь
804,läuten::V,ҡағыу,звонить
805,klingeln::V,ҡағыу,звонить
806,klingeln::V,шылтыратыу,звонить
807,klirren::V,шылтыратыу,звякать
808,brausen::V,ҡотороноу,бушевать
809,rauschen::V,шыптырлау,шелестеть
810,klingen::V,яңғырау,звучать
811,bellen::V,өрөү,лаять
812,heulen::V,олоу,выть
813,blasen::V,өрөү,дунуть
814,pfeifen::V,һызғырып ебәреү,свистеть
815,schreien::V,ҡысҡырыу,кричать
816,stöhnen::V,уңғырашыу,стонать
817,zittern::V,ҡалтырау,дрожать
818,leben::V,йәшәү,жить
819,geboren werden::V,тыуыу,родиться
820,atmen::V,тын алыү,дышать
821,trinken::V,эсеү,пить
822,essen::V,ашау,есть
823,essen::V,ашау,кушать
824,schlucken::V,йотоу,глотать
825,müde werden::V,арыу,устать
826,einschlafen::V,йоҡлап китеү,заснуть
827,schlafen::V,йоҡлау,спать
828,aufwachen::V,уяныу,проснуться
829,aufstehen::V,тороу,встать
830,sich erholen::V,ял итеү,отдыхать
831,krank werden::V,сирләү,заболеть
832,krank sein::V,сирләү,болеть
833,schmerzen::V,ауыртыу,болеть
834,husten::V,йүтәлләү,кашлять
835,genesen::V,һауығыу,поправиться
836,sterben::V,үлеү,умереть
837,umkommen::V,һәләк булыу,погибнуть
838,sich bewegen::V,хәрәкәт итеү,двигаться
839,sich rühren::V,ҡуҙғалыу,шевельнуться
840,sich erheben::V,тороу,встать
841,sich setzen::V,ултырыу,сесть
842,hinfallen::V,ҡолау,упасть
843,laufen::V,йөрөү,ходить
844,schreiten::V,атлау,шагать
845,spazierengehen::V,ял итеп йороү,гулять
846,eilen::V,ашығыу,спешить
847,eilen::V,ҡабаланыу,спешить
848,sich beeilen::V,ашығыу,торопиться
849,sich beeilen::V,ҡабаланыу,торопиться
850,sausen::V,елеү,мчаться
851,rennen::V,йүгеп йөрөү,бегать
852,springen::V,һикереү,прыгать
853,klettern::V,үрмәләү,лазать
854,klettern::V,үрмәләп менеү,лазать
855,schaukeln::V,сайҡалыу,раскачиваться
856,kriechen::V,шыуышыу,ползать
857,schwimmen::V,йоҙөү,плавать
858,tauchen::V,сумыу,нырять
859,rudern::V,ишеү,грести
860,fahren::V,йөрөү,ехать
861,fliegen::V,осоу,летать
862,gehen::V,барыу,идти
863,weggehen::V,китеү,уйти
864,abfahren::V,сығыу,отправиться
865,anhalten::V,тукталыу,остановиться
866,hineingehen::V,инеү,входить
867,eintreten::V,инеү,войти
868,kommen::V,килеү,прийти
869,ankommen::V,килеү,прибыть
870,zurückkommen::V,ҡайтыу,возвратиться
871,bleiben::V,ҡалыу,остаться
872,warten::V,көтөп тороу,ждать
873,erwarten::V,көтөү,ожидать
874,suchen::V,эҙләү,искать
875,finden::V,табыу,найти
876,versuchen::V,тырышып ҡарау,пытаться
877,vorbereiten::V,әҙерләү,подготовить
878,lieben::V,яратыу,любить
879,mögen::V,һөйөү,любить
880,mögen::V,яратыу,любить
881,lachen::V,көлөү,смеяться
882,rühren::V,ҡағылыу,растрогать
883,weinen::V,илау,плакать
884,schimpfen::V,һүгенеү,ругаться
885,schimpfen::V,тиргәнеү,ругаться
886,schimpfen::V,һуҡраныу,ругаться
887,sich ärgern::V,асыуланыу,сердиться
888,sich fürchten::V,ҡурҡыу,бояться
889,fürchten::V,ҡурҡыу,бояться
890,fliehen::V,ҡасыу,убегать
891,flüchten::V,ҡасыу,убежать
892,sehen::V,күреү,видеть
893,anschauen::V,ҡарау,посмотреть
894,ansehen::V,ҡарау,смотреть
895,ansehen::V,тикшереү,смотреть
896,hören::V,ишетеү,слышать
897,zuhören::V,тыңлау,слушать
898,probieren::V,татыу,пробовать
899,riechen::V,еҫкәү,нюхать
900,fühlen::V,тойоу,чувствовать
901,scheinen::V,кеүек күренеү,казаться
902,scheinen::V,тойолоу,казаться
903,zu sehen sein::V,күренеү,виднеться
904,vernehmen::V,ишетеү,услышать
905,frieren::V,туңыү,мерзнуть
906,tun::V,яһау,делать
907,tun::V,әшләү,делать
908,können::V,алыу,мочь
909,können::V,алыу,уметь
910,können::V,мөмкин булыу,мочь
911,können::V,мөмкин булыу,уметь
912,wollen::V,теләү,хотеть
913,anfangen::V,башлау,начать
914,beenden::V,бөтөрөү,закончить
915,beenden::V,тамамлау,закончить
916,aufhören::V,туктау,перестать
917,gelingen::V,уңышлы булыу,удаться
918,geraten::V,булып сығыу,оказаться
919,öffnen::V,асыу,открыть
920,schließen::V,йомоу,закрыть
921,stellen::V,ҡуйыу,поставить
922,setzen::V,урынлаштырыу,посадить
923,legen::V,һалыу,класть
924,berühren::V,тейеү,трогать
925,berühren::V,ҡағылыу,трогать
926,verbinden::V,ҡушыу,связать
927,verbinden::V,бәйләү,связать
928,bedecken::V,ҡаплау,покрыть
929,aufhängen::V,элеү,повесить
930,anzünden::V,тоҡандырыу,зажечь
931,aufheben::V,мендереү,поднять
932,zurücklassen::V,ҡалдырыу,оставить
933,verlieren::V,юғалтыу,потерять
934,fallen lassen::V,төшөрөп ебәреү,уронить
935,machen::V,яһау,сделать
936,machen::V,эшләү,сделать
937,herstellen::V,эшләп сығарыу,изготовить
938,bauen::V,төҙөү,строить
939,reparieren::V,төҙәтеү,чинить
940,verbessern::V,яҡшыртыу,улучшить
941,ändern::V,үҙгәртеү,изменить
942,graben::V,ҡаҙыу,копать
943,beugen::V,бөгөү,согнуть
944,biegen::V,бөгөү,погнуть
945,drehen::V,өйрөлтөү,вертеть
946,drehen::V,әйләндереү,вертеть
947,wenden::V,әйләндереү,повернуть
948,umdrehen::V,түңкәреү,перевернуть
949,heben::V,күтәреү,поднимать
950,heben::V,мендереү,поднимать
951,hochheben::V,күтәреү,поднять
952,ergreifen::V,тотоп алыу,схватить
953,halten::V,тотоу,держать
954,drücken::V,ҡыҫыу,нажимать
955,schieben::V,этеү,толкать
956,schieben::V,төртөү,толкать
957,kratzen::V,ҡырыу,скрести
958,lecken::V,ялау,лизать
959,beißen::V,тешләү,кусать
960,abreißen::V,өҙөү,оторвать
961,abschneiden::V,ҡырҡыу,отрезать
962,binden::V,бәйләү,вязать
963,stecken::V,ҡаҙау,воткнуть
964,brechen::V,боҙоу,сломать
965,klopfen::V,шаҡылдау,стучать
966,hauen::V,туҡмау,бить
967,kleben::V,йәбештереү,клеить
968,reiben::V,ыуыу,тереть
969,reiben::V,ышҡыу,тереть
970,streichen::V,яғыу,намазать
971,schleifen::V,үткерләү,точить
972,schneiden::V,ҡырҡыу,резать
973,rütteln::V,һелкетеү,шатать
974,schütteln::V,һелкетеү,трясти
975,schwenken::V,болғау,махать
976,schütten::V,ҡойоу,налить
977,füllen::V,тултырыу,наполнить
978,einwickeln::V,төрөү,завернуть
979,tragen::V,алып барыу,нести
980,schleppen::V,һөйрәү,тащить
981,ziehen::V,тартыу,тянуть
982,aufbewahren::V,һаҡлау,хранить
983,werfen::V,ырғытыу,бросать
984,fangen::V,тотоу,ловить
985,packen::V,етеү,схватить
986,packen::V,тотоп алыу,схватить
987,verstecken::V,йәшереү,спрятать
988,teilen::V,бүлеү,разделить
989,schicken::V,ебәреү,посылать
990,bringen::V,килтереү,принести
991,hinzufügen::V,өтәү,добавить
992,bekommen::V,алыу,достать
993,erhalten::V,алыу,получить
994,nehmen::V,алыу,взять
995,wählen::V,һайлаү,выбрать
996,auswählen::V,һайлап алыу,отобрать
997,bewahren::V,һаҡлау,сохранить
998,behindern::V,тотҡарлыҡ яһау,препятствовать
999,verderben::V,боҙоу,испортить
1000,beschädigen::V,боҙоу,повредить
1001,zerbrechen::V,ҡыйратыу,разбить
1002,zerreißen::V,йыртыу,разорвать
1003,zerstören::V,емереү,разрушить
1004,verbrennen::V,үртәү,сжечь
1005,geben::V,биреү,дать
1006,reichen::V,биреү,передать
1007,schenken::V,бүләк итеү,дарить
1008,versprechen::V,вәғәҙә биреү,обещать
1009,wünschen::V,теләу,желать
1010,loben::V,маҡтау,хвалить
1011,küssen::V,үбеү,целовать
1012,wiegen::V,бәүетеү,качать
1013,wiegen::V,тирбәтеү,качать
1014,zudecken::V,ҡаплау,накрыть
1015,wecken::V,уятыу,разбудить
1016,zeigen::V,күрһәтеү,показать
1017,führen::V,етәкләү,вести
1018,lehren::V,уҡытыу,учить
1019,lehren::V,өйрәтеү,учить
1020,unterrichten::V,уҡытыу,преподавать
1021,aufziehen::V,тәрбиәле,воспитать
1022,leiten::V,етәкләү,руководить
1023,leiten::V,етәкселек итеү,руководить
1024,antreiben::V,ашыҡтырыу,подгонять
1025,lassen::V,мәжбүр итеү,заставить
1026,einladen::V,саҡырыу,пригласить
1027,vereinigen::V,берләштереү,объединить
1028,besuchen::V,килеп сығыу,посетить
1029,treffen::V,тойоү,встретить
1030,treffen::V,осратыу,встретить
1031,treffen::V,ҡаршылау,встретить
1032,sich versammeln::V,йыйылыу,собраться
1033,spielen::V,тартыу,играть
1034,singen::V,йырлау,петь
1035,tanzen::V,бейеү,плясать
1036,tanzen::V,бейеү,танцевать
1037,sich trennen::V,айырылышыу,расстаться
1038,verlassen::V,ташлау,покинуть
1039,verlassen::V,ташлап китеү,покинуть
1040,retten::V,ҡотҡарыу,спасти
1041,bewachen::V,һаҡлау,охранять
1042,schützen::V,һаҡлау,уберегать
1043,verteidigen::V,яҡлау,защитить
1044,sich schlagen::V,һуғышыу,драться
1045,schießen::V,атыу,стрелять
1046,siegen::V,еңеү,победить
1047,ärgern::V,асыуландырыу,сердить
1048,schlagen::V,бәреү,ударить
1049,schlagen::V,туҡмау,ударить
1050,treten::V,тибеү,пинать
1051,treten::V,типкеләү,пинать
1052,stechen::V,сәнсеү,уколоть
1053,stoßen::V,этеү,толкнуть
1054,stoßen::V,төртөү,толкнуть
1055,stehlen::V,урлау,украсть
1056,stören::V,ҡамасаулау,помешать
1057,belästigen::V,бимазалау,надоедать
1058,belästigen::V,ҡамасаулау,надоедать
1059,verbergen::V,йәшереү,скрыть
1060,täuschen::V,ултыртыу,обмануть
1061,betrügen::V,алдау,смошенничать
1062,töten::V,үлтереү,убить
1063,wohnen::V,йәшәү,проживать
1064,arbeiten::V,эшләү,работать
1065,sammeln::V,йыйыу,собрать
1066,pflücken::V,өҙөү,рвать
1067,pflücken::V,өҙөү,срывать
1068,jagen::V,аулау,охотиться
1069,fischen::V,аулау,рыбачить
1070,fassen::V,тотоу,поймать
1071,hüten::V,көтөү,пасти
1072,treiben::V,ҡыуыу,гнать
1073,anbinden::V,бәйләү,привязать
1074,füttern::V,ашатыу,кормить
1075,melken::V,һауыү,доить
1076,hacken::V,турау,рубить
1077,hacken::V,тапау,рубить
1078,gießen::V,ҡойоу,полить
1079,reifen::V,өлғөрөү,созреть
1080,zubereiten::V,бешереү,приготовить
1081,kochen::V,бешереү,варить
1082,backen::V,бешереү,печь
1083,braten::V,ҡурыу,жарить
1084,umrühren::V,ҡатнаштырыу,перемешать
1085,stricken::V,бәйләү,вязать
1086,nähen::V,тегеү,шить
1087,färben::V,буяу,покрасить
1088,reinigen::V,таҙартыу,очистить
1089,waschen::V,йыуыу,стирать
1090,abwischen::V,һөртөү,вытереть
1091,spülen::V,сайҡау,полоскать
1092,fegen::V,һепереү,подметать
1093,kehren::V,һепереү,мести
1094,baden::V,һыу инеү,купаться
1095,sich waschen::V,йыуыныу,мыться
1096,ausziehen::V,сисеү,снять
1097,anziehen::V,кейеү,надеть
1098,sich anziehen::V,кейенеү,одеться
1099,kämmen::V,тарау,причесать
1100,schmücken::V,биҙәү,украсить
1101,sagen::V,әйтеү,сказать
1102,sprechen::V,әйтеү,говорить
1103,sprechen::V,һөйләшеү,говорить
1104,reden::V,һөйләшеү,разговаривать
1105,sich unterhalten::V,әңгәмәләшеү,беседовать
1106,fragen::V,һорау,спросить
1107,bitten::V,үтенеү,просить
1108,erzählen::V,һөйләү,рассказать
1109,mitteilen::V,әйтеү,сообщить
1110,nennen::V,атау,назвать
1111,nennen::V,исемләү,назвать
1112,rufen::V,саҡырыу,звать
1113,prahlen::V,маҡтаныу,хвастаться
1114,prahlen::V,шапырыныу,хвастаться
1115,übersetzen::V,тәржемә итеү,перевести
1116,denken::V,уйлау,думать
1117,glauben::V,ышаныу,верить
1118,bemerken::V,күреү,заметить
1119,erkennen::V,таныу,узнать
1120,begreifen::V,аңлау,понять
1121,begreifen::V,аңлау,постичь
1122,verstehen::V,аңлау,услышать
1123,lernen::V,өйрәнеү,учиться
1124,wissen::V,белеү,знать
1125,sich erinnern an::V,хәтергә алыу,вспомнить
1126,vergessen::V,онотоу,забыть
1127,messen::V,үлсәү,мерить
1128,zählen::V,һанау,считать
1129,rechnen::V,һанау,считать
1130,lesen::V,уҡыу,читать
1131,malen::V,һүрәт яһау,рисовать
1132,malen::V,рәсем төшөрөү,рисовать
1133,zeichnen::V,һүрәт яһау,рисовать
1134,zeichnen::V,рәсем төшөрөү,рисовать
1135,schreiben::V,яҙыу,писать
1136,besitzen::V,биләү,иметь
1137,kaufen::V,һатып алыу,купить
1138,verkaufen::V,һатыу,продать
1139,bezahlen::V,түләү,заплатить
1140,zahlen::V,түләү,платить
1141,beherrschen::V,биләү,владеть
1142,ertragen::V,түҙеү,вытерпеть
