,Concept_ID,cv,te
630,grün::A,пиҫмен,ఆకుపచ్చని
631,grün::A,ӑс пухман,ఆకుపచ్చని
632,grau::A,кӑвак,నెరిసిన
633,bunt::A,чӑпар,రంగేలీ
634,billig::A,йӳнӗ,చౌకయైన
635,teuer::A,хаклӑ,వెలపొడుగైన
636,wertvoll::A,паха,విలుప్తెన
637,blind::A,суккӑр,గ్రుడ్డి
638,taub::A,хӑлхасӑр,చెవిటి
639,kräftig::A,хӑватлӑ,శక్తి గల
640,stark::A,вирлӗ,బలమైన
641,schwach::A,халсӑр,బలహీనమైన
642,fett::A,самӑр,క్రొవ్విన
643,fett::A,мӑнтӑр,క్రొవ్విన
644,schlank::A,йӑрӑс,సన్నని
645,schlank::A,яштака,సన్నని
646,hübsch::A,хитре,సాగప్తెన
647,böse::A,усал,చెడ్డ
648,dumm::A,ухмах,తెలివిలేని
649,faul::A,наян,సోమరియైన
650,faul::A,юлхав,సోమరియైన
651,faul::A,ӳркенчӗк,సోమరియైన
652,fleißig::A,хастар,శ్రద్దగల
653,geizig::A,хытӑ,పిసినారియైన
654,klug::A,ӑслӑ,తెలివిగల
655,geschickt::A,ӑста,నిపుణతగల
656,lieb::A,савнӑ,ప్రియమైన
657,lustig::A,хаваслӑ,ఉల్లాసము గల
658,sanft::A,ачаш,సాధువైన
659,hungrig::A,выҫӑ,ఆకలిగొనిన
660,krank::A,чирлӗ,వ్యాధిగల
661,nackt::A,ҫара,దిగంబరమైన
662,traurig::A,салхуллӑ,విచారముగల
663,lebendig::A,чӗрӗ,ప్రాణముతో నున్న
664,gut::A,аван,మంచి
665,gut::A,лайӑх,మంచి
666,schlecht::A,япӑх,చెడ్డ
667,schlecht::A,начар,చెడ్డ
668,richtig::A,тӗрӗс,సరియైన
669,schlimm::A,йӗрӗнчӗк,అసహ్యమైన
670,wahr::A,чӑн,నిజమైన
671,alt::A,кивӗ,ముసలి
672,neu::A,ҫӗнӗ,క్రొత్త
673,ehemalig::A,пулнӑ,పూర్వపు
674,alt[Lebewesen]::A,ватӑ,ముసలి
675,jung::A,яш,పసి
676,jung::A,ҫамрӑк,పసి
677,arm::A,чухӑн,బీద
678,reich::A,пуян,ధనవంతుడైన
679,bekannt::A,пӗлӗш,తెలిసిన
680,berühmt::A,чаплӑ,ప్రపిద్దికెక్కివ
681,fremd::A,ют,అన్యమైన
682,verschieden::A,расна,భేదమైన
683,nah::A,ҫывӑх,దగ్గఱనున్న
684,nah::A,ҫывӑхри,దగ్గఱనున్న
685,fern::A,инҫе,దూరమందున్న
686,fern::A,аякри,దూరమందున్న
687,linker::A,сулахай,ఎడమప్రక్కగ
688,rechter::A,сылтӑм,కుడి
689,anderer::A,урӑх,వేఱ్తెన
690,erster::A,пӗрремӗш,మొదటి
691,zweiter::A,иккӗмӗш,రెండన
692,dritter::A,виҫҫӗмӗш,మూడో
693,letzter::A,юлашки,కడపటి
694,allein::ADV,пӗччен,ఒంటిగా
695,auf einmal::ADV,кӗмӗрккен,హరాత్తుగ
696,zusammen::ADV,пӗрле,కలిసి
697,lange::ADV,вӑрах,బహుకాలము
698,plötzlich::ADV,сасартӑк,హరాత్తుగ
699,sofort::ADV,тӳрех,తక్షణము
700,später::ADV,кайран,ఇటీవలి
701,jetzt::ADV,халь,ఇప్పుడు
702,jetzt::ADV,халӗ,ఇప్పుడు
703,heute::ADV,паян,నేడు
704,morgen::ADV,ыран,ఱేపు
705,bald::ADV,халех,శీఘ్రముగ
706,bald::ADV,кӗҫех,శీఘ్రముగ
707,dann::ADV,унтан,అప్పుడు
708,gestern::ADV,ӗнер,నిన్నటి దినము
709,einst::ADV,пӗррехинче,పూర్వమొకప్పుడు
710,damals::ADV,ун чухне,అప్పుడు
711,damals::ADV,апла пулсан,అప్పుడు
712,danach::ADV,унтан,అప్పుడు
713,vorher::ADV,малтан,ఎదుట
714,zuerst::ADV,пирвай,మొదటిలో
715,einmal::ADV,пӗррехинче,ఒకసారి
716,manchmal::ADV,хӑш чухне,అప్పటప్పటికి
717,oft::ADV,тӑтӑш,తఱచుగా
718,immer::ADV,ялан,ఎల్లప్పుడు
719,niemals::ADV,нихӑҫан та,ఎప్పుడునులేదు
720,hier::ADV,кунта,ఇక్కడ
721,hierhin::ADV,кунта,ఇక్కడకు
722,von hier::ADV,кунтан,ఇక్కడనుండి
723,dort::ADV,унта,అక్కడ
724,dort::ADV,ҫавӑнта,అక్కడ
725,dorthin::ADV,унта,అక్కడికి
726,dorthin::ADV,ҫавӑнта,అక్కడికి
727,geradeaus::ADV,тикӗс,సూటిగా
728,vorwärts::ADV,малалла,ముందుకు
729,rückwärts::ADV,хыҫала,వెనుకకు
730,zurück::ADV,каялла,వెనుకభాగము
731,unten::ADV,аялта,క్రింద
732,hinab::ADV,аялта,కిందికి
733,oben::ADV,ҫӳлте,మీద
734,hinauf::ADV,ҫӳле,పైకి
735,überall::ADV,таҫта та,అంతటా
736,überall::ADV,пур ҫӗрте те,అంతటా
737,überall::ADV,кирек ӑҫта та,అంతటా
738,nicht::ADV,мар,కాదు
739,ein wenig::ADV,пӑртак,కొంచెము
740,kaum::ADV,аран,చాలిచాలక
741,sehr::ADV,питӗ,చాల
742,so::ADV,апла,ఆలాగున
743,noch::ADV,татах,ఇప్పటికిని
744,nur::ADV,ҫех,మాత్రము
745,schon::ADV,ӗнтӗ,ఇదివఱకే
746,wieder::ADV,каллех,తిరిగి
747,vergebens::ADV,харам,నిష్ఫలముగా
748,vor::PRP,умӗнче,ముందు
749,hinter::PRP,кайра,వెనుక
750,unter::PRP,айне,క్రింద
751,unter::PRP,айӗпе,క్రింద
752,unter::PRP,айӗнче,క్రింద
753,unter::PRP,ҫитеспе,క్రింద
754,durch::PRP,витӗр,ద్వారా
755,neben::PRP,патӗнче,దగ్గెర
756,zwischen::PRP,хушшинче,మధ్య
757,wegen::PRP,пула,కారణంగా
758,wegen::PRP,пирки,కారణంగా
759,dies::PRN,ку,ఇది
760,dies::PRN,ҫак,ఇది
761,das::PRN,ҫав,అది
762,alles::PRN,пурте,సకలము
763,alles::PRN,йӑлт,సకలము
764,ich::PRN,эп,నేను
765,du::PRN,эс,నీవు
766,er::PRN,вӑл,అతడు
767,wir::PRN,эпир,మనము
768,ihr::PRN,эсир,మీరు
769,sie::PRN,вӗсем,వారు
770,was::FPRN,мӗн,ఏమి
771,was::FPRN,мӗскер,ఏమి
772,was::FPRN,мӗн те пулин,ఏమి
773,wer::FPRN,кам,ఎవడు
774,wo::FADV,ӑҫта,ఎక్కడ
775,wohin::FADV,ӑҫта,ఎందుకు
776,wie::FADV,епле,ఎట్టు
777,wie::FADV,мӗнле,ఎట్టు
778,warum::FADV,ма,ఏల
779,warum::FADV,мӗншӗн,ఏల
780,wieviel::FNUM,миҫе,ఎంత
781,eins::NUM,пӗр,ఒకటి
782,eins::NUM,пӗрре,ఒకటి
783,zwei::NUM,ик,రెండు
784,zwei::NUM,икӗ,రెండు
785,zwei::NUM,иккӗ,రెండు
786,drei::NUM,виҫ,మూడు
787,drei::NUM,виҫӗ,మూడు
788,drei::NUM,виҫҫӗ,మూడు
789,vier::NUM,тӑват,నాలుగు
790,fünf::NUM,пилӗк,అయిదు
791,fünf::NUM,пиллӗк,అయిదు
792,sechs::NUM,улт,ఆఱు
793,sechs::NUM,ултӑ,ఆఱు
794,sechs::NUM,улттӑ,ఆఱు
795,sieben::NUM,ҫич,ఏరు
796,sieben::NUM,ҫичӗ,ఏరు
797,sieben::NUM,ҫиччӗ,ఏరు
798,acht::NUM,сакӑр,ఎనిమదు
799,acht::NUM,саккӑр,ఎనిమదు
800,neun::NUM,тӑхӑр,తొమ్మిది
801,neun::NUM,тӑххӑр,తొమ్మిది
802,zehn::NUM,вунӑ,పది
803,zehn::NUM,вуннӑ,పది
804,elf::NUM,вун пӗр,పదునొకొండు
805,zwölf::NUM,вун ик,పండ్రండు
806,zwölf::NUM,вун икӗ,పండ్రండు
807,zwölf::NUM,вун иккӗ,పండ్రండు
808,zwanzig::NUM,ҫирӗм,ఇరుపది
809,dreißig::NUM,вӑтӑр,ముప్పది
810,vierzig::NUM,хӗрӗх,నలువది
811,fünfzig::NUM,аллӑ,ఏబది
812,sechzig::NUM,утмӑл,అరుపది
813,siebzig::NUM,ҫитмӗл,డెబ్బది
814,achtzig::NUM,сакӑр вунӑ,ఎనుబది
815,achtzig::NUM,сакӑр вуннӑ,ఎనుబది
816,neunzig::NUM,тӑхӑр вун,తొంబది
817,neunzig::NUM,тӑхӑр вунӑ,తొంబది
818,neunzig::NUM,тӑхӑр вуннӑ,తొంబది
819,hundert::NUM,ҫӗр,నూఱు
820,tausend::NUM,пин,వేయి
821,und::CNJ,та,మఱియు
822,oder::CNJ,е,లేక
823,stehen::V,тӑр,నిలుచు
824,sitzen::V,лар,కూర్చుండు
825,liegen::V,вырт,పండుకొనుట
826,hängen::V,усӑнса тӑр,వ్రేలాడదీయు
827,hängen::V,ҫакӑнса тӑр,వ్రేలాడదీయు
828,werden::V,пул,అగు
829,passieren::V,пул,సంభవించు
830,beginnen::V,пуҫлан,ఆరంభించు
831,enden::V,пӗт,తీరుట
832,enden::V,вӗҫлен,తీరుట
833,wechseln::V,улшӑн,మార్చు
834,aufgehen[Sonne]::V,тух,ఉదయించు
835,untergehen[Sonne]::V,анса лар,అస్తమించు
836,scheinen[Sonne]::V,пӑх,ప్రకాశించు
837,donnern::V,кӗмсӗртет,ఉరుముట
838,donnern::V,авӑт,ఉరుముట
839,wehen::V,варкӑш,దురద్పప్టము
840,strömen::V,тӑкӑн,పారుట
841,fließen::V,юх,ప్రవహించు
842,sich drehen::V,ҫаврӑн,తిరుగు
843,schwanken::V,чӳхен,ఆడించుట
844,schwingen::V,суллан,ఊగుట
845,fallen::V,кип,పడు
846,fallen::V,тӳр кип,పడు
847,fallen::V,татӑлса ан,పడు
848,brennen::V,ҫун,కాలుట
849,rauchen::V,мӑкӑрлан,పొగసుట
850,rauchen::V,тӗтӗм кӑлар,పొగసుట
851,regnen::V,ҫумӑр ҫӑвать,కురిపించుట
852,gefrieren::V,шӑн,గడ్డకట్టు
853,tauen::V,ирӗл,కరగు
854,schmelzen::V,ирӗл,కరగు
855,trocknen::V,тип,యెండుట
856,sieden::V,вӗре,ఉడుకు
857,faulen::V,ҫӗр,క్రుళ్లు
858,verfaulen::V,ҫӗр,క్షిణించు
859,reißen::V,ҫурӑл,చించు
860,versinken::V,пут,మునుగు
861,vergehen::V,ирт,సంభవించు
862,erscheinen::V,курӑн,కనబడు
863,erscheinen::V,курӑнса кай,కనబడు
864,verschwinden::V,ҫухал,అదృశ్యమగు
865,sinken::V,чак,ముణుగుట
866,abnehmen::V,чак,తగ్గు
867,zunehmen::V,пысӑклан,పెరుగుట
868,steigen::V,ҫӗклен,లేచు
869,wachsen::V,ӳс,పెరుగు
870,glänzen::V,ҫиҫ,ప్రకాశించు
871,funkeln::V,ялкӑш,ప్రకాశించు
872,funkeln::V,йӑлтӑртат,ప్రకాశించు
873,lärmen::V,шавла,అరుచుట
874,läuten::V,шӑнкӑравла,మేళవించుట
875,klingeln::V,шӑнкӑравла,వాయించుట
876,klirren::V,калтлат,ఘంటానాదము
877,klirren::V,шӑнкӑлтат,ఘంటానాదము
878,brausen::V,ахӑр,గర్జించు
879,rauschen::V,вашӑлтат,చటచటమనుట
880,rauschen::V,чашӑлтат,చటచటమనుట
881,klingen::V,янӑра,ధ్వనించుట
882,bellen::V,вӗр,అఱచు
883,heulen::V,ула,కూయు
884,blasen::V,вӗр,దురద్పప్టము
885,pfeifen::V,шӑхӑр,ఈలవేయు
886,schreien::V,кӑшкӑр,అఱచు
887,stöhnen::V,йынӑш,మూలుగు
888,zittern::V,чӗтре,వణకు
889,leben::V,пурӑн,జీవించుట
890,geboren werden::V,ҫурал,పుట్టుట
891,atmen::V,сывла,ఉపిరి తీయు
892,trinken::V,ӗҫ,త్రాగు
893,essen::V,ҫи,తిను
894,schlucken::V,ҫӑт,మ్రింగు
895,müde werden::V,ӗшен,అలయు
896,einschlafen::V,ыйха пут,నిద్రించు
897,einschlafen::V,ҫывӑрса кай,నిద్రించు
898,schlafen::V,ҫывӑр,నిద్రురించు
899,aufwachen::V,вӑран,మేలుకొను
900,aufstehen::V,тӑр,లేచు
901,sich erholen::V,кан,నడ్డి వాల్చు
902,krank werden::V,чирле,జబ్బుపడు
903,krank sein::V,чирле,జబ్బు చేయు
904,schmerzen::V,сур,నొచ్చుట
905,schmerzen::V,ырат,నొచ్చుట
906,husten::V,ӳсӗр,దగ్గుట
907,genesen::V,сывал,కుదురుట
908,genesen::V,тӳрлен,కుదురుట
909,sterben::V,вил,మరణించు
910,umkommen::V,вил,నశించు
911,sich bewegen::V,куҫ,కదలు
912,sich rühren::V,хускал,కదలు
913,sich erheben::V,тӑр,లేచు
914,sich setzen::V,лар,కూర్చుణ్డు
915,hinfallen::V,ӳк,దొర్లు
916,laufen::V,ут,నడచు
917,schreiten::V,ут,అడుగుపెట్టుట
918,spazierengehen::V,уҫӑлса ҫӳре,పచారు చేయు
919,spazierengehen::V,уткаласа ҫӳре,పచారు చేయు
920,eilen::V,васка,తొందరపడు
921,eilen::V,хыпалан,తొందరపడు
922,sich beeilen::V,васка,త్వరపెట్టు
923,sich beeilen::V,хыпалан,త్వరపెట్టు
924,sausen::V,ыткӑн,విసరికొట్టు
925,sausen::V,вӗҫтер,విసరికొట్టు
926,rennen::V,чуп,పరుగెత్తు
927,springen::V,сик,దుముకు
928,klettern::V,улӑх,ఎక్కు
929,schaukeln::V,йӳрӗн,ఉయ్యాల ఊగు 
930,kriechen::V,шу,ప్రాకు
931,kriechen::V,упален,ప్రాకు
932,schwimmen::V,иш,ఈదు
933,tauchen::V,чӑм,మునుగు
934,rudern::V,авӑс,తెడ్లతోఁగడపు
935,fahren::V,пыр,నడపు
936,fliegen::V,вӗҫ,ఎగురు
937,gehen::V,кай,పోవు
938,weggehen::V,кай,బయలుదేరు
939,abfahren::V,тапран,విడిచిపోవు
940,anhalten::V,чарӑн,నిలుపు
941,hineingehen::V,кӗр,ప్రవేశించు
942,eintreten::V,кӗр,ప్రవేశించు
943,kommen::V,кил,వచ్చు
944,ankommen::V,ҫит,వచ్చి చేరు
945,zurückkommen::V,таврӑн,తిరిగీవచ్చుట
946,zurückkommen::V,каялла кил,తిరిగీవచ్చుట
947,bleiben::V,юл,ఉండు
948,warten::V,кӗт,కనిపెట్టు
949,erwarten::V,кӗт,నిరిక్షించు
950,suchen::V,шыра,వెదకు
951,finden::V,туп,కనుగొను
952,versuchen::V,пикен,ప్రయత్నించు
953,vorbereiten::V,хатӗрле,తయారుచేయు
954,lieben::V,юрат,ప్రేమించు
955,mögen::V,кӑмӑлла,ఇష్టపడు
956,mögen::V,килӗштер,ఇష్టపడు
957,lachen::V,кул,నవ్వు
958,lachen::V,ахӑлтат,నవ్వు
959,rühren::V,ҫулӑх,గుండె తాకు
960,weinen::V,йӗр,వీడ్చు
961,weinen::V,макӑр,వీడ్చు
962,schimpfen::V,вӑрҫ,గొణుగు
963,schimpfen::V,ятлаҫ,గొణుగు
964,sich ärgern::V,ҫиллен,అలుగు
965,sich fürchten::V,шиклен,భయపడు
966,fürchten::V,хӑра,భయపడు
967,fliehen::V,тар,పాఱిపోపు
968,flüchten::V,чупса тар,తప్పించుకొను
969,sehen::V,кур,చూచు
970,anschauen::V,пӑхса ил,చూచు
971,ansehen::V,пӑх,కాచియుండు
972,hören::V,илт,విను
973,zuhören::V,итле,విను
974,zuhören::V,тӑнла,విను
975,probieren::V,астив,చవిచూచుట
976,riechen::V,шӑршла,వాసనచూచు
977,fühlen::V,туй,స్పర్శించుట
978,fühlen::V,сис,స్పర్శించుట
979,scheinen::V,туйӑн,కనబడు
980,zu sehen sein::V,курӑн,చూవు
981,vernehmen::V,пӑл,విను
982,frieren::V,йӳтен,చలికి వడకు
983,tun::V,ту,చేయు
984,können::V,пултар,గల
985,wollen::V,те,కోరు
986,anfangen::V,пуҫла,ఆరంభించు
987,beenden::V,пӗтер,ముగించు
988,aufhören::V,пӑрах,నిలుపు
989,gelingen::V,ӑн,గెలుపాందు
990,geraten::V,пул,వెలువడు
991,öffnen::V,уҫ,తెఱచు
992,schließen::V,хуп,మూయు
993,stellen::V,ларт,ఉంచు
994,stellen::V,тӑрат,ఉంచు
995,setzen::V,ларт,ఉంచు
996,legen::V,хур,పెట్టు
997,berühren::V,перӗн,తాకు
998,verbinden::V,сып,చేర్చుట
999,bedecken::V,вит,మూయు
1000,aufhängen::V,ҫак,వ్రేలాడదీయు
1001,anzünden::V,ҫут,వెలిగించు
1002,aufheben::V,ҫӗкле,సేకరించు
1003,zurücklassen::V,манса хӑвар,విడుచు
1004,verlieren::V,ҫӗтер,పోగొట్టుకొను
1005,fallen lassen::V,ӳкер,జాఱవిడుచు
1006,machen::V,ту,చేయు
1007,herstellen::V,ӑстала,ఉత్పత్తిచేయు
1008,bauen::V,ту,నిర్మించు
1009,reparieren::V,юса,సరిచేయు
1010,verbessern::V,лайӑхлат,వృద్ధి చేయు
1011,ändern::V,улӑштар,మార్చు
1012,graben::V,чав,త్రవ్వు
1013,graben::V,чакала,త్రవ్వు
1014,beugen::V,кукӑрт,వంచు
1015,biegen::V,ав,వంచు
1016,biegen::V,кукӑрт,వంచు
1017,drehen::V,ҫавӑр,నూలువడుకు
1018,wenden::V,ӳпӗнтер,త్రిప్పు
1019,umdrehen::V,ҫавӑр,త్రిప్పు
1020,heben::V,хӑпарт,ఎత్తు
1021,hochheben::V,йӑт,ఎత్తు
1022,ergreifen::V,тыт,వశపఱచుకొను
1023,halten::V,тыт,ఉంచు
1024,drücken::V,пус,అణచు
1025,schieben::V,тӗк,నొక్కు
1026,schieben::V,тӗрт,నొక్కు
1027,kratzen::V,хыр,గోకు
1028,lecken::V,ҫула,నాకు
1029,beißen::V,ҫырт,కఱచు
1030,beißen::V,хып,కఱచు
1031,abreißen::V,тат,తెగతెంచు
1032,abschneiden::V,кас,తెగకొట్టు
1033,binden::V,ҫых,కట్టు
1034,stecken::V,чик,తగులుకొనివుండుట
1035,brechen::V,хуҫ,పగులగొట్టు
1036,klopfen::V,такка,కొట్టు
1037,hauen::V,шакка,కొట్టు
1038,kleben::V,ҫыпӑҫтар,అంటుకొను
1039,reiben::V,сӑтӑр,రాచు
1040,streichen::V,сӗр,వ్యాపింపజేయు
1041,schleifen::V,хӑйра,రాచు
1042,schneiden::V,кас,కోయు
1043,rütteln::V,лӑка,కుదిలించుట
1044,rütteln::V,силлентер,కుదిలించుట
1045,schütteln::V,лӑка,కదల్చు
1046,schütteln::V,силлентер,కదల్చు
1047,schwenken::V,сулла,ఊచుట
1048,schütten::V,тултар,పోయు
1049,füllen::V,тултар,నింపు
1050,einwickeln::V,чӗрке,చుట్టు
1051,tragen::V,ҫӗкле,మోయు
1052,schleppen::V,сӗтӗр,ఈడ్చు
1053,ziehen::V,тӑс,ఈడ్చు
1054,aufbewahren::V,усра,కాపాడు
1055,werfen::V,пӑрах,విసరు
1056,fangen::V,тыт,పట్టుకొను
1057,packen::V,тыт,పట్టుకొను
1058,verstecken::V,пытарса хур,దాచు
1059,teilen::V,уйӑр,భాగించు
1060,teilen::V,пайла,భాగించు
1061,schicken::V,яр,పంపు
1062,bringen::V,кӳр,తెచ్చు
1063,hinzufügen::V,хуш,చేర్చు
1064,bekommen::V,ил,సంపాదించు
1065,bekommen::V,туян,సంపాదించు
1066,erhalten::V,ил,పుచ్చుకొను
1067,erhalten::V,туян,పుచ్చుకొను
1068,nehmen::V,ил,తీసికొను
1069,wählen::V,суйла,ఇష్టపడు
1070,auswählen::V,суйла,ఏరుకొను
1071,bewahren::V,упра,భద్రపఱుచు
1072,behindern::V,кансӗрле,అడ్డగించుట
1073,behindern::V,чӑрмантар,అడ్డగించుట
1074,verderben::V,пӑс,చెఱచు
1075,beschädigen::V,пӑс,చెరుపుట
1076,zerbrechen::V,ват,పగులగొట్టు
1077,zerbrechen::V,ҫӗмӗр,పగులగొట్టు
1078,zerreißen::V,ҫур,చించు
1079,zerstören::V,иш,వాశనము చేయు
1080,verbrennen::V,ҫунтар,కాల్చు
1081,geben::V,пар,ఇచ్చు
1082,reichen::V,пар,అందుకొనుట
1083,schenken::V,парнеле,అర్పించు
1084,versprechen::V,тума пул,వాగ్దత్తము చేయు
1085,versprechen::V,сӑмах пар,వాగ్దత్తము చేయు
1086,wünschen::V,сун,కోరు
1087,loben::V,ырла,స్తుతించు
1088,küssen::V,чуп ту,ముద్దుపెట్టుకొను
1089,wiegen::V,сиктер,ఊచుట
1090,wiegen::V,силле,ఊచుట
1091,zudecken::V,вит,మూయు
1092,wecken::V,вӑрат,నిద్రపలేపుట
1093,zeigen::V,кӑтарт,చూవు
1094,führen::V,илсе пыр,దారిచూపు
1095,führen::V,ҫавӑтса пыр,దారిచూపు
1096,lehren::V,вёрент,బోధించు
1097,unterrichten::V,вёрент,నేర్పు
1098,aufziehen::V,вӗрент,పెంచు
1099,leiten::V,тытса пыр,తీసుకపోవుట
1100,antreiben::V,васкат,ప్రేరేపించు
1101,lassen::V,пусахла,అనుమతించు
1102,lassen::V,хуш,అనుమతించు
1103,einladen::V,чӗн,ఆహ్వానించు
1104,vereinigen::V,пӗрлештер,కూడుట
1105,besuchen::V,ҫит,పోయి చూచు
1106,besuchen::V,кӗрсе кур,పోయి చూచు
1107,treffen::V,тӗл пул,కలియు
1108,sich versammeln::V,пуҫтарӑн,కూర్చు
1109,spielen::V,выля,ఆట లాడు
1110,singen::V,юрла,పాడు
1111,tanzen::V,ташла,నృత్యముచేయు
1112,sich trennen::V,уйрӑл,ఎడబాయుట
1113,verlassen::V,хӑвар,విడుచు
1114,retten::V,ҫӑл,తప్పించుట
1115,bewachen::V,хуралла,కాపాడు
1116,schützen::V,сыхла,రక్షించు
1117,verteidigen::V,хӳтӗле,రక్షించు
1118,sich schlagen::V,ҫапӑҫ,జగడమాడు
1119,schießen::V,пер,కాల్చు
1120,siegen::V,ҫӗн,గెలుచు
1121,siegen::V,ҫӗнтер,గెలుచు
1122,ärgern::V,тарӑхтар,పీడించుట
1123,ärgern::V,ҫиллентер,పీడించుట
1124,schlagen::V,ҫап,కొట్టు
1125,treten::V,тап,తన్ను
1126,stechen::V,чик,కుట్టు
1127,stoßen::V,чыш,గెంటు
1128,stehlen::V,вӑрла,దొంగిలించు
1129,stören::V,кансӗрле,కలతపఱచు
1130,belästigen::V,аптӑрат,పీడించు
1131,belästigen::V,хупла,పీడించు
1132,verbergen::V,пытар,దాచు
1133,täuschen::V,суй,మోసము చేయు
1134,betrügen::V,ултала,మోసపుచ్చు
1135,töten::V,вӗлер,చంపు
1136,wohnen::V,чуна пар,నివసించు
1137,wohnen::V,парӑнса тӑр,నివసించు
1138,arbeiten::V,ӗҫле,పనిచేయు
1139,sammeln::V,пух,ప్రోగుచేయు
1140,pflücken::V,тат,యేరుట
1141,jagen::V,сунара ҫӳре,వేటాడు
1142,fischen::V,пулӑ тыт,వెదకు
1143,fassen::V,тыт,పట్టుకొమ
1144,hüten::V,кӗт,మందచేరుట
1145,treiben::V,хӑвала,నడపు
1146,anbinden::V,кӑкар,కట్టు
1147,füttern::V,ҫитер,భోజనము పెట్టు
1148,melken::V,су,పాలు పితుకు
1149,hacken::V,вакла,నఱకు
1150,gießen::V,шӑвар,నీళ్ళుకట్టుట
1151,reifen::V,пиҫ,పండుట
1152,zubereiten::V,пӗҫер,వండు
1153,kochen::V,пӗҫер,వండు
1154,backen::V,пӗҫер,రొట్టెకాల్చు
1155,braten::V,ӑшала,వేపు
1156,umrühren::V,хутӑштар,కదులుట
1157,stricken::V,ҫых,అల్లు
1158,nähen::V,ҫӗле,కుట్టు
1159,färben::V,пӗвет,రంగు వేయు
1160,reinigen::V,тасат,శుభ్రము చేయు
1161,waschen::V,ҫу,కడుగు
1162,abwischen::V,шӑл,తుడుచు
1163,spülen::V,чӳхе,నీటిలో జడించు
1164,fegen::V,шӑл,ఊడ్చు
1165,kehren::V,шӑл,ఊడ్చు
1166,baden::V,шыва кӗр,స్నానము చేయు
1167,sich waschen::V,ҫӑвӑн,కడుగు
1168,ausziehen::V,салан,విప్పు
1169,anziehen::V,тӑхӑн,ధరించు
1170,sich anziehen::V,тӑхӑн,బట్టలు వేసుకొను
1171,sich anziehen::V,тӑхӑн,తొడుగుకొను
1172,kämmen::V,тура,దువ్వుట
1173,schmücken::V,илемлет,అలంకరించు
1174,sagen::V,те,చెప్పు
1175,sprechen::V,кала,చెప్పు
1176,reden::V,сӑмахла,మాటలాడు
1177,reden::V,калаҫ,మాటలాడు
1178,sich unterhalten::V,пупле,ముచ్చటలాడు
1179,fragen::V,ыйт,ప్రశ్నించు
1180,bitten::V,ыйт,కోరు
1181,erzählen::V,каласа пар,చెప్పు
1182,mitteilen::V,пӗлтер,తెలియజేయు
1183,mitteilen::V,хыпарла,తెలియజేయు
1184,nennen::V,те,పేరు వెట్టు
1185,nennen::V,чӗн,పేరు వెట్టు
1186,rufen::V,чӗн,పిలుచు
1187,prahlen::V,мухтан,జల్లి
1188,prahlen::V,вӗҫкӗнлен,జల్లి
1189,übersetzen::V,куҫар,తర్జుమాచేయు
1190,denken::V,шухӑшла,ఆలోచించు
1191,glauben::V,ӗнен,నమ్ము
1192,bemerken::V,асӑрха,గుర్తించు
1193,erkennen::V,палла,గుర్తించు
1194,begreifen::V,ӑнлан,గ్రహించు
1195,verstehen::V,пӗл,గ్రహించు
1196,lernen::V,вӗрен,నేర్చు కొను
1197,wissen::V,пӗл,తెలిసికొను
1198,wissen::V,ӑнкар,తెలిసికొను
1199,sich erinnern an::V,аса ил,జ్ఞాపకముంచుకొను
1200,vergessen::V,ман,మఱచిపోవు
1201,vergessen::V,манса кай,మఱచిపోవు
1202,messen::V,виҫ,కొలుచుట
1203,zählen::V,шутла,లెక్కపెట్టు
1204,rechnen::V,шутла,లెక్కపెట్టు
1205,lesen::V,вула,చదువు
1206,malen::V,ӳкер,పూనుట
1207,zeichnen::V,ӳкер,వ్రాసుట
1208,schreiben::V,ҫыр,వ్రాయు
1209,besitzen::V,тыт,కలిగియుండు
1210,kaufen::V,ил,కొను
1211,kaufen::V,туян,కొను
1212,verkaufen::V,сут,అమ్ము
1213,bezahlen::V,тӳле,చెల్లించు
1214,zahlen::V,тӳле,చెల్లించు
1215,beherrschen::V,тыт,ఏలు
1216,ertragen::V,тӳс,భరించు
1217,Bauch::N,,కడుపు
