,Concept_ID,sl,tt
114,Berg::N,planína,тау
115,Gipfel::N,vŕh,оч
116,Höhle::N,jáma,мәгарә
117,Höhle::N,votlína,мәгарә
118,Abhang::N,pobóčje,кабырга
119,Quelle::N,izvír,чишмә
120,Bach::N,pôtok,елга
121,Fluss::N,réka,дәрья
122,Ufer::N,brég,су кырые
123,Küste::N,obála,яр буе
124,Küste::N,obréžje,яр буе
125,Festland::N,celína,коры җир
126,Festland::N,kopnína,коры җир
127,Meer::N,mórje,диңгез
128,Bucht::N,zalív,бухта
129,Bucht::N,zalív,култык
130,Insel::N,ôtok,атау
131,Insel::N,ôtok,утрау
132,Blume::N,cvetlíca,чәчкә
133,Gras::N,tráva,үлән
134,Wurzel::N,korenína,тамыр
135,Baum::N,drevó,агач
136,Stamm::N,dêblo,кәүсә
137,Rinde::N,lúbje,кабык
138,Rinde::N,skórja,кабык
139,Ast::N,véja,ботак
140,Zweig::N,véja,ботак
141,Zweig::N,véja,тармак
142,Blatt::N,líst,яфрак
143,Birke::N,bréza,каен
144,Kiefer[Baum]::N,bòr,нарат
145,Weide[Baum]::N,vŕba,тал
146,Tanne::N,hója,чыршы
147,Horn::N,róg,мөгез
148,Feder::N,peró,йон
149,Fell::N,kŕzno,тире
150,Flügel::N,krílo,канат
151,Klaue::N,párkelj,тырнак
152,Kralle::N,krémpelj,тырнак
153,Schwanz::N,rèp,койрык
154,Ei::N,jájce,күкәй
155,Ei::N,jájce,йомырка
156,Nest::N,gnézdo,оя
157,Bau::N,brlòg,өн
158,Tier::N,živál,хайван
159,Herde::N,čréda,көтү
160,Kuh::N,kráva,сыер
161,Bulle::N,bìk,үгез
162,Pferd::N,kònj,ат
163,Schaf::N,ôvca,сарык
164,Schwein::N,svínja,дуңгыз
165,Hund::N,pès,эт
166,Katze::N,máčka,песи
167,Bär::N,mêdved,аю
168,Eichhörnchen::N,véverica,тиен
169,Elch::N,lós,поши
170,Fuchs::N,lisíca,төлке
171,Hase::N,zájec,куян
172,Maus::N,mìš,тычкан
173,Wolf::N,vólk,бүре
174,Vogel::N,ptìč,кош
175,Vogel::N,ptíca,кош
176,Schwarm::N,játa,көтү
177,Huhn::N,kokóš,тавык
178,Hahn::N,petêlin,әтәч
179,Gans::N,gós,каз
180,Adler::N,ôrel,каракош
181,Ente::N,ráca,үрдәк
182,Eule::N,sôva,ябалак
183,Kranich::N,žerjàv,торна
184,Krähe::N,vrána,карга
185,Kuckuck::N,kúkavica,күке
186,Kuckuck::N,kúkavica,кәккүк
187,Schwan::N,labód,аккош
188,Fisch::N,ríba,балык
189,Barsch::N,ostríž,алабуга
190,Hecht::N,ščúka,чуртан
191,Schlange[Tier]::N,káča,елан
192,Wurm::N,čr̀v,корт
193,Wurm::N,glísta,корт
194,Spinne::N,pájek,үрмәкүч
195,Ameise::N,mrávlja,кырмыска
196,Laus::N,úš,бет
197,Mücke::N,komár,черки
198,Mücke::N,komár,озынборын
199,Fliege::N,múha,чебен
200,Schmetterling::N,metúlj,күбәләк
201,Beere::N,jágoda,җиләк
202,Apfel::N,jábolko,алма
203,Pilz::N,góba,гөмбә
204,Zwiebel::N,čebúla,суган
205,Zwiebel::N,čebúla,суганбаш
206,Saat::N,séme,орлык
207,Korn::N,zŕno,иген
208,Korn::N,zŕno,орлык
209,Heu::N,senó,печән
210,Schale::N,lupína,кабык
211,Grube::N,jáma,баз
212,Grube::N,jáma,чокыр
213,Falle::N,pást,тозак
214,Falle::N,pást,капкын
215,Schlinge::N,zánka,элмәк
216,Schlinge::N,pêtlja,элмәк
217,Spur::N,sléd,эз
218,Asche::N,pepél,көл
219,Dreck::N,bláto,пычрак
220,Eisen::N,želézo,тимер
221,Gold::N,zlató,алтын
222,Silber::N,srebró,көмеш
223,Kohle::N,ógel,күмер
224,Glas::N,stêklo,пыяла
225,Lehm::N,ílo,балчык
226,Sand::N,pések,ком
227,Mensch::N,člôvek,адәм
228,Mensch::N,člôvek,инсан
229,Mann::N,móž,ир
230,Mann::N,môški,ир
231,Frau::N,gospá,хатын
232,Frau::N,žénska,хатын
233,Kind::N,déte,бала
234,Kind::N,otròk,бала
235,Junge::N,fànt,малай
236,Junge::N,déček,малай
237,Mädchen::N,deklè,кыз
238,Mädchen::N,déklica,кыз
239,Familie::N,družína,гаилә
240,Großvater::N,dèd,бабай
241,Großvater::N,dédek,бабай
242,Großmutter::N,bábica,әби
243,Eltern::N,stárši,ата-ана
244,Vater::N,ôče,ата
245,Mutter::N,máma,ана
246,Sohn::N,sín,ул
247,Tochter::N,hčí,кыз
248,Tochter::N,hčérka,кыз
249,Bruder::N,bràt,кардәш
250,Schwester::N,sêstra,апа
251,Schwester::N,sêstra,сеңел
252,Onkel::N,újec,дәдә
253,Onkel::N,újec,дәдәй
254,Onkel::N,stríc,дәдә
255,Onkel::N,stríc,дәдәй
256,Tante::N,têta,түти
257,Tante::N,têta,тәтәй
258,Tante::N,strína,түти
259,Tante::N,strína,тәтәй
260,Ehemann::N,móž,ир
261,Ehemann::N,sopróg,ир
262,Ehefrau::N,žêna,хатын
263,Ehefrau::N,sopróga,хатын
264,Freude::N,rádost,сөенеч
265,Freude::N,vesêlje,сөенеч
266,Gelächter::N,sméh,көлү
267,Gelächter::N,sméh,көлеш
268,Gelächter::N,grohòt,көлү
269,Gelächter::N,grohòt,көлеш
270,Glück::N,sréča,бәхет
271,Kummer::N,gorjé,хәсрәт
272,Wunsch::N,žêlja,теләк
273,Lust::N,poželênje,теләк
274,Lust::N,poželênje,теләү
275,Geist::N,dúša,рух
276,Gedanke::N,mísel,уй
277,Gedanke::N,mísel,фикер
278,Gedächtnis::N,pámet,хәтер
279,Sinn::N,pomèn,мәгънә
280,Sinn::N,smísel,мәгънә
281,Grund::N,vzròk,сәбәп
282,Wahrheit::N,resníca,хак
283,Gespräch::N,pogóvor,әңгәмә
284,Märchen::N,právljica,әкият
285,Erzählung::N,povést,хикәя
286,Nachricht::N,sporočílo,хәбәр
287,Neuigkeit::N,novóst,яңалык
288,Name::N,imé,исем
289,Rätsel::N,ugánka,табышмак
290,Rede::N,góvor,нотык
291,Sprache::N,jêzik,тел
292,Stimme::N,glás,тавыш
293,Wort::N,beséda,сүз
294,Zeichen::N,znák,ишарә
295,Ruf::N,klíc,дәшү
296,Lärm::N,hrúp,шау
297,Lärm::N,trúšč,шау
298,Laut::N,glás,аваз
299,Ton::N,tón,шалтырату
300,Lied::N,pésem,җыр
301,Ruhe::N,pokòj,тынлык
302,Leute::N,ljudjé,халык
303,Volk::N,národ,халык
304,Arbeit::N,délo,эш
305,Arbeit::N,délo,хезмәт
306,Gast::N,gòst,кунак
307,Geschenk::N,darílo,бүләк
308,Spiel::N,ígra,уен
309,Gesellschaft::N,drúžba,җәмгыять
310,Hilfe::N,pomóč,ярдәм
311,Hilfe::N,pomóč,булышлык
312,Freund::N,prijátelj,дус
313,Kamerad::N,továriš,иптәш
314,Angelegenheit::N,zadéva,эш
315,Anzahl::N,števílo,микъдар
316,Art::N,vŕsta,төр
317,Stück::N,kós,кисәк
318,Teil::N,dél,өлеш
319,Hälfte::N,polovíca,ярым
320,Kreis::N,króg,түгәрәк
321,Kreis::N,kolobár,түгәрәк
322,Kreuz::N,kríž,хач
323,Kreuz::N,kríž,тәре
324,Linie::N,próga,сызык
325,Strich::N,čŕta,сызык
326,Abstand::N,preslédek,ара
327,Entfernung::N,oddáljenost,ераклык
328,Gegend::N,kràj,урын
329,Gegend::N,dežêla,урын
330,Platz::N,prôstor,бушлык
331,Ort::N,mésto,урын
332,Seite::N,bòk,як
333,Seite::N,strán,як
334,Mitte::N,sredína,урта
335,Gegenstand::N,prédmet,нәрсә
336,Sache::N,réč,нәрсә
337,Sache::N,stvár,нәрсә
338,Rand::N,kràj,чит
339,Kante::N,rób,кырый
340,Ecke::N,vogál,почмак
341,Spitze::N,óst,оч
342,Ende::N,kônec,азак
343,Loch::N,lúknja,тишек
344,Winkel::N,kót,почмак
345,Muster::N,vzórec,парча
346,Größe::N,veličína,зурлык
347,Länge::N,dolžína,озынлык
348,Höhe::N,vršína,биеклек
349,Gewicht::N,téža,авырлык
350,Menge::N,količína,микъдар
351,Haufen::N,kùp,өем
352,Haufen::N,kopíca,өем
353,Reihe::N,níz,рәт
354,Reihe::N,vŕsta,рәт
355,Boot::N,čóln,каек
356,Boot::N,čóln,көймә
357,Ruder::N,vêslo,ишкәк
358,Schlitten::N,saní,чана
359,Ski::N,smučí,чаңгы
360,Lagerfeuer::N,táborni ôgenj,костёр
361,Last::N,tôvor,йөк
362,Gang::N,hòd,йөреш
363,Schritt::N,korák,адым
364,Norden::N,séver,төньяк
365,Süden::N,júg,көньяк
366,Westen::N,zapàd,көнбатыш
367,Osten::N,vzhòd,шәрык
368,Osten::N,vzhòd,көнчыгыш
369,Holz::N,lés,агач
370,Brett::N,deskà,такта
371,Platte::N,plôča,плитә
372,Stütze::N,opóra,таяу
373,Stütze::N,zaslómba,таяу
374,Stange::N,gréd,колга
375,Stock::N,pálica,таяк
376,Stab::N,pálica,таяк
377,Rohr::N,cév,торба
378,Haus::N,híša,өй
379,Haus::N,híša,йорт
380,Heim::N,dóm,гаилә
381,Heim::N,dóm,нәсел
382,Ofen::N,péč,мич
383,Fußboden::N,pòd,идән
384,Tisch::N,míza,өстәл
385,Stuhl::N,stòl,утыргыч
386,Wiege::N,zíbel,бишек
387,Bett::N,póstelja,ятак
388,Bett::N,póstelja,урын-җир
389,Regal::N,políca,киштә
390,Regal::N,políca,шүрлек
391,Kiste::N,zabòj,әрҗә
392,Fenster::N,ôkno,тәрәзә
393,Tür::N,vráta,ишек
394,Tor::N,velíka vráta,капка
395,Zaun::N,ográja,койма
396,Dach::N,stréha,түбә
397,Leiter::N,léstev,баскыч
398,Besen::N,mêtla,себерке
399,Spaten::N,lopáta,көрәк
400,Schaufel::N,lopáta,көрәк
401,Gabel::N,vílice,чәннечке
402,Löffel::N,žlíca,кашык
403,Messer::N,nòž,пычак
404,Nagel::N,žebèlj,кадак
405,Netz::N,mréža,челтәр
406,Haken::N,kljúka,ыргак
407,Griff::N,ročáj,тотка
408,Griff::N,oprijèm,тотка
409,Schloss::N,ključávnica,йозак
410,Bild::N,slíka,рәсем
411,Bild::N,slíka,картина
412,Figur::N,figúra,сын
413,Figur::N,figúra,фигура
414,Figur::N,postáva,сын
415,Figur::N,postáva,фигура
416,Puppe::N,lútka,курчак
417,Beutel::N,môšnja,луза
418,Bündel::N,cúla,бәйләм
419,Bündel::N,svéženj,бәйләм
420,Tasche::N,tórba,букча
421,Tasche::N,tobôlec,букча
422,Eimer::N,vêdro,чиләк
423,Deckel::N,pokròv,капкач
424,Deckel::N,poklópec,капкач
425,Geschirr::N,posóda,савыт-саба
426,Geschirr::N,posóda,кашык-аяк
427,Sack::N,vréča,капчык
428,Tasse::N,skodélica,чынаяк
429,Topf::N,lônec,чүлмәк
430,Kessel::N,kôtel,казан
431,Essen::N,hrána,ашау
432,Nahrung::N,živílo,азык
433,Nahrung::N,živílo,тәгам
434,Nahrung::N,živílo,ашамлык
435,Speise::N,jéd,ризык
436,Fleisch::N,mesó,ит
437,Getreide::N,žíto,ашлык
438,Brei::N,káša,ботка
439,Brot::N,krùh,ипи
440,Brot::N,krùh,икмәк
441,Scheibe::N,réženj,телем
442,Fett::N,mást,май
443,Fett::N,maščôba,май
444,Butter::N,máslo,май
445,Öl::N,ólje,май
446,Salz::N,sól,тоз
447,Suppe::N,júha,шулпа
448,Honig::N,méd,бал
449,Milch::N,mléko,сөт
450,Tee::N,čáj,чәй
451,Leder::N,úsnje,күн
452,Wolle::N,vólna,йон
453,Stoff::N,blagó,тукыма
454,Nadel::N,ígla,энә
455,Faden::N,nít,җеп
456,Knopf::N,gúmb,төймә
457,Knoten::N,vôzel,төен
458,Farbe::N,bárva,буяу
459,Kleidung::N,obléka,кием
460,Hemd::N,srájca,күлмәк
461,Kragen::N,ovrátnik,яка
462,Ärmel::N,rokáv,җиң
463,Hose::N,hláče,чалбар
464,Gürtel::N,pás,билбау
465,Mütze::N,kápa,бүрек
466,Mütze::N,čépica,бүрек
467,Schuh::N,čévelj,башмак
468,Stiefel::N,škórenj,итек
469,Ring::N,pŕstan,балдак
470,Band::N,trák,тасма
471,Kamm::N,glavník,тарак
472,Spiegel::N,zrcálo,көзге
473,Spiegel::N,ogledálo,көзге
474,Riemen::N,jêrmen,каеш
475,Schnur::N,vŕvca,бау
476,Leine::N,konôpec,тезген
477,Decke::N,odéja,юрган
478,Kissen::N,blazína,мендәр
479,Tuch::N,pŕt,яулык
480,Tuch::N,rúta,яулык
481,Handtuch::N,brisáča,сөлгә
482,Kraft::N,síla,егәр
483,Kraft::N,síla,дәрман
484,Stärke::N,jákost,көч
485,Stärke::N,jákost,дәрман
486,Gesundheit::N,zdrávje,саулык
487,Krankheit::N,bolézen,чир
488,Krankheit::N,bolézen,хаста
489,Krankheit::N,bolézen,сырхау
490,Schmerz::N,ból,авырту
491,Schmerz::N,bolečína,авырту
492,Wunde::N,rána,яра
493,Wunde::N,rána,җәрәхәт
494,Fieber::N,vročína,бизгәк
495,Arznei::N,lék,дару
496,Arznei::N,zdravílo,дару
497,Brücke::N,móst,күпер
498,Brunnen::N,vodnják,кое
499,Weide::N,páša,утлавык
500,Pfad::N,stezà,сукмак
501,Weg::N,pót,юл
502,Straße::N,césta,урам
503,Dorf::N,vás,авыл
504,Stadt::N,mésto,шәһәр
505,Brief::N,písmo,хат
506,Buch::N,knjíga,китап
507,Buchstabe::N,čŕka,хәреф
508,Zeitung::N,čásnik,газет
509,Zeitung::N,čásnik,газета
510,Leben::N,življênje,гомер
511,Leben::N,življênje,тормыш
512,Leben::N,življênje,тереклек
513,Tod::N,smŕt,үлем
514,Grab::N,gròb,гүр
515,Grab::N,gròb,кабер
516,Kirche::N,cérkev,чиркәү
517,Sünde::N,gréh,язык
518,Sünde::N,gréh,гөнаһ
519,Gott::N,bóg,алла
520,Gott::N,bóg,ходай
521,Arbeiter::N,délavec,эшче
522,Chef::N,šéf,башлык
523,Meister::N,mójster,оста
524,Arzt::N,zdravník,врач
525,Arzt::N,zdravník,табиб
526,Lehrer::N,učítelj,укытучы
527,Lehrer::N,učítelj,мөгаллим
528,Geld::N,denár,акча
529,Geschäft::N,kupčíja,эш
530,Laden::N,trgovína,кибет
531,Laden::N,trgovína,магазин
532,Preis::N,céna,бәя
533,Preis::N,céna,бәһа
534,Ware::N,róba,товар
535,Nutzen::N,príd,файда
536,Reichtum::N,bogástvo,байлык
537,Welt::N,svét,дөнья
538,Land::N,dežêla,ил
539,Staat::N,držáva,дәүләт
540,König::N,králj,патша
541,Macht::N,oblást,хакимият
542,Grenze::N,mêja,чик
543,Krieg::N,vôjna,сугыш
544,Feind::N,sovrážnik,дошман
545,Gewalt::N,nasílje,көчләү
546,Kampf::N,bòj,көрәш
547,Kampf::N,bórba,көрәш
548,Bogen[Waffe]::N,lók,җәя
549,Pfeil::N,puščíca,ук
550,Gewehr::N,púška,мылтык
551,Fehler::N,zmóta,хата
552,Lüge::N,láž,ялган
553,Schaden::N,okvára,зыян
554,Schaden::N,okvára,зарар
555,Unglück::N,nesréča,бәла
556,Schuld::N,krívda,гаеп
557,Alter::N,dôba,яшь
558,Schluss::N,kônec,ахыр
559,Zeit::N,čàs,заман
560,Tag::N,dán,көн
561,Morgen::N,jútro,иртә
562,Mittag::N,póldan,өйлә
563,Abend::N,večér,кич
564,Nacht::N,nóč,төн
565,Woche::N,téden,атна
566,Monat::N,mésec,ай
567,Jahr::N,léto,ел
568,Frühling::N,pomlád,яз
569,Sommer::N,polétje,җәй
570,Herbst::N,jesén,көз
571,Winter::N,zíma,кыш
572,Januar::N,jánuar,гыйнвар
573,Februar::N,fébruar,февраль
574,März::N,márec,март
575,April::N,apríl,апрель
576,Mai::N,máj,май
577,Juni::N,júnij,июнь
578,Juli::N,júlij,июль
579,August::N,avgúst,август
580,September::N,septêmber,сентябрь
581,Oktober::N,október,октябрь
582,November::N,novêmber,ноябрь
583,Dezember::N,decémber,декабрь
584,Montag::N,ponedéljek,дүшәмбе
585,Dienstag::N,tôrek,сишәмбе
586,Mittwoch::N,sréda,чәршәмбе
587,Donnerstag::N,četŕtek,атнакич
588,Donnerstag::N,četŕtek,пәнҗешәмбе
589,Freitag::N,pétek,җомга
590,Samstag::N,sobóta,шимбә
591,Sonntag::N,nedélja,якшәмбе
592,groß::A,vêlik,зур
593,klein::A,májhen,кечкенә
594,lang::A,dólg,озын
595,kurz::A,krátek,кыска
596,breit::A,širòk,киң
597,schmal::A,ózek,кысык
598,dicht::A,góst,куе
599,dick[Gegenstand]::A,dêbel,калын
600,dünn::A,tánek,нечкә
601,fein::A,drôben,нәзакәтле
602,fest::A,tŕden,нык
603,flach::A,plán,яссы
604,flach::A,plán,ялпак
605,flach::A,plòsk,яссы
606,flach::A,plòsk,ялпак
607,glatt::A,gládek,шома
608,hart::A,tŕd,каты
609,weich::A,mehák,йомшак
610,rund::A,okrógel,түгәрәк
611,spitz::A,šílast,очлы
612,scharf::A,óster,үткен
613,stumpf::A,tóp,үтмәс
614,stumpf::A,skŕhan,үтмәс
615,schwer::A,têžek,салмак
616,schön::A,lép,гүзәл
617,schön::A,krásen,гүзәл
618,heiß::A,vròč,эссе
619,warm::A,tôpel,җылы
620,kalt::A,mŕzel,суык
621,kalt::A,mŕzel,салкын
622,kalt::A,hláden,суык
623,kalt::A,hláden,салкын
624,kühl::A,hláden,салкынча
625,frisch::A,svéž,салкынча
626,feucht::A,vlážen,юеш
627,nass::A,móker,дымлы
628,trocken::A,súh,коры
629,voll::A,póln,тулы
630,leer::A,prázen,буш
631,offen::A,odpŕt,ачык
632,geschlossen::A,zapŕt,йомык
633,sauber::A,číst,пакь
634,sauber::A,číst,чиста
635,sauber::A,líčen,пакь
636,sauber::A,líčen,чиста
637,schmutzig::A,umázan,керле
638,schmutzig::A,umázan,пычрак
639,roh::A,suròv,чи
640,reif::A,zrèl,өлгергән
641,lecker::A,okúsen,тәмле
642,süß::A,sládek,татлы
643,bitter::A,grenák,ачы
644,sauer::A,kísel,әче
645,hell::A,svetèl,якты
646,dunkel::A,temèn,кара
647,schwarz::A,čŕn,кара
648,weiß::A,bél,ак
649,rot::A,rdèč,кызыл
650,gelb::A,žólt,сары
651,gelb::A,rumèn,сары
652,blau::A,móder,күк
653,grün::A,zelèn,яшел
654,grau::A,sív,соры
655,bunt::A,písan,чуар
656,billig::A,pocéni,арзан
657,teuer::A,drág,хаклы
658,wertvoll::A,dragocén,кыйммәтле
659,blind::A,slép,сукыр
660,blind::A,slép,күзсез
661,taub::A,glúh,чукрак
662,taub::A,glúh,саңгырау
663,kräftig::A,močán,егәрле
664,stark::A,ják,нык
665,stark::A,ják,базык
666,schwach::A,šíbek,зәгыйфь
667,fett::A,dêbel,симез
668,schlank::A,vítek,нәзек
669,hübsch::A,lép,чибәр
670,böse::A,zèl,усал
671,böse::A,hudôben,усал
672,dumm::A,glúp,акылсыз
673,dumm::A,bédast,акылсыз
674,faul::A,lén,ялкау
675,faul::A,lén,иренчәк
676,fleißig::A,marljív,тырыш
677,fleißig::A,marljív,тырышучан
678,geizig::A,škŕt,саран
679,klug::A,pámeten,акыллы
680,geschickt::A,spréten,маһир
681,lieb::A,míl,сөекле
682,lieb::A,ljúb,сөекле
683,lustig::A,vesél,күңелле
684,sanft::A,láhek,басынкы
685,hungrig::A,láčen,ач
686,krank::A,bolán,чирле
687,krank::A,bolán,сырхау
688,nackt::A,nág,шәрә
689,traurig::A,túžen,ямансу
690,lebendig::A,žív,тере
691,gut::A,dóber,яхшы
692,schlecht::A,malopríden,начар
693,richtig::A,pravílen,дөрес
694,schlimm::A,húd,әшәкә
695,wahr::A,resníčen,чып-чын
696,alt::A,stàr,иске
697,neu::A,nòv,яңа
698,ehemalig::A,nekdánji,элекке
699,alt[Lebewesen]::A,stàr,карт
700,jung::A,mlád,яшь
701,arm::A,ubóg,фәкыйрь
702,arm::A,réven,фәкыйрь
703,reich::A,bogàt,бай
704,bekannt::A,znán,таныш
705,berühmt::A,sláven,атаклы
706,berühmt::A,znamenít,атаклы
707,fremd::A,túj,ят
708,verschieden::A,razlíčen,төрле
709,nah::A,blížnji,якын
710,fern::A,dáleč,ерак
711,linker::A,lévi,сул
712,rechter::A,désni,уң
713,anderer::A,drúgi,бүтән
714,erster::A,pŕvi,беренче
715,zweiter::A,drúgi,икенче
716,dritter::A,trétji,өченче
717,letzter::A,poslédnji,ахыргы
718,allein::ADV,sám,ялгыз
719,auf einmal::ADV,obênem,бердән
720,zusammen::ADV,skúpaj,бергә
721,lange::ADV,dólgo,озак
722,plötzlich::ADV,náglo,искәрмәстән
723,plötzlich::ADV,nenádoma,искәрмәстән
724,sofort::ADV,prècej,хәзер
725,später::ADV,poznêje,соңрак
726,jetzt::ADV,zdàj,хәзер
727,heute::ADV,dánes,бүген
728,morgen::ADV,jútri,иртәгә
729,bald::ADV,kmálu,тиздән
730,dann::ADV,nató,аннары
731,gestern::ADV,včéraj,кичә
732,einst::ADV,nékdaj,берчак
733,damals::ADV,tedàj,ул вакытта
734,damals::ADV,tedàj,ул чакта
735,damals::ADV,takràt,ул вакытта
736,damals::ADV,takràt,ул чакта
737,danach::ADV,potèm,да
738,vorher::ADV,poprèj,элек
739,zuerst::ADV,spŕva,башта
740,einmal::ADV,ênkrat,бер
741,einmal::ADV,ênkrat,бер мәртәбә
742,manchmal::ADV,včásih,кайчакта
743,oft::ADV,pogósto,еш
744,immer::ADV,védno,һәркайчан
745,immer::ADV,zméraj,һәркайчан
746,niemals::ADV,nikdàr,hичбер вакыт
747,hier::ADV,tù,монда
748,hier::ADV,tù,биредә
749,hier::ADV,túkaj,монда
750,hier::ADV,túkaj,биредә
751,hierhin::ADV,sèmkaj,монда
752,von hier::ADV,od tú,моннан
753,dort::ADV,tàm,анда
754,dorthin::ADV,tjà,тегеләй
755,geradeaus::ADV,rávno napréj,турыдан-туры
756,vorwärts::ADV,napréj,алга
757,rückwärts::ADV,zádaj,кире
758,zurück::ADV,nazáj,кире
759,unten::ADV,dôli,түбәндә
760,unten::ADV,spôdaj,түбәндә
761,hinab::ADV,dôl,аска
762,oben::ADV,gôri,өстә
763,oben::ADV,gôri,югарыда
764,oben::ADV,zgôraj,өстә
765,oben::ADV,zgôraj,югарыда
766,hinauf::ADV,gôr,өскә
767,überall::ADV,povsód,hәркайда
768,nicht::ADV,ne,түгел
769,ein wenig::ADV,málo,бераз
770,kaum::ADV,kómaj,көчкә
771,sehr::ADV,zeló,бик
772,so::ADV,takó,алай
773,noch::ADV,še,янә
774,noch::ADV,še,тагын
775,nur::ADV,samó,фәкать
776,schon::ADV,žè,инде
777,wieder::ADV,spét,янә
778,wieder::ADV,spét,тагын
779,vergebens::ADV,zamàn,юкка
780,vergebens::ADV,zastónj,юкка
781,vor::PRP,pred,алдыннан
782,hinter::PRP,za,арттан
783,unter::PRP,pod,астында
784,durch::PRP,skózi,аша
785,neben::PRP,kràj,тирәсендә
786,neben::PRP,póleg,тирәсендә
787,zwischen::PRP,med,арасында
788,zwischen::PRP,izmed,арасында
789,wegen::PRP,zarádi,сәбәпле
790,dies::PRN,tó,бу
791,das::PRN,tó,ул
792,alles::PRN,vsè,һәммә
793,ich::PRN,jàz,мин
794,du::PRN,tí,син
795,er::PRN,òn,ул
796,wir::PRN,mí,без
797,ihr::PRN,ví,сез
798,sie::PRN,ôni,ул
799,was::FPRN,káj,ни
800,was::FPRN,káj,нәрсә
801,wer::FPRN,kdó,кем
802,wo::FADV,kjé,кайда
803,wohin::FADV,kám,кая
804,wie::FADV,kakó,ничек
805,warum::FADV,zakáj,нигә
806,wieviel::FNUM,kóliko,ничә
807,eins::NUM,êden,бер
808,zwei::NUM,dvá,ике
809,drei::NUM,trí,өч
