,Concept_ID,ka,ro
194,Fuchs::N,მელა,vulpe
195,Hase::N,კურდღელი,iepure
196,Maus::N,თაგვი,șoarece
197,Wolf::N,მგელი,lup
198,Vogel::N,ჩიტი,pasăre
199,Vogel::N,ფრინველი,pasăre
200,Schwarm::N,გუნდი,cârd
201,Huhn::N,დედალი,găină
202,Hahn::N,მამალი,cocoș
203,Gans::N,ბატი,gâscă
204,Adler::N,არწივი,vultur
205,Ente::N,იხვი,rață
206,Eule::N,ბუ,bufniță
207,Kranich::N,წერო,cocor
208,Krähe::N,ყვავი,cioară
209,Kuckuck::N,გუგული,cuc
210,Schwan::N,გედი,lebădă
211,Fisch::N,თევზი,pește
212,Barsch::N,ქორჭილა,biban
213,Hecht::N,ქარიყლაპია,știucă
214,Schlange[Tier]::N,გველი,șarpe
215,Wurm::N,ჭია,vierme
216,Spinne::N,ობობა,păianjen
217,Ameise::N,ჭიანჭველა,furnică
218,Laus::N,ტილი,păduche
219,Laus::N,მკბენარი,păduche
220,Mücke::N,კოღო,țânțar
221,Fliege::N,ბუზი,muscă
222,Schmetterling::N,პეპელა,fluture
223,Beere::N,კენკრა,boabă
224,Apfel::N,ვაშლი,măr
225,Pilz::N,სოკო,burete
226,Pilz::N,სოკო,ciupercă
227,Zwiebel::N,ხახვი,ceapă
228,Saat::N,თესლი,semănătură
229,Korn::N,მარცვალი,grâu
230,Heu::N,თივა,fân
231,Schale::N,ჩენჩო,coajă
232,Grube::N,ორმო,groapă
233,Falle::N,ხაფანგი,cursă
234,Falle::N,ხაფანგი,capcană
235,Schlinge::N,მახე,laț
236,Spur::N,კვალი,dâră
237,Asche::N,ფერფლი,cenușă
238,Dreck::N,ტალახი,noroi
239,Dreck::N,ტალახი,murdărie
240,Dreck::N,სიბინძურე,noroi
241,Dreck::N,სიბინძურე,murdărie
242,Eisen::N,რკინა,fier
243,Gold::N,ოქრო,aur
244,Silber::N,ვერცხლი,argint
245,Kohle::N,ნახშირი,cărbune
246,Glas::N,მინა,sticlă
247,Lehm::N,თიხა,lut
248,Lehm::N,თიხა,humă
249,Sand::N,ქვიშა,nisip
250,Mensch::N,ადამიანი,om
251,Mensch::N,ადამიანი,persoană
252,Mann::N,კაცი,om
253,Mann::N,კაცი,bărbat
254,Frau::N,ქალი,femeie
255,Kind::N,ბავშვი,copil
256,Junge::N,ვაჟი,băiat
257,Junge::N,ვაჟი,flăcău
258,Mädchen::N,გოგო,fată
259,Familie::N,ოჯახი,familie
260,Großvater::N,პაპა,bunic
261,Großvater::N,პაპა,tată mare
262,Großvater::N,ბაბუა,bunic
263,Großvater::N,ბაბუა,tată mare
264,Großmutter::N,ბებია,bunică
265,Großmutter::N,ბებია,mamă mare
266,Großmutter::N,დიდედა,bunică
267,Großmutter::N,დიდედა,mamă mare
268,Eltern::N,მშობლები,părinți
269,Vater::N,მამა,tată
270,Vater::N,მამა,părinte
271,Mutter::N,დედა,mamă
272,Sohn::N,ვაჟიშვილი,fiu
273,Sohn::N,ვაჟიშვილი,fecior
274,Tochter::N,ქალიშვილი,fiică
275,Bruder::N,ძმა,frate
276,Schwester::N,და,soră
277,Onkel::N,ბიძა,unchi
278,Tante::N,დეიდა,mătușă
279,Tante::N,მამიდა,mătușă
280,Ehemann::N,ქმარი,soț
281,Ehemann::N,ქმარი,bărbat
282,Ehefrau::N,ცოლი,soție
283,Freude::N,სიხარული,bucurie
284,Gelächter::N,სიცილი,râset
285,Glück::N,ბედნიერება,fericire
286,Kummer::N,მწუხარება,mâhnire
287,Wunsch::N,წადილი,dorință
288,Wunsch::N,წადილი,deziderat
289,Wunsch::N,სურვილი,dorință
290,Wunsch::N,სურვილი,deziderat
291,Lust::N,წადილი,poftă
292,Lust::N,წადილი,înclinare
293,Geist::N,სული,duh
294,Geist::N,სული,minte
295,Geist::N,სული,suflet
296,Gedanke::N,ფიქრი,gând
297,Gedanke::N,ფიქრი,cuget
298,Gedächtnis::N,მეხსიერება,memorie
299,Verstand::N,ჭკუა,minte
300,Verstand::N,ჭკუა,intelect
301,Verstand::N,გონება,minte
302,Verstand::N,გონება,intelect
303,Sinn::N,მნიშვნელობა,sens
304,Sinn::N,მნიშვნელობა,înțeles
305,Grund::N,მიზეზი,cauză
306,Grund::N,მიზეზი,pricină
307,Wahrheit::N,სიმართლე,adevăr
308,Wahrheit::N,ჭეშმარიტება,adevăr
309,Gespräch::N,ბაასი,convorbire
310,Gespräch::N,ბაასი,conversație
311,Gespräch::N,საუბარი,convorbire
312,Gespräch::N,საუბარი,conversație
313,Märchen::N,არაკი,basm
314,Märchen::N,არაკი,poveste
315,Märchen::N,ზღაპარი,basm
316,Märchen::N,ზღაპარი,poveste
317,Erzählung::N,თქმულება,poveste
318,Nachricht::N,ცნობა,veste
319,Nachricht::N,ამბავი,veste
320,Neuigkeit::N,სიახლე,noutate
321,Neuigkeit::N,სიახლე,actualitate
322,Name::N,სახელი,nume
323,Rätsel::N,გამოცანა,ghicitoare
324,Rede::N,სიტყვა,discurs
325,Sprache::N,ენა,limbă
326,Sprache::N,ენა,limbaj
327,Stimme::N,ხმა,glas
328,Wort::N,სიტყვა,cuvânt
329,Zeichen::N,ნიშანი,semn
330,Zeichen::N,ნიშანი,semnal
331,Ruf::N,ძახილი,chemare
332,Lärm::N,ხმაური,zgomot
333,Lärm::N,ხმაური,tărăboi
334,Laut::N,ხმა,sunet
335,Laut::N,ბგერა,sunet
336,Ton::N,ტონი,ton
337,Lied::N,სიმღერა,cântec
338,Ruhe::N,სიწყნარე,odihnă
339,Ruhe::N,სიწყნარე,liniște
340,Leute::N,ადამიანები,lume
341,Leute::N,ადამიანები,oameni
342,Volk::N,ერი,popor
343,Volk::N,ერი,națiune
344,Volk::N,ხალხი,popor
345,Volk::N,ხალხი,națiune
346,Arbeit::N,მუშაობა,lucru
347,Gast::N,სტუმარი,musafir
348,Geschenk::N,საჩუქარი,dar
349,Geschenk::N,საჩუქარი,cadou
350,Spiel::N,თამაში,joc
351,Gesellschaft::N,საზოგადოება,societate
352,Hilfe::N,შველა,ajutor
353,Hilfe::N,დახმარება,ajutor
354,Freund::N,მეგობარი,amic
355,Freund::N,მეგობარი,prieten
356,Kamerad::N,ამხანაგი,tovarăș
357,Angelegenheit::N,საქმე,afacere
358,Anzahl::N,ოდენობა,număr
359,Anzahl::N,ოდენობა,cantitate
360,Art::N,სახეობა,fel
361,Art::N,სახეობა,specie
362,Stück::N,ნატეხი,bucată
363,Teil::N,წილი,parte
364,Teil::N,წილი,porție
365,Hälfte::N,ნახევარი,jumătate
366,Kreis::N,წრე,cerc
367,Kreuz::N,ჯვარი,cruce
368,Linie::N,ხაზი,linie
369,Strich::N,შტრიხი,linie
370,Strich::N,შტრიხი,trăsătură
371,Abstand::N,მანძილი,distanță
372,Abstand::N,მანძილი,depărtare
373,Entfernung::N,სიშორე,distanță
374,Entfernung::N,სიშორე,depărtare
375,Gegend::N,არე,regiune
376,Gegend::N,მხარე,regiune
377,Platz::N,ფართობი,loc
378,Ort::N,ადგილი,loc
379,Seite::N,მხარე,latură
380,Mitte::N,შუა,centru
381,Gegenstand::N,საგანი,obiect
382,Sache::N,ნივთი,lucru
383,Sache::N,ნივთი,chestie
384,Rand::N,კიდე,bordură
385,Kante::N,ნაწიბული,muchie
386,Kante::N,ნაწიბული,bordură
387,Ecke::N,კუთხე,colț
388,Spitze::N,წვეტი,vârf
389,Spitze::N,წვეტი,creștet
390,Ende::N,ბოლო,capăt
391,Loch::N,ხვრელი,gaură
392,Winkel::N,კუთხე,colț
393,Muster::N,მოხატულობა,desen
394,Größe::N,ზომა,mărime
395,Größe::N,სიდიდე,mărime
396,Länge::N,სიგრძე,lungime
397,Höhe::N,სიმაღლე,înălțime
398,Gewicht::N,წონა,greutate
399,Menge::N,რაოდენობა,cantitate
400,Haufen::N,გროვა,grămadă
401,Reihe::N,რიგი,șir
402,Reihe::N,რიგი,rând
403,Reihe::N,წყება,șir
404,Reihe::N,წყება,rând
405,Boot::N,გემი,barcă
406,Boot::N,გემი,luntre
407,Ruder::N,ხოფი,vâslă
408,Ruder::N,ხოფი,lopată
409,Ruder::N,ნიჩაბი,vâslă
410,Ruder::N,ნიჩაბი,lopată
411,Schlitten::N,მარხილი,sanie
412,Ski::N,თხილამური,schi
413,Lagerfeuer::N,კოცონი,foc de tabără
414,Last::N,ტვირთი,povară
415,Last::N,ტვირთი,sarcină
416,Gang::N,სვლა,mers
417,Gang::N,სვლა,umblet
418,Schritt::N,ბიჯი,pas
419,Norden::N,ჩრდილოეთი,nord
420,Norden::N,ჩრდილოეთი,miazănoapte
421,Süden::N,სამხრეთი,sud
422,Süden::N,სამხრეთი,miazăzi
423,Westen::N,დასავლეთი,apus
424,Osten::N,აღმოსავლეთი,est
425,Osten::N,აღმოსავლეთი,răsărit
426,Holz::N,ხე,lemn
427,Brett::N,დაფა,scândură
428,Brett::N,ფიცარი,scândură
429,Platte::N,თლილი ქვა,placă
430,Stütze::N,საყრდენი,proptea
431,Stange::N,ჭოკი,bară
432,Stange::N,ჭოკი,prăjină
433,Stock::N,კეტი,băț
434,Stock::N,კეტი,baston
435,Stab::N,ლატანი,baston
436,Stab::N,ლატანი,prăjină
437,Rohr::N,მილაკი,tub
438,Rohr::N,მილაკი,țeavă
439,Haus::N,სახლი,casă
440,Heim::N,ოჯახის კერა,casă
441,Heim::N,ოჯახის კერა,cămin
442,Ofen::N,ღუმელი,sobă
443,Fußboden::N,იატაკი,podea
444,Fußboden::N,იატაკი,dușumea
445,Tisch::N,სუფრა,masă
446,Tisch::N,მაგიდა,masă
447,Stuhl::N,სკამი,scaun
448,Wiege::N,აკვანი,leagăn
449,Bett::N,საწოლი,pat
450,Bett::N,სარეცელი,pat
451,Regal::N,თაროები,rafturi
452,Kiste::N,ყუთი,ladă
453,Kiste::N,ყუთი,cutie
454,Kiste::N,სკივრი,ladă
455,Kiste::N,სკივრი,cutie
456,Fenster::N,ფანჯარა,fereastră
457,Fenster::N,სარკმელი,fereastră
458,Tür::N,ბჭე,ușă
459,Tür::N,კარი,ușă
460,Tor::N,ჭიშკარი,poartă
461,Zaun::N,ღობე,gard
462,Zaun::N,გალავანი,gard
463,Dach::N,სახურავი,acoperiș
464,Leiter::N,კიბე,scară
465,Besen::N,ცოცხი,mătură
466,Spaten::N,ნიჩაბი,cazma
467,Spaten::N,ნიჩაბი,hârleț
468,Schaufel::N,ბარი,lopată
469,Gabel::N,ჩანგალი,furculiță
470,Löffel::N,კოვზი,lingură
471,Messer::N,დანა,cuțit
472,Nagel::N,ლურსმანი,cui
473,Netz::N,ბადე,plasă
474,Haken::N,კავი,cârlig
475,Haken::N,კაუჭი,cârlig
476,Griff::N,ტარი,mâner
477,Schloss::N,კლიტე,lacăt
478,Schloss::N,საკეტი,lacăt
479,Bild::N,სურათი,tablou
480,Bild::N,სურათი,imagine
481,Figur::N,ფიგურა,chip
482,Figur::N,ფიგურა,figură
483,Puppe::N,თოჯინა,păpușă
484,Beutel::N,პარკი,pungă
485,Beutel::N,პარკი,săculeț
486,Bündel::N,გალა,mănunchi
487,Bündel::N,ასხმა,mănunchi
488,Tasche::N,ჩანთა,geantă
489,Eimer::N,ჩამჩა,găleată
490,Deckel::N,ხუფი,capac
491,Deckel::N,სარქველი,capac
492,Geschirr::N,ჭურჭელი,vase
493,Geschirr::N,ჭურჭელი,tacâmuri
494,Sack::N,ტომარა,sac
495,Tasse::N,ფინჯანი,ceașcă
496,Topf::N,ქოთანი,oală
497,Kessel::N,ქვაბი,cazan
498,Kessel::N,ქვაბი,căldare
499,Essen::N,ჭამა,mâncare
500,Nahrung::N,საზრდო,hrană
501,Nahrung::N,საზრდო,aliment
502,Nahrung::N,საკვები,hrană
503,Nahrung::N,საკვები,aliment
504,Speise::N,საჭმელი,bucate
505,Speise::N,საჭმელი,fel de bucate
506,Fleisch::N,ხორცი,carne
507,Getreide::N,მარცვლოვანი,cereale
508,Brei::N,ფაფა,pireu
509,Brot::N,პური,pâine
510,Scheibe::N,ნაჭერი,felie
511,Scheibe::N,ნაჭერი,bucată
512,Fett::N,ქონი,untură
513,Fett::N,ქონი,grăsime
514,Fett::N,ცხიმი,untură
515,Fett::N,ცხიმი,grăsime
516,Butter::N,კარაქი,unt
517,Öl::N,ზეთი,ulei
518,Salz::N,მარილი,sare
519,Suppe::N,სუფი,supă
520,Suppe::N,სუფი,ciorbă
521,Honig::N,თაფლი,miere
522,Milch::N,რძე,lapte
523,Tee::N,ჩაი,ceai
524,Leder::N,ტყავი,piele
525,Wolle::N,მატყლი,lână
526,Stoff::N,ქსოვილი,stofă
527,Nadel::N,ნემსი,ac
528,Faden::N,ძაფი,ață
529,Faden::N,მკედი,ață
530,Knopf::N,ღილი,buton
531,Knoten::N,ნასკვი,nod
532,Farbe::N,საღებავი,vopsea
533,Kleidung::N,ტანსაცმელი,haine
534,Kleidung::N,ტანსაცმელი,îmbrăcăminte
535,Hemd::N,ხალათი,cămașă
536,Hemd::N,პერანგი,cămașă
537,Kragen::N,საყელო,guler
538,Ärmel::N,სახელო,mânecă
539,Hose::N,შარვალი,pantaloni
540,Gürtel::N,ქამარი,cordon
541,Mütze::N,ქუდი,șapcă
542,Schuh::N,ფეხსაცმელი,gheată
543,Stiefel::N,ჩექმა,cizmă
544,Ring::N,ბეჭედი,inel
545,Ring::N,ბეჭედი,verigă
546,Band::N,ბაფთი,panglică
547,Band::N,ბაფთი,șiret
548,Kamm::N,სავარცხელი,pieptene
549,Spiegel::N,სარკე,oglindă
550,Riemen::N,ღვედი,curea
551,Schnur::N,ლარი,funie
552,Schnur::N,ლარი,sfoară
553,Leine::N,ჯაჭვი,lesă
554,Leine::N,ჯაჭვი,curea
555,Decke::N,საბანი,pătură
556,Kissen::N,ბალიში,pernă
557,Tuch::N,მაუდი,batic
558,Tuch::N,თავშალი,batic
559,Handtuch::N,ხელსახოცი,prosop
560,Handtuch::N,ხელსახოცი,ștergar
561,Kraft::N,ძალა,forță
562,Kraft::N,ძალა,putere
563,Stärke::N,ღონე,tărie
564,Stärke::N,ღონე,vigoare
565,Gesundheit::N,ჯანმრთელობა,sănătate
566,Krankheit::N,სენი,boală
567,Krankheit::N,სენი,maladie
568,Krankheit::N,ავადმყოფობა,boală
569,Krankheit::N,ავადმყოფობა,maladie
570,Schmerz::N,ტკივილი,durere
571,Wunde::N,იარი,rană
572,Wunde::N,ჭრილობა,rană
573,Fieber::N,ციება,febră
574,Arznei::N,წამალი,leac
575,Arznei::N,წამალი,medicament
576,Brücke::N,ხიდი,pod
577,Brücke::N,ხიდი,punte
578,Brunnen::N,ჭა,puț
579,Weide::N,საძოვარი,izlaz
580,Weide::N,საძოვარი,pășune
581,Pfad::N,ბილიკი,cărare
582,Weg::N,გზა,drum
583,Straße::N,შარაგზა,cale
584,Straße::N,შარაგზა,stradă
585,Dorf::N,დაბა,sat
586,Dorf::N,სოფელი,sat
587,Stadt::N,ქალაქი,oraș
588,Brief::N,წერილი,scrisoare
589,Buch::N,წიგნი,carte
590,Buchstabe::N,ასო,literă
591,Buchstabe::N,ასო,caracter
592,Zeitung::N,გაზეთი,ziar
593,Zeitung::N,გაზეთი,gazetă
594,Leben::N,სიცოცხლე,viață
595,Tod::N,სიკვდილი,moarte
596,Grab::N,სამარე,groapă
597,Grab::N,სამარე,mormânt
598,Grab::N,საფლავი,groapă
599,Grab::N,საფლავი,mormânt
600,Kirche::N,ეკლესია,biserică
601,Sünde::N,ცოდვა,păcat
602,Gott::N,ღმერთი,zeu
603,Arbeiter::N,მუშა,muncitor
604,Chef::N,გამგე,șef
605,Meister::N,ოსტატი,meșter
606,Meister::N,ოსტატი,maestru
607,Arzt::N,ექიმი,medic
608,Arzt::N,ექიმი,doctor
609,Arzt::N,მკურნალი,medic
610,Arzt::N,მკურნალი,doctor
611,Lehrer::N,მასწავლებელი,profesor
612,Lehrer::N,მასწავლებელი,învățător
613,Geld::N,ფული,bani
614,Geld::N,ფული,parale
615,Geschäft::N,საქმე,treabă
616,Geschäft::N,საქმე,afacere
617,Geschäft::N,ბიზნესი,treabă
618,Geschäft::N,ბიზნესი,afacere
619,Laden::N,დუქანი,magazin
620,Laden::N,დუქანი,prăvălie
621,Laden::N,მაღაზია,magazin
622,Laden::N,მაღაზია,prăvălie
623,Preis::N,ფასი,preț
624,Ware::N,საქონელი,marfă
625,Nutzen::N,ხეირი,folos
626,Nutzen::N,ხეირი,profit
627,Reichtum::N,სიმდიდრე,avuție
628,Reichtum::N,სიმდიდრე,bogăție
629,Welt::N,მსოფლიო,lume
630,Land::N,მხარე,țară
631,Land::N,ქვეყანა,țară
632,Staat::N,სახელმწიფო,stat
633,König::N,მეფე,rege
634,Macht::N,ძლიერება,putere
635,Macht::N,ძლიერება,putință
636,Grenze::N,ზღვარი,hotar
637,Grenze::N,ზღვარი,graniță
638,Grenze::N,ზღვარი,frontieră
639,Krieg::N,ომი,război
640,Feind::N,მტერი,dușman
641,Gewalt::N,სისასტიკე,violență
642,Kampf::N,ბრძოლა,luptă
643,Bogen[Waffe]::N,მშვილდი,arc
644,Pfeil::N,ისარი,săgeată
645,Pfeil::N,მახვილი,săgeată
646,Gewehr::N,თოფი,armă
647,Gewehr::N,თოფი,pușcă
648,Gewehr::N,შაშხანა,armă
649,Gewehr::N,შაშხანა,pușcă
650,Fehler::N,შეცდომა,eroare
651,Fehler::N,შეცდომა,greșeală
652,Lüge::N,სიცრუე,minciună
653,Schaden::N,ვნება,daună
654,Schaden::N,ვნება,pagubă
655,Unglück::N,ხიფათი,nenorocire
656,Unglück::N,უბედურება,nenorocire
657,Schuld::N,ბრალი,vină
658,Alter::N,ასაკი,etate
659,Alter::N,ასაკი,vârstă
660,Schluss::N,ბოლო,sfârșit
661,Schluss::N,დასასრული,sfârșit
662,Zeit::N,დრო,timp
663,Zeit::N,დრო,vreme
664,Tag::N,დღე,zi
665,Morgen::N,დილა,dimineață
666,Mittag::N,შუადღე,prânz
667,Mittag::N,შუადღე,amiază
668,Abend::N,საღამო,seară
669,Nacht::N,ღამე,noapte
670,Woche::N,კვირა,săptămână
671,Monat::N,თვე,lună
672,Jahr::N,წელი,an
673,Frühling::N,გაზაფხული,primăvară
674,Sommer::N,ზაფხული,vară
675,Herbst::N,შემოდგომა,toamnă
676,Winter::N,ზამთარი,iarnă
677,Januar::N,იანვარი,ianuarie
678,Februar::N,თებერვალი,februarie
679,März::N,მარტი,martie
680,April::N,აპრილი,aprilie
681,Mai::N,მაისი,mai
682,Juni::N,ივნისი,iunie
683,Juli::N,ივლისი,iulie
684,August::N,აგვისტო,august
685,September::N,სექტემბერი,septembrie
686,Oktober::N,ოქტომბერი,octombrie
687,November::N,ნოემბერი,noiembrie
688,Dezember::N,დეკემბერი,decembrie
689,Montag::N,ორშაბათი,luni
690,Dienstag::N,სამშაბათი,marți
691,Mittwoch::N,ოთხშაბათი,miercuri
692,Donnerstag::N,ხუთშაბათი,joi
693,Freitag::N,პარასკევი,vineri
694,Samstag::N,შაბათი,sâmbătă
695,Sonntag::N,კვირა,duminică
696,groß::A,დიდი,mare
697,klein::A,მცირე,mic
698,klein::A,პატარა,mic
699,lang::A,გრძელი,lung
700,kurz::A,მოკლე,scurt
701,breit::A,ფართო,lat
702,breit::A,ფართო,larg
703,breit::A,განიერი,lat
704,breit::A,განიერი,larg
705,schmal::A,ვიწრო,strâmt
706,schmal::A,წვრილი,strâmt
707,dicht::A,მჭიდრო,des
708,dick[Gegenstand]::A,სქელი,gros
709,dünn::A,წვრილი,subțire
710,fein::A,თხელი,fin
711,fein::A,თხელი,subțire
712,fest::A,მყარი,tare
713,fest::A,მყარი,solid
714,flach::A,ბრტყელი,șes
715,flach::A,ბრტყელი,plan
716,glatt::A,გლუ,lins
717,hart::A,მაგარი,dur
718,weich::A,რბილი,moale
719,rund::A,მრგვალი,rotund
720,rund::A,მრგვალი,circular
721,spitz::A,წვეტიანი,ascuțit
722,scharf::A,მჭრელი,tăios
723,scharf::A,მჭრელი,ascuțit
724,stumpf::A,ბლაგვი,tocit
725,schwer::A,მძიმე,greu
726,schön::A,ლამაზი,frumos
727,heiß::A,ცხელი,cald
728,heiß::A,ცხელი,fierbinte
729,warm::A,თბილი,cald
730,warm::A,თბილი,fierbinte
731,kalt::A,ცივი,rece
732,kühl::A,გრილი,rece
733,kühl::A,გრილი,răcoros
734,frisch::A,სუფთა,răcoros
735,frisch::A,სუფთა,proaspăt
736,feucht::A,ნოტიო,umed
737,feucht::A,ნოტიო,jilav
738,nass::A,სველი,ud
