,Concept_ID,sv,lt
823,von hier::ADV,härifrån,iš čia
824,dort::ADV,där,ten
825,dort::ADV,där,tenai
826,dorthin::ADV,dit,ten
827,dorthin::ADV,dit,ten link
828,geradeaus::ADV,rätt fram,tiesiai
829,vorwärts::ADV,fram,pirmyn
830,vorwärts::ADV,framåt,pirmyn
831,rückwärts::ADV,baklänges,atbulai
832,zurück::ADV,tillbaka,atgal
833,unten::ADV,nere,žemai
834,unten::ADV,nere,apačioje
835,unten::ADV,nedanför,žemai
836,unten::ADV,nedanför,apačioje
837,hinab::ADV,ned,žemyn
838,hinab::ADV,nedåt,žemyn
839,oben::ADV,ovan,viršuj
840,oben::ADV,ovanpå,viršuj
841,hinauf::ADV,upp,aukštyn
842,hinauf::ADV,upp,į viršų
843,hinauf::ADV,uppåt,aukštyn
844,hinauf::ADV,uppåt,į viršų
845,überall::ADV,överallt,visur
846,nicht::ADV,ej,ne
847,nicht::ADV,inte,ne
848,ein wenig::ADV,litet,truputį
849,kaum::ADV,knappt,vos
850,kaum::ADV,knappast,vos
851,sehr::ADV,mycket,labai
852,sehr::ADV,mycket,baisiai
853,so::ADV,så,taip
854,noch::ADV,än,dar
855,noch::ADV,ännu,dar
856,nur::ADV,bara,tik
857,nur::ADV,bara,vien
858,nur::ADV,endast,tik
859,nur::ADV,endast,vien
860,schon::ADV,redan,jau
861,wieder::ADV,åter,vėl
862,wieder::ADV,åter,iš naujo
863,vergebens::ADV,förgäves,veltui
864,vergebens::ADV,förgäves,bergždžiai
865,vor::PRP,utanför,prieš
866,hinter::PRP,bakom,už
867,unter::PRP,under,po
868,durch::PRP,genom,pro
869,durch::PRP,genom,per
870,durch::PRP,igenom,pro
871,durch::PRP,igenom,per
872,neben::PRP,bredvid,prie
873,neben::PRP,bredvid,šalia
874,neben::PRP,vid sidan av,prie
875,neben::PRP,vid sidan av,šalia
876,zwischen::PRP,mellan,tarp
877,wegen::PRP,på grund av,dėl
878,wegen::PRP,på grund av,dėlei
879,dies::PRN,detta,šis
880,dies::PRN,detta,šitas
881,das::PRN,det,tat
882,alles::PRN,allt,visas
883,ich::PRN,jag,aš
884,du::PRN,du,tu
885,er::PRN,han,jis
886,wir::PRN,vi,mes
887,ihr::PRN,ni,jūs
888,sie::PRN,de,ji
889,sie::PRN,de,jos
890,was::FPRN,vad,kas
891,wer::FPRN,vem,kas
892,wo::FADV,var,kur
893,wohin::FADV,vart,kur
894,wohin::FADV,vart,kur link
895,wie::FADV,hur,kaip
896,warum::FADV,varför,kod̃ėl
897,warum::FADV,varför,dėl ko
898,wieviel::FNUM,hur mycket,kiek
899,eins::NUM,en,vienas
900,eins::NUM,ett,vienas
901,zwei::NUM,två,du
902,drei::NUM,tre,trys
903,vier::NUM,fyra,keturi
904,fünf::NUM,fem,penki
905,sechs::NUM,sex,šeši
906,sieben::NUM,sju,septyni
907,acht::NUM,åtta,aštuoni
908,neun::NUM,nio,devyni
909,zehn::NUM,tio,dešimt
910,elf::NUM,elva,vienuolika
911,zwölf::NUM,tolv,dvylika
912,zwanzig::NUM,tjugo,dvidešimt
913,dreißig::NUM,trettio,trisdešimt
914,vierzig::NUM,fyrtio,keturiasdešimt
915,fünfzig::NUM,femtio,penkiasdešimt
916,sechzig::NUM,sextio,šešiasdešimt
917,siebzig::NUM,sjuttio,septyniasdešimt
918,achtzig::NUM,åttio,aštuoniasdešimt
919,neunzig::NUM,nittio,devyniasdešimt
920,hundert::NUM,hundra,šimtas
921,tausend::NUM,tusen,tūkstantis
922,und::CNJ,och,ĩr
923,oder::CNJ,eller,ar
924,oder::CNJ,eller,arba
925,stehen::V,stå,stovėti
926,sitzen::V,sitta,sėdėti
927,liegen::V,ligga,gulėti
928,hängen::V,hänga,kyboti
929,hängen::V,hänga,kabėti
930,werden::V,bli,taptis
931,werden::V,bli,darytis
932,passieren::V,ske,atsitikti
933,passieren::V,ske,pasitaikyti
934,passieren::V,hända,atsitikti
935,passieren::V,hända,pasitaikyti
936,beginnen::V,börja,prasid́ėti
937,enden::V,ända,baigtis
938,wechseln::V,växla,keistis
939,wechseln::V,växla,pasikeisti
940,aufgehen[Sonne]::V,gå upp,tekėti
941,aufgehen[Sonne]::V,gå upp,patekėti
942,untergehen[Sonne]::V,gå ned,leistis
943,untergehen[Sonne]::V,gå ned,nusileisti
944,scheinen[Sonne]::V,skina,šviesti
945,donnern::V,dundra,griausti
946,donnern::V,dundra,griaudėti
947,wehen::V,blåsa,pūsti
948,strömen::V,forsa,lietis
949,strömen::V,forsa,plūsti
950,strömen::V,strömma,lietis
951,strömen::V,strömma,plūsti
952,fließen::V,flyta,tekėti
953,sich drehen::V,snurra,suktis
954,sich drehen::V,snurra,pasisukti
955,schwanken::V,vackla,svyruoti
956,schwingen::V,svinga,suptis
957,fallen::V,falla,pulti
958,fallen::V,falla,kristi
959,brennen::V,brinna,degti
960,rauchen::V,ryka,rūkyti
961,regnen::V,regna,lyti
962,gefrieren::V,frysa,užšalti
963,tauen::V,töa,tirpti
964,schmelzen::V,smälta,lydytis
965,trocknen::V,torka,džiūti
966,sieden::V,koka,virti
967,sieden::V,sjuda,virti
968,faulen::V,ruttna,pūti
969,verfaulen::V,ruttna,švinkti
970,reißen::V,brista,plyšti
971,reißen::V,brista,trūkti
972,versinken::V,sjunka,skę̃sti
973,versinken::V,sjunka,grimzti
974,vergehen::V,förgå,praeiti
975,erscheinen::V,synas,pasirodyti
976,erscheinen::V,visa sig,pasirodyti
977,verschwinden::V,försvinna,dingti
978,verschwinden::V,försvinna,išnykti
979,verschwinden::V,försvinna,pranykti
980,sinken::V,sjunka,kristi
981,abnehmen::V,avta,mažėti
982,abnehmen::V,avta,silpnėti
983,abnehmen::V,minskas,mažėti
984,abnehmen::V,minskas,silpnėti
985,zunehmen::V,tilltaga,didėti
986,zunehmen::V,tilltaga,padaugėti
987,steigen::V,stiga,kilti
988,wachsen::V,växa,augti
989,glänzen::V,glimma,blizgėti
990,funkeln::V,tindra,žibėti
991,funkeln::V,gnistra,žibėti
992,lärmen::V,bråka,triukšmauti
993,lärmen::V,väsnas,triukšmauti
994,läuten::V,ringa,skambinti
995,klingeln::V,ringa,skambinti
996,klirren::V,klirra,žvangėti
997,brausen::V,brusa,šniokšti
998,rauschen::V,susa,ošti
999,rauschen::V,susa,šlamėti
1000,klingen::V,låta,skardėti
1001,klingen::V,klinga,skardėti
1002,bellen::V,skälla,loti
1003,heulen::V,yla,kaukti
1004,heulen::V,yla,staugti
1005,heulen::V,tjuta,kaukti
1006,heulen::V,tjuta,staugti
1007,blasen::V,blåsa,pūsti
1008,pfeifen::V,vissla,švilpti
1009,pfeifen::V,vissla,švilpauti
1010,schreien::V,skrika,šaukti
1011,stöhnen::V,stöna,dejuoti
1012,stöhnen::V,stöna,aimanuoti
1013,zittern::V,darra,virpėti
1014,zittern::V,skälva,virpėti
1015,leben::V,leva,gyventi
1016,geboren werden::V,födas,gimti
1017,atmen::V,andas,alsuoti
1018,atmen::V,andas,kvėpuoti
1019,trinken::V,dricka,gerti
1020,essen::V,äta,valgyti
1021,schlucken::V,svälja,praryti
1022,müde werden::V,tröttna,nuvargti
1023,müde werden::V,tröttna,privargti
1024,einschlafen::V,somna,užmigti
1025,schlafen::V,sova,miegoti
1026,aufwachen::V,vakna,pabusti
1027,aufstehen::V,stiga upp,keltis
1028,aufstehen::V,stiga upp,atsikelti
1029,sich erholen::V,repa sig,pailsėti
1030,sich erholen::V,repa sig,poilsiauti
1031,sich erholen::V,hämta sig,pailsėti
1032,sich erholen::V,hämta sig,poilsiauti
1033,krank werden::V,insjukna,susirgti
1034,krank sein::V,vara sjuk,sirgti
1035,schmerzen::V,smärta,sopėti
1036,schmerzen::V,smärta,skaudėti
1037,schmerzen::V,göra ont,sopėti
1038,schmerzen::V,göra ont,skaudėti
1039,husten::V,hosta,kosėti
1040,genesen::V,tillfriskna,sveikti
1041,genesen::V,tillfriskna,taisytis
1042,sterben::V,dö,mirti
1043,sterben::V,dö,numirti
1044,umkommen::V,omkomma,žūti
1045,sich bewegen::V,röra sig,judėti
1046,sich bewegen::V,röra sig,pasijudinti
1047,sich rühren::V,röra på sig,krutėti
1048,sich erheben::V,resa sig,pakilti
1049,sich erheben::V,resa sig,atsikelti
1050,sich setzen::V,sätta sig,sėstis
1051,sich setzen::V,sätta sig,atsisėsti
1052,hinfallen::V,falla omkull,parkristi
1053,hinfallen::V,falla omkull,pargriūti
1054,laufen::V,löpa,eiti
1055,schreiten::V,skrida,žengti
1056,schreiten::V,skrida,žingsniuoti
1057,spazierengehen::V,promenera,pasivaikščioti
1058,eilen::V,ila,skubėti
1059,sich beeilen::V,skynda sig,paskub́ėti
1060,sich beeilen::V,skynda sig,pasiskubinti
1061,sausen::V,susa,dumti
1062,sausen::V,susa,lėkti
1063,rennen::V,löpa,bėgti
1064,rennen::V,springa,bėgti
1065,springen::V,hoppa,šokti
1066,klettern::V,klättra,kopti
1067,schaukeln::V,gunga,supti
1068,schaukeln::V,gunga,linguoti
1069,kriechen::V,kräla,ropoti
1070,kriechen::V,kräla,šliaužti
1071,schwimmen::V,simma,plaukti
1072,tauchen::V,dyka,nerti
1073,rudern::V,ro,irtis
1074,rudern::V,ro,irkluoti
1075,fahren::V,köra,važiuoti
1076,fahren::V,köra,važinėti
1077,fliegen::V,flyga,lėkti
1078,fliegen::V,flyga,skristi
1079,gehen::V,gå,eiti
1080,weggehen::V,gå bort,išeiti
1081,abfahren::V,resa,išvykti
1082,abfahren::V,resa,išvažiuoti
1083,abfahren::V,avresa,išvykti
1084,abfahren::V,avresa,išvažiuoti
1085,anhalten::V,stanna,sustoti
1086,hineingehen::V,gå in,įeiti
1087,eintreten::V,träda in,įžengti
1088,kommen::V,komma,ateiti
1089,ankommen::V,ankomma,ateiti
1090,zurückkommen::V,återkomma,grį̃žti
1091,zurückkommen::V,återkomma,sugrį̃žti
1092,bleiben::V,bli,likti
1093,bleiben::V,bli,pasilikti
1094,bleiben::V,förbli,likti
1095,bleiben::V,förbli,pasilikti
1096,warten::V,vänta,laukti
1097,erwarten::V,vänta,laukti
1098,suchen::V,leta,ieškoti
1099,finden::V,finna,rasti
1100,finden::V,finna,surasti
1101,versuchen::V,försöka,mėginti
1102,vorbereiten::V,förbereda,rengti
1103,lieben::V,älska,myĺėti
1104,mögen::V,tycka om,ḿėgti
1105,mögen::V,tycka om,patikti
1106,lachen::V,skratta,juoktis
1107,rühren::V,röra,jaudinti
1108,rühren::V,röra,graudinti
1109,weinen::V,gråta,verkti
1110,schimpfen::V,skälla,bartis
1111,sich ärgern::V,förargas,pykti
1112,sich ärgern::V,förargas,apmaudauti
1113,sich fürchten::V,vara rädd,bijoti
1114,sich fürchten::V,vara rädd,baimintis
1115,fürchten::V,frukta,bijoti
1116,fürchten::V,frukta,baimintis
1117,fliehen::V,fly,bėgti
1118,fliehen::V,fly,sprukti
1119,fliehen::V,rymma,bėgti
1120,fliehen::V,rymma,sprukti
1121,flüchten::V,fly,pabėgti
1122,sehen::V,se,žiūŕėti
1123,anschauen::V,se på,žiūŕėti
1124,anschauen::V,betrakta,žiūŕėti
1125,ansehen::V,åse,žiūrėti į
1126,ansehen::V,åse,pažiūrėti į
1127,hören::V,höra,girdėti
1128,zuhören::V,höra på,klausytis
1129,zuhören::V,lyssna till,klausytis
1130,probieren::V,smaka,ragauti
1131,probieren::V,smaka,paragauti
1132,probieren::V,smaka på,ragauti
1133,probieren::V,smaka på,paragauti
1134,riechen::V,lukta,uosti
1135,riechen::V,lukta,užuosti
1136,fühlen::V,känna,justi
1137,fühlen::V,känna,jausti
1138,fühlen::V,känna,pajusti
1139,scheinen::V,verka,rodytis
1140,scheinen::V,verka,atrodyti
1141,scheinen::V,tyckas,rodytis
1142,scheinen::V,tyckas,atrodyti
1143,zu sehen sein::V,synas,pasirodyti
1144,zu sehen sein::V,kunna ses,pasirodyti
1145,vernehmen::V,få veta,išgirsti
1146,vernehmen::V,förnimma,išgirsti
1147,frieren::V,frysa,šalti
1148,tun::V,göra,daryti
1149,können::V,kunna,galėti
1150,können::V,kunna,pajėgti
1151,wollen::V,vilja,norėti
1152,anfangen::V,börja,pradėti
1153,anfangen::V,börja,prasid́ėti
1154,beenden::V,avsluta,baigti
1155,beenden::V,avsluta,užbaigti
1156,aufhören::V,sluta,liautis
1157,aufhören::V,upphöra,liautis
1158,gelingen::V,lyckas,pavykti
1159,gelingen::V,lyckas,pasisekti
1160,geraten::V,bli,nusisekti
1161,öffnen::V,öppna,atverti
1162,öffnen::V,öppna,atidaryti
1163,schließen::V,låsa,uždaryti
1164,schließen::V,stänga,uždaryti
1165,stellen::V,ställa,statyti
1166,stellen::V,ställa,pastatyti
1167,setzen::V,sätta,sodinti
1168,setzen::V,sätta,pasodinti
1169,legen::V,lägga,dėti
1170,legen::V,lägga,pad́ėti
1171,berühren::V,beröra,liesti
1172,berühren::V,beröra,paliesti
1173,verbinden::V,förbinda,jungti
1174,verbinden::V,förbinda,surišti
1175,bedecken::V,täcka,uždengti
1176,bedecken::V,betäcka,uždengti
1177,aufhängen::V,hänga,pakarti
1178,aufhängen::V,hänga,pakabinti
1179,aufhängen::V,hänga upp,pakarti
1180,aufhängen::V,hänga upp,pakabinti
1181,anzünden::V,tända,padegti
1182,anzünden::V,antända,padegti
1183,anzünden::V,tända på,padegti
1184,aufheben::V,lyfta,pakelti
1185,zurücklassen::V,lämna,palikti
1186,zurücklassen::V,efterlämna,palikti
1187,verlieren::V,mista,pamesti
1188,verlieren::V,förlora,pamesti
1189,fallen lassen::V,tappa,atsisakyti
1190,fallen lassen::V,släppa,atsisakyti
1191,machen::V,göra,dirbti
1192,herstellen::V,tillverka,gaminti
1193,herstellen::V,framställa,gaminti
1194,bauen::V,bygga,statyti
1195,bauen::V,bygga,pastatyti
1196,reparieren::V,reparera,taisyti
1197,reparieren::V,reparera,remontuoti
1198,verbessern::V,rätta,gerinti
1199,verbessern::V,rätta,ištaisyti
1200,verbessern::V,förbättra,gerinti
1201,verbessern::V,förbättra,ištaisyti
1202,ändern::V,ändra,keisti
1203,ändern::V,ändra,pakeisti
1204,ändern::V,förändra,keisti
1205,ändern::V,förändra,pakeisti
1206,graben::V,gräva,kasti
1207,beugen::V,böja,lenkti
1208,beugen::V,böja,palenkti
1209,biegen::V,böja,lenkti
1210,biegen::V,böja,palenkti
1211,biegen::V,kröka,lenkti
1212,biegen::V,kröka,palenkti
1213,drehen::V,vrida,sukti
1214,wenden::V,vända,kreipti
1215,wenden::V,vända,pakreipti
1216,umdrehen::V,vrida om,sukti
1217,umdrehen::V,vrida om,apversti
1218,heben::V,häva,kelti
1219,heben::V,häva,pakelti
1220,hochheben::V,lyfta,pakelti
1221,ergreifen::V,gripa,čiupti
1222,ergreifen::V,gripa,griebti
1223,halten::V,hålla,laikyti
1224,halten::V,hålla,palaikyti
1225,drücken::V,trycka,spausti
1226,schieben::V,skjuta,stumti
1227,kratzen::V,riva,kasyti
1228,kratzen::V,riva,grandyti
1229,kratzen::V,skrapa,kasyti
1230,kratzen::V,skrapa,grandyti
1231,lecken::V,slicka,laižyti
1232,beißen::V,bita,kandžioti
1233,abreißen::V,slita_av,nuplėšti
1234,abreißen::V,riva_av,nuplėšti
1235,abschneiden::V,skära av,atpjauti
1236,abschneiden::V,skära av,atkirpti
1237,binden::V,binda,rišti
1238,binden::V,binda,surišti
1239,stecken::V,sticka,kišti
1240,stecken::V,sticka,įkišti
1241,brechen::V,bryta,lūžti
1242,brechen::V,bryta,laužyti
1243,brechen::V,brista,lūžti
1244,brechen::V,brista,laužyti
1245,klopfen::V,banka,belsti
1246,klopfen::V,banka,barbenti
1247,klopfen::V,klappa,belsti
1248,klopfen::V,klappa,barbenti
1249,hauen::V,hugga,mušti
1250,kleben::V,klistra,lipdyti
1251,kleben::V,klistra,klijuoti
1252,reiben::V,gnida,trinti
1253,reiben::V,gnida,tarkuoti
1254,streichen::V,smörja,tepti
1255,streichen::V,smörja,užtepti
1256,schleifen::V,slipa,galą́sti
1257,schneiden::V,skära,pjauti
1258,schneiden::V,skära,kirpti
1259,schneiden::V,klippa,pjauti
1260,schneiden::V,klippa,kirpti
1261,rütteln::V,skaka,purtyti
1262,schütteln::V,rista,purtyti
1263,schwenken::V,svänga,mojuoti
1264,schütten::V,hälla,pilti
1265,schütten::V,hälla,berti
1266,füllen::V,fylla,pildyti
1267,füllen::V,fylla,pripildyti
1268,einwickeln::V,slå in,įvynioti
1269,einwickeln::V,slå in,suvynioti
1270,einwickeln::V,veckla in,įvynioti
1271,einwickeln::V,veckla in,suvynioti
1272,tragen::V,bära,nešti
1273,tragen::V,bära,nešioti
1274,schleppen::V,släpa,vilkti
1275,ziehen::V,dra,tempti
1276,aufbewahren::V,förvara,laikyti
1277,aufbewahren::V,ta vara på,laikyti
1278,werfen::V,kasta,mesti
1279,werfen::V,kasta,sviesti
1280,fangen::V,fånga,sugauti
1281,packen::V,gripa,čiupti
1282,packen::V,gripa,griebti
1283,packen::V,gripa tag,čiupti
1284,packen::V,gripa tag,griebti
1285,verstecken::V,gömma,slėpti
1286,verstecken::V,gömma,slapstyti
1287,teilen::V,dela,dalyti
1288,teilen::V,dela,padalyti
1289,schicken::V,skicka,sių̃sti
1290,schicken::V,skicka,pasių̃sti
1291,bringen::V,bringa,atnešti
1292,hinzufügen::V,tillägga,pridėti
1293,bekommen::V,få,gauti
1294,bekommen::V,erhålla,gauti
1295,erhalten::V,få,gauti
1296,erhalten::V,erhålla,gauti
1297,nehmen::V,ta,paimti
1298,nehmen::V,taga,paimti
1299,wählen::V,välja,rinkti
1300,wählen::V,välja,išsirinkti
1301,auswählen::V,utvälja,išrinkti
1302,bewahren::V,bevara,išsaugoti
1303,behindern::V,hindra,trukdyti
1304,behindern::V,förhindra,trukdyti
1305,verderben::V,förstöra,sugadinti
1306,beschädigen::V,skada,žaloti
1307,beschädigen::V,skada,gadinti
1308,zerbrechen::V,bryta isär,sukulti
1309,zerbrechen::V,bryta isär,sudaužyti
1310,zerbrechen::V,bryta sönder,sukulti
1311,zerbrechen::V,bryta sönder,sudaužyti
1312,zerreißen::V,riva sönder,perplėšti
1313,zerreißen::V,riva sönder,suplėšyti
1314,zerreißen::V,slita sönder,perplėšti
1315,zerreißen::V,slita sönder,suplėšyti
1316,zerstören::V,förstöra,suardyti
1317,zerstören::V,förstöra,sugriauti
1318,verbrennen::V,bränna,deginti
1319,verbrennen::V,bränna,sudeginti
1320,verbrennen::V,bränna upp,deginti
1321,verbrennen::V,bränna upp,sudeginti
1322,geben::V,ge,duoti
1323,geben::V,ge,paduoti
1324,reichen::V,räcka,paduoti
1325,schenken::V,skänka,dovanoti
1326,versprechen::V,lova,žadėti
1327,versprechen::V,lova,pažadėti
1328,wünschen::V,önska,norėti
1329,wünschen::V,önska,linḱėti
1330,loben::V,lova,girti
1331,loben::V,lova,pagirti
1332,loben::V,beröma,girti
1333,loben::V,beröma,pagirti
1334,küssen::V,pussa,bučiuoti
1335,wiegen::V,vagga,supti
1336,zudecken::V,täcka,užkloti
1337,zudecken::V,täcka,uždengti
1338,wecken::V,väcka,žadinti
1339,zeigen::V,visa,rodyti
1340,führen::V,föra,vesti
1341,führen::V,föra,vadovauti
1342,lehren::V,lära,mokyti
1343,lehren::V,lära,išmokyti
1344,unterrichten::V,undervisa,dėstyti
1345,aufziehen::V,uppfostra,išauginti
1346,leiten::V,leda,valdyti
1347,leiten::V,leda,vadovauti
1348,antreiben::V,driva på,uiti
1349,antreiben::V,driva på,raginti
1350,antreiben::V,driva på,skubinti
1351,lassen::V,få att,paliepti
1352,einladen::V,bjuda,kviesti
1353,einladen::V,bjuda,pakviesti
1354,einladen::V,inbjuda,kviesti
1355,einladen::V,inbjuda,pakviesti
1356,vereinigen::V,förena,sujungti
1357,vereinigen::V,förena,suvienyti
1358,besuchen::V,besöka,lankyti
1359,besuchen::V,besöka,aplankyti
1360,treffen::V,möta,sutikti
1361,treffen::V,möta,pasitikti
1362,treffen::V,träffa,sutikti
1363,treffen::V,träffa,pasitikti
1364,sich versammeln::V,församla sig,susirinkti
1365,spielen::V,leka,groti
1366,spielen::V,leka,žaisti
1367,spielen::V,spela,groti
1368,spielen::V,spela,žaisti
1369,singen::V,sjunga,dainuoti
1370,tanzen::V,dansa,šokti
1371,sich trennen::V,skiljas,skirtis
1372,sich trennen::V,skiljas,išsiskirti
1373,verlassen::V,lämna,palikti
1374,verlassen::V,överge,palikti
1375,retten::V,rädda,gelbėti
1376,bewachen::V,bevaka,sergėti
1377,schützen::V,skydda,ginti
1378,schützen::V,skydda,apginti
1379,schützen::V,beskydda,ginti
1380,schützen::V,beskydda,apginti
1381,verteidigen::V,försvara,ginti
1382,verteidigen::V,försvara,apginti
1383,sich schlagen::V,slåss,muštis
1384,schießen::V,skjuta,šauti
1385,schießen::V,skjuta,šaudyti
1386,siegen::V,segra,nugalėti
1387,ärgern::V,förarga,pykinti
1388,schlagen::V,slå,mušti
1389,schlagen::V,slå,smogti
1390,schlagen::V,slå,trenkti
1391,treten::V,sparka,mygti
1392,stechen::V,sticka,gelti
1393,stechen::V,sticka,smeigti
1394,stoßen::V,stöta,stumti
1395,stoßen::V,stöta,pastumti
1396,stehlen::V,stjäla,vogti
1397,stören::V,störa,trikdyti
1398,belästigen::V,genera,apsunkinti
1399,belästigen::V,besvära,apsunkinti
1400,verbergen::V,dölja,slėpti
1401,verbergen::V,dölja,paslėpti
1402,täuschen::V,vilseleda,klaidinti
1403,betrügen::V,bedra,apgauti
1404,töten::V,döda,žudyti
1405,töten::V,döda,nužudyti
1406,wohnen::V,bo,gyventi
1407,arbeiten::V,arbeta,dirbti
1408,arbeiten::V,arbeta,triūsti
1409,sammeln::V,samla,rinkti
1410,pflücken::V,plocka,skinti
1411,pflücken::V,plocka,raškyti
1412,jagen::V,jaga,medžioti
1413,fischen::V,fiska,žvejoti
1414,fassen::V,fånga,sučiupti
1415,hüten::V,vakta,ganyti
1416,treiben::V,driva,ginti
1417,anbinden::V,binda fast,pririšti
1418,füttern::V,fodra,šerti
1419,melken::V,mjölka,melžti
1420,hacken::V,hacka,kapoti
1421,gießen::V,hälla,lieti
1422,gießen::V,hälla,laistyti
1423,gießen::V,vattna,lieti
1424,gießen::V,vattna,laistyti
1425,reifen::V,mogna,nokti
1426,reifen::V,mogna,sirpti
1427,zubereiten::V,tillaga,ruošti
1428,zubereiten::V,tillaga,gaminti
1429,zubereiten::V,tillreda,ruošti
1430,zubereiten::V,tillreda,gaminti
1431,kochen::V,koka,virti
1432,kochen::V,koka,virinti
1433,backen::V,baka,kepti
1434,braten::V,steka,kepti
1435,braten::V,steka,kepinti
1436,umrühren::V,röra om,maišyti
1437,umrühren::V,röra om,pamaišyti
1438,stricken::V,sticka,megzti
1439,nähen::V,sy,siūti
1440,färben::V,färga,dažyti
1441,färben::V,färga,nudažyti
1442,reinigen::V,rensa,valyti
1443,reinigen::V,rensa,švarinti
1444,reinigen::V,rengöra,valyti
1445,reinigen::V,rengöra,švarinti
1446,waschen::V,tvätta,plauti
1447,waschen::V,tvätta,mazgoti
1448,waschen::V,tvätta,skalbti
1449,abwischen::V,torka av,nušluostyti
1450,spülen::V,spola,plauti
1451,spülen::V,spola,skalauti
1452,spülen::V,skölja,plauti
1453,spülen::V,skölja,skalauti
1454,fegen::V,feja,šluoti
1455,kehren::V,sopa,šluoti
1456,baden::V,bada,maudytis
1457,sich waschen::V,tvätta sig,praustis
1458,ausziehen::V,ta av,numauti
1459,ausziehen::V,ta av,nuvilkti
1460,anziehen::V,ta på,mauti
1461,anziehen::V,ta på,apsivilkti
1462,sich anziehen::V,klä på sig,rengtis
1463,sich anziehen::V,klä på sig,apsirengti
1464,kämmen::V,kamma,šukuoti
1465,schmücken::V,pynta,puošti
1466,schmücken::V,pynta,dabinti
1467,schmücken::V,pynta,gražinti
1468,schmücken::V,smycka,puošti
1469,schmücken::V,smycka,dabinti
1470,schmücken::V,smycka,gražinti
1471,sagen::V,säga,tarti
1472,sprechen::V,tala,kalbėti
1473,reden::V,tala,šnekėti
1474,reden::V,prata,šnekėti
1475,sich unterhalten::V,prata,kalbėtis
1476,sich unterhalten::V,prata,šnekučiuotis
1477,fragen::V,fråga,klausti
1478,fragen::V,spörja,klausti
1479,bitten::V,be,prašyti
1480,erzählen::V,berätta,pasakoti
1481,mitteilen::V,meddela,skelbti
1482,mitteilen::V,meddela,pranešti
1483,nennen::V,kalla,vadinti
1484,nennen::V,kalla,vardyti
1485,rufen::V,ropa,šaukti
1486,rufen::V,ropa,kviesti
1487,prahlen::V,pråla,girtis
1488,prahlen::V,skryta,girtis
1489,übersetzen::V,tolka,versti
1490,übersetzen::V,tolka,išversti
1491,übersetzen::V,översätta,versti
1492,übersetzen::V,översätta,išversti
1493,denken::V,tänka,galvoti
1494,glauben::V,tro,manyti
1495,glauben::V,tro,tikėti
1496,bemerken::V,uppmärksamma,pamatyti
1497,bemerken::V,uppmärksamma,pastebėti
1498,bemerken::V,lägga märke till,pamatyti
1499,bemerken::V,lägga märke till,pastebėti
1500,erkennen::V,känna igen,pažinti
1501,erkennen::V,känna igen,atpažinti
1502,begreifen::V,begripa,suvokti
1503,verstehen::V,förstå,suprasti
1504,lernen::V,lära sig,mokytis
1505,wissen::V,veta,žinoti
1506,sich erinnern an::V,minnas,prisiminti
1507,sich erinnern an::V,komma ihåg,prisiminti
1508,vergessen::V,glömma,užmiršti
1509,messen::V,mäta,matuoti
1510,zählen::V,räkna,skaičiuoti
1511,rechnen::V,räkna,skaičiuoti
1512,lesen::V,läsa,skaityti
1513,malen::V,måla,tapyti
1514,zeichnen::V,teckna,piešti
1515,zeichnen::V,teckna,žymėti
1516,zeichnen::V,teckna,braižyti
1517,schreiben::V,skriva,rašyti
1518,besitzen::V,äga,turėti
1519,besitzen::V,besitta,turėti
1520,kaufen::V,köpa,pirkti
1521,verkaufen::V,sälja,parduoti
1522,bezahlen::V,betala,apmokėti
1523,zahlen::V,betala,mokėti
1524,beherrschen::V,behärska,valdyti
1525,ertragen::V,tåla,kę̃sti
1526,ertragen::V,tåla,pakelti
1527,ertragen::V,tåla,iškę̃sti
1528,ertragen::V,uthärda,kę̃sti
1529,ertragen::V,uthärda,pakelti
1530,ertragen::V,uthärda,iškę̃sti
