,Concept_ID,be,ab
732,überall::ADV,усюды,зегьынцьара
733,nicht::ADV,не,-м
734,ein wenig::ADV,трошкі,ҕыҭк
735,kaum::ADV,ледзьве,аарлаҳәа
736,kaum::ADV,ледзьве,афергьҳәа
737,sehr::ADV,вельмі,даара
738,so::ADV,так,ас
739,so::ADV,так,абас
740,noch::ADV,яшчэ,макьана
741,nur::ADV,толькі,заҵәык
742,schon::ADV,ужо,уажәшьҭа
743,schon::ADV,ужо,аиҳа ипоу
744,wieder::ADV,зноў,ҿыц
745,wieder::ADV,зноў,дырҩегь
746,wieder::ADV,зноў,дырҩегьых
747,vergebens::ADV,дарма,баша
748,vergebens::ADV,дарэмна,баша
749,vor::PRP,перад,аҕхьа
750,hinter::PRP,за,нхыҵ
751,hinter::PRP,ззаду,нхыҵ
752,unter::PRP,пад,амҵа
753,unter::PRP,пад,амҵан
754,durch::PRP,праз,
755,neben::PRP,каля,ааигуара
756,zwischen::PRP,між,абжьара
757,zwischen::PRP,паміж,абжьара
758,wegen::PRP,з-за,-иззы
759,wegen::PRP,з-за,-ҟнытә
760,dies::PRN,гэта,ари
761,dies::PRN,гэта,абри
762,das::PRN,тое,Абни
763,das::PRN,тое,убри
764,alles::PRN,усё,зегьы
765,ich::PRN,я,са
766,ich::PRN,я,сара
767,du::PRN,ты,бара
768,er::PRN,ён,иара
769,wir::PRN,мы,ҳара
770,ihr::PRN,вы,шәара
771,sie::PRN,яны,дара
772,was::FPRN,што,
773,wer::FPRN,хто,дарбан
774,wo::FADV,дзе,иабыкуу
775,wo::FADV,дзе,аба-
776,wo::FADV,дзе,ахь-
777,wohin::FADV,куды,иабыкуу
778,wohin::FADV,куды,аба-
779,wohin::FADV,куды,ахь-
780,wie::FADV,як,-шҕа
781,warum::FADV,чаму,избан
782,wieviel::FNUM,колькі,заҟа
783,eins::NUM,адзін,акы
784,eins::NUM,адзін,аӡәы
785,zwei::NUM,два,ҩба
786,drei::NUM,тры,хҕа
787,vier::NUM,чатыры,ҕшьба
788,fünf::NUM,пяць,хəба
789,sechs::NUM,шесць,фба
790,sieben::NUM,сем,Бжьба
791,acht::NUM,восем,ааба
792,neun::NUM,дзевяць,жәба
793,zehn::NUM,дзесяць,жәаба
794,elf::NUM,адзінаццаць,жәеизатәи
795,zwölf::NUM,дванаццаць,жәаҩа
796,zwanzig::NUM,дваццаць,ҩажәа
797,dreißig::NUM,трыццаць,ҩажәижәабатәи
798,vierzig::NUM,сорак,ҩынҩажәа
799,fünfzig::NUM,пядзесят,ҩынҩажәеижәаба
800,sechzig::NUM,шесдзесят,хынҩажәа
801,siebzig::NUM,семдзесят,хынҩажәижәаба
802,achtzig::NUM,восемдзесят,ҕшьынҩажәа
803,neunzig::NUM,дзевяноста,ҕшьынҩажәижәаба
804,hundert::NUM,сто,шәкы
805,tausend::NUM,тысяча,зқьы
806,und::CNJ,і,-и
807,und::CNJ,ды,-и
808,oder::CNJ,або,ма
809,stehen::V,стаяць,агылазаара
810,sitzen::V,сядзець,атəара
811,sitzen::V,сядзець,атəа(заа)ра
812,liegen::V,ляжаць,аиара
813,hängen::V,вісець,акнаҳара
814,werden::V,стаць,аҟалара
815,werden::V,зрабіцца,аҟалара
816,passieren::V,трапіцца,аҟалара
817,beginnen::V,пачацца,алагара
818,enden::V,кончыцца,алгара
819,wechseln::V,мяняцца,аҽыҧсахра
820,aufgehen[Sonne]::V,узысці,агылара
821,aufgehen[Sonne]::V,узысці,ахашлара
822,aufgehen[Sonne]::V,узысці,аҩаҵхахара
823,untergehen[Sonne]::V,зайсці,аҭашəара
824,scheinen[Sonne]::V,свяціць,акаҧхара
825,donnern::V,грымець,адыдра
826,wehen::V,дзьмуць,асра
827,strömen::V,ліцца,акаҭəара
828,fließen::V,цячы,ацара
829,sich drehen::V,круціцца,ахагьежьра
830,sich drehen::V,варочацца,ахагьежьра
831,schwanken::V,хістацца,аҵысра
832,schwingen::V,гайдацца,ахызазара
833,schwingen::V,гайдацца,акьаандара
834,schwingen::V,калыхацца,ахызазара
835,schwingen::V,калыхацца,акьаандара
836,fallen::V,падаць,акаҳара
837,brennen::V,гарэць,абылра
838,rauchen::V,дымець,ахылҵра
839,regnen::V,дажджыць,аура
840,gefrieren::V,замерзнуць,аҵаара
841,tauen::V,раставаць,аӡҭра
842,schmelzen::V,плавіцца,ақəӡыҭра
843,schmelzen::V,плавіцца,аҭəара
844,trocknen::V,сохнуць,абара
845,sieden::V,кіпець,ашра
846,faulen::V,гнісці,абаара
847,verfaulen::V,згнісці,абаара
848,verfaulen::V,згнісці,аилашра
849,reißen::V,ірвацца,аҧжəара
850,versinken::V,тануць,аӡааҟəрылара
851,vergehen::V,праходзіць,ацара
852,erscheinen::V,зʼявіцца,ацəырҵра
853,verschwinden::V,знікнуць,аҵашəкəара
854,sinken::V,спадаць,атəара
855,sinken::V,спадаць,алаҟəра
856,abnehmen::V,паменшыцца,ацӡаара
857,abnehmen::V,паменшыцца,аиҵалара
858,zunehmen::V,павялічвацца,аҽырҭбаара
859,zunehmen::V,павялічвацца,аиҵыҵра
860,zunehmen::V,павялічвацца,арацəахара
861,steigen::V,паднімацца,азҳара
862,steigen::V,паднімацца,ашьҭыҵра
863,steigen::V,паднімацца,адухара
864,steigen::V,паднімацца,ацлара
865,wachsen::V,расці,азҳара
866,glänzen::V,блішчаць,ацыр-цырра
867,glänzen::V,блішчаць,ацыҩ-цыҩра
868,glänzen::V,блішчаць,аказказра
869,funkeln::V,бліскаць,ашап-шапра
870,funkeln::V,бліскаць,ацым-цымра
871,lärmen::V,шумець,ашьҭыбжьгара
872,lärmen::V,шумець,аҕьҕьаҳәа аилалара
873,läuten::V,званіць,аҵəҵəасра
874,klingeln::V,званіць,аҵəҵəасра
875,klirren::V,бразгаць,ахьархьарра
876,klirren::V,бразгаць,архьархьарра
877,brausen::V,бушаваць,аилаҽҽара
878,brausen::V,бушаваць,еилашуера
879,rauschen::V,шастаць,
880,klingen::V,гучаць,агара
881,klingen::V,гучаць,ашьҭыбжь гара
882,bellen::V,брахаць,ашра
883,heulen::V,выць,ауура
884,blasen::V,дзьмухнуць,аҭəҳəара
885,pfeifen::V,свістаць,ашəшəра
886,schreien::V,крычаць,аҳəҳəара
887,schreien::V,крычаць,ахəаара
888,schreien::V,крычаць,аҟаара
889,stöhnen::V,стагнаць,ақьра
890,zittern::V,дрыжаць,аҵыс-ҵысра
891,leben::V,жыць,аҟазаара
892,geboren werden::V,нарадзіцца,Аира
893,atmen::V,дыхаць,аҕсыҕ лагаҩагара
894,trinken::V,піць,ажəра
895,essen::V,есці,акрыфара
896,schlucken::V,глытаць,албаадара
897,müde werden::V,стаміцца,ааҕсара
898,einschlafen::V,заснуць,ацəара
899,schlafen::V,спаць,ацəазаара
900,aufwachen::V,рассыпацца,аҿыхара
901,aufstehen::V,устаць,Агəылҵра
902,sich erholen::V,адпачываць,аҧсшьара
903,krank werden::V,захварэць,ачмазаҩхара
904,krank sein::V,хварэць,аҳəарҧсарра
905,schmerzen::V,балець,ахьра
906,husten::V,кашляць,аимҳәара
907,genesen::V,паправіцца,абзиахара
908,genesen::V,паправіцца,аӷəӷəахара
909,genesen::V,паздаравець,абзиахара
910,genesen::V,паздаравець,аӷəӷəахара
911,sterben::V,памерці,аҧсра
912,umkommen::V,загінуць,аҭахара
913,sich bewegen::V,рухацца,аиҭаҵра
914,sich rühren::V,варушыцца,ақəацара
915,sich erheben::V,устаць,аҩагылара
916,sich setzen::V,сесці,атəара
917,hinfallen::V,упасці,акаҳара
918,laufen::V,хадзіць,аныҟəара
919,schreiten::V,шагаць,ашьаҿа еихгара
920,schreiten::V,крочыць,ашьаҿа еихгара
921,spazierengehen::V,гуляць,анеи-ааира
922,eilen::V,спяшацца,аццакра
923,sich beeilen::V,спяшацца,аццакра
924,sausen::V,імчацца,аҧырра
925,sausen::V,імчацца,иҭрысны
926,sausen::V,імчацца,ишьҭҟьаны ацара
927,rennen::V,бегаць,аҩра
928,springen::V,скакаць,аҧара
929,klettern::V,лазіць,ақəлара
930,schaukeln::V,гайдацца,аҟəараҟəанҽара
931,kriechen::V,поўзаць,аҳəазара
932,schwimmen::V,плаваць,аӡсара
933,tauchen::V,ныраць,ахəӡааҵəира
934,rudern::V,веславаць,аҵшьра
935,fahren::V,ехаць,акала
936,fliegen::V,лятаць,аҧырра
937,gehen::V,ісці,аиҭаҵра
938,weggehen::V,пайсці,ацара
939,abfahren::V,адʼяжджаць,адəықəлара
940,abfahren::V,адʼяжджаць,ацара
941,anhalten::V,спыніцца,ааныргылара
942,anhalten::V,затрымацца,ааныргылара
943,hineingehen::V,уваходзіць,аҭалара
944,eintreten::V,увайсці,аҩналара
945,kommen::V,прыйсці,аара
946,kommen::V,прыйсці,ааира
947,ankommen::V,прыбыць,ааира
948,ankommen::V,прыбыць,аара
949,ankommen::V,прыбыць,анеира
950,zurückkommen::V,вярнуцца,азыхынҳəра
951,bleiben::V,застацца,аанхара
952,bleiben::V,застацца,анхара
953,bleiben::V,застацца,аангылара
954,warten::V,чакаць,азҧшзаара
955,erwarten::V,чакаць,азҧшра
956,suchen::V,шукаць,ашьҭазаара
957,finden::V,знайсці,аҧшаара
958,versuchen::V,прабаваць,аҽазкра
959,vorbereiten::V,падрыхтаваць,армазеира
960,lieben::V,кахаць,абзиабара
961,mögen::V,любіць,агəаҧхара
962,lachen::V,смяяцца,аччара
963,rühren::V,расчуліць,арҵəуара
964,weinen::V,плакаць,аҵəуара
965,schimpfen::V,лаяцца,ацəҳара
966,sich ärgern::V,сердаваць,агəаара
967,sich fürchten::V,баяцца,аӡыӡара
968,fürchten::V,баяцца,ацəшəара
969,fliehen::V,уцякаць,абналара
970,fliehen::V,уцякаць,ацəцара
971,flüchten::V,уцячы,абналара
972,flüchten::V,уцячы,ацəцара
973,sehen::V,бачыць,абара
974,anschauen::V,паглядзець,ахəаҧшра
975,ansehen::V,глядзець,ахəаҧшра
976,hören::V,чуць,аҳара
977,zuhören::V,слухаць,азыӡырҩра
978,probieren::V,каштаваць,аҧышəара
979,riechen::V,нюхаць,афыҩра
980,fühlen::V,адчуваць,анырра
981,fühlen::V,адчуваць,ацәакырра
982,scheinen::V,здавацца,шәа
983,scheinen::V,здавацца,аацәырҵа
984,zu sehen sein::V,віднецца,
985,vernehmen::V,пачуць,аҳара
986,frieren::V,мёрзнуць,ашəра
987,frieren::V,мёрзнуць,аҵаара
988,tun::V,рабіць,аҟаҵара
989,können::V,умець,алшара
990,wollen::V,хацець,аҭахра
991,anfangen::V,пачаць,алагара
992,beenden::V,закончыць,алгара
993,aufhören::V,перастаць,аҟəыҵра
994,gelingen::V,удацца,аура
995,gelingen::V,удацца,аманшəалахара
996,gelingen::V,удацца,алҵра
997,geraten::V,аказацца,нзаарын
998,öffnen::V,адчыніць,аартра
999,schließen::V,зачыніць,аркра
1000,stellen::V,паставіць,аргылара
1001,setzen::V,пасадзіць,артəара
1002,legen::V,класці,ақəҵара
1003,berühren::V,чапаць,акьысра
1004,berühren::V,чапаць,алакьысра
1005,verbinden::V,звязаць,аҿаҳəара
1006,bedecken::V,накрыць,ақəршəра
1007,aufhängen::V,павесіць,акнаҳара
1008,anzünden::V,запаліць,аркра
1009,aufheben::V,падняць,ашьҭыхра
1010,zurücklassen::V,пакінуць,аныжьра
1011,verlieren::V,згубіць,ацəыӡра
1012,fallen lassen::V,упусціць,ацəкаҳара
1013,machen::V,зрабіць,ачаҧара
1014,herstellen::V,вырабіць,аиҵдара
1015,bauen::V,будаваць,аргылара
1016,reparieren::V,правіць,арҽеира
1017,verbessern::V,палепшыць,аиҕьтəра
1018,ändern::V,змяніць,аҧсахра
1019,graben::V,капаць,ажра
1020,beugen::V,сагнуць,арҟəра
1021,beugen::V,сагнуць,архəара
1022,biegen::V,пагнуць,арҟəра
1023,biegen::V,пагнуць,архəара
1024,drehen::V,вярцець,аргьежьра
1025,wenden::V,павярнуць,
1026,umdrehen::V,перавярнуць,аарҳәра
1027,heben::V,падымаць,аҩахара
1028,heben::V,падымаць,араҳара
1029,hochheben::V,падняць,ахагалара
1030,hochheben::V,падняць,ашьҭҳəара
1031,ergreifen::V,схапіць,
1032,ergreifen::V,схваціць,
1033,halten::V,трымаць,акра
1034,drücken::V,націскаць,ақəрӷəӷəара
1035,schieben::V,пхаць,аҵгəара
1036,schieben::V,пхаць,агəара
1037,schieben::V,штурхаць,аҵгəара
1038,schieben::V,штурхаць,агəара
1039,kratzen::V,скрэбці,ацəҟьара
1040,lecken::V,лізаць,арбзара
1041,beißen::V,кусаць,ацҳара
1042,abreißen::V,адарваць,амжəара
1043,abschneiden::V,адрэзаць,ахҵəара
1044,abschneiden::V,адрэзаць,аҿахҵəара
1045,binden::V,вязаць,аҿаҳəара
1046,stecken::V,уваткнуць,алаҵара
1047,brechen::V,зламаць,аҧҵəара
1048,klopfen::V,стукаць,асра
1049,hauen::V,біць,ақəкшара
1050,kleben::V,клеіць,аҷабра
1051,reiben::V,церці,арҟəыҷра
1052,streichen::V,намазаць,ахьшьра
1053,schleifen::V,тачыць,ахра
1054,schneiden::V,рэзаць,аҧҟара
1055,rütteln::V,хістаць,арҵысра
1056,schütteln::V,трэсці,аршəшəара
1057,schwenken::V,махаць,аҟьара
1058,schütten::V,наліць,аҭаҭəара
1059,füllen::V,напоўніць,арҭəра
1060,einwickeln::V,загарнуць,алаҳəара
1061,tragen::V,несці,аҩагара
1062,schleppen::V,цягнуць,арҳəазара
1063,ziehen::V,цягнуць,ахара
1064,aufbewahren::V,захоўваць,аҵəахра
1065,werfen::V,кідаць,аршəра
1066,fangen::V,лавіць,акра
1067,packen::V,схапіць,анкра
1068,packen::V,схапіць,аҵкаара
1069,packen::V,схваціць,анкра
1070,packen::V,схваціць,аҵкаара
1071,verstecken::V,схаваць,аҵəахра
1072,teilen::V,раздзяліць,ашара
1073,schicken::V,пасылаць,ашьҭра
1074,bringen::V,прынесці,аагара
1075,hinzufügen::V,дабавіць,ацҵара
1076,bekommen::V,дастаць,аҧшаара
1077,bekommen::V,дастаць,архиара
1078,bekommen::V,дастаць,аура
1079,erhalten::V,атрымаць,аиура
1080,nehmen::V,ўзяць,агара
1081,wählen::V,выбраць,алҧшаара
1082,auswählen::V,адабраць,алхра
1083,bewahren::V,захаваць,
1084,behindern::V,перашкаджаць,аҧырхагахара
1085,verderben::V,сапсаваць,алгара
1086,verderben::V,сапсаваць,абжьыхра
1087,verderben::V,сапсаваць,аҧхасҭатəра
1088,beschädigen::V,пашкодзіць,аҧхасҭатəра
1089,zerbrechen::V,разбіць,аҧҽра
1090,zerreißen::V,разадраць,аҧжəара
1091,zerstören::V,разбурыць,аилаҧыххаара
1092,verbrennen::V,спаліць,абылра
1093,geben::V,даць,аҭара
1094,reichen::V,перадаць,аҭара
1095,schenken::V,дарыць,аҩгара
1096,versprechen::V,абяцаць,ақəргəыӷра
1097,wünschen::V,жадаць,
1098,loben::V,хваліць,арҽхəара
1099,küssen::V,цалаваць,агəӡра
1100,wiegen::V,гушкаць,
1101,wiegen::V,калыхаць,
1102,zudecken::V,накрыць,аҵахҩара
1103,zudecken::V,накрыць,ақəршəра
1104,wecken::V,пабудзіць,арҿыхара
1105,zeigen::V,паказаць,арбара
1106,führen::V,весці,аныҟəгара
1107,lehren::V,вучыць,арҵара
1108,unterrichten::V,выкладаць,арҧхьара
1109,aufziehen::V,выхаваць,ааӡара
1110,leiten::V,кіраваць,ахагылазаара
1111,antreiben::V,падганяць,арццакра
1112,lassen::V,прымусіць,арҟаҵара
1113,einladen::V,запрасіць,ааҕхьара
1114,einladen::V,запрасіць,анаҧхьара
1115,vereinigen::V,абʼяднаць,аилаҵара
1116,besuchen::V,наведаць,абара
1117,treffen::V,сустрэць,аҧылара
1118,sich versammeln::V,сабрацца,аизара
1119,spielen::V,гуляць,ахəмарра
1120,singen::V,пець,ашəаҳəара
1121,singen::V,спяваць,ашəаҳəара
1122,tanzen::V,танцаваць,акəашара
1123,sich trennen::V,расстацца,аилыҵра
1124,verlassen::V,пакінуць,акажьра
1125,retten::V,выратаваць,Аиқəрхара
1126,bewachen::V,ахоўваць,ахьчара
1127,schützen::V,уберагаць,ацəыхьчара
1128,verteidigen::V,абараніць,ахьчара
1129,sich schlagen::V,біцца,аисра
1130,sich schlagen::V,драцца,аисра
1131,schießen::V,страляць,ахысра
1132,siegen::V,перамагчы,аиааира
1133,ärgern::V,злаваць,аргəаара
1134,schlagen::V,ударыць,асра
1135,schlagen::V,ударыць,аҭасра
1136,treten::V,штурхаць,
1137,stechen::V,укалоць,алакшара
1138,stoßen::V,папхнуць,агəҭасра
1139,stehlen::V,украсці,аӡара
1140,stören::V,перашкодзіць,аҧырхагахара
1141,belästigen::V,дакучаць,аргəамҵра
1142,verbergen::V,скрыць,аӡара
1143,verbergen::V,схаваць,аӡара
1144,täuschen::V,падмануць,ажьара
1145,betrügen::V,змахляваць,ажьара
1146,töten::V,забіць,ашьра
1147,wohnen::V,жыць,анхара
1148,arbeiten::V,працаваць,аусура
1149,sammeln::V,сабраць,аҟəшəара
1150,pflücken::V,зрываць,аҿыршəара
1151,pflücken::V,зрываць,аҿыхра
1152,jagen::V,паляваць,ашəарыцара
1153,fischen::V,рыбачыць,аҧсыӡ икуеит
1154,fassen::V,злавіць,акра
1155,hüten::V,пасвіць,арҳəра
1156,hüten::V,пасвіць,ахьчара
1157,treiben::V,гнаць,акацара
1158,anbinden::V,прывязаць,адҳəалара
1159,füttern::V,карміць,акырҿаҵара
1160,melken::V,даіць,ахьара
1161,hacken::V,сячы,аҟəаҟəара
1162,gießen::V,паліць,аҵаҭəара
1163,reifen::V,паспець,ашəра
1164,reifen::V,паспець,аҟалара
1165,zubereiten::V,зварыць,ацура
1166,zubereiten::V,згатаваць,ацура
1167,kochen::V,варыць,ажəра
1168,backen::V,пячы,аӡра
1169,braten::V,смажыць,аӡра
1170,umrühren::V,перамяшаць,аилрыхра
1171,stricken::V,вязаць,аҧара
1172,nähen::V,шыць,аӡахра
1173,färben::V,пафарбаваць,ашəра
1174,reinigen::V,ачысціць,арыцқьара
1175,waschen::V,мыць,аӡәӡәара
1176,abwischen::V,выцерці,арбара
1177,spülen::V,паласкаць,аҭыршара
1178,fegen::V,падмятаць,аҧссара
1179,kehren::V,месці,
1180,baden::V,купацца,аҽыкəабара
1181,sich waschen::V,мыцца,аҽыӡəӡəара
1182,ausziehen::V,зняць,ашəыхра
1183,anziehen::V,надзець,ашəҵара
1184,sich anziehen::V,адзецца,аҽеилаҳəара
1185,kämmen::V,прычасаць,аҳəара
1186,schmücken::V,аздобіць,арҧшӡара
1187,sagen::V,сказаць,аҳəара
1188,sprechen::V,гаварыць,ацəажəара
1189,reden::V,размаўляць,ацəажəара
1190,reden::V,размаўляць,аицәажәара
1191,sich unterhalten::V,гутарыць,аицәажәара
1192,fragen::V,спытаць,азҵаара
1193,bitten::V,прасіць,аҳəара
1194,erzählen::V,расказаць,аҳəара
1195,mitteilen::V,паведаміць,азыцҳара
1196,nennen::V,назваць,ахьӡҵара
1197,rufen::V,зваць,азҿыҭра
1198,prahlen::V,хваліцца,аҽхəара
1199,übersetzen::V,перакласці,аиҭагара
1200,denken::V,думаць,азхəыцра
1201,glauben::V,верыць,ахаҵара
1202,bemerken::V,заўважыць,агəаҭара
1203,erkennen::V,пазнаць,адырра
1204,begreifen::V,спасцігнуць,аилкаара
1205,verstehen::V,пачуць,аҳара
1206,lernen::V,вучыцца,аҵара
1207,wissen::V,знаць,адырра
1208,sich erinnern an::V,памятаць,агəаларшəара
1209,vergessen::V,забыць,ахашҭра
1210,messen::V,мераць,ашəара
1211,zählen::V,лічыць,аҧхьаӡара
1212,rechnen::V,лічыць,аҳасабра
1213,lesen::V,чытаць,аҧхьара
1214,malen::V,маляваць,
1215,zeichnen::V,рысаваць,
1216,schreiben::V,пісаць,
1217,besitzen::V,мець,амазаара
1218,kaufen::V,купіць,Аахəара
1219,verkaufen::V,прадаць,аҭира
1220,bezahlen::V,заплаціць,ахҭынҵара
1221,bezahlen::V,заплаціць,ашəара
1222,zahlen::V,плаціць,ашəара
1223,beherrschen::V,уладаць,
1224,beherrschen::V,валодаць,
1225,ertragen::V,выцерпець,ачҳара
