,Concept_ID,da,be
838,aufwachen::V,vågne,рассыпацца
839,aufstehen::V,stå op,устаць
840,sich erholen::V,komme sig,адпачываць
841,krank werden::V,blive syg,захварэць
842,krank sein::V,være syg,хварэць
843,schmerzen::V,smerte,балець
844,husten::V,hoste,кашляць
845,genesen::V,komme sig,паправіцца
846,genesen::V,komme sig,паздаравець
847,sterben::V,dø,памерці
848,umkommen::V,omkomme,загінуць
849,sich bewegen::V,bevæge sig,рухацца
850,sich rühren::V,røre på sig,варушыцца
851,sich erheben::V,rejse sig,устаць
852,sich setzen::V,sætte sig,сесці
853,laufen::V,løbe,хадзіць
854,schreiten::V,skride,шагаць
855,schreiten::V,skride,крочыць
856,spazierengehen::V,gå en tur,гуляць
857,eilen::V,ile,спяшацца
858,sich beeilen::V,skynde sig,спяшацца
859,sausen::V,suse,імчацца
860,rennen::V,løbe,бегаць
861,rennen::V,rende,бегаць
862,springen::V,hoppe,скакаць
863,springen::V,springe,скакаць
864,klettern::V,klatre,лазіць
865,schaukeln::V,gynge,гайдацца
866,kriechen::V,krybe,поўзаць
867,schwimmen::V,svømme,плаваць
868,tauchen::V,dykke,ныраць
869,rudern::V,ro,веславаць
870,fahren::V,køre,ехаць
871,fliegen::V,flyve,лятаць
872,gehen::V,gå,ісці
873,weggehen::V,gå bort,пайсці
874,abfahren::V,køre bort,адʼяжджаць
875,anhalten::V,standse,спыніцца
876,anhalten::V,standse,затрымацца
877,hineingehen::V,gå ind,уваходзіць
878,eintreten::V,træde ind,увайсці
879,kommen::V,komme,прыйсці
880,ankommen::V,ankomme,прыбыць
881,zurückkommen::V,komme tilbage,вярнуцца
882,bleiben::V,blive,застацца
883,bleiben::V,forblive,застацца
884,warten::V,vente,чакаць
885,erwarten::V,vente,чакаць
886,erwarten::V,afvente,чакаць
887,suchen::V,søge,шукаць
888,finden::V,finde,знайсці
889,versuchen::V,forsøge,прабаваць
890,vorbereiten::V,forberede,падрыхтаваць
891,lieben::V,elske,кахаць
892,mögen::V,holde af,любіць
893,mögen::V,kunne lide,любіць
894,lachen::V,le,смяяцца
895,rühren::V,røre,расчуліць
896,weinen::V,græde,плакаць
897,schimpfen::V,skænde,лаяцца
898,sich ärgern::V,ærgre sig,сердаваць
899,sich fürchten::V,være bange,баяцца
900,fürchten::V,være bange for,баяцца
901,fliehen::V,flygte,уцякаць
902,flüchten::V,flygte,уцячы
903,sehen::V,se,бачыць
904,anschauen::V,se på,паглядзець
905,anschauen::V,betragte,паглядзець
906,ansehen::V,anse,глядзець
907,hören::V,høre,чуць
908,zuhören::V,høre til,слухаць
909,probieren::V,smage,каштаваць
910,probieren::V,smage på,каштаваць
911,riechen::V,lugte,нюхаць
912,fühlen::V,føle,адчуваць
913,scheinen::V,synes,здавацца
914,zu sehen sein::V,synes,віднецца
915,vernehmen::V,erfare,пачуць
916,frieren::V,fryse,мёрзнуць
917,tun::V,gøre,рабіць
918,können::V,kunne,умець
919,wollen::V,ville,хацець
920,anfangen::V,begynde,пачаць
921,beenden::V,afslutte,закончыць
922,aufhören::V,ophøre,перастаць
923,aufhören::V,holde op,перастаць
924,gelingen::V,lykkes,удацца
925,geraten::V,blive,аказацца
926,öffnen::V,åbne,адчыніць
927,schließen::V,lukke,зачыніць
928,stellen::V,stille,паставіць
929,setzen::V,sætte,пасадзіць
930,legen::V,lægge,класці
931,berühren::V,berøre,чапаць
932,verbinden::V,forbinde,звязаць
933,bedecken::V,dække,накрыць
934,bedecken::V,bedække,накрыць
935,aufhängen::V,hænge,павесіць
936,aufhängen::V,hænge op,павесіць
937,anzünden::V,tænde,запаліць
938,anzünden::V,antænde,запаліць
939,aufheben::V,løfte,падняць
940,aufheben::V,tage op,падняць
941,zurücklassen::V,lade tilbage,пакінуць
942,verlieren::V,miste,згубіць
943,fallen lassen::V,tabe,упусціць
944,fallen lassen::V,droppe,упусціць
945,machen::V,gøre,зрабіць
946,herstellen::V,fremstille,вырабіць
947,bauen::V,bygge,будаваць
948,reparieren::V,reparere,правіць
949,verbessern::V,rette,палепшыць
950,verbessern::V,forbedre,палепшыць
951,ändern::V,ændre,змяніць
952,graben::V,grave,капаць
953,beugen::V,bøje,сагнуць
954,biegen::V,bøje,пагнуць
955,drehen::V,dreje,вярцець
956,wenden::V,vende,павярнуць
957,umdrehen::V,dreje om,перавярнуць
958,heben::V,hæve,падымаць
959,hochheben::V,løfte,падняць
960,ergreifen::V,gribe fat i,схапіць
961,ergreifen::V,gribe fat i,схваціць
962,halten::V,holde,трымаць
963,drücken::V,trykke,націскаць
964,schieben::V,skyde,пхаць
965,schieben::V,skyde,штурхаць
966,schieben::V,skubbe,пхаць
967,schieben::V,skubbe,штурхаць
968,kratzen::V,klø,скрэбці
969,kratzen::V,kradse,скрэбці
970,lecken::V,slikke,лізаць
971,beißen::V,bide,кусаць
972,abreißen::V,rive af,адарваць
973,abschneiden::V,skære af,адрэзаць
974,binden::V,binde,вязаць
975,stecken::V,stikke,уваткнуць
976,brechen::V,brække,зламаць
977,klopfen::V,banke,стукаць
978,hauen::V,hugge,біць
979,kleben::V,klistre,клеіць
980,reiben::V,gnide,церці
981,streichen::V,smøre,намазаць
982,schleifen::V,slibe,тачыць
983,schneiden::V,skære,рэзаць
984,schneiden::V,klippe,рэзаць
985,rütteln::V,ruske,хістаць
986,schütteln::V,ryste,трэсці
987,schwenken::V,svinge,махаць
988,schütten::V,hælde,наліць
989,füllen::V,fylde,напоўніць
990,einwickeln::V,pakke ind,загарнуць
991,tragen::V,bære,несці
992,schleppen::V,slæbe,цягнуць
993,ziehen::V,trække,цягнуць
994,aufbewahren::V,opbevare,захоўваць
995,werfen::V,kaste,кідаць
996,fangen::V,fange,лавіць
997,packen::V,gribe,схапіць
998,packen::V,gribe,схваціць
999,verstecken::V,gemme,схаваць
1000,teilen::V,dele,раздзяліць
1001,schicken::V,sende,пасылаць
1002,bringen::V,bringe,прынесці
1003,hinzufügen::V,tilføje,дабавіць
1004,bekommen::V,få,дастаць
1005,erhalten::V,få,атрымаць
1006,nehmen::V,tage,ўзяць
1007,wählen::V,vælge,выбраць
1008,auswählen::V,udvælge,адабраць
1009,bewahren::V,bevare,захаваць
1010,behindern::V,hindre,перашкаджаць
1011,behindern::V,forhindre,перашкаджаць
1012,verderben::V,ødelægge,сапсаваць
1013,beschädigen::V,beskadige,пашкодзіць
1014,zerbrechen::V,brække itu,разбіць
1015,zerreißen::V,rive itu,разадраць
1016,zerstören::V,ødelægge,разбурыць
1017,verbrennen::V,brænde,спаліць
1018,geben::V,give,даць
1019,reichen::V,række,перадаць
1020,schenken::V,forære,дарыць
1021,versprechen::V,love,абяцаць
1022,wünschen::V,ønske,жадаць
1023,loben::V,rose,хваліць
1024,küssen::V,kysse,цалаваць
1025,wiegen::V,vugge,гушкаць
1026,wiegen::V,vugge,калыхаць
1027,zudecken::V,dække til,накрыць
1028,wecken::V,vække,пабудзіць
1029,zeigen::V,vise,паказаць
1030,führen::V,føre,весці
1031,lehren::V,lære,вучыць
1032,unterrichten::V,undervise,выкладаць
1033,aufziehen::V,opdrage,выхаваць
1034,leiten::V,lede,кіраваць
1035,antreiben::V,skynde på,падганяць
1036,lassen::V,få til at,прымусіць
1037,einladen::V,indbyde,запрасіць
1038,einladen::V,invitere,запрасіць
1039,vereinigen::V,forene,абʼяднаць
1040,besuchen::V,besøge,наведаць
1041,treffen::V,møde,сустрэць
1042,sich versammeln::V,forsamles,сабрацца
1043,spielen::V,lege,гуляць
1044,spielen::V,spille,гуляць
1045,singen::V,synge,пець
1046,singen::V,synge,спяваць
1047,tanzen::V,danse,танцаваць
1048,sich trennen::V,skilles,расстацца
1049,verlassen::V,forlade,пакінуць
1050,retten::V,redde,выратаваць
1051,bewachen::V,bevogte,ахоўваць
1052,schützen::V,skærme,уберагаць
1053,schützen::V,beskytte,уберагаць
1054,verteidigen::V,forsvare,абараніць
1055,sich schlagen::V,slås,біцца
1056,sich schlagen::V,slås,драцца
1057,schießen::V,skyde,страляць
1058,siegen::V,sejre,перамагчы
1059,ärgern::V,ærgre,злаваць
1060,schlagen::V,slå,ударыць
1061,treten::V,sparke,штурхаць
1062,stechen::V,stikke,укалоць
1063,stoßen::V,støde,папхнуць
1064,stehlen::V,stjæle,украсці
1065,stören::V,forstyrre,перашкодзіць
1066,belästigen::V,genere,дакучаць
1067,belästigen::V,ulejlige,дакучаць
1068,verbergen::V,skjule,скрыць
1069,verbergen::V,skjule,схаваць
1070,täuschen::V,villede,падмануць
1071,betrügen::V,bedrage,змахляваць
1072,töten::V,dræbe,забіць
1073,wohnen::V,bo,жыць
1074,arbeiten::V,arbejde,працаваць
1075,sammeln::V,samle,сабраць
1076,pflücken::V,plukke,зрываць
1077,jagen::V,jage,паляваць
1078,fischen::V,fiske,рыбачыць
1079,fassen::V,fange,злавіць
1080,hüten::V,vogte,пасвіць
1081,treiben::V,drive,гнаць
1082,anbinden::V,binde fast,прывязаць
1083,füttern::V,fodre,карміць
1084,melken::V,malke,даіць
1085,hacken::V,hakke,сячы
1086,gießen::V,hælde,паліць
1087,reifen::V,modne,паспець
1088,zubereiten::V,tilberede,зварыць
1089,zubereiten::V,tilberede,згатаваць
1090,kochen::V,koge,варыць
1091,backen::V,bage,пячы
1092,braten::V,stege,смажыць
1093,umrühren::V,røre om,перамяшаць
1094,stricken::V,strikke,вязаць
1095,nähen::V,sy,шыць
1096,färben::V,farve,пафарбаваць
1097,reinigen::V,rense,ачысціць
1098,reinigen::V,gøre ren,ачысціць
1099,waschen::V,vaske,мыць
1100,abwischen::V,tørre af,выцерці
1101,spülen::V,skylle,паласкаць
1102,fegen::V,feje,падмятаць
1103,kehren::V,feje,месці
1104,baden::V,bade,купацца
1105,sich waschen::V,vaske sig,мыцца
1106,ausziehen::V,tage af,зняць
1107,anziehen::V,tage på,надзець
1108,sich anziehen::V,klæde sig på,адзецца
1109,kämmen::V,rede,прычасаць
1110,kämmen::V,frisere,прычасаць
1111,schmücken::V,pynte,аздобіць
1112,schmücken::V,smykke,аздобіць
1113,sagen::V,sige,сказаць
1114,sprechen::V,snakke,гаварыць
1115,reden::V,tale,размаўляць
1116,reden::V,snakke,размаўляць
1117,sich unterhalten::V,snakke sammen,гутарыць
1118,fragen::V,spørge,спытаць
1119,bitten::V,bede,прасіць
1120,erzählen::V,berette,расказаць
1121,erzählen::V,fortælle,расказаць
1122,mitteilen::V,meddele,паведаміць
1123,nennen::V,nævne,назваць
1124,rufen::V,råbe,зваць
1125,prahlen::V,prale,хваліцца
1126,übersetzen::V,oversætte,перакласці
1127,denken::V,tænke,думаць
1128,glauben::V,tro,верыць
1129,bemerken::V,bemærke,заўважыць
1130,bemerken::V,lægge mærke til,заўважыць
1131,erkennen::V,genkende,пазнаць
1132,begreifen::V,begribe,спасцігнуць
1133,verstehen::V,forstå,пачуць
1134,lernen::V,lære,вучыцца
1135,wissen::V,vide,знаць
1136,sich erinnern an::V,mindes,памятаць
1137,sich erinnern an::V,huske på,памятаць
1138,vergessen::V,glemme,забыць
1139,messen::V,måle,мераць
1140,zählen::V,tælle,лічыць
1141,rechnen::V,regne,лічыць
1142,lesen::V,læse,чытаць
1143,malen::V,male,маляваць
1144,zeichnen::V,tegne,рысаваць
1145,schreiben::V,skrive,пісаць
1146,besitzen::V,eje,мець
1147,besitzen::V,besidde,мець
1148,kaufen::V,købe,купіць
1149,verkaufen::V,sælge,прадаць
1150,bezahlen::V,betale,заплаціць
1151,zahlen::V,betale,плаціць
1152,beherrschen::V,beherske,уладаць
1153,beherrschen::V,beherske,валодаць
1154,ertragen::V,tåle,выцерпець
1155,ertragen::V,udholde,выцерпець
1156,hinfallen::V,,упасці
