,Concept_ID,kk,zh
829,zwölf::NUM,он екі,十二
830,zwanzig::NUM,жиырма,二十
831,dreißig::NUM,отыз,三十
832,vierzig::NUM,қырық,四十
833,fünfzig::NUM,елу,五十
834,sechzig::NUM,алпыс,六十
835,siebzig::NUM,жетпіс,七十
836,achtzig::NUM,сексен,八十
837,neunzig::NUM,тоқсан,九十
838,hundert::NUM,жүз,百
839,tausend::NUM,мың,千
840,und::CNJ,та,和
841,oder::CNJ,әлде,或者
842,oder::CNJ,немесе,或者
843,stehen::V,тұру,站
844,sitzen::V,отыру,坐
845,liegen::V,жату,躺着
846,hängen::V,ілу,挂着
847,werden::V,болу,成为
848,werden::V,түрегелу,成为
849,passieren::V,болу,发生
850,beginnen::V,басталу,开始
851,enden::V,ада болу,终止
852,wechseln::V,құбылу,变迁
853,wechseln::V,өзгеру,变迁
854,aufgehen[Sonne]::V,шығу,升起
855,untergehen[Sonne]::V,батыру,下落
856,scheinen[Sonne]::V,жылтырау,照射
857,donnern::V,күркіреу,打雷
858,wehen::V,огып тур,飘扬
859,strömen::V,сорғалау,流
860,fließen::V,ағу,流动
861,sich drehen::V,айналу,转动
862,schwanken::V,толықсу,摇摆
863,schwingen::V,тербелу,摇
864,fallen::V,құлау,坠落
865,fallen::V,жығылу,坠落
866,fallen::V,төмендеу,坠落
867,brennen::V,жану,燃烧
868,rauchen::V,түтету,冒烟
869,regnen::V,жауу,下雨
870,gefrieren::V,мұздай қату,结冰
871,gefrieren::V,мұз боп қату,结冰
872,tauen::V,жібу,融化
873,schmelzen::V,еру,溶化
874,trocknen::V,курау,变干
875,sieden::V,қайнау,煮
876,faulen::V,иістену,腐烂
877,verfaulen::V,шіру,腐烂
878,reißen::V,жыртылу,撕
879,versinken::V,малтығу,下沉
880,vergehen::V,өту,流逝
881,erscheinen::V,көріну,出现
882,erscheinen::V,көрініп қалу,出现
883,verschwinden::V,ғайып_болу,消失
884,sinken::V,ылдилау,下降
885,sinken::V,төмендеу,下降
886,abnehmen::V,кемітілу,减少
887,zunehmen::V,көбею,增加
888,steigen::V,қобу,上升
889,steigen::V,көтерілу,上升
890,steigen::V,жоғарылау,上升
891,wachsen::V,өсу,生长
892,glänzen::V,жалтырау,发光
893,funkeln::V,жарқырау,闪烁
894,funkeln::V,нұрлану,闪烁
895,funkeln::V,жылтылдау,闪烁
896,lärmen::V,шулау,吵闹
897,lärmen::V,шуылдау,吵闹
898,läuten::V,қоңыраулату,响
899,klingeln::V,дыңғырлау,按铃
900,klirren::V,дыңылдату,
901,brausen::V,тасу,疾驶
902,rauschen::V,сусылдау,
903,rauschen::V,сыбдырлау,
904,klingen::V,дыбыс шығару,听起来
905,bellen::V,үру,吠
906,heulen::V,ұлу,嗥
907,blasen::V,үру,吹
908,pfeifen::V,ысқыру,吹口哨
909,schreien::V,шыңғыру,叫喊
910,schreien::V,айғайлау,叫喊
911,schreien::V,байбайлау,叫喊
912,schreien::V,бажалақтау,叫喊
913,stöhnen::V,ыңырсу,呻吟
914,stöhnen::V,ыңкылдау,呻吟
915,zittern::V,қалш,颤抖
916,zittern::V,қалшылдату,颤抖
917,leben::V,жасау,生存
918,leben::V,күнелту,生存
919,leben::V,күн көру,生存
920,leben::V,тіршілік ету,生存
921,geboren werden::V,туу,出生
922,atmen::V,дем алу,呼吸
923,atmen::V,ауа жұту,呼吸
924,trinken::V,ішу,喝
925,trinken::V,ұрттау,喝
926,essen::V,жеу,吃
927,essen::V,тамақтану,吃
928,schlucken::V,жұту,咽
929,müde werden::V,болдыру,疲倦
930,einschlafen::V,үйыктап калу,入睡
931,schlafen::V,ұйықтау,睡觉
932,aufwachen::V,ояну,睡醒
933,aufstehen::V,ояну,起床
934,sich erholen::V,тынығу,休养
935,krank werden::V,кеселдену,生病
936,krank werden::V,сырқаттану,生病
937,krank werden::V,ауырып қалу,生病
938,krank werden::V,ауыра бастау,生病
939,krank werden::V,кеселге ұшырау,生病
940,krank werden::V,сырқаттанып қалу,生病
941,krank sein::V,ауыру,生病
942,krank sein::V,сырқаттану,生病
943,schmerzen::V,ауырады,疼痛
944,husten::V,жөтелу,咳
945,genesen::V,айығу,痊愈
946,sterben::V,өлу,死
947,sterben::V,қайтыс,死
948,sterben::V,жантапсыру,死
949,umkommen::V,өлу,丧命
950,umkommen::V,қаза табу,丧命
951,sich bewegen::V,жылжу,移动
952,sich rühren::V,қыбырлау,动弹
953,sich erheben::V,тұру,站起
954,sich setzen::V,отыру,坐
955,hinfallen::V,жығылу,跌倒
956,laufen::V,жояу жүру,步行
957,schreiten::V,кадамдау,迈步
958,spazierengehen::V,қыдыру,散步
959,eilen::V,асығу,急忙
960,eilen::V,жеделдену,急忙
961,eilen::V,жедепдеу,急忙
962,sich beeilen::V,асығу,赶快
963,sich beeilen::V,жеделдену,赶快
964,sausen::V,заулау,疾驰
965,rennen::V,жүгіру,奔跑
966,springen::V,секіру,跳
967,klettern::V,өрмелеп шығу,攀缘
968,schaukeln::V,тербелу,荡秋千
969,kriechen::V,еңбектеу,爬行
970,schwimmen::V,жүзу,游泳
971,schwimmen::V,малту,游泳
972,schwimmen::V,қалықтау,游泳
973,tauchen::V,сүңгу,潜水
974,rudern::V,есу,划船
975,fahren::V,бару,行驶
976,fliegen::V,ұшу,飞
977,gehen::V,бару,走
978,weggehen::V,кету,离去
979,abfahren::V,жөнелу,出发
980,anhalten::V,тоқтау,停住
981,hineingehen::V,кіру,进去
982,eintreten::V,ену,进入
983,kommen::V,жету,来
984,ankommen::V,келу,到达
985,zurückkommen::V,қайту,回来
986,bleiben::V,қалу,停留
987,warten::V,тосу,等
988,erwarten::V,күту,等候
989,suchen::V,іздеу,找
990,finden::V,табу,找到
991,versuchen::V,талпыну,尝试
992,vorbereiten::V,әзірлеу,预备
993,lieben::V,сүю,爱
994,mögen::V,жарату,喜欢
995,mögen::V,жақсы_көру,喜欢
996,lachen::V,күлу,笑
997,lachen::V,күлісу,笑
998,rühren::V,көңілін бұзу,
999,weinen::V,жылау,哭
1000,schimpfen::V,ақырып-бақыру,骂
1001,sich ärgern::V,ашулану,生气
1002,sich fürchten::V,сескену,害怕
1003,fürchten::V,қауіптену,害怕
1004,fürchten::V,сақсыну,害怕
1005,fliehen::V,қашу,逃走
1006,fliehen::V,қашып кету,逃走
1007,flüchten::V,қашу,逃跑
1008,flüchten::V,қашып кету,逃跑
1009,sehen::V,көру,看
1010,anschauen::V,назар салу,注视
1011,ansehen::V,тамашалау,注视
1012,hören::V,есту,听
1013,zuhören::V,тыңдау,倾听
1014,zuhören::V,құлақ қою,倾听
1015,probieren::V,тату,尝
1016,probieren::V,дәм тату,尝
1017,riechen::V,иіскеу,闻
1018,fühlen::V,сезу,感到
1019,fühlen::V,сезіну,感到
1020,scheinen::V,болып көріну,照耀
1021,zu sehen sein::V,көріну,可以看到
1022,vernehmen::V,есту,审讯
1023,vernehmen::V,есітіп қалу,审讯
1024,frieren::V,тоңу,觉得冷
1025,frieren::V,жаурау,觉得冷
1026,tun::V,ету,作
1027,tun::V,істеу,作
1028,können::V,білу,能
1029,wollen::V,қалау,要
1030,anfangen::V,бастау,开始
1031,beenden::V,бітіру,结束
1032,beenden::V,адақтау,结束
1033,beenden::V,тамамдау,结束
1034,beenden::V,аяқтап шығу,结束
1035,aufhören::V,доғару,停止
1036,gelingen::V,жолы түсу,成功
1037,geraten::V,калу,陷于
1038,öffnen::V,ашу,打开
1039,öffnen::V,ашып қою,打开
1040,schließen::V,жабу,关
1041,stellen::V,қою,放
1042,stellen::V,қойдыру,放
1043,setzen::V,отырғызу,放
1044,legen::V,салу,摆
1045,legen::V,калау,摆
1046,berühren::V,тию,触
1047,verbinden::V,байлап алу,联结
1048,verbinden::V,сабақтастыру,联结
1049,bedecken::V,бүркеу,覆盖
1050,aufhängen::V,ілу,挂
1051,aufhängen::V,асып қою,挂
1052,anzünden::V,тұтату,点
1053,aufheben::V,көтеру,拾起
1054,zurücklassen::V,қалдыру,遗留
1055,verlieren::V,жоғалту,丧失
1056,fallen lassen::V,құлатып алу,让掉下
1057,fallen lassen::V,қолдан түсіріп алу,让掉下
1058,machen::V,ету,做
1059,machen::V,жасау,做
1060,machen::V,жасап шығару,做
1061,herstellen::V,жасап шығару,生产
1062,bauen::V,тұрғызу,建造
1063,reparieren::V,оңдау,修理
1064,verbessern::V,дұрыстау,改进
1065,ändern::V,өзгерту,改变
1066,graben::V,үңгу,挖
1067,beugen::V,буғу,弯下
1068,biegen::V,ию,弯
1069,biegen::V,майыстыру,弯
1070,drehen::V,айналдыру,转动
1071,wenden::V,екінші жағын айналдыру,转动
1072,umdrehen::V,бұру,转动
1073,heben::V,көтеру,举起
1074,hochheben::V,жоғарылату,抬高
1075,hochheben::V,көтеру,抬高
1076,ergreifen::V,бас_салу,抓住
1077,ergreifen::V,шап_беріп_ұстап_алу,抓住
1078,ergreifen::V,шап_беру,抓住
1079,ergreifen::V,шап_ете_түсу,抓住
1080,halten::V,тұту,拿着
1081,halten::V,ұстау,拿着
1082,drücken::V,басу,压
1083,schieben::V,итеру,推
1084,kratzen::V,қыру,搔
1085,lecken::V,жалау,舔
1086,beißen::V,қабу,咬
1087,beißen::V,тістеу,咬
1088,beißen::V,қауып алу,咬
1089,abreißen::V,үзу,撕下
1090,abschneiden::V,қырқу,切断
1091,binden::V,байланыстыру,捆
1092,binden::V,байлап_алу,捆
1093,binden::V,байластыру,捆
1094,binden::V,байлау,捆
1095,binden::V,буу,捆
1096,binden::V,матау,捆
1097,binden::V,сабақтастыру,捆
1098,binden::V,ұштастыру,捆
1099,stecken::V,сұғу,插
1100,brechen::V,сындыру,断裂
1101,klopfen::V,қағу,敲
1102,hauen::V,соғу,揍
1103,kleben::V,желімдеу,粘
1104,reiben::V,үйкеу,摩擦
1105,streichen::V,сүйкеу,涂
1106,schleifen::V,егеу,拖曳
1107,schleifen::V,қайрау,拖曳
1108,schleifen::V,егеулеу,拖曳
1109,schneiden::V,кесу,切
1110,rütteln::V,қозғау,颠簸
1111,rütteln::V,жұлмалау,颠簸
1112,schütteln::V,дірілдету,摇动
1113,schütteln::V,селкілдету,摇动
1114,schwenken::V,бұлғау,摇动
1115,schwenken::V,сермеу,摇动
1116,schütten::V,құю,倒
1117,füllen::V,толтыру,填满
1118,einwickeln::V,орау,包
1119,tragen::V,алып жүру,提
1120,schleppen::V,тарту,扛
1121,ziehen::V,тарту,拉
1122,aufbewahren::V,сақтау,保存
1123,werfen::V,лақтыру,扔
1124,fangen::V,қармау,捕捉
1125,fangen::V,қағып алу,捕捉
1126,packen::V,шап беру,抓住
1127,packen::V,шап ете түсу,抓住
1128,packen::V,шап беріп ұстап алу,抓住
1129,verstecken::V,тығу,藏
1130,verstecken::V,жасыру,藏
1131,teilen::V,бөлу,分
1132,schicken::V,жіберу,派遣
1133,bringen::V,әкелу,带来
1134,bringen::V,алып келу,带来
1135,hinzufügen::V,қосу,添加
1136,hinzufügen::V,үстеу,添加
1137,bekommen::V,алу,得到
1138,erhalten::V,алмақ,接到
1139,nehmen::V,алу,拿
1140,nehmen::V,алмақ,拿
1141,wählen::V,таңдау,挑选
1142,auswählen::V,екшеу,选择
1143,auswählen::V,саралау,选择
1144,auswählen::V,сұрыптау,选择
1145,auswählen::V,сайлап алу,选择
1146,bewahren::V,сақтау,保持
1147,behindern::V,оралғы болу,防碍
1148,verderben::V,бүлдіру,败坏
1149,beschädigen::V,бұзу,损坏
1150,zerbrechen::V,уату,破碎
1151,zerreißen::V,жырту,撕碎
1152,zerstören::V,қирату,毁坏
1153,zerstören::V,талқандау,毁坏
1154,verbrennen::V,өртеу,燃烧
1155,verbrennen::V,жандыру,燃烧
1156,verbrennen::V,өртеп жіберу,燃烧
1157,verbrennen::V,жандырып жіберу,燃烧
1158,geben::V,беру,给
1159,reichen::V,беру,递给
1160,schenken::V,тарту,赠送
1161,versprechen::V,уәде беру,许诺
1162,wünschen::V,тілеу,祝
1163,loben::V,мақтау,表扬
1164,loben::V,дәріптеу,表扬
1165,küssen::V,сүю,亲
1166,wiegen::V,тербеу,轻摇
1167,zudecken::V,бүркеу,盖上
1168,wecken::V,ояту,唤起
1169,zeigen::V,көрсету,指
1170,führen::V,ерту,带领
1171,führen::V,жетектеу,带领
1172,lehren::V,оқыту,教
1173,unterrichten::V,оқыту,讲课
1174,aufziehen::V,бағу,抚养
1175,leiten::V,басқару,领导
1176,leiten::V,жетекшілік ету,领导
1177,antreiben::V,асықтыру,催促
1178,lassen::V,-ткізу,让
1179,lassen::V,мәжбүр ету,让
1180,einladen::V,шақыру,邀请
1181,vereinigen::V,біріктіру,统一
1182,vereinigen::V,біріктіріп қою,统一
1183,besuchen::V,кіріп шығу,参观
1184,besuchen::V,барып шығу,参观
1185,treffen::V,кездесу,会面
1186,sich versammeln::V,топталу,聚集
1187,spielen::V,ойнау,玩
1188,singen::V,сайрау,唱歌
1189,tanzen::V,билеу,跳舞
1190,sich trennen::V,айрылысу,分别
1191,verlassen::V,тастау,离开
1192,retten::V,құтқару,救
1193,bewachen::V,күзету,守卫
1194,schützen::V,жақтау,保护
1195,schützen::V,жақтасу,保护
1196,verteidigen::V,қорғау,保卫
1197,sich schlagen::V,алысу,打架
1198,schießen::V,ату,射击
1199,siegen::V,жеңу,获胜
1200,ärgern::V,ашуландыру,激怒
1201,schlagen::V,ұру,打
1202,treten::V,тебу,踢
1203,stechen::V,шаншу,刺
1204,stoßen::V,түрту,撞
1205,stehlen::V,ұрлау,盗窃
1206,stören::V,кесірлен,干扰
1207,belästigen::V,мазасын алу,打搅
1208,verbergen::V,сездірмеу,隐藏
1209,täuschen::V,жалған айту,欺骗
1210,betrügen::V,алдау,欺骗
1211,betrügen::V,алдап кету,欺骗
1212,betrügen::V,ақымақ қылу,欺骗
1213,töten::V,құрту,杀
1214,töten::V,өлтіру,杀
1215,wohnen::V,мекендеу,居住
1216,wohnen::V,өмір сүру,居住
1217,arbeiten::V,істеу,工作
1218,arbeiten::V,еңбектену,工作
1219,sammeln::V,жыю,收集
1220,pflücken::V,жұлу,采
1221,jagen::V,аулау,打猎
1222,fischen::V,балык_аулау,捕鱼
1223,fassen::V,ұстау,捉住
1224,hüten::V,жаю,守护
1225,hüten::V,бағу,守护
1226,treiben::V,айдау,漂
1227,anbinden::V,байлау,拴
1228,füttern::V,ас ішкізу,喂
1229,füttern::V,азықтандыру,喂
1230,füttern::V,қоректендіру,喂
1231,melken::V,сауу,挤奶
1232,hacken::V,турау,剁细
1233,gießen::V,суару,浇
1234,reifen::V,жетілу,成熟
1235,zubereiten::V,даяр ету,
1236,kochen::V,асу,煮
1237,backen::V,пісіру,烤
1238,braten::V,қуыру,煎
1239,umrühren::V,былғалау,搅拌
1240,umrühren::V,сапырылыстыру,搅拌
1241,stricken::V,торлау,织
1242,stricken::V,тоқу,织
1243,nähen::V,тігу,缝
1244,färben::V,бояу,染色
1245,färben::V,сырлау,染色
1246,reinigen::V,аршу,清洁
1247,reinigen::V,тазалау,清洁
1248,waschen::V,жуу,洗
1249,abwischen::V,сүрту,擦掉
1250,spülen::V,шаю,清洗
1251,fegen::V,сыпыру,扫
1252,kehren::V,сыпыру,打扫
1253,baden::V,шомылу,给...洗澡
1254,sich waschen::V,жуыну,洗澡
1255,ausziehen::V,шешу,脱
1256,anziehen::V,кигізу,穿
1257,sich anziehen::V,киіну,穿衣
1258,kämmen::V,тарау,梳
1259,schmücken::V,әсемдеу,装饰
1260,schmücken::V,мәнерлеу,装饰
1261,schmücken::V,көріктендіру,装饰
1262,sagen::V,деу,说
1263,sagen::V,айту,说
1264,sprechen::V,деу,说
1265,sprechen::V,айту,说
1266,reden::V,сөйлеу,讲
1267,reden::V,сөйлесу,讲
1268,reden::V,тіл қатысу,讲
1269,sich unterhalten::V,сұхбаттасу,聊天
1270,fragen::V,сұрау,问
1271,bitten::V,өтіну,请
1272,bitten::V,жалыну,请
1273,erzählen::V,айту,叙述
1274,mitteilen::V,білдіру,通知
1275,nennen::V,атау,叫做
1276,rufen::V,шақыру,叫
1277,prahlen::V,бөсу,吹牛
1278,übersetzen::V,аудару,翻译
1279,denken::V,ойлау,想
1280,glauben::V,нану,以为
1281,glauben::V,илану,以为
1282,bemerken::V,аңғару,发觉
1283,erkennen::V,тану,识别
1284,begreifen::V,ұғу,理解
1285,begreifen::V,аңғарып алу,理解
1286,verstehen::V,пайым,明白
1287,verstehen::V,түсіну,明白
1288,lernen::V,оқу,学
1289,wissen::V,хабардар болу,知道
1290,sich erinnern an::V,еске түсіру,回忆
1291,vergessen::V,ұмыту,忘记
1292,messen::V,өлшеу,测量
1293,zählen::V,санау,数
1294,rechnen::V,санап шығару,计算
1295,rechnen::V,санап шығу,计算
1296,rechnen::V,санау,计算
1297,lesen::V,оқу,读
1298,malen::V,сурет салу,画
1299,zeichnen::V,сурет салу,绘制
1300,schreiben::V,жазу,写
1301,besitzen::V,болу,占有
1302,kaufen::V,алу,买
1303,kaufen::V,әперу,买
1304,verkaufen::V,сату,卖
1305,bezahlen::V,төлеу,付钱
1306,bezahlen::V,ақы беру,付钱
1307,bezahlen::V,ақы төлеу,付钱
1308,zahlen::V,төлеу,支付
1309,beherrschen::V,билеу,统治
1310,ertragen::V,төзу,忍耐
1311,ertragen::V,шыдау,忍耐
