,Concept_ID,bn,ka
650,krank::A,অসুস্থ,ავადმყოფი
651,nackt::A,উলঙ্গ,ტიტველი
652,traurig::A,দুঃখিত,მწუხარე
653,traurig::A,দুঃখিত,სევდიანი
654,lebendig::A,জীবিত,ცოცხალი
655,gut::A,ভালো,კარგი
656,schlecht::A,মন্দ,უხეირო
657,richtig::A,ঠিক,ნამდვილი
658,schlimm::A,কদর্য,ცუდი
659,wahr::A,বাস্তব,სწორი
660,wahr::A,বাস্তব,ჭეშმარიტი
661,alt::A,পুরাতন,ძველი
662,neu::A,নব,ახალი
663,neu::A,নূতন,ახალი
664,ehemalig::A,পূর্বকালীন,ყოფილი
665,alt[Lebewesen]::A,বৃদ্ধ,ბებერი
666,jung::A,তরুণ,ნორჩი
667,jung::A,তরুণ,ახალგაზრდა
668,arm::A,ক্ষুদ্র,ღარიბი
669,reich::A,ধনবান্,მდიდარი
670,bekannt::A,সুপরিচিত,ცნობილი
671,berühmt::A,বিখ্যাত,გამოჩენილი
672,fremd::A,বিদেশি,უცხო
673,fremd::A,বিদেশি,გარეშე
674,verschieden::A,বিসদৃশ,სხვაგვარი
675,nah::A,নিকটবতী,ახლო
676,fern::A,দুরবতী,შორი
677,fern::A,দুরবতী,შორეული
678,linker::A,বাম,მარცხენა
679,rechter::A,ডান,მარჯვენა
680,rechter::A,ডাইন,მარჯვენა
681,anderer::A,অন্যতর,სხვა
682,erster::A,প্রথম,პირველი
683,zweiter::A,দ্বিতীয়,მეორე
684,dritter::A,তৃতীয়,მესამე
685,letzter::A,সর্বশেষ,ბოლო
686,letzter::A,সর্বশেষ,უკანასკნელი
687,allein::ADV,একক,მარტო
688,auf einmal::ADV,জলদি,ერთდროულად
689,zusammen::ADV,একসঙ্গে,ერთად
690,lange::ADV,লম্বা,დიდხანს
691,plötzlich::ADV,হঠাৎ,მოულოდნელად
692,sofort::ADV,মুহ্ণর্তমধ্যে,ახლავე
693,später::ADV,পশ্চাতে,მოგვიანებით
694,jetzt::ADV,এখন,ახლა
695,heute::ADV,আজ,დღეს
696,morgen::ADV,আগামিকাল,ხვალ
697,bald::ADV,অস্পকালমধ্যে,მალე
698,dann::ADV,তখন,მერე
699,gestern::ADV,গতকাল,გუშინ
700,einst::ADV,একবার মাত্র,ოდესღაც
701,damals::ADV,তখন,მაშინ
702,danach::ADV,পরে,მერმე
703,danach::ADV,পরে,შემდეგ
704,vorher::ADV,আগে,ადრე
705,vorher::ADV,আগে,წინათ
706,zuerst::ADV,আগে,ჯერ
707,einmal::ADV,একবার,ერთხელ
708,manchmal::ADV,কখনও কখনও,ხან
709,manchmal::ADV,কখনও কখনও,ზოგჯერ
710,oft::ADV,ঘনঘন,ხშირად
711,immer::ADV,সর্বদা,მუდამ
712,immer::ADV,সর্বদা,ყოველთვის
713,niemals::ADV,কখলও নহে,არასდროს
714,hier::ADV,এখানে,აქ
715,hierhin::ADV,এখানে,აქეთ
716,von hier::ADV,ত্রই স্তান হইতে,აქედან
717,dort::ADV,ওখানে,იქ
718,dorthin::ADV,ওখানে,იქით
719,geradeaus::ADV,অগ্রগামী,პირდაპირ
720,vorwärts::ADV,সন্মুখিকে,წინ
721,rückwärts::ADV,খিরিয়া,უკან
722,zurück::ADV,পিঠ,უკანვე
723,unten::ADV,নীচে,დაბლა
724,unten::ADV,নীচে,ქვევით
725,hinab::ADV,নিম্নগামী,ძირს
726,oben::ADV,উপরে,ზემოთ
727,hinauf::ADV,উচ্চতর অংশে,ზევით
728,überall::ADV,সর্বত্র,ყველგან
729,nicht::ADV,না,არ
730,ein wenig::ADV,অল্প,ცოტა
731,kaum::ADV,কষ্টসহকাবে,ძლივს
732,sehr::ADV,খুব,მეტად
733,sehr::ADV,খুব,ძალიან
734,so::ADV,তত,ისე
735,noch::ADV,এখন পর্যস্ত,ჯერ
736,nur::ADV,শুধু,მხოლოდ
737,schon::ADV,ইতঃপুর্বে,უკვე
738,wieder::ADV,আবার,ისევ
739,wieder::ADV,আবার,კიდევ
740,vergebens::ADV,বিফলে,ამაოდ
741,vergebens::ADV,বিফলে,ტყუილად
742,vor::PRP,সম্মুখে,წინ
743,hinter::PRP,পশ্চাতে,უკან
744,hinter::PRP,পশ্চাতে,მიღმა
745,unter::PRP,নীচে,ქვეშ
746,unter::PRP,নীচে,ქვევით
747,durch::PRP,দ্বারা,გავლით
748,neben::PRP,কাছে,გვერდით
749,zwischen::PRP,মধ্যে,შუა
750,zwischen::PRP,মধ্যে,შორის
751,wegen::PRP,জন্য,გამო
752,wegen::PRP,জন্য,შედეგად
753,dies::PRN,এটা,ეს
754,das::PRN,ওটা,ეგ
755,alles::PRN,সব,ყველაფერი
756,ich::PRN,আমি,მე
757,du::PRN,তুমি,შენ
758,er::PRN,উনি,ის
759,er::PRN,উনি,იგი
760,wir::PRN,আমরা,ჩვენ
761,ihr::PRN,তোমরা,თქვენ
762,sie::PRN,তারা,ისინი
763,was::FPRN,কি,რა
764,wer::FPRN,কে,ვინ
765,wo::FADV,কোথায়,სად
766,wohin::FADV,কোথায়,საით
767,wie::FADV,কেমন,როგორ
768,warum::FADV,কেন,რაზე
769,warum::FADV,কেন,რატომ
770,wieviel::FNUM,কত,რამდენი
771,eins::NUM,অক,ერთი
772,zwei::NUM,দুই,ორი
773,drei::NUM,তিন,სამი
774,vier::NUM,চার,ოთხი
775,fünf::NUM,পাঁচ,ხუთი
776,sechs::NUM,ছয়,ექვსი
777,sieben::NUM,সাত,შვიდი
778,acht::NUM,আট,რვა
779,neun::NUM,নয়,ცხრა
780,zehn::NUM,দশ,ათი
781,elf::NUM,এগারো,თერთმეტი
782,zwölf::NUM,দ্বাদশ,თორმეტი
783,zwanzig::NUM,বিশ,ოცი
784,dreißig::NUM,ত্রিশ,ოცდაათი
785,vierzig::NUM,চল্লিশ,ორმოცი
786,fünfzig::NUM,পঞ্চাশ,ორმოცდაათი
787,sechzig::NUM,ষাট,სამოცი
788,siebzig::NUM,সত্তর,სამოცდაათი
789,achtzig::NUM,আশি,ოთხმოცი
790,neunzig::NUM,নব্বুই,ოთხმოცდაათი
791,hundert::NUM,শত,ასი
792,tausend::NUM,হাজার,ათასი
793,und::CNJ,আর,და
794,und::CNJ,এবং,და
795,oder::CNJ,বা,ან
796,stehen::V,দাঁড়ানো,დგას
797,sitzen::V,বসা,ზის
798,liegen::V,শোয়া,აწევს
799,hängen::V,ঝোলা,კიდია
800,werden::V,হইয়া উঠা,გახდება
801,passieren::V,ঘটা,მოხდება
802,beginnen::V,আরম্ভ হওয়া,იწყება
803,enden::V,শেষ হওয়া,გათავდება
804,wechseln::V,রূপাস্তর করা,იცვლება
805,aufgehen[Sonne]::V,উদিত হওয়া,ამოდის
806,untergehen[Sonne]::V,অস্ত যাওয়া,ჩადის
807,scheinen[Sonne]::V,আলো দেওয়া,ანათებს
808,donnern::V,বজ্রধ্বনি করা,ქუხს
809,wehen::V,প্রবাহিত হওয়া,ქრის
810,wehen::V,প্রবাহিত হওয়া,დაუბერავს
811,strömen::V,প্রবাহিত হওয়া,იღვრება
812,fließen::V,ছুটা,დის
813,fließen::V,ছুটা,მიედინება
814,sich drehen::V,পাক খাওয়া,ტრიალებს
815,schwanken::V,দোলা,ირხევა
816,schwingen::V,দোলা,ირხევა
817,fallen::V,পড়া,დავარდება
818,brennen::V,সেঁকা,იწვის
819,rauchen::V,ধোঁয়া ছড়ান,ბოლავს
820,rauchen::V,ধোঁয়া ছড়ান,აბოლებს
821,regnen::V,বর্ষণ_করা,წვიმს
822,gefrieren::V,হিমায়িত হওয়া,იყინება
823,tauen::V,গলা,დნება
824,schmelzen::V,গলা,დნება
825,trocknen::V,শুষ্ক করা,გაშრება
826,sieden::V,ফোঁড়া,დუღს
827,faulen::V,ক্ষয় হওয়া,ლპება
828,verfaulen::V,ক্ষয় হওয়া ,ლპება
829,reißen::V,ছিঁড়া,დაიხევა
830,versinken::V,ডুবা,ეფლობა
831,versinken::V,ডুবা,ჩაიძირება
832,vergehen::V,যাওয়া,გადის
833,erscheinen::V,আসা,გამოჩნდება
834,verschwinden::V,অদৃশ্য হওয়া,გააქრება
835,verschwinden::V,অদৃশ্য হওয়া,დაიკარგება
836,sinken::V,হ্রাস হওয়া,დაიწევს
837,abnehmen::V,হ্রাস হওয়া,შემცირდება
838,zunehmen::V,বৃদ্ধি পাওয়া,გასუქდება
839,steigen::V,ওঠা,მოიმატებს
840,wachsen::V,বড় হওয়া,იზრდება
841,wachsen::V,বড় হওয়া,მრავლდება
842,glänzen::V,জ্বলা,ბრწყინავს
843,funkeln::V,জ্বল্জ্বল করা,კაშკაშებს
844,läuten::V,রুসুঝুসু করা,დარეკავს
845,klingeln::V,বাজা,დარეკავს
846,klirren::V,টুংটাং-শব্দ করা,დააწკარუნებს
847,brausen::V,গর্জন করা,ბობოქრობს
848,rauschen::V,মর্মরধ্বনি করা,შრიალებს
849,klingen::V,শব্দ করা,ხმას გამოსცემს
850,bellen::V,ঘেউ ঘেউ করা,უყეფს
851,heulen::V,গর্জন করা,ღმუის
852,blasen::V,ফুঁ দেওয়া,დაუბერავს
853,pfeifen::V,শিস্ দেওয়া,უსტვენს
854,schreien::V,চিৎকার করা,ყვირის
855,stöhnen::V,গোঁ-গো করা,კვნესის
856,zittern::V,কাঁপা,აძაგძაგებს
857,leben::V,বাঁচা,ცოცხლობს
858,geboren werden::V,জন্মানো,იშვება
859,geboren werden::V,জন্মানো,იბადება
860,atmen::V,শ্বাস ফেলা,სუნთქავს
861,trinken::V,পান করা,სვამს
862,trinken::V,পান করা,დალევს
863,essen::V,ভক্ষণ করা,შეჭამს
864,schlucken::V,গেলা,ყლაპავს
865,müde werden::V,পরিশ্রান্ত হওয়া,დაიქანცება
866,einschlafen::V,নিদ্রামগ্ন হওয়া,დაიძინებს
867,schlafen::V,নিদ্রা যাওয়া,სძინავს
868,aufwachen::V,জাগা,გაიღვიძებს
869,aufstehen::V,জাগা,ადგება
870,sich erholen::V,আরাম করা,დაისვენებს
871,krank werden::V,অসুস্থ হত্তয়া,ავად გახდება
872,krank sein::V,রূগ্ণ হত্তয়া,ავადმყოფობს
873,schmerzen::V,কন্কন করা,სტკივა
874,husten::V,কাশা,ახველებს
875,genesen::V,আরোগ্য হওয়া,მორჩება
876,sterben::V,মারা যাওয়া,კვდება
877,umkommen::V,মারা যাওয়া,დაიღუპება
878,sich bewegen::V,চলা,იძვრის
879,sich bewegen::V,চলা,მოძრაობს
880,sich rühren::V,নড়া,გაინძრევა
881,sich erheben::V,উদিত হওয়া,ადგება
882,sich setzen::V,বসা,დაჯდება
883,hinfallen::V,পড়া,დაეცემა
884,laufen::V,হাঁটা,დადის
885,schreiten::V,হাঁটা,აბიჯებს
886,spazierengehen::V,পায়চারি করা,დასეირნობს
887,eilen::V,ত্বরাম্বিত করা,მიიჩქარის
888,sich beeilen::V,ত্বরাম্বিত করা,აჩქარდება
889,sausen::V,ধেয়ে যাওয়া,მიქრის
890,rennen::V,চলা,დარბის
891,springen::V,লাফানো,ხტის
892,klettern::V,আরোহণ করা,ძვრება
893,schaukeln::V,দোলা,ქანაობს
894,kriechen::V,হামাগুড়ি দেওয়া,დაბობღავს
895,schwimmen::V,সাঁতার কাটা,ცურავს
896,tauchen::V,ডোবা,ჩაიძირება
897,rudern::V,দাঁড় টানা,ნიჩაბს უსვამს
898,fahren::V,চালান,დადის
899,fahren::V,চালান,მგზავრობს
900,fliegen::V,ওড়া,იფრენს
901,fliegen::V,ওড়া,გაფრინდება
902,gehen::V,যাওয়া,მიდის
903,weggehen::V,প্রস্থান করা,წამოდის
904,abfahren::V,প্রস্থান করা,მიემგზავრება
905,anhalten::V,থামা,ჩერდება
906,hineingehen::V,ঢোকা,შედის
907,eintreten::V,ঢোকা,შედის
908,kommen::V,আসা,მოდის
909,ankommen::V,আসা,ჩადის
910,zurückkommen::V,ফিরা,დაბრუნდება
911,bleiben::V,থাকা,დარჩება
912,warten::V,অপেক্ষা করা,ელოდება
913,erwarten::V,অপেক্ষা করা,ელის
914,erwarten::V,অপেক্ষা করা,დაიცდის
915,suchen::V,খোঁজ করা,ეძებს
916,suchen::V,খোঁজ করা,მოძებნის
917,finden::V,পাওয়া,მიაგნებს
918,finden::V,পাওয়া,გამოძებნის
919,versuchen::V,পরখ করা,ცდის
920,versuchen::V,পরখ করা,ცდილობს
921,vorbereiten::V,প্রস্তুত করা,მოამზადებს
922,lieben::V,ভালবাসা,უყვარს
923,mögen::V,পছন্দ করা,ეტრფის
924,lachen::V,হাসা,იცინის
925,rühren::V,হৃদয়ম্পর্শ করা,გულს აუჩუყებს
926,weinen::V,কাঁদা,ტირის
927,schimpfen::V,নালিশ করা,შეიგინება
928,sich ärgern::V,রাগ হত্তয়া,გაბრაზობს
929,sich fürchten::V,ভয় করা,შიშობს
930,fürchten::V,ডরা,ფრთხილობს
931,fliehen::V,পালানো,გაიქცევა
932,flüchten::V,পালানো,გაიქცევა
933,sehen::V,দেখা,ხედავს
934,anschauen::V,দেখা,ნახავს
935,ansehen::V,দেখা,უყურებს
936,hören::V,শোনা,ისმენს
937,zuhören::V,শোনা,მოისმენს
938,probieren::V,পরখ করা,გასინჯავს
939,riechen::V,শুঁকা,ყნოსავს
940,fühlen::V,অনুভব করা,გრძნობს
941,scheinen::V,মনে হত্তয়া,ეჩვენება
942,zu sehen sein::V,দেখা দেত্তয়া,მოჩანს
943,vernehmen::V,শোনা,გაიგებს
944,frieren::V,শীত লাগা,იყინება
945,tun::V,করা,აკეთებს
946,können::V,পারা,შეიძლება
947,wollen::V,ইচ্ছা করা,უნდა
948,anfangen::V,আরম্ভ করা,დაიწყებს
949,beenden::V,শেষ করা,ამთავრებს
950,aufhören::V,থামা,შეწყვეტს
951,gelingen::V,সিদ্ধিলাভ করা,მოახერხებს
952,geraten::V,পরিণত হত্তয়া,გამოდის
953,öffnen::V,খোলা,გახსნის
954,schließen::V,বন্ধ করা,ხურავს
955,schließen::V,বন্ধ করা,დაკეტავს
956,stellen::V,স্থাপন করা,დადგამს
957,setzen::V,স্থাপন করা,დასვამს
958,legen::V,স্থাপন করা,დადებს
959,berühren::V,স্পর্শ করা,შეახებს
960,berühren::V,স্পর্শ করা,მიაკარებს
961,verbinden::V,সংযুক্ত করা,შეაერთებს
962,bedecken::V,ঢাকা,გადააფარებს
963,aufhängen::V,ঝুলানো,დაკიდებს
964,anzünden::V,জ্বালান,დაანთებს
965,anzünden::V,জ্বালান,მოუკიდებს
966,aufheben::V,কুড়াইয়া তোলা,აიღებს
967,aufheben::V,কুড়াইয়া তোলা,აიყვანს
968,zurücklassen::V,পরিত্যাগ করা,დატოვებს
969,verlieren::V,হারান,დაკარგავს
970,fallen lassen::V,ফেলা,გაუვარდება
971,machen::V,গঠন করা,გააკეთებს
972,machen::V,গঠন করা,გამოიწვევს
973,herstellen::V,সৃষ্টি করা,დაამზადებს
974,bauen::V,নির্মাণ করা,ააშენებს
975,reparieren::V,মেরামত করা,შეაკეთებს
976,reparieren::V,মেরামত করা,გაარემონტებს
977,verbessern::V,উন্নতিলাভ করা,გამოაკეთებს
978,verbessern::V,উন্নতিলাভ করা,გააუმჯობესებს
979,ändern::V,পরিবর্তিত করা,შეცვლის
980,graben::V,খনন করা,თხრის
981,beugen::V,নোয়া,ხრის
982,biegen::V,নোয়া,გაღუნავს
983,drehen::V,ঘোরান,ატრიალებს
984,wenden::V,উলটাইয়া দেত্তয়া,მოაბრუნებს
985,umdrehen::V,উলটানো,შეატრიალებს
986,heben::V,উত্তোলন করা,ასწევს
987,hochheben::V,উঁচু করা,აიყვანს
988,ergreifen::V,দখল করা,სტაცებს
989,halten::V,ধরা,უჭირავს
990,drücken::V,টেপা,დააწვება
991,schieben::V,ঠেলা,მისწევს
992,kratzen::V,চাঁচা,მოფხანს
993,lecken::V,চাটা,ლოკავს
994,beißen::V,দংশন করা,უკბენს
995,abreißen::V,বিচ্ছিন্ন করা,გლეჯს
996,abreißen::V,বিচ্ছিন্ন করা,მოწყვეტს
997,abschneiden::V,বিচ্ছিন্ন করা,გაჭრის
998,binden::V,বন্ধন করা,შეკრავს
999,binden::V,বন্ধন করা,გადააბამს
1000,stecken::V,বিদ্ধ করা,ჩაასობს
1001,brechen::V,ভাঙা,მოიტეხს
1002,klopfen::V,আঘাত করা,აკაკუნებს
1003,hauen::V,আঘাত করা,ლეწავს
1004,kleben::V,সাঁটা,წებავს
1005,kleben::V,সাঁটা,დააწებებს
1006,reiben::V,ঘষা,დაზელს
1007,streichen::V,ছড়াইয়া,უსვამს
1008,schleifen::V,ধার দেওয়া,ლესავს
1009,schneiden::V,কাটা,გაჭრის
1010,rütteln::V,নাড়ান,არხევს
1011,schütteln::V,নড়া,არყევს
1012,schütteln::V,নড়া,ანძრევს
1013,schwenken::V,দোলা,აქნევს
1014,schütten::V,বর্ষণ করা,ღვრის
1015,schütten::V,বর্ষণ করা,დააქცევს
1016,füllen::V,পরিপূর্ণ করা,გაავსებს
1017,einwickeln::V,মুড়া,შეახვევს
1018,tragen::V,বহন করা,მიიტანს
1019,schleppen::V,টানা,მიათრევს
1020,ziehen::V,টানা,წევს
1021,ziehen::V,টানা,ათრევს
1022,aufbewahren::V,রাখা,შეინახავს
1023,werfen::V,ছুড়া,ისვრის
1024,fangen::V,লোফা,დაიჭერს
1025,packen::V,ধরা,სტაცებს
1026,verstecken::V,গোপন করা,მალავს
1027,teilen::V,বিভক্ত করা,დაყოფს
1028,schicken::V,প্রেরণ করা,გაგზავნის
1029,bringen::V,আনা,მოიტანს
1030,hinzufügen::V,একত্র করা,დაამატებს
1031,bekommen::V,পাওয়া,ამოიღებს
1032,erhalten::V,পাওয়া,იღებს
1033,nehmen::V,নেওয়া,აიღებს
1034,wählen::V,বাছা,გადაარჩევს
1035,auswählen::V,বাছা,ამოარჩევს
1036,bewahren::V,বাঁচাইয়া রাখা,ინარჩუნებს
1037,behindern::V,বাধা দেওয়া,აბრკოლებს
1038,behindern::V,বাধা দেওয়া,გააძნელებს
1039,verderben::V,নষ্ট করা,გააფუჭებს
1040,beschädigen::V,ক্ষতি করা,დააზიანებს
1041,zerbrechen::V,ভাঙ্গিয়া যাওয়া,დაამტვრევს
1042,zerreißen::V,ছিঁড়া,გახევს
1043,zerstören::V,বিনাশ করা,მოსპობს
1044,zerstören::V,বিনাশ করা,დაანგრევს
1045,verbrennen::V,দহন করা,დაწვავს
1046,geben::V,দেওয়া,აძლევს
1047,reichen::V,দেওয়া,მიაწოდებს
1048,schenken::V,উপহার দেত্তয়া,აჩუქებს
1049,versprechen::V,প্রতিশ্রুতি দেওয়া,აღუთქვამს
1050,wünschen::V,আকাঙ্ক্ষা করা,უსურვებს
1051,loben::V,প্রশংসা করা,აქებს
1052,loben::V,প্রশংসা করা,ამკობს
1053,küssen::V,চুম্বন করা,აკოცებს
1054,wiegen::V,দুলানো,არხევს
1055,zudecken::V,ঢাকা,გადახურავს
1056,wecken::V,জাগানো,გააღვიძებს
1057,zeigen::V,দেখানো,დაანახვებს
1058,führen::V,পথ দেখানো,მიჰყავს
1059,lehren::V,শেখানো,ასწავლის
1060,unterrichten::V,শিক্ষা দেওয়া,ასწავლის
1061,aufziehen::V,পালন করা,აღზრდის
1062,leiten::V,পরিচালনা করা,აწარმოებს
1063,leiten::V,পরিচালনা করা,ხელმძღვანელობს
1064,antreiben::V,চালনা করা,დააჩქარებს
1065,lassen::V,অনুমতি দেওয়া,ა--ინებს
1066,einladen::V,নিমন্ত্রণ করা,მოიპატიჟებს
1067,vereinigen::V,এক করা,შეაერთებს
1068,besuchen::V,দেখিতে যাওয়া,სანახავად მიდის
1069,treffen::V,সন্মুখীন হওয়া,შეხვდება
1070,sich versammeln::V,জড়ো হওয়া,შეიკრიბება
1071,spielen::V,খেলা,ეთამაშება
1072,singen::V,গাওয়া,მღერის
1073,tanzen::V,নাচা,ცეკვავს
1074,sich trennen::V,পৃথক করা,მოშორდება
1075,verlassen::V,পরিত্যাগ করা,მიატოვებს
1076,retten::V,উদ্ধার করা,იხსნის
1077,retten::V,উদ্ধার করা,გადაარჩენს
1078,bewachen::V,পাহারা দেওয়া,დარაჯობს
1079,bewachen::V,পাহারা দেওয়া,უთვალთვალებს
1080,schützen::V,রক্ষা করা,დაიფარავს
1081,verteidigen::V,রক্ষা করা,დაიცავს
1082,sich schlagen::V,লড়াই করা,იჩხუბებს
1083,schießen::V,তীরবেগে ছোটা,ისვრის
1084,siegen::V,জেতা,გაიმარჯვებს
1085,ärgern::V,বিরক্ত করা,აჯავრებს
1086,schlagen::V,আঘাত করা,ცემს
1087,treten::V,লাথি মারা,პანღურს ამოჰკრავს
1088,stechen::V,দংশন করা,სჩხვლეტს
1089,stoßen::V,ঠেলা,დაეჯახება
1090,stehlen::V,অপহরণ করা,ქურდობს
1091,stehlen::V,অপহরণ করা,მოიპარავს
1092,stören::V,ঘাঁটান,შეაწუხებს
1093,belästigen::V,বিরক্ত করা,მობეზრდება
1094,verbergen::V,গোপন করা,დამალავს
1095,täuschen::V,প্রবঞ্চনা করা,შეცდებს
1096,betrügen::V,প্রতারণা করা,მოატყუებს
1097,töten::V,হত্যা করা,მოკლავს
1098,wohnen::V,বাস করা,ცხოვრობს
1099,wohnen::V,বাস করা,ბინადრობს
1100,arbeiten::V,কাজ করা,მუშაობს
1101,sammeln::V,সংগ্রহ করা,შეკრებს
1102,pflücken::V,চয়ন করা,კრეფს
1103,jagen::V,শিকার করা,ნადირობს
1104,fischen::V,মাছ ধরা,თევზაობს
1105,fassen::V,ধরা,დააჭერს
1106,hüten::V,যুথভুক্ত করা,მწყემსავს
1107,treiben::V,চালনা করা,მიერეკება
1108,anbinden::V,বন্ধন করা,მიაბამს
1109,füttern::V,ভোজন করানো,აჭმევს
1110,melken::V,দুগ্ধ দোহন করা,წველის
1111,hacken::V,কাটা,კეპავს
1112,gießen::V,বর্ষণ করা,რწყავს
1113,reifen::V,পাকা,მწიფდება
1114,zubereiten::V,রন্ধন করা,მოამზადებს
1115,kochen::V,রন্ধন করা,მოხარშავს
1116,backen::V,সেকা,გამოაცხობს
1117,braten::V,ভাজা,შეწვავს
1118,umrühren::V,নড়ানো,შეურევს
1119,umrühren::V,নড়ানো,გათქვეფს
1120,stricken::V,বোনা,ქსოვს
1121,nähen::V,সেলাই করা,გაკერავს
1122,färben::V,রঞ্জিত করা,შეღებავს
1123,reinigen::V,পরিষ্কার করা,გაწმენდს
1124,reinigen::V,পরিষ্কার করা,გასუფთავებს
1125,waschen::V,পরিষ্কার করা,გარეცხავს
1126,abwischen::V,মুছা,წაშლის
1127,spülen::V,পরিষ্কার করা,გაავლებს
1128,fegen::V,ঝাঁট দেওয়া,დაბლანდავს
1129,kehren::V,ঝাঁট দেওয়া,დაგვის
1130,baden::V,অবগাহন করা,ბანაობს
1131,sich waschen::V,ধোয়া,იბანება
1132,ausziehen::V,খুলা,გაიხდის
1133,anziehen::V,গায়ে দেত্তয়া,ჩაიცვამს
1134,sich anziehen::V,পোশাক পরা,ჩაიცვამს
1135,kämmen::V,আঁচড়ানো,დავარცხნის
1136,schmücken::V,সাজান করা,მორთავს
1137,sagen::V,উচ্চারণ করা,იტყვის
1138,sprechen::V,বলা,ლაპარაკობს
1139,reden::V,আলাপ করা,საუბრობს
1140,sich unterhalten::V,আড্ডা দেওয়া,ბაასობს
1141,sich unterhalten::V,আড্ডা দেওয়া,მუსაიფობს
1142,fragen::V,জিজ্ঞাসা করা,ჰკითხავს
1143,bitten::V,প্রার্থনা করা,სთხოვს
1144,erzählen::V,বর্ণনা করা,მოუთხრობს
1145,mitteilen::V,বলা,აუწყებს
1146,mitteilen::V,বলা,აცნობებს
1147,nennen::V,নাম দেওয়া,უწოდებს
1148,rufen::V,আমন্ত্রণ করা,დაუძახებს
1149,prahlen::V,বড়াই করা,ტრაბახობს
1150,übersetzen::V,ভাষাস্তরিত করা,გადათარგმნის
1151,denken::V,ভাবা,ფიქრობს
1152,denken::V,ভাবা,აზროვნებს
1153,glauben::V,বিশ্বাস করা,სჯერა
1154,bemerken::V,লক্ষ্য করা,შენიშვნავს
1155,erkennen::V,চিনিতে পারা,გამოიცნობს
1156,begreifen::V,উপলব্ধি করা,გაიგებს
1157,verstehen::V,উপলব্ধি করা,გაიგონებს
1158,lernen::V,শেখা,ისწავლის
1159,wissen::V,জানা,ეცოდინება
1160,sich erinnern an::V,মনে করা,მოიგონებს
1161,sich erinnern an::V,মনে করা,გაიხსენებს
1162,vergessen::V,বিস্মৃত হওয়া,ივიწყებს
1163,messen::V,মাপা,ზომავს
1164,zählen::V,গণনা করা,ითვლის
1165,rechnen::V,হিসাব করা,გაიანგარიშებს
1166,lesen::V,পাঠ করা,კითხულობს
1167,malen::V,আঁকা,ხატავს
1168,zeichnen::V,ছকা,ხაზავს
1169,schreiben::V,লেখা,დაწერს
1170,besitzen::V,অধিকার করা,ექნება
1171,kaufen::V,ক্রয় করা,ყიდულობს
1172,verkaufen::V,বেচা,გაყიდის
1173,bezahlen::V,প্রদান করা,გადაიხდის
1174,zahlen::V,প্রদান করা,გადაიხდის
1175,beherrschen::V,শাসন করা,ფლობს
1176,ertragen::V,বহন করা,მოითმენს
1177,lärmen::V,,ხმაურობს
