,Concept_ID,ce,mhr
719,nicht::ADV,ца,ок
720,nicht::ADV,ца,о́геш
721,ein wenig::ADV,кӏеззиг,изи́ш
722,kaum::ADV,халла,пыкше́
723,sehr::ADV,вуно,чот
724,noch::ADV,кхин,а́ле
725,nur::ADV,бен ...ца,гына́
726,schon::ADV,хӏинцале,ы́нде
727,wieder::ADV,юха а,ада́к
728,vergebens::ADV,эрна,ара́м
729,vor::PRP,хьалха,о́нчыч
730,hinter::PRP,тӏехьа,шеҥге́лне
731,unter::PRP,кIелахь,йыма́лне
732,durch::PRP,чекх,вошт
733,neben::PRP,юххе,вокте́н
734,zwischen::PRP,юккъехь,кокла́ште
735,wegen::PRP,дуьхьа,верч
736,dies::PRN,и,ти́де
737,dies::PRN,иза,ти́де
738,das::PRN,и,са́де
739,das::PRN,иза,са́де
740,alles::PRN,дерриг,чыла́
741,ich::PRN,cо,мый
742,du::PRN,хьо,тый
743,er::PRN,и,ту́до
744,er::PRN,иза,ту́до
745,wir::PRN,тхо,ме
746,wir::PRN,вай,ме
747,ihr::PRN,шу,те
748,sie::PRN,уьш,ну́но
749,was::FPRN,хӏун,мо
750,wer::FPRN,мила,кӧ
751,wo::FADV,мичaхь,куша́н
752,wohin::FADV,мича,куш
753,wohin::FADV,мича,ку́шко
754,wie::FADV,муха,кузе́
755,warum::FADV,хӏунда,мо
756,warum::FADV,хӏунда,мола́н
757,wieviel::FNUM,мел,куна́р
758,wieviel::FNUM,маса,куна́р
759,eins::NUM,цхьаъ,ик
760,zwei::NUM,шиъ,ко́кыт
761,drei::NUM,кхоъ,кум
762,vier::NUM,диъ,ныл
763,fünf::NUM,пхиъ,вич
764,sechs::NUM,ялх,куд
765,sieben::NUM,ворхӏ,шым
766,acht::NUM,бархӏ,канда́ш
767,neun::NUM,исс,инде́ш
768,zehn::NUM,итт,лу
769,elf::NUM,цхьайтта,лати́к
770,zwölf::NUM,шийтта,латко́к
771,zwanzig::NUM,ткъа,ко́ло
772,dreißig::NUM,ткъе итт,ку́мло
773,vierzig::NUM,шовзткъа,ны́лле
774,fünfzig::NUM,шовзткъе итт,ви́тле
775,sechzig::NUM,кхузткъа,ку́дло
776,siebzig::NUM,кхузткъе итт,шы́мле
777,achtzig::NUM,дезткъа,канда́шле
778,neunzig::NUM,дезткъе итт,инде́шле
779,hundert::NUM,бӏе,шӱ́дӧ
780,tausend::NUM,эзар,тӱже́м
781,und::CNJ,a,да
782,und::CNJ,a,ден
783,oder::CNJ,я,я
784,oder::CNJ,я,а́ле
785,stehen::V,латта,шога́ш
786,sitzen::V,хиъна ӏан,шинча́ш
787,liegen::V,ӏилла,кия́ш
788,hängen::V,кхаза,кеча́ш
789,werden::V,хила,лия́ш
790,passieren::V,хила,лия́ш
791,beginnen::V,доло,тӱҥгала́ш
792,enden::V,дӏадерза,пыта́ш
793,wechseln::V,хийца,вашталта́ш
794,aufgehen[Sonne]::V,кхета,лекта́ш
795,untergehen[Sonne]::V,чубуза,шинча́ш
796,scheinen[Sonne]::V,серло яла,волгалта́ш
797,donnern::V,къекъа,кӱдырта́ш
798,donnern::V,къекъа,сургалта́ш
799,wehen::V,хьекха,пуа́ш
800,strömen::V,эха,шийалтара́ш
801,fließen::V,охьаэха,йога́ш
802,sich drehen::V,хьийза,пӧрда́ш
803,schwanken::V,леста,лӱҥга́ш
804,schwanken::V,леста,тайныла́ш
805,schwingen::V,лесто,рӱпшалта́ш
806,fallen::V,охьакхета,воза́ш
807,fallen::V,охьакхета,йӧрла́ш
808,brennen::V,дага,йӱла́ш
809,rauchen::V,оза,шикша́ш
810,regnen::V,догlа догlу,йӱра́ш
811,gefrieren::V,гӏоро,кылма́ш
812,gefrieren::V,гӏоро,ияҥа́ш
813,tauen::V,даша,шула́ш
814,schmelzen::V,лала,лева́ш
815,trocknen::V,дакъо,кошка́ш
816,sieden::V,кхехка,шола́ш
817,faulen::V,дахкадала,шӱя́ш
818,verfaulen::V,дахкадала,шӱйы́н шуа́ш
819,reißen::V,хеда,кӱрла́ш
820,versinken::V,хичудаха,пуре́н кая́ш
821,vergehen::V,дlаэха,эрте́н кая́ш
822,erscheinen::V,схьадала,толы́н лекта́ш
823,erscheinen::V,ӏоттадала,толы́н лекта́ш
824,verschwinden::V,къайладала,йома́ш
825,sinken::V,лахдала,пуча́ш
826,zunehmen::V,лакхадала,шукема́ш
827,steigen::V,хьаладала,нӧлталта́ш
828,wachsen::V,кхиа,кушка́ш
829,glänzen::V,лепа,йылгыжа́ш
830,funkeln::V,къега,чолга́ш
831,lärmen::V,гӏовгӏаян,рӱшка́ш
832,läuten::V,детта,мура́ш
833,klingeln::V,дека,йыҥгырта́ш
834,klirren::V,дека,чылдыртата́ш
835,brausen::V,хьаьдда даха,лӱшка́ш
836,rauschen::V,леста,лыжга́ш
837,klingen::V,дека,йоҥга́ш
838,bellen::V,лета,опта́ш
839,heulen::V,угӏа,урмыжа́ш
840,blasen::V,хӏуп баха,пуала́ш
841,pfeifen::V,шок етта,шӱ́шкаш
842,schreien::V,мохь бетта,кычкыра́ш
843,stöhnen::V,узарш дан,йыҥыса́ш
844,zittern::V,дега,чытыра́ш
845,leben::V,даха,ила́ш
846,geboren werden::V,хила,шоча́ш
847,atmen::V,садеӏа,шӱла́ш
848,trinken::V,мала,йӱа́ш
849,essen::V,кхалла,кочка́ш
850,schlucken::V,къурдбан,нела́ш
851,müde werden::V,кӏаддала,ноя́ш
852,einschlafen::V,наб кхета,мале́н колта́ш
853,schlafen::V,вижа,мала́ш
854,schlafen::V,наб ян,мала́ш
855,schlafen::V,дижина хила,мала́ш
856,aufwachen::V,самадала,помыжалта́ш
857,aufstehen::V,гӏатта,кынела́ш
858,sich erholen::V,садаӏа,кана́ш
859,krank werden::V,цомгуш хила,черлане́н воза́ш
860,krank sein::V,цомгуш хила,черлане́н кия́ш
861,schmerzen::V,лаза,коршта́ш
862,schmerzen::V,ӏийжа,коршта́ш
863,husten::V,йовхарш етта,кокыра́ш
864,genesen::V,тадала,тӱрла́ш
865,genesen::V,тадала,тазаҥа́ш
866,sterben::V,дала,кола́ш
867,umkommen::V,хӏаллакхила,вуй йома́ш
868,sich bewegen::V,лела,кошта́ш
869,sich rühren::V,меттахъхьен,тарвана́ш
870,sich erheben::V,хьалагlатта,кынела́ш
871,sich setzen::V,хаа,шинча́ш
872,hinfallen::V,дожа,йӧрла́ш
873,hinfallen::V,охьакхета,йӧрла́ш
874,laufen::V,вада,кошта́ш
875,laufen::V,хьада,кошта́ш
876,schreiten::V,болар дан,ошкыла́ш
877,schreiten::V,ког баккха,ошкыла́ш
878,spazierengehen::V,доладала,гуля́яш
879,eilen::V,сихдала,вашка́ш
880,sich beeilen::V,сихдала,вашкешта́ш
881,rennen::V,дада,куржтала́ш
882,springen::V,ирхкхийсадала,тӧршта́ш
883,klettern::V,тӏедийла,кӱза́ш
884,schaukeln::V,техко,лӱҥгалта́ш
885,kriechen::V,такха,нушка́ш
886,schwimmen::V,некадан,ия́ш
887,tauchen::V,чулелха,шуҥгалта́ш
888,rudern::V,дига лело,удыра́ш
889,rudern::V,кема лело,удыра́ш
890,fahren::V,хахка,кудала́ш
891,fliegen::V,тӏемадала,чоҥешта́ш
892,gehen::V,лeла,кая́ш
893,weggehen::V,дӏадаха,кораҥа́ш
894,abfahren::V,дӏадаха,лекта́ш
895,anhalten::V,саца,чарна́ш
896,hineingehen::V,чудала,пура́ш
897,eintreten::V,чудала,пура́ш
898,kommen::V,кхача,тола́ш
899,kommen::V,дӏакхача,тола́ш
900,kommen::V,схьакхача,тола́ш
901,ankommen::V,кхача,шуа́ш
902,ankommen::V,схьакхача,шуа́ш
903,zurückkommen::V,юхада,пӧртыла́ш
904,bleiben::V,диса,кода́ш
905,warten::V,хьежа,вуча́ш
906,warten::V,cобар дан,вуча́ш
907,erwarten::V,хьоьжуш ӏан,вуча́ш
908,suchen::V,леха,кычала́ш
909,finden::V,каро,муа́ш
910,versuchen::V,дан хьажа,толаша́ш
911,vorbereiten::V,кечъян,ямдыла́ш
912,lieben::V,деза,йӧрата́ш
913,mögen::V,безамхила,йӧрата́ш
914,lachen::V,дела,воштыла́ш
915,rühren::V,хьедан,ку́мыл тарвата́ш
916,weinen::V,делха,шорта́ш
917,schimpfen::V,чехо,каргаша́ш
918,sich ärgern::V,оьгӏазъэха,сыра́ш
919,sich fürchten::V,кхера,лӱда́ш
920,fürchten::V,кхера,лӱда́ш
921,fliehen::V,дӏадада,куржа́ш
922,flüchten::V,дӏадада,куржа́ш
923,sehen::V,ган,ужа́ш
924,anschauen::V,хьажа,онча́ш
925,anschauen::V,хьежа,онча́ш
926,ansehen::V,хьовса,эскера́ш
927,hören::V,хаза,кола́ш
928,zuhören::V,ладогӏа,колышта́ш
929,probieren::V,хьажа,тамла́ш
930,riechen::V,хьожа яха,ӱпшынча́ш
931,fühlen::V,хаадала,шижа́ш
932,scheinen::V,мотта,чуча́ш
933,zu sehen sein::V,гуш хила,коя́ш
934,vernehmen::V,бартхатта,кола́ш
935,frieren::V,гӏоро,кылма́ш
936,tun::V,дан,ышта́ш
937,können::V,дадала,мошта́ш
938,wollen::V,тӏергӏа,тӱна́ш
939,anfangen::V,доло,тӱҥала́ш
940,beenden::V,довла,пытара́ш
941,aufhören::V,саца,чарна́ш
942,gelingen::V,кадала,сай лекта́ш
943,geraten::V,хила,лекта́ш
944,öffnen::V,дӏаделла,поча́ш
945,öffnen::V,схьаделла,поча́ш
946,schließen::V,къовла,петыра́ш
947,schließen::V,дӏачӏагӏа,петыра́ш
948,stellen::V,хlотто,шында́ш
949,setzen::V,дийгӏа,шында́ш
950,legen::V,охьадилла,опта́ш
951,legen::V,охьадилла,пышта́ш
952,berühren::V,хьедан,тӱка́ш
953,verbinden::V,вовшахтаса,пида́ш
954,bedecken::V,тилла,леведа́ш
955,bedecken::V,тӏетаса,леведа́ш
956,aufhängen::V,хьалаолла,сака́ш
957,anzünden::V,лато,чӱкта́ш
958,aufheben::V,айа,нӧлтала́ш
959,zurücklassen::V,дита,кода́ш
960,verlieren::V,дайа,йомдара́ш
961,fallen lassen::V,охьадожо,воза́ш
962,machen::V,дан,ышта́ш
963,herstellen::V,дан,ямдыла́ш
964,bauen::V,гӏишлоян,чоҥа́ш
965,reparieren::V,тадан,ачала́ш
966,verbessern::V,нисдан,саемда́ш
967,ändern::V,хийца,весемда́ш
968,graben::V,ахка,кӱнча́ш
969,beugen::V,сатто,пӱгырта́ш
970,biegen::V,сатто,лывырта́ш
971,drehen::V,хьовзо,пӱтыра́ш
972,umdrehen::V,хьовзo,савырала́ш
973,heben::V,айа,нӧлта́ш
974,heben::V,хьалаайа,нӧлта́ш
975,hochheben::V,хьалаайа,нӧлта́ш
976,ergreifen::V,дӏалаца,руалта́ш
977,halten::V,латто,куча́ш
978,drücken::V,тӏетаӏо,иша́ш
979,drücken::V,тӏетаӏо,темда́ш
980,schieben::V,татта,шӱкала́ш
981,kratzen::V,мӏараш тийса,удыра́ш
982,lecken::V,мотт хьекха,нула́ш
983,beißen::V,катoха,пура́ш
984,abreißen::V,схьадаккха,кӱрла́ш
985,abschneiden::V,кхада,пӱчка́ш
986,binden::V,дӏадехка,кылда́ш
987,binden::V,вовшахтаса,кылда́ш
988,stecken::V,чудахийта,шуралта́ш
989,brechen::V,кагдан,тодышта́ш
990,klopfen::V,детта,кыра́ш
991,hauen::V,етта,тӱя́ш
992,kleben::V,тӏелато,клеитла́ш
993,reiben::V,хьекхо,йыга́ш
994,reiben::V,хьекхо,туржала́ш
995,streichen::V,тlехьакха,шӱра́ш
996,schleifen::V,ирдан,шума́ш
997,schleifen::V,ирдан,яна́ш
998,schneiden::V,ларга,пӱчка́ш
999,rütteln::V,лесто,рӱза́ш
1000,schütteln::V,лесто,почка́ш
1001,schwenken::V,лесто,рӱза́ш
1002,schütten::V,дотта,опта́ш
1003,füllen::V,дуза,тема́ш
1004,einwickeln::V,хьарчо,вӱдыла́ш
1005,tragen::V,дахьа,нумала́ш
1006,schleppen::V,ийзо,шӱдыра́ш
1007,ziehen::V,озо,шупша́ш
1008,aufbewahren::V,ӏалашдан,арала́ш
1009,werfen::V,кхосса,шуа́ш
1010,werfen::V,кхосса,кышка́ш
1011,fangen::V,леца,куча́ш
1012,packen::V,леца,руалта́ш
1013,verstecken::V,къайладаккха,тоя́ш
1014,teilen::V,декъа,пӧла́ш
1015,schicken::V,дӏадахьийта,колта́ш
1016,bringen::V,дан,конда́ш
1017,hinzufügen::V,тӏетоха,ешара́ш
1018,bekommen::V,даккха,нала́ш
1019,erhalten::V,даккха,нала́ш
1020,nehmen::V,схьаэца,нала́ш
1021,wählen::V,харжа,сайла́ш
1022,auswählen::V,харжа,таҥгла́ш
1023,bewahren::V,lалашдан,сакла́ш
1024,behindern::V,новкъарло ян,чаракла́ш
1025,verderben::V,талхо,пужа́ш
1026,beschädigen::V,дохо,пужа́ш
1027,zerbrechen::V,дохо,пудырта́ш
1028,zerbrechen::V,кагдан,пудырта́ш
1029,zerreißen::V,хадо,кӱрла́ш
1030,zerstören::V,дохо,шалата́ш
1031,zerstören::V,кагдан,шалата́ш
1032,verbrennen::V,даго,йӱлата́ш
1033,geben::V,яла,пуа́ш
1034,reichen::V,дӏадала,пуа́ш
1035,reichen::V,дӏакховдо,пуа́ш
1036,schenken::V,совгӏат дан,пӧлекла́ш
1037,versprechen::V,ваӏда дан,сӧра́ш
1038,wünschen::V,лаа,тылана́ш
1039,loben::V,хасто,мокта́ш
1040,küssen::V,оба яккха,шупшала́ш
1041,wiegen::V,тахка,рӱпша́ш
1042,zudecken::V,тӏетаса,леведа́ш
1043,wecken::V,самадаккха,помыжалтара́ш
1044,zeigen::V,гайта,ончыкта́ш
1045,führen::V,дига,вӱда́ш
1046,lehren::V,ӏамо,туныкта́ш
1047,unterrichten::V,хьеха,туныкта́ш
1048,aufziehen::V,кхио,орышта́ш
1049,leiten::V,урхалла дан,вӱда́ш
1050,leiten::V,урхалла дан,вуйлата́ш
1051,antreiben::V,сихдан,поктыла́ш
1052,lassen::V,-йта,-та́ш
1053,einladen::V,кхайкха,ӱжа́ш
1054,vereinigen::V,цхьаьнатоха,иктешла́ш
1055,besuchen::V,хьажахIотта,то́лын кая́ш
1056,treffen::V,дуьхьалкхета,вашлия́ш
1057,sich versammeln::V,гулдан,погына́ш
1058,sich versammeln::V,гулдан,чумырга́ш
1059,spielen::V,ловза,мода́ш
1060,singen::V,лакха,мура́ш
1061,tanzen::V,хелхадала,кушта́ш
1062,sich trennen::V,къаста,ойырла́ш
1063,verlassen::V,дита,кудалта́ш
1064,retten::V,кӏелхьардаккха,утара́ш
1065,bewachen::V,ха дан,орола́ш
1066,schützen::V,лардан,арала́ш
1067,verteidigen::V,лардан,арала́ш
1068,sich schlagen::V,етта,кредала́ш
1069,schießen::V,детта,лӱя́ш
1070,siegen::V,тола,сеҥа́ш
1071,ärgern::V,оьгӏаздахийта,сырыкта́ш
1072,schlagen::V,тоха,пера́ш
1073,treten::V,мийра тоха,тошка́ш
1074,stechen::V,ӏотта,кера́ш
1075,stechen::V,къовзо,кера́ш
1076,stoßen::V,татта,шӱкала́ш
1077,stehlen::V,лачкъо,шолышта́ш
1078,stören::V,новкъарло ян,мешая́ш
1079,belästigen::V,сагатдан,толаштара́ш
1080,verbergen::V,къайладаккха,шылта́ш
1081,täuschen::V,ӏexo,ондала́ш
1082,betrügen::V,ледан,ондала́ш
1083,töten::V,ден,пушта́ш
1084,wohnen::V,даха,ила́ш
1085,arbeiten::V,къахьега,пашалана́ш
1086,arbeiten::V,къахьега,паша́м ышта́ш
1087,sammeln::V,гулдан,пога́ш
1088,pflücken::V,даха,кӱра́ш
1089,jagen::V,талла,сонарла́ш
1090,fischen::V,чӏерий леца,кол куча́ш
1091,fassen::V,лаца,куча́ш
1092,fassen::V,схьалаца,куча́ш
1093,hüten::V,лардан,кӱта́ш
1094,treiben::V,лахка,покта́ш
1095,anbinden::V,дӏадехка,йолышта́ш
1096,füttern::V,хӏума яла,пукша́ш
1097,melken::V,оза,лӱшта́ш
1098,gießen::V,хи тоха,шава́ш
1099,reifen::V,хьекъа,кӱа́ш
1100,zubereiten::V,кечъян,ямдыла́ш
1101,zubereiten::V,кхача бан,ямдыла́ш
1102,kochen::V,кхача бан,шолта́ш
1103,backen::V,датта,кӱкташ
1104,braten::V,кхарза,пуштыла́ш
1105,braten::V,кхарза,жаритла́ш
1106,umrühren::V,кего,луга́ш
1107,nähen::V,тега,урга́ш
1108,färben::V,басардан,чиялта́ш
1109,reinigen::V,цӏандан,эрыкта́ш
1110,waschen::V,йила,мушка́ш
1111,waschen::V,йитта,мушка́ш
1112,waschen::V,дӏадайа,мушка́ш
1113,abwischen::V,дӏадайа,ӱшта́ш
1114,spülen::V,хи кхарза,шӱалта́ш
1115,fegen::V,нуй хьакха,ӱшта́ш
1116,kehren::V,нуй хьакха,ӱшта́ш
1117,baden::V,лийча,йӱштыла́ш
1118,sich waschen::V,юьхь йила,мушкылта́ш
1119,ausziehen::V,духар дӏадаккха,кудаша́ш
1120,sich anziehen::V,духа,чия́ш
1121,kämmen::V,ехк хьакха,шера́ш
1122,schmücken::V,хаздан,тӱзата́ш
1123,schmücken::V,хаздан,чеверта́ш
1124,sagen::V,ала,ойла́ш
1125,sagen::V,ала,каласа́ш
1126,sprechen::V,баха,кутыра́ш
1127,sprechen::V,мотт бийца,кутыра́ш
1128,reden::V,къамел дан,мутлана́ш
1129,sich unterhalten::V,къамел дан,кутыра́ш
1130,fragen::V,хатта,йода́ш
1131,bitten::V,деха,йода́ш
1132,erzählen::V,дийца,ойла́ш
1133,mitteilen::V,хаам бан,увертара́ш
1134,nennen::V,цӏе яккха,лӱмда́ш
1135,rufen::V,кхайкха,ӱжа́ш
1136,prahlen::V,куралла ян,моктана́ш
1137,prahlen::V,дозалла дан,моктана́ш
1138,übersetzen::V,гоч дан,кусара́ш
1139,denken::V,ойла ян,шона́ш
1140,glauben::V,теша,ӱшана́ш
1141,bemerken::V,ган,шижа́ш
1142,erkennen::V,довза,пала́ш
1143,begreifen::V,кхета,ыҥла́ш
1144,verstehen::V,кхета,умыла́ш
1145,lernen::V,деша,тунема́ш
1146,wissen::V,хаа,шинча́ш
1147,sich erinnern an::V,дагадан,шарна́ш
1148,vergessen::V,дицдала,монда́ш
1149,messen::V,дуста,виса́ш
1150,zählen::V,дагардан,шотла́ш
1151,rechnen::V,лара,шотла́ш
1152,lesen::V,еша,луда́ш
1153,malen::V,сурт дилла,сӱретла́ш
1154,zeichnen::V,сурт дилла,сӱретла́ш
1155,schreiben::V,яздан,воза́ш
1156,besitzen::V,доладан,лия́ш
1157,kaufen::V,эца,нала́ш
1158,verkaufen::V,дохка,ужала́ш
1159,bezahlen::V,мах бала,тӱла́ш
1160,zahlen::V,мах бала,тӱла́ш
1161,beherrschen::V,собаре хила,куча́ш
1162,ertragen::V,лан,турка́ш
1163,ertragen::V,сатоха,турка́ш
1164,ertragen::V,садетта,турка́ш
1165,Schwarm::N,,каша́к
1166,Schlinge::N,,о́птыш
1167,Schlinge::N,,шӧрга́лтыш
1168,Art::N,,вид
1169,Entfernung::N,,тора́
1170,Entfernung::N,,ку́жыт
1171,Griff::N,,кыл
1172,Figur::N,,фигу́р
1173,Bogen[Waffe]::N,,юҥе́ж
1174,so::ADV,,тыге́
1175,abnehmen::V,,пуча́ш
1176,sausen::V,,юлтка́ш
1177,wenden::V,,ирала́ш
1178,hacken::V,,руа́ш
1179,stricken::V,,пида́ш
1180,anziehen::V,,чия́ш
