,Concept_ID,kk,et
814,dritter::A,үшінші,kolmas
815,letzter::A,артқы,viimane
816,letzter::A,кейінгі,viimane
817,allein::ADV,серіксіз,üksi
818,auf einmal::ADV,бірден,korraga
819,auf einmal::ADV,бірден,ühekorraga
820,zusammen::ADV,бірлесіп,koos
821,zusammen::ADV,бірлесіп,üheskoos
822,lange::ADV,ұзақ,kaua
823,plötzlich::ADV,кенет,äkki
824,plötzlich::ADV,кенет,järsku
825,sofort::ADV,әне-міне дегенше,kohe
826,später::ADV,артынан,hiljem
827,jetzt::ADV,енді,nüüd
828,jetzt::ADV,қазір,nüüd
829,heute::ADV,бүгін,täna
830,morgen::ADV,ертең,homme
831,bald::ADV,тез,pea
832,bald::ADV,тез,varsti
833,dann::ADV,онан соң,siis
834,dann::ADV,сонан соң,siis
835,gestern::ADV,кеше,eile
836,einst::ADV,бірде,vanasti
837,einst::ADV,бір кезде,vanasti
838,damals::ADV,анада,tookord
839,danach::ADV,онан соң,seejärel
840,danach::ADV,сонан соң,seejärel
841,vorher::ADV,бұрын,enne
842,zuerst::ADV,әуелі,enne
843,zuerst::ADV,әуелі,esmalt
844,zuerst::ADV,алдымен,enne
845,zuerst::ADV,алдымен,esmalt
846,einmal::ADV,бір жолы,kord
847,einmal::ADV,бір жолы,üks kord
848,manchmal::ADV,кейде,mõnikord
849,oft::ADV,ылғи,tihti
850,oft::ADV,ылғи,sageli
851,immer::ADV,өнебойы,ikka
852,immer::ADV,өнебойы,alati
853,niemals::ADV,ешуақытта,mitte kunagi
854,hier::ADV,бұнда,siin
855,hier::ADV,осында,siin
856,hierhin::ADV,бермен,siia
857,von hier::ADV,бер жақтан,siit
858,dort::ADV,анда,seal
859,dorthin::ADV,әрі,sinna
860,geradeaus::ADV,тура,otse edasi
861,vorwärts::ADV,ілгері,edasi
862,rückwärts::ADV,артқа,tagurpidi
863,zurück::ADV,кейін қарай,tagasi
864,unten::ADV,төменде,all
865,unten::ADV,төменде,allpool
866,hinab::ADV,астына,alla
867,hinab::ADV,төмен,alla
868,oben::ADV,жоғарыда,ülal
869,hinauf::ADV,өрге,üles
870,überall::ADV,әрқайда,kõikjal
871,nicht::ADV,емес,ei
872,nicht::ADV,емес,mitte
873,ein wenig::ADV,азырақ,veidi
874,ein wenig::ADV,азырақ,natuke
875,ein wenig::ADV,аздаған,veidi
876,ein wenig::ADV,аздаған,natuke
877,ein wenig::ADV,азғантай,veidi
878,ein wenig::ADV,азғантай,natuke
879,kaum::ADV,зорға,vaevalt
880,sehr::ADV,орасан,väga
881,so::ADV,бұлай,nii
882,so::ADV,былайша,nii
883,noch::ADV,әлі,veel
884,nur::ADV,ғана,ainult
885,schon::ADV,түге,juba
886,wieder::ADV,жаңа,jälle
887,wieder::ADV,қайта,jälle
888,wieder::ADV,жаңадан,jälle
889,vergebens::ADV,бекер,asjata
890,vor::PRP,алды,ees
891,hinter::PRP,артынан,taha
892,unter::PRP,түп,all
893,unter::PRP,маңында,all
894,durch::PRP,арқылы,läbi
895,durch::PRP,арқылы,kaudu
896,neben::PRP,іргеде,kõrval
897,neben::PRP,жанында,kõrval
898,zwischen::PRP,арада,vahel
899,wegen::PRP,үшін,tõttu
900,wegen::PRP,үшін,pärast
901,dies::PRN,бұ,see
902,dies::PRN,осы,see
903,das::PRN,сол,see
904,alles::PRN,дүйім,kõik
905,alles::PRN,күллі,kõik
906,ich::PRN,мен,mina
907,du::PRN,сен,sina
908,er::PRN,ол,tema
909,wir::PRN,біз,me
910,ihr::PRN,сіз,te
911,sie::PRN,олар,nad
912,was::FPRN,не,mis
913,wer::FPRN,кім,kes
914,wo::FADV,кәні,kus
915,wo::FADV,қайда,kus
916,wohin::FADV,қайда,kuhu
917,wie::FADV,калай,kuidas
918,warum::FADV,неғып,miks
919,wieviel::FNUM,неше,mitu
920,wieviel::FNUM,неше,kui palju
921,wieviel::FNUM,қанша,mitu
922,wieviel::FNUM,қанша,kui palju
923,eins::NUM,бір,üks
924,zwei::NUM,екі,kaks
925,drei::NUM,үш,kolm
926,vier::NUM,төрт,neli
927,fünf::NUM,бес,viis
928,sechs::NUM,алты,kuus
929,sieben::NUM,жеті,seitse
930,acht::NUM,сегіз,kaheksa
931,neun::NUM,тоғыз,üheksa
932,zehn::NUM,он,kümme
933,elf::NUM,он бір,üksteist
934,zwölf::NUM,он екі,kaksteist
935,zwanzig::NUM,жиырма,kakskümmend
936,dreißig::NUM,отыз,kolmkümmend
937,vierzig::NUM,қырық,nelikümmend
938,fünfzig::NUM,елу,viiskümmend
939,sechzig::NUM,алпыс,kuuskümmend
940,siebzig::NUM,жетпіс,seitsekümmend
941,achtzig::NUM,сексен,kaheksakümmend
942,neunzig::NUM,тоқсан,üheksakümmend
943,hundert::NUM,жүз,sada
944,tausend::NUM,мың,tuhat
945,und::CNJ,та,ja
946,oder::CNJ,әлде,või
947,oder::CNJ,немесе,või
948,stehen::V,тұру,seisma
949,sitzen::V,отыру,istuma
950,liegen::V,жату,lamama
951,hängen::V,ілу,rippuma
952,werden::V,болу,saama
953,werden::V,болу,hakkama
954,werden::V,түрегелу,saama
955,werden::V,түрегелу,hakkama
956,passieren::V,болу,juhtuma
957,beginnen::V,басталу,algama
958,beginnen::V,басталу,hakkama
959,enden::V,ада болу,lõppema
960,wechseln::V,құбылу,vahelduma
961,wechseln::V,өзгеру,vahelduma
962,aufgehen[Sonne]::V,шығу,tõusma
963,untergehen[Sonne]::V,батыру,loojuma
964,scheinen[Sonne]::V,жылтырау,paistma
965,donnern::V,күркіреу,kõmisema
966,wehen::V,огып тур,puhuma
967,strömen::V,сорғалау,voolama
968,fließen::V,ағу,voolama
969,sich drehen::V,айналу,pöörduma
970,schwanken::V,толықсу,kõikuma
971,schwingen::V,тербелу,võnkuma
972,fallen::V,құлау,langema
973,fallen::V,жығылу,langema
974,fallen::V,төмендеу,langema
975,brennen::V,жану,põlema
976,rauchen::V,түтету,suitsema
977,regnen::V,жауу,sadama
978,gefrieren::V,мұздай қату,kinni külmuma
979,gefrieren::V,мұз боп қату,kinni külmuma
980,tauen::V,жібу,sulama
981,schmelzen::V,еру,sulama
982,trocknen::V,курау,kuivama
983,sieden::V,қайнау,keema
984,faulen::V,иістену,mädanema
985,verfaulen::V,шіру,mädanema
986,reißen::V,жыртылу,rebenema
987,versinken::V,малтығу,uppuma
988,vergehen::V,өту,mööduma
989,erscheinen::V,көріну,ilmuma
990,erscheinen::V,көрініп қалу,ilmuma
991,verschwinden::V,ғайып_болу,kaduma
992,sinken::V,ылдилау,vajuma
993,sinken::V,ылдилау,langema
994,sinken::V,төмендеу,vajuma
995,sinken::V,төмендеу,langema
996,abnehmen::V,кемітілу,vähenema
997,abnehmen::V,кемітілу,kahenema
998,zunehmen::V,көбею,kasvama
999,steigen::V,қобу,tõusma
1000,steigen::V,қобу,üles minema
1001,steigen::V,көтерілу,tõusma
1002,steigen::V,көтерілу,üles minema
1003,steigen::V,жоғарылау,tõusma
1004,steigen::V,жоғарылау,üles minema
1005,wachsen::V,өсу,kasvama
1006,glänzen::V,жалтырау,läikimä
1007,funkeln::V,жарқырау,sädelema
1008,funkeln::V,нұрлану,sädelema
1009,funkeln::V,жылтылдау,sädelema
1010,lärmen::V,шулау,lärmama
1011,lärmen::V,шуылдау,lärmama
1012,läuten::V,қоңыраулату,helisema
1013,klingeln::V,дыңғырлау,helisema
1014,klirren::V,дыңылдату,kõlisema
1015,brausen::V,тасу,kohisema
1016,rauschen::V,сусылдау,kohisema
1017,rauschen::V,сыбдырлау,kohisema
1018,klingen::V,дыбыс шығару,kõlama
1019,bellen::V,үру,haukuma
1020,heulen::V,ұлу,uluma
1021,blasen::V,үру,puhuma
1022,pfeifen::V,ысқыру,vilistama
1023,schreien::V,шыңғыру,karjuma
1024,schreien::V,айғайлау,karjuma
1025,schreien::V,байбайлау,karjuma
1026,schreien::V,бажалақтау,karjuma
1027,stöhnen::V,ыңырсу,oigama
1028,stöhnen::V,ыңкылдау,oigama
1029,zittern::V,қалш,värisema
1030,zittern::V,қалшылдату,värisema
1031,leben::V,жасау,elama
1032,leben::V,жасау,elus olema
1033,leben::V,күнелту,elama
1034,leben::V,күнелту,elus olema
1035,leben::V,күн көру,elama
1036,leben::V,күн көру,elus olema
1037,leben::V,тіршілік ету,elama
1038,leben::V,тіршілік ету,elus olema
1039,geboren werden::V,туу,sündima
1040,atmen::V,дем алу,hingama
1041,atmen::V,ауа жұту,hingama
1042,trinken::V,ішу,jooma
1043,trinken::V,ұрттау,jooma
1044,essen::V,жеу,sööma
1045,essen::V,тамақтану,sööma
1046,schlucken::V,жұту,neelama
1047,müde werden::V,болдыру,väsima
1048,einschlafen::V,үйыктап калу,uinuma
1049,schlafen::V,ұйықтау,magama
1050,aufwachen::V,ояну,ärkama
1051,aufstehen::V,ояну,ärkama
1052,aufstehen::V,ояну,üles tõusma
1053,sich erholen::V,тынығу,puhkama
1054,krank werden::V,кеселдену,haigestuma
1055,krank werden::V,кеселдену,haigeks jääma
1056,krank werden::V,сырқаттану,haigestuma
1057,krank werden::V,сырқаттану,haigeks jääma
1058,krank werden::V,ауырып қалу,haigestuma
1059,krank werden::V,ауырып қалу,haigeks jääma
1060,krank werden::V,ауыра бастау,haigestuma
1061,krank werden::V,ауыра бастау,haigeks jääma
1062,krank werden::V,кеселге ұшырау,haigestuma
1063,krank werden::V,кеселге ұшырау,haigeks jääma
1064,krank werden::V,сырқаттанып қалу,haigestuma
1065,krank werden::V,сырқаттанып қалу,haigeks jääma
1066,krank sein::V,ауыру,haige olema
1067,krank sein::V,сырқаттану,haige olema
1068,schmerzen::V,ауырады,valutama
1069,husten::V,жөтелу,köhima
1070,genesen::V,айығу,toibuma
1071,sterben::V,өлу,surema
1072,sterben::V,қайтыс,surema
1073,sterben::V,жантапсыру,surema
1074,umkommen::V,өлу,surma saama
1075,umkommen::V,қаза табу,surma saama
1076,sich bewegen::V,жылжу,liikuma
1077,sich rühren::V,қыбырлау,liikuma
1078,sich erheben::V,тұру,kerkima
1079,sich setzen::V,отыру,istet võtma
1080,hinfallen::V,жығылу,kukkuma
1081,hinfallen::V,жығылу,maha kukkuma
1082,laufen::V,жояу жүру,kõndima
1083,schreiten::V,кадамдау,astuma
1084,spazierengehen::V,қыдыру,jalutama
1085,eilen::V,асығу,ruttama
1086,eilen::V,асығу,kiirustama
1087,eilen::V,жеделдену,ruttama
1088,eilen::V,жеделдену,kiirustama
1089,eilen::V,жедепдеу,ruttama
1090,eilen::V,жедепдеу,kiirustama
1091,sich beeilen::V,асығу,ruttama
1092,sich beeilen::V,асығу,kiirustama
1093,sich beeilen::V,жеделдену,ruttama
1094,sich beeilen::V,жеделдену,kiirustama
1095,sausen::V,заулау,kihutama
1096,sausen::V,заулау,tormama
1097,rennen::V,жүгіру,jooksma
1098,rennen::V,жүгіру,kihutama
1099,springen::V,секіру,hüppama
1100,klettern::V,өрмелеп шығу,ronima
1101,schaukeln::V,тербелу,kiikuma
1102,kriechen::V,еңбектеу,roomama
1103,schwimmen::V,жүзу,ujuma
1104,schwimmen::V,малту,ujuma
1105,schwimmen::V,қалықтау,ujuma
1106,tauchen::V,сүңгу,sukelduma
1107,rudern::V,есу,sõudma
1108,fahren::V,бару,sõitma
1109,fliegen::V,ұшу,lendama
1110,gehen::V,бару,käima
1111,gehen::V,бару,minema
1112,weggehen::V,кету,ära minema
1113,weggehen::V,кету,välja minema
1114,abfahren::V,жөнелу,väljuma
1115,abfahren::V,жөнелу,ära sõitma
1116,anhalten::V,тоқтау,peatuma
1117,hineingehen::V,кіру,sisenema
1118,hineingehen::V,кіру,sisse minema
1119,eintreten::V,ену,sisenema
1120,eintreten::V,ену,sisse astuma
1121,kommen::V,жету,tulema
1122,ankommen::V,келу,saabuma
1123,zurückkommen::V,қайту,tagasi tulema
1124,bleiben::V,қалу,jääma
1125,warten::V,тосу,ootama
1126,erwarten::V,күту,ootama
1127,erwarten::V,күту,lootma
1128,suchen::V,іздеу,otsima
1129,finden::V,табу,leidma
1130,versuchen::V,талпыну,püüdma
1131,versuchen::V,талпыну,üritama
1132,versuchen::V,талпыну,katsetama
1133,vorbereiten::V,әзірлеу,valmistama
1134,lieben::V,сүю,armastama
1135,mögen::V,жарату,sallima
1136,mögen::V,жарату,meeldima
1137,mögen::V,жақсы_көру,sallima
1138,mögen::V,жақсы_көру,meeldima
1139,lachen::V,күлу,naerma
1140,lachen::V,күлісу,naerma
1141,rühren::V,көңілін бұзу,liigutama
1142,rühren::V,көңілін бұзу,heldima panema
1143,weinen::V,жылау,nutma
1144,schimpfen::V,ақырып-бақыру,sõimama
1145,sich ärgern::V,ашулану,ärrituma
1146,sich ärgern::V,ашулану,vihastuma
1147,sich fürchten::V,сескену,kartma
1148,sich fürchten::V,сескену,hirmu tundma
1149,fürchten::V,қауіптену,kartma
1150,fürchten::V,сақсыну,kartma
1151,fliehen::V,қашу,põgenema
1152,fliehen::V,қашып кету,põgenema
1153,flüchten::V,қашу,põgenema
1154,flüchten::V,қашып кету,põgenema
1155,sehen::V,көру,nägema
1156,anschauen::V,назар салу,vaatama
1157,ansehen::V,тамашалау,vaatama
1158,hören::V,есту,kuulma
1159,zuhören::V,тыңдау,kuulama
1160,zuhören::V,құлақ қою,kuulama
1161,probieren::V,тату,proovima
1162,probieren::V,дәм тату,proovima
1163,riechen::V,иіскеу,nuusutama
1164,fühlen::V,сезу,tundma
1165,fühlen::V,сезіну,tundma
1166,scheinen::V,болып көріну,näida
1167,scheinen::V,болып көріну,ilmuda
1168,zu sehen sein::V,көріну,ilmuma
1169,vernehmen::V,есту,üle kuulama
1170,vernehmen::V,есітіп қалу,üle kuulama
1171,frieren::V,тоңу,külmetada
1172,frieren::V,жаурау,külmetada
1173,tun::V,ету,tegema
1174,tun::V,істеу,tegema
1175,können::V,білу,võima
1176,können::V,білу,oskama
1177,wollen::V,қалау,tahtma
1178,anfangen::V,бастау,hakkama
1179,anfangen::V,бастау,alustama
1180,beenden::V,бітіру,lõpetama
1181,beenden::V,адақтау,lõpetama
1182,beenden::V,тамамдау,lõpetama
1183,beenden::V,аяқтап шығу,lõpetama
1184,aufhören::V,доғару,lakkama
1185,gelingen::V,жолы түсу,õnnestuma
1186,geraten::V,калу,jõudma
1187,öffnen::V,ашу,avama
1188,öffnen::V,ашып қою,avama
1189,schließen::V,жабу,sulgema
1190,stellen::V,қою,panema
1191,stellen::V,қою,asetama
1192,stellen::V,қойдыру,panema
1193,stellen::V,қойдыру,asetama
1194,setzen::V,отырғызу,panema
1195,legen::V,салу,panema
1196,legen::V,салу,asetama
1197,legen::V,калау,panema
1198,legen::V,калау,asetama
1199,berühren::V,тию,riivama
1200,berühren::V,тию,puudutama
1201,verbinden::V,байлап алу,ühendama
1202,verbinden::V,сабақтастыру,ühendama
1203,bedecken::V,бүркеу,katma
1204,aufhängen::V,ілу,riputama
1205,aufhängen::V,асып қою,riputama
1206,anzünden::V,тұтату,süütama
1207,aufheben::V,көтеру,üles tõstma
1208,zurücklassen::V,қалдыру,jätma
1209,verlieren::V,жоғалту,kaotama
1210,fallen lassen::V,құлатып алу,maha pillama
1211,fallen lassen::V,құлатып алу,kukkuda laskma
1212,fallen lassen::V,қолдан түсіріп алу,maha pillama
1213,fallen lassen::V,қолдан түсіріп алу,kukkuda laskma
1214,machen::V,ету,tegema
1215,machen::V,жасау,tegema
1216,machen::V,жасап шығару,tegema
1217,herstellen::V,жасап шығару,valmistama
1218,bauen::V,тұрғызу,ehitama
1219,reparieren::V,оңдау,parandama
1220,verbessern::V,дұрыстау,parandama
1221,ändern::V,өзгерту,muutma
1222,ändern::V,өзгерту,ümber tegema
1223,graben::V,үңгу,kaevama
1224,beugen::V,буғу,painutama
1225,biegen::V,ию,painutama
1226,biegen::V,майыстыру,painutama
1227,drehen::V,айналдыру,keerama
1228,wenden::V,екінші жағын айналдыру,ümber pöörama
1229,umdrehen::V,бұру,ümber keerama
1230,heben::V,көтеру,tõstma
1231,hochheben::V,жоғарылату,üles tõstma
1232,hochheben::V,жоғарылату,kõrgele tõstma
1233,hochheben::V,көтеру,üles tõstma
1234,hochheben::V,көтеру,kõrgele tõstma
1235,ergreifen::V,бас_салу,haarama
1236,ergreifen::V,шап_беріп_ұстап_алу,haarama
1237,ergreifen::V,шап_беру,haarama
1238,ergreifen::V,шап_ете_түсу,haarama
1239,halten::V,тұту,hoidma
1240,halten::V,ұстау,hoidma
1241,drücken::V,басу,pigistama
1242,schieben::V,итеру,lükkama
1243,kratzen::V,қыру,kraapima
1244,lecken::V,жалау,lakkuma
1245,beißen::V,қабу,purema
1246,beißen::V,қабу,hammustama
1247,beißen::V,тістеу,purema
1248,beißen::V,тістеу,hammustama
1249,beißen::V,қауып алу,purema
1250,beißen::V,қауып алу,hammustama
1251,abreißen::V,үзу,rebima
1252,abreißen::V,үзу,ära rebima
1253,abschneiden::V,қырқу,ära lõikama
1254,binden::V,байланыстыру,siduma
1255,binden::V,байлап_алу,siduma
1256,binden::V,байластыру,siduma
1257,binden::V,байлау,siduma
1258,binden::V,буу,siduma
1259,binden::V,матау,siduma
1260,binden::V,сабақтастыру,siduma
1261,binden::V,ұштастыру,siduma
1262,stecken::V,сұғу,pistma
1263,brechen::V,сындыру,murdma
1264,klopfen::V,қағу,koputama
1265,hauen::V,соғу,lööma
1266,kleben::V,желімдеу,kleepima
1267,reiben::V,үйкеу,hõõruma
1268,streichen::V,сүйкеу,silitama
1269,schleifen::V,егеу,lihvima
1270,schleifen::V,егеу,teritama
1271,schleifen::V,қайрау,lihvima
1272,schleifen::V,қайрау,teritama
1273,schleifen::V,егеулеу,lihvima
1274,schleifen::V,егеулеу,teritama
1275,schneiden::V,кесу,lõikama
1276,rütteln::V,қозғау,raputama
1277,rütteln::V,жұлмалау,raputama
1278,schütteln::V,дірілдету,raputama
1279,schütteln::V,дірілдету,loksutama
1280,schütteln::V,селкілдету,raputama
1281,schütteln::V,селкілдету,loksutama
1282,schwenken::V,бұлғау,vehkima
1283,schwenken::V,бұлғау,lehvitama
1284,schwenken::V,сермеу,vehkima
1285,schwenken::V,сермеу,lehvitama
1286,schütten::V,құю,kallama
1287,füllen::V,толтыру,täitma
1288,einwickeln::V,орау,sisse mähkima
1289,tragen::V,алып жүру,kandma
1290,schleppen::V,тарту,tassima
1291,schleppen::V,тарту,lohistama
1292,ziehen::V,тарту,vedama
1293,ziehen::V,тарту,tõmbama
1294,aufbewahren::V,сақтау,säilitama
1295,aufbewahren::V,сақтау,alal hoidma
1296,werfen::V,лақтыру,viskama
1297,fangen::V,қармау,püüdma
1298,fangen::V,қағып алу,püüdma
1299,packen::V,шап беру,kinni haarama
1300,packen::V,шап беру,kinni võtma
1301,packen::V,шап ете түсу,kinni haarama
1302,packen::V,шап ете түсу,kinni võtma
1303,packen::V,шап беріп ұстап алу,kinni haarama
1304,packen::V,шап беріп ұстап алу,kinni võtma
1305,verstecken::V,тығу,peitma
1306,verstecken::V,жасыру,peitma
1307,teilen::V,бөлу,jagama
1308,teilen::V,бөлу,jaotama
1309,schicken::V,жіберу,saatma
1310,bringen::V,әкелу,viima
1311,bringen::V,алып келу,viima
1312,hinzufügen::V,қосу,lisama
1313,hinzufügen::V,үстеу,lisama
1314,bekommen::V,алу,saama
1315,erhalten::V,алмақ,saama
1316,nehmen::V,алу,võtma
1317,nehmen::V,алмақ,võtma
1318,wählen::V,таңдау,valima
1319,auswählen::V,екшеу,valima
1320,auswählen::V,саралау,valima
1321,auswählen::V,сұрыптау,valima
1322,auswählen::V,сайлап алу,valima
1323,bewahren::V,сақтау,hoidma
1324,behindern::V,оралғы болу,takistama
1325,verderben::V,бүлдіру,rikkuma
1326,beschädigen::V,бұзу,rikkuma
1327,zerbrechen::V,уату,katki tegema
1328,zerreißen::V,жырту,katki rebima
1329,zerstören::V,қирату,purustama
1330,zerstören::V,талқандау,purustama
1331,verbrennen::V,өртеу,põletama
1332,verbrennen::V,жандыру,põletama
1333,verbrennen::V,өртеп жіберу,põletama
1334,verbrennen::V,жандырып жіберу,põletama
1335,geben::V,беру,andma
1336,reichen::V,беру,andma
1337,reichen::V,беру,ulatama
1338,schenken::V,тарту,kinkima
1339,versprechen::V,уәде беру,lubama
1340,versprechen::V,уәде беру,tõotama
1341,wünschen::V,тілеу,soovima
1342,loben::V,мақтау,kiitma
1343,loben::V,дәріптеу,kiitma
1344,küssen::V,сүю,suudlema
1345,wiegen::V,тербеу,hällitama
1346,zudecken::V,бүркеу,kaanetama
1347,zudecken::V,бүркеу,kinni katma
1348,wecken::V,ояту,äratama
1349,zeigen::V,көрсету,näitama
1350,führen::V,ерту,juhatama
1351,führen::V,жетектеу,juhatama
1352,lehren::V,оқыту,õpetama
1353,unterrichten::V,оқыту,õpetama
1354,aufziehen::V,бағу,üles kasvatama
1355,leiten::V,басқару,juhtima
1356,leiten::V,жетекшілік ету,juhtima
1357,antreiben::V,асықтыру,ergutama
1358,lassen::V,-ткізу,laskma
1359,lassen::V,мәжбүр ету,laskma
1360,einladen::V,шақыру,kutsuma
1361,vereinigen::V,біріктіру,ühendama
1362,vereinigen::V,біріктіріп қою,ühendama
1363,besuchen::V,кіріп шығу,külastama
1364,besuchen::V,барып шығу,külastama
1365,treffen::V,кездесу,kohtama
1366,sich versammeln::V,топталу,kogunema
1367,spielen::V,ойнау,mängima
1368,singen::V,сайрау,laulma
1369,tanzen::V,билеу,tantsima
1370,sich trennen::V,айрылысу,lahku minema
1371,verlassen::V,тастау,maha jätma
1372,retten::V,құтқару,päästma
1373,bewachen::V,күзету,valvama
1374,schützen::V,жақтау,kaitsma
1375,schützen::V,жақтасу,kaitsma
1376,verteidigen::V,қорғау,kaitsma
1377,sich schlagen::V,алысу,kaklema
1378,schießen::V,ату,tulistama
1379,siegen::V,жеңу,võitma
1380,ärgern::V,ашуландыру,ärritama
1381,ärgern::V,ашуландыру,vihastama
1382,schlagen::V,ұру,lööma
1383,treten::V,тебу,sõtkuma
1384,stechen::V,шаншу,pistma
1385,stechen::V,шаншу,torkama
1386,stoßen::V,түрту,tõukama
1387,stehlen::V,ұрлау,varastama
1388,stören::V,кесірлен,segama
1389,stören::V,кесірлен,häirima
1390,belästigen::V,мазасын алу,ahistama
1391,verbergen::V,сездірмеу,peitma
1392,verbergen::V,сездірмеу,varjama
1393,täuschen::V,жалған айту,petma
1394,täuschen::V,жалған айту,tüssama
1395,betrügen::V,алдау,petma
1396,betrügen::V,алдау,tüssama
1397,betrügen::V,алдау,truudust murtma
1398,betrügen::V,алдап кету,petma
1399,betrügen::V,алдап кету,tüssama
1400,betrügen::V,алдап кету,truudust murtma
1401,betrügen::V,ақымақ қылу,petma
1402,betrügen::V,ақымақ қылу,tüssama
1403,betrügen::V,ақымақ қылу,truudust murtma
1404,töten::V,құрту,tapma
1405,töten::V,құрту,surmama
1406,töten::V,өлтіру,tapma
1407,töten::V,өлтіру,surmama
1408,wohnen::V,мекендеу,elama
1409,wohnen::V,өмір сүру,elama
1410,arbeiten::V,істеу,töötama
1411,arbeiten::V,еңбектену,töötama
1412,sammeln::V,жыю,koguma
1413,sammeln::V,жыю,korjama
1414,pflücken::V,жұлу,noppima
1415,jagen::V,аулау,jahtima
1416,fischen::V,балык_аулау,kalastama
1417,fischen::V,балык_аулау,kala püüdma
1418,fassen::V,ұстау,püüdma
1419,hüten::V,жаю,karjatama
1420,hüten::V,бағу,karjatama
1421,treiben::V,айдау,ajama
1422,anbinden::V,байлау,kinni siduma
1423,füttern::V,ас ішкізу,söötma
1424,füttern::V,азықтандыру,söötma
1425,füttern::V,қоректендіру,söötma
1426,melken::V,сауу,lüpsma
1427,hacken::V,турау,raiuma
1428,hacken::V,турау,lõhkuma
1429,gießen::V,суару,kastma
1430,reifen::V,жетілу,valmima
1431,zubereiten::V,даяр ету,valmistama
1432,kochen::V,асу,keetma
1433,backen::V,пісіру,küpsetama
1434,braten::V,қуыру,praadima
1435,umrühren::V,былғалау,segama
1436,umrühren::V,сапырылыстыру,segama
1437,stricken::V,торлау,kuduma
1438,stricken::V,тоқу,kuduma
1439,nähen::V,тігу,õmblema
1440,färben::V,бояу,värvima
1441,färben::V,сырлау,värvima
1442,reinigen::V,аршу,puhastama
1443,reinigen::V,тазалау,puhastama
1444,waschen::V,жуу,pesema
1445,abwischen::V,сүрту,puhtaks pühkima
1446,spülen::V,шаю,uhtma
1447,fegen::V,сыпыру,pühkima
1448,kehren::V,сыпыру,pühkima
1449,baden::V,шомылу,suplema
1450,baden::V,шомылу,kümblema
1451,sich waschen::V,жуыну,end pesema
1452,ausziehen::V,шешу,käest võtma
1453,ausziehen::V,шешу,jalast võtma
1454,ausziehen::V,шешу,seljast võtma
1455,anziehen::V,кигізу,jalga panema
1456,sich anziehen::V,киіну,riietuma
1457,kämmen::V,тарау,kammima
1458,schmücken::V,әсемдеу,kaunistama
1459,schmücken::V,мәнерлеу,kaunistama
1460,schmücken::V,көріктендіру,kaunistama
1461,sagen::V,деу,ütlema
1462,sagen::V,айту,ütlema
1463,sprechen::V,деу,rääkima
1464,sprechen::V,деу,kõnelema
1465,sprechen::V,айту,rääkima
1466,sprechen::V,айту,kõnelema
1467,reden::V,сөйлеу,kõnelema
1468,reden::V,сөйлесу,kõnelema
1469,reden::V,тіл қатысу,kõnelema
1470,sich unterhalten::V,сұхбаттасу,vestlema
1471,fragen::V,сұрау,küsima
1472,bitten::V,өтіну,paluma
1473,bitten::V,жалыну,paluma
1474,erzählen::V,айту,jutustama
1475,mitteilen::V,білдіру,teatama
1476,mitteilen::V,білдіру,teada andma
1477,nennen::V,атау,nimetama
1478,rufen::V,шақыру,kutsuma
1479,prahlen::V,бөсу,hooplema
1480,übersetzen::V,аудару,tõlkima
1481,denken::V,ойлау,mõtlema
1482,glauben::V,нану,uskuma
1483,glauben::V,илану,uskuma
1484,bemerken::V,аңғару,märkama
1485,erkennen::V,тану,ära tundma
1486,begreifen::V,ұғу,aru saama
1487,begreifen::V,аңғарып алу,aru saama
1488,verstehen::V,пайым,mõistma
1489,verstehen::V,түсіну,mõistma
1490,lernen::V,оқу,õppima
1491,wissen::V,хабардар болу,teadma
1492,sich erinnern an::V,еске түсіру,mäletama
1493,vergessen::V,ұмыту,unustama
1494,messen::V,өлшеу,mõõtma
1495,zählen::V,санау,loendama
1496,rechnen::V,санап шығару,arvutama
1497,rechnen::V,санап шығу,arvutama
1498,rechnen::V,санау,arvutama
1499,lesen::V,оқу,lugema
1500,malen::V,сурет салу,maalima
1501,zeichnen::V,сурет салу,joonistama
1502,schreiben::V,жазу,kirjutama
1503,besitzen::V,болу,omama
1504,kaufen::V,алу,ostma
1505,kaufen::V,әперу,ostma
1506,verkaufen::V,сату,müüma
1507,bezahlen::V,төлеу,tasuma
1508,bezahlen::V,ақы беру,tasuma
1509,bezahlen::V,ақы төлеу,tasuma
1510,zahlen::V,төлеу,maksma
1511,beherrschen::V,билеу,valitsema
1512,ertragen::V,төзу,taluma
1513,ertragen::V,шыдау,taluma
