,Concept_ID,hu,uk
846,und::CNJ,és,і
847,und::CNJ,meg,і
848,oder::CNJ,vagy,або
849,stehen::V,áll,стояти
850,sitzen::V,ül,сидіти
851,liegen::V,fekszik,лежати
852,hängen::V,függ,висіти
853,werden::V,lesz,стати
854,werden::V,lesz,робитися
855,passieren::V,történik,трапитися
856,beginnen::V,kezdődik,початися
857,enden::V,végződik,кінчитися
858,enden::V,befejeződik,кінчитися
859,wechseln::V,változik,мінятися
860,aufgehen[Sonne]::V,kel,зійти
861,untergehen[Sonne]::V,lemegy,зайти
862,scheinen[Sonne]::V,süt,світити
863,donnern::V,dörög,гриміти
864,wehen::V,fúj,віяти
865,strömen::V,áramlik,литися
866,fließen::V,folyik,текти
867,sich drehen::V,forog,обертатися
868,schwanken::V,inog,коливатися
869,schwanken::V,ingadozik,коливатися
870,schwingen::V,leng,хитатися
871,schwingen::V,leng,гойдатися
872,fallen::V,esik,падати
873,brennen::V,ég,горіти
874,rauchen::V,füstöl,диміти
875,regnen::V,esik,дощити
876,gefrieren::V,megfagy,змерзнути
877,tauen::V,olvad,танути
878,schmelzen::V,olvad,плавитися
879,schmelzen::V,elolvad,плавитися
880,trocknen::V,szárad,сохнути
881,sieden::V,forr,кипіти
882,faulen::V,rothad,гнити
883,verfaulen::V,elrothad,згнити
884,verfaulen::V,megrothad,згнити
885,reißen::V,szakad,рватися
886,versinken::V,süllyed,тонути
887,versinken::V,elsüllyed,тонути
888,vergehen::V,múlik,проходити
889,vergehen::V,elmúlik,проходити
890,erscheinen::V,feltűnik,з’явитися
891,erscheinen::V,megjelenik,з’явитися
892,verschwinden::V,letűnik,щезнути
893,verschwinden::V,letűnik,зникнути
894,sinken::V,süllyed,спадати
895,abnehmen::V,apad,поменшитися
896,abnehmen::V,csökken,поменшитися
897,zunehmen::V,növekszik,збільшуватися
898,zunehmen::V,gyarapszik,збільшуватися
899,steigen::V,emelkedik,підніматися
900,wachsen::V,nő,рости
901,wachsen::V,terem,рости
902,wachsen::V,növekszik,рости
903,glänzen::V,ragyog,блищати
904,glänzen::V,fénylik,блищати
905,funkeln::V,csillog,блискати
906,funkeln::V,tündöklik,блискати
907,lärmen::V,lármázik,шуміти
908,läuten::V,cseng,дзвонити
909,klingeln::V,csenget,дзвонити
910,klirren::V,csörömpöl,дзвякати
911,brausen::V,zúg,бушувати
912,brausen::V,morajlik,бушувати
913,rauschen::V,zúg,шелестіти
914,klingen::V,hangzik,лунати
915,klingen::V,hangzik,звучати
916,bellen::V,ugat,гавкати
917,heulen::V,bőg,вити
918,heulen::V,üvölt,вити
919,blasen::V,fúj,дунути
920,pfeifen::V,fütyül,свистіти
921,schreien::V,kiált,кричати
922,schreien::V,kiabál,кричати
923,stöhnen::V,nyög,стогнати
924,zittern::V,remeg,тремтіти
925,zittern::V,reszket,тремтіти
926,leben::V,él,жити
927,geboren werden::V,születik,народитися
928,atmen::V,lélegzik,дихати
929,trinken::V,iszik,пити
930,essen::V,eszik,їсти
931,schlucken::V,nyel,ковтати
932,müde werden::V,elfárad,втомитися
933,müde werden::V,kifárad,втомитися
934,einschlafen::V,elalszik,заснути
935,schlafen::V,alszik,спати
936,aufwachen::V,felébred,прокинутися
937,aufstehen::V,felkel,встати
938,sich erholen::V,pihen,відпочивати
939,krank werden::V,megbetegedik,захворіти
940,krank werden::V,belebetegszik,захворіти
941,krank sein::V,betegeskedik,хворіти
942,schmerzen::V,fáj,боліти
943,husten::V,köhög,кашляти
944,genesen::V,meggyógyul,одужати
945,genesen::V,meggyógyul,видужати
946,sterben::V,hal,померти
947,umkommen::V,elpusztul,згинути
948,sich bewegen::V,mozog,рухатися
949,sich rühren::V,mozdul,ворушитися
950,sich erheben::V,feláll,встати
951,sich erheben::V,felemelkedik,встати
952,sich setzen::V,ül,сісти
953,sich setzen::V,leül,сісти
954,hinfallen::V,bukik,упасти
955,hinfallen::V,elesik,упасти
956,laufen::V,jár,ходити
957,schreiten::V,lép,крокувати
958,spazierengehen::V,sétál,гуляти
959,eilen::V,siet,спішити
960,sich beeilen::V,siet,поспішати
961,sausen::V,robog,мчатися
962,rennen::V,fut,бігати
963,rennen::V,szalad,бігати
964,springen::V,ugrik,скакати
965,springen::V,ugrik,стрибати
966,klettern::V,kúszik,лазити
967,schaukeln::V,hintázik,гойдатися
968,kriechen::V,kúszik,повзати
969,schwimmen::V,úszik,пливти
970,schwimmen::V,úszik,плавати
971,tauchen::V,merül,пірнати
972,rudern::V,evez,гребти
973,rudern::V,evez,веслувати
974,fahren::V,jár,їхати
975,fahren::V,megy,їхати
976,fahren::V,utazik,їхати
977,fliegen::V,száll,літати
978,gehen::V,megy,іти
979,weggehen::V,elmegy,піти
980,abfahren::V,indul,від’їхати
981,abfahren::V,indul,відправитися
982,anhalten::V,megáll,зупинитися
983,hineingehen::V,bemegy,входити
984,eintreten::V,belép,увійти
985,kommen::V,jön,прийти
986,ankommen::V,érkezik,прибути
987,ankommen::V,megérkezik,прибути
988,zurückkommen::V,visszajön,повернутися
989,bleiben::V,marad,залишитися
990,bleiben::V,megmarad,залишитися
991,warten::V,vár,чекати
992,warten::V,várakozik,чекати
993,erwarten::V,vár,чекати
994,erwarten::V,megvár,чекати
995,suchen::V,kutat,шукати
996,finden::V,talál,знайти
997,versuchen::V,megpróbál,випробовувати
998,versuchen::V,megkísérel,випробовувати
999,vorbereiten::V,előkészít,підготувати
1000,lieben::V,szeret,любити
1001,mögen::V,szeret,любити
1002,mögen::V,szeret,подобатися
1003,lachen::V,nevet,сміятися
1004,rühren::V,mozdít,розчулити
1005,weinen::V,sír,плакати
1006,schimpfen::V,szid,лаятися
1007,schimpfen::V,szitkozódik,лаятися
1008,sich ärgern::V,mérgelődik,сердитися
1009,sich ärgern::V,bosszankodik,сердитися
1010,sich fürchten::V,fél,боятися
1011,sich fürchten::V,retteg,боятися
1012,fürchten::V,fél,боятися
1013,fliehen::V,menekül,тікати
1014,flüchten::V,elmenekül,утекти
1015,sehen::V,néz,бачити
1016,anschauen::V,megnéz,поглянути
1017,ansehen::V,néz,дивитися на
1018,ansehen::V,ránéz,дивитися на
1019,ansehen::V,megnéz,дивитися на
1020,hören::V,hall,чути
1021,zuhören::V,hallgat,слухати
1022,zuhören::V,meghallgat,слухати
1023,probieren::V,kóstol,покуштувати
1024,probieren::V,megkóstol,покуштувати
1025,riechen::V,szagol,нюхати
1026,fühlen::V,érez,відчувати
1027,scheinen::V,tűnik,здаватися
1028,scheinen::V,látszik,здаватися
1029,zu sehen sein::V,mutatkozik,виднітися
1030,vernehmen::V,hall,почути
1031,frieren::V,fázik,мерзнути
1032,tun::V,csinál,робити
1033,tun::V,cselekszik,робити
1034,können::V,tud,могти
1035,wollen::V,akar,хотіти
1036,anfangen::V,kezd,почати
1037,beenden::V,befejez,закінчити
1038,aufhören::V,megszűnik,перестати
1039,gelingen::V,sikerül,вдатися
1040,geraten::V,kerül,опинитися
1041,geraten::V,jut,опинитися
1042,öffnen::V,nyit,відкрити
1043,öffnen::V,kinyit,відкрити
1044,schließen::V,csuk,закрити
1045,schließen::V,becsuk,закрити
1046,stellen::V,állít,поставити
1047,stellen::V,helyez,поставити
1048,setzen::V,ültet,посадити
1049,setzen::V,helyez,посадити
1050,legen::V,tesz,класти
1051,legen::V,fektet,класти
1052,berühren::V,érint,чіпати
1053,verbinden::V,beköt,зв’язати
1054,verbinden::V,összeköt,зв’язати
1055,bedecken::V,betakar,покрити
1056,bedecken::V,beborít,покрити
1057,aufhängen::V,felakaszt,повісити
1058,anzünden::V,gyújt,запалити
1059,anzünden::V,meggyújt,запалити
1060,aufheben::V,felemel,підняти
1061,zurücklassen::V,hátrahagy,залишити
1062,verlieren::V,veszít,загубити
1063,verlieren::V,elveszít,загубити
1064,fallen lassen::V,elejt,упустити
1065,machen::V,tesz,зробити
1066,machen::V,csinál,зробити
1067,herstellen::V,gyárt,виготовити
1068,herstellen::V,előállít,виготовити
1069,bauen::V,épít,будувати
1070,reparieren::V,javít,лагодити
1071,reparieren::V,kijavít,лагодити
1072,reparieren::V,megjavít,лагодити
1073,verbessern::V,megjavít,поліпшити
1074,ändern::V,változtat,змінити
1075,ändern::V,megváltoztat,змінити
1076,graben::V,ás,копати
1077,beugen::V,meghajt,зігнути
1078,biegen::V,hajlít,погнути
1079,drehen::V,forgat,вертіти
1080,wenden::V,fordít,повернути
1081,wenden::V,megfordít,повернути
1082,umdrehen::V,megfordít,перевернути
1083,umdrehen::V,megforgat,перевернути
1084,heben::V,emel,піднімати
1085,hochheben::V,felemel,підняти
1086,ergreifen::V,megfog,схопити
1087,halten::V,tart,тримати
1088,drücken::V,nyom,натискати
1089,drücken::V,megnyom,натискати
1090,schieben::V,tol,пхати
1091,schieben::V,tol,штовхати
1092,kratzen::V,vakar,шкребти
1093,lecken::V,nyal,лизати
1094,beißen::V,harap,кусати
1095,abreißen::V,letép,відірвати
1096,abschneiden::V,levág,відрізати
1097,binden::V,köt,в’язати
1098,binden::V,kötöz,в’язати
1099,stecken::V,dug,увіткнути
1100,brechen::V,tör,зламати
1101,brechen::V,eltör,зламати
1102,klopfen::V,kopogtat,стукати
1103,hauen::V,vág,бити
1104,hauen::V,levág,бити
1105,kleben::V,tapaszt,клеїти
1106,reiben::V,dörzsöl,терти
1107,reiben::V,súrol,терти
1108,streichen::V,simít,намазати
1109,schleifen::V,fen,точити
1110,schleifen::V,csiszol,точити
1111,schleifen::V,köszörül,точити
1112,schneiden::V,vág,різати
1113,schneiden::V,szel,різати
1114,schneiden::V,metsz,різати
1115,rütteln::V,ráz,хитати
1116,schütteln::V,ráz,трясти
1117,schütteln::V,megráz,трясти
1118,schwenken::V,lóbál,махати
1119,schwenken::V,lobogtat,махати
1120,schütten::V,önt,налити
1121,füllen::V,tölt,наповнити
1122,füllen::V,megtölt,наповнити
1123,einwickeln::V,becsavar,загорнути
1124,tragen::V,hord,нести
1125,schleppen::V,vonszol,тягти
1126,ziehen::V,húz,тягнути
1127,aufbewahren::V,megőriz,зберігати
1128,werfen::V,dob,кидати
1129,werfen::V,hajít,кидати
1130,fangen::V,fog,ловити
1131,packen::V,megragad,схопити
1132,verstecken::V,eldug,сховати
1133,verstecken::V,elrejt,сховати
1134,teilen::V,oszt,розділити
1135,teilen::V,megoszt,розділити
1136,schicken::V,küld,посилати
1137,bringen::V,hoz,принести
1138,bringen::V,visz,принести
1139,hinzufügen::V,hozzáad,додати
1140,bekommen::V,kap,дістати
1141,bekommen::V,megkap,дістати
1142,erhalten::V,kap,одержати
1143,erhalten::V,megkap,одержати
1144,nehmen::V,vesz,взяти
1145,wählen::V,választ,вибрати
1146,auswählen::V,kiválaszt,відібрати
1147,bewahren::V,megtart,зберегти
1148,behindern::V,akadályoz,перешкоджати
1149,behindern::V,gátol,перешкоджати
1150,verderben::V,elront,зіпсувати
1151,beschädigen::V,rongál,зашкодити
1152,zerbrechen::V,eltör,розбити
1153,zerbrechen::V,széttör,розбити
1154,zerbrechen::V,kettétör,розбити
1155,zerreißen::V,eltép,розірвати
1156,zerreißen::V,széttép,розірвати
1157,zerstören::V,elpusztít,зруйнувати
1158,verbrennen::V,éget,спалити
1159,verbrennen::V,eléget,спалити
1160,geben::V,ad,дати
1161,reichen::V,nyújt,передати
1162,schenken::V,ajándékoz,дарувати
1163,versprechen::V,ígér,обіцяти
1164,wünschen::V,kíván,бажати
1165,loben::V,dicsér,хвалити
1166,küssen::V,csókol,цілувати
1167,wiegen::V,ringat,качати
1168,zudecken::V,betakar,накрити
1169,wecken::V,kelt,розбудити
1170,wecken::V,ébreszt,розбудити
1171,zeigen::V,mutat,показати
1172,führen::V,visz,вести
1173,führen::V,vezet,вести
1174,lehren::V,tanít,вчити
1175,unterrichten::V,tanít,викладати
1176,aufziehen::V,felnevel,виховати
1177,leiten::V,vezet,керувати
1178,leiten::V,vezérel,керувати
1179,antreiben::V,hajt,підганяти
1180,lassen::V,-tat,змусити
1181,lassen::V,-at,змусити
1182,einladen::V,meghív,запросити
1183,vereinigen::V,egyesít,об’єднати
1184,besuchen::V,látogat,завітати
1185,besuchen::V,látogat,відвідати
1186,treffen::V,talál,зустріти
1187,sich versammeln::V,gyülekezik,зібратися
1188,sich versammeln::V,összegyűlik,зібратися
1189,spielen::V,játszik,грати
1190,singen::V,énekel,співати
1191,tanzen::V,táncol,танцювати
1192,sich trennen::V,elválik,розлучитися
1193,verlassen::V,elhagy,покинути
1194,retten::V,ment,врятувати
1195,bewachen::V,őriz,охороняти
1196,schützen::V,óv,уберігати
1197,schützen::V,véd,уберігати
1198,verteidigen::V,véd,захистити
1199,sich schlagen::V,verekszik,битися
1200,sich schlagen::V,verekszik,дратися
1201,schießen::V,lő,стріляти
1202,siegen::V,győz,перемогти
1203,ärgern::V,bosszant,сердити
1204,schlagen::V,üt,ударити
1205,schlagen::V,ver,ударити
1206,treten::V,rúg,штовхати
1207,stechen::V,döf,вколоти
1208,stechen::V,szúr,вколоти
1209,stoßen::V,lök,штовхнути
1210,stehlen::V,lop,украсти
1211,stören::V,zavar,перешкодити
1212,belästigen::V,zaklat,докучати
1213,verbergen::V,rejt,сховати
1214,verbergen::V,elrejt,сховати
1215,täuschen::V,megtéveszt,обдурити
1216,betrügen::V,csal,зшахраювати
1217,töten::V,öl,убити
1218,wohnen::V,lakik,жити
1219,wohnen::V,lakik,мешкати
1220,arbeiten::V,dolgozik,працювати
1221,sammeln::V,szed,зібрати
1222,sammeln::V,gyűjt,зібрати
1223,pflücken::V,szed,зривати
1224,jagen::V,vadászik,полювати
1225,fischen::V,halászik,рибалити
1226,fassen::V,fog,піймати
1227,hüten::V,őriz,пасти
1228,hüten::V,legeltet,пасти
1229,treiben::V,hajt,гнати
1230,anbinden::V,köt,прив’язати
1231,füttern::V,etet,годувати
1232,füttern::V,etet,харчувати
1233,melken::V,fej,доїти
1234,hacken::V,vág,рубати
1235,gießen::V,öntöz,полити
1236,reifen::V,érik,дозріти
1237,zubereiten::V,elkészít,зготовити
1238,zubereiten::V,elkészít,приготувати
1239,kochen::V,főz,варити
1240,kochen::V,főz,готувати
1241,backen::V,süt,пекти
1242,braten::V,süt,смажити
1243,umrühren::V,megkever,переміщати
1244,stricken::V,köt,в’язати
1245,nähen::V,varr,шити
1246,färben::V,fest,пофарбувати
1247,reinigen::V,tisztít,очистити
1248,waschen::V,mos,мити
1249,abwischen::V,letöröl,витерти
1250,spülen::V,mosogat,полоскати
1251,fegen::V,söpör,підмітати
1252,kehren::V,söpör,мести
1253,baden::V,fürdik,купатися
1254,sich waschen::V,mosdik,митися
1255,sich waschen::V,mosakszik,митися
1256,ausziehen::V,levesz,зняти
1257,anziehen::V,felölt,надіти
1258,anziehen::V,felvesz,надіти
1259,sich anziehen::V,öltözik,одягтися
1260,sich anziehen::V,öltözik,одягнутися
1261,sich anziehen::V,felöltözik,одягтися
1262,sich anziehen::V,felöltözik,одягнутися
1263,kämmen::V,fésül,зачесати
1264,schmücken::V,díszít,оздобити
1265,sagen::V,mond,сказати
1266,sprechen::V,beszél,говорити
1267,reden::V,beszél,розмовляти
1268,sich unterhalten::V,beszélget,бесідувати
1269,fragen::V,kérdez,запитати
1270,bitten::V,kér,просити
1271,erzählen::V,mesél,розповісти
1272,erzählen::V,elbeszél,розповісти
1273,mitteilen::V,közöl,повідомити
1274,nennen::V,hív,назвати
1275,nennen::V,nevez,назвати
1276,rufen::V,hív,кликати
1277,prahlen::V,dicsekszik,хвалитися
1278,übersetzen::V,fordít,перекласти
1279,denken::V,gondol,думати
1280,denken::V,gondol,мислити
1281,glauben::V,hisz,вірити
1282,bemerken::V,észrevesz,помітити
1283,erkennen::V,ráismer,пізнати
1284,erkennen::V,felismer,пізнати
1285,begreifen::V,felfog,осягнути
1286,verstehen::V,ért,почути
1287,verstehen::V,megért,почути
1288,lernen::V,tanul,навчатися
1289,lernen::V,megtanul,навчатися
1290,wissen::V,tud,знати
1291,sich erinnern an::V,emlékszik,пам’ятати
1292,vergessen::V,felejt,забути
1293,vergessen::V,elfelejt,забути
1294,messen::V,mér,міряти
1295,messen::V,megmér,міряти
1296,zählen::V,számol,лічити
1297,zählen::V,megszámol,лічити
1298,rechnen::V,számít,рахувати
1299,lesen::V,olvas,читати
1300,malen::V,fest,малювати
1301,zeichnen::V,rajzol,рисувати
1302,schreiben::V,ír,писати
1303,besitzen::V,birtokol,мати
1304,kaufen::V,vesz,купити
1305,kaufen::V,megvesz,купити
1306,verkaufen::V,elad,продати
1307,bezahlen::V,fizet,заплатити
1308,bezahlen::V,kifizet,заплатити
1309,zahlen::V,fizet,платити
1310,zahlen::V,megfizet,платити
1311,beherrschen::V,ural,володіти
1312,ertragen::V,elbír,витерпіти
1313,ertragen::V,elvisel,витерпіти
