,Concept_ID,cs,ba
775,schon::ADV,už,инде
776,schon::ADV,již,инде
777,wieder::ADV,zase,тағы
778,vergebens::ADV,marně,бушҡа
779,vor::PRP,před,алдында
780,hinter::PRP,za,артында
781,unter::PRP,pod,аҫтында
782,durch::PRP,skrz,үтә
783,neben::PRP,vedle,эргәһендә
784,zwischen::PRP,mezi,араһында
785,wegen::PRP,pro,өсөн
786,wegen::PRP,pro,сәбәпле
787,dies::PRN,toto,был
788,dies::PRN,toto,ошо
789,dies::PRN,tohle,был
790,dies::PRN,tohle,ошо
791,das::PRN,to,ул
792,alles::PRN,všechno,бөтә
793,ich::PRN,já,мин
794,du::PRN,ty,һин
795,er::PRN,on,ул
796,wir::PRN,my,беҙ
797,ihr::PRN,vy,һеҙ
798,sie::PRN,oni,улар
799,was::FPRN,co,ә
800,was::FPRN,co,ни
801,was::FPRN,co,нәмә
802,wer::FPRN,kdo,ҡем
803,wo::FADV,kde,ҡайҙа
804,wohin::FADV,kam,ҡайҙа
805,wie::FADV,jak,инидәй
806,warum::FADV,proč,ин өсөн
807,wieviel::FNUM,kolik,күпме
808,eins::NUM,jeden,бер
809,zwei::NUM,dva,ике
810,zwei::NUM,dva,икәү
811,drei::NUM,tři,өс
812,vier::NUM,čtyři,дүрт
813,fünf::NUM,pět,биш
814,sechs::NUM,šest,алты
815,sieben::NUM,sedm,ете
816,acht::NUM,osm,һигеҙ
817,neun::NUM,devět,туғыҙ
818,zehn::NUM,deset,ун
819,elf::NUM,jedenáct,ун бер
820,zwölf::NUM,dvanáct,ун ике
821,zwanzig::NUM,dvacet,егерме
822,dreißig::NUM,třicet,утыҙ
823,vierzig::NUM,čtyřicet,ҡырҡ
824,fünfzig::NUM,padesát,илле
825,sechzig::NUM,šedesát,алтмыш
826,siebzig::NUM,sedmdesát,етмеш
827,achtzig::NUM,osmdesát,һикһән
828,neunzig::NUM,devadesát,туҡһан
829,hundert::NUM,sto,йөҙ
830,tausend::NUM,tisíc,мең
831,und::CNJ,a,да
832,oder::CNJ,nebo,йәки
833,stehen::V,stát,тороу
834,sitzen::V,sedět,ултырыу
835,liegen::V,ležet,ятыу
836,hängen::V,viset,аҫылынып тороу
837,werden::V,stát se,булыу
838,passieren::V,stát se,булыу
839,beginnen::V,počít,башлау
840,enden::V,končit,бөтөү
841,enden::V,končit,тамамланыү
842,enden::V,skončit,бөтөү
843,enden::V,skončit,тамамланыү
844,wechseln::V,měnit se,үҙгәреү
845,aufgehen[Sonne]::V,vyjít,ҡалҡыу
846,untergehen[Sonne]::V,zapadnout,байыу
847,scheinen[Sonne]::V,svítit,яҡтыртып тороу
848,donnern::V,hřmět,күкрәү
849,wehen::V,vát,иҫеү
850,wehen::V,vanout,иҫеү
851,strömen::V,proudit,ташыу
852,fließen::V,téct,ағыу
853,sich drehen::V,točit se,әйләнеү
854,schwanken::V,kolísat,тирбәлеү
855,schwanken::V,houpat se,тирбәлеү
856,schwingen::V,kývat se,бәүетеү
857,fallen::V,padat,йығылыу
858,brennen::V,hořet,яныу
859,rauchen::V,kouřit,төтәү
860,regnen::V,pršet,ямғыр яуа
861,gefrieren::V,zamrznout,туңыү
862,tauen::V,tát,иреү
863,schmelzen::V,tavit,иреү
864,trocknen::V,schnout,кибеү
865,sieden::V,vřít,ҡайнау
866,faulen::V,hnít,сереу
867,verfaulen::V,shnít,сереу
868,reißen::V,roztrhat se,өҙөү
869,reißen::V,roztrhat se,йыртылыу
870,versinken::V,topit se,батыу
871,versinken::V,ponořit se,батыу
872,vergehen::V,plynout,үтеү
873,erscheinen::V,objevit se,килеп сығыу
874,verschwinden::V,zmizet,юғалыу
875,sinken::V,klesat,түбәнәйеү
876,abnehmen::V,ubýt,кәметеү
877,zunehmen::V,přibýt,артыу
878,steigen::V,stoupat,күтәрелеү
879,wachsen::V,růst,үҫеү
880,glänzen::V,lesknout se,ялтырау
881,funkeln::V,jiskřit se,баҙлау
882,lärmen::V,dělat hluk,шаулау
883,läuten::V,zvonit,ҡағыу
884,klingeln::V,zvonit,ҡағыу
885,klingeln::V,zvonit,шылтыратыу
886,klirren::V,řinčet,шылтыратыу
887,brausen::V,hučet,ҡотороноу
888,rauschen::V,šumět,шыптырлау
889,klingen::V,znít,яңғырау
890,bellen::V,štěkat,өрөү
891,heulen::V,výt,олоу
892,blasen::V,foukat,өрөү
893,pfeifen::V,pískat,һызғырып ебәреү
894,schreien::V,křičet,ҡысҡырыу
895,stöhnen::V,sténat,уңғырашыу
896,zittern::V,třást se,ҡалтырау
897,leben::V,žít,йәшәү
898,geboren werden::V,rodit se,тыуыу
899,atmen::V,dýchat,тын алыү
900,trinken::V,pít,эсеү
901,essen::V,jíst,ашау
902,schlucken::V,polykat,йотоу
903,müde werden::V,unavit se,арыу
904,einschlafen::V,usnout,йоҡлап китеү
905,schlafen::V,spát,йоҡлау
906,aufwachen::V,probudit se,уяныу
907,aufstehen::V,vstát,тороу
908,sich erholen::V,zotavovat se,ял итеү
909,krank werden::V,onemocnět,сирләү
910,krank sein::V,být nemocný,сирләү
911,schmerzen::V,bolet,ауыртыу
912,husten::V,kašlat,йүтәлләү
913,genesen::V,uzdravit se,һауығыу
914,sterben::V,umřít,үлеү
915,umkommen::V,zahynout,һәләк булыу
916,sich bewegen::V,pohnout se,хәрәкәт итеү
917,sich rühren::V,hnout se,ҡуҙғалыу
918,sich erheben::V,zdvihnout se,тороу
919,sich setzen::V,posadit se,ултырыу
920,hinfallen::V,upadnout,ҡолау
921,laufen::V,běžet,йөрөү
922,schreiten::V,kráčet,атлау
923,spazierengehen::V,procházet se,ял итеп йороү
924,eilen::V,spěchat,ашығыу
925,eilen::V,spěchat,ҡабаланыу
926,sich beeilen::V,pospíšit si,ашығыу
927,sich beeilen::V,pospíšit si,ҡабаланыу
928,sausen::V,fičet,елеү
929,rennen::V,pádit,йүгеп йөрөү
930,springen::V,skákat,һикереү
931,klettern::V,lézt,үрмәләү
932,klettern::V,lézt,үрмәләп менеү
933,klettern::V,šplhat,үрмәләү
934,klettern::V,šplhat,үрмәләп менеү
935,schaukeln::V,houpat,сайҡалыу
936,kriechen::V,lézt,шыуышыу
937,kriechen::V,plazit se,шыуышыу
938,schwimmen::V,plavat,йоҙөү
939,tauchen::V,nořit se,сумыу
940,rudern::V,veslovat,ишеү
941,fahren::V,jet,йөрөү
942,fahren::V,jezdit,йөрөү
943,fliegen::V,létat,осоу
944,gehen::V,jít,барыу
945,weggehen::V,odejít,китеү
946,abfahren::V,odjet,сығыу
947,anhalten::V,zastavit se,тукталыу
948,hineingehen::V,vcházet se,инеү
949,eintreten::V,vstoupit,инеү
950,kommen::V,přijít,килеү
951,ankommen::V,dojít,килеү
952,zurückkommen::V,vrátit se,ҡайтыу
953,bleiben::V,zůstat,ҡалыу
954,warten::V,čekat,көтөп тороу
955,erwarten::V,čekat na,көтөү
956,suchen::V,hledat,эҙләү
957,finden::V,najít,табыу
958,versuchen::V,zkoušet,тырышып ҡарау
959,vorbereiten::V,připravit,әҙерләү
960,lieben::V,milovat,яратыу
961,mögen::V,mít rád,һөйөү
962,mögen::V,mít rád,яратыу
963,lachen::V,smát se,көлөү
964,rühren::V,dojmout,ҡағылыу
965,weinen::V,plakat,илау
966,schimpfen::V,nadávat,һүгенеү
967,schimpfen::V,nadávat,тиргәнеү
968,schimpfen::V,nadávat,һуҡраныу
969,sich ärgern::V,pohoršit se,асыуланыу
970,sich fürchten::V,bát se,ҡурҡыу
971,fürchten::V,bát se,ҡурҡыу
972,fliehen::V,utéct,ҡасыу
973,flüchten::V,prchnout,ҡасыу
974,sehen::V,vidět,күреү
975,anschauen::V,podívat se na,ҡарау
976,ansehen::V,sledovat,ҡарау
977,ansehen::V,sledovat,тикшереү
978,hören::V,slyšet,ишетеү
979,zuhören::V,poslouchat,тыңлау
980,probieren::V,ochutnávat,татыу
981,riechen::V,cítit,еҫкәү
982,fühlen::V,cítit,тойоу
983,scheinen::V,zdát se,кеүек күренеү
984,scheinen::V,zdát se,тойолоу
985,zu sehen sein::V,moci být viděn,күренеү
986,vernehmen::V,uslyšet,ишетеү
987,frieren::V,mrznout,туңыү
988,tun::V,dělat,яһау
989,tun::V,dělat,әшләү
990,können::V,moct,алыу
991,können::V,moct,мөмкин булыу
992,wollen::V,chtít,теләү
993,anfangen::V,začít,башлау
994,beenden::V,ukončit,бөтөрөү
995,beenden::V,ukončit,тамамлау
996,aufhören::V,přestat,туктау
997,gelingen::V,podařit se,уңышлы булыу
998,geraten::V,dařit se,булып сығыу
999,öffnen::V,otevřít,асыу
1000,schließen::V,zavřít,йомоу
1001,stellen::V,postavit,ҡуйыу
1002,setzen::V,posadit,урынлаштырыу
1003,legen::V,klást,һалыу
1004,legen::V,položit,һалыу
1005,berühren::V,dotýkat se,тейеү
1006,berühren::V,dotýkat se,ҡағылыу
1007,verbinden::V,spojit,ҡушыу
1008,verbinden::V,spojit,бәйләү
1009,bedecken::V,pokrýt,ҡаплау
1010,aufhängen::V,oběsit,элеү
1011,aufhängen::V,pověsit,элеү
1012,anzünden::V,zapálit,тоҡандырыу
1013,anzünden::V,podpálit,тоҡандырыу
1014,aufheben::V,zvednout,мендереү
1015,aufheben::V,zdvihnout,мендереү
1016,zurücklassen::V,zanechat,ҡалдырыу
1017,verlieren::V,ztratit,юғалтыу
1018,fallen lassen::V,upustit,төшөрөп ебәреү
1019,machen::V,udělat,яһау
1020,machen::V,udělat,эшләү
1021,herstellen::V,vyrobit,эшләп сығарыу
1022,bauen::V,stavět,төҙөү
1023,bauen::V,budovat,төҙөү
1024,reparieren::V,opravit,төҙәтеү
1025,verbessern::V,zlepšit,яҡшыртыу
1026,ändern::V,změnit,үҙгәртеү
1027,graben::V,rýt,ҡаҙыу
1028,graben::V,kopat,ҡаҙыу
1029,beugen::V,ohnout,бөгөү
1030,biegen::V,ohnout,бөгөү
1031,drehen::V,točit,өйрөлтөү
1032,drehen::V,točit,әйләндереү
1033,wenden::V,obrátit,әйләндереү
1034,umdrehen::V,obrátit,түңкәреү
1035,heben::V,zdvihnout,күтәреү
1036,heben::V,zdvihnout,мендереү
1037,hochheben::V,zvednout,күтәреү
1038,ergreifen::V,chopit se,тотоп алыу
1039,halten::V,držet,тотоу
1040,drücken::V,stisknout,ҡыҫыу
1041,schieben::V,posouvat,этеү
1042,schieben::V,posouvat,төртөү
1043,kratzen::V,škrábat,ҡырыу
1044,lecken::V,lízat,ялау
1045,beißen::V,kousat,тешләү
1046,abreißen::V,utrhat,өҙөү
1047,abreißen::V,odtrhat,өҙөү
1048,abschneiden::V,uřezat,ҡырҡыу
1049,abschneiden::V,ukrojit,ҡырҡыу
1050,binden::V,přivázat,бәйләү
1051,stecken::V,strčit,ҡаҙау
1052,brechen::V,lomit,боҙоу
1053,klopfen::V,ťukat,шаҡылдау
1054,klopfen::V,klepat,шаҡылдау
1055,hauen::V,bít,туҡмау
1056,kleben::V,lepit,йәбештереү
1057,reiben::V,třít,ыуыу
1058,reiben::V,třít,ышҡыу
1059,streichen::V,mazat,яғыу
1060,schleifen::V,brousit,үткерләү
1061,schneiden::V,řezat,ҡырҡыу
1062,schneiden::V,střihat,ҡырҡыу
1063,rütteln::V,třást,һелкетеү
1064,rütteln::V,otřást,һелкетеү
1065,schütteln::V,třást,һелкетеү
1066,schütteln::V,zatřást,һелкетеү
1067,schwenken::V,mávat,болғау
1068,schütten::V,nasypat,ҡойоу
1069,füllen::V,naplnit,тултырыу
1070,einwickeln::V,zavinout,төрөү
1071,tragen::V,nést,алып барыу
1072,schleppen::V,vléct,һөйрәү
1073,ziehen::V,tahat,тартыу
1074,ziehen::V,táhnout,тартыу
1075,aufbewahren::V,schovat,һаҡлау
1076,werfen::V,házet,ырғытыу
1077,fangen::V,chytat,тотоу
1078,packen::V,uchvátit,етеү
1079,packen::V,uchvátit,тотоп алыу
1080,verstecken::V,schovat,йәшереү
1081,teilen::V,rozdělit,бүлеү
1082,schicken::V,posílat,ебәреү
1083,bringen::V,přinést,килтереү
1084,hinzufügen::V,připojit,өтәү
1085,bekommen::V,dostat,алыу
1086,erhalten::V,uchovat,алыу
1087,nehmen::V,vzít,алыу
1088,wählen::V,zvolit,һайлаү
1089,auswählen::V,vybrat,һайлап алыу
1090,bewahren::V,uchránit,һаҡлау
1091,behindern::V,překážet,тотҡарлыҡ яһау
1092,verderben::V,zkazit,боҙоу
1093,beschädigen::V,porušit,боҙоу
1094,beschädigen::V,poškodit,боҙоу
1095,zerbrechen::V,rozlámat,ҡыйратыу
1096,zerreißen::V,roztrhnout,йыртыу
1097,zerstören::V,zničit,емереү
1098,verbrennen::V,spálit,үртәү
1099,geben::V,dát,биреү
1100,reichen::V,podat,биреү
1101,schenken::V,darovat,бүләк итеү
1102,versprechen::V,slíbit,вәғәҙә биреү
1103,wünschen::V,přát,теләу
1104,loben::V,chválit,маҡтау
1105,küssen::V,líbat,үбеү
1106,wiegen::V,chovat,бәүетеү
1107,wiegen::V,chovat,тирбәтеү
1108,wiegen::V,kolébat,бәүетеү
1109,wiegen::V,kolébat,тирбәтеү
1110,zudecken::V,přikrýt,ҡаплау
1111,zudecken::V,přiklopit,ҡаплау
1112,wecken::V,vzbudit,уятыу
1113,zeigen::V,ukázat,күрһәтеү
1114,führen::V,vést,етәкләү
1115,lehren::V,učit,уҡытыу
1116,lehren::V,učit,өйрәтеү
1117,unterrichten::V,vyučovat,уҡытыу
1118,aufziehen::V,vychovat,тәрбиәле
1119,leiten::V,vodit,етәкләү
1120,leiten::V,vodit,етәкселек итеү
1121,antreiben::V,nutit,ашыҡтырыу
1122,lassen::V,dát,мәжбүр итеү
1123,einladen::V,pozvat,саҡырыу
1124,vereinigen::V,spojit,берләштереү
1125,besuchen::V,návštívit,килеп сығыу
1126,treffen::V,potkat,тойоү
1127,treffen::V,potkat,осратыу
1128,treffen::V,potkat,ҡаршылау
1129,sich versammeln::V,shromáždit se,йыйылыу
1130,spielen::V,hrát,тартыу
1131,singen::V,zpívat,йырлау
1132,tanzen::V,tančit,бейеү
1133,sich trennen::V,rozejít se,айырылышыу
1134,verlassen::V,opustit,ташлау
1135,verlassen::V,opustit,ташлап китеү
1136,retten::V,zachránit,ҡотҡарыу
1137,bewachen::V,hlídat,һаҡлау
1138,schützen::V,chránit,һаҡлау
1139,verteidigen::V,obhájit,яҡлау
1140,sich schlagen::V,bít se,һуғышыу
1141,schießen::V,střílet,атыу
1142,siegen::V,zvítězit,еңеү
1143,ärgern::V,zlobit,асыуландырыу
1144,ärgern::V,pohoršit,асыуландырыу
1145,schlagen::V,udeřit,бәреү
1146,schlagen::V,udeřit,туҡмау
1147,schlagen::V,praštit,бәреү
1148,schlagen::V,praštit,туҡмау
1149,treten::V,kopnout,тибеү
1150,treten::V,kopnout,типкеләү
1151,stechen::V,bodnout,сәнсеү
1152,stechen::V,píchnout,сәнсеү
1153,stoßen::V,strčit,этеү
1154,stoßen::V,strčit,төртөү
1155,stehlen::V,ukrást,урлау
1156,stören::V,vyrušit,ҡамасаулау
1157,belästigen::V,obtěžovat,бимазалау
1158,belästigen::V,obtěžovat,ҡамасаулау
1159,verbergen::V,skrýt,йәшереү
1160,täuschen::V,klamat,ултыртыу
1161,betrügen::V,podvést,алдау
1162,töten::V,zabít,үлтереү
1163,wohnen::V,bydlit,йәшәү
1164,arbeiten::V,pracovat,эшләү
1165,sammeln::V,sebrat,йыйыу
1166,pflücken::V,česat,өҙөү
1167,jagen::V,uhonit,аулау
1168,fischen::V,chytat ryby,аулау
1169,fassen::V,ulovit,тотоу
1170,hüten::V,pást,көтөү
1171,treiben::V,hnát,ҡыуыу
1172,anbinden::V,přivázat,бәйләү
1173,füttern::V,krmit,ашатыу
1174,melken::V,dojit,һауыү
1175,hacken::V,seknout,турау
1176,hacken::V,seknout,тапау
1177,gießen::V,zalít,ҡойоу
1178,reifen::V,uzrát,өлғөрөү
1179,zubereiten::V,připravit,бешереү
1180,kochen::V,vařit,бешереү
1181,backen::V,péct,бешереү
1182,braten::V,smažit,ҡурыу
1183,umrühren::V,zamíchat,ҡатнаштырыу
1184,stricken::V,plést,бәйләү
1185,nähen::V,šít,тегеү
1186,färben::V,nabarvit,буяу
1187,reinigen::V,očistit,таҙартыу
1188,waschen::V,mýt,йыуыу
1189,abwischen::V,utřít,һөртөү
1190,spülen::V,spláchnout,сайҡау
1191,fegen::V,zamést,һепереү
1192,kehren::V,mést,һепереү
1193,baden::V,koupat se,һыу инеү
1194,sich waschen::V,mýt se,йыуыныу
1195,ausziehen::V,svléct,сисеү
1196,anziehen::V,obléct,кейеү
1197,sich anziehen::V,oblékat se,кейенеү
1198,kämmen::V,učesat,тарау
1199,schmücken::V,ozdobit,биҙәү
1200,sagen::V,říct,әйтеү
1201,sprechen::V,mluvit,әйтеү
1202,sprechen::V,mluvit,һөйләшеү
1203,reden::V,hovořit,һөйләшеү
1204,sich unterhalten::V,povídat se,әңгәмәләшеү
1205,fragen::V,zeptat se,һорау
1206,bitten::V,prosit,үтенеү
1207,erzählen::V,povídat,һөйләү
1208,mitteilen::V,sdělit,әйтеү
1209,mitteilen::V,oznámit,әйтеү
1210,nennen::V,nazvat,атау
1211,nennen::V,nazvat,исемләү
1212,rufen::V,volat,саҡырыу
1213,rufen::V,zavolat,саҡырыу
1214,prahlen::V,chlubit se,маҡтаныу
1215,prahlen::V,chlubit se,шапырыныу
1216,übersetzen::V,přeložit,тәржемә итеү
1217,denken::V,myslit,уйлау
1218,glauben::V,věřit,ышаныу
1219,bemerken::V,zpozorovat,күреү
1220,erkennen::V,poznat,таныу
1221,begreifen::V,pochopit,аңлау
1222,verstehen::V,porozumět,аңлау
1223,lernen::V,učit se,өйрәнеү
1224,wissen::V,vědět,белеү
1225,sich erinnern an::V,vzpomínat si na,хәтергә алыу
1226,vergessen::V,zapomínat,онотоу
1227,messen::V,měřit,үлсәү
1228,zählen::V,spočítat,һанау
1229,rechnen::V,počítat,һанау
1230,lesen::V,číst,уҡыу
1231,malen::V,malovat,һүрәт яһау
1232,malen::V,malovat,рәсем төшөрөү
1233,zeichnen::V,rýsovat,һүрәт яһау
1234,zeichnen::V,rýsovat,рәсем төшөрөү
1235,schreiben::V,psát,яҙыу
1236,besitzen::V,mít,биләү
1237,besitzen::V,vlastnit,биләү
1238,kaufen::V,koupit,һатып алыу
1239,verkaufen::V,prodat,һатыу
1240,bezahlen::V,zaplatit,түләү
1241,zahlen::V,platit,түләү
1242,beherrschen::V,ovládat,биләү
1243,ertragen::V,snést,түҙеү
