,Concept_ID,ps,av
735,sanft::A,ملایم,хӏалимаб
736,sanft::A,ملایم,хӏере́наб
737,hungrig::A,وږی,бакъараб
738,krank::A,مريض,щокъаб
739,krank::A,مريض,унтараб
740,krank::A,ناروغ,щокъаб
741,krank::A,ناروغ,унтараб
742,nackt::A,لوڅ,гӏицӏаб
743,nackt::A,لوڅ,чӏанкӏараб
744,traurig::A,غمجن,пашманаб
745,lebendig::A,ژوندی,чӏагояб
746,gut::A,ښه,лъикӏаб
747,schlecht::A,بد,къадараб
748,schlecht::A,خراب,къадараб
749,richtig::A,سم,битӏараб
750,richtig::A,صحیح,битӏараб
751,schlimm::A,بد,нажасаб
752,schlimm::A,بد,къабихӏаб
753,schlimm::A,مخوف,нажасаб
754,schlimm::A,مخوف,къабихӏаб
755,wahr::A,واقعي,хӏакъаб
756,wahr::A,واقعي,битӏараб
757,alt::A,زوړ,басрияб
758,neu::A,نوی,цӏияб
759,ehemalig::A,پخوانی,цебе́госеб
760,alt[Lebewesen]::A,زوړ,хераб
761,jung::A,ځوان,тӏинчӏаб
762,jung::A,ځوان,гӏолохъанаб
763,arm::A,غریب,пакъираб
764,arm::A,بې وزله,пакъираб
765,reich::A,شتمن,бечедаб
766,reich::A,دولتمند,бечедаб
767,bekannt::A,اشنا,лъалеб
768,berühmt::A,مشهور,машгьураб
769,fremd::A,پردی,чияр
770,fremd::A,بېګانه,чияр
771,verschieden::A,مختلف,батӏи-батӏияб
772,nah::A,نژدې,гӏагарда бугеб
773,fern::A,لیری,рикӏкӏадаб
774,linker::A,چپ,квегӏаб
775,linker::A,کیڼ,квегӏаб
776,rechter::A,ښی,кваранаб
777,anderer::A,بل,батӏияб
778,erster::A,لومړی,тӏоцебесеб
779,zweiter::A,دوهم,кӏиабилеб
780,dritter::A,درېم,лъабабилеб
781,letzter::A,آخرنی,ахирисеб
782,letzter::A,وروستی,ахирисеб
783,allein::ADV,یوازې,ялгъузго
784,auf einmal::ADV,په یوه وخت کی,цихӏинтӏаго
785,zusammen::ADV,یو ځای,цойида
786,lange::ADV,ډېر وخت,
787,lange::ADV,ډېره موده,
788,plötzlich::ADV,ناببره,цойидасанго
789,plötzlich::ADV,یوناڅاپه,цойидасанго
790,sofort::ADV,فوراً,гьебсагӏат
791,sofort::ADV,سمدلاسه,гьебсагӏат
792,später::ADV,وروسته,
793,jetzt::ADV,اوس,гьанже
794,heute::ADV,نن,жакъа
795,morgen::ADV,سبا,метер
796,bald::ADV,ژر,гьабсагӏаталъ
797,dann::ADV,پس,цинги
798,dann::ADV,وروسته,цинги
799,gestern::ADV,پرون,сон
800,einst::ADV,پخوا,цин
801,damals::ADV,هغه وخت,гьебмехалъ
802,damals::ADV,هغه وخت,гьебмехалда
803,danach::ADV,بیا,цинги
804,danach::ADV,بیا,хадуса
805,vorher::ADV,دمخه,цебе
806,zuerst::ADV,لومړی,тӏоцебе
807,einmal::ADV,یو ځل,цинцӏул
808,einmal::ADV,یو ځل,цихӏин
809,einmal::ADV,یو ځل,цоцӏул
810,manchmal::ADV,ګاهی ګاهی,олоцӏул
811,oft::ADV,ډېر ځله,гӏемерго
812,immer::ADV,تل,кидаго
813,immer::ADV,همېشه,кидаго
814,niemals::ADV,هیڅکله نه,киданиги
815,hier::ADV,دلته,аниб
816,hierhin::ADV,دلته,анибехун
817,hierhin::ADV,دې ځای ته,анибехун
818,von hier::ADV,د دې ځای نه,гьаниса
819,dort::ADV,هلته,гьениб
820,dorthin::ADV,هلته,гьадаба
821,dorthin::ADV,هغه ځای ته,гьадаба
822,geradeaus::ADV,مخامخ,битӏутӏа
823,vorwärts::ADV,مخ پهٔ وړاندې,цебехун
824,rückwärts::ADV,بېرته,нахъ-нахъ
825,zurück::ADV,بېرته,нахъе
826,unten::ADV,لاندي,ахакь
827,unten::ADV,لاندي,гъоркь
828,hinab::ADV,ښکته,эхебе
829,oben::ADV,پورته,тӏад
830,oben::ADV,پورته,тӏадехун
831,hinauf::ADV,پاس,эхеде
832,überall::ADV,هره خوا,кибго
833,nicht::ADV,نه,
834,ein wenig::ADV,یو څه,дагьабго
835,kaum::ADV,ایله,хӏалалъ
836,sehr::ADV,ډېر,кутакалда
837,sehr::ADV,زيات,кутакалда
838,so::ADV,داسې,гьедин
839,so::ADV,دومره,гьедин
840,noch::ADV,نور,жеги
841,nur::ADV,تش,гӏӣцӏго
842,nur::ADV,صرف,гӏӣцӏго
843,schon::ADV,دمخه,
844,wieder::ADV,بیا,на́хъеги
845,vergebens::ADV,عبث,чӏалгӏаде
846,vor::PRP,دمخه,цебе
847,hinter::PRP,شاته,хадуса
848,unter::PRP,لاندي,ахакь
849,unter::PRP,لاندي,гъоркь
850,durch::PRP,د مینځ نه,
851,neben::PRP,نژدې,аскӏо
852,zwischen::PRP,ترمینځ,гьоркьоб
853,wegen::PRP,د ... له لاسه,гьелда
854,dies::PRN,دا,гьаб
855,dies::PRN,دا,гьеб
856,das::PRN,دا,доб
857,alles::PRN,هرڅهٔ,
858,ich::PRN,زه,дун
859,du::PRN,ته,дуца
860,er::PRN,دی,доб
861,wir::PRN,مونږ,ниж
862,ihr::PRN,تاسې,нуж
863,sie::PRN,هغوی,дол
864,sie::PRN,هغوی,эл
865,was::FPRN,څهٔ,щиб
866,wer::FPRN,چا,щиб
867,wer::FPRN,څوک,щиб
868,wo::FADV,چيری,киб
869,wo::FADV,چيری,кибехун
870,wo::FADV,چېرته,киб
871,wo::FADV,چېرته,кибехун
872,wohin::FADV,چېرته,кибехун
873,wie::FADV,څنګه,кин
874,warum::FADV,ولې,щай
875,wieviel::FNUM,څو,кигӏан
876,wieviel::FNUM,څومره,кигӏан
877,eins::NUM,یو,цо
878,zwei::NUM,دوه,кӏиго
879,drei::NUM,درې,лъабго
880,vier::NUM,څلور,ункъо
881,fünf::NUM,پنځه,щуго
882,sechs::NUM,شپږ,анлъго
883,sieben::NUM,اوه,анкьго
884,acht::NUM,اته,микьго
885,neun::NUM,نهه,ичӏго
886,zehn::NUM,لس,анцӏго
887,elf::NUM,یوولس,анцӏила цо
888,zwölf::NUM,دولس,кӏиго-анцӏила
889,zwanzig::NUM,شل,къого
890,dreißig::NUM,دېرش,лъеберго
891,vierzig::NUM,څلوېښت,кӏикъого
892,fünfzig::NUM,پنځوس,кӏикъо́ялда анцӏго
893,sechzig::NUM,شپېته,лъабкъого
894,siebzig::NUM,اویا,лъабкъо́ялда анцӏго
895,achtzig::NUM,اتیا,ункъого
896,neunzig::NUM,نوي,ункъоялда а́нцӏила
897,hundert::NUM,سل,нусго
898,tausend::NUM,زر,азарго
899,und::CNJ,او,ва
900,und::CNJ,او,-ги
901,oder::CNJ,ېا,ялъуни
902,stehen::V,درېدل,бахъунчӏезе
903,sitzen::V,کښېنستل,гӏодов чӏезе
904,liegen::V,ملاستل,бегизе
905,hängen::V,ځړېدل,базе
906,werden::V,کېدل,бахъине
907,passieren::V,پېښېدل,лъугьине
908,passieren::V,پېښېدل,лъугьа-бахъине
909,beginnen::V,شروع کېدل,байбихьизе
910,enden::V,خلاصدل,лъугӏизе
911,enden::V,تمامېدل,лъугӏизе
912,wechseln::V,تغییر موندل,хиса-басизе
913,wechseln::V,تغییر موندل,хисизе
914,aufgehen[Sonne]::V,ختل,баккизе
915,untergehen[Sonne]::V,لوېدل,щинкӏизе
916,untergehen[Sonne]::V,پرېوتل,щинкӏизе
917,scheinen[Sonne]::V,رڼا کول,къалъ-къалъизе
918,donnern::V,تنېدل,гъугъазе
919,donnern::V,غړمبېدل,гъугъазе
920,wehen::V,چلېدل,пуйзе
921,strömen::V,بهېدل,чвахизе
922,fließen::V,بهېدل,чвахизе
923,fließen::V,تویېدل,чвахизе
924,sich drehen::V,ګرځېدل,сверизе
925,sich drehen::V,چورلېدل,сверизе
926,schwanken::V,زنګېدل,хьвагӏезе
927,schwanken::V,زنګېدل,багъа-бачаризе
928,schwingen::V,زنګېدل,щвартӏезе
929,fallen::V,ولېدل,бортизе
930,brennen::V,سوځېدل,рекӏине
931,rauchen::V,لوګی کول,кӏкӏуй буризе
932,regnen::V,باران اورېدل,базе
933,gefrieren::V,کنګل نيول,гӏу́низе
934,tauen::V,وېلې کېدل,биаризе
935,schmelzen::V,وېلې کېدل,биине
936,trocknen::V,وچېدل,бакъвазе
937,sieden::V,اېشېدل,гьалдезе
938,faulen::V,خرابېدل,махӏцине
939,verfaulen::V,ورستېدل,туризе
940,reißen::V,شلېدل,бихъизе
941,versinken::V,ډوېېدل,гъанкъизе
942,vergehen::V,تېرېدل,базе
943,vergehen::V,تېرېدل,бахъизе
944,vergehen::V,تېرېدل,ине
945,erscheinen::V,ښکارېدل,баккизе
946,verschwinden::V,ورکېدل,къине
947,verschwinden::V,ورکېدل,билизе
948,sinken::V,ښکته کېدل,гӏодо́бе ккезе
949,abnehmen::V,کمېدل,тӏаса камизе
950,zunehmen::V,زیاتېدل,гӏемерлъизе
951,steigen::V,جګېدل,бахине
952,steigen::V,پورته کېدل,бахине
953,wachsen::V,وده کول,кӏодолъизе
954,glänzen::V,ځلېدل,цӏвакизе
955,funkeln::V,پړکېدل,паркъезе
956,lärmen::V,غال و غول کول,хъудизе
957,lärmen::V,غال و غول کول,чӏиргъдизе
958,läuten::V,زنګ وهل,кьабизе
959,klingeln::V,زنګ وهل,кьабизе
960,klirren::V,کړنګېدل,зваргъизе
961,brausen::V,تلاطم کول,гьалаглъизе
962,rauschen::V,شڼهار کول,шуршудизе
963,klingen::V,آواز کول,бахъине
964,bellen::V,غپېدل,гъанчдезе
965,heulen::V,انګلل,рурудизе
966,blasen::V,پو کول,гьохьизе
967,pfeifen::V,شپېلک وهل,гьещтӏезе
968,schreien::V,ناره کول,ахӏизе
969,schreien::V,ناره کول,ахӏдезе
970,stöhnen::V,زګېروی کول,зигардизе
971,zittern::V,لړزېدل,дарран
972,zittern::V,لړزېدل,гьаргьадизе
973,leben::V,ژوند کول,бетӏербахъизе
974,geboren werden::V,زېږېدل,лъугьине
975,atmen::V,ساه کښل,хӏухьел биччазе
976,atmen::V,تنفس کول,хӏухьел биччазе
977,trinken::V,څښل,гьекъезе
978,essen::V,خوړل,квине
979,essen::V,خوړل,кваназе
980,schlucken::V,غړپول,кӏкӏвине
981,schlucken::V,غړپول,къулчӏизе
982,müde werden::V,ستړی کېدل,сваказе
983,einschlafen::V,ویده کېدل,кьижизе
984,einschlafen::V,ویده کېدل,гъапуллъизе
985,schlafen::V,خوب کول,кьижизе
986,aufwachen::V,ویښېدل,бигьине
987,aufstehen::V,پاڅېدل,бахъине
988,aufstehen::V,پاڅېدل,тӏадебахъине
989,sich erholen::V,استراحت کول,хьи бахъизе
990,sich erholen::V,استراحت کول,хӏалхьи гьабизе
991,krank werden::V,رنځورېدل,унтизе
992,krank sein::V,ناجوړېدل,унтизе
993,schmerzen::V,خوږېدل,унтизе
994,schmerzen::V,درد کول,унтизе
995,husten::V,ټوخېدل,хъегӏизе
996,genesen::V,رغېدل,лъилъизе
997,sterben::V,مړل,хвезе
998,umkommen::V,تلفېدل,гьалаглъизе
999,sich bewegen::V,چلېدل,багъаризе
1000,sich bewegen::V,چلېدل,багъаргъизе
1001,sich bewegen::V,حرکت کول,багъаризе
1002,sich bewegen::V,حرکت کول,багъаргъизе
1003,sich rühren::V,ښورېدل,багъаризе
1004,sich erheben::V,درېدل,тӏадебахъине
1005,sich erheben::V,درېدل,бахъине
1006,sich setzen::V,کښېنستل,гӏодов чӏезе
1007,hinfallen::V,لوېدل,щапизе
1008,laufen::V,منډې وهل,хьвадизе
1009,schreiten::V,قدم ایښودل,чӏезе
1010,spazierengehen::V,چکر وهل,тира-сверизе
1011,eilen::V,بېړه کول,ракӏхӏалакине
1012,eilen::V,بېړه کول,дуризе
1013,sich beeilen::V,عجله کول,дуризе
1014,sich beeilen::V,عجله کول,гӏедегӏизе
1015,sausen::V,ځغستل,тӏуризе
1016,rennen::V,زغلېدل,бекеризе
1017,springen::V,ټوپ وهل,кӏанцӏизе
1018,klettern::V,ختل,хархадизе
1019,schaukeln::V,زنګېدل,гьерщезе
1020,kriechen::V,خاپوړی وهل,хъурщизе
1021,schwimmen::V,لامبو وهل,лъедезе
1022,tauchen::V,غوټه وهل,букъардизе
1023,rudern::V,پارو وهل,хазе
1024,fahren::V,تلل,ине
1025,fliegen::V,الوتل,боржине
1026,gehen::V,تلل,ине
1027,weggehen::V,بهر وتل,ине
1028,abfahren::V,تلل,къокъине
1029,anhalten::V,ودرېدل,чӏезе
1030,anhalten::V,ودرېدل,тархъизе
1031,anhalten::V,ودرېدل,лъалхъизе
1032,hineingehen::V,داخلېدل,тӏаделъугьине
1033,eintreten::V,ننوتل,лъугьине
1034,kommen::V,راتلل,бачӏине
1035,ankommen::V,رسېدل,щвезе
1036,ankommen::V,رسېدل,тӏадебачӏине
1037,zurückkommen::V,بېرته راتلل,тадбуссине
1038,zurückkommen::V,بېرته راتلل,тӏадбуссине
1039,bleiben::V,پاتې کېدل,чӏезе
1040,bleiben::V,پاتې کېدل,хутӏизе
1041,warten::V,انتظار وېستل,чӏезе
1042,erwarten::V,انتظار کول,балагьизе
1043,suchen::V,لټول,балагьизе
1044,finden::V,میندل,батизе
1045,finden::V,پیدا کول,батизе
1046,versuchen::V,هڅه کول,хӏалбихьизе
1047,vorbereiten::V,چمتوکول,хӏадурлъизабизе
1048,lieben::V,مینه لرل,балай бегьизе
1049,mögen::V,خوښول,бокьизе
1050,mögen::V,علاقه لرل,бокьизе
1051,lachen::V,خندېدل,белъизе
1052,rühren::V,اغېزه کول,
1053,weinen::V,ژړل,гӏодизе
1054,schimpfen::V,ښکنځا کول,гъанчдезе
1055,sich ärgern::V,قهر راتلل,вагъизе
1056,sich ärgern::V,قهر راتلل,ццида́хине
1057,sich fürchten::V,ډارېدل,хӏинкъизе
1058,fürchten::V,ډارېدل,беркъазе
1059,fürchten::V,ډارېدل,хӏинкъа-къазе
1060,fliehen::V,تښتېدل,лъутизе
1061,flüchten::V,تښتېدل,лъутизе
1062,sehen::V,لیدل,бихьизе
1063,anschauen::V,کتل,бертӏамизе
1064,anschauen::V,کتل,балагьизе
1065,ansehen::V,ننداره کول,бала-гъалагьизе
1066,hören::V,اورېدل,рагӏизе
1067,zuhören::V,غوږ نیول,гӏенеккизе
1068,probieren::V,څکه کول,кӏалдиб хъва́зе
1069,probieren::V,څکه کول,чӏамизе
1070,probieren::V,چاشنی کول,кӏалдиб хъва́зе
1071,probieren::V,چاشنی کول,чӏамизе
1072,riechen::V,بويول,су́нтӏизе
1073,fühlen::V,حسول,чӏвазе
1074,scheinen::V,ښکارېدل,
1075,zu sehen sein::V,ښکارېدل,бихьизе
1076,vernehmen::V,خبرېدل,рагӏизе
1077,frieren::V,ساړه کېتل,цӏорозе
1078,tun::V,کول,гьабизе
1079,können::V,کولای شول,кӏвезе
1080,können::V,کولای شول,лъазе
1081,können::V,د لاسه کېدل,кӏвезе
1082,können::V,د لاسه کېدل,лъазе
1083,wollen::V,غوښتل,бокьизе
1084,anfangen::V,شروع کول,байбихьизе
1085,beenden::V,ختمول,тӏубазабизе
1086,beenden::V,ختمول,лъугӏизабизе
1087,beenden::V,پای ته رسول,тӏубазабизе
1088,beenden::V,پای ته رسول,лъугӏизабизе
1089,aufhören::V,بس کول,бахъизе
1090,gelingen::V,موفق کېدل,бахъизе
1091,gelingen::V,بریالی کېدل,бахъизе
1092,geraten::V,کېدل,бахъизе
1093,öffnen::V,خلاصول,рагьизе
1094,öffnen::V,پرانیستل,рагьизе
1095,schließen::V,تړل,къазе
1096,stellen::V,ایښودل,чӏвазе
1097,setzen::V,کښېنول,рекӏинабизе
1098,setzen::V,کښېنول,гӏодор чӏезаризе
1099,legen::V,ایښودل,лъезе
1100,berühren::V,لاس وهل,хъвазе
1101,verbinden::V,تړل,хьухьине
1102,verbinden::V,تړل,бухьине
1103,bedecken::V,پوښول,кквезе
1104,aufhängen::V,ځوړندول,базе
1105,anzünden::V,بلول,бакизе
1106,anzünden::V,بلول,рекӏинабизе
1107,aufheben::V,پورته کول,
1108,zurücklassen::V,پرېښودل,тезе
1109,verlieren::V,ورکول,билизабизе
1110,fallen lassen::V,له لاسه لوېدل,бортизабизе
1111,machen::V,کول,гьабизе
1112,herstellen::V,جوړول,гьабизе
1113,herstellen::V,جوړول,хӏадурлъизабизе
1114,herstellen::V,توليدول,гьабизе
1115,herstellen::V,توليدول,хӏадурлъизабизе
1116,bauen::V,جوړول,базе
1117,bauen::V,جوړول,гьабизе
1118,reparieren::V,ترمیمول,къачӏазе
1119,verbessern::V,اصلاح کول,лъикӏлъизабизе
1120,ändern::V,تغیر ورکول,хисизабизе
1121,graben::V,کيندل,бухъизе
1122,beugen::V,ټیټول,хьетӏизабизе
1123,biegen::V,کږول,гьетӏизабизе
1124,drehen::V,ګرځول,тиризабизе
1125,drehen::V,ګرځول,свердизабизе
1126,wenden::V,اړول,бегизе
1127,umdrehen::V,اړول,бегизе
1128,umdrehen::V,اړول,бега-битӏизе
1129,heben::V,جګول,борхизе
1130,heben::V,پورته کول,борхизе
1131,hochheben::V,جګول,борхалъизабизе
1132,hochheben::V,جګول,борхизе
1133,ergreifen::V,نیول,кквезе
1134,halten::V,نیول,кквезе
1135,drücken::V,کښېکښل,къазе
1136,drücken::V,کښېکښل,къанцӏу́зе
1137,drücken::V,کښېکښل,къвал ба́зе
1138,schieben::V,پوری وهل,хъилдизе
1139,kratzen::V,ګرول,хачазе
1140,lecken::V,څټل,чӏикӏизе
1141,beißen::V,چیچل,хӏанчӏизе
1142,beißen::V,چیچل,хӏанчӏизабизе
1143,abreißen::V,شکول,тӏезе
1144,abreißen::V,شکول,тӏезабизе
1145,abschneiden::V,پرېکول,къотӏизе
1146,binden::V,تړل,бухьине
1147,stecken::V,ټومبل,къазабизе
1148,brechen::V,ماتول,бекизе
1149,klopfen::V,ټکول,дванкезе
1150,hauen::V,ټکول,базе
1151,kleben::V,نښلول,бацӏцӏине
1152,kleben::V,سرېښول,бацӏцӏине
1153,reiben::V,مږل,хачазе
1154,streichen::V,مښل,бахине
1155,streichen::V,مښل,жужазе
1156,schleifen::V,تېره کول,лъухьизе
1157,schneiden::V,غوڅول,къотӏизе
1158,schneiden::V,پرېکول,къотӏизе
1159,rütteln::V,خوڅول,багъа-бачаризабизе
1160,schütteln::V,ښورول,кӏобокӏизе
1161,schwenken::V,خوڅول,гьесадизе
1162,schwenken::V,خوڅول,хьвагӏезабизе
1163,schütten::V,اچول,тӏезе
1164,schütten::V,تویول,тӏезе
1165,füllen::V,ډکول,цӏезабизе
1166,einwickeln::V,پېچل,жемизе
1167,einwickeln::V,نغښتل,жемизе
1168,tragen::V,وړل,баччизе
1169,schleppen::V,وړل,бехъерхъизе
1170,ziehen::V,کښل,цӏазе
1171,aufbewahren::V,ساتل,цӏунизе
1172,werfen::V,اچول,рехизе
1173,werfen::V,غورځول,рехизе
1174,fangen::V,نیول,кквезе
1175,fangen::V,ګیرول,кквезе
1176,packen::V,نیول,кквезе
1177,verstecken::V,پټول,бахчизе
1178,teilen::V,وېشل,бикьизе
1179,teilen::V,تقسیمول,бикьизе
1180,schicken::V,لېږل,битӏизе
1181,schicken::V,استول,битӏизе
1182,bringen::V,راوړل,баччизе
1183,hinzufügen::V,زیاتول,жубазе
1184,bekommen::V,حاصلول,щвезе
1185,erhalten::V,اخیستل,щвезе
1186,erhalten::V,اخیستل,босизе
1187,nehmen::V,نیول,босизе
1188,nehmen::V,اخيستل,босизе
1189,wählen::V,خوښول,бищизе
1190,auswählen::V,چنده کول,тӏасабищизе
1191,bewahren::V,ساتل,цӏунизе
1192,behindern::V,مانع کېدل,квекӏен гьабизе
1193,behindern::V,ممانعت کول,квекӏен гьабизе
1194,verderben::V,خرابېدل,хвезабизе
1195,beschädigen::V,ورانول,галгъазабизе
1196,zerbrechen::V,ماتول,щущазабизе
1197,zerreißen::V,څیرې کول,бихъизе
1198,zerstören::V,ړنګول,биххизабизе
1199,zerstören::V,ورانول,биххизабизе
1200,verbrennen::V,سوځول,бухӏизе
1201,geben::V,ورکول,кьезе
1202,reichen::V,ورکول,кьезе
1203,schenken::V,بښل,кьезе
1204,versprechen::V,لوز کول,назру гьабизе
1205,wünschen::V,غوښتل,бокьизе
1206,loben::V,ستایل,беццизе
1207,loben::V,ستایل,бецца-бекъизе
1208,loben::V,تمجید کول,беццизе
1209,loben::V,تمجید کول,бецца-бекъизе
1210,küssen::V,ښکلول,баизе
1211,wiegen::V,زنګول,чӏучӏадизабизе
1212,zudecken::V,پوښول,тӏадбигъине
1213,wecken::V,ويښول,бигьинабизе
1214,zeigen::V,ښودل,бихьизабизе
1215,führen::V,بیول,бачине
1216,lehren::V,درس ورکول,малъизе
1217,lehren::V,درس ورکول,цӏализабизе
1218,lehren::V,تعلیم ورکول,малъизе
1219,lehren::V,تعلیم ورکول,цӏализабизе
1220,unterrichten::V,درس ورکول,цӏализабизе
1221,aufziehen::V,روزل,гӏезабизе
1222,leiten::V,رهبری کول,нухмалъи гьабизе
1223,leiten::V,لارښوونه کول,нухмалъи гьабизе
1224,antreiben::V,چټک کول,гӏедегӏизабизе
1225,lassen::V,اړکول,
1226,einladen::V,بلل,ахӏизе
1227,einladen::V,بلل,тӏадеахӏизе
1228,vereinigen::V,متحد کول,цолъизабизе
1229,vereinigen::V,یوځای کول,цолъизабизе
1230,besuchen::V,کتنه کول,баккизе
1231,besuchen::V,کتنه کول,хьвадизе
1232,treffen::V,ليدل,дандчӏвазе
1233,treffen::V,تلقی کول,дандчӏвазе
1234,sich versammeln::V,راغونډېدل,данделъизе
1235,sich versammeln::V,راغونډېدل,бакӏаризе
1236,spielen::V,لوبه کول,басандизе
1237,singen::V,سندرې وېل,ахӏизе
1238,tanzen::V,ګډېدل,кьурдизе
1239,sich trennen::V,بېلېدل,батӏалъизе
1240,verlassen::V,ترک کول,тезе
1241,verlassen::V,ترک کول,рехунтезе
1242,retten::V,نجات ورکول,хвасар гьабизе
1243,retten::V,نجات ورکول,хвасарлъизабизе
1244,bewachen::V,ساتل,цӏунизе
1245,bewachen::V,حفاظت کول,цӏунизе
1246,schützen::V,ژغورل,цӏунизе
1247,verteidigen::V,دفاع کول,цӏунизе
1248,sich schlagen::V,جنګېدل,багъизе
1249,schießen::V,ویشتل,речӏчӏизе
1250,siegen::V,غالبېدل,бергьине
1251,ärgern::V,خپه کول,вагъизавизе
1252,schlagen::V,وهل,кьабизе
1253,treten::V,په لغته وهل,мал тункизе
1254,stechen::V,ټومبل,къазабизе
1255,stoßen::V,ټېل وهل,тункизе
1256,stoßen::V,ټېل وهل,хъилдизе
1257,stoßen::V,پوری وهل,тункизе
1258,stoßen::V,پوری وهل,хъилдизе
1259,stehlen::V,تښتول,щинкӏизабизе
1260,stehlen::V,غلا کول,щинкӏизабизе
1261,stören::V,ماتول,квекӏен гьабизе
1262,stören::V,ماتول,татубахъи гьабизе
1263,belästigen::V,ځورول,рахӏатхвезабизе
1264,belästigen::V,تکلیف ورکول,рахӏатхвезабизе
1265,verbergen::V,پټول,бахчизе
1266,verbergen::V,پټول,балъго тезе
1267,täuschen::V,تېرایستل,божуда рекӏкӏ гьабизе
1268,täuschen::V,تېرایستل,гуккизе
1269,täuschen::V,خطا ایستل,божуда рекӏкӏ гьабизе
1270,täuschen::V,خطا ایستل,гуккизе
1271,betrügen::V,غولول,хӏилла гьабизе
1272,betrügen::V,غولول,сандирахълъи гьабизе
1273,töten::V,وژل,чӏвазе
1274,töten::V,مړ کول,чӏвазе
1275,wohnen::V,اوسېدل,яшав гьабизе
1276,arbeiten::V,کار کول,хӏалтӏизе
1277,sammeln::V,راټولول,бакӏаризе
1278,sammeln::V,راغونډول,бакӏаризе
1279,pflücken::V,شکول,бетӏизе
1280,jagen::V,ښکار کول,чан гьабизе
1281,fischen::V,کب نيول,ччугӏа кквезе
1282,fassen::V,نیول,кквезе
1283,fassen::V,ګیرول,кквезе
1284,hüten::V,پوول,кваназабизе
1285,treiben::V,بیول,гъезе
1286,anbinden::V,تړل,бухьине
1287,füttern::V,خوراک ورکول,кваназабизе
1288,melken::V,لوشل,бечӏчӏизе
1289,hacken::V,پی کول,чӏвазе
1290,gießen::V,اوبه کول,лъалъазе
1291,reifen::V,رسېدل,барщизе
1292,zubereiten::V,تیارول,бежа-белъине
1293,kochen::V,پخول,белъине
1294,backen::V,پخول,базе
1295,braten::V,وريتول,бежизе
1296,umrühren::V,لړل,багъаризе
1297,stricken::V,اوبدل,хьухьине
1298,nähen::V,ګنډل,букъизе
1299,färben::V,رنګول,кьер гьабизе
1300,reinigen::V,صافول,бацӏцӏине
1301,waschen::V,مینځل,чуризе
1302,abwischen::V,وچول,бацӏцӏине
1303,spülen::V,کنګالول,хулизе
1304,fegen::V,جارو کول,лъухьизе
1305,kehren::V,جارو کول,лъухьизе
1306,baden::V,لمبېدل,чордезе
1307,sich waschen::V,ځان مينځل,
1308,ausziehen::V,کښل,бахъизе
1309,ausziehen::V,ایستل,бахъизе
1310,anziehen::V,اغوستل,ретӏине
1311,sich anziehen::V,کالی اغوستل,ретӏине
1312,kämmen::V,ګمنځول,хазе
1313,schmücken::V,ښکلی کول,чӏухӏизабизе
1314,sagen::V,وېل,бицине
1315,sprechen::V,وېل,бицине
1316,sprechen::V,غږېدل,бицине
1317,reden::V,ګړېدل,гаргадизе
1318,reden::V,خبرې کول,гаргадизе
1319,sich unterhalten::V,خبری کول,гаргадизе
1320,fragen::V,پوښتنه کول,цӏехезе
1321,fragen::V,پوښتنه کول,гьикъизе
1322,bitten::V,غوښتل,гьаризе
1323,erzählen::V,کيسه کول,бицине
1324,erzählen::V,حکايت کول,бицине
1325,mitteilen::V,خبرول,лъазабизе
1326,mitteilen::V,خبر ورکول,лъазабизе
1327,nennen::V,نوم ايښودل,цӏар лъезе
1328,rufen::V,بلل,ахӏизе
1329,prahlen::V,لاپې وهل,беццаризе
1330,übersetzen::V,ژباړل,буссинабизе
1331,übersetzen::V,ترجمه کول,буссинабизе
1332,denken::V,فکر کول,ургъизе
1333,glauben::V,باور کول,божизе
1334,bemerken::V,لیدل,берречӏчӏизе
1335,erkennen::V,پېژندل,лъазе
1336,erkennen::V,پېژندل,батӏаго бахъизе
1337,begreifen::V,رسېدل,бичӏчӏизе
1338,begreifen::V,پوهېدل,бичӏчӏизе
1339,verstehen::V,پوهېدل,
1340,lernen::V,زده کول,цӏализе
1341,lernen::V,درس لوستل,цӏализе
1342,wissen::V,پوهېدل,лъазе
1343,sich erinnern an::V,یادول,ракӏалде щвезе
1344,sich erinnern an::V,په یاد راوړل,ракӏалде щвезе
1345,vergessen::V,هېرول,кӏочене
1346,messen::V,اندازه کول,борцине
1347,zählen::V,شمارل,рикӏкӏине
1348,rechnen::V,حسابول,рикӏкӏине
1349,lesen::V,لوستل,цӏализе
1350,malen::V,رسمول,бахъизе
1351,zeichnen::V,رسمول,бахъизе
1352,schreiben::V,لیکل,хъвазе
1353,besitzen::V,لرل,щвезе
1354,besitzen::V,لرل,бу́кӏине
1355,kaufen::V,رانیول,босизе
1356,verkaufen::V,خرڅول,бичизе
1357,bezahlen::V,تأدیه کول,кьезе
1358,zahlen::V,کسات اخيستل,кьезе
1359,beherrschen::V,تسلط لرل,
1360,ertragen::V,زغمل,баччизе
1361,Barsch::N,,окунь
1362,Hecht::N,,щука
